Thank	VB	thank
difference	NN	difference
.	SENT	.
In	IN	in
the	DT	the
top	NN	top
,	,	,
you	PP	you
have	VBP	have
a	DT	a
film	NN	film
that	WDT	that
has	VBZ	have
been	VBN	be
programmed	VBN	programme
not	RB	not
to	TO	to
degrade	VB	degrade
,	,	,
and	CC	and
in	IN	in
the	DT	the
bottom	NN	bottom
,	,	,
a	DT	a
film	NN	film
that	WDT	that
has	VBZ	have
been	VBN	be
programmed	VBN	programme
to	TO	to
degrade	VB	degrade
in	IN	in
water	NN	water
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
see	VBP	see
is	VBZ	be
that	IN	that
the	DT	the
film	NN	film
on	IN	on
the	DT	the
bottom	NN	bottom
releases	VBZ	release
what	WP	what
is	VBZ	be
inside	IN	inside
it	PP	it
.	SENT	.
So	RB	so
it	PP	it
allows	VBZ	allow
for	IN	for
the	DT	the
recovery	NN	recovery
of	IN	of
what	WP	what
we	PP	we
'	POS	'
ve	NN	ve
stored	VBD	store
before	RB	before
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
allows	VBZ	allow
for	IN	for
a	DT	a
controlled	VBN	control
delivery	NN	delivery
of	IN	of
drugs	NNS	drug
and	CC	and
for	IN	for
reintegration	NN	reintegration
in	IN	in
the	DT	the
environment	NN	environment
in	IN	in
all	DT	all
of	IN	of
these	DT	these
formats	NNS	format
that	IN	that
you	PP	you
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
.	SENT	.
So	IN	so
the	DT	the
thread	NN	thread
of	IN	of
discovery	NN	discovery
that	IN	that
we	PP	we
have	VBP	have
really	RB	really
is	VBZ	be
a	DT	a
thread	NN	thread
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
impassioned	VBD	impassion
with	IN	with
this	DT	this
idea	NN	idea
that	IN	that
whatever	WDT	whatever
you	PP	you
want	VBP	want
to	TO	to
do	VB	do
,	,	,
whether	IN	whether
you	PP	you
want	VBP	want
to	TO	to
replace	VB	replace
a	DT	a
vein	NN	vein
or	CC	or
a	DT	a
bone	NN	bone
,	,	,
or	CC	or
maybe	RB	maybe
be	VB	be
more	RBR	more
sustainable	JJ	sustainable
in	IN	in
microelectronics	NNS	microelectronics
,	,	,
perhaps	RB	perhaps
drink	VBP	drink
a	DT	a
coffee	NN	coffee
in	IN	in
a	DT	a
cup	NN	cup
and	CC	and
throw	VB	throw
it	PP	it
away	RP	away
without	IN	without
guilt	NN	guilt
,	,	,
maybe	RB	maybe
carry	VB	carry
your	PP$	your
drugs	NNS	drug
in	IN	in
your	PP$	your
pocket	NN	pocket
,	,	,
deliver	VB	deliver
them	PP	them
inside	IN	inside
your	PP$	your
body	NN	body
or	CC	or
deliver	VB	deliver
them	PP	them
across	IN	across
the	DT	the
desert	NN	desert
,	,	,
the	DT	the
answer	NN	answer
may	MD	may
be	VB	be
in	IN	in
a	DT	a
thread	NN	thread
of	IN	of
silk	NN	silk
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
