Before	IN	before
have	VB	have
children	NNS	child
,	,	,
and	CC	and
moreover	RB	moreover
,	,	,
it	PP	it
was	VBD	be
of	IN	of
vital	JJ	vital
cultural	JJ	cultural
importance	NN	importance
to	TO	to
them	PP	them
to	TO	to
continue	VB	continue
their	PP$	their
family	NN	family
line	NN	line
.	SENT	.
The	DT	the
judge	NN	judge
was	VBD	be
persuaded	VBN	persuade
.	SENT	.
He	PP	he
issued	VBD	issue
the	DT	the
order	NN	order
to	TO	to
allow	VB	allow
the	DT	the
son	NN	son
'	POS	'
s	JJ	<unknown>
sperm	NN	sperm
to	TO	to
be	VB	be
retrieved	VBN	retrieve
and	CC	and
later	RBR	later
used	VBN	use
for	IN	for
conception	NN	conception
purposes	NNS	purpose
.	SENT	.
But	CC	but
here	RB	here
in	IN	in
Colorado	NP	Colorado
,	,	,
the	DT	the
law	NN	law
is	VBZ	be
not	RB	not
the	DT	the
same	JJ	same
.	SENT	.
In	IN	in
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
,	,	,
at	IN	at
least	JJS	least
twice	RB	twice
it	PP	it
'	POS	'
s	NN	S
happened	VBD	happen
where	WRB	where
a	DT	a
man	NN	man
was	VBD	be
taken	VBN	take
to	TO	to
the	DT	the
hospital	NN	hospital
before	IN	before
his	PP$	his
death	NN	death
and	CC	and
the	DT	the
request	NN	request
by	IN	by
a	DT	a
spouse	NN	spouse
to	TO	to
have	VB	have
his	PP$	his
sperm	NN	sperm
retrieved	VBD	retrieve
was	VBD	be
denied	VBN	deny
because	IN	because
he	PP	he
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
a	DT	a
consent	NN	consent
on	IN	on
file	NN	file
with	IN	with
the	DT	the
hospital	NN	hospital
.	SENT	.
But	CC	but
in	IN	in
another	DT	another
case	NN	case
where	WRB	where
a	DT	a
man	NN	man
died	VBD	die
suddenly	RB	suddenly
and	CC	and
was	VBD	be
taken	VBN	take
to	TO	to
the	DT	the
coroner	NN	coroner
,	,	,
his	PP$	his
spouse	NN	spouse
'	POS	'
s	NNS	<unknown>
request	VBP	request
to	TO	to
have	VB	have
his	PP$	his
sperm	NN	sperm
retrieved	VBD	retrieve
was	VBD	be
granted	VBN	grant
because	IN	because
the	DT	the
coroner	NN	coroner
is	VBZ	be
not	RB	not
subject	JJ	subject
to	TO	to
the	DT	the
same	JJ	same
policies	NNS	policy
and	CC	and
procedures	NNS	procedure
as	IN	as
a	DT	a
hospital	NN	hospital
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
think	VBP	think
you	PP	you
might	MD	might
allow	VB	allow
someone	NN	someone
to	TO	to
have	VB	have
a	DT	a
child	NN	child
with	IN	with
your	PP$	your
DNA	NN	DNA
after	IN	after
your	PP$	your
death	NN	death
,	,	,
or	CC	or
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
them	PP	them
to	TO	to
,	,	,
tell	VB	tell
them	PP	them
.	SENT	.
Write	VB	write
it	PP	it
down	RP	down
,	,	,
grab	VB	grab
a	DT	a
napkin	NN	napkin
,	,	,
put	VBD	put
it	PP	it
on	IN	on
a	DT	a
napkin	NN	napkin
,	,	,
send	VB	send
a	DT	a
text	NN	text
.	SENT	.
No	DT	no
matter	NN	matter
how	WRB	how
strange	JJ	strange
that	DT	that
text	NN	text
may	MD	may
look	VB	look
.	SENT	.
It	PP	it
happens	VBZ	happen
more	RBR	more
often	RB	often
than	IN	than
you	PP	you
think	VBP	think
.	SENT	.
We	PP	we
think	VBP	think
more	RBR	more
carefully	RB	carefully
about	IN	about
organ	NN	organ
donation	NN	donation
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
just	RB	just
as	RB	as
important	JJ	important
.	SENT	.
I	PP	I
bet	VBP	bet
you	PP	you
didn	NN	<unknown>
'	POS	'
t	NN	t
think	VBP	think
you	PP	you
need	VBP	need
to	TO	to
include	VB	include
this	DT	this
in	IN	in
your	PP$	your
will	NN	will
.	SENT	.
The	DT	the
world	NN	world
has	VBZ	have
changed	VBN	change
.	SENT	.
The	DT	the
technology	NN	technology
is	VBZ	be
here	RB	here
,	,	,
and	CC	and
it	PP	it
will	MD	will
only	RB	only
keep	VB	keep
advancing	VBG	advance
.	SENT	.
And	CC	and
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
the	DT	the
only	JJ	only
area	NN	area
where	WRB	where
technology	NN	technology
is	VBZ	be
outpacing	VBG	outpace
the	DT	the
law	NN	law
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
challenge	VB	challenge
ourselves	PP	ourselves
to	TO	to
think	VB	think
carefully	RB	carefully
about	IN	about
what	WP	what
these	DT	these
innovations	NNS	innovation
mean	VBP	mean
to	TO	to
ourselves	PP	ourselves
,	,	,
to	TO	to
our	PP$	our
families	NNS	family
,	,	,
to	TO	to
our	PP$	our
children	NNS	child
and	CC	and
to	TO	to
future	JJ	future
children	NNS	child
,	,	,
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
genetically	RB	genetically
related	VBN	relate
to	TO	to
us	PP	us
or	CC	or
not	RB	not
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
