Let	VB	let
over	IN	over
the	DT	the
natural	JJ	natural
obstructions	NNS	obstruction
.	SENT	.
So	RB	so
,	,	,
that	IN	that
'	POS	'
s	NN	S
just	RB	just
a	DT	a
rock	NN	rock
in	IN	in
the	DT	the
hillside	NN	hillside
.	SENT	.
And	CC	and
these	DT	these
becos	NNS	<unknown>
are	VBP	be
normally	RB	normally
very	RB	very
crowded	VBN	crowd
,	,	,
and	CC	and
people	NNS	people
hump	VBP	hump
furniture	NN	furniture
up	IN	up
them	PP	them
,	,	,
or	CC	or
refrigerators	NNS	refrigerator
up	IN	up
them	PP	them
,	,	,
all	DT	all
sorts	NNS	sort
of	IN	of
things	NNS	thing
.	SENT	.
Beer	NN	beer
is	VBZ	be
all	RB	all
carried	VBN	carry
in	IN	in
on	IN	on
your	PP$	your
shoulders	NNS	shoulder
.	SENT	.
Beer	NN	beer
is	VBZ	be
a	DT	a
very	RB	very
important	JJ	important
thing	NN	thing
in	IN	in
Brazil	NP	Brazil
.	SENT	.
This	DT	this
is	VBZ	be
commerce	NN	commerce
in	IN	in
Kenya	NP	Kenya
,	,	,
right	NN	right
along	IN	along
the	DT	the
train	NN	train
tracks	VBZ	track
,	,	,
so	RB	so
close	JJ	close
to	TO	to
the	DT	the
train	NN	train
tracks	VBZ	track
that	IN	that
the	DT	the
merchants	NNS	merchant
sometimes	RB	sometimes
have	VB	have
to	TO	to
pull	VB	pull
the	DT	the
merchandise	NN	merchandise
out	RP	out
of	IN	of
the	DT	the
way	NN	way
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
marketplace	NN	marketplace
,	,	,
also	RB	also
in	IN	in
Kenya	NP	Kenya
,	,	,
Toi	NP	Toi
Market	NP	Market
,	,	,
lots	NNS	lot
of	IN	of
dealers	NNS	dealer
,	,	,
in	IN	in
almost	RB	almost
everything	NN	everything
you	PP	you
want	VBP	want
to	TO	to
buy	VB	buy
.	SENT	.
Those	DT	those
green	JJ	green
things	NNS	thing
in	IN	in
the	DT	the
foreground	NN	foreground
are	VBP	be
mangoes	NNS	mango
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
shopping	NN	shopping
street	NN	street
in	IN	in
Kibera	NP	<unknown>
,	,	,
and	CC	and
you	PP	you
can	MD	can
see	VB	see
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
soda	NN	soda
dealer	NN	dealer
,	,	,
a	DT	a
health	NN	health
clinic	NN	clinic
,	,	,
two	CD	two
beauty	NN	beauty
salons	NNS	salon
,	,	,
a	DT	a
bar	NN	bar
,	,	,
two	CD	two
grocery	NN	grocery
stores	NNS	store
,	,	,
and	CC	and
a	DT	a
church	NN	church
,	,	,
and	CC	and
more	JJR	more
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
typical	JJ	typical
downtown	NN	downtown
street	NN	street
;	:	;
it	PP	it
just	RB	just
happens	VBZ	happen
to	TO	to
be	VB	be
self-	NN	<unknown>
built	VBN	build
.	SENT	.
This	DT	this
here	RB	here
,	,	,
on	IN	on
the	DT	the
right-hand	JJ	right-hand
side	NN	side
,	,	,
is	VBZ	be
what	WP	what
'	POS	'
s	NN	S
called	VBD	call
a	DT	a
—	:	-
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
fine	JJ	fine
print	NN	print
under	IN	under
the	DT	the
awning	NN	awning
—	:	-
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
hotel	NN	hotel
.	SENT	.
And	CC	and
what	WP	what
hotel	NN	hotel
means	NNS	mean
,	,	,
in	IN	in
Kenya	NP	Kenya
and	CC	and
India	NP	India
,	,	,
is	VBZ	be
an	DT	an
eating-place	NN	eating-place
.	SENT	.
So	RB	so
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
restaurant	NN	restaurant
.	SENT	.
People	NNS	people
steal	VBP	steal
electrical	JJ	electrical
power	NN	power
—	:	-
this	DT	this
is	VBZ	be
Rio	NP	Rio
.	SENT	.
People	NNS	people
tap	VB	tap
in	RP	in
and	CC	and
they	PP	they
have	VBP	have
thieves	NNS	thief
who	WP	who
are	VBP	be
called	VBN	call
"	``	"
grillos	NNS	<unknown>
"	''	"
or	CC	or
"	``	"
crickets	NNS	cricket
,	,	,
"	''	"
and	CC	and
they	PP	they
steal	VBP	steal
the	DT	the
electrical	JJ	electrical
power	NN	power
and	CC	and
wire	VB	wire
the	DT	the
neighborhood	NN	neighborhood
.	SENT	.
People	NNS	people
burn	VBP	burn
trash	NN	trash
to	TO	to
get	VB	get
rid	JJ	rid
of	IN	of
the	DT	the
garbage	NN	garbage
,	,	,
and	CC	and
they	PP	they
dig	VBP	dig
their	PP$	their
own	JJ	own
sewer	NN	sewer
channels	NNS	channel
.	SENT	.
Talk	VB	talk
about	RB	about
more	RBR	more
plastic	JJ	plastic
bags	NNS	bag
than	IN	than
plankton	NN	plankton
.	SENT	.
And	CC	and
sometimes	RB	sometimes
they	PP	they
have	VBP	have
natural	JJ	natural
trash-disposal	NN	trash-disposal
.	SENT	.
And	CC	and
when	WRB	when
they	PP	they
have	VBP	have
more	JJR	more
money	NN	money
they	PP	they
cement	VBP	cement
their	PP$	their
streets	NNS	street
,	,	,
and	CC	and
they	PP	they
put	VBD	put
in	IN	in
sewers	NNS	sewer
and	CC	and
good	JJ	good
water	NN	water
pipes	NNS	pipe
,	,	,
and	CC	and
stuff	NN	stuff
like	IN	like
that	DT	that
.	SENT	.
This	DT	this
is	VBZ	be
water	NN	water
going	VBG	go
to	TO	to
Rio	NP	Rio
.	SENT	.
People	NNS	people
run	VBP	run
their	PP$	their
water	NN	water
pipes	NNS	pipe
all	RB	all
over	IN	over
the	DT	the
place	NN	place
,	,	,
and	CC	and
that	DT	that
little	JJ	little
hut	NN	hut
right	NN	right
there	RB	there
has	VBZ	have
a	DT	a
pump	NN	pump
in	IN	in
it	PP	it
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
people	NNS	people
do	VBP	do
:	:	:
they	PP	they
steal	VBP	steal
electricity	NN	electricity
;	:	;
they	PP	they
install	VBP	install
a	DT	a
pump	NN	pump
and	CC	and
they	PP	they
tap	VB	tap
into	IN	into
the	DT	the
water	NN	water
main	JJ	main
,	,	,
and	CC	and
pump	VB	pump
water	NN	water
up	RP	up
to	TO	to
their	PP$	their
houses	NNS	house
.	SENT	.
So	RB	so
,	,	,
the	DT	the
question	NN	question
is	VBZ	be
how	WRB	how
do	VBP	do
you	PP	you
go	VB	go
from	IN	from
the	DT	the
mud-hut	NP	mud-hut
village	NN	village
,	,	,
to	TO	to
the	DT	the
more	RBR	more
developed	JJ	developed
city	NN	city
,	,	,
to	TO	to
the	DT	the
even	RB	even
highly	RB	highly
developed	VBN	develop
Sultanbelyi	NP	<unknown>
?	SENT	?
I	PP	I
say	VBP	say
there	EX	there
are	VBP	be
two	CD	two
things	NNS	thing
.	SENT	.
One	PP	one
is	VBZ	be
people	NNS	people
need	VBP	need
a	DT	a
guarantee	NN	guarantee
they	PP	they
won	VBD	win
'	''	'
t	NN	t
be	VB	be
evicted	VBN	evict
.	SENT	.
That	DT	that
does	VBZ	do
not	RB	not
necessarily	RB	necessarily
mean	VB	mean
property	NN	property
rights	NNS	right
,	,	,
and	CC	and
I	PP	I
would	MD	would
disagree	VB	disagree
with	IN	with
Hernando	NP	Hernando
de	NP	de
Soto	NP	Soto
on	IN	on
that	DT	that
question	NN	question
,	,	,
because	IN	because
property	NN	property
rights	NNS	right
create	VBP	create
a	DT	a
lot	NN	lot
of	IN	of
complications	NNS	complication
.	SENT	.
They	PP	they
'	''	'
re	IN	re
most	RBS	most
often	RB	often
sold	VBN	sell
to	TO	to
people	NNS	people
,	,	,
and	CC	and
people	NNS	people
then	RB	then
wind	VBP	wind
up	RP	up
in	IN	in
debt	NN	debt
and	CC	and
have	VB	have
to	TO	to
pay	VB	pay
back	RB	back
the	DT	the
debt	NN	debt
,	,	,
and	CC	and
sometimes	RB	sometimes
have	VB	have
to	TO	to
sell	VB	sell
their	PP$	their
property	NN	property
in	IN	in
order	NN	order
to	TO	to
pay	VB	pay
back	RB	back
the	DT	the
debt	NN	debt
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
variety	NN	variety
of	IN	of
other	JJ	other
reasons	NNS	reason
why	WRB	why
property	NN	property
rights	NNS	right
sometimes	RB	sometimes
don	VBP	don
'	POS	'
t	NN	t
work	NN	work
in	IN	in
these	DT	these
cases	NNS	case
,	,	,
but	CC	but
they	PP	they
do	VBP	do
need	NN	need
security	NN	security
of	IN	of
tenure	NN	tenure
.	SENT	.
And	CC	and
they	PP	they
need	VBP	need
access	NN	access
to	TO	to
politics	NNS	politics
,	,	,
and	CC	and
that	WDT	that
can	MD	can
mean	VB	mean
two	CD	two
things	NNS	thing
.	SENT	.
That	DT	that
can	MD	can
mean	VB	mean
community	NN	community
organizing	VBG	organize
from	IN	from
below	RB	below
,	,	,
but	CC	but
it	PP	it
can	MD	can
also	RB	also
mean	VB	mean
possibilities	NNS	possibility
from	IN	from
above	RB	above
.	SENT	.
And	CC	and
I	PP	I
say	VBP	say
that	IN	that
because	IN	because
the	DT	the
system	NN	system
in	IN	in
Turkey	NP	Turkey
is	VBZ	be
notable	JJ	notable
.	SENT	.
Turkey	NP	Turkey
has	VBZ	have
two	CD	two
great	JJ	great
laws	NNS	law
that	WDT	that
protect	VBP	protect
squatters	NNS	squatter
.	SENT	.
One	PP	one
is	VBZ	be
that	DT	that
—	:	-
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
"	``	"
gecekondu	NN	<unknown>
"	''	"
in	IN	in
Turkish	NP	Turkish
,	,	,
which	WDT	which
means	VBZ	mean
"	``	"
built	VBN	build
overnight	RB	overnight
,	,	,
"	''	"
and	CC	and
if	IN	if
you	PP	you
build	VBP	build
your	PP$	your
house	NN	house
overnight	JJ	overnight
in	IN	in
Turkey	NP	Turkey
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
be	VB	be
evicted	VBN	evict
without	IN	without
due	JJ	due
process	NN	process
of	IN	of
law	NN	law
,	,	,
if	IN	if
they	PP	they
don	VBP	don
'	''	'
t	NN	t
catch	VB	catch
you	PP	you
during	IN	during
the	DT	the
night	NN	night
.	SENT	.
And	CC	and
the	DT	the
second	JJ	second
aspect	NN	aspect
is	VBZ	be
that	IN	that
once	RB	once
you	PP	you
have	VBP	have
2	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
community	NN	community
,	,	,
you	PP	you
can	MD	can
petition	VB	petition
the	DT	the
government	NN	government
to	TO	to
be	VB	be
recognized	VBN	recognize
as	IN	as
a	DT	a
legal	JJ	legal
sub-municipality	NN	sub-municipality
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
a	DT	a
legal	JJ	legal
sub-	NN	<unknown>
municipality	NN	municipality
,	,	,
you	PP	you
suddenly	RB	suddenly
have	VBP	have
politics	NNS	politics
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
allowed	VBD	allow
to	TO	to
have	VB	have
an	DT	an
elected	VBN	elect
government	NN	government
,	,	,
collect	JJ	collect
taxes	NNS	tax
,	,	,
provide	VB	provide
municipal	JJ	municipal
services	NNS	service
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
exactly	RB	exactly
what	WP	what
they	PP	they
do	VBP	do
.	SENT	.
So	RB	so
,	,	,
these	DT	these
are	VBP	be
the	DT	the
civic	JJ	civic
leaders	NNS	leader
of	IN	of
the	DT	the
future	NN	future
.	SENT	.
The	DT	the
woman	NN	woman
in	IN	in
the	DT	the
center	NN	center
is	VBZ	be
Geeta	NP	Geeta
Jiwa	NP	<unknown>
.	SENT	.
She	PP	she
lives	VBZ	live
in	IN	in
one	CD	one
of	IN	of
those	DT	those
tents	NNS	tent
on	IN	on
the	DT	the
highway	NN	highway
median	NN	median
in	IN	in
Mumbai	NP	Mumbai
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
Sureka	NP	<unknown>
Gundi	NP	<unknown>
;	:	;
she	PP	she
also	RB	also
lives	VBZ	live
with	IN	with
her	PP$	her
family	NN	family
on	IN	on
the	DT	the
tent	NN	tent
along	IN	along
the	DT	the
same	JJ	same
highway	NN	highway
median	NN	median
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
very	RB	very
outspoken	JJ	outspoken
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
very	RB	very
active	JJ	active
.	SENT	.
They	PP	they
can	MD	can
be	VB	be
community	NN	community
leaders	NNS	leader
.	SENT	.
This	DT	this
woman	NN	woman
is	VBZ	be
Nine	CD	nine
,	,	,
which	WDT	which
means	VBZ	mean
"	``	"
grandma	NN	grandma
"	''	"
in	IN	in
Turkish	JJ	Turkish
.	SENT	.
And	CC	and
there	EX	there
were	VBD	be
three	CD	three
old	JJ	old
ladies	NNS	lady
who	WP	who
lived	VBD	live
in	IN	in
—	:	-
that	DT	that
'	''	'
s	VBG	<unknown>
her	PP$	her
self-built	JJ	<unknown>
house	NN	house
behind	IN	behind
her	PP	her
—	:	-
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
lived	VBD	live
there	RB	there
for	IN	for
30	CD	@card@
or	CC	or
40	CD	@card@
years	NNS	year
,	,	,
and	CC	and
they	PP	they
are	VBP	be
the	DT	the
backbone	NN	backbone
of	IN	of
the	DT	the
community	NN	community
there	RB	there
.	SENT	.
This	DT	this
is	VBZ	be
Richard	NP	Richard
Muthama	NP	<unknown>
Peter	NP	Peter
,	,	,
and	CC	and
he	PP	he
is	VBZ	be
an	DT	an
itinerant	JJ	itinerant
street	NN	street
photographer	NN	photographer
in	IN	in
Kibera	NP	<unknown>
.	SENT	.
He	PP	he
makes	VBZ	make
money	NN	money
taking	VBG	take
pictures	NNS	picture
of	IN	of
the	DT	the
neighborhood	NN	neighborhood
,	,	,
and	CC	and
the	DT	the
people	NNS	people
in	IN	in
the	DT	the
neighborhood	NN	neighborhood
,	,	,
and	CC	and
is	VBZ	be
a	DT	a
great	JJ	great
resource	NN	resource
in	IN	in
the	DT	the
community	NN	community
.	SENT	.
And	CC	and
finally	RB	finally
my	PP$	my
choice	NN	choice
to	TO	to
run	VB	run
for	IN	for
mayor	NN	mayor
of	IN	of
Rio	NP	Rio
is	VBZ	be
Cezinio	NP	<unknown>
,	,	,
the	DT	the
fruit	NN	fruit
merchant	NN	merchant
with	IN	with
his	PP$	his
two	CD	two
kids	NNS	kid
here	RB	here
,	,	,
and	CC	and
a	DT	a
more	RBR	more
honest	JJ	honest
and	CC	and
giving	VBG	give
and	CC	and
caring	VBG	care
man	NN	man
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
The	DT	the
future	NN	future
of	IN	of
these	DT	these
communities	NNS	community
is	VBZ	be
in	IN	in
the	DT	the
people	NNS	people
and	CC	and
in	IN	in
our	PP$	our
ability	NN	ability
to	TO	to
work	VB	work
with	IN	with
those	DT	those
people	NNS	people
.	SENT	.
So	RB	so
,	,	,
I	PP	I
think	VBP	think
the	DT	the
message	NN	message
I	PP	I
take	VBP	take
,	,	,
from	IN	from
what	WP	what
I	PP	I
read	VBP	read
from	IN	from
the	DT	the
book	NN	book
,	,	,
from	IN	from
what	WP	what
Armstrong	NP	Armstrong
said	VBD	say
,	,	,
and	CC	and
from	IN	from
all	PDT	all
these	DT	these
people	NNS	people
,	,	,
is	VBZ	be
that	IN	that
these	DT	these
are	VBP	be
neighborhoods	NNS	neighborhood
.	SENT	.
The	DT	the
issue	NN	issue
is	VBZ	be
not	RB	not
urban	JJ	urban
poverty	NN	poverty
.	SENT	.
The	DT	the
issue	NN	issue
is	VBZ	be
not	RB	not
the	DT	the
larger	JJR	large
,	,	,
over-arching	VBG	over-arch
thing	NN	thing
.	SENT	.
The	DT	the
issue	NN	issue
is	VBZ	be
for	IN	for
us	PP	us
to	TO	to
recognize	VB	recognize
that	IN	that
these	DT	these
are	VBP	be
neighborhoods	NNS	neighborhood
—	:	-
this	DT	this
is	VBZ	be
a	DT	a
legitimate	JJ	legitimate
form	NN	form
of	IN	of
urban	JJ	urban
development	NN	development
—	:	-
and	CC	and
that	IN	that
cities	NNS	city
have	VBP	have
to	TO	to
engage	VB	engage
these	DT	these
residents	NNS	resident
,	,	,
because	IN	because
they	PP	they
are	VBP	be
building	VBG	build
the	DT	the
cities	NNS	city
of	IN	of
the	DT	the
future	NN	future
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
