Nicholas	NP	Nicholas
now	RB	now
we	PP	we
'	POS	'
re	NN	re
past	NN	past
TED	VBP	ted
1	CD	@card@
,	,	,
but	CC	but
just	RB	just
around	IN	around
the	DT	the
time	NN	time
of	IN	of
TED	VB	ted
2	CD	@card@
,	,	,
and	CC	and
what	WP	what
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
mention	VB	mention
here	RB	here
is	VBZ	be
,	,	,
even	RB	even
though	IN	though
you	PP	you
could	MD	could
imagine	VB	imagine
intelligence	NN	intelligence
in	IN	in
the	DT	the
device	NN	device
,	,	,
I	PP	I
look	VBP	look
today	NN	today
at	IN	at
some	DT	some
of	IN	of
the	DT	the
work	NN	work
being	VBG	be
done	VBN	do
about	IN	about
the	DT	the
Internet	NN	Internet
of	IN	of
Things	NNS	thing
,	,	,
and	CC	and
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NN	S
kind	NN	kind
of	IN	of
tragically	RB	tragically
pathetic	JJ	pathetic
,	,	,
because	IN	because
what	WP	what
has	VBZ	have
happened	VBN	happen
is	VBZ	be
people	NNS	people
take	VBP	take
the	DT	the
oven	NN	oven
panel	NN	panel
and	CC	and
put	VB	put
it	PP	it
on	IN	on
your	PP$	your
cell	NN	cell
phone	NN	phone
,	,	,
or	CC	or
the	DT	the
door	NN	door
key	NN	key
onto	IN	onto
your	PP$	your
cell	NN	cell
phone	NN	phone
,	,	,
just	RB	just
taking	VBG	take
it	PP	it
and	CC	and
bringing	VBG	bring
it	PP	it
to	TO	to
you	PP	you
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
that	RB	that
'	POS	'
s	NNS	<unknown>
actually	RB	actually
what	WP	what
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
.	SENT	.
You	PP	you
want	VBP	want
to	TO	to
put	VB	put
a	DT	a
chicken	NN	chicken
in	IN	in
the	DT	the
oven	NN	oven
,	,	,
and	CC	and
the	DT	the
oven	NN	oven
says	VBZ	say
,	,	,
"	``	"
Aha	NP	Aha
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
chicken	NN	chicken
,	,	,
"	``	"
and	CC	and
it	PP	it
cooks	VBZ	cook
the	DT	the
chicken	NN	chicken
.	SENT	.
"	``	"
Oh	UH	oh
,	,	,
it	PP	it
'	POS	'
s	NN	S
cooking	VBG	cook
the	DT	the
chicken	NN	chicken
for	IN	for
Nicholas	NP	Nicholas
,	,	,
and	CC	and
he	PP	he
likes	VBZ	like
it	PP	it
this	DT	this
way	NN	way
and	CC	and
that	DT	that
way	NN	way
.	SENT	.
"	''	"
So	IN	so
the	DT	the
intelligence	NN	intelligence
,	,	,
instead	RB	instead
of	IN	of
being	VBG	be
in	IN	in
the	DT	the
device	NN	device
,	,	,
we	PP	we
have	VBP	have
started	VBN	start
today	NN	today
to	TO	to
move	VB	move
it	PP	it
back	RB	back
onto	IN	onto
the	DT	the
cell	NN	cell
phone	NN	phone
or	CC	or
closer	JJR	close
to	TO	to
the	DT	the
user	NN	user
,	,	,
not	RB	not
a	DT	a
particularly	RB	particularly
enlightened	JJ	enlightened
view	NN	view
of	IN	of
the	DT	the
Internet	NN	Internet
of	IN	of
Things	NNS	thing
.	SENT	.
Television	NN	television
,	,	,
again	RB	again
,	,	,
television	NN	television
what	WP	what
I	PP	I
said	VBD	say
today	NN	today
,	,	,
that	WDT	that
was	VBD	be
back	RB	back
in	IN	in
1990	CD	@card@
,	,	,
and	CC	and
the	DT	the
television	NN	television
of	IN	of
tomorrow	NN	tomorrow
would	MD	would
look	VB	look
something	NN	something
like	IN	like
that	DT	that
.	SENT	.
Again	RB	again
,	,	,
people	NNS	people
,	,	,
but	CC	but
they	PP	they
laughed	VBD	laugh
cynically	RB	cynically
,	,	,
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
laugh	NN	laugh
with	IN	with
much	JJ	much
appreciation	NN	appreciation
.	SENT	.
Telecommunications	NNS	telecommunication
in	IN	in
the	DT	the
1990s	NNS	1990s
,	,	,
George	NP	George
Gilder	NP	Gilder
decided	VBD	decide
that	IN	that
he	PP	he
would	MD	would
call	VB	call
this	DT	this
diagram	NN	diagram
the	DT	the
Negroponte	NP	Negroponte
switch	NN	switch
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
probably	RB	probably
much	RB	much
less	RBR	less
famous	JJ	famous
than	IN	than
George	NP	George
,	,	,
so	RB	so
when	WRB	when
he	PP	he
called	VBD	call
it	PP	it
the	DT	the
Negroponte	NP	Negroponte
switch	NN	switch
,	,	,
it	PP	it
stuck	VBD	stick
,	,	,
but	CC	but
the	DT	the
idea	NN	idea
of	IN	of
things	NNS	thing
that	WDT	that
came	VBD	come
in	IN	in
the	DT	the
ground	NN	ground
would	MD	would
go	VB	go
in	IN	in
the	DT	the
air	NN	air
and	CC	and
stuff	NN	stuff
in	IN	in
the	DT	the
air	NN	air
would	MD	would
go	VB	go
into	IN	into
the	DT	the
ground	NN	ground
has	VBZ	have
played	VBN	play
itself	PP	itself
out	RP	out
.	SENT	.
That	DT	that
is	VBZ	be
the	DT	the
original	JJ	original
slide	NN	slide
from	IN	from
that	DT	that
year	NN	year
,	,	,
and	CC	and
it	PP	it
has	VBZ	have
worked	VBN	work
in	IN	in
lockstep	NN	lockstep
obedience	NN	obedience
.	SENT	.
We	PP	we
started	VBD	start
Wired	VBN	wire
magazine	NN	magazine
.	SENT	.
Some	DT	some
people	NNS	people
,	,	,
I	PP	I
remember	VBP	remember
we	PP	we
shared	VBD	share
the	DT	the
reception	NN	reception
desk	NN	desk
periodically	RB	periodically
,	,	,
and	CC	and
some	DT	some
parent	NN	parent
called	VBD	call
up	RB	up
irate	JJ	irate
that	IN	that
his	PP$	his
son	NN	son
had	VBD	have
given	VBN	give
up	RP	up
Sports	NP	Sports
Illustrated	NP	Illustrated
to	TO	to
subscribe	VB	subscribe
for	IN	for
Wired	VBN	wire
,	,	,
and	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Are	VBP	be
you	PP	you
some	DT	some
porno	NN	porno
magazine	NN	magazine
or	CC	or
something	NN	something
?	SENT	?
"	''	"
and	CC	and
couldn	NN	<unknown>
'	POS	'
t	NN	t
understand	VB	understand
why	WRB	why
his	PP$	his
son	NN	son
would	MD	would
be	VB	be
interested	JJ	interested
in	IN	in
Wired	VBN	wire
,	,	,
at	IN	at
any	DT	any
rate	NN	rate
.	SENT	.
I	PP	I
will	MD	will
go	VB	go
through	IN	through
this	DT	this
a	DT	a
little	RB	little
quicker	JJR	quick
.	SENT	.
This	DT	this
is	VBZ	be
my	PP$	my
favorite	JJ	favorite
,	,	,
1995	CD	@card@
,	,	,
back	RB	back
page	NN	page
of	IN	of
Newsweek	NP	Newsweek
magazine	NN	magazine
.	SENT	.
Okay	JJ	okay
.	SENT	.
Read	VB	read
it	PP	it
.	SENT	.
[	SYM	[
"	``	"
Nicholas	NP	Nicholas
Negroponte	NP	Negroponte
,	,	,
director	NN	director
of	IN	of
the	DT	the
MIT	NP	MIT
Media	NP	Media
Lab	NP	Lab
,	,	,
predicts	VBZ	predict
that	IN	that
we	PP	we
'	POS	'
ll	NNS	<unknown>
soon	RB	soon
buy	VBP	buy
books	NNS	book
and	CC	and
newspapers	NNS	newspaper
straight	RB	straight
over	IN	over
the	DT	the
Internet	NN	Internet
.	SENT	.
Uh	UH	uh
,	,	,
sure	JJ	sure
.	SENT	.
"	''	"
—	:	-
Clifford	NP	Clifford
Stoll	NP	Stoll
,	,	,
Newsweek	NP	Newsweek
,	,	,
1995	CD	@card@
]	SYM	]
You	PP	you
must	MD	must
admit	VB	admit
that	WDT	that
gives	VBZ	give
you	PP	you
,	,	,
at	IN	at
least	JJS	least
it	PP	it
gives	VBZ	give
me	PP	me
pleasure	VB	pleasure
when	WRB	when
somebody	NN	somebody
says	VBZ	say
how	WRB	how
dead	RB	dead
wrong	JJ	wrong
you	PP	you
are	VBP	be
.	SENT	.
"	``	"
Being	VBG	be
Digital	NP	Digital
"	``	"
came	VBD	come
out	RP	out
.	SENT	.
For	IN	for
me	PP	me
,	,	,
it	PP	it
gave	VBD	give
me	PP	me
an	DT	an
opportunity	NN	opportunity
to	TO	to
be	VB	be
more	JJR	more
in	IN	in
the	DT	the
trade	NN	trade
press	NN	press
and	CC	and
get	VB	get
this	DT	this
out	RP	out
to	TO	to
the	DT	the
public	NN	public
,	,	,
and	CC	and
it	PP	it
also	RB	also
allowed	VBD	allow
us	PP	us
to	TO	to
build	VB	build
the	DT	the
new	JJ	new
Media	NP	Media
Lab	NP	Lab
,	,	,
which	WDT	which
if	IN	if
you	PP	you
haven	NN	haven
'	POS	'
t	NN	t
been	VBN	be
to	TO	to
,	,	,
visit	VB	visit
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	NN	S
a	DT	a
beautiful	JJ	beautiful
piece	NN	piece
of	IN	of
architecture	NN	architecture
aside	RB	aside
from	IN	from
being	VBG	be
a	DT	a
wonderful	JJ	wonderful
place	NN	place
to	TO	to
work	VB	work
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
the	DT	the
things	NNS	thing
we	PP	we
were	VBD	be
saying	VBG	say
in	IN	in
those	DT	those
TEDs	VBZ	ted
.	SENT	.
[	SYM	[
Today	NN	today
,	,	,
multimedia	NN	multimedia
is	VBZ	be
a	DT	a
desktop	NN	desktop
or	CC	or
living	VBG	live
room	NN	room
experience	NN	experience
,	,	,
because	IN	because
the	DT	the
apparatus	NN	apparatus
is	VBZ	be
so	RB	so
clunky	NN	clunky
.	SENT	.
This	DT	this
will	MD	will
change	VB	change
dramatically	RB	dramatically
with	IN	with
small	JJ	small
,	,	,
bright	JJ	bright
,	,	,
thin	JJ	thin
,	,	,
high-resolution	NN	high-resolution
displays	NNS	display
.	SENT	.
—	:	-
1995	CD	@card@
]	SYM	]
We	PP	we
came	VBD	come
to	TO	to
them	PP	them
.	SENT	.
I	PP	I
looked	VBD	look
forward	RB	forward
to	TO	to
it	PP	it
every	DT	every
year	NN	year
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
party	NN	party
that	IN	that
Ricky	NP	Ricky
Wurman	NP	Wurman
never	RB	never
had	VBD	have
in	IN	in
the	DT	the
sense	NN	sense
that	IN	that
he	PP	he
invited	VBD	invite
many	JJ	many
of	IN	of
his	PP$	his
old	JJ	old
friends	NNS	friend
,	,	,
including	VBG	include
myself	PP	myself
.	SENT	.
And	CC	and
then	RB	then
something	NN	something
for	IN	for
me	PP	me
changed	VBD	change
pretty	RB	pretty
profoundly	RB	profoundly
.	SENT	.
I	PP	I
became	VBD	become
more	RBR	more
involved	VBN	involve
with	IN	with
computers	NNS	computer
and	CC	and
learning	VBG	learn
and	CC	and
influenced	VBN	influence
by	IN	by
Seymour	NP	Seymour
,	,	,
but	CC	but
particularly	RB	particularly
looking	VBG	look
at	IN	at
learning	VBG	learn
as	IN	as
something	NN	something
that	WDT	that
is	VBZ	be
best	RBS	well
approximated	VBN	approximate
by	IN	by
computer	NN	computer
programming	NN	programming
.	SENT	.
When	WRB	when
you	PP	you
write	VBP	write
a	DT	a
computer	NN	computer
program	NN	program
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
not	RB	not
just	RB	just
list	NN	list
things	NNS	thing
out	RB	out
and	CC	and
sort	RB	sort
of	IN	of
take	VB	take
an	DT	an
algorithm	NN	algorithm
and	CC	and
translate	VB	translate
it	PP	it
into	IN	into
a	DT	a
set	NN	set
of	IN	of
instructions	NNS	instruction
,	,	,
but	CC	but
when	WRB	when
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
bug	NN	bug
,	,	,
and	CC	and
all	DT	all
programs	NNS	program
have	VBP	have
bugs	NNS	bug
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
de-bug	VB	<unknown>
it	PP	it
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
go	VB	go
in	IN	in
,	,	,
change	VB	change
it	PP	it
,	,	,
and	CC	and
then	RB	then
re-execute	JJ	<unknown>
,	,	,
and	CC	and
you	PP	you
iterate	VBP	iterate
,	,	,
and	CC	and
that	IN	that
iteration	NN	iteration
is	VBZ	be
really	RB	really
a	DT	a
very	JJ	very
,	,	,
very	RB	very
good	JJ	good
approximation	NN	approximation
of	IN	of
learning	VBG	learn
.	SENT	.
So	RB	so
that	IN	that
led	VBN	lead
to	TO	to
my	PP$	my
own	JJ	own
work	NN	work
with	IN	with
Seymour	NP	Seymour
in	IN	in
places	NNS	place
like	IN	like
Cambodia	NP	Cambodia
and	CC	and
the	DT	the
starting	NN	starting
of	IN	of
One	CD	one
Laptop	NN	laptop
per	IN	per
Child	NP	Child
.	SENT	.
Enough	RB	enough
TED	VB	ted
Talks	NNS	talk
on	IN	on
One	CD	one
Laptop	NN	laptop
per	IN	per
Child	NP	Child
,	,	,
so	IN	so
I	PP	I
'	POS	'
ll	NNS	<unknown>
go	VBP	go
through	IN	through
it	PP	it
very	RB	very
fast	RB	fast
,	,	,
but	CC	but
it	PP	it
did	VBD	do
give	VB	give
us	PP	us
the	DT	the
chance	NN	chance
to	TO	to
do	VB	do
something	NN	something
at	IN	at
a	DT	a
relatively	RB	relatively
large	JJ	large
scale	NN	scale
in	IN	in
the	DT	the
area	NN	area
of	IN	of
learning	NN	learning
,	,	,
development	NN	development
and	CC	and
computing	NN	computing
.	SENT	.
Very	RB	very
few	JJ	few
people	NNS	people
know	VBP	know
that	IN	that
One	CD	one
Laptop	NN	laptop
per	IN	per
Child	NP	Child
was	VBD	be
a	DT	a
$1	JJ	<unknown>
billion	NN	billion
project	NN	project
,	,	,
and	CC	and
it	PP	it
was	VBD	be
,	,	,
at	IN	at
least	JJS	least
over	IN	over
the	DT	the
seven	CD	seven
years	NNS	year
I	PP	I
ran	VBD	run
it	PP	it
,	,	,
but	CC	but
even	RB	even
more	RBR	more
important	JJ	important
,	,	,
the	DT	the
World	NP	World
Bank	NP	Bank
contributed	VBD	contribute
zero	CD	zero
,	,	,
USAID	NP	<unknown>
zero	CD	zero
.	SENT	.
It	PP	it
was	VBD	be
mostly	RB	mostly
the	DT	the
countries	NNS	country
using	VBG	use
their	PP$	their
own	JJ	own
treasuries	NNS	treasury
,	,	,
which	WDT	which
is	VBZ	be
very	RB	very
interesting	JJ	interesting
,	,	,
at	IN	at
least	JJS	least
to	TO	to
me	PP	me
it	PP	it
was	VBD	be
very	RB	very
interesting	JJ	interesting
in	IN	in
terms	NNS	term
of	IN	of
what	WP	what
I	PP	I
plan	VBP	plan
to	TO	to
do	VB	do
next	JJ	next
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
the	DT	the
various	JJ	various
places	NNS	place
it	PP	it
happened	VBD	happen
.	SENT	.
I	PP	I
then	RB	then
tried	VBD	try
an	DT	an
experiment	NN	experiment
,	,	,
and	CC	and
the	DT	the
experiment	NN	experiment
happened	VBN	happen
in	IN	in
Ethiopia	NP	Ethiopia
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
experiment	NN	experiment
.	SENT	.
The	DT	the
experiment	NN	experiment
is	VBZ	be
,	,	,
can	MD	can
learning	NN	learning
happen	VB	happen
where	WRB	where
there	EX	there
are	VBP	be
no	DT	no
schools	NNS	school
.	SENT	.
And	CC	and
we	PP	we
dropped	VBD	drop
off	RP	off
tablets	NNS	tablet
with	IN	with
no	DT	no
instructions	NNS	instruction
and	CC	and
let	VB	let
the	DT	the
children	NNS	child
figure	VBP	figure
it	PP	it
out	RP	out
.	SENT	.
And	CC	and
in	IN	in
a	DT	a
short	JJ	short
period	NN	period
of	IN	of
time	NN	time
,	,	,
they	PP	they
not	RB	not
only	RB	only
turned	VBD	turn
them	PP	them
on	RP	on
and	CC	and
were	VBD	be
using	VBG	use
50	CD	@card@
apps	NNS	<unknown>
per	IN	per
child	NN	child
within	IN	within
five	CD	five
days	NNS	day
,	,	,
they	PP	they
were	VBD	be
singing	VBG	sing
"	``	"
ABC	NP	ABC
"	''	"
songs	NNS	song
within	IN	within
two	CD	two
weeks	NNS	week
,	,	,
but	CC	but
they	PP	they
hacked	VBD	hack
Android	JJ	android
within	IN	within
six	CD	six
months	NNS	month
.	SENT	.
And	CC	and
so	RB	so
that	WDT	that
seemed	VBD	seem
sufficiently	RB	sufficiently
interesting	JJ	interesting
.	SENT	.
This	DT	this
is	VBZ	be
perhaps	RB	perhaps
the	DT	the
best	JJS	good
picture	NN	picture
I	PP	I
have	VBP	have
.	SENT	.
The	DT	the
kid	NN	kid
on	IN	on
your	PP$	your
right	NN	right
has	VBZ	have
sort	NN	sort
of	IN	of
nominated	VBN	nominate
himself	PP	himself
as	IN	as
teacher	NN	teacher
.	SENT	.
Look	VB	look
at	IN	at
the	DT	the
kid	NN	kid
on	IN	on
the	DT	the
left	NN	left
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
There	EX	there
are	VBP	be
no	DT	no
adults	NNS	adult
involved	VBN	involve
in	IN	in
this	DT	this
at	IN	at
all	DT	all
.	SENT	.
So	RB	so
I	PP	I
said	VBD	say
,	,	,
well	RB	well
can	MD	can
we	PP	we
do	VB	do
this	DT	this
at	IN	at
a	DT	a
larger	JJR	large
scale	NN	scale
?	SENT	?
And	CC	and
what	WP	what
is	VBZ	be
it	PP	it
that	IN	that
'	POS	'
s	NNS	<unknown>
missing	VBG	miss
?	SENT	?
The	DT	the
kids	NNS	kid
are	VBP	be
giving	VBG	give
a	DT	a
press	NN	press
conference	NN	conference
at	IN	at
this	DT	this
point	NN	point
,	,	,
and	CC	and
sort	NN	sort
of	IN	of
writing	VBG	write
in	IN	in
the	DT	the
dirt	NN	dirt
.	SENT	.
And	CC	and
the	DT	the
answer	NN	answer
is	VBZ	be
,	,	,
what	WP	what
is	VBZ	be
missing	VBG	miss
?	SENT	?
And	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
skip	VB	skip
over	RP	over
my	PP$	my
prediction	NN	prediction
,	,	,
actually	RB	actually
,	,	,
because	IN	because
I	PP	I
'	POS	'
m	NN	m
running	VBG	run
out	RP	out
of	IN	of
time	NN	time
,	,	,
and	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
question	NN	question
,	,	,
is	VBZ	be
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
?	SENT	?
I	PP	I
think	VBP	think
the	DT	the
challenge	NN	challenge
is	VBZ	be
to	TO	to
connect	VB	connect
the	DT	the
last	JJ	last
billion	NN	billion
people	NNS	people
,	,	,
and	CC	and
connecting	VBG	connect
the	DT	the
last	JJ	last
billion	NN	billion
is	VBZ	be
very	RB	very
different	JJ	different
than	IN	than
connecting	VBG	connect
the	DT	the
next	JJ	next
billion	NNS	billion
,	,	,
and	CC	and
the	DT	the
reason	NN	reason
it	PP	it
'	POS	'
s	NN	S
different	JJ	different
is	VBZ	be
that	IN	that
the	DT	the
next	JJ	next
billion	NNS	billion
are	VBP	be
sort	NN	sort
of	IN	of
low-hanging	JJ	low-hanging
fruit	NN	fruit
,	,	,
but	CC	but
the	DT	the
last	JJ	last
billion	NNS	billion
are	VBP	be
rural	JJ	rural
.	SENT	.
Being	VBG	be
rural	JJ	rural
and	CC	and
being	VBG	be
poor	JJ	poor
are	VBP	be
very	RB	very
different	JJ	different
.	SENT	.
Poverty	NN	poverty
tends	VBZ	tend
to	TO	to
be	VB	be
created	VBN	create
by	IN	by
our	PP$	our
society	NN	society
,	,	,
and	CC	and
the	DT	the
people	NNS	people
in	IN	in
that	DT	that
community	NN	community
are	VBP	be
not	RB	not
poor	JJ	poor
in	IN	in
the	DT	the
same	JJ	same
way	NN	way
at	IN	at
all	DT	all
.	SENT	.
They	PP	they
may	MD	may
be	VB	be
primitive	JJ	primitive
,	,	,
but	CC	but
the	DT	the
way	NN	way
to	TO	to
approach	VB	approach
it	PP	it
and	CC	and
to	TO	to
connect	VB	connect
them	PP	them
,	,	,
the	DT	the
history	NN	history
of	IN	of
One	CD	one
Laptop	NN	laptop
per	IN	per
Child	NN	child
,	,	,
and	CC	and
the	DT	the
experiment	NN	experiment
in	IN	in
Ethiopia	NP	Ethiopia
,	,	,
lead	VB	lead
me	PP	me
to	TO	to
believe	VB	believe
that	IN	that
we	PP	we
can	MD	can
in	IN	in
fact	NN	fact
do	VBP	do
this	DT	this
in	IN	in
a	DT	a
very	RB	very
short	JJ	short
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
And	CC	and
so	IN	so
my	PP$	my
plan	NN	plan
,	,	,
and	CC	and
unfortunately	RB	unfortunately
I	PP	I
haven	NN	haven
'	POS	'
t	NN	t
been	VBN	be
able	JJ	able
to	TO	to
get	VB	get
my	PP$	my
partners	NNS	partner
at	IN	at
this	DT	this
point	NN	point
to	TO	to
let	VB	let
me	PP	me
announce	VB	announce
them	PP	them
,	,	,
but	CC	but
is	VBZ	be
to	TO	to
do	VB	do
this	DT	this
with	IN	with
a	DT	a
stationary	JJ	stationary
satellite	NN	satellite
.	SENT	.
There	EX	there
are	VBP	be
many	JJ	many
reasons	NNS	reason
that	IN	that
stationary	JJ	stationary
satellites	NNS	satellite
aren	NNS	<unknown>
'	POS	'
t	NN	t
the	DT	the
best	JJS	good
things	NNS	thing
,	,	,
but	CC	but
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
reasons	NNS	reason
why	WRB	why
they	PP	they
are	VBP	be
,	,	,
and	CC	and
for	IN	for
two	CD	two
billion	NN	billion
dollars	NNS	dollar
,	,	,
you	PP	you
can	MD	can
connect	VB	connect
a	DT	a
lot	NN	lot
more	JJR	more
than	IN	than
100	CD	@card@
million	CD	million
people	NNS	people
,	,	,
but	CC	but
the	DT	the
reason	NN	reason
I	PP	I
picked	VBD	pick
two	CD	two
,	,	,
and	CC	and
I	PP	I
will	MD	will
leave	VB	leave
this	DT	this
as	IN	as
my	PP$	my
last	JJ	last
slide	NN	slide
,	,	,
is	VBZ	be
two	CD	two
billion	NN	billion
dollars	NNS	dollar
is	VBZ	be
what	WP	what
we	PP	we
were	VBD	be
spending	VBG	spend
in	IN	in
Afghanistan	NP	Afghanistan
every	DT	every
week	NN	week
.	SENT	.
So	RB	so
surely	RB	surely
if	IN	if
we	PP	we
can	MD	can
connect	VB	connect
Africa	NP	Africa
and	CC	and
the	DT	the
last	JJ	last
billion	NN	billion
people	NNS	people
for	IN	for
numbers	NNS	number
like	IN	like
that	DT	that
,	,	,
we	PP	we
should	MD	should
be	VB	be
doing	VBG	do
it	PP	it
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Stay	VB	stay
up	RP	up
there	RB	there
.	SENT	.
Stay	VB	stay
up	RB	up
there	RB	there
.	SENT	.
NN	NP	NN
:	:	:
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
give	VB	give
me	PP	me
extra	JJ	extra
time	NN	time
?	SENT	?
CA	MD	ca
:	:	:
No	UH	no
.	SENT	.
That	DT	that
was	VBD	be
wickedly	RB	wickedly
clever	JJ	clever
,	,	,
wickedly	RB	wickedly
clever	JJ	clever
.	SENT	.
You	PP	you
gamed	VBD	game
it	PP	it
beautifully	RB	beautifully
.	SENT	.
Nicholas	NP	Nicholas
,	,	,
what	WP	what
is	VBZ	be
your	PP$	your
prediction	NN	prediction
?	SENT	?
NN	NP	NN
:	:	:
Thank	VB	thank
you	PP	you
for	IN	for
asking	VBG	ask
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
tell	VB	tell
you	PP	you
what	WP	what
my	PP$	my
prediction	NN	prediction
is	VBZ	be
,	,	,
and	CC	and
my	PP$	my
prediction	NN	prediction
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
prediction	NN	prediction
,	,	,
because	IN	because
it	PP	it
'	''	'
ll	NN	ll
be	VB	be
30	CD	@card@
years	NNS	year
.	SENT	.
I	PP	I
won	VBD	win
'	''	'
t	NN	t
be	VB	be
here	RB	here
.	SENT	.
But	CC	but
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
about	IN	about
learning	VBG	learn
how	WRB	how
to	TO	to
read	VB	read
,	,	,
we	PP	we
have	VBP	have
been	VBN	be
doing	VBG	do
a	DT	a
lot	NN	lot
of	IN	of
consuming	NN	consuming
of	IN	of
information	NN	information
going	VBG	go
through	IN	through
our	PP$	our
eyes	NNS	eye
,	,	,
and	CC	and
so	RB	so
that	WDT	that
may	MD	may
be	VB	be
a	DT	a
very	RB	very
inefficient	JJ	inefficient
channel	NN	channel
.	SENT	.
So	IN	so
my	PP$	my
prediction	NN	prediction
is	VBZ	be
that	IN	that
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
ingest	VB	ingest
information	NN	information
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
swallow	VB	swallow
a	DT	a
pill	NN	pill
and	CC	and
know	VB	know
English	JJ	English
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
swallow	VB	swallow
a	DT	a
pill	NN	pill
and	CC	and
know	VB	know
Shakespeare	NN	Shakespeare
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
to	TO	to
do	VB	do
it	PP	it
is	VBZ	be
through	IN	through
the	DT	the
bloodstream	NN	bloodstream
.	SENT	.
So	RB	so
once	IN	once
it	PP	it
'	POS	'
s	NN	S
in	IN	in
your	PP$	your
bloodstream	NN	bloodstream
,	,	,
it	PP	it
basically	RB	basically
goes	VBZ	go
through	IN	through
it	PP	it
and	CC	and
gets	VBZ	get
into	IN	into
the	DT	the
brain	NN	brain
,	,	,
and	CC	and
when	WRB	when
it	PP	it
knows	VBZ	know
that	IN	that
it	PP	it
'	POS	'
s	NN	S
in	IN	in
the	DT	the
brain	NN	brain
in	IN	in
the	DT	the
different	JJ	different
pieces	NNS	piece
,	,	,
it	PP	it
deposits	VBZ	deposit
it	PP	it
in	IN	in
the	DT	the
right	JJ	right
places	NNS	place
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
ingesting	VBG	ingest
.	SENT	.
CA	MD	ca
:	:	:
Have	VBP	have
you	PP	you
been	VBN	be
hanging	VBG	hang
out	RP	out
with	IN	with
Ray	NP	Ray
Kurzweil	NP	Kurzweil
by	IN	by
any	DT	any
chance	NN	chance
?	SENT	?
NN	NP	NN
:	:	:
No	UH	no
,	,	,
but	CC	but
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
hanging	VBG	hang
around	RP	around
with	IN	with
Ed	NP	Ed
Boyden	NP	Boyden
and	CC	and
hanging	VBG	hang
around	RP	around
with	IN	with
one	CD	one
of	IN	of
the	DT	the
speakers	NNS	speaker
who	WP	who
is	VBZ	be
here	RB	here
,	,	,
Hugh	NP	Hugh
Herr	NP	Herr
,	,	,
and	CC	and
there	EX	there
are	VBP	be
a	DT	a
number	NN	number
of	IN	of
people	NNS	people
.	SENT	.
This	DT	this
isn	NN	isn
'	POS	'
t	NN	t
quite	RB	quite
as	RB	as
far-fetched	JJ	far-fetched
,	,	,
so	RB	so
30	CD	@card@
years	NNS	year
from	IN	from
now	RB	now
.	SENT	.
CA	MD	ca
:	:	:
We	PP	we
will	MD	will
check	VB	check
it	PP	it
out	RP	out
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
back	RB	back
and	CC	and
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
play	VB	play
this	DT	this
clip	NN	clip
30	CD	@card@
years	NNS	year
from	IN	from
now	RB	now
