Hi	NP	Hi
might	MD	might
not	RB	not
know	VB	know
is	VBZ	be
that	IN	that
women	NNS	woman
'	POS	'
s	NN	S
attractiveness	NN	attractiveness
does	VBZ	do
change	NN	change
over	IN	over
the	DT	the
cycle	NN	cycle
.	SENT	.
My	PP$	my
lab	NN	lab
,	,	,
and	CC	and
others	NNS	other
,	,	,
have	VBP	have
shown	VBN	show
that	IN	that
women	NNS	woman
'	POS	'
s	NN	S
faces	VBZ	face
,	,	,
voices	NNS	voice
,	,	,
even	RB	even
odors	NNS	odor
,	,	,
are	VBP	be
more	RBR	more
attractive	JJ	attractive
to	TO	to
men	NNS	man
during	IN	during
the	DT	the
fertile	JJ	fertile
part	NN	part
of	IN	of
the	DT	the
cycle	NN	cycle
.	SENT	.
But	CC	but
these	DT	these
changes	NNS	change
are	VBP	be
extremely	RB	extremely
subtle	JJ	subtle
.	SENT	.
And	CC	and
compared	VBN	compare
to	TO	to
other	JJ	other
primates	NNS	primate
,	,	,
the	DT	the
evidence	NN	evidence
indicates	VBZ	indicate
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
evolved	VBD	evolve
to	TO	to
suppress	VB	suppress
cues	NNS	cue
to	TO	to
ovulation	NN	ovulation
.	SENT	.
That	DT	that
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
ovulation	NN	ovulation
is	VBZ	be
concealed	VBN	conceal
in	IN	in
humans	NNS	human
.	SENT	.
But	CC	but
think	VBP	think
about	RB	about
what	WP	what
impact	NN	impact
this	DT	this
would	MD	would
have	VB	have
.	SENT	.
This	DT	this
would	MD	would
mean	VB	mean
that	IN	that
dominant	JJ	dominant
males	NNS	male
would	MD	would
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
monopolize	VB	monopolize
copulations	NNS	copulation
near	IN	near
ovulation	NN	ovulation
.	SENT	.
It	PP	it
would	MD	would
protect	VB	protect
the	DT	the
pair	NN	pair
bond	NN	bond
from	IN	from
invasion	NN	invasion
by	IN	by
a	DT	a
dominant	JJ	dominant
male	NN	male
.	SENT	.
So	RB	so
that	IN	that
a	DT	a
male	NN	male
in	IN	in
a	DT	a
pair	NN	pair
would	MD	would
have	VB	have
more	JJR	more
confidence	NN	confidence
that	IN	that
he	PP	he
was	VBD	be
the	DT	the
father	NN	father
of	IN	of
the	DT	the
offspring	NN	offspring
.	SENT	.
The	DT	the
couple	NN	couple
is	VBZ	be
having	VBG	have
sex	NN	sex
throughout	IN	throughout
the	DT	the
cycle	NN	cycle
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
unique	JJ	unique
to	TO	to
human	JJ	human
mating	NN	mating
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
see	VB	see
it	PP	it
in	IN	in
many	JJ	many
other	JJ	other
primates	NNS	primate
.	SENT	.
We	PP	we
have	VBP	have
sex	NN	sex
throughout	IN	throughout
the	DT	the
cycle	NN	cycle
.	SENT	.
And	CC	and
so	RB	so
this	DT	this
would	MD	would
essentially	RB	essentially
increase	VB	increase
a	DT	a
male	NN	male
'	POS	'
s	JJ	<unknown>
confidence	NN	confidence
in	IN	in
paternity	NN	paternity
,	,	,
because	IN	because
a	DT	a
dominant	JJ	dominant
or	CC	or
some	DT	some
other	JJ	other
male	JJ	male
wouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
able	JJ	able
to	TO	to
target	VB	target
the	DT	the
female	NN	female
and	CC	and
bully	VB	bully
their	PP$	their
way	NN	way
in	IN	in
at	IN	at
the	DT	the
fertile	JJ	fertile
point	NN	point
in	IN	in
the	DT	the
cycle	NN	cycle
.	SENT	.
And	CC	and
this	DT	this
would	MD	would
have	VB	have
important	JJ	important
implications	NNS	implication
for	IN	for
parental	JJ	parental
investment	NN	investment
,	,	,
in	IN	in
particular	JJ	particular
,	,	,
males	NNS	male
providing	VBG	provide
resources	NNS	resource
for	IN	for
their	PP$	their
offspring	NN	offspring
.	SENT	.
Because	IN	because
across	IN	across
species	NN	species
,	,	,
when	WRB	when
males	NNS	male
provide	VBP	provide
resources	NNS	resource
for	IN	for
offspring	NN	offspring
,	,	,
they	PP	they
target	VBP	target
those	DT	those
resources	NNS	resource
toward	IN	toward
their	PP$	their
own	JJ	own
biological	JJ	biological
offspring	NNS	offspring
,	,	,
and	CC	and
they	PP	they
avoid	VBP	avoid
investing	VBG	invest
in	IN	in
the	DT	the
offspring	NN	offspring
of	IN	of
unrelated	JJ	unrelated
males	NNS	male
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
evolution	NN	evolution
of	IN	of
male	JJ	male
care	NN	care
for	IN	for
offspring	NNS	offspring
and	CC	and
investing	VBG	invest
in	IN	in
resources	NNS	resource
and	CC	and
offspring	NNS	offspring
,	,	,
pair	VB	pair
bonding	VBG	bond
,	,	,
and	CC	and
concealed	VBN	conceal
ovulation	NN	ovulation
,	,	,
went	VBD	go
very	RB	very
much	JJ	much
hand-in-hand	NN	hand-in-hand
over	IN	over
our	PP$	our
evolution	NN	evolution
.	SENT	.
We	PP	we
have	VBP	have
also	RB	also
evolved	VBN	evolve
a	DT	a
specialized	JJ	specialized
psychology	NN	psychology
for	IN	for
forming	VBG	form
long-term	JJ	long-term
romantic	JJ	romantic
relationships	NNS	relationship
with	IN	with
the	DT	the
possibility	NN	possibility
of	IN	of
investing	VBG	invest
in	IN	in
offspring	NNS	offspring
together	RB	together
.	SENT	.
We	PP	we
fall	VBP	fall
in	IN	in
love	NN	love
.	SENT	.
All	DT	all
around	IN	around
the	DT	the
world	NN	world
,	,	,
people	NNS	people
prefer	VBP	prefer
mates	NNS	mate
who	WP	who
are	VBP	be
kind	JJ	kind
and	CC	and
generous	JJ	generous
and	CC	and
capable	JJ	capable
and	CC	and
willing	JJ	willing
to	TO	to
care	VB	care
for	IN	for
mates	NNS	mate
and	CC	and
offspring	NNS	offspring
.	SENT	.
In	IN	in
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
cross-cultural	JJ	cross-cultural
studies	NNS	study
of	IN	of
human	JJ	human
mate	NN	mate
preferences	NNS	preference
ever	RB	ever
conducted	VBN	conduct
,	,	,
covering	VBG	cover
33	CD	@card@
countries	NNS	country
shown	VBN	show
in	IN	in
red	NN	red
here	RB	here
,	,	,
the	DT	the
single	JJ	single
most	RBS	most
important	JJ	important
mate	NN	mate
choice	NN	choice
criterion	NN	criterion
to	TO	to
both	DT	both
men	NNS	man
and	CC	and
women	NNS	woman
,	,	,
was	VBD	be
mutual	JJ	mutual
love	NN	love
and	CC	and
attraction	NN	attraction
.	SENT	.
But	CC	but
as	IN	as
you	PP	you
also	RB	also
know	VBP	know
,	,	,
people	NNS	people
are	VBP	be
not	RB	not
always	RB	always
perfectly	RB	perfectly
faithful	JJ	faithful
to	TO	to
their	PP$	their
mates	NNS	mate
.	SENT	.
And	CC	and
in	IN	in
particular	JJ	particular
,	,	,
women	NNS	woman
sometimes	RB	sometimes
face	VBP	face
a	DT	a
tradeoff	NN	tradeoff
between	IN	between
good	JJ	good
genes	NNS	gene
and	CC	and
investment	NN	investment
.	SENT	.
Women	NNS	woman
sometimes	RB	sometimes
find	VBP	find
themselves	PP	themselves
in	IN	in
relationships	NNS	relationship
with	IN	with
men	NNS	man
who	WP	who
may	MD	may
be	VB	be
caring	VBG	care
providers	NNS	provider
,	,	,
but	CC	but
may	MD	may
not	RB	not
possess	VB	possess
the	DT	the
best	JJS	good
quality	NN	quality
genes	NNS	gene
for	IN	for
offspring	NNS	offspring
making	VBG	make
them	PP	them
strong	JJ	strong
and	CC	and
healthy	JJ	healthy
.	SENT	.
And	CC	and
several	JJ	several
features	NNS	feature
of	IN	of
women	NNS	woman
'	POS	'
s	NN	S
mating	NN	mating
psychology	NN	psychology
seem	VBP	seem
to	TO	to
have	VB	have
evolved	VBN	evolve
,	,	,
in	IN	in
part	NN	part
,	,	,
to	TO	to
resolve	VB	resolve
this	DT	this
trade	NN	trade
off	RB	off
.	SENT	.
And	CC	and
I	PP	I
mean	VBP	mean
,	,	,
recruiting	VBG	recruit
genes	NNS	gene
,	,	,
if	IN	if
you	PP	you
will	MD	will
,	,	,
from	IN	from
outside	NN	outside
of	IN	of
the	DT	the
long-term	JJ	long-term
relationship	NN	relationship
.	SENT	.
For	IN	for
example	NN	example
,	,	,
women	NNS	woman
have	VBP	have
more	JJR	more
sexual	JJ	sexual
fantasies	NNS	fantasy
about	IN	about
men	NNS	man
other	JJ	other
than	IN	than
their	PP$	their
long-term	JJ	long-term
partner	NN	partner
,	,	,
during	IN	during
the	DT	the
fertile	JJ	fertile
part	NN	part
of	IN	of
the	DT	the
cycle	NN	cycle
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
particularly	RB	particularly
true	JJ	true
if	IN	if
the	DT	the
long-term	JJ	long-term
partner	NN	partner
has	VBZ	have
physical	JJ	physical
signs	NNS	sign
of	IN	of
being	VBG	be
lower	JJR	low
in	IN	in
genetic	JJ	genetic
quality	NN	quality
,	,	,
like	IN	like
he	PP	he
'	POS	'
s	NNS	<unknown>
less	RBR	less
physically	RB	physically
attractive	JJ	attractive
.	SENT	.
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	NNS	<unknown>
interesting	JJ	interesting
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
it	PP	it
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
do	VBP	do
too	RB	too
.	SENT	.
And	CC	and
women	NNS	woman
'	POS	'
s	NN	S
mate	NN	mate
preferences	NNS	preference
similarly	RB	similarly
change	VBP	change
over	IN	over
the	DT	the
cycle	NN	cycle
so	IN	so
that	WDT	that
they	PP	they
prefer	VBP	prefer
more	RBR	more
dominant	JJ	dominant
,	,	,
more	RBR	more
masculine	JJ	masculine
males	NNS	male
during	IN	during
the	DT	the
fertile	JJ	fertile
part	NN	part
of	IN	of
the	DT	the
cycle	NN	cycle
.	SENT	.
These	DT	these
are	VBP	be
results	NNS	result
of	IN	of
a	DT	a
study	NN	study
that	IN	that
I	PP	I
conducted	VBD	conduct
on	IN	on
women	NNS	woman
'	POS	'
s	NN	S
preferences	NNS	preference
for	IN	for
men	NNS	man
'	POS	'
s	NN	S
voices	NNS	voice
.	SENT	.
And	CC	and
I	PP	I
used	VBD	use
computer	NN	computer
software	NN	software
to	TO	to
manipulate	VB	manipulate
recordings	NNS	recording
of	IN	of
men	NNS	man
'	POS	'
s	NN	S
voices	NNS	voice
to	TO	to
make	VB	make
them	PP	them
sound	VB	sound
either	RB	either
more	RBR	more
masculine	JJ	masculine
or	CC	or
more	RBR	more
dominant	JJ	dominant
,	,	,
or	CC	or
more	RBR	more
subordinate	JJ	subordinate
,	,	,
more	RBR	more
feminine	JJ	feminine
.	SENT	.
And	CC	and
I	PP	I
had	VBD	have
women	NNS	woman
rate	VBP	rate
them	PP	them
on	IN	on
how	WRB	how
attractive	JJ	attractive
would	MD	would
this	DT	this
man	NN	man
be	VB	be
for	IN	for
a	DT	a
short-term	JJ	short-term
,	,	,
purely	RB	purely
sexual	JJ	sexual
relationship	NN	relationship
,	,	,
and	CC	and
for	IN	for
a	DT	a
long-term	JJ	long-term
committed	JJ	committed
relationship	NN	relationship
?	SENT	?
And	CC	and
I	PP	I
also	RB	also
got	VBD	get
information	NN	information
about	IN	about
where	WRB	where
women	NNS	woman
were	VBD	be
in	IN	in
their	PP$	their
cycles	NNS	cycle
.	SENT	.
Were	VBD	be
they	PP	they
in	IN	in
the	DT	the
fertile	JJ	fertile
or	CC	or
non-fertile	JJ	non-fertile
part	NN	part
of	IN	of
the	DT	the
cycle	NN	cycle
?	SENT	?
These	DT	these
were	VBD	be
all	DT	all
women	NNS	woman
not	RB	not
taking	VBG	take
hormonal	JJ	hormonal
contraception	NN	contraception
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
found	VBD	find
was	VBD	be
that	IN	that
women	NNS	woman
preferred	VBD	prefer
a	DT	a
more	RBR	more
masculine	JJ	masculine
,	,	,
dominant-sounding	JJ	dominant-sounding
voice	NN	voice
,	,	,
specifically	RB	specifically
in	IN	in
the	DT	the
fertile	JJ	fertile
point	NN	point
of	IN	of
the	DT	the
cycle	NN	cycle
,	,	,
and	CC	and
only	RB	only
for	IN	for
a	DT	a
sexual	JJ	sexual
relationship	NN	relationship
versus	IN	versus
a	DT	a
long-term	JJ	long-term
committed	JJ	committed
relationship	NN	relationship
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
sounds	NNS	sound
like	IN	like
science	NN	science
fiction	NN	fiction
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
science	NN	science
,	,	,
fact	NN	fact
.	SENT	.
Because	IN	because
this	DT	this
result	NN	result
has	VBZ	have
been	VBN	be
shown	VBN	show
lots	NNS	lot
of	IN	of
times	NNS	time
across	IN	across
a	DT	a
variety	NN	variety
of	IN	of
domains	NNS	domain
from	IN	from
women	NNS	woman
'	POS	'
s	NN	S
preferences	NNS	preference
for	IN	for
men	NNS	man
'	POS	'
s	NN	S
voices	NNS	voice
,	,	,
that	IN	that
this	DT	this
result	NN	result
was	VBD	be
replicated	VBN	replicate
by	IN	by
another	DT	another
lab	NN	lab
.	SENT	.
Women	NP	Women
'	POS	'
s	JJ	<unknown>
preferences	NNS	preference
for	IN	for
men	NNS	man
'	POS	'
s	NN	S
faces	VBZ	face
,	,	,
bodies	NNS	body
,	,	,
odors	NNS	odor
,	,	,
and	CC	and
even	RB	even
behavior	NN	behavior
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
said	VBD	say
that	IN	that
we	PP	we
would	MD	would
get	VB	get
to	TO	to
orgasm	NN	orgasm
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
there	RB	there
.	SENT	.
I	PP	I
just	RB	just
want	VBP	want
to	TO	to
start	VB	start
by	IN	by
saying	VBG	say
I	PP	I
'	POS	'
m	NN	m
for	IN	for
it	PP	it
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
pro-orgasm	NN	pro-orgasm
.	SENT	.
I	PP	I
think	VBP	think
more	JJR	more
people	NNS	people
should	MD	should
have	VB	have
more	JJR	more
orgasms	NNS	orgasm
.	SENT	.
But	CC	but
from	IN	from
a	DT	a
scientific	JJ	scientific
perspective	NN	perspective
,	,	,
women	NNS	woman
'	POS	'
s	NN	S
orgasm	NN	orgasm
is	VBZ	be
especially	RB	especially
fascinating	JJ	fascinating
because	IN	because
there	EX	there
'	''	'
s	NN	S
evidence	NN	evidence
indicating	VBG	indicate
that	IN	that
it	PP	it
increases	VBZ	increase
the	DT	the
probability	NN	probability
that	IN	that
conception	NN	conception
will	MD	will
result	VB	result
from	IN	from
an	DT	an
act	NN	act
of	IN	of
sex	NN	sex
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
evidence	NN	evidence
that	IN	that
it	PP	it
brings	VBZ	bring
sperm	NN	sperm
up	RB	up
through	IN	through
the	DT	the
female	JJ	female
reproductive	JJ	reproductive
tract	NN	tract
and	CC	and
toward	IN	toward
the	DT	the
egg	NN	egg
.	SENT	.
And	CC	and
think	VBP	think
about	RB	about
what	WP	what
the	DT	the
implications	NNS	implication
here	RB	here
could	MD	could
be	VB	be
.	SENT	.
If	IN	if
women	NNS	woman
were	VBD	be
more	RBR	more
likely	JJ	likely
to	TO	to
have	VB	have
orgasms	NNS	orgasm
with	IN	with
some	DT	some
men	NNS	man
than	IN	than
others	NNS	other
,	,	,
then	RB	then
this	DT	this
could	MD	could
be	VB	be
a	DT	a
mechanism	NN	mechanism
by	IN	by
which	WDT	which
they	PP	they
choose	VBP	choose
,	,	,
not	RB	not
consciously	RB	consciously
,	,	,
to	TO	to
be	VB	be
fertilized	VBN	fertilize
by	IN	by
some	DT	some
males	NNS	male
and	CC	and
not	RB	not
others	NNS	other
.	SENT	.
And	CC	and
wouldn	NP	<unknown>
'	POS	'
t	NN	t
you	PP	you
predict	VBP	predict
that	IN	that
women	NNS	woman
would	MD	would
be	VB	be
more	RBR	more
likely	JJ	likely
to	TO	to
have	VB	have
orgasms	NNS	orgasm
with	IN	with
males	NNS	male
of	IN	of
high	JJ	high
genetic	JJ	genetic
quality	NN	quality
?	SENT	?
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
a	DT	a
study	NN	study
by	IN	by
my	PP$	my
lab	NN	lab
published	VBN	publish
just	RB	just
a	DT	a
couple	NN	couple
of	IN	of
years	NNS	year
ago	RB	ago
found	VBD	find
that	IN	that
women	NNS	woman
reported	VBD	report
more	JJR	more
orgasms	NNS	orgasm
,	,	,
earlier	RBR	earlier
timed	VBN	time
orgasms	NNS	orgasm
,	,	,
that	WDT	that
is	VBZ	be
,	,	,
they	PP	they
were	VBD	be
easier	JJR	easy
to	TO	to
achieve	VB	achieve
,	,	,
they	PP	they
achieved	VBD	achieve
them	PP	them
more	RBR	more
quickly	RB	quickly
,	,	,
when	WRB	when
they	PP	they
were	VBD	be
having	VBG	have
sex	NN	sex
when	WRB	when
their	PP$	their
mate	NN	mate
was	VBD	be
more	RBR	more
masculine	JJ	masculine
and	CC	and
more	RBR	more
dominant	JJ	dominant
,	,	,
and	CC	and
what	WP	what
'	POS	'
s	NN	S
interesting	JJ	interesting
is	VBZ	be
that	IN	that
this	DT	this
was	VBD	be
true	JJ	true
only	RB	only
for	IN	for
their	PP$	their
orgasms	NNS	orgasm
from	IN	from
sexual	JJ	sexual
intercourse	NN	intercourse
,	,	,
but	CC	but
not	RB	not
from	IN	from
other	JJ	other
partnered	VBN	partner
sexual	JJ	sexual
behaviors	NNS	behavior
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
let	VBP	let
you	PP	you
use	VB	use
your	PP$	your
imagination	NN	imagination
what	WDT	what
those	DT	those
might	MD	might
be	VB	be
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	JJ	<unknown>
seen	VBN	see
that	IN	that
thinking	VBG	think
like	IN	like
an	DT	an
evolutionist	NN	evolutionist
can	MD	can
enable	VB	enable
us	PP	us
to	TO	to
predict	VB	predict
things	NNS	thing
about	IN	about
ourselves	PP	ourselves
that	IN	that
we	PP	we
did	VBD	do
not	RB	not
already	RB	already
know	VB	know
,	,	,
and	CC	and
would	MD	would
not	RB	not
likely	RB	likely
have	VBP	have
guessed	VBN	guess
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
We	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
that	IN	that
women	NNS	woman
'	POS	'
s	NN	S
mate	NN	mate
preferences	NNS	preference
changed	VBN	change
over	IN	over
the	DT	the
cycle	NN	cycle
.	SENT	.
Until	IN	until
evolutionary	JJ	evolutionary
thinking	NN	thinking
led	VBD	lead
us	PP	us
to	TO	to
that	DT	that
discovery	NN	discovery
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NN	S
one	PP	one
point	VBP	point
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
make	VB	make
.	SENT	.
But	CC	but
we	PP	we
'	POS	'
ve	NN	ve
also	RB	also
seen	VBN	see
how	WRB	how
evolutionary	JJ	evolutionary
thinking	NN	thinking
can	MD	can
clarify	VB	clarify
and	CC	and
unite	VB	unite
diverse	JJ	diverse
parts	NNS	part
of	IN	of
the	DT	the
human	JJ	human
experience	NN	experience
,	,	,
and	CC	and
help	VB	help
us	PP	us
understand	VB	understand
the	DT	the
best	JJS	good
and	CC	and
the	DT	the
worst	JJS	bad
of	IN	of
ourselves	PP	ourselves
,	,	,
from	IN	from
violence	NN	violence
and	CC	and
aggression	NN	aggression
and	CC	and
infidelity	NN	infidelity
to	TO	to
men	NNS	man
'	POS	'
s	NN	S
care	NN	care
for	IN	for
their	PP$	their
children	NNS	child
,	,	,
sexual	JJ	sexual
attraction	NN	attraction
,	,	,
sexual	JJ	sexual
pleasure	NN	pleasure
,	,	,
and	CC	and
even	RB	even
the	DT	the
strength	NN	strength
and	CC	and
fragility	NN	fragility
of	IN	of
romantic	JJ	romantic
love	NN	love
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
