Cloe	NP	Cloe
fear	NN	fear
.	SENT	.
If	IN	if
they	PP	they
'	POS	'
re	NN	re
not	RB	not
necessarily	RB	necessarily
happy	JJ	happy
with	IN	with
a	DT	a
career	NN	career
choice	NN	choice
that	IN	that
you	PP	you
'	POS	'
re	NN	re
making	NN	making
,	,	,
but	CC	but
that	WDT	that
aligns	VBZ	align
with	IN	with
your	PP$	your
values	NNS	value
,	,	,
try	VBP	try
to	TO	to
address	VB	address
the	DT	the
fear	NN	fear
that	RB	that
'	POS	'
s	NNS	<unknown>
coming	VBG	come
up	RP	up
.	SENT	.
The	DT	the
fear	NN	fear
that	IN	that
they	PP	they
have	VBP	have
that	DT	that
you	PP	you
won	VBD	win
'	''	'
t	NN	t
be	VB	be
secure	VB	secure
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
not	RB	not
here	RB	here
,	,	,
that	IN	that
you	PP	you
won	VBD	win
'	''	'
t	NN	t
be	VB	be
able	JJ	able
to	TO	to
make	VB	make
enough	JJ	enough
money	NN	money
,	,	,
that	WDT	that
you	PP	you
won	VBD	win
'	''	'
t	NN	t
be	VB	be
satisfied	VBN	satisfy
for	IN	for
years	NNS	year
to	TO	to
come	VB	come
,	,	,
and	CC	and
try	VBP	try
to	TO	to
address	VB	address
those	DT	those
fears	NNS	fear
to	TO	to
communicate	VB	communicate
your	PP$	your
values	NNS	value
to	TO	to
your	PP$	your
parents	NNS	parent
.	SENT	.
CSB	NP	CSB
:	:	:
Yeah	RB	yeah
,	,	,
that	WDT	that
makes	VBZ	make
a	DT	a
lot	NN	lot
of	IN	of
sense	NN	sense
,	,	,
especially	RB	especially
with	IN	with
different	JJ	different
cultures	NNS	culture
and	CC	and
figuring	VBG	figure
all	PDT	all
that	DT	that
out	RP	out
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
another	DT	another
question	NN	question
from	IN	from
the	DT	the
audience	NN	audience
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
bring	VBP	bring
that	IN	that
one	CD	one
up	RP	up
.	SENT	.
"	``	"
How	WRB	how
do	VBP	do
you	PP	you
recommend	VBP	recommend
that	IN	that
people	NNS	people
address	VB	address
feelings	NNS	feeling
of	IN	of
guilt	NN	guilt
tied	VBN	tie
to	TO	to
someone	NN	someone
who	WP	who
is	VBZ	be
deceased	JJ	deceased
?	SENT	?
"	''	"
From	IN	from
John	NP	John
Henderson	NP	Henderson
.	SENT	.
SKK	NP	SKK
:	:	:
That	WDT	that
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
great	JJ	great
question	NN	question
.	SENT	.
You	PP	you
know	VBP	know
what	WP	what
I	PP	I
see	VBP	see
in	IN	in
the	DT	the
immigrant	NN	immigrant
community	NN	community
and	CC	and
with	IN	with
children	NNS	child
of	IN	of
immigrants	NNS	immigrant
that	WDT	that
may	MD	may
be	VB	be
really	RB	really
relevant	JJ	relevant
here	RB	here
is	VBZ	be
that	IN	that
guilt	NN	guilt
is	VBZ	be
often	RB	often
tied	VBN	tie
to	TO	to
grief	NN	grief
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
the	DT	the
guilt	NN	guilt
of	IN	of
feeling	VBG	feel
misunderstood	VBN	misunderstand
,	,	,
the	DT	the
guilt	NN	guilt
of	IN	of
feeling	VBG	feel
like	IN	like
you	PP	you
can	MD	can
'	''	'
t	NN	t
do	VBP	do
the	DT	the
things	NNS	thing
that	WDT	that
you	PP	you
want	VBP	want
,	,	,
the	DT	the
guilt	NN	guilt
of	IN	of
feeling	VBG	feel
like	IN	like
you	PP	you
'	POS	'
re	NN	re
not	RB	not
enough	RB	enough
are	VBP	be
tied	VBN	tie
to	TO	to
a	DT	a
grief	NN	grief
of	IN	of
something	NN	something
that	IN	that
you	PP	you
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
.	SENT	.
Maybe	RB	maybe
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
the	DT	the
support	NN	support
from	IN	from
your	PP$	your
parents	NNS	parent
.	SENT	.
Maybe	RB	maybe
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
the	DT	the
relationship	NN	relationship
that	IN	that
you	PP	you
really	RB	really
wanted	VBD	want
.	SENT	.
So	RB	so
to	TO	to
that	DT	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
for	IN	for
navigating	VBG	navigate
that	IN	that
,	,	,
I	PP	I
would	MD	would
say	VB	say
try	VB	try
to	TO	to
get	VB	get
really	RB	really
clear	JJ	clear
on	IN	on
what	WP	what
it	PP	it
is	VBZ	be
you	PP	you
feel	VBP	feel
guilty	RB	guilty
about	RB	about
and	CC	and
what	WP	what
it	PP	it
is	VBZ	be
that	IN	that
you	PP	you
'	''	'
re	IN	re
grieving	VBG	grieve
and	CC	and
how	WRB	how
you	PP	you
can	MD	can
separate	VB	separate
those	DT	those
two	CD	two
.	SENT	.
And	CC	and
I	PP	I
would	MD	would
really	RB	really
recommend	VB	recommend
seeking	VBG	seek
community	NN	community
and	CC	and
support	NN	support
for	IN	for
this	DT	this
and	CC	and
also	RB	also
therapy	NN	therapy
.	SENT	.
CSB	NP	CSB
:	:	:
Yeah	RB	yeah
,	,	,
absolutely	RB	absolutely
.	SENT	.
But	CC	but
we	PP	we
'	POS	'
ve	NNS	<unknown>
come	VBP	come
almost	RB	almost
to	TO	to
the	DT	the
end	NN	end
,	,	,
if	IN	if
you	PP	you
could	MD	could
just	RB	just
say	VB	say
one	CD	one
thing	NN	thing
that	IN	that
you	PP	you
think	VBP	think
would	MD	would
be	VB	be
really	RB	really
important	JJ	important
for	IN	for
people	NNS	people
to	TO	to
remember	VB	remember
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
experiencing	VBG	experience
guilt	NN	guilt
,	,	,
what	WP	what
would	MD	would
it	PP	it
be	VB	be
?	SENT	?
SKK	NP	SKK
:	:	:
You	PP	you
know	VBP	know
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
drive	VB	drive
home	RB	home
the	DT	the
same	JJ	same
point	NN	point
,	,	,
it	PP	it
is	VBZ	be
that	DT	that
guilt	NN	guilt
is	VBZ	be
a	DT	a
warning	NN	warning
sign	NN	sign
.	SENT	.
Sit	VB	sit
with	IN	with
it	PP	it
,	,	,
identify	VB	identify
your	PP$	your
values	NNS	value
and	CC	and
standards	NNS	standard
that	WDT	that
are	VBP	be
being	VBG	be
crossed	VBN	cross
when	WRB	when
you	PP	you
feel	VBP	feel
guilt	NN	guilt
,	,	,
identify	VB	identify
if	IN	if
they	PP	they
are	VBP	be
your	PP$	your
values	NNS	value
and	CC	and
standards	NNS	standard
or	CC	or
someone	NN	someone
else	RB	else
'	POS	'
s	NN	S
that	IN	that
you	PP	you
have	VBP	have
internalized	VBN	internalize
and	CC	and
then	RB	then
try	VB	try
to	TO	to
sit	VB	sit
with	IN	with
what	WP	what
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
you	PP	you
in	IN	in
that	DT	that
moment	NN	moment
before	IN	before
you	PP	you
decide	VBP	decide
what	WP	what
your	PP$	your
next	JJ	next
step	NN	step
should	MD	should
be	VB	be
.	SENT	.
CSB	NP	CSB
:	:	:
Fantastic	JJ	fantastic
.	SENT	.
Well	RB	well
,	,	,
thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
,	,	,
Sahaj	NP	<unknown>
,	,	,
for	IN	for
sharing	VBG	share
all	PDT	all
this	DT	this
,	,	,
and	CC	and
for	IN	for
your	PP$	your
wisdom	NN	wisdom
.	SENT	.
Take	VB	take
care	NN	care
,	,	,
thanks	NNS	thanks
for	IN	for
joining	VBG	join
us	PP	us
.	SENT	.
SKK	NP	SKK
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
having	VBG	have
me	PP	me
.	SENT	.
