Good	JJ	good
childhood	NN	childhood
,	,	,
five	CD	five
years	NNS	year
of	IN	of
suckling	VBG	suckle
and	CC	and
sleeping	VBG	sleep
with	IN	with
the	DT	the
mother	NN	mother
,	,	,
and	CC	and
then	RB	then
another	DT	another
three	CD	three
,	,	,
four	CD	four
or	CC	or
five	CD	five
years	NNS	year
of	IN	of
emotional	JJ	emotional
dependence	NN	dependence
on	IN	on
her	PP	her
,	,	,
even	RB	even
when	WRB	when
the	DT	the
next	JJ	next
child	NN	child
is	VBZ	be
born	VBN	bear
.	SENT	.
The	DT	the
importance	NN	importance
of	IN	of
learning	VBG	learn
in	IN	in
that	DT	that
time	NN	time
,	,	,
when	WRB	when
behavior	NN	behavior
is	VBZ	be
flexible	JJ	flexible
—	:	-
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
awful	JJ	awful
lot	NN	lot
to	TO	to
learn	VB	learn
in	IN	in
chimpanzee	NN	chimpanzee
society	NN	society
.	SENT	.
The	DT	the
long-term	JJ	long-term
affectionate	JJ	affectionate
supportive	JJ	supportive
bonds	NNS	bond
that	WDT	that
develop	VBP	develop
throughout	IN	throughout
this	DT	this
long	JJ	long
childhood	NN	childhood
with	IN	with
the	DT	the
mother	NN	mother
,	,	,
with	IN	with
the	DT	the
brothers	NNS	brother
and	CC	and
sisters	NNS	sister
,	,	,
and	CC	and
which	WDT	which
can	MD	can
last	VB	last
through	IN	through
a	DT	a
lifetime	NN	lifetime
,	,	,
which	WDT	which
may	MD	may
be	VB	be
up	RB	up
to	TO	to
60	CD	@card@
years	NNS	year
.	SENT	.
They	PP	they
can	MD	can
actually	RB	actually
live	VB	live
longer	JJR	long
than	IN	than
60	CD	@card@
in	IN	in
captivity	NN	captivity
,	,	,
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
only	RB	only
done	VBN	do
40	CD	@card@
years	NNS	year
in	IN	in
the	DT	the
wild	JJ	wild
so	RB	so
far	RB	far
.	SENT	.
And	CC	and
we	PP	we
find	VBP	find
chimps	NNS	chimp
are	VBP	be
capable	JJ	capable
of	IN	of
true	JJ	true
compassion	NN	compassion
and	CC	and
altruism	NN	altruism
.	SENT	.
We	PP	we
find	VBP	find
in	IN	in
their	PP$	their
non-verbal	JJ	non-verbal
communication	NN	communication
—	:	-
this	DT	this
is	VBZ	be
very	RB	very
rich	JJ	rich
—	:	-
they	PP	they
have	VBP	have
a	DT	a
lot	NN	lot
of	IN	of
sounds	NNS	sound
,	,	,
which	WDT	which
they	PP	they
use	VBP	use
in	IN	in
different	JJ	different
circumstances	NNS	circumstance
,	,	,
but	CC	but
they	PP	they
also	RB	also
use	VBP	use
touch	NN	touch
,	,	,
posture	NN	posture
,	,	,
gesture	NN	gesture
,	,	,
and	CC	and
what	WP	what
do	VBP	do
they	PP	they
do	VBP	do
?	SENT	?
They	PP	they
kiss	VBP	kiss
;	:	;
they	PP	they
embrace	VBP	embrace
;	:	;
they	PP	they
hold	VBP	hold
hands	NNS	hand
.	SENT	.
They	PP	they
pat	VBP	pat
one	PP	one
another	DT	another
on	IN	on
the	DT	the
back	NN	back
;	:	;
they	PP	they
swagger	VBP	swagger
;	:	;
they	PP	they
shake	VBP	shake
their	PP$	their
fist	NN	fist
—	:	-
the	DT	the
kind	NN	kind
of	IN	of
things	NNS	thing
that	IN	that
we	PP	we
do	VBP	do
,	,	,
and	CC	and
they	PP	they
do	VBP	do
them	PP	them
in	IN	in
the	DT	the
same	JJ	same
kind	NN	kind
of	IN	of
context	NN	context
.	SENT	.
They	PP	they
have	VBP	have
very	RB	very
sophisticated	JJ	sophisticated
cooperation	NN	cooperation
.	SENT	.
Sometimes	RB	sometimes
they	PP	they
hunt	VBP	hunt
—	:	-
not	RB	not
that	IN	that
often	RB	often
,	,	,
but	CC	but
when	WRB	when
they	PP	they
hunt	VBP	hunt
,	,	,
they	PP	they
show	VBP	show
sophisticated	JJ	sophisticated
cooperation	NN	cooperation
,	,	,
and	CC	and
they	PP	they
share	VBP	share
the	DT	the
prey	NN	prey
.	SENT	.
We	PP	we
find	VBP	find
that	IN	that
they	PP	they
show	VBP	show
emotions	NNS	emotion
,	,	,
similar	JJ	similar
to	TO	to
—	:	-
maybe	RB	maybe
sometimes	RB	sometimes
the	DT	the
same	JJ	same
—	:	-
as	IN	as
those	DT	those
that	WDT	that
we	PP	we
describe	VBP	describe
in	IN	in
ourselves	PP	ourselves
as	IN	as
happiness	NN	happiness
,	,	,
sadness	NN	sadness
,	,	,
fear	NN	fear
,	,	,
despair	NN	despair
.	SENT	.
They	PP	they
know	VBP	know
mental	JJ	mental
as	RB	as
well	RB	well
as	IN	as
physical	JJ	physical
suffering	NN	suffering
.	SENT	.
And	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
time	NN	time
to	TO	to
go	VB	go
into	IN	into
the	DT	the
information	NN	information
that	WDT	that
will	MD	will
prove	VB	prove
some	DT	some
of	IN	of
these	DT	these
things	NNS	thing
to	TO	to
you	PP	you
,	,	,
save	VB	save
to	TO	to
say	VB	say
that	IN	that
there	EX	there
are	VBP	be
very	RB	very
bright	JJ	bright
students	NNS	student
,	,	,
in	IN	in
the	DT	the
best	JJS	good
universities	NNS	university
,	,	,
studying	VBG	study
emotions	NNS	emotion
in	IN	in
animals	NNS	animal
,	,	,
studying	VBG	study
personalities	NNS	personality
in	IN	in
animals	NNS	animal
.	SENT	.
We	PP	we
know	VBP	know
that	IN	that
chimpanzees	NNS	chimpanzee
and	CC	and
some	DT	some
other	JJ	other
creatures	NNS	creature
can	MD	can
recognize	VB	recognize
themselves	PP	themselves
in	RB	in
mirrors	VBZ	mirror
—	:	-
"	``	"
self	NN	self
"	''	"
as	IN	as
opposed	VBN	oppose
to	TO	to
"	``	"
other	JJ	other
.	SENT	.
"	``	"
They	PP	they
have	VBP	have
a	DT	a
sense	NN	sense
of	IN	of
humor	NN	humor
,	,	,
and	CC	and
these	DT	these
are	VBP	be
the	DT	the
kind	NN	kind
of	IN	of
things	NNS	thing
which	WDT	which
traditionally	RB	traditionally
have	VBP	have
been	VBN	be
thought	VBN	think
of	IN	of
as	IN	as
human	JJ	human
prerogatives	NNS	prerogative
.	SENT	.
But	CC	but
this	DT	this
teaches	VBZ	teach
us	PP	us
a	DT	a
new	JJ	new
respect	NN	respect
—	:	-
and	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
new	JJ	new
respect	NN	respect
not	RB	not
only	RB	only
for	IN	for
the	DT	the
chimpanzees	NNS	chimpanzee
,	,	,
I	PP	I
suggest	VBP	suggest
,	,	,
but	CC	but
some	DT	some
of	IN	of
the	DT	the
other	JJ	other
amazing	JJ	amazing
animals	NNS	animal
with	IN	with
whom	WP	whom
we	PP	we
share	VBP	share
this	DT	this
planet	NN	planet
.	SENT	.
Once	IN	once
we	PP	we
'	POS	'
re	NN	re
prepared	VBD	prepare
to	TO	to
admit	VB	admit
that	IN	that
after	IN	after
all	DT	all
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
the	DT	the
only	JJ	only
beings	NNS	being
with	IN	with
personalities	NNS	personality
,	,	,
minds	NNS	mind
and	CC	and
above	IN	above
all	DT	all
feelings	NNS	feeling
,	,	,
and	CC	and
then	RB	then
we	PP	we
start	VBP	start
to	TO	to
think	VB	think
about	IN	about
ways	NNS	way
we	PP	we
use	VBP	use
and	CC	and
abuse	VBP	abuse
so	RB	so
many	JJ	many
other	JJ	other
sentient	NN	sentient
,	,	,
sapient	JJ	sapient
creatures	NNS	creature
on	IN	on
this	DT	this
planet	NN	planet
,	,	,
it	PP	it
really	RB	really
gives	VBZ	give
cause	NN	cause
for	IN	for
deep	JJ	deep
shame	NN	shame
,	,	,
at	IN	at
least	JJS	least
for	IN	for
me	PP	me
.	SENT	.
So	RB	so
,	,	,
the	DT	the
sad	JJ	sad
thing	NN	thing
is	VBZ	be
that	IN	that
these	DT	these
chimpanzees	NNS	chimpanzee
—	:	-
who	WP	who
'	POS	'
ve	NN	ve
perhaps	RB	perhaps
taught	VBD	teach
us	PP	us
,	,	,
more	JJR	more
than	IN	than
any	DT	any
other	JJ	other
creature	NN	creature
,	,	,
a	DT	a
little	JJ	little
humility	NN	humility
—	:	-
are	VBP	be
in	IN	in
the	DT	the
wild	JJ	wild
,	,	,
disappearing	VBG	disappear
very	RB	very
fast	RB	fast
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
disappearing	VBG	disappear
for	IN	for
the	DT	the
reasons	NNS	reason
that	IN	that
all	DT	all
of	IN	of
you	PP	you
in	IN	in
this	DT	this
room	NN	room
know	VBP	know
only	RB	only
too	RB	too
well	RB	well
.	SENT	.
The	DT	the
deforestation	NN	deforestation
,	,	,
the	DT	the
growth	NN	growth
of	IN	of
human	JJ	human
populations	NNS	population
,	,	,
needing	VBG	need
more	JJR	more
land	NN	land
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
disappearing	VBG	disappear
because	IN	because
some	DT	some
timber	NN	timber
companies	NNS	company
go	VBP	go
in	IN	in
with	IN	with
clear-cutting	NN	clear-cutting
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
disappearing	VBG	disappear
in	IN	in
the	DT	the
heart	NN	heart
of	IN	of
their	PP$	their
range	NN	range
in	IN	in
Africa	NP	Africa
because	IN	because
the	DT	the
big	JJ	big
multinational	JJ	multinational
logging	NN	logging
companies	NNS	company
have	VBP	have
come	VBN	come
in	IN	in
and	CC	and
made	VBN	make
roads	NNS	road
—	:	-
as	IN	as
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
in	IN	in
Ecuador	NP	Ecuador
and	CC	and
other	JJ	other
parts	NNS	part
where	WRB	where
the	DT	the
forests	NNS	forest
remain	VBP	remain
untouched	JJ	untouched
—	:	-
to	TO	to
take	VB	take
out	RP	out
oil	NN	oil
or	CC	or
timber	NN	timber
.	SENT	.
And	CC	and
this	DT	this
has	VBZ	have
led	VBN	lead
in	IN	in
Congo	NP	Congo
basin	NN	basin
,	,	,
and	CC	and
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
,	,	,
to	TO	to
what	WP	what
is	VBZ	be
known	VBN	know
as	IN	as
the	DT	the
bush-	NN	<unknown>
meat	NN	meat
trade	NN	trade
.	SENT	.
This	DT	this
means	VBZ	mean
that	IN	that
although	IN	although
for	IN	for
hundreds	NNS	hundred
,	,	,
perhaps	RB	perhaps
thousands	NNS	thousand
of	IN	of
years	NNS	year
,	,	,
people	NNS	people
have	VBP	have
lived	VBN	live
in	IN	in
those	DT	those
forests	NNS	forest
,	,	,
or	CC	or
whatever	WDT	whatever
habitat	NN	habitat
it	PP	it
is	VBZ	be
,	,	,
in	IN	in
harmony	NN	harmony
with	IN	with
their	PP$	their
world	NN	world
,	,	,
just	RB	just
killing	VBG	kill
the	DT	the
animals	NNS	animal
they	PP	they
need	VBP	need
for	IN	for
themselves	PP	themselves
and	CC	and
their	PP$	their
families	NNS	family
—	:	-
now	RB	now
,	,	,
suddenly	RB	suddenly
,	,	,
because	IN	because
of	IN	of
the	DT	the
roads	NNS	road
,	,	,
the	DT	the
hunters	NNS	hunter
can	MD	can
go	VB	go
in	IN	in
from	IN	from
the	DT	the
towns	NNS	town
.	SENT	.
They	PP	they
shoot	VBP	shoot
everything	NN	everything
,	,	,
every	DT	every
single	JJ	single
thing	NN	thing
that	WDT	that
moves	VBZ	move
that	DT	that
'	''	'
s	NN	S
bigger	JJR	big
than	IN	than
a	DT	a
small	JJ	small
rat	NN	rat
;	:	;
they	PP	they
sun-dry	VBZ	<unknown>
it	PP	it
or	CC	or
smoke	VB	smoke
it	PP	it
.	SENT	.
And	CC	and
now	RB	now
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
transport	NN	transport
;	:	;
they	PP	they
take	VBP	take
it	PP	it
on	IN	on
the	DT	the
logging	VBG	log
trucks	NNS	truck
or	CC	or
the	DT	the
mining	NN	mining
trucks	NNS	truck
into	IN	into
the	DT	the
towns	NNS	town
where	WRB	where
they	PP	they
sell	VBP	sell
it	PP	it
.	SENT	.
And	CC	and
people	NNS	people
will	MD	will
pay	VB	pay
more	JJR	more
for	IN	for
bush-meat	NN	<unknown>
,	,	,
as	IN	as
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
,	,	,
than	IN	than
for	IN	for
domestic	JJ	domestic
meat	NN	meat
—	:	-
it	PP	it
'	POS	'
s	NN	S
culturally	RB	culturally
preferred	JJ	preferred
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
sustainable	JJ	sustainable
,	,	,
and	CC	and
the	DT	the
huge	JJ	huge
logging	NN	logging
camps	NNS	camp
in	IN	in
the	DT	the
forest	NN	forest
are	VBP	be
now	RB	now
demanding	VBG	demand
meat	NN	meat
,	,	,
so	RB	so
the	DT	the
Pygmy	NN	pygmy
hunters	NNS	hunter
in	IN	in
the	DT	the
Congo	NP	Congo
basin	NN	basin
who	WP	who
'	POS	'
ve	NN	ve
lived	VBD	live
there	RB	there
with	IN	with
their	PP$	their
wonderful	JJ	wonderful
way	NN	way
of	IN	of
living	VBG	live
for	IN	for
so	RB	so
many	JJ	many
hundreds	NNS	hundred
of	IN	of
years	NNS	year
are	VBP	be
now	RB	now
corrupted	VBN	corrupt
.	SENT	.
They	PP	they
'	''	'
re	IN	re
given	VBN	give
weapons	NNS	weapon
;	:	;
they	PP	they
shoot	VBP	shoot
for	IN	for
the	DT	the
logging	VBG	log
camps	NNS	camp
;	:	;
they	PP	they
get	VBP	get
money	NN	money
.	SENT	.
Their	PP$	their
culture	NN	culture
is	VBZ	be
being	VBG	be
destroyed	VBN	destroy
,	,	,
along	RB	along
with	IN	with
the	DT	the
animals	NNS	animal
upon	IN	upon
whom	WP	whom
they	PP	they
depend	VBP	depend
.	SENT	.
So	RB	so
,	,	,
when	WRB	when
the	DT	the
logging	VBG	log
camp	NN	camp
moves	NNS	move
,	,	,
there	EX	there
'	''	'
s	NN	S
nothing	NN	nothing
left	VBD	leave
.	SENT	.
We	PP	we
talked	VBD	talk
already	RB	already
about	IN	about
the	DT	the
loss	NN	loss
of	IN	of
human	JJ	human
cultural	JJ	cultural
diversity	NN	diversity
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
seen	VBN	see
it	PP	it
happening	NN	happening
with	IN	with
my	PP$	my
own	JJ	own
eyes	NNS	eye
.	SENT	.
And	CC	and
the	DT	the
grim	JJ	grim
picture	NN	picture
in	IN	in
Africa	NP	Africa
—	:	-
I	PP	I
love	VBP	love
Africa	NP	Africa
,	,	,
and	CC	and
what	WP	what
do	VBP	do
we	PP	we
see	VBP	see
in	IN	in
Africa	NP	Africa
?	SENT	?
We	PP	we
see	VBP	see
deforestation	NN	deforestation
;	:	;
we	PP	we
see	VBP	see
the	DT	the
desert	NN	desert
spreading	VBG	spread
;	:	;
we	PP	we
see	VBP	see
massive	JJ	massive
hunger	NN	hunger
;	:	;
we	PP	we
see	VBP	see
disease	NN	disease
and	CC	and
we	PP	we
see	VBP	see
population	NN	population
growth	NN	growth
in	IN	in
areas	NNS	area
where	WRB	where
there	EX	there
are	VBP	be
more	JJR	more
people	NNS	people
living	VBG	live
on	IN	on
a	DT	a
certain	JJ	certain
piece	NN	piece
of	IN	of
land	NN	land
than	IN	than
the	DT	the
land	NN	land
can	MD	can
possibly	RB	possibly
support	VB	support
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
too	RB	too
poor	JJ	poor
to	TO	to
buy	VB	buy
food	NN	food
from	IN	from
elsewhere	RB	elsewhere
.	SENT	.
Were	VBD	be
the	DT	the
people	NNS	people
that	IN	that
we	PP	we
heard	VBD	hear
about	IN	about
yesterday	NN	yesterday
,	,	,
on	IN	on
the	DT	the
Easter	NP	Easter
Island	NP	Island
,	,	,
who	WP	who
cut	VBD	cut
down	RP	down
their	PP$	their
last	JJ	last
tree	NN	tree
—	:	-
were	VBD	be
they	PP	they
stupid	JJ	stupid
?	SENT	?
Didn	NP	<unknown>
'	POS	'
t	NN	t
they	PP	they
know	VBP	know
what	WP	what
was	VBD	be
happening	VBG	happen
?	SENT	?
Of	IN	of
course	NN	course
,	,	,
but	CC	but
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
crippling	JJ	crippling
poverty	NN	poverty
in	IN	in
some	DT	some
of	IN	of
these	DT	these
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
it	PP	it
isn	NP	isn
'	POS	'
t	NN	t
a	DT	a
question	NN	question
of	IN	of
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
leave	VBP	leave
the	DT	the
tree	NN	tree
for	IN	for
tomorrow	NN	tomorrow
.	SENT	.
"	''	"
"	``	"
How	WRB	how
am	VBP	be
I	PP	I
going	VBG	go
to	TO	to
feed	VB	feed
my	PP$	my
family	NN	family
today	NN	today
?	SENT	?
Maybe	RB	maybe
I	PP	I
can	MD	can
get	VB	get
just	RB	just
a	DT	a
few	JJ	few
dollars	NNS	dollar
from	IN	from
this	DT	this
last	JJ	last
tree	NN	tree
which	WDT	which
will	MD	will
keep	VB	keep
us	PP	us
going	VBG	go
a	DT	a
little	JJ	little
bit	NN	bit
longer	RBR	longer
,	,	,
and	CC	and
then	RB	then
we	PP	we
'	POS	'
ll	NNS	<unknown>
pray	VBP	pray
that	IN	that
something	NN	something
will	MD	will
happen	VB	happen
to	TO	to
save	VB	save
us	PP	us
from	IN	from
the	DT	the
inevitable	JJ	inevitable
end	NN	end
.	SENT	.
"	''	"
So	RB	so
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
pretty	RB	pretty
grim	JJ	grim
picture	NN	picture
.	SENT	.
The	DT	the
one	CD	one
thing	NN	thing
we	PP	we
have	VBP	have
,	,	,
which	WDT	which
makes	VBZ	make
us	PP	us
so	RB	so
different	JJ	different
from	IN	from
chimpanzees	NNS	chimpanzee
or	CC	or
other	JJ	other
living	VBG	live
creatures	NNS	creature
,	,	,
is	VBZ	be
this	DT	this
sophisticated	JJ	sophisticated
spoken	JJ	spoken
language	NN	language
—	:	-
a	DT	a
language	NN	language
with	IN	with
which	WDT	which
we	PP	we
can	MD	can
tell	VB	tell
children	NNS	child
about	IN	about
things	NNS	thing
that	IN	that
aren	NNS	<unknown>
'	POS	'
t	NN	t
here	RB	here
.	SENT	.
We	PP	we
can	MD	can
talk	VB	talk
about	IN	about
the	DT	the
distant	JJ	distant
past	NN	past
,	,	,
plan	NN	plan
for	IN	for
the	DT	the
distant	JJ	distant
future	NN	future
,	,	,
discuss	VB	discuss
ideas	NNS	idea
with	IN	with
each	DT	each
other	JJ	other
,	,	,
so	RB	so
that	IN	that
the	DT	the
ideas	NNS	idea
can	MD	can
grow	VB	grow
from	IN	from
the	DT	the
accumulated	VBN	accumulate
wisdom	NN	wisdom
of	IN	of
a	DT	a
group	NN	group
.	SENT	.
We	PP	we
can	MD	can
do	VB	do
it	PP	it
by	IN	by
talking	VBG	talk
to	TO	to
each	DT	each
other	JJ	other
;	:	;
we	PP	we
can	MD	can
do	VB	do
it	PP	it
through	IN	through
video	NN	video
;	:	;
we	PP	we
can	MD	can
do	VB	do
it	PP	it
through	IN	through
the	DT	the
written	JJ	written
word	NN	word
.	SENT	.
And	CC	and
we	PP	we
are	VBP	be
abusing	VBG	abuse
this	DT	this
great	JJ	great
power	NN	power
we	PP	we
have	VBP	have
to	TO	to
be	VB	be
wise	JJ	wise
stewards	NNS	steward
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
destroying	VBG	destroy
the	DT	the
world	NN	world
.	SENT	.
In	IN	in
the	DT	the
developed	VBN	develop
world	NN	world
,	,	,
in	IN	in
a	DT	a
way	NN	way
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
worse	RBR	worse
,	,	,
because	IN	because
we	PP	we
have	VBP	have
so	RB	so
much	JJ	much
access	NN	access
to	TO	to
knowledge	NN	knowledge
of	IN	of
the	DT	the
stupidity	NN	stupidity
of	IN	of
what	WP	what
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
,	,	,
we	PP	we
'	POS	'
re	NN	re
bringing	VBG	bring
little	JJ	little
babies	NNS	baby
into	IN	into
a	DT	a
world	NN	world
where	WRB	where
,	,	,
in	IN	in
many	JJ	many
places	NNS	place
,	,	,
the	DT	the
water	NN	water
is	VBZ	be
poisoning	VBG	poison
them	PP	them
?	SENT	?
And	CC	and
the	DT	the
air	NN	air
is	VBZ	be
harming	VBG	harm
them	PP	them
,	,	,
and	CC	and
the	DT	the
food	NN	food
that	RB	that
'	POS	'
s	NNS	<unknown>
grown	VBN	grow
from	IN	from
the	DT	the
contaminated	JJ	contaminated
land	NN	land
is	VBZ	be
poisoning	VBG	poison
them	PP	them
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
just	RB	just
in	IN	in
the	DT	the
far-away	JJ	far-away
developing	VBG	develop
world	NN	world
;	:	;
that	WDT	that
'	POS	'
s	NN	S
everywhere	RB	everywhere
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
we	PP	we
all	DT	all
have	VBP	have
about	RB	about
50	CD	@card@
chemicals	NNS	chemical
in	IN	in
our	PP$	our
bodies	NNS	body
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
about	RB	about
50	CD	@card@
years	NNS	year
ago	RB	ago
?	SENT	?
And	CC	and
so	RB	so
many	JJ	many
of	IN	of
these	DT	these
diseases	NNS	disease
,	,	,
like	IN	like
asthma	NN	asthma
and	CC	and
certain	JJ	certain
kinds	NNS	kind
of	IN	of
cancers	NNS	cancer
,	,	,
are	VBP	be
on	IN	on
the	DT	the
increase	NN	increase
around	IN	around
places	NNS	place
where	WRB	where
our	PP$	our
filthy	JJ	filthy
toxic	JJ	toxic
waste	NN	waste
is	VBZ	be
dumped	VBN	dump
.	SENT	.
We	PP	we
'	''	'
re	IN	re
harming	VBG	harm
ourselves	PP	ourselves
around	IN	around
the	DT	the
world	NN	world
,	,	,
as	RB	as
well	RB	well
as	IN	as
harming	VBG	harm
the	DT	the
animals	NNS	animal
,	,	,
as	RB	as
well	RB	well
as	IN	as
harming	VBG	harm
nature	NN	nature
herself	PP	herself
—	:	-
Mother	NP	Mother
Nature	NP	Nature
,	,	,
that	WDT	that
brought	VBD	bring
us	PP	us
into	IN	into
being	NN	being
;	:	;
Mother	NP	Mother
Nature	NP	Nature
,	,	,
where	WRB	where
I	PP	I
believe	VBP	believe
we	PP	we
need	VBP	need
to	TO	to
spend	VB	spend
time	NN	time
,	,	,
where	WRB	where
there	EX	there
'	''	'
s	NN	S
trees	NNS	tree
and	CC	and
flowers	NNS	flower
and	CC	and
birds	NNS	bird
for	IN	for
our	PP$	our
good	JJ	good
psychological	JJ	psychological
development	NN	development
.	SENT	.
And	CC	and
yet	RB	yet
,	,	,
there	EX	there
are	VBP	be
hundreds	NNS	hundred
and	CC	and
hundreds	NNS	hundred
of	IN	of
children	NNS	child
in	IN	in
the	DT	the
developed	JJ	developed
world	NN	world
who	WP	who
never	RB	never
see	VBP	see
nature	NN	nature
,	,	,
because	IN	because
they	PP	they
'	''	'
re	IN	re
growing	VBG	grow
up	RP	up
in	IN	in
concrete	JJ	concrete
and	CC	and
all	RB	all
they	PP	they
know	VBP	know
is	VBZ	be
virtual	JJ	virtual
reality	NN	reality
,	,	,
with	IN	with
no	DT	no
opportunity	NN	opportunity
to	TO	to
go	VB	go
and	CC	and
lie	VB	lie
in	IN	in
the	DT	the
sun	NN	sun
,	,	,
or	CC	or
in	IN	in
the	DT	the
forest	NN	forest
,	,	,
with	IN	with
the	DT	the
dappled	VBN	dapple
sun-specks	NNS	sun-speck
coming	VBG	come
down	RP	down
from	IN	from
the	DT	the
canopy	NN	canopy
above	RB	above
.	SENT	.
As	IN	as
I	PP	I
was	VBD	be
traveling	VBG	travel
around	RP	around
the	DT	the
world	NN	world
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
had	VBD	have
to	TO	to
leave	VB	leave
the	DT	the
forest	NN	forest
—	:	-
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
I	PP	I
love	VBP	love
to	TO	to
be	VB	be
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
leave	VB	leave
these	DT	these
fascinating	JJ	fascinating
chimpanzees	NNS	chimpanzee
for	IN	for
my	PP$	my
students	NNS	student
and	CC	and
field	NN	field
staff	NN	staff
to	TO	to
continue	VB	continue
studying	VBG	study
because	IN	because
,	,	,
finding	VBG	find
they	PP	they
dwindled	VBD	dwindle
from	IN	from
about	RB	about
two	CD	two
million	CD	million
100	CD	@card@
years	NNS	year
ago	RB	ago
to	TO	to
about	RB	about
150	CD	@card@
,	,	,
000	CD	@card@
now	RB	now
,	,	,
I	PP	I
knew	VBD	know
I	PP	I
had	VBD	have
to	TO	to
leave	VB	leave
the	DT	the
forest	NN	forest
to	TO	to
do	VB	do
what	WP	what
I	PP	I
could	MD	could
to	TO	to
raise	VB	raise
awareness	NN	awareness
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
the	DT	the
more	JJR	more
I	PP	I
talked	VBD	talk
about	IN	about
the	DT	the
chimpanzees	NNS	chimpanzee
'	POS	'
plight	NN	plight
,	,	,
the	DT	the
more	RBR	more
I	PP	I
realized	VBD	realize
the	DT	the
fact	NN	fact
that	IN	that
everything	NN	everything
'	POS	'
s	NNS	<unknown>
interconnected	VBN	interconnect
,	,	,
and	CC	and
the	DT	the
problems	NNS	problem
of	IN	of
the	DT	the
developing	VBG	develop
world	NN	world
so	RB	so
often	RB	often
stem	VB	stem
from	IN	from
the	DT	the
greed	NN	greed
of	IN	of
the	DT	the
developed	VBN	develop
world	NN	world
,	,	,
and	CC	and
everything	NN	everything
was	VBD	be
joining	VBG	join
together	RB	together
,	,	,
and	CC	and
making	VBG	make
—	:	-
not	RB	not
sense	VBP	sense
,	,	,
hope	VBP	hope
lies	NNS	lie
in	IN	in
sense	NN	sense
,	,	,
you	PP	you
said	VBD	say
—	:	-
it	PP	it
'	POS	'
s	NN	S
making	VBG	make
a	DT	a
nonsense	NN	nonsense
.	SENT	.
How	WRB	how
can	MD	can
we	PP	we
do	VB	do
it	PP	it
?	SENT	?
Somebody	NN	somebody
said	VBD	say
that	DT	that
yesterday	NN	yesterday
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
was	VBD	be
traveling	VBG	travel
around	RP	around
,	,	,
I	PP	I
kept	VBD	keep
meeting	VBG	meet
young	JJ	young
people	NNS	people
who	WP	who
'	POS	'
d	NN	d
lost	VBD	lose
hope	NN	hope
.	SENT	.
They	PP	they
were	VBD	be
feeling	VBG	feel
despair	NN	despair
,	,	,
they	PP	they
were	VBD	be
feeling	VBG	feel
,	,	,
"	``	"
Well	UH	well
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
what	WP	what
we	PP	we
do	VBP	do
;	:	;
eat	VB	eat
,	,	,
drink	VB	drink
and	CC	and
be	VB	be
merry	JJ	merry
,	,	,
for	IN	for
tomorrow	NN	tomorrow
we	PP	we
die	VBP	die
.	SENT	.
Everything	NN	everything
is	VBZ	be
hopeless	JJ	hopeless
—	:	-
we	PP	we
'	POS	'
re	NN	re
always	RB	always
being	VBG	be
told	VBN	tell
so	RB	so
by	IN	by
the	DT	the
media	NNS	medium
.	SENT	.
"	''	"
And	CC	and
then	RB	then
I	PP	I
met	VBD	meet
some	RB	some
who	WP	who
were	VBD	be
angry	JJ	angry
,	,	,
and	CC	and
anger	NN	anger
that	WDT	that
can	MD	can
turn	VB	turn
to	TO	to
violence	NN	violence
