Most	JJS	most
can	MD	can
be	VB	be
on	RP	on
and	CC	and
off	RP	off
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
binary	NN	binary
.	SENT	.
Now	RB	now
wall	NN	wall
switches	NNS	switch
,	,	,
we	PP	we
all	RB	all
know	VBP	know
,	,	,
fail	VBP	fail
.	SENT	.
But	CC	but
our	PP$	our
friends	NNS	friend
who	WP	who
are	VBP	be
condensed	JJ	condensed
matter	NN	matter
physicists	NNS	physicist
managed	VBD	manage
to	TO	to
come	VB	come
up	RP	up
,	,	,
some	DT	some
50	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
with	IN	with
a	DT	a
very	RB	very
nice	JJ	nice
device	NN	device
,	,	,
shown	VBN	show
under	IN	under
that	DT	that
bell	NN	bell
jar	NN	jar
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
transistor	NN	transistor
.	SENT	.
A	DT	a
transistor	NN	transistor
is	VBZ	be
nothing	RB	nothing
more	JJR	more
than	IN	than
a	DT	a
wall	NN	wall
switch	NN	switch
.	SENT	.
It	PP	it
turns	VBZ	turn
things	NNS	thing
on	IN	on
and	CC	and
off	RB	off
,	,	,
but	CC	but
it	PP	it
does	VBZ	do
so	RB	so
without	IN	without
moving	VBG	move
parts	NNS	part
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
fail	NN	fail
,	,	,
basically	RB	basically
,	,	,
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
period	NN	period
of	IN	of
time	NN	time
.	SENT	.
So	IN	so
the	DT	the
second	JJ	second
layer	NN	layer
of	IN	of
simplicity	NN	simplicity
was	VBD	be
the	DT	the
transistor	NN	transistor
in	IN	in
the	DT	the
Internet	NN	Internet
.	SENT	.
So	RB	so
,	,	,
since	IN	since
the	DT	the
transistor	NN	transistor
is	VBZ	be
so	RB	so
simple	JJ	simple
,	,	,
you	PP	you
can	MD	can
put	VB	put
lots	NNS	lot
of	IN	of
them	PP	them
together	RB	together
.	SENT	.
And	CC	and
you	PP	you
put	VBD	put
lots	NNS	lot
of	IN	of
them	PP	them
together	RB	together
and	CC	and
you	PP	you
come	VBP	come
with	IN	with
something	NN	something
called	VBD	call
integrated	JJ	integrated
circuits	NNS	circuit
.	SENT	.
And	CC	and
a	DT	a
current	JJ	current
integrated	JJ	integrated
circuit	NN	circuit
might	MD	might
have	VB	have
in	IN	in
each	DT	each
one	CD	one
of	IN	of
these	DT	these
chips	NNS	chip
something	NN	something
like	IN	like
a	DT	a
billion	NN	billion
transistors	NNS	transistor
,	,	,
all	DT	all
of	IN	of
which	WDT	which
have	VBP	have
to	TO	to
work	VB	work
perfectly	RB	perfectly
every	DT	every
time	NN	time
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
next	JJ	next
layer	NN	layer
of	IN	of
simplicity	NN	simplicity
,	,	,
and	CC	and
,	,	,
in	IN	in
fact	NN	fact
,	,	,
integrated	JJ	integrated
circuits	NNS	circuit
are	VBP	be
really	RB	really
simple	JJ	simple
in	IN	in
the	DT	the
sense	NN	sense
that	IN	that
they	PP	they
,	,	,
in	IN	in
general	JJ	general
,	,	,
work	VB	work
really	RB	really
well	RB	well
.	SENT	.
With	IN	with
integrated	JJ	integrated
circuits	NNS	circuit
,	,	,
you	PP	you
can	MD	can
build	VB	build
cellphones	NNS	cellphone
.	SENT	.
You	PP	you
all	RB	all
are	VBP	be
accustomed	VBN	accustom
to	TO	to
having	VBG	have
your	PP$	your
cellphones	NNS	cellphone
work	VBP	work
the	DT	the
large	JJ	large
majority	NN	majority
of	IN	of
the	DT	the
time	NN	time
.	SENT	.
In	IN	in
Boston	NP	Boston
.	SENT	.
.	SENT	.
.	SENT	.
Boston	NP	Boston
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
like	IN	like
Namibia	NP	Namibia
in	IN	in
its	PP$	its
cell	NN	cell
phone	NN	phone
coverage	NN	coverage
,	,	,
so	IN	so
that	WDT	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
accustomed	VBN	accustom
to	TO	to
that	DT	that
all	PDT	all
the	DT	the
time	NN	time
,	,	,
but	CC	but
some	DT	some
of	IN	of
the	DT	the
time	NN	time
.	SENT	.
But	CC	but
,	,	,
in	IN	in
fact	NN	fact
,	,	,
if	IN	if
you	PP	you
have	VBP	have
cell	NN	cell
phones	NNS	phone
,	,	,
you	PP	you
can	MD	can
now	RB	now
go	VB	go
to	TO	to
this	DT	this
nice	JJ	nice
lady	NN	lady
who	WP	who
'	POS	'
s	NN	S
somewhere	RB	somewhere
like	IN	like
Namibia	NP	Namibia
,	,	,
and	CC	and
who	WP	who
is	VBZ	be
extremely	RB	extremely
happy	JJ	happy
with	IN	with
the	DT	the
fact	NN	fact
that	IN	that
although	IN	although
she	PP	she
does	VBZ	do
not	RB	not
have	VB	have
an	DT	an
master	NN	master
'	POS	'
s	JJ	<unknown>
degree	NN	degree
in	IN	in
electrical	JJ	electrical
engineering	NN	engineering
from	IN	from
MIT	NP	MIT
,	,	,
she	PP	she
'	POS	'
s	NN	S
nonetheless	RB	nonetheless
able	JJ	able
to	TO	to
hack	VB	hack
her	PP$	her
cell	NN	cell
phone	NN	phone
to	TO	to
get	VB	get
power	NN	power
in	IN	in
some	DT	some
funny	JJ	funny
way	NN	way
.	SENT	.
And	CC	and
from	IN	from
that	WDT	that
comes	VBZ	come
the	DT	the
Internet	NN	Internet
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
a	DT	a
map	NN	map
of	IN	of
bitflows	NNS	bitflow
across	IN	across
the	DT	the
continent	NN	continent
.	SENT	.
The	DT	the
two	CD	two
blobs	NNS	blob
that	WDT	that
are	VBP	be
light	JJ	light
in	IN	in
the	DT	the
middle	NN	middle
there	EX	there
are	VBP	be
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
Europe	NP	Europe
.	SENT	.
And	CC	and
then	RB	then
back	RB	back
to	TO	to
simplicity	NN	simplicity
again	RB	again
.	SENT	.
So	RB	so
here	RB	here
we	PP	we
have	VBP	have
what	WP	what
I	PP	I
think	VBP	think
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
great	JJ	great
ideas	NNS	idea
,	,	,
which	WDT	which
is	VBZ	be
Google	NP	<unknown>
.	SENT	.
Which	WDT	which
,	,	,
in	IN	in
this	DT	this
simple	JJ	simple
portal	NN	portal
makes	VBZ	make
the	DT	the
claim	NN	claim
that	IN	that
it	PP	it
makes	VBZ	make
accessible	JJ	accessible
all	RB	all
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
information	NN	information
.	SENT	.
But	CC	but
the	DT	the
point	NN	point
is	VBZ	be
that	IN	that
that	DT	that
extraordinary	JJ	extraordinary
simple	JJ	simple
idea	NN	idea
rests	VBZ	rest
on	IN	on
layers	NNS	layer
of	IN	of
simplicity	NN	simplicity
each	DT	each
compounded	VBN	compound
into	IN	into
a	DT	a
complexity	NN	complexity
that	WDT	that
is	VBZ	be
itself	PP	itself
simple	JJ	simple
,	,	,
in	IN	in
the	DT	the
sense	NN	sense
that	IN	that
it	PP	it
is	VBZ	be
completely	RB	completely
reliable	JJ	reliable
.	SENT	.
All	DT	all
right	NN	right
,	,	,
let	VB	let
me	PP	me
then	RB	then
finish	VB	finish
off	RP	off
with	IN	with
four	CD	four
general	JJ	general
statements	NNS	statement
,	,	,
an	DT	an
example	NN	example
and	CC	and
two	CD	two
aphorisms	NNS	aphorism
.	SENT	.
The	DT	the
characteristics	NNS	characteristic
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
are	VBP	be
useful	JJ	useful
to	TO	to
think	VB	think
about	RB	about
for	IN	for
simple	JJ	simple
things	NNS	thing
:	:	:
First	RB	first
,	,	,
they	PP	they
are	VBP	be
predictable	JJ	predictable
.	SENT	.
Their	PP$	their
behavior	NN	behavior
is	VBZ	be
predictable	JJ	predictable
.	SENT	.
Now	RB	now
,	,	,
one	CD	one
of	IN	of
the	DT	the
nice	JJ	nice
characteristics	NNS	characteristic
of	IN	of
simple	JJ	simple
things	NNS	thing
is	VBZ	be
you	PP	you
know	VBP	know
what	WP	what
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
do	VB	do
,	,	,
in	IN	in
general	NN	general
.	SENT	.
So	IN	so
simplicity	NN	simplicity
and	CC	and
predictability	NN	predictability
are	VBP	be
characteristics	NNS	characteristic
of	IN	of
simple	JJ	simple
things	NNS	thing
.	SENT	.
The	DT	the
second	NN	second
is	VBZ	be
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
real	JJ	real
world	NN	world
statement	NN	statement
,	,	,
they	PP	they
'	POS	'
re	NN	re
cheap	NN	cheap
.	SENT	.
If	IN	if
you	PP	you
have	VBP	have
things	NNS	thing
that	WDT	that
are	VBP	be
cheap	RB	cheap
enough	RB	enough
,	,	,
people	NNS	people
will	MD	will
find	VB	find
uses	NNS	use
for	IN	for
them	PP	them
,	,	,
even	RB	even
if	IN	if
they	PP	they
seem	VBP	seem
very	RB	very
primitive	JJ	primitive
.	SENT	.
So	RB	so
,	,	,
for	IN	for
example	NN	example
,	,	,
stones	NNS	stone
.	SENT	.
You	PP	you
can	MD	can
build	VB	build
cathedrals	NNS	cathedral
out	RP	out
of	IN	of
stones	NNS	stone
,	,	,
you	PP	you
just	RB	just
have	VB	have
to	TO	to
know	VB	know
what	WP	what
it	PP	it
does	VBZ	do
.	SENT	.
You	PP	you
carve	VBP	carve
them	PP	them
in	IN	in
blocks	NNS	block
and	CC	and
then	RB	then
you	PP	you
pile	VBP	pile
them	PP	them
on	IN	on
top	NN	top
of	IN	of
one	CD	one
another	DT	another
,	,	,
and	CC	and
they	PP	they
support	VBP	support
weight	NN	weight
.	SENT	.
So	RB	so
there	EX	there
has	VBZ	have
to	TO	to
be	VB	be
function	NN	function
,	,	,
the	DT	the
function	NN	function
has	VBZ	have
to	TO	to
be	VB	be
predictable	JJ	predictable
and	CC	and
the	DT	the
cost	NN	cost
has	VBZ	have
to	TO	to
be	VB	be
low	JJ	low
.	SENT	.
What	WP	what
that	WDT	that
means	VBZ	mean
is	VBZ	be
that	IN	that
you	PP	you
have	VBP	have
to	TO	to
have	VB	have
a	DT	a
high	JJ	high
performance	NN	performance
or	CC	or
value	NN	value
for	IN	for
cost	NN	cost
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
would	MD	would
propose	VB	propose
as	IN	as
this	DT	this
last	JJ	last
component	NN	component
that	IN	that
they	PP	they
serve	VBP	serve
,	,	,
or	CC	or
have	VB	have
the	DT	the
potential	NN	potential
to	TO	to
serve	VB	serve
,	,	,
as	IN	as
building	NN	building
blocks	NNS	block
.	SENT	.
That	DT	that
is	VBZ	be
,	,	,
you	PP	you
can	MD	can
stack	VB	stack
them	PP	them
.	SENT	.
And	CC	and
stack	NN	stack
can	MD	can
mean	VB	mean
this	DT	this
way	NN	way
,	,	,
or	CC	or
it	PP	it
can	MD	can
mean	VB	mean
this	DT	this
way	NN	way
,	,	,
or	CC	or
it	PP	it
can	MD	can
mean	VB	mean
in	IN	in
some	DT	some
arbitrary	JJ	arbitrary
n-dimensional	JJ	n-dimensional
space	NN	space
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
have	VBP	have
something	NN	something
that	WDT	that
has	VBZ	have
a	DT	a
function	NN	function
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
cheap	JJ	cheap
,	,	,
people	NNS	people
will	MD	will
find	VB	find
new	JJ	new
ways	NNS	way
of	IN	of
putting	VBG	put
it	PP	it
together	RB	together
to	TO	to
make	VB	make
new	JJ	new
things	NNS	thing
.	SENT	.
Cheap	JJ	cheap
,	,	,
functional	JJ	functional
,	,	,
reliable	JJ	reliable
things	NNS	thing
unleash	VBP	unleash
the	DT	the
creativity	NN	creativity
of	IN	of
people	NNS	people
who	WP	who
then	RB	then
build	VBP	build
stuff	NN	stuff
that	IN	that
you	PP	you
could	MD	could
not	RB	not
imagine	VB	imagine
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
way	NN	way
of	IN	of
predicting	VBG	predict
the	DT	the
Internet	NN	Internet
based	VBN	base
on	IN	on
the	DT	the
first	JJ	first
transistor	NN	transistor
.	SENT	.
It	PP	it
just	RB	just
is	VBZ	be
not	RB	not
possible	JJ	possible
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
the	DT	the
components	NNS	component
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
example	NN	example
is	VBZ	be
something	NN	something
that	IN	that
I	PP	I
want	VBP	want
to	TO	to
give	VB	give
you	PP	you
from	IN	from
the	DT	the
work	NN	work
that	IN	that
we	PP	we
ourselves	PP	ourselves
do	VBP	do
.	SENT	.
We	PP	we
are	VBP	be
very	RB	very
interested	JJ	interested
in	IN	in
delivering	VBG	deliver
health	NN	health
care	NN	care
in	IN	in
the	DT	the
developing	VBG	develop
world	NN	world
,	,	,
and	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
we	PP	we
wish	VBP	wish
to	TO	to
do	VB	do
in	IN	in
this	DT	this
particular	JJ	particular
business	NN	business
is	VBZ	be
to	TO	to
find	VB	find
a	DT	a
way	NN	way
of	IN	of
doing	VBG	do
medical	JJ	medical
diagnosis	NN	diagnosis
at	IN	at
as	RB	as
close	JJ	close
to	TO	to
zero	VB	zero
cost	NN	cost
as	IN	as
we	PP	we
can	MD	can
manage	VB	manage
.	SENT	.
So	RB	so
,	,	,
how	WRB	how
does	VBZ	do
one	PP	one
do	VBP	do
that	RB	that
?	SENT	?
This	DT	this
is	VBZ	be
a	DT	a
world	NN	world
in	IN	in
which	WDT	which
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
electricity	NN	electricity
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
money	NN	money
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
no	DT	no
medical	JJ	medical
competence	NN	competence
.	SENT	.
And	CC	and
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
spend	VB	spend
your	PP$	your
time	NN	time
in	IN	in
going	VBG	go
through	IN	through
the	DT	the
details	NNS	detail
,	,	,
but	CC	but
in	IN	in
the	DT	the
lower	JJR	low
right-hand	JJ	right-hand
corner	NN	corner
,	,	,
you	PP	you
see	VBP	see
an	DT	an
example	NN	example
of	IN	of
the	DT	the
kind	NN	kind
of	IN	of
thing	NN	thing
that	IN	that
we	PP	we
have	VBP	have
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
little	JJ	little
paper	NN	paper
chip	NN	chip
.	SENT	.
It	PP	it
has	VBZ	have
a	DT	a
few	JJ	few
things	NNS	thing
printed	VBN	print
on	IN	on
it	PP	it
using	VBG	use
the	DT	the
same	JJ	same
technology	NN	technology
that	IN	that
you	PP	you
use	VBP	use
for	IN	for
making	VBG	make
comic	JJ	comic
books	NNS	book
,	,	,
which	WDT	which
was	VBD	be
the	DT	the
inspiration	NN	inspiration
for	IN	for
this	DT	this
particular	JJ	particular
idea	NN	idea
.	SENT	.
And	CC	and
you	PP	you
put	VBD	put
a	DT	a
drop	NN	drop
,	,	,
in	IN	in
this	DT	this
case	NN	case
,	,	,
of	IN	of
urine	NN	urine
at	IN	at
the	DT	the
bottom	NN	bottom
.	SENT	.
It	PP	it
wicks	NNS	wick
its	PP$	its
way	NN	way
up	RP	up
into	IN	into
these	DT	these
little	JJ	little
branches	NNS	branch
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
no	DT	no
power	NN	power
required	VBD	require
.	SENT	.
It	PP	it
turns	VBZ	turn
colors	NNS	color
.	SENT	.
In	IN	in
this	DT	this
particular	JJ	particular
case	NN	case
,	,	,
you	PP	you
'	POS	'
re	NN	re
reading	NN	reading
kidney	NN	kidney
function	NN	function
.	SENT	.
And	CC	and
,	,	,
since	IN	since
the	DT	the
health	NN	health
care	NN	care
worker	NN	worker
of	IN	of
much	JJ	much
of	IN	of
this	DT	this
part	NN	part
of	IN	of
the	DT	the
world	NN	world
is	VBZ	be
an	DT	an
18	CD	@card@
year-old	JJ	year-old
with	IN	with
an	DT	an
AK-47	JJ	<unknown>
,	,	,
who	WP	who
happens	VBZ	happen
to	TO	to
be	VB	be
out	RP	out
of	IN	of
work	NN	work
and	CC	and
is	VBZ	be
willing	JJ	willing
to	TO	to
go	VB	go
around	RP	around
and	CC	and
do	VB	do
this	DT	this
sort	NN	sort
of	IN	of
thing	NN	thing
,	,	,
he	PP	he
can	MD	can
take	VB	take
a	DT	a
picture	NN	picture
of	IN	of
it	PP	it
with	IN	with
his	PP$	his
cellphone	NN	cellphone
,	,	,
send	VB	send
the	DT	the
picture	NN	picture
back	RB	back
to	TO	to
where	WRB	where
there	EX	there
is	VBZ	be
a	DT	a
doctor	NN	doctor
,	,	,
and	CC	and
the	DT	the
doctor	NN	doctor
can	MD	can
look	VB	look
at	IN	at
it	PP	it
.	SENT	.
So	RB	so
what	WP	what
you	PP	you
'	POS	'
ve	NN	ve
done	VBN	do
is	VBZ	be
to	TO	to
take	VB	take
a	DT	a
technology	NN	technology
,	,	,
which	WDT	which
is	VBZ	be
available	JJ	available
everywhere	RB	everywhere
,	,	,
make	VBP	make
a	DT	a
device	NN	device
,	,	,
which	WDT	which
is	VBZ	be
extremely	RB	extremely
cheap	JJ	cheap
,	,	,
and	CC	and
make	VB	make
it	PP	it
in	IN	in
such	PDT	such
a	DT	a
fashion	NN	fashion
that	IN	that
it	PP	it
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
reliable	JJ	reliable
.	SENT	.
If	IN	if
we	PP	we
can	MD	can
pull	VB	pull
this	DT	this
off	JJ	off
,	,	,
if	IN	if
we	PP	we
can	MD	can
build	VB	build
more	JJR	more
function	NN	function
,	,	,
it	PP	it
will	MD	will
be	VB	be
stackable	JJ	<unknown>
.	SENT	.
That	DT	that
is	VBZ	be
to	TO	to
say	VB	say
,	,	,
if	IN	if
we	PP	we
can	MD	can
make	VB	make
the	DT	the
basic	JJ	basic
technology	NN	technology
of	IN	of
one	CD	one
or	CC	or
two	CD	two
things	NNS	thing
work	VBP	work
,	,	,
it	PP	it
will	MD	will
be	VB	be
applicable	JJ	applicable
to	TO	to
a	DT	a
very	JJ	very
,	,	,
very	RB	very
large	JJ	large
variety	NN	variety
of	IN	of
human	JJ	human
conditions	NNS	condition
,	,	,
and	CC	and
hence	RB	hence
,	,	,
extendable	JJ	extendable
in	IN	in
both	DT	both
vertical	JJ	vertical
and	CC	and
horizontal	JJ	horizontal
directions	NNS	direction
.	SENT	.
Part	NN	part
of	IN	of
my	PP$	my
interest	NN	interest
in	IN	in
this	DT	this
,	,	,
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
,	,	,
is	VBZ	be
that	IN	that
I	PP	I
would	MD	would
like	VB	like
to	TO	to
—	:	-
how	WRB	how
do	VBP	do
I	PP	I
put	VB	put
this	DT	this
politely	RB	politely
?	SENT	?
—	:	-
change	VB	change
the	DT	the
way	NN	way
,	,	,
or	CC	or
maybe	RB	maybe
eviscerate	JJ	eviscerate
,	,	,
the	DT	the
capital	NN	capital
structure	NN	structure
of	IN	of
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
health	NN	health
care	NN	care
system	NN	system
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
is	VBZ	be
fundamentally	RB	fundamentally
broken	VBN	break
.	SENT	.
So	RB	so
,	,	,
let	VB	let
me	PP	me
close	VB	close
—	:	-
Let	VB	let
me	PP	me
close	VB	close
with	IN	with
my	PP$	my
two	CD	two
aphorisms	NNS	aphorism
.	SENT	.
One	CD	one
of	IN	of
them	PP	them
is	VBZ	be
from	IN	from
Mr	NP	Mr
.	SENT	.
Einstein	NP	Einstein
,	,	,
and	CC	and
he	PP	he
says	VBZ	say
,	,	,
"	``	"
Everything	NN	everything
should	MD	should
be	VB	be
made	VBN	make
as	RB	as
simple	JJ	simple
as	IN	as
possible	JJ	possible
,	,	,
but	CC	but
not	RB	not
simpler	JJR	simple
.	SENT	.
"	``	"
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
very	RB	very
good	JJ	good
way	NN	way
of	IN	of
thinking	VBG	think
about	IN	about
the	DT	the
problem	NN	problem
.	SENT	.
If	IN	if
you	PP	you
take	VBP	take
too	RB	too
much	RB	much
out	IN	out
of	IN	of
something	NN	something
that	RB	that
'	POS	'
s	NN	S
simple	NN	simple
,	,	,
you	PP	you
lose	VBP	lose
function	NN	function
.	SENT	.
You	PP	you
have	VBP	have
to	TO	to
have	VB	have
low	JJ	low
cost	NN	cost
,	,	,
but	CC	but
you	PP	you
also	RB	also
have	VBP	have
to	TO	to
have	VB	have
a	DT	a
function	NN	function
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
'	''	'
t	NN	t
make	VB	make
it	PP	it
too	RB	too
simple	JJ	simple
.	SENT	.
And	CC	and
the	DT	the
second	NN	second
is	VBZ	be
a	DT	a
design	NN	design
issue	NN	issue
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
directly	RB	directly
relevant	JJ	relevant
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
nice	JJ	nice
statement	NN	statement
.	SENT	.
This	DT	this
is	VBZ	be
by	IN	by
de	NP	de
Saint-Exupery	NP	<unknown>
.	SENT	.
And	CC	and
he	PP	he
says	VBZ	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
you	PP	you
'	''	'
ve	NNS	<unknown>
achieved	VBD	achieve
perfection	NN	perfection
in	IN	in
design	NN	design
,	,	,
not	RB	not
when	WRB	when
you	PP	you
have	VBP	have
nothing	NN	nothing
more	RBR	more
to	TO	to
add	VB	add
,	,	,
but	CC	but
when	WRB	when
you	PP	you
have	VBP	have
nothing	NN	nothing
more	RBR	more
to	TO	to
take	VB	take
away	RB	away
.	SENT	.
"	''	"
And	CC	and
that	IN	that
certainly	RB	certainly
is	VBZ	be
going	VBG	go
in	IN	in
the	DT	the
right	JJ	right
direction	NN	direction
.	SENT	.
So	RB	so
,	,	,
what	WP	what
I	PP	I
think	VBP	think
one	PP	one
can	MD	can
begin	VB	begin
to	TO	to
do	VB	do
with	IN	with
this	DT	this
kind	NN	kind
of	IN	of
cut	NN	cut
at	IN	at
the	DT	the
word	NN	word
simplicity	NN	simplicity
,	,	,
which	WDT	which
doesn	NP	<unknown>
'	POS	'
t	NN	t
cover	NN	cover
Brancusi	NP	Brancusi
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
answer	NN	answer
the	DT	the
question	NN	question
of	IN	of
why	WRB	why
Mondrian	NP	Mondrian
is	VBZ	be
better	JJR	good
or	CC	or
worse	JJR	bad
or	CC	or
simpler	JJR	simple
or	CC	or
less	RBR	less
simpler	JJR	simple
than	IN	than
Van	NP	Van
Gogh	NP	Gogh
,	,	,
and	CC	and
certainly	RB	certainly
doesn	NP	<unknown>
'	POS	'
t	NN	t
address	VB	address
the	DT	the
question	NN	question
of	IN	of
whether	IN	whether
Mozart	NP	Mozart
is	VBZ	be
simpler	JJR	simple
than	IN	than
Bach	NP	Bach
.	SENT	.
But	CC	but
it	PP	it
does	VBZ	do
make	VB	make
a	DT	a
point	NN	point
—	:	-
which	WDT	which
is	VBZ	be
one	CD	one
which	WDT	which
,	,	,
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
differentiates	VBZ	differentiate
the	DT	the
real	JJ	real
world	NN	world
of	IN	of
people	NNS	people
who	WP	who
make	VBP	make
things	NNS	thing
,	,	,
and	CC	and
the	DT	the
world	NN	world
of	IN	of
people	NNS	people
who	WP	who
think	VBP	think
about	IN	about
things	NNS	thing
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
there	EX	there
is	VBZ	be
an	DT	an
intellectual	JJ	intellectual
merit	NN	merit
to	TO	to
asking	VBG	ask
:	:	:
How	WRB	how
do	VBP	do
we	PP	we
make	VB	make
things	NNS	thing
as	IN	as
simple	JJ	simple
as	IN	as
we	PP	we
can	MD	can
,	,	,
as	RB	as
cheap	JJ	cheap
as	IN	as
we	PP	we
can	MD	can
,	,	,
as	RB	as
functional	JJ	functional
as	IN	as
we	PP	we
can	MD	can
and	CC	and
as	RB	as
freely	RB	freely
interconnectable	JJ	<unknown>
as	IN	as
we	PP	we
can	MD	can
?	SENT	?
If	IN	if
we	PP	we
make	VBP	make
that	DT	that
kind	NN	kind
of	IN	of
simplicity	NN	simplicity
in	IN	in
our	PP$	our
technology	NN	technology
and	CC	and
then	RB	then
give	VB	give
it	PP	it
to	TO	to
you	PP	you
guys	VBZ	guy
,	,	,
you	PP	you
can	MD	can
go	VB	go
off	RP	off
and	CC	and
do	VB	do
all	DT	all
kinds	NNS	kind
of	IN	of
fabulous	JJ	fabulous
things	NNS	thing
with	IN	with
it	PP	it
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Quick	JJ	quick
question	NN	question
.	SENT	.
So	RB	so
can	MD	can
you	PP	you
picture	VBP	picture
that	IN	that
a	DT	a
science	NN	science
of	IN	of
simplicity	NN	simplicity
might	MD	might
get	VB	get
to	TO	to
the	DT	the
point	NN	point
where	WRB	where
you	PP	you
could	MD	could
look	VB	look
out	RP	out
at	IN	at
various	JJ	various
systems	NNS	system
—	:	-
say	VBP	say
a	DT	a
financial	JJ	financial
system	NN	system
or	CC	or
a	DT	a
legal	JJ	legal
system	NN	system
,	,	,
health	NN	health
system	NN	system
—	:	-
and	CC	and
say	VBP	say
,	,	,
"	``	"
That	DT	that
has	VBZ	have
got	VBN	get
to	TO	to
the	DT	the
point	NN	point
of	IN	of
danger	NN	danger
or	CC	or
dysfunctionality	NN	dysfunctionality
for	IN	for
the	DT	the
following	VBG	follow
reasons	NNS	reason
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
how	WRB	how
we	PP	we
might	MD	might
simplify	VB	simplify
it	PP	it
"	''	"
?	SENT	?
George	NP	George
Whitesides	NP	Whitesides
:	:	:
Yes	UH	yes
,	,	,
I	PP	I
think	VBP	think
you	PP	you
could	MD	could
.	SENT	.
Because	IN	because
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
components	NNS	component
from	IN	from
which	WDT	which
the	DT	the
system	NN	system
is	VBZ	be
made	VBN	make
and	CC	and
examine	VB	examine
their	PP$	their
fragility	NN	fragility
,	,	,
or	CC	or
their	PP$	their
stability	NN	stability
,	,	,
you	PP	you
can	MD	can
probably	RB	probably
build	VB	build
a	DT	a
kind	NN	kind
of	IN	of
risk	NN	risk
assessment	NN	assessment
based	VBN	base
on	IN	on
that	DT	that
basis	NN	basis
.	SENT	.
CA	MD	ca
:	:	:
Have	VBP	have
you	PP	you
started	VBN	start
to	TO	to
do	VB	do
that	DT	that
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
with	IN	with
the	DT	the
health	NN	health
system	NN	system
,	,	,
you	PP	you
got	VBD	get
a	DT	a
sort	NN	sort
of	IN	of
radical	JJ	radical
solution	NN	solution
on	IN	on
the	DT	the
cost	NN	cost
side	NN	side
,	,	,
but	CC	but
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
system	NN	system
itself	PP	itself
?	SENT	?
GW	NP	GW
:	:	:
Well	UH	well
,	,	,
no	UH	no
.	SENT	.
How	WRB	how
do	VBP	do
I	PP	I
put	VBP	put
that	IN	that
simply	RB	simply
?	SENT	?
No	UH	no
.	SENT	.
CA	MD	ca
:	:	:
That	WDT	that
was	VBD	be
a	DT	a
simple	JJ	simple
