Well	RB	well
the	DT	the
answer	NN	answer
to	TO	to
a	DT	a
very	JJ	very
,	,	,
very	RB	very
serious	JJ	serious
concern	NN	concern
we	PP	we
have	VBP	have
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
around	IN	around
the	DT	the
world	NN	world
,	,	,
every	DT	every
single	JJ	single
day	NN	day
,	,	,
about	RB	about
1	CD	@card@
,	,	,
700	CD	@card@
people	NNS	people
die	VBP	die
because	IN	because
of	IN	of
antimicrobial-resistant	JJ	antimicrobial-resistant
infections	NNS	infection
.	SENT	.
Multiply	VB	multiply
that	IN	that
by	IN	by
365	CD	@card@
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
reaching	VBG	reach
the	DT	the
staggering	JJ	staggering
number	NN	number
of	IN	of
700	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
dead	RB	dead
every	DT	every
single	JJ	single
year	NN	year
because	IN	because
antibiotics	NNS	antibiotic
that	WDT	that
were	VBD	be
efficient	JJ	efficient
30	CD	@card@
,	,	,
20	CD	@card@
or	CC	or
10	CD	@card@
years	NNS	year
ago	RB	ago
are	VBP	be
not	RB	not
capable	JJ	capable
of	IN	of
killing	VBG	kill
very	RB	very
common	JJ	common
bugs	NNS	bug
.	SENT	.
The	DT	the
reality	NN	reality
is	VBZ	be
that	IN	that
the	DT	the
world	NN	world
is	VBZ	be
running	VBG	run
out	RP	out
of	IN	of
antibiotics	NNS	antibiotic
,	,	,
and	CC	and
the	DT	the
pharmaceutical	JJ	pharmaceutical
industry	NN	industry
does	VBZ	do
not	RB	not
have	VB	have
any	DT	any
answer	NN	answer
,	,	,
actually	RB	actually
,	,	,
any	DT	any
weapon	NN	weapon
to	TO	to
address	VB	address
that	DT	that
concern	NN	concern
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
30	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
you	PP	you
could	MD	could
consider	VB	consider
that	IN	that
10	CD	@card@
to	TO	to
15	CD	@card@
new	JJ	new
kinds	NNS	kind
of	IN	of
antibiotics	NNS	antibiotic
would	MD	would
hit	VB	hit
the	DT	the
market	NN	market
every	DT	every
couple	NN	couple
of	IN	of
years	NNS	year
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
how	WRB	how
many	JJ	many
of	IN	of
them	PP	them
hit	VBD	hit
the	DT	the
market	NN	market
in	IN	in
the	DT	the
past	JJ	past
five	CD	five
years	NNS	year
?	SENT	?
Two	CD	two
.	SENT	.
The	DT	the
reality	NN	reality
is	VBZ	be
that	IN	that
if	IN	if
we	PP	we
continue	VBP	continue
this	DT	this
way	NN	way
,	,	,
we	PP	we
are	VBP	be
a	DT	a
few	JJ	few
decades	NNS	decade
away	RB	away
from	IN	from
being	VBG	be
completely	RB	completely
helpless	JJ	helpless
in	IN	in
front	NN	front
of	IN	of
infections	NNS	infection
,	,	,
just	RB	just
like	IN	like
we	PP	we
were	VBD	be
before	IN	before
the	DT	the
discovery	NN	discovery
of	IN	of
penicillin	NN	penicillin
90	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
So	RB	so
you	PP	you
see	VBP	see
,	,	,
the	DT	the
reality	NN	reality
is	VBZ	be
that	IN	that
we	PP	we
are	VBP	be
at	IN	at
war	NN	war
against	IN	against
an	DT	an
invisible	JJ	invisible
enemy	NN	enemy
that	WDT	that
adapts	VBZ	adapt
and	CC	and
evolves	VBZ	evolve
a	DT	a
lot	NN	lot
quicker	RBR	quicker
than	IN	than
we	PP	we
do	VBP	do
.	SENT	.
And	CC	and
in	IN	in
that	DT	that
war	NN	war
,	,	,
this	DT	this
little	JJ	little
spider	NN	spider
might	MD	might
be	VB	be
one	CD	one
of	IN	of
our	PP$	our
greatest	JJS	great
secret	JJ	secret
weapons	NNS	weapon
.	SENT	.
Just	RB	just
a	DT	a
half	PDT	half
a	DT	a
millionth	NN	millionth
of	IN	of
a	DT	a
liter	NN	liter
of	IN	of
a	DT	a
venom	NN	venom
,	,	,
diluted	VBD	dilute
10	CD	@card@
,	,	,
000	CD	@card@
times	NNS	time
,	,	,
is	VBZ	be
still	RB	still
capable	JJ	capable
of	IN	of
killing	VBG	kill
most	RBS	most
bacteria	NNS	bacterium
that	WDT	that
are	VBP	be
resistant	JJ	resistant
to	TO	to
any	DT	any
other	JJ	other
kind	NN	kind
of	IN	of
antibiotics	NNS	antibiotic
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
absolutely	RB	absolutely
amazing	JJ	amazing
.	SENT	.
Every	DT	every
time	NN	time
I	PP	I
repeat	VBP	repeat
this	DT	this
experiment	NN	experiment
,	,	,
I	PP	I
just	RB	just
wonder	VBP	wonder
:	:	:
How	WRB	how
is	VBZ	be
that	IN	that
possible	JJ	possible
?	SENT	?
How	WRB	how
many	JJ	many
other	JJ	other
possibilities	NNS	possibility
and	CC	and
secrets	NNS	secret
do	VBP	do
the	DT	the
siblings	NNS	sibling
actually	RB	actually
have	VBP	have
?	SENT	?
What	WP	what
kind	NN	kind
of	IN	of
wonderful	JJ	wonderful
product	NN	product
can	MD	can
we	PP	we
really	RB	really
find	VBP	find
,	,	,
if	IN	if
we	PP	we
care	VBP	care
to	TO	to
look	VB	look
?	SENT	?
So	RB	so
when	WRB	when
people	NNS	people
ask	VBP	ask
me	PP	me
,	,	,
"	''	"
Are	VBP	be
bugs	NNS	bug
really	RB	really
the	DT	the
future	NN	future
of	IN	of
therapeutic	JJ	therapeutic
drugs	NNS	drug
?	SENT	?
"	``	"
my	PP$	my
answer	NN	answer
is	VBZ	be
,	,	,
"	``	"
Well	UH	well
,	,	,
I	PP	I
really	RB	really
believe	VBP	believe
that	IN	that
they	PP	they
do	VBP	do
hold	VB	hold
some	DT	some
key	JJ	key
answers	NNS	answer
.	SENT	.
"	``	"
And	CC	and
we	PP	we
need	VBP	need
to	TO	to
really	RB	really
give	VB	give
ourselves	PP	ourselves
the	DT	the
means	VBZ	mean
to	TO	to
investigate	VB	investigate
them	PP	them
.	SENT	.
So	RB	so
when	WRB	when
you	PP	you
head	VBP	head
back	RB	back
home	RB	home
later	RBR	later
tonight	RB	tonight
,	,	,
and	CC	and
you	PP	you
see	VBP	see
that	DT	that
spider	NN	spider
in	IN	in
the	DT	the
corner	NN	corner
of	IN	of
your	PP$	your
room	NN	room
.	SENT	.
.	SENT	.
.	SENT	.
don	NN	don
'	POS	'
t	NN	t
squash	NN	squash
it	PP	it
.	SENT	.
Just	RB	just
look	VB	look
at	IN	at
it	PP	it
,	,	,
admire	VB	admire
it	PP	it
and	CC	and
remember	VBP	remember
that	IN	that
it	PP	it
is	VBZ	be
an	DT	an
absolutely	RB	absolutely
fantastic	JJ	fantastic
creature	NN	creature
,	,	,
a	DT	a
pure	JJ	pure
product	NN	product
of	IN	of
evolution	NN	evolution
,	,	,
and	CC	and
that	IN	that
maybe	RB	maybe
that	DT	that
very	JJ	very
spider	NN	spider
,	,	,
one	CD	one
day	NN	day
,	,	,
will	MD	will
hold	VB	hold
the	DT	the
answer	NN	answer
,	,	,
will	MD	will
hold	VB	hold
the	DT	the
key	NN	key
to	TO	to
your	PP$	your
very	RB	very
own	JJ	own
survival	NN	survival
.	SENT	.
You	PP	you
see	VBP	see
,	,	,
she	PP	she
'	POS	'
s	NN	S
not	RB	not
so	RB	so
insignificant	JJ	insignificant
anymore	RB	anymore
now	RB	now
,	,	,
is	VBZ	be
she	PP	she
?	SENT	?
Thank	VB	thank
you	PP	you
.	SENT	.
