Everyone	NN	everyone
our	PP$	our
students	NNS	student
get	VBP	get
a	DT	a
great	JJ	great
education	NN	education
,	,	,
find	VBP	find
a	DT	a
career	NN	career
that	RB	that
'	POS	'
s	NN	S
fulfilling	VBG	fulfill
and	CC	and
rewarding	VBG	reward
,	,	,
and	CC	and
have	VB	have
a	DT	a
chance	NN	chance
to	TO	to
live	VB	live
out	RP	out
their	PP$	their
dreams	NNS	dream
.	SENT	.
This	DT	this
wouldn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
make	VB	make
us	PP	us
a	DT	a
more	RBR	more
successful	JJ	successful
country	NN	country
.	SENT	.
It	PP	it
would	MD	would
also	RB	also
make	VB	make
us	PP	us
a	DT	a
more	RBR	more
fair	JJ	fair
and	CC	and
just	RB	just
one	CD	one
,	,	,
too	RB	too
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
excited	VBN	excite
about	IN	about
the	DT	the
opportunity	NN	opportunity
to	TO	to
give	VB	give
all	PDT	all
our	PP$	our
teachers	NNS	teacher
the	DT	the
support	NN	support
they	PP	they
want	VBP	want
and	CC	and
deserve	VBP	deserve
.	SENT	.
I	PP	I
hope	VBP	hope
you	PP	you
are	VBP	be
too	RB	too
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
