By	IN	by
is	VBZ	be
a	DT	a
company	NN	company
that	RB	that
'	POS	'
s	NN	S
actually	RB	actually
using	VBG	use
his	PP$	his
machine	NN	machine
to	TO	to
cut	VB	cut
sheet	NN	sheet
metal	NN	metal
for	IN	for
Isuzu	NP	Isuzu
truck	NN	truck
fabrication	NN	fabrication
in	IN	in
Nairobi	NP	Nairobi
,	,	,
which	WDT	which
is	VBZ	be
being	VBG	be
done	VBN	do
by	IN	by
General	NP	General
Motors	NPS	Motors
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
really	RB	really
proud	JJ	proud
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
say	VB	say
that	IN	that
we	PP	we
have	VBP	have
an	DT	an
original	JJ	original
equipment	NN	equipment
manufacturer	NN	manufacturer
in	IN	in
Nairobi	NP	Nairobi
that	WDT	that
'	POS	'
s	NN	S
provided	VBD	provide
what	WP	what
'	POS	'
s	NN	S
effectively	RB	effectively
an	DT	an
industrial	JJ	industrial
robot	NN	robot
to	TO	to
supply	VB	supply
parts	NNS	part
for	IN	for
General	NP	General
Motors	NPS	Motors
.	SENT	.
Now	RB	now
this	DT	this
is	VBZ	be
really	RB	really
important	JJ	important
—	:	-
and	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
because	IN	because
the	DT	the
population	NN	population
growth	NN	growth
being	VBG	be
what	WP	what
it	PP	it
is	VBZ	be
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
very	RB	very
large	JJ	large
companies	NNS	company
are	VBP	be
looking	VBG	look
very	RB	very
closely	RB	closely
at	IN	at
the	DT	the
market	NN	market
that	RB	that
'	POS	'
s	NNS	<unknown>
developing	VBG	develop
in	IN	in
Africa	NP	Africa
.	SENT	.
So	RB	so
in	IN	in
Kenya	NP	Kenya
right	RB	right
now	RB	now
,	,	,
we	PP	we
have	VBP	have
Volkswagen	NN	Volkswagen
,	,	,
Peugeot	NP	Peugeot
,	,	,
Renault	NP	Renault
,	,	,
we	PP	we
have	VBP	have
Mercedes	NNS	Mercede
doing	VBG	do
lorries	NNS	lorry
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
also	RB	also
got	VBD	get
Toyota	NP	Toyota
,	,	,
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
there	RB	there
a	DT	a
long	JJ	long
time	NN	time
.	SENT	.
And	CC	and
these	DT	these
are	VBP	be
all	DT	all
manufacturers	NNS	manufacturer
planning	VBG	plan
to	TO	to
assemble	VB	assemble
vehicles	NNS	vehicle
and	CC	and
in	IN	in
the	DT	the
future	NN	future
,	,	,
to	TO	to
manufacture	VB	manufacture
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
Many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
planning	VBG	plan
to	TO	to
train	VB	train
lots	NNS	lot
of	IN	of
people	NNS	people
that	IN	that
they	PP	they
'	POS	'
d	NN	d
hire	NN	hire
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
for	IN	for
the	DT	the
economy	NN	economy
,	,	,
but	CC	but
when	WRB	when
the	DT	the
magic	NN	magic
really	RB	really
happens	VBZ	happen
,	,	,
when	WRB	when
these	DT	these
companies	NNS	company
begin	VBP	begin
to	TO	to
buy	VB	buy
their	PP$	their
parts	NNS	part
for	IN	for
the	DT	the
vehicles	NNS	vehicle
from	IN	from
local	JJ	local
companies	NNS	company
,	,	,
so	IN	so
supply	NN	supply
chain	NN	chain
development	NN	development
is	VBZ	be
something	NN	something
that	RB	that
'	POS	'
s	NN	S
very	RB	very
important	JJ	important
for	IN	for
us	PP	us
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
pivot	VB	pivot
and	CC	and
to	TO	to
have	VB	have
very	RB	very
productive	JJ	productive
economies	NNS	economy
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	JJ	<unknown>
something	NN	something
we	PP	we
'	POS	'
re	NN	re
focused	VBD	focus
on	IN	on
at	IN	at
our	PP$	our
space	NN	space
.	SENT	.
This	DT	this
other	JJ	other
image	NN	image
shows	VBZ	show
another	DT	another
class	NN	class
of	IN	of
customer	NN	customer
that	IN	that
he	PP	he
has	VBZ	have
.	SENT	.
On	IN	on
the	DT	the
top	JJ	top
left	NN	left
,	,	,
you	PP	you
have	VBP	have
these	DT	these
people	NNS	people
who	WP	who
are	VBP	be
actually	RB	actually
using	VBG	use
very	RB	very
crude	JJ	crude
tools	NNS	tool
to	TO	to
work	VB	work
metal	NN	metal
and	CC	and
wood	NN	wood
.	SENT	.
And	CC	and
Kenya	NP	Kenya
has	VBZ	have
a	DT	a
population	NN	population
of	IN	of
about	RB	about
44	CD	@card@
million	CD	million
people	NNS	people
.	SENT	.
The	DT	the
work	NN	work
force	NN	force
is	VBZ	be
about	RB	about
13	CD	@card@
million	CD	million
,	,	,
and	CC	and
about	RB	about
80	CD	@card@
to	TO	to
90	CD	@card@
percent	NN	percent
of	IN	of
those	DT	those
are	VBP	be
in	IN	in
the	DT	the
informal	JJ	informal
sector	NN	sector
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
in	IN	in
the	DT	the
image	NN	image
at	IN	at
the	DT	the
top	NN	top
left	VBN	leave
over	IN	over
there	EX	there
is	VBZ	be
very	RB	very
typical	JJ	typical
of	IN	of
semi-skilled	JJ	semi-skilled
artisans	NNS	artisan
who	WP	who
are	VBP	be
making	VBG	make
products	NNS	product
for	IN	for
the	DT	the
marketplace	NN	marketplace
that	WDT	that
are	VBP	be
really	RB	really
crude	JJ	crude
.	SENT	.
Their	PP$	their
production	NN	production
rate	NN	rate
is	VBZ	be
very	RB	very
slow	JJ	slow
.	SENT	.
The	DT	the
quality	NN	quality
of	IN	of
the	DT	the
product	NN	product
isn	NN	isn
'	POS	'
t	NN	t
high	NN	high
.	SENT	.
And	CC	and
so	IN	so
we	PP	we
'	POS	'
ve	NN	ve
teamed	VBD	team
Wachira	NP	<unknown>
up	RB	up
with	IN	with
a	DT	a
bank	NN	bank
,	,	,
and	CC	and
the	DT	the
bank	NN	bank
is	VBZ	be
paying	VBG	pay
him	PP	him
to	TO	to
train	VB	train
people	NNS	people
from	IN	from
this	DT	this
sector	NN	sector
on	IN	on
how	WRB	how
to	TO	to
use	VB	use
this	DT	this
industrial	JJ	industrial
robot	NN	robot
.	SENT	.
And	CC	and
the	DT	the
result	NN	result
is	VBZ	be
that	IN	that
some	DT	some
of	IN	of
them	PP	them
are	VBP	be
going	VBG	go
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
get	VB	get
loans	NNS	loan
to	TO	to
buy	VB	buy
the	DT	the
machine	NN	machine
for	IN	for
themselves	PP	themselves
.	SENT	.
Others	NNS	other
will	MD	will
be	VB	be
able	JJ	able
to	TO	to
go	VB	go
to	TO	to
centers	NNS	center
where	WRB	where
they	PP	they
can	MD	can
carry	VB	carry
their	PP$	their
material	NN	material
,	,	,
get	VB	get
the	DT	the
design	NN	design
done	VBN	do
,	,	,
and	CC	and
take	VB	take
the	DT	the
materials	NNS	material
back	RB	back
that	WDT	that
have	VBP	have
been	VBN	be
made	VBN	make
really	RB	really
,	,	,
really	RB	really
fast	RB	fast
and	CC	and
assemble	VB	assemble
them	PP	them
in	IN	in
their	PP$	their
own	JJ	own
spaces	NNS	space
.	SENT	.
So	IN	so
somebody	NN	somebody
making	VBG	make
a	DT	a
gate	NN	gate
,	,	,
for	IN	for
example	NN	example
,	,	,
out	RB	out
of	IN	of
metal	NN	metal
,	,	,
may	MD	may
take	VB	take
a	DT	a
week	NN	week
to	TO	to
make	VB	make
just	RB	just
one	CD	one
gate	NN	gate
,	,	,
but	CC	but
with	IN	with
this	DT	this
machine	NN	machine
,	,	,
they	PP	they
might	MD	might
make	VB	make
10	CD	@card@
in	IN	in
a	DT	a
day	NN	day
.	SENT	.
So	IN	so
the	DT	the
productivity	NN	productivity
of	IN	of
a	DT	a
large	JJ	large
swathe	NN	swathe
of	IN	of
our	PP$	our
population	NN	population
should	MD	should
be	VB	be
able	JJ	able
to	TO	to
jump	VB	jump
by	IN	by
a	DT	a
quantum	NN	quantum
amount	NN	amount
,	,	,
quite	RB	quite
significantly	RB	significantly
,	,	,
because	IN	because
of	IN	of
this	DT	this
kind	NN	kind
of	IN	of
machine	NN	machine
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
,	,	,
so	RB	so
this	DT	this
is	VBZ	be
really	RB	really
very	RB	very
exciting	JJ	exciting
.	SENT	.
This	DT	this
is	VBZ	be
another	DT	another
person	NN	person
who	WP	who
uses	VBZ	use
our	PP$	our
space	NN	space
.	SENT	.
Her	PP$	her
name	NN	name
is	VBZ	be
Esther	NP	Esther
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
in	IN	in
her	PP$	her
mid-20s	NNS	<unknown>
,	,	,
and	CC	and
she	PP	she
came	VBD	come
in	IN	in
very	RB	very
passionate	JJ	passionate
about	IN	about
a	DT	a
problem	NN	problem
that	IN	that
she	PP	she
explained	VBD	explain
.	SENT	.
She	PP	she
said	VBD	say
that	IN	that
schools	NNS	school
days	NNS	day
are	VBP	be
missed	VBN	miss
every	DT	every
month	NN	month
by	IN	by
young	JJ	young
girls	NNS	girl
because	IN	because
of	IN	of
their	PP$	their
menstrual	JJ	menstrual
cycle	NN	cycle
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
not	RB	not
able	JJ	able
to	TO	to
buy	VB	buy
a	DT	a
sanitary	JJ	sanitary
towel	NN	towel
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
that	IN	that
she	PP	she
described	VBD	describe
was	VBD	be
that	IN	that
the	DT	the
manufacturers	NNS	manufacturer
packaged	VBN	package
these	DT	these
in	IN	in
bundles	NNS	bundle
of	IN	of
seven	CD	seven
to	TO	to
10	CD	@card@
,	,	,
and	CC	and
breaking	VBG	break
it	PP	it
down	RB	down
is	VBZ	be
unhygienic	JJ	unhygienic
at	IN	at
the	DT	the
retail	JJ	retail
level	NN	level
,	,	,
and	CC	and
packaging	VBG	package
each	DT	each
one	CD	one
of	IN	of
them	PP	them
is	VBZ	be
too	RB	too
expensive	JJ	expensive
.	SENT	.
So	RB	so
she	PP	she
thought	VBD	think
up	RP	up
an	DT	an
idea	NN	idea
,	,	,
which	WDT	which
is	VBZ	be
brilliant	JJ	brilliant
,	,	,
and	CC	and
simple	JJ	simple
.	SENT	.
Why	WRB	why
don	NN	don
'	POS	'
t	NN	t
we	PP	we
just	RB	just
use	VBP	use
vending	VBG	vend
machines	NNS	machine
?	SENT	?
And	CC	and
she	PP	she
,	,	,
in	IN	in
a	DT	a
very	RB	very
clean	JJ	clean
environment	NN	environment
,	,	,
can	MD	can
break	VB	break
down	RP	down
the	DT	the
bundles	NNS	bundle
and	CC	and
fill	VB	fill
up	RP	up
the	DT	the
vending	VBG	vend
machines	NNS	machine
,	,	,
and	CC	and
then	RB	then
girls	NNS	girl
can	MD	can
buy	VB	buy
these	DT	these
sanitary	JJ	sanitary
towels	NNS	towel
in	IN	in
the	DT	the
privacy	NN	privacy
of	IN	of
a	DT	a
toilet	NN	toilet
,	,	,
in	IN	in
a	DT	a
public	JJ	public
space	NN	space
,	,	,
in	IN	in
a	DT	a
school	NN	school
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
She	PP	she
was	VBD	be
able	JJ	able
to	TO	to
pilot	VB	pilot
this	DT	this
and	CC	and
it	PP	it
worked	VBD	work
really	RB	really
very	RB	very
well	RB	well
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
sort	VB	sort
of	IN	of
get	VB	get
the	DT	the
bugs	NNS	bug
out	RB	out
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
So	IN	so
the	DT	the
significance	NN	significance
here	RB	here
is	VBZ	be
that	IN	that
the	DT	the
piloting	NN	piloting
process	NN	process
is	VBZ	be
possible	JJ	possible
.	SENT	.
She	NN	she
'	POS	'
s	NN	S
not	RB	not
an	DT	an
engineer	NN	engineer
.	SENT	.
She	PP	she
was	VBD	be
able	JJ	able
to	TO	to
engage	VB	engage
people	NNS	people
in	IN	in
our	PP$	our
space	NN	space
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
help	VB	help
her	PP	her
to	TO	to
do	VB	do
this	DT	this
,	,	,
and	CC	and
she	PP	she
'	POS	'
s	NNS	<unknown>
off	RP	off
and	CC	and
running	VBG	run
now	RB	now
with	IN	with
a	DT	a
business	NN	business
accelerator	NN	accelerator
,	,	,
so	RB	so
we	PP	we
expect	VBP	expect
to	TO	to
see	VB	see
great	JJ	great
results	NNS	result
.	SENT	.
In	IN	in
this	DT	this
image	NN	image
you	PP	you
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
—	:	-
the	DT	the
result	NN	result
of	IN	of
a	DT	a
master	NN	master
'	POS	'
s	NN	S
project	NN	project
that	WDT	that
was	VBD	be
done	VBN	do
at	IN	at
University	NP	University
of	IN	of
Nairobi	NP	Nairobi
by	IN	by
Tony	NP	Tony
Nyagah	NP	<unknown>
,	,	,
an	DT	an
engineering	NN	engineering
student	NN	student
,	,	,
and	CC	and
he	PP	he
just	RB	just
integrated	VBD	integrate
a	DT	a
solar	JJ	solar
cell	NN	cell
into	IN	into
a	DT	a
roof	NN	roof
tile	NN	tile
and	CC	and
decided	VBD	decide
to	TO	to
make	VB	make
it	PP	it
a	DT	a
business	NN	business
.	SENT	.
He	PP	he
joined	VBD	join
up	RP	up
with	IN	with
his	PP$	his
sister	NN	sister
who	WP	who
is	VBZ	be
an	DT	an
architect	NN	architect
,	,	,
and	CC	and
they	PP	they
have	VBP	have
this	DT	this
business	NN	business
,	,	,
and	CC	and
they	PP	they
present	VBP	present
the	DT	the
roof	NN	roof
tile	NN	tile
to	TO	to
a	DT	a
person	NN	person
who	WP	who
is	VBZ	be
doing	VBG	do
development	NN	development
and	CC	and
say	VB	say
,	,	,
"	``	"
You	PP	you
can	MD	can
buy	VB	buy
it	PP	it
for	IN	for
the	DT	the
cost	NN	cost
of	IN	of
just	RB	just
the	DT	the
roof	NN	roof
tile	NN	tile
without	IN	without
the	DT	the
solar	JJ	solar
.	SENT	.
"	``	"
So	IN	so
they	PP	they
'	POS	'
re	NN	re
giving	VBG	give
it	PP	it
at	IN	at
a	DT	a
discount	NN	discount
,	,	,
and	CC	and
then	RB	then
they	PP	they
'	POS	'
ll	NNS	<unknown>
build	VBP	build
them	PP	them
using	VBG	use
the	DT	the
internet	NN	Internet
of	IN	of
things	NNS	thing
over	IN	over
time	NN	time
,	,	,
they	PP	they
'	POS	'
ll	JJ	<unknown>
pay	NN	pay
about	IN	about
a	DT	a
third	JJ	third
of	IN	of
the	DT	the
utility	NN	utility
charges	NNS	charge
for	IN	for
the	DT	the
electricity	NN	electricity
and	CC	and
they	PP	they
can	MD	can
sell	VB	sell
the	DT	the
excess	NN	excess
back	RB	back
to	TO	to
the	DT	the
grid	NN	grid
.	SENT	.
And	CC	and
so	IN	so
they	PP	they
'	POS	'
ll	NNS	<unknown>
make	VBP	make
their	PP$	their
money	NN	money
over	IN	over
time	NN	time
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
do	VB	do
quite	PDT	quite
a	DT	a
few	JJ	few
installments	NNS	installment
.	SENT	.
We	PP	we
were	VBD	be
very	RB	very
proud	JJ	proud
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
show	VB	show
this	DT	this
to	TO	to
somebody	NN	somebody
kind	NN	kind
of	IN	of
famous	JJ	famous
,	,	,
as	IN	as
you	PP	you
can	MD	can
see	VB	see
there	RB	there
,	,	,
and	CC	and
this	DT	this
other	JJ	other
famous	JJ	famous
guy	NN	guy
actually	RB	actually
presented	VBD	present
the	DT	the
same	JJ	same
idea	NN	idea
,	,	,
but	CC	but
as	RB	as
far	RB	far
as	IN	as
we	PP	we
'	POS	'
re	NN	re
concerned	JJ	concerned
,	,	,
if	IN	if
it	PP	it
was	VBD	be
after	IN	after
us	PP	us
,	,	,
so	RB	so
—	:	-
So	RB	so
in	IN	in
closing	NN	closing
,	,	,
going	VBG	go
forward	RB	forward
,	,	,
of	IN	of
course	NN	course
being	VBG	be
able	JJ	able
to	TO	to
prototype	NN	prototype
and	CC	and
do	VB	do
low	JJ	low
manufacturing	NN	manufacturing
in	IN	in
this	DT	this
kind	NN	kind
of	IN	of
a	DT	a
setting	NN	setting
is	VBZ	be
very	RB	very
important	JJ	important
for	IN	for
the	DT	the
industrialization	NN	industrialization
process	NN	process
,	,	,
but	CC	but
we	PP	we
'	POS	'
re	NN	re
also	RB	also
taking	VBG	take
advantage	NN	advantage
of	IN	of
a	DT	a
lot	NN	lot
of	IN	of
new	JJ	new
ways	NNS	way
of	IN	of
doing	VBG	do
things	NNS	thing
:	:	:
the	DT	the
open	JJ	open
source	NN	source
movement	NN	movement
,	,	,
distributive	JJ	distributive
manufacturing	NN	manufacturing
,	,	,
circular	JJ	circular
production	NN	production
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
all	RB	all
very	RB	very
important	JJ	important
for	IN	for
not	RB	not
just	RB	just
industrializing	VBG	industrialize
and	CC	and
being	VBG	be
able	JJ	able
to	TO	to
meet	VB	meet
people	NNS	people
'	POS	'
s	NN	S
needs	NNS	need
,	,	,
but	CC	but
also	RB	also
making	VBG	make
sure	JJ	sure
that	IN	that
the	DT	the
environment	NN	environment
is	VBZ	be
taken	VBN	take
care	NN	care
of	IN	of
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
also	RB	also
really	RB	really
interested	JJ	interested
in	IN	in
culture	NN	culture
.	SENT	.
We	PP	we
have	VBP	have
lots	NNS	lot
of	IN	of
discussions	NNS	discussion
in	IN	in
our	PP$	our
space	NN	space
around	IN	around
who	WP	who
we	PP	we
were	VBD	be
as	IN	as
Africans	NNS	African
,	,	,
who	WP	who
we	PP	we
are	VBP	be
today	NN	today
,	,	,
and	CC	and
who	WP	who
we	PP	we
want	VBP	want
to	TO	to
be	VB	be
vis-�	JJ	<unknown>
-vis	NN	<unknown>
things	NNS	thing
like	IN	like
consumerism	NN	consumerism
and	CC	and
ethnicity	NN	ethnicity
and	CC	and
corruption	NN	corruption
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
So	RB	so
we	PP	we
see	VBP	see
ourselves	PP	ourselves
as	IN	as
providing	VBG	provide
,	,	,
adding	VBG	add
value	NN	value
to	TO	to
people	NNS	people
by	IN	by
teaching	VBG	teach
them	PP	them
to	TO	to
add	VB	add
value	NN	value
to	TO	to
things	NNS	thing
or	CC	or
materials	NNS	material
so	RB	so
that	IN	that
they	PP	they
can	MD	can
build	VB	build
things	NNS	thing
that	DT	that
matter	NN	matter
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
your	PP$	your
attention	NN	attention
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
