Six	CD	six
luckily	RB	luckily
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
.	SENT	.
But	CC	but
Coney	NP	Coney
Island	NP	Island
Creek	NP	Creek
,	,	,
94	CD	@card@
percent	NN	percent
of	IN	of
samples	NNS	sample
taken	VBN	take
over	IN	over
the	DT	the
last	JJ	last
five	CD	five
years	NNS	year
have	VBP	have
had	VBN	have
fecal	JJ	fecal
levels	NNS	level
so	RB	so
high	JJ	high
that	IN	that
it	PP	it
would	MD	would
be	VB	be
against	IN	against
state	NN	state
law	NN	law
to	TO	to
swim	VB	swim
in	IN	in
the	DT	the
water	NN	water
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
kind	NN	kind
of	IN	of
fact	NN	fact
that	IN	that
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
see	VB	see
boasted	VBN	boast
in	IN	in
a	DT	a
city	NN	city
report	NN	report
,	,	,
right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
not	RB	not
going	VBG	go
to	TO	to
be	VB	be
the	DT	the
front	JJ	front
page	NN	page
on	IN	on
nyc	NN	nyc
.	SENT	.
gov	NP	Gov
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
not	RB	not
going	VBG	go
to	TO	to
see	VB	see
it	PP	it
there	RB	there
,	,	,
but	CC	but
the	DT	the
fact	NN	fact
that	IN	that
we	PP	we
can	MD	can
get	VB	get
to	TO	to
that	DT	that
data	NN	data
is	VBZ	be
awesome	JJ	awesome
.	SENT	.
But	CC	but
once	RB	once
again	RB	again
,	,	,
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
super	NN	super
easy	JJ	easy
,	,	,
because	IN	because
this	DT	this
data	NNS	datum
was	VBD	be
not	RB	not
on	IN	on
the	DT	the
open	JJ	open
data	NN	data
portal	NN	portal
.	SENT	.
If	IN	if
you	PP	you
were	VBD	be
to	TO	to
go	VB	go
to	TO	to
the	DT	the
open	JJ	open
data	NN	data
portal	NN	portal
,	,	,
you	PP	you
'	POS	'
d	NN	d
see	VBP	see
just	RB	just
a	DT	a
snippet	NN	snippet
of	IN	of
it	PP	it
,	,	,
a	DT	a
year	NN	year
or	CC	or
a	DT	a
few	JJ	few
months	NNS	month
.	SENT	.
It	PP	it
was	VBD	be
actually	RB	actually
on	IN	on
the	DT	the
Department	NP	Department
of	IN	of
Environmental	NP	Environmental
Protection	NP	Protection
'	POS	'
s	NN	S
website	NN	website
.	SENT	.
And	CC	and
each	DT	each
one	CD	one
of	IN	of
these	DT	these
links	NNS	link
is	VBZ	be
an	DT	an
Excel	NP	Excel
sheet	NN	sheet
,	,	,
and	CC	and
each	DT	each
Excel	NP	Excel
sheet	NN	sheet
is	VBZ	be
different	JJ	different
.	SENT	.
Every	DT	every
heading	NN	heading
is	VBZ	be
different	JJ	different
:	:	:
you	PP	you
copy	VBP	copy
,	,	,
paste	VB	paste
,	,	,
reorganize	VB	reorganize
.	SENT	.
When	WRB	when
you	PP	you
do	VBP	do
you	PP	you
can	MD	can
make	VB	make
maps	NNS	map
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
great	JJ	great
,	,	,
but	CC	but
once	RB	once
again	RB	again
,	,	,
we	PP	we
can	MD	can
do	VB	do
better	JJR	good
than	IN	than
that	DT	that
as	IN	as
a	DT	a
city	NN	city
,	,	,
we	PP	we
can	MD	can
normalize	VB	normalize
things	NNS	thing
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
getting	VBG	get
there	RB	there
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
website	NN	website
that	IN	that
Socrata	NP	<unknown>
makes	NNS	make
called	VBD	call
the	DT	the
Open	NP	Open
Data	NP	Data
Portal	NP	Portal
NYC	NP	NYC
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
1	CD	@card@
,	,	,
100	CD	@card@
data	NNS	datum
sets	VBZ	set
that	DT	that
don	NN	don
'	POS	'
t	NN	t
suffer	VBP	suffer
from	IN	from
the	DT	the
things	NNS	thing
I	PP	I
just	RB	just
told	VBD	tell
you	PP	you
live	VBP	live
,	,	,
and	CC	and
that	IN	that
number	NN	number
is	VBZ	be
growing	VBG	grow
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
great	JJ	great
.	SENT	.
You	PP	you
can	MD	can
download	VB	<unknown>
data	NNS	datum
in	IN	in
any	DT	any
format	NN	format
,	,	,
be	VB	be
it	PP	it
CSV	NP	<unknown>
or	CC	or
PDF	NP	PDF
or	CC	or
Excel	NP	Excel
document	NN	document
.	SENT	.
Whatever	WDT	whatever
you	PP	you
want	VBP	want
,	,	,
you	PP	you
can	MD	can
download	VB	<unknown>
the	DT	the
data	NNS	datum
that	DT	that
way	NN	way
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
once	RB	once
you	PP	you
do	VBP	do
,	,	,
you	PP	you
will	MD	will
find	VB	find
that	IN	that
each	DT	each
agency	NN	agency
codes	VBZ	code
their	PP$	their
addresses	NNS	address
differently	RB	differently
.	SENT	.
So	RB	so
one	PP	one
is	VBZ	be
street	NN	street
name	NN	name
,	,	,
intersection	NN	intersection
street	NN	street
,	,	,
street	NN	street
,	,	,
borough	NN	borough
,	,	,
address	NN	address
,	,	,
building	NN	building
,	,	,
building	VBG	build
address	NN	address
.	SENT	.
So	RB	so
once	RB	once
again	RB	again
,	,	,
you	PP	you
'	POS	'
re	NN	re
spending	NN	spending
time	NN	time
,	,	,
even	RB	even
when	WRB	when
we	PP	we
have	VBP	have
this	DT	this
portal	NN	portal
,	,	,
you	PP	you
'	POS	'
re	NN	re
spending	NN	spending
time	NN	time
normalizing	VBG	normalize
our	PP$	our
address	NN	address
fields	NNS	field
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
the	DT	the
best	JJS	good
use	NN	use
of	IN	of
our	PP$	our
citizens	NNS	citizen
'	POS	'
time	NN	time
.	SENT	.
We	PP	we
can	MD	can
do	VB	do
better	JJR	good
than	IN	than
that	DT	that
as	IN	as
a	DT	a
city	NN	city
.	SENT	.
We	PP	we
can	MD	can
standardize	VB	standardize
our	PP$	our
addresses	NNS	address
,	,	,
and	CC	and
if	IN	if
we	PP	we
do	VBP	do
,	,	,
we	PP	we
can	MD	can
get	VB	get
more	JJR	more
maps	NNS	map
like	IN	like
this	DT	this
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
map	NN	map
of	IN	of
fire	NN	fire
hydrants	NNS	hydrant
in	IN	in
New	NP	New
York	NP	York
City	NP	City
,	,	,
but	CC	but
not	RB	not
just	RB	just
any	DT	any
fire	NN	fire
hydrants	NNS	hydrant
.	SENT	.
These	DT	these
are	VBP	be
the	DT	the
top	JJ	top
250	CD	@card@
grossing	VBG	gross
fire	NN	fire
hydrants	NNS	hydrant
in	IN	in
terms	NNS	term
of	IN	of
parking	NN	parking
tickets	NNS	ticket
.	SENT	.
So	RB	so
I	PP	I
learned	VBD	learn
a	DT	a
few	JJ	few
things	NNS	thing
from	IN	from
this	DT	this
map	NN	map
,	,	,
and	CC	and
I	PP	I
really	RB	really
like	VBP	like
this	DT	this
map	NN	map
.	SENT	.
Number	NN	number
one	CD	one
,	,	,
just	RB	just
don	NN	don
'	POS	'
t	NN	t
park	NN	park
on	IN	on
the	DT	the
Upper	NP	Upper
East	NP	East
Side	NP	Side
.	SENT	.
Just	RB	just
don	NN	don
'	POS	'
t	NN	t
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
where	WRB	where
you	PP	you
park	VBP	park
,	,	,
you	PP	you
will	MD	will
get	VB	get
a	DT	a
hydrant	NN	hydrant
ticket	NN	ticket
.	SENT	.
Number	NN	number
two	CD	two
,	,	,
I	PP	I
found	VBD	find
the	DT	the
two	CD	two
highest	JJS	high
grossing	VBG	gross
hydrants	NNS	hydrant
in	IN	in
all	DT	all
of	IN	of
New	NP	New
York	NP	York
City	NP	City
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
on	IN	on
the	DT	the
Lower	JJR	low
East	NP	East
Side	NP	Side
,	,	,
and	CC	and
they	PP	they
were	VBD	be
bringing	VBG	bring
in	IN	in
over	IN	over
55	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
a	DT	a
year	NN	year
in	IN	in
parking	NN	parking
tickets	NNS	ticket
.	SENT	.
And	CC	and
that	WDT	that
seemed	VBD	seem
a	DT	a
little	RB	little
strange	JJ	strange
to	TO	to
me	PP	me
when	WRB	when
I	PP	I
noticed	VBD	notice
it	PP	it
,	,	,
so	RB	so
I	PP	I
did	VBD	do
a	DT	a
little	JJ	little
digging	NN	digging
and	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
what	WP	what
you	PP	you
had	VBD	have
is	VBZ	be
a	DT	a
hydrant	NN	hydrant
and	CC	and
then	RB	then
something	NN	something
called	VBD	call
a	DT	a
curb	NN	curb
extension	NN	extension
,	,	,
which	WDT	which
is	VBZ	be
like	IN	like
a	DT	a
seven-foot	NN	seven-foot
space	NN	space
to	TO	to
walk	VB	walk
on	IN	on
,	,	,
and	CC	and
then	RB	then
a	DT	a
parking	NN	parking
spot	NN	spot
.	SENT	.
And	CC	and
so	RB	so
these	DT	these
cars	NNS	car
came	VBD	come
along	RP	along
,	,	,
and	CC	and
the	DT	the
hydrant	NN	hydrant
—	:	-
"	``	"
It	PP	it
'	POS	'
s	VBG	<unknown>
all	PDT	all
the	DT	the
way	NN	way
over	IN	over
there	RB	there
,	,	,
I	PP	I
'	POS	'
m	NN	m
fine	NN	fine
,	,	,
"	``	"
and	CC	and
there	EX	there
was	VBD	be
actually	RB	actually
a	DT	a
parking	NN	parking
spot	NN	spot
painted	VBD	paint
there	RB	there
beautifully	RB	beautifully
for	IN	for
them	PP	them
.	SENT	.
They	PP	they
would	MD	would
park	VB	park
there	RB	there
,	,	,
and	CC	and
the	DT	the
NYPD	NN	<unknown>
disagreed	VBD	disagree
with	IN	with
this	DT	this
designation	NN	designation
and	CC	and
would	MD	would
ticket	VB	ticket
them	PP	them
.	SENT	.
And	CC	and
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
me	PP	me
who	WP	who
found	VBD	find
a	DT	a
parking	NN	parking
ticket	NN	ticket
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
Google	NP	<unknown>
Street	NP	Street
View	NP	View
car	NN	car
driving	NN	driving
by	IN	by
finding	VBG	find
the	DT	the
same	JJ	same
parking	NN	parking
ticket	NN	ticket
.	SENT	.
So	RB	so
I	PP	I
wrote	VBD	write
about	IN	about
this	DT	this
on	IN	on
my	PP$	my
blog	NN	<unknown>
,	,	,
on	IN	on
I	NP	I
Quant	NP	Quant
NY	NP	NY
,	,	,
and	CC	and
the	DT	the
DOT	NP	DOT
responded	VBD	respond
,	,	,
and	CC	and
they	PP	they
said	VBD	say
,	,	,
"	``	"
While	IN	while
the	DT	the
DOT	NP	DOT
has	VBZ	have
not	RB	not
received	VBN	receive
any	DT	any
complaints	NNS	complaint
about	IN	about
this	DT	this
location	NN	location
,	,	,
we	PP	we
will	MD	will
review	VB	review
the	DT	the
roadway	NN	roadway
markings	NNS	marking
and	CC	and
make	VB	make
any	DT	any
appropriate	JJ	appropriate
alterations	NNS	alteration
.	SENT	.
"	``	"
And	CC	and
I	PP	I
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
typical	JJ	typical
government	NN	government
response	NN	response
,	,	,
all	DT	all
right	NN	right
,	,	,
moved	VBN	move
on	IN	on
with	IN	with
my	PP$	my
life	NN	life
.	SENT	.
But	CC	but
then	RB	then
,	,	,
a	DT	a
few	JJ	few
weeks	NNS	week
later	RBR	later
,	,	,
something	NN	something
incredible	JJ	incredible
happened	VBD	happen
.	SENT	.
They	PP	they
repainted	VBN	repaint
the	DT	the
spot	NN	spot
,	,	,
and	CC	and
for	IN	for
a	DT	a
second	NN	second
I	PP	I
thought	VBD	think
I	PP	I
saw	VBD	see
the	DT	the
future	NN	future
of	IN	of
open	JJ	open
data	NNS	datum
,	,	,
because	IN	because
think	VBP	think
about	RB	about
what	WP	what
happened	VBD	happen
here	RB	here
.	SENT	.
For	IN	for
five	CD	five
years	NNS	year
,	,	,
this	DT	this
spot	NN	spot
was	VBD	be
being	VBG	be
ticketed	VBN	ticket
,	,	,
and	CC	and
it	PP	it
was	VBD	be
confusing	JJ	confusing
,	,	,
and	CC	and
then	RB	then
a	DT	a
citizen	NN	citizen
found	VBD	find
something	NN	something
,	,	,
they	PP	they
told	VBD	tell
the	DT	the
city	NN	city
,	,	,
and	CC	and
within	IN	within
a	DT	a
few	JJ	few
weeks	NNS	week
the	DT	the
problem	NN	problem
was	VBD	be
fixed	VBN	fix
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
amazing	JJ	amazing
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
see	VBP	see
open	JJ	open
data	NNS	datum
as	IN	as
being	VBG	be
a	DT	a
watchdog	NN	watchdog
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
being	VBG	be
a	DT	a
partner	NN	partner
.	SENT	.
We	PP	we
can	MD	can
empower	VB	empower
our	PP$	our
citizens	NNS	citizen
to	TO	to
be	VB	be
better	JJR	good
partners	NNS	partner
for	IN	for
government	NN	government
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
that	RB	that
hard	JJ	hard
.	SENT	.
All	RB	all
we	PP	we
need	VBP	need
are	VBP	be
a	DT	a
few	JJ	few
changes	NNS	change
.	SENT	.
If	IN	if
you	PP	you
'	''	'
re	IN	re
FOILing	VBG	foil
data	NNS	datum
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
seeing	VBG	see
your	PP$	your
data	NNS	datum
being	VBG	be
FOILed	VBN	foil
over	RP	over
and	CC	and
over	RP	over
again	RB	again
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
release	VBP	release
it	PP	it
to	TO	to
the	DT	the
public	NN	public
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
sign	NN	sign
that	IN	that
it	PP	it
should	MD	should
be	VB	be
made	VBN	make
public	JJ	public
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
government	NN	government
agency	NN	agency
releasing	VBG	release
a	DT	a
PDF	NN	PDF
,	,	,
let	VBN	let
'	POS	'
s	JJ	<unknown>
pass	NN	pass
legislation	NN	legislation
that	WDT	that
requires	VBZ	require
you	PP	you
to	TO	to
post	VB	post
it	PP	it
with	IN	with
the	DT	the
underlying	VBG	underlie
data	NNS	datum
,	,	,
because	IN	because
that	DT	that
data	NN	data
is	VBZ	be
coming	VBG	come
from	IN	from
somewhere	RB	somewhere
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VB	know
where	WRB	where
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
coming	VBG	come
from	IN	from
somewhere	RB	somewhere
,	,	,
and	CC	and
you	PP	you
can	MD	can
release	VB	release
it	PP	it
with	IN	with
the	DT	the
PDF	NN	PDF
.	SENT	.
And	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
adopt	VBP	adopt
and	CC	and
share	VBP	share
some	DT	some
open	JJ	open
data	NN	data
standards	NNS	standard
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
start	NN	start
with	IN	with
our	PP$	our
addresses	NNS	address
here	RB	here
in	IN	in
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
just	RB	just
start	VBP	start
normalizing	VBG	normalize
our	PP$	our
addresses	NNS	address
.	SENT	.
Because	IN	because
New	NP	New
York	NP	York
is	VBZ	be
a	DT	a
leader	NN	leader
in	IN	in
open	JJ	open
data	NNS	datum
.	SENT	.
Despite	IN	despite
all	PDT	all
this	DT	this
,	,	,
we	PP	we
are	VBP	be
absolutely	RB	absolutely
a	DT	a
leader	NN	leader
in	IN	in
open	JJ	open
data	NNS	datum
,	,	,
and	CC	and
if	IN	if
we	PP	we
start	VBP	start
normalizing	VBG	normalize
things	NNS	thing
,	,	,
and	CC	and
set	VBD	set
an	DT	an
open	JJ	open
data	NN	data
standard	NN	standard
,	,	,
others	NNS	other
will	MD	will
follow	VB	follow
.	SENT	.
The	DT	the
state	NN	state
will	MD	will
follow	VB	follow
,	,	,
and	CC	and
maybe	RB	maybe
the	DT	the
federal	JJ	federal
government	NN	government
,	,	,
Other	JJ	other
countries	NNS	country
could	MD	could
follow	VB	follow
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
not	RB	not
that	IN	that
far	RB	far
off	RB	off
from	IN	from
a	DT	a
time	NN	time
where	WRB	where
you	PP	you
could	MD	could
write	VB	write
one	CD	one
program	NN	program
and	CC	and
map	NN	map
information	NN	information
from	IN	from
100	CD	@card@
countries	NNS	country
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
science	NN	science
fiction	NN	fiction
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
actually	RB	actually
quite	RB	quite
close	JJ	close
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
way	NN	way
,	,	,
who	WP	who
are	VBP	be
we	PP	we
empowering	VBG	empower
with	IN	with
this	DT	this
?	SENT	?
Because	IN	because
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
John	NP	John
Krauss	NP	Krauss
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
Chris	NP	Chris
Whong	NP	<unknown>
.	SENT	.
There	EX	there
are	VBP	be
hundreds	NNS	hundred
of	IN	of
meetups	NNS	<unknown>
going	VBG	go
on	IN	on
in	IN	in
New	NP	New
York	NP	York
City	NP	City
right	RB	right
now	RB	now
,	,	,
active	JJ	active
meetups	NNS	<unknown>
.	SENT	.
There	EX	there
are	VBP	be
thousands	NNS	thousand
of	IN	of
people	NNS	people
attending	VBG	attend
these	DT	these
meetups	NNS	<unknown>
.	SENT	.
These	DT	these
people	NNS	people
are	VBP	be
going	VBG	go
after	IN	after
work	NN	work
and	CC	and
on	IN	on
weekends	NNS	weekend
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
attending	VBG	attend
these	DT	these
meetups	NNS	<unknown>
to	TO	to
look	VB	look
at	IN	at
open	JJ	open
data	NNS	datum
and	CC	and
make	VB	make
our	PP$	our
city	NN	city
a	DT	a
better	JJR	good
place	NN	place
.	SENT	.
Groups	NNS	group
like	IN	like
BetaNYC	NP	<unknown>
,	,	,
who	WP	who
just	RB	just
last	JJ	last
week	NN	week
released	VBD	release
something	NN	something
called	VBD	call
citygram	NN	<unknown>
.	SENT	.
nyc	NN	nyc
that	WDT	that
allows	VBZ	allow
you	PP	you
to	TO	to
subscribe	VB	subscribe
to	TO	to
311	CD	@card@
complaints	NNS	complaint
around	IN	around
your	PP$	your
own	JJ	own
home	NN	home
,	,	,
or	CC	or
around	IN	around
your	PP$	your
office	NN	office
.	SENT	.
You	PP	you
put	VBD	put
in	IN	in
your	PP$	your
address	NN	address
,	,	,
you	PP	you
get	VBP	get
local	JJ	local
complaints	NNS	complaint
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
just	RB	just
the	DT	the
tech	NN	tech
community	NN	community
that	WDT	that
are	VBP	be
after	IN	after
these	DT	these
things	NNS	thing
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
urban	JJ	urban
planners	NNS	planner
like	IN	like
the	DT	the
students	NNS	student
I	PP	I
teach	VBP	teach
at	IN	at
Pratt	NP	Pratt
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
policy	NN	policy
advocates	NNS	advocate
,	,	,
it	PP	it
'	POS	'
s	NN	S
everyone	NN	everyone
,	,	,
it	PP	it
'	POS	'
s	NN	S
citizens	NNS	citizen
from	IN	from
a	DT	a
diverse	JJ	diverse
set	NN	set
of	IN	of
backgrounds	NNS	background
.	SENT	.
And	CC	and
with	IN	with
some	DT	some
small	JJ	small
,	,	,
incremental	JJ	incremental
changes	NNS	change
,	,	,
we	PP	we
can	MD	can
unlock	VB	unlock
the	DT	the
passion	NN	passion
and	CC	and
the	DT	the
ability	NN	ability
of	IN	of
our	PP$	our
citizens	NNS	citizen
to	TO	to
harness	VB	harness
open	JJ	open
data	NNS	datum
and	CC	and
make	VB	make
our	PP$	our
city	NN	city
even	RB	even
better	RBR	well
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
one	CD	one
dataset	NN	<unknown>
,	,	,
or	CC	or
one	CD	one
parking	NN	parking
spot	NN	spot
at	IN	at
a	DT	a
time	NN	time
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
