So	RB	so
the	DT	the
very	JJ	very
absurdist	NN	absurdist
Crimer	JJR	crim
Show	NN	show
.	SENT	.
Crimer	JJR	crim
Show	NN	show
tells	VBZ	tell
the	DT	the
story	NN	story
of	IN	of
a	DT	a
supercriminal	JJ	supercriminal
and	CC	and
a	DT	a
hapless	JJ	hapless
detective	NN	detective
that	WDT	that
face	VBP	face
off	RP	off
in	IN	in
this	DT	this
exceptionally	RB	exceptionally
strange	JJ	strange
lingo	NN	lingo
,	,	,
with	IN	with
all	DT	all
of	IN	of
the	DT	the
tropes	NNS	trope
of	IN	of
a	DT	a
television	NN	television
show	NN	show
.	SENT	.
Crimer	JJR	crim
Show	NP	Show
'	POS	'
s	NN	S
creator	NN	creator
has	VBZ	have
said	VBN	say
that	IN	that
it	PP	it
is	VBZ	be
a	DT	a
parody	NN	parody
of	IN	of
a	DT	a
popular	JJ	popular
type	NN	type
of	IN	of
show	NN	show
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
K	NN	K
.	SENT	.
,	,	,
but	CC	but
,	,	,
man	UH	man
,	,	,
is	VBZ	be
it	PP	it
weird	JJ	weird
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
all	RB	all
these	DT	these
times	NNS	time
where	WRB	where
Crimer	JJR	crim
,	,	,
the	DT	the
supercriminal	NN	supercriminal
,	,	,
does	VBZ	do
all	DT	all
of	IN	of
these	DT	these
TV	NN	TV
things	NNS	thing
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
always	RB	always
taking	VBG	take
off	RP	off
his	PP$	his
sunglasses	NNS	sunglasses
or	CC	or
turning	VBG	turn
to	TO	to
the	DT	the
camera	NN	camera
,	,	,
but	CC	but
these	DT	these
things	NNS	thing
just	RB	just
happen	VBP	happen
in	IN	in
text	NN	text
.	SENT	.
I	PP	I
think	VBP	think
borrowing	VBG	borrow
all	DT	all
of	IN	of
these	DT	these
tropes	NNS	trope
from	IN	from
television	NN	television
and	CC	and
additionally	RB	additionally
presenting	VBG	present
each	DT	each
Crimer	JJR	crim
Show	NN	show
as	IN	as
an	DT	an
episode	NN	episode
,	,	,
spelled	VBN	spell
E-P-P-A-S-O-D	NN	<unknown>
,	,	,
"	''	"
eppasod	NN	<unknown>
,	,	,
"	''	"
presenting	VBG	present
them	PP	them
as	IN	as
episodes	NNS	episode
really	RB	really
,	,	,
it	PP	it
creates	VBZ	create
something	NN	something
new	JJ	new
.	SENT	.
There	EX	there
is	VBZ	be
a	DT	a
new	JJ	new
"	``	"
eppasod	NN	<unknown>
"	''	"
of	IN	of
Crimer	JJR	crim
Show	NN	show
on	IN	on
Twitter	NN	twitter
pretty	RB	pretty
much	RB	much
every	DT	every
day	NN	day
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
archived	VBD	archive
that	DT	that
way	NN	way
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
this	DT	this
is	VBZ	be
an	DT	an
interesting	JJ	interesting
experiment	NN	experiment
in	IN	in
format	NN	format
.	SENT	.
Something	NN	something
totally	RB	totally
new	JJ	new
has	VBZ	have
been	VBN	be
created	VBN	create
here	RB	here
out	RB	out
of	IN	of
parodying	VBG	parody
something	NN	something
on	IN	on
television	NN	television
.	SENT	.
I	PP	I
think	VBP	think
in	IN	in
nonfiction	NN	nonfiction
real-time	JJ	real-time
storytelling	NN	storytelling
,	,	,
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
really	RB	really
excellent	JJ	excellent
examples	NNS	example
as	IN	as
well	RB	well
.	SENT	.
RealTimeWWII	NP	<unknown>
is	VBZ	be
an	DT	an
account	NN	account
that	IN	that
documents	NNS	document
what	WP	what
was	VBD	be
happening	VBG	happen
on	IN	on
this	DT	this
day	NN	day
60	CD	@card@
years	NNS	year
ago	RB	ago
in	IN	in
exceptional	JJ	exceptional
detail	NN	detail
,	,	,
as	RB	as
if	IN	if
you	PP	you
were	VBD	be
reading	VBG	read
the	DT	the
news	NN	news
reports	VBZ	report
from	IN	from
that	DT	that
day	NN	day
.	SENT	.
And	CC	and
the	DT	the
author	NN	author
Teju	NP	<unknown>
Cole	NP	Cole
has	VBZ	have
done	VBN	do
a	DT	a
lot	NN	lot
of	IN	of
experimentation	NN	experimentation
with	IN	with
putting	VBG	put
a	DT	a
literary	JJ	literary
twist	NN	twist
on	IN	on
events	NNS	event
of	IN	of
the	DT	the
news	NN	news
.	SENT	.
In	IN	in
this	DT	this
particular	JJ	particular
case	NN	case
,	,	,
he	PP	he
'	POS	'
s	NNS	<unknown>
talking	VBG	talk
about	IN	about
drone	NN	drone
strikes	NNS	strike
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
in	IN	in
both	DT	both
of	IN	of
these	DT	these
examples	NNS	example
,	,	,
you	PP	you
'	POS	'
re	NN	re
beginning	NN	beginning
to	TO	to
see	VB	see
ways	NNS	way
in	IN	in
which	WDT	which
people	NNS	people
are	VBP	be
telling	VBG	tell
stories	NNS	story
with	IN	with
nonfiction	NN	nonfiction
content	NN	content
that	WDT	that
can	MD	can
be	VB	be
built	VBN	build
into	IN	into
new	JJ	new
types	NNS	type
of	IN	of
fictional	JJ	fictional
storytelling	NN	storytelling
.	SENT	.
So	RB	so
with	IN	with
real-time	JJ	real-time
storytelling	NN	storytelling
,	,	,
blurring	VBG	blur
the	DT	the
lines	NNS	line
between	IN	between
fact	NN	fact
and	CC	and
fiction	NN	fiction
,	,	,
the	DT	the
real	JJ	real
world	NN	world
and	CC	and
the	DT	the
digital	JJ	digital
world	NN	world
,	,	,
flexible	JJ	flexible
identity	NN	identity
,	,	,
anonymity	NN	anonymity
,	,	,
these	DT	these
are	VBP	be
all	DT	all
tools	NNS	tool
that	IN	that
we	PP	we
have	VBP	have
accessible	JJ	accessible
to	TO	to
us	PP	us
,	,	,
and	CC	and
I	PP	I
think	VBP	think
that	IN	that
they	PP	they
'	''	'
re	IN	re
just	RB	just
the	DT	the
building	NN	building
blocks	NNS	block
.	SENT	.
They	PP	they
are	VBP	be
the	DT	the
bits	NNS	bit
that	WDT	that
we	PP	we
use	VBP	use
to	TO	to
create	VB	create
the	DT	the
structures	NNS	structure
,	,	,
the	DT	the
frames	NNS	frame
,	,	,
that	WDT	that
then	RB	then
become	VBP	become
our	PP$	our
settlements	NNS	settlement
on	IN	on
this	DT	this
wide	JJ	wide
open	JJ	open
frontier	NN	frontier
for	IN	for
creative	JJ	creative
experimentation	NN	experimentation
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
