Intelligence	NP	Intelligence
will	MD	will
follow	VB	follow
directly	RB	directly
from	IN	from
this	DT	this
in	IN	in
the	DT	the
following	VBG	follow
sense	NN	sense
:	:	:
just	RB	just
like	IN	like
you	PP	you
would	MD	would
travel	VB	travel
through	IN	through
a	DT	a
tunnel	NN	tunnel
,	,	,
a	DT	a
bottleneck	NN	bottleneck
in	IN	in
your	PP$	your
future	JJ	future
path	NN	path
space	NN	space
,	,	,
in	IN	in
order	NN	order
to	TO	to
achieve	VB	achieve
many	JJ	many
other	JJ	other
diverse	JJ	diverse
objectives	NNS	objective
later	RBR	later
on	RB	on
,	,	,
or	CC	or
just	RB	just
like	IN	like
you	PP	you
would	MD	would
invest	VB	invest
in	IN	in
a	DT	a
financial	JJ	financial
security	NN	security
,	,	,
reducing	VBG	reduce
your	PP$	your
short-term	JJ	short-term
liquidity	NN	liquidity
in	IN	in
order	NN	order
to	TO	to
increase	VB	increase
your	PP$	your
wealth	NN	wealth
over	IN	over
the	DT	the
long	JJ	long
term	NN	term
,	,	,
goal	NN	goal
seeking	VBG	seek
emerges	VBZ	emerge
directly	RB	directly
from	IN	from
a	DT	a
long-term	JJ	long-term
drive	NN	drive
to	TO	to
increase	VB	increase
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
.	SENT	.
Finally	RB	finally
,	,	,
Richard	NP	Richard
Feynman	NP	Feynman
,	,	,
famous	JJ	famous
physicist	NN	physicist
,	,	,
once	RB	once
wrote	VBD	write
that	IN	that
if	IN	if
human	JJ	human
civilization	NN	civilization
were	VBD	be
destroyed	VBN	destroy
and	CC	and
you	PP	you
could	MD	could
pass	VB	pass
only	RB	only
a	DT	a
single	JJ	single
concept	NN	concept
on	IN	on
to	TO	to
our	PP$	our
descendants	NNS	descendant
to	TO	to
help	VB	help
them	PP	them
rebuild	VB	rebuild
civilization	NN	civilization
,	,	,
that	DT	that
concept	NN	concept
should	MD	should
be	VB	be
that	IN	that
all	DT	all
matter	NN	matter
around	IN	around
us	PP	us
is	VBZ	be
made	VBN	make
out	RP	out
of	IN	of
tiny	JJ	tiny
elements	NNS	element
that	WDT	that
attract	VBP	attract
each	DT	each
other	JJ	other
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
far	RB	far
apart	RB	apart
but	CC	but
repel	VB	repel
each	DT	each
other	JJ	other
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
close	NN	close
together	RB	together
.	SENT	.
My	PP$	my
equivalent	NN	equivalent
of	IN	of
that	DT	that
statement	NN	statement
to	TO	to
pass	VB	pass
on	IN	on
to	TO	to
descendants	NNS	descendant
to	TO	to
help	VB	help
them	PP	them
build	VB	build
artificial	JJ	artificial
intelligences	NNS	intelligence
or	CC	or
to	TO	to
help	VB	help
them	PP	them
understand	VB	understand
human	JJ	human
intelligence	NN	intelligence
,	,	,
is	VBZ	be
the	DT	the
following	NN	following
:	:	:
Intelligence	NN	intelligence
should	MD	should
be	VB	be
viewed	VBN	view
as	IN	as
a	DT	a
physical	JJ	physical
process	NN	process
that	WDT	that
tries	VBZ	try
to	TO	to
maximize	VB	maximize
future	JJ	future
freedom	NN	freedom
of	IN	of
action	NN	action
and	CC	and
avoid	VB	avoid
constraints	NNS	constraint
in	IN	in
its	PP$	its
own	JJ	own
future	NN	future
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
