Today	NN	today
a	DT	a
particular	JJ	particular
flavor	NN	flavor
of	IN	of
soda	NN	soda
,	,	,
but	CC	but
to	TO	to
a	DT	a
particular	JJ	particular
brand	NN	brand
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
research	NN	research
shows	VBZ	show
repeatedly	RB	repeatedly
that	IN	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
actually	RB	actually
tell	VB	tell
the	DT	the
difference	NN	difference
between	IN	between
Coke	NP	Coke
and	CC	and
Pepsi	NP	Pepsi
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
you	PP	you
and	CC	and
I	PP	I
know	VBP	know
that	IN	that
Coke	NP	Coke
is	VBZ	be
the	DT	the
better	JJR	good
choice	NN	choice
.	SENT	.
For	IN	for
modern	JJ	modern
Americans	NPS	Americans
who	WP	who
are	VBP	be
exposed	VBN	expose
to	TO	to
more	JJR	more
options	NNS	option
and	CC	and
more	JJR	more
ads	NNS	ad
associated	VBN	associate
with	IN	with
options	NNS	option
than	IN	than
anyone	NN	anyone
else	RB	else
in	IN	in
the	DT	the
world	NN	world
,	,	,
choice	NN	choice
is	VBZ	be
just	RB	just
as	RB	as
much	JJ	much
about	IN	about
who	WP	who
they	PP	they
are	VBP	be
as	IN	as
it	PP	it
is	VBZ	be
about	RB	about
what	WP	what
the	DT	the
product	NN	product
is	VBZ	be
.	SENT	.
Combine	VB	combine
this	DT	this
with	IN	with
the	DT	the
assumption	NN	assumption
that	IN	that
more	JJR	more
choices	NNS	choice
are	VBP	be
always	RB	always
better	JJR	good
,	,	,
and	CC	and
you	PP	you
have	VBP	have
a	DT	a
group	NN	group
of	IN	of
people	NNS	people
for	IN	for
whom	WP	whom
every	DT	every
little	JJ	little
difference	NN	difference
matters	NNS	matter
and	CC	and
so	RB	so
every	DT	every
choice	NN	choice
matters	NNS	matter
.	SENT	.
But	CC	but
for	IN	for
Eastern	NP	Eastern
Europeans	NPS	Europeans
,	,	,
the	DT	the
sudden	JJ	sudden
availability	NN	availability
of	IN	of
all	PDT	all
these	DT	these
consumer	NN	consumer
products	NNS	product
on	IN	on
the	DT	the
marketplace	NN	marketplace
was	VBD	be
a	DT	a
deluge	NN	deluge
.	SENT	.
They	PP	they
were	VBD	be
flooded	VBN	flood
with	IN	with
choice	NN	choice
before	IN	before
they	PP	they
could	MD	could
protest	VB	protest
that	IN	that
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
know	VBP	know
how	WRB	how
to	TO	to
swim	VB	swim
.	SENT	.
When	WRB	when
asked	VBN	ask
,	,	,
"	''	"
What	WP	what
words	NNS	word
and	CC	and
images	NNS	image
do	VBP	do
you	PP	you
associate	VBP	associate
with	IN	with
choice	NN	choice
?	SENT	?
"	''	"
Grzegorz	NP	Grzegorz
from	IN	from
Warsaw	NP	Warsaw
said	VBD	say
,	,	,
"	``	"
Ah	UH	ah
,	,	,
for	IN	for
me	PP	me
it	PP	it
is	VBZ	be
fear	NN	fear
.	SENT	.
There	EX	there
are	VBP	be
some	DT	some
dilemmas	NNS	dilemma
you	PP	you
see	VBP	see
.	SENT	.
I	PP	I
am	VBP	be
used	VBN	use
to	TO	to
no	DT	no
choice	NN	choice
.	SENT	.
"	''	"
Bohdan	NP	Bohdan
from	IN	from
Kiev	NP	Kiev
said	VBD	say
,	,	,
in	IN	in
response	NN	response
to	TO	to
how	WRB	how
he	PP	he
felt	VBD	feel
about	IN	about
the	DT	the
new	JJ	new
consumer	NN	consumer
marketplace	NN	marketplace
,	,	,
"	``	"
It	PP	it
is	VBZ	be
too	RB	too
much	JJ	much
.	SENT	.
We	PP	we
do	VBP	do
not	RB	not
need	VB	need
everything	NN	everything
that	WDT	that
is	VBZ	be
there	RB	there
.	SENT	.
"	''	"
A	DT	a
sociologist	NN	sociologist
from	IN	from
the	DT	the
Warsaw	NP	Warsaw
Survey	NP	Survey
Agency	NP	Agency
explained	VBD	explain
,	,	,
"	``	"
The	DT	the
older	JJR	old
generation	NN	generation
jumped	VBD	jump
from	IN	from
nothing	NN	nothing
to	TO	to
choice	NN	choice
all	RB	all
around	IN	around
them	PP	them
.	SENT	.
They	PP	they
were	VBD	be
never	RB	never
given	VBN	give
a	DT	a
chance	NN	chance
to	TO	to
learn	VB	learn
how	WRB	how
to	TO	to
react	VB	react
.	SENT	.
"	''	"
And	CC	and
Tomasz	NP	Tomasz
,	,	,
a	DT	a
young	JJ	young
Polish	JJ	Polish
man	NN	man
said	VBD	say
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
twenty	CD	twenty
kinds	NNS	kind
of	IN	of
chewing	VBG	chew
gum	NN	gum
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
mean	VBP	mean
to	TO	to
say	VB	say
that	IN	that
I	PP	I
want	VBP	want
no	DT	no
choice	NN	choice
,	,	,
but	CC	but
many	JJ	many
of	IN	of
these	DT	these
choices	NNS	choice
are	VBP	be
quite	RB	quite
artificial	JJ	artificial
.	SENT	.
"	''	"
In	IN	in
reality	NN	reality
,	,	,
many	JJ	many
choices	NNS	choice
are	VBP	be
between	IN	between
things	NNS	thing
that	WDT	that
are	VBP	be
not	RB	not
that	DT	that
much	RB	much
different	JJ	different
.	SENT	.
The	DT	the
value	NN	value
of	IN	of
choice	NN	choice
depends	VBZ	depend
on	IN	on
our	PP$	our
ability	NN	ability
to	TO	to
perceive	VB	perceive
differences	NNS	difference
between	IN	between
the	DT	the
options	NNS	option
.	SENT	.
Americans	NPS	Americans
train	VBP	train
their	PP$	their
whole	JJ	whole
lives	NNS	life
to	TO	to
play	VB	play
"	``	"
spot	VB	spot
the	DT	the
difference	NN	difference
.	SENT	.
"	``	"
They	PP	they
practice	VBP	practice
this	DT	this
from	IN	from
such	PDT	such
an	DT	an
early	JJ	early
age	NN	age
that	IN	that
they	PP	they
'	POS	'
ve	NNS	<unknown>
come	VBP	come
to	TO	to
believe	VB	believe
that	DT	that
everyone	NN	everyone
must	MD	must
be	VB	be
born	VBN	bear
with	IN	with
this	DT	this
ability	NN	ability
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
though	IN	though
all	DT	all
humans	NNS	human
share	VBP	share
a	DT	a
basic	JJ	basic
need	NN	need
and	CC	and
desire	NN	desire
for	IN	for
choice	NN	choice
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
all	RB	all
see	VBP	see
choice	NN	choice
in	IN	in
the	DT	the
same	JJ	same
places	NNS	place
or	CC	or
to	TO	to
the	DT	the
same	JJ	same
extent	NN	extent
.	SENT	.
When	WRB	when
someone	NN	someone
can	NN	can
'	POS	'
t	NN	t
see	VBP	see
how	WRB	how
one	CD	one
choice	NN	choice
is	VBZ	be
unlike	IN	unlike
another	DT	another
,	,	,
or	CC	or
when	WRB	when
there	EX	there
are	VBP	be
too	RB	too
many	JJ	many
choices	NNS	choice
to	TO	to
compare	VB	compare
and	CC	and
contrast	NN	contrast
,	,	,
the	DT	the
process	NN	process
of	IN	of
choosing	NN	choosing
can	MD	can
be	VB	be
confusing	JJ	confusing
and	CC	and
frustrating	JJ	frustrating
.	SENT	.
Instead	RB	instead
of	IN	of
making	VBG	make
better	JJR	good
choices	NNS	choice
,	,	,
we	PP	we
become	VBP	become
overwhelmed	VBN	overwhelm
by	IN	by
choice	NN	choice
,	,	,
sometimes	RB	sometimes
even	RB	even
afraid	JJ	afraid
of	IN	of
it	PP	it
.	SENT	.
Choice	NN	choice
no	RB	no
longer	RBR	longer
offers	VBZ	offer
opportunities	NNS	opportunity
,	,	,
but	CC	but
imposes	VBZ	impose
constraints	NNS	constraint
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
marker	NN	marker
of	IN	of
liberation	NN	liberation
,	,	,
but	CC	but
of	IN	of
suffocation	NN	suffocation
by	IN	by
meaningless	JJ	meaningless
minutiae	NNS	minutia
.	SENT	.
In	IN	in
other	JJ	other
words	NNS	word
,	,	,
choice	NN	choice
can	MD	can
develop	VB	develop
into	IN	into
the	DT	the
very	RB	very
opposite	JJ	opposite
of	IN	of
everything	NN	everything
it	PP	it
represents	VBZ	represent
in	IN	in
America	NP	America
when	WRB	when
it	PP	it
is	VBZ	be
thrust	VBN	thrust
upon	IN	upon
those	DT	those
who	WP	who
are	VBP	be
insufficiently	RB	insufficiently
prepared	VBN	prepare
for	IN	for
it	PP	it
.	SENT	.
But	CC	but
it	PP	it
is	VBZ	be
not	RB	not
only	RB	only
other	JJ	other
people	NNS	people
in	IN	in
other	JJ	other
places	NNS	place
that	WDT	that
are	VBP	be
feeling	VBG	feel
the	DT	the
pressure	NN	pressure
of	IN	of
ever-increasing	VBG	ever-increase
choice	NN	choice
.	SENT	.
Americans	NPS	Americans
themselves	PP	themselves
are	VBP	be
discovering	VBG	discover
that	IN	that
unlimited	JJ	unlimited
choice	NN	choice
seems	VBZ	seem
more	RBR	more
attractive	JJ	attractive
in	IN	in
theory	NN	theory
than	IN	than
in	IN	in
practice	NN	practice
.	SENT	.
We	PP	we
all	RB	all
have	VBP	have
physical	JJ	physical
,	,	,
mental	JJ	mental
and	CC	and
emotional	JJ	emotional
limitations	NNS	limitation
that	WDT	that
make	VBP	make
it	PP	it
impossible	JJ	impossible
for	IN	for
us	PP	us
to	TO	to
process	VB	process
every	DT	every
single	JJ	single
choice	NN	choice
we	PP	we
encounter	VBP	encounter
,	,	,
even	RB	even
in	IN	in
the	DT	the
grocery	NN	grocery
store	NN	store
,	,	,
let	VBD	let
alone	RB	alone
over	IN	over
the	DT	the
course	NN	course
of	IN	of
our	PP$	our
entire	JJ	entire
lives	NNS	life
.	SENT	.
A	DT	a
number	NN	number
of	IN	of
my	PP$	my
studies	NNS	study
have	VBP	have
shown	VBN	show
that	IN	that
when	WRB	when
you	PP	you
give	VBP	give
people	NNS	people
10	CD	@card@
or	CC	or
more	JJR	more
options	NNS	option
when	WRB	when
they	PP	they
'	POS	'
re	NN	re
making	VBG	make
a	DT	a
choice	NN	choice
,	,	,
they	PP	they
make	VBP	make
poorer	JJR	poor
decisions	NNS	decision
,	,	,
whether	IN	whether
it	PP	it
be	VB	be
health	NN	health
care	NN	care
,	,	,
investment	NN	investment
,	,	,
other	JJ	other
critical	JJ	critical
areas	NNS	area
.	SENT	.
Yet	RB	yet
still	RB	still
,	,	,
many	JJ	many
of	IN	of
us	PP	us
believe	VBP	believe
that	IN	that
we	PP	we
should	MD	should
make	VB	make
all	PDT	all
our	PP$	our
own	JJ	own
choices	NNS	choice
and	CC	and
seek	VB	seek
out	RP	out
even	RB	even
more	RBR	more
of	IN	of
them	PP	them
.	SENT	.
This	DT	this
brings	VBZ	bring
me	PP	me
to	TO	to
the	DT	the
third	JJ	third
,	,	,
and	CC	and
perhaps	RB	perhaps
most	JJS	most
problematic	JJ	problematic
,	,	,
assumption	NN	assumption
:	:	:
"	``	"
You	PP	you
must	MD	must
never	RB	never
say	VB	say
no	UH	no
to	TO	to
choice	NN	choice
.	SENT	.
"	''	"
To	TO	to
examine	VB	examine
this	DT	this
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
go	VBP	go
back	RB	back
to	TO	to
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
and	CC	and
then	RB	then
hop	NN	hop
across	IN	across
the	DT	the
pond	NN	pond
to	TO	to
France	NP	France
.	SENT	.
Right	RB	right
outside	IN	outside
Chicago	NP	Chicago
,	,	,
a	DT	a
young	JJ	young
couple	NN	couple
,	,	,
Susan	NP	Susan
and	CC	and
Daniel	NP	Daniel
Mitchell	NP	Mitchell
,	,	,
were	VBD	be
about	RB	about
to	TO	to
have	VB	have
their	PP$	their
first	JJ	first
baby	NN	baby
.	SENT	.
They	PP	they
'	POS	'
d	NN	d
already	RB	already
picked	VBD	pick
out	RP	out
a	DT	a
name	NN	name
for	IN	for
her	PP	her
,	,	,
Barbara	NP	Barbara
,	,	,
after	IN	after
her	PP$	her
grandmother	NN	grandmother
.	SENT	.
One	CD	one
night	NN	night
,	,	,
when	WRB	when
Susan	NP	Susan
was	VBD	be
seven	CD	seven
months	NNS	month
pregnant	JJ	pregnant
,	,	,
she	PP	she
started	VBD	start
to	TO	to
experience	VB	experience
contractions	NNS	contraction
and	CC	and
was	VBD	be
rushed	VBN	rush
to	TO	to
the	DT	the
emergency	NN	emergency
room	NN	room
.	SENT	.
The	DT	the
baby	NN	baby
was	VBD	be
delivered	VBN	deliver
through	IN	through
a	DT	a
C-section	NN	C-section
,	,	,
but	CC	but
Barbara	NP	Barbara
suffered	VBD	suffer
cerebral	JJ	cerebral
anoxia	NN	anoxia
,	,	,
a	DT	a
loss	NN	loss
of	IN	of
oxygen	NN	oxygen
to	TO	to
the	DT	the
brain	NN	brain
.	SENT	.
Unable	JJ	unable
to	TO	to
breathe	VB	breathe
on	IN	on
her	PP$	her
own	JJ	own
,	,	,
she	PP	she
was	VBD	be
put	VBN	put
on	IN	on
a	DT	a
ventilator	NN	ventilator
.	SENT	.
Two	CD	two
days	NNS	day
later	RBR	later
,	,	,
the	DT	the
doctors	NNS	doctor
gave	VBD	give
the	DT	the
Mitchells	NNS	Mitchell
a	DT	a
choice	NN	choice
:	:	:
They	PP	they
could	MD	could
either	RB	either
remove	VB	remove
Barbara	NP	Barbara
off	IN	off
the	DT	the
life	NN	life
support	NN	support
,	,	,
in	IN	in
which	WDT	which
case	NN	case
she	PP	she
would	MD	would
die	VB	die
within	IN	within
a	DT	a
matter	NN	matter
of	IN	of
hours	NNS	hour
,	,	,
or	CC	or
they	PP	they
could	MD	could
keep	VB	keep
her	PP	her
on	IN	on
life	NN	life
support	NN	support
,	,	,
in	IN	in
which	WDT	which
case	NN	case
she	PP	she
might	MD	might
still	RB	still
die	VB	die
within	IN	within
a	DT	a
matter	NN	matter
of	IN	of
days	NNS	day
.	SENT	.
If	IN	if
she	PP	she
survived	VBD	survive
,	,	,
she	PP	she
would	MD	would
remain	VB	remain
in	IN	in
a	DT	a
permanent	JJ	permanent
vegetative	JJ	vegetative
state	NN	state
,	,	,
never	RB	never
able	JJ	able
to	TO	to
walk	VB	walk
,	,	,
talk	VB	talk
or	CC	or
interact	VB	interact
with	IN	with
others	NNS	other
.	SENT	.
What	WP	what
do	VBP	do
they	PP	they
do	VBP	do
?	SENT	?
What	WP	what
do	VBP	do
any	DT	any
parent	NN	parent
do	VBP	do
?	SENT	?
In	IN	in
a	DT	a
study	NN	study
I	PP	I
conducted	VBD	conduct
with	IN	with
Simona	NP	Simona
Botti	NP	Botti
and	CC	and
Kristina	NP	Kristina
Orfali	NP	<unknown>
,	,	,
American	JJ	American
and	CC	and
French	JJ	French
parents	NNS	parent
were	VBD	be
interviewed	VBN	interview
.	SENT	.
They	PP	they
had	VBD	have
all	RB	all
suffered	VBN	suffer
the	DT	the
same	JJ	same
tragedy	NN	tragedy
.	SENT	.
In	IN	in
all	DT	all
cases	NNS	case
,	,	,
the	DT	the
life	NN	life
support	NN	support
was	VBD	be
removed	VBN	remove
,	,	,
and	CC	and
the	DT	the
infants	NNS	infant
had	VBD	have
died	VBN	die
.	SENT	.
But	CC	but
there	EX	there
was	VBD	be
a	DT	a
big	JJ	big
difference	NN	difference
.	SENT	.
In	IN	in
France	NP	France
,	,	,
the	DT	the
doctors	NNS	doctor
decided	VBD	decide
whether	IN	whether
and	CC	and
when	WRB	when
the	DT	the
life	NN	life
support	NN	support
would	MD	would
be	VB	be
removed	VBN	remove
,	,	,
while	IN	while
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
the	DT	the
final	JJ	final
decision	NN	decision
rested	VBN	rest
with	IN	with
the	DT	the
parents	NNS	parent
.	SENT	.
We	PP	we
wondered	VBD	wonder
:	:	:
does	VBZ	do
this	DT	this
have	VBP	have
an	DT	an
effect	NN	effect
on	IN	on
how	WRB	how
the	DT	the
parents	NNS	parent
cope	VB	cope
with	IN	with
the	DT	the
loss	NN	loss
of	IN	of
their	PP$	their
loved	VBN	love
one	CD	one
?	SENT	?
We	PP	we
found	VBD	find
that	IN	that
it	PP	it
did	VBD	do
.	SENT	.
Even	RB	even
up	RB	up
to	TO	to
a	DT	a
year	NN	year
later	RBR	later
,	,	,
American	JJ	American
parents	NNS	parent
were	VBD	be
more	RBR	more
likely	JJ	likely
to	TO	to
express	VB	express
negative	JJ	negative
emotions	NNS	emotion
,	,	,
as	RB	as
compared	VBN	compare
to	TO	to
their	PP$	their
French	JJ	French
counterparts	NNS	counterpart
.	SENT	.
French	JJ	French
parents	NNS	parent
were	VBD	be
more	RBR	more
likely	JJ	likely
to	TO	to
say	VB	say
things	NNS	thing
like	IN	like
,	,	,
"	''	"
Noah	NP	Noah
was	VBD	be
here	RB	here
for	IN	for
so	RB	so
little	JJ	little
time	NN	time
,	,	,
but	CC	but
he	PP	he
taught	VBD	teach
us	PP	us
so	RB	so
much	RB	much
.	SENT	.
He	PP	he
gave	VBD	give
us	PP	us
a	DT	a
new	JJ	new
perspective	NN	perspective
on	IN	on
life	NN	life
.	SENT	.
"	''	"
American	JJ	American
parents	NNS	parent
were	VBD	be
more	RBR	more
likely	JJ	likely
to	TO	to
say	VB	say
things	NNS	thing
like	IN	like
,	,	,
"	``	"
What	WP	what
if	IN	if
?	SENT	?
What	WP	what
if	IN	if
?	SENT	?
"	''	"
Another	DT	another
parent	NN	parent
complained	VBD	complain
,	,	,
"	``	"
I	PP	I
feel	VBP	feel
as	RB	as
if	IN	if
they	PP	they
purposefully	RB	purposefully
tortured	VBD	torture
me	PP	me
.	SENT	.
How	WRB	how
did	VBD	do
they	PP	they
get	VBP	get
me	PP	me
to	TO	to
do	VB	do
that	DT	that
?	SENT	?
"	''	"
And	CC	and
another	DT	another
parent	NN	parent
said	VBD	say
,	,	,
"	``	"
I	PP	I
feel	VBP	feel
as	RB	as
if	IN	if
I	PP	I
'	POS	'
ve	NN	ve
played	VBD	play
a	DT	a
role	NN	role
in	IN	in
an	DT	an
execution	NN	execution
.	SENT	.
"	``	"
But	CC	but
when	WRB	when
the	DT	the
American	JJ	American
parents	NNS	parent
were	VBD	be
asked	VBN	ask
if	IN	if
they	PP	they
would	MD	would
rather	RB	rather
have	VB	have
had	VBN	have
the	DT	the
doctors	NNS	doctor
make	VBP	make
the	DT	the
decision	NN	decision
,	,	,
they	PP	they
all	RB	all
said	VBD	say
,	,	,
"	``	"
No	UH	no
.	SENT	.
"	``	"
They	PP	they
could	MD	could
not	RB	not
imagine	VB	imagine
turning	VBG	turn
that	DT	that
choice	NN	choice
over	IN	over
to	TO	to
another	DT	another
,	,	,
even	RB	even
though	IN	though
having	VBG	have
made	VBN	make
that	DT	that
choice	NN	choice
made	VBD	make
them	PP	them
feel	VBP	feel
trapped	JJ	trapped
,	,	,
guilty	JJ	guilty
,	,	,
angry	JJ	angry
.	SENT	.
In	IN	in
a	DT	a
number	NN	number
of	IN	of
cases	NNS	case
they	PP	they
were	VBD	be
even	RB	even
clinically	RB	clinically
depressed	VBN	depress
.	SENT	.
These	DT	these
parents	NNS	parent
could	MD	could
not	RB	not
contemplate	VB	contemplate
giving	VBG	give
up	RP	up
the	DT	the
choice	NN	choice
,	,	,
because	IN	because
to	TO	to
do	VB	do
so	RB	so
would	MD	would
have	VB	have
gone	VBN	go
contrary	JJ	contrary
to	TO	to
everything	NN	everything
they	PP	they
had	VBD	have
been	VBN	be
taught	VBN	teach
and	CC	and
everything	NN	everything
they	PP	they
had	VBD	have
come	VBN	come
to	TO	to
believe	VB	believe
about	IN	about
the	DT	the
power	NN	power
and	CC	and
purpose	NN	purpose
of	IN	of
choice	NN	choice
.	SENT	.
In	IN	in
her	PP$	her
essay	NN	essay
,	,	,
"	''	"
The	DT	the
White	NP	White
Album	NN	album
,	,	,
"	''	"
Joan	NP	Joan
Didion	NP	Didion
writes	VBZ	write
,	,	,
"	``	"
We	PP	we
tell	VBP	tell
ourselves	PP	ourselves
stories	NNS	story
in	IN	in
order	NN	order
to	TO	to
live	VB	live
.	SENT	.
We	PP	we
interpret	VBP	interpret
what	WP	what
we	PP	we
see	VBP	see
,	,	,
select	VBP	select
the	DT	the
most	RBS	most
workable	JJ	workable
of	IN	of
the	DT	the
multiple	JJ	multiple
choices	NNS	choice
.	SENT	.
We	PP	we
live	VBP	live
entirely	RB	entirely
by	IN	by
the	DT	the
imposition	NN	imposition
of	IN	of
a	DT	a
narrative	JJ	narrative
line	NN	line
upon	IN	upon
disparate	JJ	disparate
images	NNS	image
,	,	,
by	IN	by
the	DT	the
idea	NN	idea
with	IN	with
which	WDT	which
we	PP	we
have	VBP	have
learned	VBN	learn
to	TO	to
freeze	VB	freeze
the	DT	the
shifting	VBG	shift
phantasmagoria	NN	phantasmagoria
,	,	,
which	WDT	which
is	VBZ	be
our	PP$	our
actual	JJ	actual
experience	NN	experience
.	SENT	.
"	''	"
The	DT	the
story	NN	story
Americans	NPS	Americans
tell	VBP	tell
,	,	,
the	DT	the
story	NN	story
upon	IN	upon
which	WDT	which
the	DT	the
American	JJ	American
dream	NN	dream
depends	VBZ	depend
,	,	,
is	VBZ	be
the	DT	the
story	NN	story
of	IN	of
limitless	JJ	limitless
choice	NN	choice
.	SENT	.
This	DT	this
narrative	NN	narrative
promises	VBZ	promise
so	RB	so
much	JJ	much
:	:	:
freedom	NN	freedom
,	,	,
happiness	NN	happiness
,	,	,
success	NN	success
.	SENT	.
It	PP	it
lays	VBZ	lay
the	DT	the
world	NN	world
at	IN	at
your	PP$	your
feet	NNS	foot
and	CC	and
says	VBZ	say
,	,	,
"	``	"
You	PP	you
can	MD	can
have	VB	have
anything	NN	anything
,	,	,
everything	NN	everything
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
a	DT	a
great	JJ	great
story	NN	story
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
understandable	JJ	understandable
why	WRB	why
they	PP	they
would	MD	would
be	VB	be
reluctant	JJ	reluctant
to	TO	to
revise	VB	revise
it	PP	it
.	SENT	.
But	CC	but
when	WRB	when
you	PP	you
take	VBP	take
a	DT	a
close	JJ	close
look	NN	look
,	,	,
you	PP	you
start	VBP	start
to	TO	to
see	VB	see
the	DT	the
holes	NNS	hole
,	,	,
and	CC	and
you	PP	you
start	VBP	start
to	TO	to
see	VB	see
that	IN	that
the	DT	the
story	NN	story
can	MD	can
be	VB	be
told	VBN	tell
in	IN	in
many	JJ	many
other	JJ	other
ways	NNS	way
.	SENT	.
Americans	NPS	Americans
have	VBP	have
so	RB	so
often	RB	often
tried	VBN	try
to	TO	to
disseminate	VB	disseminate
their	PP$	their
ideas	NNS	idea
of	IN	of
choice	NN	choice
,	,	,
believing	VBG	believe
that	IN	that
they	PP	they
will	MD	will
be	VB	be
,	,	,
or	CC	or
ought	MD	ought
to	TO	to
be	VB	be
,	,	,
welcomed	VBN	welcome
with	IN	with
open	JJ	open
hearts	NNS	heart
and	CC	and
minds	NNS	mind
.	SENT	.
But	CC	but
the	DT	the
history	NN	history
books	NNS	book
and	CC	and
the	DT	the
daily	JJ	daily
news	NN	news
tell	VB	tell
us	PP	us
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
always	RB	always
work	VB	work
out	RP	out
that	DT	that
way	NN	way
.	SENT	.
The	DT	the
phantasmagoria	NN	phantasmagoria
,	,	,
the	DT	the
actual	JJ	actual
experience	NN	experience
that	IN	that
we	PP	we
try	VBP	try
to	TO	to
understand	VB	understand
and	CC	and
organize	VB	organize
through	IN	through
narrative	NN	narrative
,	,	,
varies	VBZ	vary
from	IN	from
place	NN	place
to	TO	to
place	VB	place
.	SENT	.
No	DT	no
single	JJ	single
narrative	NN	narrative
serves	VBZ	serve
the	DT	the
needs	NNS	need
of	IN	of
everyone	NN	everyone
everywhere	RB	everywhere
.	SENT	.
Moreover	RB	moreover
,	,	,
Americans	NPS	Americans
themselves	PP	themselves
could	MD	could
benefit	VB	benefit
from	IN	from
incorporating	VBG	incorporate
new	JJ	new
perspectives	NNS	perspective
into	IN	into
their	PP$	their
own	JJ	own
narrative	NN	narrative
,	,	,
which	WDT	which
has	VBZ	have
been	VBN	be
driving	VBG	drive
their	PP$	their
choices	NNS	choice
for	IN	for
so	RB	so
long	JJ	long
.	SENT	.
Robert	NP	Robert
Frost	NP	Frost
once	RB	once
said	VBD	say
that	IN	that
,	,	,
"	``	"
It	PP	it
is	VBZ	be
poetry	NN	poetry
that	WDT	that
is	VBZ	be
lost	VBN	lose
in	IN	in
translation	NN	translation
.	SENT	.
"	``	"
This	DT	this
suggests	VBZ	suggest
that	DT	that
whatever	WDT	whatever
is	VBZ	be
beautiful	JJ	beautiful
and	CC	and
moving	VBG	move
,	,	,
whatever	WDT	whatever
gives	VBZ	give
us	PP	us
a	DT	a
new	JJ	new
way	NN	way
to	TO	to
see	VB	see
,	,	,
cannot	MD	can
be	VB	be
communicated	VBN	communicate
to	TO	to
those	DT	those
who	WP	who
speak	VBP	speak
a	DT	a
different	JJ	different
language	NN	language
.	SENT	.
But	CC	but
Joseph	NP	Joseph
Brodsky	NP	Brodsky
said	VBD	say
that	IN	that
,	,	,
"	``	"
It	PP	it
is	VBZ	be
poetry	NN	poetry
that	WDT	that
is	VBZ	be
gained	VBN	gain
in	IN	in
translation	NN	translation
,	,	,
"	''	"
suggesting	VBG	suggest
that	DT	that
translation	NN	translation
can	MD	can
be	VB	be
a	DT	a
creative	JJ	creative
,	,	,
transformative	JJ	transformative
act	NN	act
.	SENT	.
When	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
choice	NN	choice
,	,	,
we	PP	we
have	VBP	have
far	RB	far
more	JJR	more
to	TO	to
gain	VB	gain
than	IN	than
to	TO	to
lose	VB	lose
by	IN	by
engaging	VBG	engage
in	IN	in
the	DT	the
many	JJ	many
translations	NNS	translation
of	IN	of
the	DT	the
narratives	NNS	narrative
.	SENT	.
Instead	RB	instead
of	IN	of
replacing	VBG	replace
one	CD	one
story	NN	story
with	IN	with
another	DT	another
,	,	,
we	PP	we
can	MD	can
learn	VB	learn
from	IN	from
and	CC	and
revel	VBP	revel
in	IN	in
the	DT	the
many	JJ	many
versions	NNS	version
that	WDT	that
exist	VBP	exist
and	CC	and
the	DT	the
many	JJ	many
that	WDT	that
have	VBP	have
yet	RB	yet
to	TO	to
be	VB	be
written	VBN	write
.	SENT	.
No	DT	no
matter	NN	matter
where	WRB	where
we	PP	we
'	POS	'
re	NN	re
from	IN	from
and	CC	and
what	WP	what
your	PP$	your
narrative	NN	narrative
is	VBZ	be
,	,	,
we	PP	we
all	RB	all
have	VBP	have
a	DT	a
responsibility	NN	responsibility
to	TO	to
open	VB	open
ourselves	PP	ourselves
up	RP	up
to	TO	to
a	DT	a
wider	JJR	wide
array	NN	array
of	IN	of
what	WP	what
choice	NN	choice
can	MD	can
do	VB	do
,	,	,
and	CC	and
what	WP	what
it	PP	it
can	MD	can
represent	VB	represent
.	SENT	.
And	CC	and
this	DT	this
does	VBZ	do
not	RB	not
lead	VB	lead
to	TO	to
a	DT	a
paralyzing	VBG	paralyze
moral	JJ	moral
relativism	NN	relativism
.	SENT	.
Rather	RB	rather
,	,	,
it	PP	it
teaches	VBZ	teach
us	PP	us
when	WRB	when
and	CC	and
how	WRB	how
to	TO	to
act	VB	act
.	SENT	.
It	PP	it
brings	VBZ	bring
us	PP	us
that	IN	that
much	RB	much
closer	JJR	close
to	TO	to
realizing	VBG	realize
the	DT	the
full	JJ	full
potential	NN	potential
of	IN	of
choice	NN	choice
,	,	,
to	TO	to
inspiring	VBG	inspire
the	DT	the
hope	NN	hope
and	CC	and
achieving	VBG	achieve
the	DT	the
freedom	NN	freedom
that	IN	that
choice	NN	choice
promises	NNS	promise
but	CC	but
