Most	JJS	most
to	TO	to
term	NN	term
with	IN	with
a	DT	a
healthy	JJ	healthy
baby	NN	baby
.	SENT	.
Jennie	NP	Jennie
says	VBZ	say
that	IN	that
Trina	NP	Trina
and	CC	and
Alexis	NP	Alexis
are	VBP	be
actually	RB	actually
the	DT	the
center	NN	center
of	IN	of
her	PP$	her
care	NN	care
model	NN	model
,	,	,
and	CC	and
that	IN	that
her	PP$	her
role	NN	role
as	IN	as
a	DT	a
provider	NN	provider
is	VBZ	be
just	RB	just
to	TO	to
support	VB	support
their	PP$	their
work	NN	work
.	SENT	.
Trina	NP	Trina
spends	VBZ	spend
a	DT	a
lot	NN	lot
of	IN	of
her	PP$	her
day	NN	day
on	IN	on
her	PP$	her
cell	NN	cell
phone	NN	phone
,	,	,
texting	VBG	<unknown>
with	IN	with
clients	NNS	client
about	IN	about
all	DT	all
sorts	NNS	sort
of	IN	of
things	NNS	thing
.	SENT	.
One	CD	one
woman	NN	woman
texted	JJ	<unknown>
to	TO	to
ask	VB	ask
if	IN	if
a	DT	a
medication	NN	medication
she	PP	she
was	VBD	be
prescribed	VBN	prescribe
at	IN	at
the	DT	the
hospital	NN	hospital
was	VBD	be
OK	JJ	OK
to	TO	to
take	VB	take
while	IN	while
pregnant	JJ	pregnant
.	SENT	.
The	DT	the
answer	NN	answer
was	VBD	be
no	RB	no
.	SENT	.
Another	DT	another
woman	NN	woman
texted	VBN	<unknown>
with	IN	with
pictures	NNS	picture
of	IN	of
an	DT	an
infant	NN	infant
born	VBN	bear
under	IN	under
Jennie	NP	Jennie
'	POS	'
s	NN	S
care	NN	care
.	SENT	.
Lastly	RB	lastly
,	,	,
when	WRB	when
you	PP	you
finally	RB	finally
are	VBP	be
called	VBN	call
back	RB	back
to	TO	to
see	VB	see
the	DT	the
provider	NN	provider
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
already	RB	already
taken	VBN	take
your	PP$	your
own	JJ	own
weight	NN	weight
in	IN	in
the	DT	the
waiting	VBG	wait
room	NN	room
,	,	,
and	CC	and
done	VBN	do
your	PP$	your
own	JJ	own
pee	NN	pee
test	NN	test
in	IN	in
the	DT	the
bathroom	NN	bathroom
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
big	JJ	big
departure	NN	departure
from	IN	from
the	DT	the
traditional	JJ	traditional
medical	JJ	medical
model	NN	model
,	,	,
because	IN	because
it	PP	it
places	VBZ	place
responsibility	NN	responsibility
and	CC	and
information	NN	information
back	RB	back
in	IN	in
the	DT	the
woman	NN	woman
'	POS	'
s	NN	S
hands	NNS	hand
.	SENT	.
So	RB	so
rather	RB	rather
than	IN	than
a	DT	a
medical	JJ	medical
setting	NN	setting
where	WRB	where
you	PP	you
might	MD	might
be	VB	be
chastised	VBN	chastise
for	IN	for
not	RB	not
keeping	VBG	keep
up	RP	up
with	IN	with
provider	NN	provider
recommendations	NNS	recommendation
—	:	-
the	DT	the
kind	NN	kind
of	IN	of
settings	NNS	setting
often	RB	often
available	JJ	available
to	TO	to
low-income	JJ	low-income
women	NNS	woman
—	:	-
Jennie	NP	Jennie
'	POS	'
s	NN	S
model	NN	model
is	VBZ	be
to	TO	to
be	VB	be
as	RB	as
supportive	JJ	supportive
as	IN	as
possible	JJ	possible
.	SENT	.
And	CC	and
that	DT	that
support	NN	support
provides	VBZ	provide
a	DT	a
crucial	JJ	crucial
buffer	NN	buffer
to	TO	to
the	DT	the
stress	NN	stress
of	IN	of
racism	NN	racism
and	CC	and
discrimination	NN	discrimination
facing	VBG	face
these	DT	these
women	NNS	woman
every	DT	every
day	NN	day
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
best	JJS	good
thing	NN	thing
about	IN	about
Jennie	NP	Jennie
'	POS	'
s	NN	S
model	NN	model
:	:	:
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
incredibly	RB	incredibly
successful	JJ	successful
.	SENT	.
Remember	VB	remember
those	DT	those
statistics	NNS	statistic
I	PP	I
told	VBD	tell
you	PP	you
,	,	,
that	IN	that
black	JJ	black
women	NNS	woman
are	VBP	be
more	RBR	more
likely	JJ	likely
to	TO	to
give	VB	give
birth	NN	birth
too	RB	too
early	RB	early
,	,	,
to	TO	to
give	VB	give
birth	NN	birth
to	TO	to
low	JJ	low
birth	NN	birth
weight	NN	weight
babies	NNS	baby
,	,	,
to	TO	to
even	RB	even
die	VB	die
due	JJ	due
to	TO	to
complications	NNS	complication
of	IN	of
pregnancy	NN	pregnancy
and	CC	and
childbirth	NN	childbirth
?	SENT	?
Well	RB	well
,	,	,
The	DT	the
JJ	NN	JJ
Way	NN	way
has	VBZ	have
almost	RB	almost
entirely	RB	entirely
eliminated	VBN	eliminate
those	DT	those
problems	NNS	problem
,	,	,
starting	VBG	start
with	IN	with
what	WP	what
Jennie	NP	Jennie
calls	VBZ	call
"	``	"
skinny	JJ	skinny
babies	NNS	baby
.	SENT	.
"	``	"
She	PP	she
'	POS	'
s	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
get	VB	get
almost	RB	almost
all	PDT	all
her	PP$	her
clients	NNS	client
to	TO	to
term	NN	term
with	IN	with
healthy	JJ	healthy
,	,	,
chunky	JJ	chunky
babies	NNS	baby
like	IN	like
this	DT	this
one	CD	one
.	SENT	.
Audience	NN	audience
:	:	:
Aw	NN	Aw
!	SENT	!
Miriam	NP	Miriam
Zoila	NP	Zoila
P��rez	NP	<unknown>
:	:	:
This	DT	this
is	VBZ	be
a	DT	a
baby	NN	baby
girl	NN	girl
born	VBN	bear
to	TO	to
a	DT	a
client	NN	client
of	IN	of
Jennie	NP	Jennie
'	POS	'
s	NN	S
this	DT	this
past	JJ	past
June	NP	June
.	SENT	.
A	DT	a
similar	JJ	similar
demographic	JJ	demographic
of	IN	of
women	NNS	woman
in	IN	in
Jennie	NP	Jennie
'	POS	'
s	JJ	<unknown>
area	NN	area
who	WP	who
gave	VBD	give
birth	NN	birth
at	IN	at
the	DT	the
same	JJ	same
hospital	NN	hospital
her	PP$	her
clients	NNS	client
did	VBD	do
were	VBD	be
three	CD	three
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
give	VB	give
birth	NN	birth
to	TO	to
a	DT	a
baby	NN	baby
below	IN	below
a	DT	a
healthy	JJ	healthy
weight	NN	weight
.	SENT	.
Jennie	NP	Jennie
is	VBZ	be
making	VBG	make
headway	NN	headway
into	IN	into
what	WP	what
has	VBZ	have
been	VBN	be
seen	VBN	see
for	IN	for
decades	NNS	decade
as	IN	as
an	DT	an
almost	RB	almost
intractable	JJ	intractable
problem	NN	problem
.	SENT	.
Some	DT	some
of	IN	of
you	PP	you
might	MD	might
be	VB	be
thinking	VBG	think
,	,	,
all	RB	all
this	DT	this
one-on-one	JJ	one-on-one
attention	NN	attention
that	IN	that
The	DT	the
JJ	NN	JJ
Way	NN	way
requires	VBZ	require
must	MD	must
be	VB	be
too	RB	too
expensive	JJ	expensive
to	TO	to
scale	VB	scale
.	SENT	.
Well	RB	well
,	,	,
you	PP	you
'	POS	'
d	NN	d
be	VB	be
wrong	JJ	wrong
.	SENT	.
The	DT	the
visit	NN	visit
with	IN	with
the	DT	the
provider	NN	provider
is	VBZ	be
not	RB	not
the	DT	the
center	NN	center
of	IN	of
Jennie	NP	Jennie
'	POS	'
s	NN	S
model	NN	model
,	,	,
and	CC	and
for	IN	for
good	JJ	good
reason	NN	reason
.	SENT	.
Those	DT	those
visits	NNS	visit
are	VBP	be
expensive	JJ	expensive
,	,	,
and	CC	and
in	IN	in
order	NN	order
to	TO	to
maintain	VB	maintain
her	PP$	her
model	NN	model
,	,	,
she	PP	she
'	POS	'
s	NN	S
got	VBD	get
to	TO	to
see	VB	see
a	DT	a
lot	NN	lot
of	IN	of
clients	NNS	client
to	TO	to
cover	VB	cover
costs	NNS	cost
.	SENT	.
But	CC	but
Jennie	NP	Jennie
doesn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
to	TO	to
spend	VB	spend
a	DT	a
ton	NN	ton
of	IN	of
time	NN	time
with	IN	with
each	DT	each
woman	NN	woman
,	,	,
if	IN	if
all	DT	all
of	IN	of
the	DT	the
members	NNS	member
of	IN	of
her	PP$	her
team	NN	team
can	MD	can
provide	VB	provide
the	DT	the
support	NN	support
,	,	,
information	NN	information
and	CC	and
care	NN	care
that	IN	that
her	PP$	her
clients	NNS	client
need	VBP	need
.	SENT	.
The	DT	the
beauty	NN	beauty
of	IN	of
Jennie	NP	Jennie
'	POS	'
s	NN	S
model	NN	model
is	VBZ	be
that	IN	that
she	PP	she
actually	RB	actually
believes	VBZ	believe
it	PP	it
can	MD	can
be	VB	be
implemented	VBN	implement
in	IN	in
pretty	RB	pretty
much	RB	much
any	DT	any
health	NN	health
care	NN	care
setting	NN	setting
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
revolution	NN	revolution
in	IN	in
care	NN	care
just	RB	just
waiting	VBG	wait
to	TO	to
happen	VB	happen
.	SENT	.
These	DT	these
problems	NNS	problem
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
sharing	VBG	share
with	IN	with
you	PP	you
are	VBP	be
big	JJ	big
.	SENT	.
They	PP	they
come	VBP	come
from	IN	from
long	JJ	long
histories	NNS	history
of	IN	of
racism	NN	racism
,	,	,
classism	NN	<unknown>
,	,	,
a	DT	a
society	NN	society
based	VBN	base
on	IN	on
race	NN	race
and	CC	and
class	NN	class
stratification	NN	stratification
.	SENT	.
They	PP	they
involve	VBP	involve
elaborate	VB	elaborate
physiological	JJ	physiological
mechanisms	NNS	mechanism
meant	VBN	mean
to	TO	to
protect	VB	protect
us	PP	us
,	,	,
that	RB	that
,	,	,
when	WRB	when
overstimulated	JJ	overstimulated
,	,	,
actually	RB	actually
make	VB	make
us	PP	us
sick	JJ	sick
.	SENT	.
But	CC	but
if	IN	if
there	EX	there
'	''	'
s	VBZ	<unknown>
one	CD	one
thing	NN	thing
I	NP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
from	IN	from
my	PP$	my
work	NN	work
as	IN	as
a	DT	a
doula	NN	<unknown>
,	,	,
it	PP	it
'	POS	'
s	NN	S
that	IN	that
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
unconditional	JJ	unconditional
support	NN	support
can	MD	can
go	VB	go
a	DT	a
really	RB	really
long	JJ	long
way	NN	way
.	SENT	.
History	NN	history
has	VBZ	have
shown	VBN	show
that	IN	that
people	NNS	people
are	VBP	be
incredibly	RB	incredibly
resilient	JJ	resilient
,	,	,
and	CC	and
while	IN	while
we	PP	we
can	MD	can
'	''	'
t	NN	t
eradicate	VB	eradicate
racism	NN	racism
or	CC	or
the	DT	the
stress	NN	stress
that	IN	that
results	NNS	result
from	IN	from
it	PP	it
overnight	RB	overnight
,	,	,
we	PP	we
might	MD	might
just	RB	just
be	VB	be
able	JJ	able
to	TO	to
create	VB	create
environments	NNS	environment
that	WDT	that
provide	VBP	provide
a	DT	a
buffer	NN	buffer
to	TO	to
what	WP	what
people	NNS	people
of	IN	of
color	NN	color
experience	NN	experience
on	IN	on
a	DT	a
daily	JJ	daily
basis	NN	basis
.	SENT	.
And	CC	and
during	IN	during
pregnancy	NN	pregnancy
,	,	,
that	DT	that
buffer	NN	buffer
can	MD	can
be	VB	be
an	DT	an
incredible	JJ	incredible
tool	NN	tool
towards	IN	towards
shifting	VBG	shift
the	DT	the
impact	NN	impact
of	IN	of
racism	NN	racism
for	IN	for
generations	NNS	generation
to	TO	to
come	VB	come
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
