Mm	NN	mm.
you	PP	you
are	VBP	be
really	RB	really
not	RB	not
only	RB	only
for	IN	for
my	PP$	my
listeners	NNS	listener
benefit	NN	benefit
,	,	,
but	CC	but
also	RB	also
for	IN	for
my	PP$	my
own	JJ	own
in	IN	in
terms	NNS	term
of	IN	of
really	RB	really
being	VBG	be
so	RB	so
curious	JJ	curious
about	IN	about
how	WRB	how
somebody	NN	somebody
can	MD	can
emerge	VB	emerge
from	IN	from
that	DT	that
kind	NN	kind
of	IN	of
darkness	NN	darkness
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
.	SENT	.
Say	VB	say
,	,	,
this	DT	this
is	VBZ	be
happiness	NN	happiness
,	,	,
you	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
happiness	NN	happiness
.	SENT	.
Mm	NN	mm.
hmm	NNS	<unknown>
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
written	VBN	write
this	DT	this
about	IN	about
what	WP	what
a	DT	a
father	NN	father
'	POS	'
s	NN	S
role	NN	role
is	VBZ	be
in	IN	in
his	PP$	his
children	NNS	child
'	POS	'
s	NN	S
life	NN	life
.	SENT	.
The	DT	the
father	NN	father
'	POS	'
s	NN	S
job	NN	job
is	VBZ	be
to	TO	to
teach	VB	teach
his	PP$	his
children	NNS	child
how	WRB	how
to	TO	to
be	VB	be
warriors	NNS	warrior
,	,	,
to	TO	to
give	VB	give
them	PP	them
the	DT	the
confidence	NN	confidence
to	TO	to
get	VB	get
on	IN	on
the	DT	the
horse	NN	horse
,	,	,
to	TO	to
ride	VB	ride
into	IN	into
battle	NN	battle
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
necessary	JJ	necessary
to	TO	to
do	VB	do
so	RB	so
.	SENT	.
If	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
get	VBP	get
that	IN	that
from	IN	from
your	PP$	your
father	NN	father
,	,	,
you	PP	you
have	VBP	have
to	TO	to
teach	VB	teach
yourself	PP	yourself
.	SENT	.
Well	RB	well
,	,	,
that	IN	that
'	POS	'
s	NN	S
so	RB	so
resonated	VBD	resonate
with	IN	with
me	PP	me
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
you	PP	you
had	VBD	have
to	TO	to
teach	VB	teach
yourself	PP	yourself
?	SENT	?
Like	IN	like
,	,	,
what	WP	what
is	VBZ	be
the	DT	the
biggest	JJS	big
thing	NN	thing
you	PP	you
think	VBP	think
you	PP	you
had	VBD	have
to	TO	to
teach	VB	teach
yourself	PP	yourself
?	SENT	?
Oh	UH	oh
,	,	,
you	PP	you
don	VBP	don
'	''	'
t	NN	t
ask	VB	ask
little	JJ	little
questions	NNS	question
,	,	,
do	VBP	do
you	PP	you
?	SENT	?
You	PP	you
asked	VBD	ask
me	PP	me
questions	VBZ	question
.	SENT	.
Big	JJ	big
questions	NNS	question
,	,	,
sorry	RB	sorry
.	SENT	.
Big	JJ	big
questions	NNS	question
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
that	IN	that
the	DT	the
biggest	JJS	big
thing	NN	thing
is	VBZ	be
that	IN	that
I	NP	I
'	POS	'
m	NN	m
OK	JJ	OK
in	IN	in
this	DT	this
world	NN	world
.	SENT	.
I	PP	I
have	VBP	have
the	DT	the
strength	NN	strength
and	CC	and
the	DT	the
courage	NN	courage
and	CC	and
the	DT	the
resilience	NN	resilience
and	CC	and
the	DT	the
heart	NN	heart
to	TO	to
be	VB	be
OK	JJ	OK
,	,	,
to	TO	to
be	VB	be
safe	JJ	safe
within	IN	within
myself	PP	myself
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	IN	that
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
I	PP	I
mean	VBP	mean
.	SENT	.
When	WRB	when
I	PP	I
said	VBD	say
to	TO	to
be	VB	be
a	DT	a
warrior	NN	warrior
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
think	VBP	think
we	PP	we
are	VBP	be
very	RB	very
often	RB	often
think	VB	think
of	IN	of
this	DT	this
in	IN	in
terms	NNS	term
of	IN	of
battle	NN	battle
.	SENT	.
And	CC	and
years	NNS	year
ago	RB	ago
I	PP	I
wrote	VBD	write
I	PP	I
wrote	VBD	write
about	IN	about
this	DT	this
in	IN	in
a	DT	a
while	NN	while
,	,	,
too	RB	too
.	SENT	.
But	CC	but
so	RB	so
right	RB	right
after	IN	after
my	PP$	my
mom	NN	mom
died	VBD	die
,	,	,
I	PP	I
was	VBD	be
living	VBG	live
in	IN	in
Minneapolis	NP	Minneapolis
.	SENT	.
I	PP	I
was	VBD	be
twenty	CD	twenty
two	CD	two
and	CC	and
a	DT	a
friend	NN	friend
of	IN	of
mine	PP	mine
gave	VBD	give
me	PP	me
a	DT	a
gift	NN	gift
certificate	NN	certificate
to	TO	to
see	VB	see
an	DT	an
astrologer	NN	astrologer
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
like	IN	like
,	,	,
OK	UH	OK
,	,	,
well	UH	well
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
like	IN	like
what	WP	what
says	VBZ	say
astrology	NN	astrology
stuff	NN	stuff
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
And	CC	and
but	CC	but
I	PP	I
thought	VBD	think
,	,	,
OK	UH	OK
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
go	VBP	go
.	SENT	.
And	CC	and
I	PP	I
went	VBD	go
and	CC	and
I	PP	I
talked	VBD	talk
to	TO	to
this	DT	this
woman	NN	woman
,	,	,
Pat	NP	Pat
Kaluza	NP	<unknown>
,	,	,
and	CC	and
she	PP	she
had	VBD	have
this	DT	this
like	JJ	like
hippie	NN	hippie
sort	NN	sort
of	IN	of
place	NN	place
in	IN	in
Minneapolis	NP	Minneapolis
,	,	,
and	CC	and
she	PP	she
read	VBP	read
my	PP$	my
birth	NN	birth
chart	NN	chart
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
astounding	VBG	astound
and	CC	and
amazing	JJ	amazing
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
she	PP	she
said	VBD	say
to	TO	to
me	PP	me
,	,	,
she	PP	she
kept	VBD	keep
going	VBG	go
to	TO	to
the	DT	the
father	NN	father
.	SENT	.
She	PP	she
kept	VBD	keep
saying	VBG	say
,	,	,
your	PP$	your
father	NN	father
,	,	,
he	PP	he
'	POS	'
s	NN	S
a	DT	a
Vietnam	NP	Vietnam
vet	NN	vet
or	CC	or
he	PP	he
'	POS	'
s	JJ	<unknown>
troubled	JJ	troubled
or	CC	or
he	PP	he
'	POS	'
s	NN	S
you	PP	you
know	VBP	know
.	SENT	.
And	CC	and
I	PP	I
kept	VBD	keep
saying	VBG	say
,	,	,
like	VB	like
,	,	,
oh	UH	oh
,	,	,
yeah	RB	yeah
,	,	,
my	PP$	my
father	NN	father
is	VBZ	be
not	RB	not
in	IN	in
my	PP$	my
life	NN	life
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
nothing	NN	nothing
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
nothing	NN	nothing
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
not	RB	not
anything	NN	anything
.	SENT	.
And	CC	and
she	PP	she
said	VBD	say
to	TO	to
me	PP	me
,	,	,
well	UH	well
,	,	,
you	PP	you
were	VBD	be
wounded	VBN	wound
.	SENT	.
Your	PP$	your
father	NN	father
was	VBD	be
wounded	VBN	wound
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
have	VBP	have
a	DT	a
parent	NN	parent
who	WP	who
'	POS	'
s	JJ	<unknown>
wounded	JJ	wounded
and	CC	and
who	WP	who
hasn	NN	<unknown>
'	POS	'
t	NN	t
healed	VBD	heal
his	PP$	his
or	CC	or
her	PP$	her
wounds	NNS	wound
,	,	,
you	PP	you
you	PP	you
as	IN	as
the	DT	the
child	NN	child
,	,	,
you	PP	you
'	POS	'
re	NN	re
wounded	VBN	wound
in	IN	in
the	DT	the
same	JJ	same
place	NN	place
.	SENT	.
And	CC	and
so	IN	so
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
heal	VB	heal
that	DT	that
wounds	NNS	wound
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
she	PP	she
talked	VBD	talk
to	TO	to
me	PP	me
about	IN	about
it	PP	it
is	VBZ	be
that	IN	that
there	EX	there
will	MD	will
be	VB	be
times	NNS	time
in	IN	in
your	PP$	your
life	NN	life
that	IN	that
you	PP	you
need	VBP	need
to	TO	to
ride	VB	ride
into	IN	into
battle	NN	battle
for	IN	for
yourself	PP	yourself
and	CC	and
you	PP	you
need	VBP	need
to	TO	to
teach	VB	teach
yourself	PP	yourself
how	WRB	how
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
would	MD	would
say	VB	say
that	IN	that
that	WDT	that
extends	VBZ	extend
beyond	IN	beyond
necessarily	RB	necessarily
the	DT	the
father	NN	father
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
get	VBP	get
that	IN	that
essential	JJ	essential
sense	NN	sense
of	IN	of
self-worth	NN	self-worth
from	IN	from
both	DT	both
parents	NNS	parent
,	,	,
we	PP	we
need	VBP	need
to	TO	to
reckon	VB	reckon
with	IN	with
that	DT	that
in	IN	in
our	PP$	our
adult	NN	adult
lives	NNS	life
.	SENT	.
And	CC	and
so	RB	so
with	IN	with
my	PP$	my
father	NN	father
,	,	,
I	PP	I
had	VBD	have
to	TO	to
heal	VB	heal
many	JJ	many
things	NNS	thing
.	SENT	.
But	CC	but
but	CC	but
the	DT	the
most	JJS	most
the	DT	the
biggest	JJS	big
one	CD	one
you	PP	you
ask	VBP	ask
what	WP	what
the	DT	the
most	RBS	most
important	JJ	important
one	CD	one
I	PP	I
think	VBP	think
it	PP	it
was	VBD	be
that	DT	that
sense	NN	sense
is	VBZ	be
that	RB	that
.	SENT	.
That	DT	that
I	NP	I
'	POS	'
m	NN	m
secure	JJ	secure
and	CC	and
safe	JJ	safe
in	IN	in
the	DT	the
world	NN	world
and	CC	and
that	IN	that
I	NP	I
'	POS	'
m	NN	m
strong	JJ	strong
enough	RB	enough
to	TO	to
face	VB	face
anything	NN	anything
really	RB	really
and	CC	and
to	TO	to
really	RB	really
step	VB	step
into	IN	into
that	DT	that
knowledge	NN	knowledge
,	,	,
not	RB	not
that	IN	that
you	PP	you
'	''	'
ll	NN	ll
be	VB	be
like	IN	like
always	RB	always
brave	JJ	brave
or	CC	or
always	RB	always
do	VBP	do
the	DT	the
right	JJ	right
thing	NN	thing
or	CC	or
always	RB	always
accept	VB	accept
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
in	IN	in
in	IN	in
a	DT	a
sort	NN	sort
of	IN	of
graceful	JJ	graceful
way	NN	way
or	CC	or
courageous	JJ	courageous
way	NN	way
.	SENT	.
But	CC	but
that	DT	that
at	IN	at
my	PP$	my
deepest	JJS	deep
,	,	,
deepest	JJS	deep
,	,	,
deepest	JJS	deep
place	NN	place
within	IN	within
me	PP	me
,	,	,
I	PP	I
believe	VBP	believe
in	IN	in
the	DT	the
power	NN	power
of	IN	of
my	PP$	my
own	JJ	own
resilience	NN	resilience
and	CC	and
ability	NN	ability
to	TO	to
survive	VB	survive
and	CC	and
persist	VB	persist
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
the	DT	the
parents	NNS	parent
give	VBP	give
us	PP	us
if	IN	if
they	PP	they
love	VBP	love
us	PP	us
well	RB	well
and	CC	and
they	PP	they
love	VBP	love
us	PP	us
.	SENT	.
Right	RB	right
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
get	VBP	get
that	IN	that
,	,	,
we	PP	we
have	VBP	have
to	TO	to
find	VB	find
it	PP	it
ourselves	PP	ourselves
and	CC	and
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
as	IN	as
I	PP	I
was	VBD	be
rereading	VBG	reread
Wilde	NP	Wilde
and	CC	and
as	IN	as
I	PP	I
watch	VBP	watch
the	DT	the
movie	NN	movie
again	RB	again
,	,	,
too	RB	too
,	,	,
which	WDT	which
was	VBD	be
really	RB	really
wonderful	JJ	wonderful
.	SENT	.
I	PP	I
also	RB	also
got	VBD	get
the	DT	the
sense	NN	sense
that	IN	that
that	DT	that
your	PP$	your
journey	NN	journey
was	VBD	be
one	CD	one
of	IN	of
finding	VBG	find
out	RP	out
if	IN	if
you	PP	you
could	MD	could
rely	VB	rely
on	IN	on
yourself	PP	yourself
,	,	,
if	IN	if
you	PP	you
could	MD	could
take	VB	take
care	NN	care
of	IN	of
yourself	PP	yourself
,	,	,
pretty	RB	pretty
extreme	JJ	extreme
way	NN	way
.	SENT	.
Yeah	RB	yeah
.	SENT	.
Testing	VBG	test
yourself	PP	yourself
.	SENT	.
But	CC	but
but	CC	but
I	PP	I
got	VBD	get
the	DT	the
sense	NN	sense
that	IN	that
that	DT	that
ability	NN	ability
to	TO	to
do	VB	do
that	DT	that
was	VBD	be
was	VBD	be
also	RB	also
underneath	IN	underneath
everything	NN	everything
else	RB	else
that	IN	that
you	PP	you
were	VBD	be
doing	VBG	do
.	SENT	.
I	PP	I
think	VBP	think
so	RB	so
,	,	,
too	RB	too
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
I	PP	I
want	VBP	want
to	TO	to
say	VB	say
to	TO	to
like	VB	like
I	PP	I
think	VB	think
though	IN	though
we	PP	we
all	RB	all
need	VBP	need
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
obviously	RB	obviously
somebody	NN	somebody
like	IN	like
me	PP	me
who	WP	who
had	VBD	have
a	DT	a
father	NN	father
who	WP	who
was	VBD	be
abusive	JJ	abusive
and	CC	and
not	RB	not
,	,	,
you	PP	you
know	VBP	know
,	,	,
not	RB	not
the	DT	the
father	NN	father
that	IN	that
any	DT	any
one	CD	one
wants	VBZ	want
.	SENT	.
And	CC	and
then	RB	then
and	CC	and
then	RB	then
a	DT	a
mother	NN	mother
who	WP	who
died	VBD	die
,	,	,
I	PP	I
was	VBD	be
really	RB	really
an	DT	an
orphan	NN	orphan
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
had	VBD	have
to	TO	to
go	VB	go
and	CC	and
find	VB	find
those	DT	those
things	NNS	thing
,	,	,
as	IN	as
you	PP	you
say	VBP	say
.	SENT	.
And	CC	and
yet	RB	yet
I	PP	I
think	VBP	think
part	NN	part
of	IN	of
maybe	RB	maybe
the	DT	the
human	JJ	human
journey	NN	journey
is	VBZ	be
that	IN	that
like	IN	like
that	WDT	that
I	PP	I
even	RB	even
think	VBP	think
of	IN	of
my	PP$	my
own	JJ	own
kids	NNS	kid
,	,	,
teenagers	NNS	teenager
right	RB	right
now	RB	now
who	WP	who
are	VBP	be
loved	VBN	love
and	CC	and
secure	JJ	secure
and	CC	and
living	VBG	live
in	IN	in
a	DT	a
very	RB	very
happy	JJ	happy
home	NN	home
and	CC	and
have	VBP	have
wonderful	JJ	wonderful
lives	NNS	life
.	SENT	.
And	CC	and
yet	CC	yet
what	WP	what
I	PP	I
know	VBP	know
about	RB	about
them	PP	them
is	VBZ	be
that	IN	that
that	DT	that
part	NN	part
of	IN	of
their	PP$	their
journey	NN	journey
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
finding	VBG	find
their	PP$	their
way	NN	way
and	CC	and
finding	VBG	find
their	PP$	their
strength	NN	strength
and	CC	and
finding	VBG	find
their	PP$	their
courage	NN	courage
and	CC	and
and	CC	and
also	RB	also
finding	VBG	find
their	PP$	their
path	NN	path
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
all	DT	all
of	IN	of
those	DT	those
things	NNS	thing
are	VBP	be
made	VBN	make
more	RBR	more
difficult	JJ	difficult
when	WRB	when
we	PP	we
have	VBP	have
difficult	JJ	difficult
parents	NNS	parent
or	CC	or
dead	JJ	dead
parents	NNS	parent
or	CC	or
abusive	JJ	abusive
parents	NNS	parent
.	SENT	.
But	CC	but
they	PP	they
'	POS	'
re	NN	re
all	RB	all
it	PP	it
'	POS	'
s	JJ	<unknown>
part	NN	part
of	IN	of
what	WP	what
we	PP	we
have	VBP	have
to	TO	to
do	VB	do
as	IN	as
humans	NNS	human
.	SENT	.
And	CC	and
and	CC	and
that	IN	that
'	POS	'
s	NN	S
why	WRB	why
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
think	VBP	think
so	RB	so
often	RB	often
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
until	IN	until
after	IN	after
I	PP	I
actually	RB	actually
wrote	VBD	write
Wild	NP	Wild
that	IN	that
I	PP	I
understood	VBD	understand
what	WP	what
I	PP	I
had	VBD	have
done	VBN	do
on	IN	on
that	DT	that
hike	NN	hike
is	VBZ	be
that	IN	that
I	PP	I
had	VBD	have
given	VBN	give
myself	PP	myself
my	PP$	my
own	JJ	own
rite	NN	rite
of	IN	of
passage	NN	passage
.	SENT	.
And	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
said	VBD	say
,	,	,
like	IN	like
,	,	,
you	PP	you
have	VBP	have
to	TO	to
go	VB	go
test	VB	test
yourself	PP	yourself
to	TO	to
see	VB	see
who	WP	who
you	PP	you
are	VBP	be
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
those	DT	those
rituals	NNS	ritual
of	IN	of
rites	NNS	rite
of	IN	of
passage	NN	passage
are	VBP	be
what	WP	what
what	WP	what
we	PP	we
'	POS	'
ve	NNS	<unknown>
done	VBN	do
as	IN	as
humans	NNS	human
throughout	IN	throughout
all	DT	all
time	NN	time
,	,	,
across	IN	across
every	DT	every
culture	NN	culture
and	CC	and
,	,	,
you	PP	you
know	VBP	know
,	,	,
continents	NNS	continent
and	CC	and
so	RB	so
on	RB	on
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
do	VBP	do
that	IN	that
so	RB	so
much	RB	much
anymore	RB	anymore
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	VBG	<unknown>
a	DT	a
loss	NN	loss
.	SENT	.
I	PP	I
think	VBP	think
most	JJS	most
of	IN	of
us	PP	us
would	MD	would
benefit	VB	benefit
from	IN	from
being	VBG	be
asked	VBN	ask
to	TO	to
find	VB	find
out	RP	out
who	WP	who
we	PP	we
really	RB	really
are	VBP	be
by	IN	by
being	VBG	be
put	VBN	put
in	IN	in
uncomfortable	JJ	uncomfortable
circumstances	NNS	circumstance
or	CC	or
challenging	JJ	challenging
circumstances	NNS	circumstance
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
doing	VBG	do
my	PP$	my
research	NN	research
on	IN	on
your	PP$	your
childhood	NN	childhood
and	CC	and
adolescence	NN	adolescence
,	,	,
they	PP	they
came	VBD	come
across	IN	across
a	DT	a
couple	NN	couple
of	IN	of
little	JJ	little
facts	NNS	fact
that	WDT	that
really	RB	really
were	VBD	be
wonderfully	RB	wonderfully
surprising	JJ	surprising
.	SENT	.
I	PP	I
know	VBP	know
that	IN	that
when	WRB	when
you	PP	you
were	VBD	be
13	CD	@card@
,	,	,
you	PP	you
moved	VBD	move
to	TO	to
Aitkin	NP	Aitkin
County	NP	County
.	SENT	.
It	PP	it
was	VBD	be
very	RB	very
narrowly	RB	narrowly
lived	VBN	live
in	IN	in
a	DT	a
house	NN	house
with	IN	with
your	PP$	your
mom	NN	mom
and	CC	and
your	PP$	your
stepfather	NN	stepfather
.	SENT	.
They	PP	they
built	VBD	build
the	DT	the
house	NN	house
and	CC	and
for	IN	for
many	JJ	many
years	NNS	year
the	DT	the
house	NN	house
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
electricity	NN	electricity
or	CC	or
running	VBG	run
water	NN	water
,	,	,
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
indoor	JJ	indoor
plumbing	NN	plumbing
until	IN	until
after	IN	after
you	PP	you
went	VBD	go
to	TO	to
college	NN	college
.	SENT	.
But	CC	but
despite	IN	despite
all	DT	all
of	IN	of
this	DT	this
,	,	,
Cheryl	NP	Cheryl
Strayed	VBD	stray
,	,	,
you	PP	you
were	VBD	be
a	DT	a
high	JJ	high
school	NN	school
cheerleader	NN	cheerleader
and	CC	and
the	DT	the
homecoming	NN	homecoming
queen	NN	queen
.	SENT	.
And	CC	and
so	IN	so
you	PP	you
you	PP	you
were	VBD	be
an	DT	an
overachiever	NN	overachiever
from	IN	from
day	NN	day
one	CD	one
.	SENT	.
Aha	NP	Aha
.	SENT	.
I	PP	I
was	VBD	be
.	SENT	.
I	PP	I
was	VBD	be
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
explain	VB	explain
.	SENT	.
My	PP$	my
stepfather	NN	stepfather
,	,	,
who	WP	who
was	VBD	be
a	DT	a
carpenter	NN	carpenter
,	,	,
he	PP	he
was	VBD	be
seven	CD	seven
years	NNS	year
younger	JJR	young
than	IN	than
my	PP$	my
mom	NN	mom
.	SENT	.
They	PP	they
they	PP	they
married	VBD	marry
when	WRB	when
I	PP	I
was	VBD	be
like	IN	like
11	CD	@card@
and	CC	and
he	PP	he
was	VBD	be
working	VBG	work
under	IN	under
the	DT	the
table	NN	table
for	IN	for
this	DT	this
roofing	NN	roofing
contractor	NN	contractor
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
winter	NN	winter
in	IN	in
Minnesota	NP	Minnesota
.	SENT	.
There	EX	there
was	VBD	be
ice	NN	ice
on	IN	on
the	DT	the
roof	NN	roof
.	SENT	.
He	PP	he
slid	VBD	slide
off	RP	off
the	DT	the
roof	NN	roof
and	CC	and
broke	VBD	break
his	PP$	his
back	NN	back
.	SENT	.
And	CC	and
as	IN	as
I	PP	I
said	VBD	say
,	,	,
we	PP	we
were	VBD	be
always	RB	always
flat	JJ	flat
broke	RB	broke
and	CC	and
he	PP	he
was	VBD	be
injured	VBN	injure
and	CC	and
out	RB	out
of	IN	of
work	NN	work
for	IN	for
more	JJR	more
than	IN	than
a	DT	a
year	NN	year
.	SENT	.
And	CC	and
my	PP$	my
mom	NN	mom
at	IN	at
the	DT	the
time	NN	time
was	VBD	be
working	VBG	work
as	IN	as
an	DT	an
administrative	JJ	administrative
assistant	NN	assistant
for	IN	for
the	DT	the
like	IN	like
the	DT	the
small	JJ	small
town	NN	town
attorney	NN	attorney
in	IN	in
Chaska	NP	Chaska
,	,	,
Minnesota	NP	Minnesota
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
represent	VBP	represent
you	PP	you
pro	FW	pro
bono	FW	bono
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
fair	JJ	fair
because	IN	because
my	PP$	my
stepfather	NN	stepfather
was	VBD	be
working	VBG	work
under	IN	under
the	DT	the
table	NN	table
.	SENT	.
His	PP$	his
boss	NN	boss
said	VBD	say
,	,	,
oh	UH	oh
,	,	,
no	UH	no
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
pay	VB	pay
you	PP	you
anything	NN	anything
.	SENT	.
So	RB	so
by	IN	by
the	DT	the
end	NN	end
of	IN	of
the	DT	the
year	NN	year
,	,	,
they	PP	they
got	VBD	get
a	DT	a
twelve	NN	twelve
thousand	CD	thousand
dollar	NN	dollar
check	NN	check
.	SENT	.
That	DT	that
was	VBD	be
the	DT	the
payment	NN	payment
for	IN	for
a	DT	a
broken	VBN	break
back	RB	back
back	RB	back
in	IN	in
1980	CD	@card@
or	CC	or
so	RB	so
.	SENT	.
And	CC	and
my	PP$	my
mom	NN	mom
said	VBD	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
our	PP$	our
only	JJ	only
chance	NN	chance
we	PP	we
'	POS	'
ll	NNS	<unknown>
ever	RB	ever
have	VBP	have
our	PP$	our
own	JJ	own
home	NN	home
that	IN	that
we	PP	we
own	VBP	own
and	CC	and
let	VBP	let
'	POS	'
s	NNS	<unknown>
not	RB	not
buy	VBP	buy
a	DT	a
home	NN	home
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
buy	NN	buy
land	NN	land
.	SENT	.
So	RB	so
they	PP	they
went	VBD	go
to	TO	to
northern	JJ	northern
Minnesota	NP	Minnesota
.	SENT	.
Yeah	RB	yeah
.	SENT	.
And	CC	and
we	PP	we
moved	VBD	move
to	TO	to
40	CD	@card@
acres	NNS	acre
of	IN	of
land	NN	land
.	SENT	.
We	PP	we
lived	VBD	live
really	RB	really
in	IN	in
a	DT	a
tarpaper	NN	tarpaper
shack	NN	shack
,	,	,
one	CD	one
room	NN	room
tarpaper	NN	tarpaper
shack	NN	shack
for	IN	for
the	DT	the
first	JJ	first
six	CD	six
months	NNS	month
.	SENT	.
And	CC	and
we	PP	we
built	VBD	build
the	DT	the
house	NN	house
ourselves	PP	ourselves
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
and	CC	and
it	PP	it
was	VBD	be
incredibly	RB	incredibly
difficult	JJ	difficult
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
a	DT	a
teenager	NN	teenager
and	CC	and
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
pretty	JJ	pretty
and	CC	and
popular	JJ	popular
and	CC	and
not	RB	not
associated	VBN	associate
with	IN	with
going	VBG	go
to	TO	to
the	DT	the
bathroom	NN	bathroom
in	IN	in
an	DT	an
outhouse	NN	outhouse
or	CC	or
taking	VBG	take
a	DT	a
bath	NN	bath
in	IN	in
a	DT	a
pond	NN	pond
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
I	PP	I
did	VBD	do
.	SENT	.
Or	CC	or
taking	VBG	take
a	DT	a
bath	NN	bath
in	IN	in
a	DT	a
bucket	NN	bucket
,	,	,
which	WDT	which
is	VBZ	be
what	WP	what
I	PP	I
did	VBD	do
.	SENT	.
So	RB	so
,	,	,
yeah	RB	yeah
,	,	,
my	PP$	my
my	PP$	my
rebellion	NN	rebellion
in	IN	in
my	PP$	my
teen	JJ	teen
years	NNS	year
was	VBD	be
to	TO	to
seem	VB	seem
to	TO	to
be	VB	be
a	DT	a
version	NN	version
of	IN	of
myself	PP	myself
that	RB	that
thought	VBD	think
that	IN	that
I	PP	I
wanted	VBD	want
to	TO	to
project	VB	project
a	DT	a
sense	NN	sense
of	IN	of
success	NN	success
and	CC	and
grace	NN	grace
and	CC	and
togetherness	NN	togetherness
.	SENT	.
And	CC	and
I	PP	I
you	PP	you
know	VBP	know
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
popular	JJ	popular
because	RB	because
to	TO	to
be	VB	be
popular	JJ	popular
is	VBZ	be
to	TO	to
be	VB	be
loved	VBN	love
.	SENT	.
I	PP	I
wanted	VBD	want
people	NNS	people
to	TO	to
love	VB	love
me	PP	me
.	SENT	.
Now	RB	now
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
talk	VBP	talk
a	DT	a
little	JJ	little
