Helen	NP	Helen
like	IN	like
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
step	NN	step
up	RB	up
of	IN	of
coordination	NN	coordination
,	,	,
ambition	NN	ambition
,	,	,
organization	NN	organization
,	,	,
investment	NN	investment
,	,	,
that	WDT	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
really	RB	really
seeing	VBG	see
the	DT	the
signs	NNS	sign
of	IN	of
yet	RB	yet
in	IN	in
some	DT	some
countries	NNS	country
.	SENT	.
Can	MD	can
we	PP	we
do	VB	do
this	DT	this
,	,	,
how	WRB	how
can	MD	can
we	PP	we
do	VB	do
this	DT	this
?	SENT	?
LB	NP	LB
:	:	:
Oh	UH	oh
,	,	,
of	IN	of
course	NN	course
we	PP	we
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
Taiwan	NP	Taiwan
did	VBD	do
it	PP	it
so	RB	so
beautifully	RB	beautifully
,	,	,
Iceland	NP	Iceland
did	VBD	do
it	PP	it
so	RB	so
beautifully	RB	beautifully
,	,	,
Germany	NP	Germany
,	,	,
all	RB	all
with	IN	with
different	JJ	different
strategies	NNS	strategy
,	,	,
South	NP	South
Korea	NP	Korea
.	SENT	.
It	PP	it
really	RB	really
requires	VBZ	require
competent	JJ	competent
governance	NN	governance
,	,	,
a	DT	a
sense	NN	sense
of	IN	of
seriousness	NN	seriousness
,	,	,
and	CC	and
listening	VBG	listen
to	TO	to
the	DT	the
scientists	NNS	scientist
,	,	,
not	RB	not
the	DT	the
politicians	NNS	politician
following	VBG	follow
the	DT	the
virus	NN	virus
.	SENT	.
Of	IN	of
course	NN	course
we	PP	we
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
Let	VB	let
me	PP	me
remind	VB	remind
everybody	NN	everybody
--	:	--
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
zombie	NN	zombie
apocalypse	NN	apocalypse
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
mass	JJ	mass
extinction	NN	extinction
event	NN	event
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
98	CD	@card@
,	,	,
99	CD	@card@
percent	NN	percent
of	IN	of
us	PP	us
are	VBP	be
going	VBG	go
to	TO	to
get	VB	get
out	RP	out
of	IN	of
this	DT	this
alive	JJ	alive
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
deal	VB	deal
with	IN	with
it	PP	it
the	DT	the
way	NN	way
we	PP	we
know	VBP	know
we	PP	we
can	MD	can
,	,	,
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
be	VB	be
the	DT	the
best	JJS	good
version	NN	version
of	IN	of
ourselves	PP	ourselves
.	SENT	.
Both	CC	both
sitting	VBG	sit
at	IN	at
home	NN	home
as	IN	as
well	RB	well
as	RB	as
in	IN	in
science	NN	science
,	,	,
and	CC	and
certainly	RB	certainly
in	IN	in
leadership	NN	leadership
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
might	MD	might
there	RB	there
be	VB	be
even	RB	even
worse	JJR	bad
pathogens	NNS	pathogen
out	RB	out
there	RB	there
in	IN	in
the	DT	the
future	NN	future
?	SENT	?
Like	IN	like
,	,	,
can	MD	can
you	PP	you
picture	VB	picture
or	CC	or
describe	VB	describe
an	DT	an
even	RB	even
worse	JJR	bad
combination	NN	combination
of	IN	of
those	DT	those
numbers	NNS	number
that	IN	that
we	PP	we
should	MD	should
start	VB	start
to	TO	to
get	VB	get
ready	JJ	ready
for	IN	for
?	SENT	?
LB	NN	lb
:	:	:
Well	RB	well
,	,	,
smallpox	NN	smallpox
had	VBD	have
an	DT	an
R0	NP	<unknown>
of	IN	of
3	CD	@card@
.	SENT	.
5	CD	@card@
to	TO	to
4	CD	@card@
.	SENT	.
5	CD	@card@
,	,	,
so	RB	so
that	RB	that
'	''	'
s	NNS	<unknown>
probably	RB	probably
about	IN	about
what	WP	what
I	PP	I
think	VBP	think
this	DT	this
COVID	NP	<unknown>
will	MD	will
be	VB	be
.	SENT	.
But	CC	but
it	PP	it
killed	VBD	kill
a	DT	a
third	JJ	third
of	IN	of
the	DT	the
people	NNS	people
.	SENT	.
But	CC	but
we	PP	we
had	VBD	have
a	DT	a
vaccine	NN	vaccine
.	SENT	.
So	RB	so
those	DT	those
are	VBP	be
the	DT	the
different	JJ	different
sets	NNS	set
that	IN	that
you	PP	you
have	VBP	have
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
'	POS	'
m	NN	m
mostly	RB	mostly
worried	VBN	worry
about	RB	about
,	,	,
and	CC	and
the	DT	the
reason	NN	reason
that	IN	that
we	PP	we
made	VBD	make
"	``	"
Contagion	NN	contagion
"	''	"
and	CC	and
that	DT	that
was	VBD	be
a	DT	a
fictional	JJ	fictional
virus	NN	virus
--	:	--
I	PP	I
repeat	VBP	repeat
,	,	,
for	IN	for
those	DT	those
of	IN	of
you	PP	you
watching	VBG	watch
,	,	,
that	WDT	that
'	POS	'
s	NN	S
fiction	NN	fiction
.	SENT	.
We	PP	we
created	VBD	create
a	DT	a
virus	NN	virus
that	WDT	that
killed	VBD	kill
a	DT	a
lot	NN	lot
more	RBR	more
than	IN	than
this	DT	this
one	CD	one
did	VBD	do
.	SENT	.
CA	MD	ca
:	:	:
You	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
the	DT	the
movie	NN	movie
"	``	"
Contagion	NN	contagion
"	''	"
that	WDT	that
'	POS	'
s	RB	<unknown>
been	VBN	be
trending	VBG	trend
on	IN	on
Netflix	NP	<unknown>
.	SENT	.
And	CC	and
you	PP	you
were	VBD	be
an	DT	an
advisor	NN	advisor
for	IN	for
.	SENT	.
LB	NN	lb
:	:	:
Absolutely	RB	absolutely
,	,	,
that	IN	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
But	CC	but
we	PP	we
made	VBD	make
that	DT	that
movie	NN	movie
deliberately	RB	deliberately
to	TO	to
show	VB	show
what	WP	what
a	DT	a
real	JJ	real
pandemic	NN	pandemic
looked	VBD	look
like	IN	like
,	,	,
but	CC	but
we	PP	we
did	VBD	do
choose	VB	choose
a	DT	a
pretty	RB	pretty
awful	JJ	awful
virus	NN	virus
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
we	PP	we
showed	VBD	show
it	PP	it
like	VBP	like
that	IN	that
,	,	,
going	VBG	go
from	IN	from
a	DT	a
bat	NN	bat
to	TO	to
an	DT	an
apple	NN	apple
,	,	,
to	TO	to
a	DT	a
pig	NN	pig
,	,	,
to	TO	to
a	DT	a
cook	NN	cook
,	,	,
to	TO	to
Gwyneth	NP	Gwyneth
Paltrow	NP	Paltrow
,	,	,
was	VBD	be
because	IN	because
that	WDT	that
is	VBZ	be
in	IN	in
nature	NN	nature
what	WP	what
we	PP	we
call	VBP	call
spillover	NNS	spillover
,	,	,
as	IN	as
zoonotic	JJ	<unknown>
diseases	NNS	disease
,	,	,
diseases	NNS	disease
of	IN	of
animals	NNS	animal
,	,	,
spill	VB	spill
over	RP	over
to	TO	to
human	JJ	human
beings	NNS	being
.	SENT	.
And	CC	and
if	IN	if
I	PP	I
look	VBP	look
backwards	RB	backwards
three	CD	three
decades	NNS	decade
or	CC	or
forward	RB	forward
three	CD	three
decades	NNS	decade
--	:	--
looking	VBG	look
backward	RB	backward
three	CD	three
decades	NNS	decade
,	,	,
Ebola	NP	<unknown>
,	,	,
SARS	NP	<unknown>
,	,	,
Zika	NP	<unknown>
,	,	,
swine	NN	swine
flu	NN	flu
,	,	,
bird	NN	bird
flu	NN	flu
,	,	,
West	NP	West
Nile	NP	Nile
,	,	,
we	PP	we
can	MD	can
begin	VB	begin
almost	RB	almost
a	DT	a
catechism	NN	catechism
and	CC	and
listen	VB	listen
to	TO	to
all	PDT	all
the	DT	the
cacophony	NN	cacophony
of	IN	of
these	DT	these
names	NNS	name
.	SENT	.
But	CC	but
there	EX	there
were	VBD	be
30	CD	@card@
to	TO	to
50	CD	@card@
novel	NN	novel
viruses	NNS	virus
that	WDT	that
jumped	VBD	jump
into	IN	into
human	JJ	human
beings	NNS	being
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
afraid	JJ	afraid
,	,	,
looking	VBG	look
forward	RB	forward
,	,	,
we	PP	we
are	VBP	be
in	IN	in
the	DT	the
age	NN	age
of	IN	of
pandemics	NNS	pandemic
,	,	,
we	PP	we
have	VBP	have
to	TO	to
behave	VB	behave
like	IN	like
that	DT	that
,	,	,
we	PP	we
need	VBP	need
to	TO	to
practice	VB	practice
One	CD	one
Health	NN	health
,	,	,
we	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
that	IN	that
we	PP	we
'	POS	'
re	NN	re
living	NN	living
in	IN	in
the	DT	the
same	JJ	same
world	NN	world
as	IN	as
animals	NNS	animal
,	,	,
the	DT	the
environment	NN	environment
,	,	,
and	CC	and
us	PP	us
,	,	,
and	CC	and
we	PP	we
get	VBP	get
rid	JJ	rid
of	IN	of
this	DT	this
fiction	NN	fiction
that	IN	that
we	PP	we
are	VBP	be
some	DT	some
kind	NN	kind
of	IN	of
special	JJ	special
species	NNS	specie
.	SENT	.
To	TO	to
the	DT	the
virus	NN	virus
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
.	SENT	.
CA	MD	ca
:	:	:
Mmm	NP	Mmm
.	SENT	.
You	PP	you
mentioned	VBD	mention
vaccines	NNS	vaccine
,	,	,
though	RB	though
.	SENT	.
Do	VB	do
you	PP	you
see	VB	see
any	DT	any
accelerated	VBN	accelerate
path	NN	path
to	TO	to
a	DT	a
vaccine	NN	vaccine
?	SENT	?
LB	NN	lb
:	:	:
I	PP	I
do	VBP	do
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
actually	RB	actually
excited	VBN	excite
to	TO	to
see	VB	see
that	IN	that
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
something	NN	something
that	IN	that
we	PP	we
only	RB	only
get	VBP	get
to	TO	to
think	VB	think
of	IN	of
in	IN	in
computer	NN	computer
science	NN	science
,	,	,
which	WDT	which
is	VBZ	be
we	PP	we
'	POS	'
re	NN	re
changing	VBG	change
what	WP	what
should	MD	should
have	VB	have
always	RB	always
been	VBN	be
,	,	,
or	CC	or
has	VBZ	have
always	RB	always
been	VBN	be
,	,	,
rather	RB	rather
,	,	,
multiple	JJ	multiple
sequential	JJ	sequential
processes	NNS	process
.	SENT	.
Do	VB	do
safety	NN	safety
testing	NN	testing
,	,	,
then	RB	then
you	PP	you
test	VBP	test
for	IN	for
effectiveness	NN	effectiveness
,	,	,
then	RB	then
for	IN	for
efficiency	NN	efficiency
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
manufacture	VBP	manufacture
.	SENT	.
We	PP	we
'	''	'
re	IN	re
doing	VBG	do
all	DT	all
three	CD	three
or	CC	or
four	CD	four
of	IN	of
those	DT	those
steps	NNS	step
,	,	,
instead	RB	instead
of	IN	of
doing	VBG	do
it	PP	it
in	IN	in
sequence	NN	sequence
,	,	,
we	PP	we
'	POS	'
re	NN	re
doing	VBG	do
in	IN	in
parallel	NN	parallel
.	SENT	.
Bill	NP	Bill
Gates	NP	Gates
has	VBZ	have
said	VBN	say
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
build	VB	build
seven	CD	seven
vaccine	NN	vaccine
production	NN	production
lines	NNS	line
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
,	,	,
and	CC	and
start	VB	start
preparing	VBG	prepare
for	IN	for
production	NN	production
,	,	,
not	RB	not
knowing	VBG	know
what	WP	what
the	DT	the
end	NN	end
vaccine	NN	vaccine
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
simultaneously	RB	simultaneously
doing	VBG	do
safety	NN	safety
tests	NNS	test
and	CC	and
efficacy	NN	efficacy
tests	NNS	test
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
NIH	NP	NIH
has	VBZ	have
jumped	VBN	jump
up	RP	up
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
very	RB	very
thrilled	VBN	thrill
to	TO	to
see	VB	see
that	DT	that
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
how	WRB	how
does	VBZ	do
that	RB	that
translate	VB	translate
into	IN	into
a	DT	a
likely	JJ	likely
time	NN	time
line	NN	line
,	,	,
do	VBP	do
you	PP	you
think	VBP	think
?	SENT	?
A	DT	a
year	NN	year
,	,	,
18	CD	@card@
months	NNS	month
,	,	,
is	VBZ	be
that	IN	that
possible	JJ	possible
?	SENT	?
LB	NN	lb
:	:	:
You	PP	you
know	VBP	know
,	,	,
Tony	NP	Tony
Fauci	NP	Fauci
is	VBZ	be
our	PP$	our
guru	NN	guru
in	IN	in
this	DT	this
,	,	,
and	CC	and
he	PP	he
said	VBD	say
12	CD	@card@
to	TO	to
18	CD	@card@
months	NNS	month
.	SENT	.
I	PP	I
think	VBP	think
that	IN	that
we	PP	we
will	MD	will
do	VB	do
faster	RBR	faster
than	IN	than
that	DT	that
in	IN	in
the	DT	the
initial	JJ	initial
vaccine	NN	vaccine
.	SENT	.
But	CC	but
you	PP	you
may	MD	may
have	VB	have
heard	VBN	hear
that	IN	that
this	DT	this
virus	NN	virus
may	MD	may
not	RB	not
give	VB	give
us	PP	us
the	DT	the
long-term	JJ	long-term
immunity	NN	immunity
--	:	--
that	DT	that
something	NN	something
like	IN	like
smallpox	NN	smallpox
would	MD	would
do	VB	do
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
make	VB	make
vaccines	NNS	vaccine
where	WRB	where
we	PP	we
add	VBP	add
adjuvants	NNS	adjuvant
that	WDT	that
actually	RB	actually
make	VBP	make
the	DT	the
vaccine	NN	vaccine
create	VB	create
better	JJR	good
immunity	NN	immunity
than	IN	than
the	DT	the
disease	NN	disease
,	,	,
so	RB	so
that	IN	that
we	PP	we
can	MD	can
confer	VB	confer
immunity	NN	immunity
for	IN	for
many	JJ	many
years	NNS	year
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
little	RB	little
longer	RBR	longer
.	SENT	.
CA	MD	ca
:	:	:
Last	JJ	last
question	NN	question
,	,	,
Larry	NP	Larry
.	SENT	.
Back	RB	back
in	IN	in
2006	CD	@card@
,	,	,
as	IN	as
a	DT	a
winner	NN	winner
of	IN	of
the	DT	the
TED	VBP	ted
Prize	NP	Prize
,	,	,
we	PP	we
granted	VBD	grant
you	PP	you
a	DT	a
wish	VBP	wish
,	,	,
and	CC	and
you	PP	you
wished	VBD	wish
the	DT	the
world	NN	world
would	MD	would
create	VB	create
this	DT	this
pandemic	JJ	pandemic
preparedness	NN	preparedness
system	NN	system
that	WDT	that
would	MD	would
prevent	VB	prevent
something	NN	something
like	IN	like
this	DT	this
happening	NN	happening
.	SENT	.
I	PP	I
feel	VBP	feel
like	IN	like
we	PP	we
,	,	,
the	DT	the
world	NN	world
,	,	,
let	VB	let
you	PP	you
down	RP	down
.	SENT	.
If	IN	if
you	PP	you
were	VBD	be
to	TO	to
make	VB	make
another	DT	another
wish	NN	wish
now	RB	now
,	,	,
what	WP	what
would	MD	would
it	PP	it
be	VB	be
?	SENT	?
LB	NP	LB
:	:	:
Well	UH	well
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VB	think
we	PP	we
'	POS	'
re	NN	re
let	VBD	let
down	RP	down
in	IN	in
terms	NNS	term
of	IN	of
speed	NN	speed
of	IN	of
detection	NN	detection
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
actually	RB	actually
pretty	RB	pretty
pleased	VBN	please
.	SENT	.
When	WRB	when
we	PP	we
met	VBD	meet
in	IN	in
2006	CD	@card@
,	,	,
the	DT	the
average	JJ	average
one	CD	one
of	IN	of
these	DT	these
viruses	NNS	virus
leaping	VBG	leap
from	IN	from
an	DT	an
animal	NN	animal
to	TO	to
a	DT	a
human	JJ	human
,	,	,
it	PP	it
took	VBD	take
us	PP	us
six	CD	six
months	NNS	month
to	TO	to
find	VB	find
that	DT	that
--	:	--
like	IN	like
the	DT	the
first	JJ	first
Ebola	NP	<unknown>
,	,	,
for	IN	for
example	NN	example
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
now	RB	now
finding	VBG	find
the	DT	the
first	JJ	first
cases	NNS	case
in	IN	in
two	CD	two
weeks	NNS	week
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
unhappy	JJ	unhappy
about	IN	about
that	DT	that
,	,	,
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
push	VB	push
it	PP	it
down	RP	down
to	TO	to
a	DT	a
single	JJ	single
incubation	NN	incubation
period	NN	period
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
bigger	JJR	big
issue	NN	issue
for	IN	for
me	PP	me
.	SENT	.
What	WP	what
I	PP	I
found	VBN	find
is	VBZ	be
that	IN	that
in	IN	in
the	DT	the
Smallpox	NN	smallpox
Eradication	NN	eradication
Programme	NN	programme
people	NNS	people
of	IN	of
all	DT	all
colors	NNS	color
,	,	,
all	DT	all
religions	NNS	religion
,	,	,
all	DT	all
races	NNS	race
,	,	,
so	RB	so
many	JJ	many
countries	NNS	country
,	,	,
came	VBD	come
together	RB	together
.	SENT	.
And	CC	and
it	PP	it
took	VBD	take
working	VBG	work
as	IN	as
a	DT	a
global	JJ	global
community	NN	community
to	TO	to
conquer	VB	conquer
a	DT	a
global	JJ	global
pandemic	NN	pandemic
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
feel	VBP	feel
that	IN	that
we	PP	we
have	VBP	have
become	VBN	become
victims	NNS	victim
of	IN	of
centrifugal	JJ	centrifugal
forces	NNS	force
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
in	IN	in
our	PP$	our
nationalistic	JJ	nationalistic
kind	NN	kind
of	IN	of
barricades	NNS	barricade
.	SENT	.
We	PP	we
will	MD	will
not	RB	not
be	VB	be
able	JJ	able
to	TO	to
conquer	VB	conquer
a	DT	a
pandemic	NN	pandemic
unless	IN	unless
we	PP	we
believe	VBP	believe
we	PP	we
'	''	'
re	IN	re
all	DT	all
in	IN	in
it	PP	it
together	RB	together
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
some	DT	some
Age	NP	Age
of	IN	of
Aquarius	NP	Aquarius
,	,	,
or	CC	or
Kumbaya	NP	<unknown>
statement	NN	statement
,	,	,
this	DT	this
is	VBZ	be
what	WP	what
a	DT	a
pandemic	NN	pandemic
forces	VBZ	force
us	PP	us
to	TO	to
realize	VB	realize
.	SENT	.
We	PP	we
are	VBP	be
all	RB	all
in	IN	in
it	PP	it
together	RB	together
,	,	,
we	PP	we
need	VBP	need
a	DT	a
global	JJ	global
solution	NN	solution
to	TO	to
a	DT	a
global	JJ	global
problem	NN	problem
.	SENT	.
Anything	NN	anything
less	JJR	less
than	IN	than
that	DT	that
is	VBZ	be
unthinkable	JJ	unthinkable
.	SENT	.
CA	MD	ca
:	:	:
Larry	NP	Larry
Brilliant	NP	Brilliant
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
very	RB	very
much	JJ	much
.	SENT	.
LB	NN	lb
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
Chris	NP	Chris
.	SENT	.
