Alright	RB	alright
to	TO	to
our	PP$	our
brain	NN	brain
,	,	,
but	CC	but
also	RB	also
our	PP$	our
brains	NNS	brain
are	VBP	be
sending	VBG	send
signals	NNS	signal
to	TO	to
our	PP$	our
immune	JJ	immune
systems	NNS	system
telling	VBG	tell
them	PP	them
to	TO	to
activate	VB	activate
in	IN	in
response	NN	response
to	TO	to
stress	VB	stress
that	IN	that
we	PP	we
encounter	VB	encounter
.	SENT	.
OK	UH	OK
,	,	,
so	RB	so
now	RB	now
that	IN	that
you	PP	you
know	VBP	know
that	IN	that
your	PP$	your
immune	JJ	immune
system	NN	system
has	VBZ	have
this	DT	this
very	RB	very
active	JJ	active
social	JJ	social
life	NN	life
and	CC	and
that	IN	that
your	PP$	your
brain	NN	brain
and	CC	and
your	PP$	your
immune	JJ	immune
system	NN	system
are	VBP	be
constantly	RB	constantly
communicating	VBG	communicate
in	IN	in
ways	NNS	way
that	WDT	that
could	MD	could
make	VB	make
you	PP	you
feel	VB	feel
depressed	JJ	depressed
or	CC	or
lonely	JJ	lonely
,	,	,
what	WP	what
should	MD	should
you	PP	you
do	VB	do
?	SENT	?
For	IN	for
me	PP	me
,	,	,
knowing	VBG	know
about	IN	about
the	DT	the
social	JJ	social
life	NN	life
of	IN	of
the	DT	the
immune	JJ	immune
system	NN	system
has	VBZ	have
changed	VBN	change
my	PP$	my
life	NN	life
,	,	,
in	IN	in
part	NN	part
because	IN	because
it	PP	it
gives	VBZ	give
me	PP	me
an	DT	an
explanation	NN	explanation
for	IN	for
why	WRB	why
I	PP	I
might	MD	might
feel	VB	feel
physically	RB	physically
crummy	JJ	crummy
at	IN	at
the	DT	the
end	NN	end
of	IN	of
a	DT	a
stressful	JJ	stressful
day	NN	day
,	,	,
or	CC	or
why	WRB	why
I	PP	I
might	MD	might
feel	VB	feel
a	DT	a
little	JJ	little
down	RB	down
and	CC	and
disconnected	VBN	disconnect
from	IN	from
other	JJ	other
people	NNS	people
when	WRB	when
I	PP	I
'	POS	'
m	NN	m
feeling	NN	feeling
physically	RB	physically
unwell	JJ	unwell
.	SENT	.
So	RB	so
,	,	,
for	IN	for
example	NN	example
,	,	,
the	DT	the
experience	NN	experience
of	IN	of
giving	VBG	give
this	DT	this
talk	NN	talk
today	NN	today
has	VBZ	have
been	VBN	be
really	RB	really
rewarding	JJ	rewarding
and	CC	and
also	RB	also
quite	RB	quite
challenging	JJ	challenging
.	SENT	.
You	PP	you
might	MD	might
even	RB	even
say	VB	say
it	PP	it
was	VBD	be
,	,	,
at	IN	at
times	NNS	time
,	,	,
stressful	JJ	stressful
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
similar	JJ	similar
experiences	NNS	experience
in	IN	in
your	PP$	your
lives	NNS	life
.	SENT	.
Maybe	RB	maybe
it	PP	it
was	VBD	be
a	DT	a
difficult	JJ	difficult
task	NN	task
you	PP	you
had	VBD	have
to	TO	to
complete	VB	complete
at	IN	at
work	NN	work
,	,	,
a	DT	a
confrontation	NN	confrontation
with	IN	with
a	DT	a
spouse	NN	spouse
or	CC	or
a	DT	a
family	NN	family
member	NN	member
,	,	,
or	CC	or
just	RB	just
some	DT	some
problem	NN	problem
that	WDT	that
cropped	VBD	crop
up	RP	up
in	IN	in
your	PP$	your
life	NN	life
that	IN	that
you	PP	you
had	VBD	have
to	TO	to
quickly	RB	quickly
figure	VB	figure
out	RP	out
how	WRB	how
to	TO	to
solve	VB	solve
.	SENT	.
Based	VBN	base
on	IN	on
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
told	VBD	tell
you	PP	you
here	RB	here
today	NN	today
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
'	''	'
re	IN	re
predicting	VBG	predict
that	IN	that
in	IN	in
response	NN	response
to	TO	to
these	DT	these
stressful	JJ	stressful
experiences	NNS	experience
,	,	,
we	PP	we
'	POS	'
re	NN	re
likely	JJ	likely
to	TO	to
have	VB	have
high	JJ	high
levels	NNS	level
of	IN	of
inflammation	NN	inflammation
in	IN	in
our	PP$	our
bodies	NNS	body
.	SENT	.
Our	PP$	our
cytokines	NNS	cytokine
will	MD	will
have	VB	have
come	VBN	come
out	RP	out
in	IN	in
full	JJ	full
force	NN	force
in	IN	in
response	NN	response
to	TO	to
the	DT	the
stress	VB	stress
we	PP	we
'	POS	'
ve	NN	ve
experienced	VBD	experience
.	SENT	.
And	CC	and
because	IN	because
of	IN	of
that	DT	that
,	,	,
if	IN	if
we	PP	we
then	RB	then
feel	VBP	feel
exhausted	VBN	exhaust
and	CC	and
a	DT	a
bit	NN	bit
like	IN	like
we	PP	we
'	POS	'
ve	NN	ve
failed	VBD	fail
and	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
go	VB	go
anywhere	RB	anywhere
or	CC	or
see	VB	see
anyone	NN	anyone
or	CC	or
do	VBP	do
anything	NN	anything
,	,	,
and	CC	and
we	PP	we
just	RB	just
want	VBP	want
to	TO	to
stay	VB	stay
at	IN	at
home	NN	home
and	CC	and
relax	VB	relax
on	IN	on
the	DT	the
couch	NN	couch
with	IN	with
the	DT	the
people	NNS	people
who	WP	who
we	PP	we
'	''	'
re	IN	re
closest	JJS	close
to	TO	to
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
know	VB	know
why	WRB	why
.	SENT	.
And	CC	and
because	IN	because
we	PP	we
know	VBP	know
that	IN	that
those	DT	those
symptoms	NNS	symptom
are	VBP	be
likely	RB	likely
just	RB	just
our	PP$	our
immune	JJ	immune
systems	NNS	system
telling	VBG	tell
our	PP$	our
brains	NNS	brain
to	TO	to
feel	VB	feel
depressed	JJ	depressed
and	CC	and
to	TO	to
withdraw	VB	withdraw
from	IN	from
social	JJ	social
interactions	NNS	interaction
so	IN	so
that	WDT	that
we	PP	we
stay	VBP	stay
at	IN	at
home	NN	home
to	TO	to
rest	VB	rest
,	,	,
relax	VB	relax
and	CC	and
recuperate	VB	recuperate
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
agonize	VB	agonize
over	RP	over
why	WRB	why
we	PP	we
'	POS	'
re	NN	re
maybe	RB	maybe
feeling	VBG	feel
a	DT	a
little	JJ	little
down	RB	down
on	IN	on
ourselves	PP	ourselves
,	,	,
or	CC	or
a	DT	a
little	RB	little
distant	JJ	distant
from	IN	from
other	JJ	other
people	NNS	people
.	SENT	.
We	PP	we
can	MD	can
rest	VB	rest
assured	JJ	assured
that	IN	that
in	IN	in
the	DT	the
coming	VBG	come
days	NNS	day
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
be	VB	be
feeling	VBG	feel
much	RB	much
more	JJR	more
like	IN	like
ourselves	PP	ourselves
again	RB	again
as	IN	as
our	PP$	our
cytokine	NN	<unknown>
levels	NNS	level
go	VBP	go
back	RB	back
down	RB	down
.	SENT	.
So	RB	so
in	IN	in
the	DT	the
future	NN	future
,	,	,
when	WRB	when
you	PP	you
encounter	VBP	encounter
stress	NN	stress
in	IN	in
your	PP$	your
life	NN	life
and	CC	and
you	PP	you
feel	VBP	feel
those	DT	those
reins	NNS	rein
of	IN	of
inflammation	NN	inflammation
start	NN	start
to	TO	to
take	VB	take
hold	VB	hold
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
remember	VBP	remember
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
told	VBD	tell
you	PP	you
here	RB	here
today	NN	today
.	SENT	.
And	CC	and
you	PP	you
remind	VBP	remind
yourself	PP	yourself
that	IN	that
those	DT	those
symptoms	NNS	symptom
you	PP	you
'	POS	'
re	NN	re
experiencing	VBG	experience
,	,	,
that	WDT	that
'	POS	'
s	NN	S
likely	RB	likely
just	RB	just
your	PP$	your
immune	JJ	immune
system	NN	system
doing	VBG	do
its	PP$	its
job	NN	job
,	,	,
telling	VBG	tell
your	PP$	your
brain	NN	brain
to	TO	to
feel	VB	feel
depressed	VBN	depress
and	CC	and
withdrawn	VBN	withdraw
as	IN	as
evolution	NN	evolution
intended	VBN	intend
,	,	,
to	TO	to
keep	VB	keep
you	PP	you
healthy	JJ	healthy
in	IN	in
the	DT	the
long	JJ	long
term	NN	term
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
