Let	VB	let
all	RB	all
know	VBP	know
that	IN	that
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
hard	RB	hard
for	IN	for
our	PP$	our
kids	NNS	kid
to	TO	to
like	VB	like
something	NN	something
if	IN	if
we	PP	we
hate	VBP	hate
it	PP	it
.	SENT	.
And	CC	and
the	DT	the
world	NN	world
of	IN	of
math	NN	math
can	MD	can
be	VB	be
mean	JJ	mean
and	CC	and
exclusive	JJ	exclusive
.	SENT	.
But	CC	but
it	PP	it
can	MD	can
change	VB	change
when	WRB	when
we	PP	we
make	VBP	make
a	DT	a
decision	NN	decision
,	,	,
when	WRB	when
we	PP	we
see	VBP	see
the	DT	the
power	NN	power
and	CC	and
the	DT	the
beauty	NN	beauty
of	IN	of
math	NN	math
.	SENT	.
And	CC	and
when	WRB	when
we	PP	we
do	VBP	do
,	,	,
no	DT	no
one	CD	one
can	MD	can
take	VB	take
that	IN	that
from	IN	from
us	PP	us
.	SENT	.
Kierkegaard	NP	Kierkegaard
once	RB	once
talked	VBD	talk
about	RB	about
two	CD	two
kinds	NNS	kind
of	IN	of
love	NN	love
.	SENT	.
Spontaneous	JJ	spontaneous
love	NN	love
and	CC	and
true	JJ	true
love	NN	love
.	SENT	.
Spontaneous	JJ	spontaneous
love	NN	love
just	RB	just
happens	VBZ	happen
to	TO	to
you	PP	you
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
any	DT	any
control	NN	control
over	IN	over
it	PP	it
.	SENT	.
But	CC	but
true	JJ	true
love	NN	love
is	VBZ	be
something	NN	something
different	JJ	different
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
where	WRB	where
you	PP	you
decide	VBP	decide
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
change	NN	change
in	IN	in
you	PP	you
is	VBZ	be
to	TO	to
approach	VB	approach
math	NN	math
with	IN	with
the	DT	the
plan	NN	plan
,	,	,
with	IN	with
the	DT	the
knowledge	NN	knowledge
and	CC	and
with	IN	with
the	DT	the
patience	NN	patience
that	IN	that
you	PP	you
will	MD	will
get	VB	get
to	TO	to
true	JJ	true
love	NN	love
.	SENT	.
Because	IN	because
in	IN	in
math	NN	math
,	,	,
true	JJ	true
love	NN	love
is	VBZ	be
waiting	VBG	wait
for	IN	for
you	PP	you
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
