So	IN	so
neutrality	NN	neutrality
is	VBZ	be
much	RB	much
easier	JJR	easy
as	IN	as
a	DT	a
theoretical	JJ	theoretical
endeavor	NN	endeavor
than	IN	than
it	PP	it
is	VBZ	be
as	RB	as
a	DT	a
practice	NN	practice
.	SENT	.
And	CC	and
in	IN	in
my	PP$	my
attempts	NNS	attempt
to	TO	to
create	VB	create
gender	NN	gender
neutrality	NN	neutrality
,	,	,
I	PP	I
was	VBD	be
inadvertently	RB	inadvertently
privileging	VBG	privilege
masculinity	NN	masculinity
over	IN	over
femininity	NN	femininity
.	SENT	.
So	RB	so
,	,	,
rather	RB	rather
than	IN	than
toning	VBG	tone
down	RP	down
or	CC	or
eliminating	VBG	eliminate
femininity	NN	femininity
in	IN	in
our	PP$	our
lives	NNS	life
,	,	,
we	PP	we
make	VBP	make
a	DT	a
concerted	JJ	concerted
effort	NN	effort
to	TO	to
celebrate	VB	celebrate
it	PP	it
.	SENT	.
We	PP	we
have	VBP	have
pinks	NNS	pink
among	IN	among
the	DT	the
variety	NN	variety
of	IN	of
colors	NNS	color
,	,	,
we	PP	we
balance	VBP	balance
out	RP	out
the	DT	the
cutes	NNS	cutis
with	IN	with
handsomes	NNS	<unknown>
and	CC	and
the	DT	the
prettys	NNS	<unknown>
with	IN	with
strongs	NNS	<unknown>
and	CC	and
smarts	NNS	smart
and	CC	and
work	VB	work
really	RB	really
hard	JJ	hard
not	RB	not
to	TO	to
associate	VB	associate
any	DT	any
words	NNS	word
with	IN	with
gender	NN	gender
.	SENT	.
We	PP	we
value	VBP	value
femininity	NN	femininity
and	CC	and
masculinity	NN	masculinity
while	IN	while
also	RB	also
being	VBG	be
highly	RB	highly
critical	JJ	critical
of	IN	of
it	PP	it
.	SENT	.
And	CC	and
do	VBP	do
our	PP$	our
best	JJS	good
to	TO	to
not	RB	not
make	VB	make
her	PP$	her
feel	NN	feel
limited	VBN	limit
by	IN	by
gender	NN	gender
roles	NNS	role
.	SENT	.
And	CC	and
we	PP	we
do	VBP	do
all	PDT	all
this	DT	this
in	IN	in
hopes	NNS	hope
that	IN	that
we	PP	we
model	VB	model
a	DT	a
healthy	JJ	healthy
and	CC	and
empowered	VBN	empower
relationship	NN	relationship
with	IN	with
gender	NN	gender
for	IN	for
our	PP$	our
kid	NN	kid
.	SENT	.
Now	RB	now
this	DT	this
work	NN	work
to	TO	to
develop	VB	develop
a	DT	a
healthy	JJ	healthy
relationship	NN	relationship
with	IN	with
gender	NN	gender
for	IN	for
Elliot	NP	Elliot
made	VBD	make
me	PP	me
rethink	VB	rethink
and	CC	and
evaluate	VB	evaluate
how	WRB	how
I	PP	I
allowed	VBD	allow
sexism	NN	sexism
to	TO	to
manifest	VB	manifest
in	IN	in
my	PP$	my
own	JJ	own
gender	NN	gender
identity	NN	identity
.	SENT	.
I	PP	I
began	VBD	begin
to	TO	to
reevaluate	VB	reevaluate
how	WRB	how
I	PP	I
was	VBD	be
rejecting	VBG	reject
femininity	NN	femininity
in	IN	in
order	NN	order
to	TO	to
live	VB	live
up	RP	up
to	TO	to
a	DT	a
masculinity	NN	masculinity
that	WDT	that
was	VBD	be
not	RB	not
healthy	JJ	healthy
or	CC	or
something	NN	something
I	PP	I
wanted	VBD	want
to	TO	to
pass	VB	pass
on	RP	on
.	SENT	.
Doing	VBG	do
this	DT	this
self-work	NN	<unknown>
meant	VBD	mean
I	PP	I
had	VBD	have
to	TO	to
reject	VB	reject
option	NN	option
one	CD	one
.	SENT	.
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
ignore	VB	ignore
and	CC	and
move	VB	move
on	RP	on
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
choose	VB	choose
option	NN	option
two	CD	two
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
engage	VB	engage
with	IN	with
some	DT	some
of	IN	of
my	PP$	my
most	RBS	most
uncomfortable	JJ	uncomfortable
parts	NNS	part
to	TO	to
move	VB	move
towards	IN	towards
my	PP$	my
most	RBS	most
authentic	JJ	authentic
self	NN	self
.	SENT	.
And	CC	and
that	DT	that
meant	VBD	mean
I	PP	I
had	VBD	have
to	TO	to
get	VB	get
real	JJ	real
about	IN	about
the	DT	the
discomfort	NN	discomfort
I	PP	I
have	VBP	have
with	IN	with
my	PP$	my
body	NN	body
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
common	JJ	common
for	IN	for
trans	NNS	<unknown>
people	NNS	people
to	TO	to
feel	VB	feel
uncomfortable	JJ	uncomfortable
in	IN	in
their	PP$	their
body	NN	body
,	,	,
and	CC	and
this	DT	this
discomfort	NN	discomfort
can	MD	can
range	VB	range
from	IN	from
debilitating	JJ	debilitating
to	TO	to
annoying	VBG	annoy
and	CC	and
everywhere	RB	everywhere
in	IN	in
between	IN	between
.	SENT	.
And	CC	and
learning	VBG	learn
my	PP$	my
body	NN	body
and	CC	and
how	WRB	how
to	TO	to
be	VB	be
comfortable	JJ	comfortable
in	IN	in
it	PP	it
as	IN	as
a	DT	a
trans	NNS	<unknown>
person	NN	person
has	VBZ	have
been	VBN	be
a	DT	a
lifelong	JJ	lifelong
journey	NN	journey
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
always	RB	always
struggled	VBD	struggle
with	IN	with
the	DT	the
parts	NNS	part
of	IN	of
my	PP$	my
body	NN	body
that	WDT	that
can	MD	can
be	VB	be
defined	VBN	define
as	RB	as
more	RBR	more
feminine	JJ	feminine
—	:	-
my	PP$	my
chest	NN	chest
,	,	,
my	PP$	my
hips	NNS	hip
,	,	,
my	PP$	my
voice	NN	voice
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
made	VBD	make
the	DT	the
sometimes	RB	sometimes
hard	JJ	hard
,	,	,
sometimes	RB	sometimes
easy	JJ	easy
decision	NN	decision
to	TO	to
not	RB	not
take	VB	take
hormones	NNS	hormone
or	CC	or
have	VBP	have
any	DT	any
surgeries	NNS	surgery
to	TO	to
change	VB	change
it	PP	it
to	TO	to
make	VB	make
myself	PP	myself
more	RBR	more
masculine	JJ	masculine
by	IN	by
society	NN	society
'	POS	'
s	NN	S
standards	NNS	standard
.	SENT	.
And	CC	and
while	IN	while
I	PP	I
certainly	RB	certainly
haven	NN	haven
'	POS	'
t	NN	t
overcome	VB	overcome
all	PDT	all
the	DT	the
feelings	NNS	feeling
of	IN	of
dissatisfaction	NN	dissatisfaction
,	,	,
I	PP	I
realized	VBD	realize
that	IN	that
by	IN	by
not	RB	not
engaging	VBG	engage
with	IN	with
that	DT	that
discomfort	NN	discomfort
and	CC	and
coming	VBG	come
to	TO	to
a	DT	a
positive	JJ	positive
and	CC	and
affirming	VBG	affirm
place	NN	place
with	IN	with
my	PP$	my
body	NN	body
,	,	,
I	PP	I
was	VBD	be
reinforcing	VBG	reinforce
sexism	NN	sexism
,	,	,
transphobia	NN	transphobia
and	CC	and
modeling	VBG	model
body	NN	body
shaming	VBG	shame
.	SENT	.
If	IN	if
I	PP	I
hate	VBP	hate
my	PP$	my
body	NN	body
,	,	,
in	IN	in
particular	JJ	particular
,	,	,
the	DT	the
parts	NNS	part
society	NN	society
deems	VBZ	deem
feminine	JJ	feminine
or	CC	or
female	JJ	female
,	,	,
I	PP	I
potentially	RB	potentially
damage	VB	damage
how	WRB	how
my	PP$	my
kid	NN	kid
can	MD	can
see	VB	see
the	DT	the
possibilities	NNS	possibility
of	IN	of
her	PP$	her
body	NN	body
and	CC	and
her	PP$	her
feminine	JJ	feminine
and	CC	and
female	JJ	female
parts	NNS	part
.	SENT	.
If	IN	if
I	PP	I
hate	VBP	hate
or	CC	or
am	VBP	be
uncomfortable	JJ	uncomfortable
with	IN	with
my	PP$	my
body	NN	body
,	,	,
how	WRB	how
can	MD	can
I	PP	I
expect	VB	expect
my	PP$	my
kid	NN	kid
to	TO	to
love	VB	love
hers	PP	hers
?	SENT	?
Now	RB	now
it	PP	it
would	MD	would
be	VB	be
easier	JJR	easy
for	IN	for
me	PP	me
to	TO	to
choose	VB	choose
option	NN	option
one	CD	one
:	:	:
to	TO	to
ignore	VB	ignore
my	PP$	my
kid	NN	kid
when	WRB	when
she	PP	she
asks	VBZ	ask
me	PP	me
about	IN	about
my	PP$	my
body	NN	body
or	CC	or
to	TO	to
hide	VB	hide
it	PP	it
from	IN	from
her	PP	her
.	SENT	.
But	CC	but
I	PP	I
have	VBP	have
to	TO	to
choose	VB	choose
option	NN	option
two	CD	two
every	DT	every
day	NN	day
.	SENT	.
I	PP	I
have	VBP	have
to	TO	to
confront	VB	confront
my	PP$	my
own	JJ	own
assumptions	NNS	assumption
about	IN	about
what	WP	what
a	DT	a
dad	NN	dad
'	POS	'
s	NN	S
body	NN	body
can	MD	can
and	CC	and
should	MD	should
be	VB	be
.	SENT	.
So	RB	so
I	PP	I
work	VBP	work
every	DT	every
day	NN	day
to	TO	to
try	VB	try
and	CC	and
be	VB	be
more	RBR	more
comfortable	JJ	comfortable
in	IN	in
this	DT	this
body	NN	body
and	CC	and
in	IN	in
the	DT	the
ways	NNS	way
I	PP	I
express	VBP	express
femininity	NN	femininity
.	SENT	.
So	RB	so
I	PP	I
talk	VBP	talk
about	IN	about
it	PP	it
more	RBR	more
,	,	,
I	PP	I
explore	VBP	explore
the	DT	the
depths	NNS	depth
of	IN	of
this	DT	this
discomfort	NN	discomfort
and	CC	and
find	VB	find
language	NN	language
that	IN	that
I	PP	I
feel	VBP	feel
comfortable	JJ	comfortable
with	IN	with
.	SENT	.
And	CC	and
this	DT	this
daily	JJ	daily
discomfort	NN	discomfort
helps	VBZ	help
me	PP	me
build	VB	build
both	DT	both
agency	NN	agency
and	CC	and
authenticity	NN	authenticity
in	IN	in
how	WRB	how
I	PP	I
show	VBP	show
up	RP	up
in	IN	in
my	PP$	my
body	NN	body
and	CC	and
in	IN	in
my	PP$	my
gender	NN	gender
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
working	VBG	work
against	IN	against
limiting	VBG	limit
myself	PP	myself
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
her	PP	her
that	IN	that
a	DT	a
dad	NN	dad
can	MD	can
have	VB	have
hips	NNS	hip
,	,	,
a	DT	a
dad	NN	dad
doesn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
have	VB	have
a	DT	a
perfectly	RB	perfectly
flat	JJ	flat
chest	NN	chest
or	CC	or
even	RB	even
be	VB	be
able	JJ	able
to	TO	to
grow	VB	grow
facial	JJ	facial
hair	NN	hair
.	SENT	.
And	CC	and
when	WRB	when
she	PP	she
'	POS	'
s	NN	S
developmentally	RB	developmentally
able	JJ	able
to	TO	to
,	,	,
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
her	PP	her
about	IN	about
my	PP$	my
journey	NN	journey
with	IN	with
my	PP$	my
body	NN	body
.	SENT	.
I	PP	I
want	VBP	want
her	PP	her
to	TO	to
see	VB	see
my	PP$	my
journey	NN	journey
towards	IN	towards
authenticity	NN	authenticity
even	RB	even
when	WRB	when
it	PP	it
means	VBZ	mean
showing	VBG	show
her	PP	her
the	DT	the
messier	JJR	messy
parts	NNS	part
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
wonderful	JJ	wonderful
pediatrician	NN	pediatrician
and	CC	and
have	VBP	have
established	VBN	establish
a	DT	a
good	JJ	good
relationship	NN	relationship
with	IN	with
our	PP$	our
kid	NN	kid
'	POS	'
s	NN	S
doctor	NN	doctor
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
all	RB	all
know	VBP	know
,	,	,
while	IN	while
your	PP$	your
doctor	NN	doctor
stays	VBZ	stay
the	DT	the
same	JJ	same
,	,	,
your	PP$	your
nurses	NNS	nurse
and	CC	and
nurse	NN	nurse
practitioners	NNS	practitioner
change	VBP	change
in	RP	in
and	CC	and
out	RP	out
.	SENT	.
And	CC	and
when	WRB	when
Elliot	NP	Elliot
was	VBD	be
first	RB	first
born	VBN	bear
,	,	,
we	PP	we
took	VBD	take
her	PP	her
to	TO	to
the	DT	the
pediatrician	NN	pediatrician
and	CC	and
we	PP	we
met	VBD	meet
our	PP$	our
first	JJ	first
nurse	NN	nurse
—	:	-
we	PP	we
'	POS	'
ll	NNS	<unknown>
call	VBP	call
her	PP$	her
Sarah	NP	Sarah
.	SENT	.
Very	RB	very
early	RB	early
in	IN	in
in	IN	in
our	PP$	our
time	NN	time
with	IN	with
Sarah	NP	Sarah
,	,	,
we	PP	we
told	VBD	tell
her	PP	her
how	WRB	how
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
be	VB	be
called	VBN	call
"	``	"
dad	NN	dad
"	''	"
and	CC	and
my	PP$	my
partner	NN	partner
is	VBZ	be
"	``	"
mama	NN	mama
.	SENT	.
"	''	"
Sarah	NP	Sarah
was	VBD	be
one	CD	one
of	IN	of
those	DT	those
folks	NNS	folk
that	WDT	that
took	VBD	take
it	PP	it
in	IN	in
stride	NN	stride
,	,	,
and	CC	and
our	PP$	our
subsequent	JJ	subsequent
visits	NNS	visit
went	VBD	go
pretty	RB	pretty
smoothly	RB	smoothly
.	SENT	.
And	CC	and
about	IN	about
a	DT	a
year	NN	year
later	RBR	later
,	,	,
Sarah	NP	Sarah
switched	VBD	switch
shifts	NNS	shift
and	CC	and
we	PP	we
started	VBD	start
working	VBG	work
with	IN	with
a	DT	a
new	JJ	new
nurse	NN	nurse
—	:	-
we	PP	we
'	POS	'
ll	NNS	<unknown>
call	VBP	call
her	PP$	her
Becky	NP	Becky
.	SENT	.
We	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
get	VB	get
in	IN	in
front	NN	front
of	IN	of
the	DT	the
dad	NN	dad
conversations	NNS	conversation
and	CC	and
it	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
actually	RB	actually
come	VBN	come
up	RP	up
until	IN	until
Sarah	NP	Sarah
,	,	,
our	PP$	our
original	JJ	original
nurse	NN	nurse
,	,	,
walked	VBD	walk
in	IN	in
to	TO	to
say	VB	say
hi	UH	hi
.	SENT	.
Sarah	NP	Sarah
'	POS	'
s	JJ	<unknown>
warm	JJ	warm
and	CC	and
bubbly	JJ	bubbly
and	CC	and
said	VBD	say
hi	UH	hi
to	TO	to
Elliot	NP	Elliot
and	CC	and
me	PP	me
and	CC	and
my	PP$	my
wife	NN	wife
and	CC	and
when	WRB	when
talking	VBG	talk
to	TO	to
Elliot	NP	Elliot
said	VBD	say
something	NN	something
like	IN	like
,	,	,
"	``	"
Is	VBZ	be
your	PP$	your
daddy	NN	daddy
holding	VBG	hold
your	PP$	your
toy	NN	toy
?	SENT	?
"	''	"
Now	RB	now
out	RB	out
of	IN	of
the	DT	the
corner	NN	corner
of	IN	of
my	PP$	my
eye	NN	eye
,	,	,
I	PP	I
could	MD	could
see	VB	see
Becky	NP	Becky
swing	VB	swing
around	RP	around
in	IN	in
her	PP$	her
chair	NN	chair
and	CC	and
make	VB	make
daggers	NNS	dagger
at	IN	at
Sarah	NP	Sarah
.	SENT	.
And	CC	and
as	IN	as
the	DT	the
conversation	NN	conversation
shifted	VBN	shift
to	TO	to
our	PP$	our
pediatrician	NN	pediatrician
,	,	,
I	PP	I
saw	VBD	see
Sarah	NP	Sarah
and	CC	and
Becky	NP	Becky
'	POS	'
s	NN	S
interaction	NN	interaction
continue	VBP	continue
,	,	,
and	CC	and
it	PP	it
went	VBD	go
something	NN	something
like	IN	like
this	DT	this
.	SENT	.
Becky	NP	Becky
,	,	,
shaking	VBG	shake
her	PP$	her
head	JJ	head
"	``	"
no	UH	no
"	''	"
and	CC	and
mouthing	VBG	mouth
the	DT	the
word	NN	word
"	``	"
mom	NN	mom
.	SENT	.
"	''	"
Sarah	NP	Sarah
,	,	,
shaking	VBG	shake
her	PP$	her
head	JJ	head
"	``	"
no	UH	no
"	''	"
and	CC	and
mouthing	VBG	mouth
the	DT	the
word	NN	word
"	``	"
no	RB	no
,	,	,
dad	NN	dad
.	SENT	.
"	``	"
Awkward	JJ	awkward
,	,	,
right	RB	right
?	SENT	?
So	RB	so
this	DT	this
went	VBD	go
back	RB	back
and	CC	and
forth	RB	forth
in	IN	in
total	JJ	total
silence	NN	silence
a	DT	a
few	JJ	few
more	JJR	more
times	NNS	time
until	IN	until
we	PP	we
walked	VBD	walk
away	RB	away
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
interaction	NN	interaction
has	VBZ	have
stuck	VBN	stick
with	IN	with
me	PP	me
.	SENT	.
Sarah	NP	Sarah
could	MD	could
have	VB	have
chosen	VBN	choose
option	NN	option
one	CD	one
,	,	,
ignored	VBN	ignore
Becky	NP	Becky
,	,	,
and	CC	and
let	VB	let
her	PP	her
refer	VB	refer
to	TO	to
me	PP	me
as	IN	as
mom	NN	mom
.	SENT	.
It	PP	it
would	MD	would
have	VB	have
been	VBN	be
easier	JJR	easy
for	IN	for
Sarah	NP	Sarah
.	SENT	.
She	PP	she
could	MD	could
have	VB	have
put	VBN	put
the	DT	the
responsibility	NN	responsibility
back	RB	back
on	IN	on
me	PP	me
or	CC	or
not	RB	not
said	VBD	say
anything	NN	anything
at	IN	at
all	DT	all
.	SENT	.
But	CC	but
in	IN	in
that	DT	that
moment	NN	moment
,	,	,
she	PP	she
chose	VBD	choose
option	NN	option
two	CD	two
.	SENT	.
She	PP	she
chose	VBD	choose
to	TO	to
confront	VB	confront
the	DT	the
assumptions	NNS	assumption
and	CC	and
affirm	VB	affirm
my	PP$	my
existence	NN	existence
.	SENT	.
She	PP	she
insisted	VBD	insist
that	IN	that
a	DT	a
person	NN	person
who	WP	who
looks	VBZ	look
and	CC	and
sounds	VBZ	sound
like	IN	like
me	PP	me
can	MD	can
in	IN	in
fact	NN	fact
be	VB	be
a	DT	a
dad	NN	dad
.	SENT	.
And	CC	and
in	IN	in
a	DT	a
small	JJ	small
but	CC	but
meaningful	JJ	meaningful
way	NN	way
,	,	,
advocated	VBN	advocate
for	IN	for
me	PP	me
,	,	,
my	PP$	my
authenticity	NN	authenticity
and	CC	and
my	PP$	my
family	NN	family
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
we	PP	we
live	VBP	live
in	IN	in
a	DT	a
world	NN	world
that	WDT	that
refuses	VBZ	refuse
to	TO	to
acknowledge	VB	acknowledge
trans	NNS	<unknown>
people	NNS	people
and	CC	and
the	DT	the
diversity	NN	diversity
of	IN	of
trans	NNS	<unknown>
people	NNS	people
in	IN	in
general	NN	general
.	SENT	.
And	CC	and
my	PP$	my
hope	NN	hope
is	VBZ	be
that	IN	that
when	WRB	when
confronted	VBN	confront
with	IN	with
an	DT	an
opportunity	NN	opportunity
to	TO	to
stand	VB	stand
up	RP	up
for	IN	for
someone	NN	someone
else	RB	else
,	,	,
we	PP	we
all	RB	all
take	VBP	take
action	NN	action
like	IN	like
Sarah	NP	Sarah
,	,	,
even	RB	even
when	WRB	when
there	EX	there
'	''	'
s	NN	S
risk	NN	risk
involved	VBD	involve
.	SENT	.
So	IN	so
some	DT	some
days	NNS	day
,	,	,
the	DT	the
risk	NN	risk
of	IN	of
being	VBG	be
a	DT	a
genderqueer	NN	genderqueer
dad	NN	dad
feels	VBZ	feel
too	RB	too
much	RB	much
.	SENT	.
And	CC	and
deciding	VBG	decide
to	TO	to
be	VB	be
a	DT	a
dad	NN	dad
has	VBZ	have
been	VBN	be
really	RB	really
hard	JJ	hard
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
it	PP	it
will	MD	will
continue	VB	continue
to	TO	to
be	VB	be
the	DT	the
hardest	JJS	hard
,	,	,
yet	RB	yet
the	DT	the
most	RBS	most
rewarding	JJ	rewarding
experience	NN	experience
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
But	CC	but
despite	IN	despite
this	DT	this
challenge	NN	challenge
,	,	,
every	DT	every
day	NN	day
has	VBZ	have
felt	VBN	feel
100	CD	@card@
percent	NN	percent
worth	NN	worth
it	PP	it
.	SENT	.
So	IN	so
each	DT	each
day	NN	day
I	PP	I
affirm	VBP	affirm
my	PP$	my
promise	NN	promise
to	TO	to
Elliot	NP	Elliot
and	CC	and
that	DT	that
same	JJ	same
promise	NN	promise
to	TO	to
myself	PP	myself
.	SENT	.
To	TO	to
love	VB	love
her	PP	her
and	CC	and
myself	PP	myself
hard	RB	hard
with	IN	with
forgiveness	NN	forgiveness
and	CC	and
compassion	NN	compassion
,	,	,
with	IN	with
tough	JJ	tough
love	NN	love
and	CC	and
with	IN	with
generosity	NN	generosity
.	SENT	.
To	TO	to
give	VB	give
room	NN	room
for	IN	for
growth	NN	growth
,	,	,
to	TO	to
push	VB	push
beyond	IN	beyond
comfort	NN	comfort
in	IN	in
hopes	NNS	hope
of	IN	of
attaining	VBG	attain
and	CC	and
living	VBG	live
a	DT	a
more	RBR	more
meaningful	JJ	meaningful
life	NN	life
.	SENT	.
I	PP	I
know	VBP	know
in	IN	in
my	PP$	my
head	NN	head
and	CC	and
in	IN	in
my	PP$	my
heart	NN	heart
that	IN	that
there	EX	there
are	VBP	be
hard	JJ	hard
and	CC	and
painful	JJ	painful
and	CC	and
uncomfortable	JJ	uncomfortable
days	NNS	day
ahead	RB	ahead
.	SENT	.
My	PP$	my
head	NN	head
and	CC	and
my	PP$	my
heart	NN	heart
also	RB	also
know	VBP	know
that	IN	that
all	DT	all
of	IN	of
it	PP	it
will	MD	will
lead	VB	lead
to	TO	to
a	DT	a
more	RBR	more
rich	JJ	rich
,	,	,
authentic	JJ	authentic
life	NN	life
that	IN	that
I	PP	I
can	MD	can
look	VB	look
back	RB	back
on	IN	on
without	IN	without
regrets	NNS	regret
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
