Let	VB	let
neocortex	NN	neocortex
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
be	VB	be
able	JJ	able
to	TO	to
connect	VB	connect
to	TO	to
that	DT	that
in	IN	in
the	DT	the
cloud	NN	cloud
directly	RB	directly
from	IN	from
your	PP$	your
brain	NN	brain
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
walking	VBG	walk
along	RP	along
and	CC	and
I	PP	I
say	VBP	say
,	,	,
"	``	"
Oh	UH	oh
,	,	,
there	EX	there
'	''	'
s	VBZ	<unknown>
Chris	NP	Chris
Anderson	NP	Anderson
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
coming	VBG	come
my	PP$	my
way	NN	way
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
better	RBR	well
think	VB	think
of	IN	of
something	NN	something
clever	JJ	clever
to	TO	to
say	VB	say
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
three	CD	three
seconds	NNS	second
.	SENT	.
My	PP$	my
300	CD	@card@
million	CD	million
modules	NNS	module
in	IN	in
my	PP$	my
neocortex	NN	neocortex
isn	NN	isn
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
cut	VB	cut
it	PP	it
.	SENT	.
I	PP	I
need	VBP	need
a	DT	a
billion	NN	billion
more	RBR	more
.	SENT	.
"	``	"
I	NP	I
'	''	'
ll	NN	ll
be	VB	be
able	JJ	able
to	TO	to
access	VB	access
that	IN	that
in	IN	in
the	DT	the
cloud	NN	cloud
.	SENT	.
And	CC	and
our	PP$	our
thinking	NN	thinking
,	,	,
then	RB	then
,	,	,
will	MD	will
be	VB	be
a	DT	a
hybrid	NN	hybrid
of	IN	of
biological	JJ	biological
and	CC	and
non-	NN	non-
biological	JJ	biological
thinking	NN	thinking
,	,	,
but	CC	but
the	DT	the
non-biological	JJ	non-biological
portion	NN	portion
is	VBZ	be
subject	JJ	subject
to	TO	to
my	PP$	my
law	NN	law
of	IN	of
accelerating	VBG	accelerate
returns	NNS	return
.	SENT	.
It	PP	it
will	MD	will
grow	VB	grow
exponentially	RB	exponentially
.	SENT	.
And	CC	and
remember	VB	remember
what	WP	what
happens	VBZ	happen
the	DT	the
last	JJ	last
time	NN	time
we	PP	we
expanded	VBD	expand
our	PP$	our
neocortex	NN	neocortex
?	SENT	?
That	DT	that
was	VBD	be
two	CD	two
million	CD	million
years	NNS	year
ago	RB	ago
when	WRB	when
we	PP	we
became	VBD	become
humanoids	NNS	humanoid
and	CC	and
developed	VBD	develop
these	DT	these
large	JJ	large
foreheads	NNS	forehead
.	SENT	.
Other	JJ	other
primates	NNS	primate
have	VBP	have
a	DT	a
slanted	VBN	slant
brow	NN	brow
.	SENT	.
They	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
the	DT	the
frontal	JJ	frontal
cortex	NN	cortex
.	SENT	.
But	CC	but
the	DT	the
frontal	JJ	frontal
cortex	NN	cortex
is	VBZ	be
not	RB	not
really	RB	really
qualitatively	RB	qualitatively
different	JJ	different
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
quantitative	JJ	quantitative
expansion	NN	expansion
of	IN	of
neocortex	NN	neocortex
,	,	,
but	CC	but
that	DT	that
additional	JJ	additional
quantity	NN	quantity
of	IN	of
thinking	NN	thinking
was	VBD	be
the	DT	the
enabling	VBG	enable
factor	NN	factor
for	IN	for
us	PP	us
to	TO	to
take	VB	take
a	DT	a
qualitative	JJ	qualitative
leap	NN	leap
and	CC	and
invent	VB	invent
language	NN	language
and	CC	and
art	NN	art
and	CC	and
science	NN	science
and	CC	and
technology	NN	technology
and	CC	and
TED	VB	ted
conferences	NNS	conference
.	SENT	.
No	DT	no
other	JJ	other
species	NN	species
has	VBZ	have
done	VBN	do
that	DT	that
.	SENT	.
And	CC	and
so	RB	so
,	,	,
over	IN	over
the	DT	the
next	JJ	next
few	JJ	few
decades	NNS	decade
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
do	VB	do
it	PP	it
again	RB	again
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
again	RB	again
expand	VB	expand
our	PP$	our
neocortex	NN	neocortex
,	,	,
only	RB	only
this	DT	this
time	NN	time
we	PP	we
won	VBD	win
'	''	'
t	NN	t
be	VB	be
limited	VBN	limit
by	IN	by
a	DT	a
fixed	VBN	fix
architecture	NN	architecture
of	IN	of
enclosure	NN	enclosure
.	SENT	.
It	PP	it
'	''	'
ll	NN	ll
be	VB	be
expanded	VBN	expand
without	IN	without
limit	NN	limit
.	SENT	.
That	DT	that
additional	JJ	additional
quantity	NN	quantity
will	MD	will
again	RB	again
be	VB	be
the	DT	the
enabling	VBG	enable
factor	NN	factor
for	IN	for
another	DT	another
qualitative	JJ	qualitative
leap	NN	leap
in	IN	in
culture	NN	culture
and	CC	and
technology	NN	technology
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
