Whitney	NP	Whitney
tough	JJ	tough
is	VBZ	be
,	,	,
I	PP	I
also	RB	also
ask	VB	ask
myself	PP	myself
,	,	,
"	``	"
Will	MD	will
my	PP$	my
silence	NN	silence
make	VB	make
me	PP	me
proud	JJ	proud
?	SENT	?
This	DT	this
thing	NN	thing
that	WDT	that
feels	VBZ	feel
like	IN	like
trouble	NN	trouble
,	,	,
if	IN	if
I	PP	I
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
,	,	,
will	MD	will
I	PP	I
be	VB	be
proud	JJ	proud
of	IN	of
myself	PP	myself
?	SENT	?
"	''	"
Because	IN	because
ultimately	RB	ultimately
,	,	,
we	PP	we
are	VBP	be
all	RB	all
our	PP$	our
own	JJ	own
biggest	JJS	big
critics	NNS	critic
.	SENT	.
Like	IN	like
,	,	,
I	PP	I
could	MD	could
disappoint	VB	disappoint
other	JJ	other
people	NNS	people
and	CC	and
still	RB	still
be	VB	be
able	JJ	able
to	TO	to
deal	VB	deal
with	IN	with
it	PP	it
.	SENT	.
But	CC	but
when	WRB	when
I	PP	I
disappoint	VBP	disappoint
myself	PP	myself
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
tough	JJ	tough
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
always	RB	always
like	JJ	like
,	,	,
"	''	"
I	NP	I
'	POS	'
m	NN	m
making	VBG	make
trouble	NN	trouble
so	IN	so
I	PP	I
don	VBP	don
'	''	'
t	NN	t
disappoint	VB	disappoint
myself	PP	myself
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
making	VBG	make
trouble	NN	trouble
so	IN	so
my	PP$	my
silence	NN	silence
is	VBZ	be
not	RB	not
something	NN	something
that	WDT	that
will	MD	will
convict	VB	convict
me	PP	me
.	SENT	.
"	''	"
Because	IN	because
if	IN	if
I	PP	I
was	VBD	be
there	RB	there
,	,	,
I	PP	I
have	VBP	have
to	TO	to
justify	VB	justify
what	WP	what
I	PP	I
did	VBD	do
in	IN	in
any	DT	any
room	NN	room
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
say	VB	say
,	,	,
"	''	"
At	IN	at
least	JJS	least
I	PP	I
tried	VBD	try
.	SENT	.
"	''	"
WPR	NP	WPR
:	:	:
And	CC	and
to	TO	to
this	DT	this
point	NN	point
,	,	,
Dennis	NP	Dennis
asks	VBZ	ask
,	,	,
"	``	"
How	WRB	how
do	VBP	do
you	PP	you
pick	VB	pick
your	PP$	your
battles	NNS	battle
to	TO	to
maintain	VB	maintain
your	PP$	your
energy	NN	energy
every	DT	every
day	NN	day
?	SENT	?
How	WRB	how
do	VBP	do
you	PP	you
decide	VB	decide
which	WDT	which
trouble	NN	trouble
'	POS	'
s	JJ	<unknown>
worth	JJ	worth
making	NN	making
?	SENT	?
"	''	"
LAJ	NP	LAJ
:	:	:
Great	JJ	great
question	NN	question
.	SENT	.
Sometimes	RB	sometimes
,	,	,
I	PP	I
just	RB	just
.	SENT	.
.	SENT	.
.	SENT	.
don	NN	don
'	POS	'
t	NN	t
have	VBP	have
the	DT	the
energy	NN	energy
to	TO	to
make	VB	make
trouble	NN	trouble
on	IN	on
that	DT	that
day	NN	day
.	SENT	.
What	WP	what
that	WDT	that
means	VBZ	mean
is	VBZ	be
,	,	,
if	IN	if
I	PP	I
am	VBP	be
in	IN	in
a	DT	a
meeting	NN	meeting
,	,	,
and	CC	and
on	IN	on
that	DT	that
day	NN	day
,	,	,
I	PP	I
'	POS	'
m	NN	m
wiped	VBD	wipe
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
just	RB	just
like	IN	like
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
the	DT	the
energy	NN	energy
to	TO	to
even	RB	even
be	VB	be
the	DT	the
one	CD	one
that	WDT	that
'	POS	'
s	NN	S
challenging	VBG	challenge
,	,	,
"	''	"
on	IN	on
that	DT	that
day	NN	day
,	,	,
I	PP	I
might	MD	might
be	VB	be
quiet	JJ	quiet
.	SENT	.
So	RB	so
I	PP	I
just	RB	just
need	VBP	need
more	JJR	more
people	NNS	people
to	TO	to
feel	VB	feel
the	DT	the
obligation	NN	obligation
to	TO	to
also	RB	also
make	VB	make
the	DT	the
good	JJ	good
trouble	NN	trouble
,	,	,
so	IN	so
the	DT	the
one	CD	one
person	NN	person
who	WP	who
'	POS	'
s	NN	S
always	RB	always
doing	VBG	do
it	PP	it
can	MD	can
take	VB	take
a	DT	a
rest	NN	rest
.	SENT	.
WPR	NN	WPR
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
sounds	VBZ	sound
like	IN	like
a	DT	a
big	JJ	big
part	NN	part
of	IN	of
this	DT	this
is	VBZ	be
understanding	VBG	understand
yourself	PP	yourself
,	,	,
right	RB	right
?	SENT	?
Is	VBZ	be
understanding	VBG	understand
the	DT	the
sorts	NNS	sort
of	IN	of
things	NNS	thing
you	PP	you
want	VBP	want
to	TO	to
go	VB	go
after	IN	after
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
an	DT	an
anonymous	JJ	anonymous
question	NN	question
where	WRB	where
somebody	NN	somebody
asks	VBZ	ask
,	,	,
"	``	"
I	PP	I
think	VB	think
being	VBG	be
a	DT	a
troublemaker	NN	troublemaker
also	RB	also
requires	VBZ	require
us	PP	us
to	TO	to
identify	VB	identify
what	WP	what
we	PP	we
truly	RB	truly
want	VBP	want
.	SENT	.
What	WP	what
'	''	'
s	VBG	<unknown>
your	PP$	your
advice	NN	advice
on	IN	on
finding	VBG	find
out	RP	out
what	WP	what
you	PP	you
want	VBP	want
?	SENT	?
"	''	"
LAJ	NP	LAJ
:	:	:
Yeah	RB	yeah
,	,	,
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
important	JJ	important
to	TO	to
know	VB	know
what	WP	what
your	PP$	your
core	NN	core
values	NNS	value
are	VBP	be
and	CC	and
what	WP	what
the	DT	the
thing	NN	thing
that	IN	that
you	PP	you
will	MD	will
fight	VB	fight
for	IN	for
is	VBZ	be
,	,	,
which	WDT	which
is	VBZ	be
why	WRB	why
I	PP	I
started	VBD	start
the	DT	the
book	NN	book
with	IN	with
a	DT	a
chapter	NN	chapter
called	VBN	call
"	``	"
Know	VBP	know
Thyself	PP	thyself
.	SENT	.
"	''	"
That	WDT	that
was	VBD	be
important	JJ	important
because	IN	because
we	PP	we
have	VBP	have
to	TO	to
be	VB	be
doubly	RB	doubly
clear	JJ	clear
on	IN	on
who	WP	who
we	PP	we
are	VBP	be
,	,	,
what	WP	what
we	PP	we
hold	VBP	hold
dear	RB	dear
,	,	,
why	WRB	why
we	PP	we
are	VBP	be
who	WP	who
we	PP	we
are	VBP	be
,	,	,
because	IN	because
it	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
inform	VB	inform
what	WP	what
we	PP	we
want	VBP	want
to	TO	to
speak	VB	speak
up	RP	up
about	RB	about
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
inform	VB	inform
what	WP	what
drives	VBZ	drive
us	PP	us
to	TO	to
fight	VB	fight
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
inform	VB	inform
the	DT	the
why	NN	why
of	IN	of
it	PP	it
all	RB	all
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
what	WP	what
pushes	VBZ	push
you	PP	you
past	IN	past
the	DT	the
fear	NN	fear
to	TO	to
say	VB	say
,	,	,
"	``	"
I	PP	I
have	VBP	have
to	TO	to
do	VB	do
this	DT	this
anyway	RB	anyway
.	SENT	.
"	''	"
So	RB	so
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
clear	JJ	clear
about	IN	about
who	WP	who
you	PP	you
are	VBP	be
and	CC	and
what	WP	what
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
you	PP	you
,	,	,
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
find	VB	find
it	PP	it
hard	JJ	hard
to	TO	to
know	VB	know
,	,	,
"	``	"
What	WP	what
am	VBP	be
I	PP	I
actually	RB	actually
going	VBG	go
to	TO	to
be	VB	be
standing	VBG	stand
up	RP	up
for	IN	for
?	SENT	?
"	''	"
WPR	NN	WPR
:	:	:
You	PP	you
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
back	RB	back
to	TO	to
these	DT	these
tenets	NNS	tenet
,	,	,
then	RB	then
,	,	,
in	IN	in
answering	VBG	answer
this	DT	this
question	NN	question
,	,	,
this	DT	this
idea	NN	idea
of	IN	of
being	VBG	be
the	DT	the
troublemaker	NN	troublemaker
that	IN	that
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
.	SENT	.
And	CC	and
then	RB	then
what	WP	what
you	PP	you
shared	VBD	share
earlier	RBR	earlier
is	VBZ	be
the	DT	the
saying	VBG	say
of	IN	of
the	DT	the
asking	VBG	ask
the	DT	the
three	CD	three
questions	NNS	question
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
third	JJ	third
part	NN	part
of	IN	of
this	DT	this
,	,	,
the	DT	the
doing	VBG	do
element	NN	element
.	SENT	.
Could	MD	could
you	PP	you
talk	VB	talk
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
what	WP	what
that	DT	that
looks	NNS	look
like	VBP	like
?	SENT	?
LAJ	NP	LAJ
:	:	:
Yeah	RB	yeah
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
can	MD	can
talk	VB	talk
a	DT	a
good	JJ	good
talk	NN	talk
,	,	,
but	CC	but
if	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
doing	VBG	do
work	NN	work
,	,	,
then	RB	then
what	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
point	NN	point
of	IN	of
the	DT	the
talk	NN	talk
?	SENT	?
Ultimately	RB	ultimately
,	,	,
we	PP	we
have	VBP	have
to	TO	to
put	VB	put
action	NN	action
to	TO	to
our	PP$	our
beliefs	NNS	belief
,	,	,
to	TO	to
our	PP$	our
ideas	NNS	idea
,	,	,
to	TO	to
our	PP$	our
convictions	NNS	conviction
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
be	VB	be
like	IN	like
,	,	,
yes	UH	yes
,	,	,
you	PP	you
know	VBP	know
,	,	,
Black	NP	Black
lives	NNS	life
matter	NN	matter
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
boss	NN	boss
who	WP	who
hasn	NP	<unknown>
'	POS	'
t	NN	t
promoted	VBD	promote
your	PP$	your
most	RBS	most
senior	JJ	senior
Black	NP	Black
staff	NN	staff
,	,	,
and	CC	and
somebody	NN	somebody
who	WP	who
just	RB	just
started	VBD	start
got	VBD	get
promoted	VBN	promote
over	IN	over
them	PP	them
,	,	,
then	RB	then
the	DT	the
words	NNS	word
that	IN	that
you	PP	you
said	VBD	say
did	VBD	do
not	RB	not
matter	VB	matter
.	SENT	.
So	RB	so
the	DT	the
"	``	"
do	VBP	do
"	''	"
of	IN	of
it	PP	it
all	RB	all
is	VBZ	be
important	JJ	important
;	:	;
it	PP	it
'	POS	'
s	NNS	<unknown>
an	DT	an
exclamation	NN	exclamation
point	NN	point
,	,	,
because	IN	because
first	RB	first
you	PP	you
fix	VB	fix
your	PP$	your
mindset	NN	mindset
with	IN	with
the	DT	the
"	''	"
be	VB	be
,	,	,
"	``	"
then	RB	then
you	PP	you
start	VBP	start
putting	VBG	put
words	NNS	word
to	TO	to
it	PP	it
with	IN	with
the	DT	the
"	``	"
say	VBP	say
,	,	,
"	''	"
and	CC	and
then	RB	then
now	RB	now
you	PP	you
actually	RB	actually
put	VBD	put
action	NN	action
to	TO	to
it	PP	it
with	IN	with
the	DT	the
"	``	"
do	VBP	do
.	SENT	.
"	``	"
And	CC	and
we	PP	we
cannot	MD	can
have	VB	have
the	DT	the
other	JJ	other
two	CD	two
without	IN	without
the	DT	the
do	VBP	do
.	SENT	.
I	PP	I
think	VBP	think
what	WP	what
ends	VBZ	end
up	IN	up
happening	VBG	happen
a	DT	a
lot	NN	lot
is	VBZ	be
that	IN	that
people	NNS	people
feel	VBP	feel
really	RB	really
good	JJ	good
about	IN	about
what	WP	what
they	PP	they
said	VBD	say
,	,	,
but	CC	but
they	PP	they
haven	NN	haven
'	POS	'
t	NN	t
made	VBD	make
it	PP	it
actually	RB	actually
match	VBP	match
with	IN	with
their	PP$	their
action	NN	action
.	SENT	.
So	RB	so
be	VB	be
who	WP	who
you	PP	you
say	VBP	say
you	PP	you
are	VBP	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
whether	IN	whether
people	NNS	people
are	VBP	be
watching	VBG	watch
or	CC	or
not	RB	not
.	SENT	.
Be	VB	be
who	WP	who
you	PP	you
say	VBP	say
you	PP	you
are	VBP	be
in	IN	in
private	JJ	private
and	CC	and
in	IN	in
public	NN	public
,	,	,
in	IN	in
the	DT	the
rooms	NNS	room
where	WRB	where
it	PP	it
'	POS	'
s	JJ	<unknown>
easy	JJ	easy
and	CC	and
in	IN	in
the	DT	the
rooms	NNS	room
where	WRB	where
it	PP	it
'	POS	'
s	JJ	<unknown>
tough	JJ	tough
and	CC	and
you	PP	you
face	VBP	face
opposition	NN	opposition
.	SENT	.
Because	IN	because
a	DT	a
lot	NN	lot
of	IN	of
us	PP	us
are	VBP	be
walking	VBG	walk
with	IN	with
privilege	NN	privilege
that	IN	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
using	VBG	use
.	SENT	.
So	IN	so
every	DT	every
day	NN	day
you	PP	you
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
figure	VB	figure
out	RP	out
in	IN	in
what	WP	what
ways	NNS	way
can	MD	can
you	PP	you
use	VB	use
your	PP$	your
voice	NN	voice
,	,	,
your	PP$	your
access	NN	access
,	,	,
your	PP$	your
social	JJ	social
currency	NN	currency
in	IN	in
service	NN	service
of	IN	of
people	NNS	people
who	WP	who
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
it	PP	it
as	RB	as
much	RB	much
as	IN	as
you	PP	you
do	VBP	do
.	SENT	.
WPR	NN	WPR
:	:	:
So	RB	so
,	,	,
Anushka	NP	<unknown>
,	,	,
she	PP	she
asks	VBZ	ask
,	,	,
"	``	"
As	IN	as
someone	NN	someone
who	WP	who
'	POS	'
s	JJ	<unknown>
young	JJ	young
and	CC	and
often	RB	often
seen	VBN	see
as	IN	as
inexperienced	JJ	inexperienced
,	,	,
how	WRB	how
do	VBP	do
I	PP	I
gain	VB	gain
the	DT	the
space	NN	space
to	TO	to
speak	VB	speak
and	CC	and
have	VBP	have
others	NNS	other
realize	VB	realize
my	PP$	my
worth	NN	worth
?	SENT	?
"	''	"
LAJ	NP	LAJ
:	:	:
You	PP	you
won	VBD	win
'	''	'
t	NN	t
gain	NN	gain
the	DT	the
space	NN	space
to	TO	to
speak	VB	speak
.	SENT	.
People	NNS	people
won	VBD	win
'	''	'
t	NN	t
let	VBD	let
go	VB	go
of	IN	of
their	PP$	their
power	NN	power
that	IN	that
they	PP	they
perceive	VBP	perceive
.	SENT	.
Basically	RB	basically
,	,	,
you	PP	you
have	VBP	have
to	TO	to
take	VB	take
it	PP	it
.	SENT	.
Now	RB	now
,	,	,
that	WDT	that
means	VBZ	mean
you	PP	you
might	MD	might
have	VB	have
to	TO	to
interrupt	VB	interrupt
and	CC	and
say	VB	say
,	,	,
"	''	"
Hi	NP	Hi
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
speak	VB	speak
for	IN	for
the	DT	the
last	JJ	last
20	CD	@card@
minutes	NNS	minute
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
point	NN	point
of	IN	of
view	NN	view
that	IN	that
I	NP	I
'	POS	'
d	NN	d
love	NN	love
to	TO	to
offer	VB	offer
up	RP	up
.	SENT	.
"	``	"
It	PP	it
is	VBZ	be
being	JJ	being
--	:	--
it	PP	it
is	VBZ	be
taking	VBG	take
up	RP	up
space	NN	space
even	RB	even
when	WRB	when
people	NNS	people
don	VB	don
'	''	'
t	NN	t
give	VB	give
it	PP	it
to	TO	to
you	PP	you
.	SENT	.
And	CC	and
it	PP	it
does	VBZ	do
not	RB	not
mean	VB	mean
you	PP	you
'	''	'
re	IN	re
going	VBG	go
to	TO	to
be	VB	be
rude	JJ	rude
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
you	PP	you
'	''	'
re	IN	re
going	VBG	go
to	TO	to
be	VB	be
arrogant	JJ	arrogant
.	SENT	.
It	PP	it
means	VBZ	mean
your	PP$	your
voice	NN	voice
is	VBZ	be
necessary	JJ	necessary
,	,	,
just	RB	just
like	IN	like
everybody	NN	everybody
else	RB	else
'	POS	'
s	NN	S
.	SENT	.
In	IN	in
the	DT	the
places	NNS	place
where	WRB	where
your	PP$	your
voice	NN	voice
is	VBZ	be
not	RB	not
given	VBN	give
space	NN	space
,	,	,
sometimes	RB	sometimes
,	,	,
you	PP	you
either	RB	either
have	VB	have
to	TO	to
take	VB	take
it	PP	it
,	,	,
or	CC	or
you	PP	you
walk	VBP	walk
away	RB	away
,	,	,
knowing	VBG	know
that	IN	that
'	POS	'
s	NN	S
not	RB	not
the	DT	the
space	NN	space
for	IN	for
you	PP	you
.	SENT	.
Because	IN	because
if	IN	if
you	PP	you
have	VBP	have
to	TO	to
constantly	RB	constantly
fight	VB	fight
to	TO	to
be	VB	be
heard	VBN	hear
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
exhausting	JJ	exhausting
.	SENT	.
People	NNS	people
might	MD	might
look	VB	look
at	IN	at
you	PP	you
with	IN	with
all	DT	all
types	NNS	type
of	IN	of
weird	JJ	weird
projections	NNS	projection
of	IN	of
what	WP	what
they	PP	they
think	VBP	think
you	PP	you
do	VBP	do
or	CC	or
don	VBP	don
'	POS	'
t	NN	t
know	VBP	know
.	SENT	.
Do	VBP	do
not	RB	not
let	VB	let
it	PP	it
shift	VB	shift
what	WP	what
you	PP	you
see	VBP	see
as	IN	as
your	PP$	your
own	JJ	own
value	NN	value
.	SENT	.
That	DT	that
is	VBZ	be
also	RB	also
why	WRB	why
you	PP	you
cannot	MD	can
attach	VB	attach
your	PP$	your
value	NN	value
to	TO	to
how	WRB	how
other	JJ	other
people	NNS	people
are	VBP	be
treating	VBG	treat
you	PP	you
or	CC	or
how	WRB	how
other	JJ	other
people	NNS	people
are	VBP	be
projecting	VBG	project
things	NNS	thing
onto	IN	onto
you	PP	you
.	SENT	.
If	IN	if
you	PP	you
do	VBP	do
that	IN	that
,	,	,
you	PP	you
will	MD	will
very	RB	very
quickly	RB	quickly
be	VB	be
told	VBN	tell
that	IN	that
you	PP	you
don	VB	don
'	''	'
t	NN	t
fit	NN	fit
into	IN	into
spaces	NNS	space
.	SENT	.
You	PP	you
'	''	'
ll	NN	ll
be	VB	be
very	RB	very
,	,	,
very	RB	very
quickly	RB	quickly
told	VBD	tell
that	IN	that
you	PP	you
'	POS	'
re	NN	re
not	RB	not
worthwhile	JJ	worthwhile
or	CC	or
that	IN	that
your	PP$	your
ideas	NNS	idea
are	VBP	be
terrible	JJ	terrible
,	,	,
and	CC	and
then	RB	then
you	PP	you
will	MD	will
absorb	VB	absorb
it	PP	it
.	SENT	.
And	CC	and
then	RB	then
you	PP	you
'	POS	'
ll	NNS	<unknown>
go	VBP	go
,	,	,
like	VBP	like
,	,	,
"	``	"
Oh	UH	oh
,	,	,
I	PP	I
guess	VBP	guess
I	PP	I
won	VBD	win
'	''	'
t	NN	t
use	VB	use
my	PP$	my
voice	NN	voice
.	SENT	.
"	''	"
You	PP	you
got	VBD	get
to	TO	to
fortify	VB	fortify
yourself	PP	yourself
and	CC	and
know	VBP	know
that	IN	that
your	PP$	your
voice	NN	voice
is	VBZ	be
just	RB	just
as	RB	as
important	JJ	important
as	IN	as
anybody	NN	anybody
else	RB	else
'	POS	'
s	NN	S
in	IN	in
the	DT	the
room	NN	room
and	CC	and
that	IN	that
you	PP	you
as	IN	as
somebody	NN	somebody
who	WP	who
'	POS	'
s	NN	S
learning	NN	learning
,	,	,
who	WP	who
'	POS	'
s	NN	S
growing	NN	growing
,	,	,
who	WP	who
is	VBZ	be
already	RB	already
in	IN	in
the	DT	the
room	NN	room
,	,	,
you	PP	you
have	VBP	have
already	RB	already
proven	VBN	prove
yourself	PP	yourself
to	TO	to
be	VB	be
valuable	JJ	valuable
.	SENT	.
And	CC	and
whether	IN	whether
or	CC	or
not	RB	not
people	NNS	people
see	VBP	see
it	PP	it
is	VBZ	be
not	RB	not
.	SENT	.
.	SENT	.
.	SENT	.
it	PP	it
'	POS	'
s	NNS	<unknown>
not	RB	not
your	PP$	your
fault	NN	fault
,	,	,
but	CC	but
affirm	VB	affirm
yourself	PP	yourself
and	CC	and
make	VB	make
yourself	PP	yourself
known	VBN	know
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
take	VBP	take
up	RP	up
space	NN	space
,	,	,
even	RB	even
if	IN	if
they	PP	they
'	POS	'
re	NN	re
not	RB	not
giving	VBG	give
it	PP	it
to	TO	to
you	PP	you
,	,	,
don	NN	don
'	POS	'
t	NN	t
wait	NN	wait
for	IN	for
their	PP$	their
permission	NN	permission
to	TO	to
speak	VB	speak
.	SENT	.
Be	VB	be
brilliant	JJ	brilliant
whether	IN	whether
or	CC	or
not	RB	not
they	PP	they
want	VBP	want
you	PP	you
to	TO	to
be	VB	be
.	SENT	.
WPR	NP	WPR
:	:	:
Well	UH	well
,	,	,
thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
,	,	,
Luvvie	NP	<unknown>
,	,	,
I	PP	I
know	VBP	know
we	PP	we
'	''	'
re	IN	re
all	DT	all
going	VBG	go
to	TO	to
be	VB	be
waiting	VBG	wait
with	IN	with
bated	VBN	bate
breath	NN	breath
for	IN	for
the	DT	the
news	NN	news
around	IN	around
this	DT	this
book	NN	book
.	SENT	.
LAJ	NN	LAJ
:	:	:
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
having	VBG	have
me	PP	me
.	SENT	.
TED	VBP	ted
has	VBZ	have
been	VBN	be
so	RB	so
significant	JJ	significant
in	IN	in
my	PP$	my
journey	NN	journey
.	SENT	.
