Alright	RB	alright
blameworthy	JJ	blameworthy
.	SENT	.
But	CC	but
your	PP$	your
ability	NN	ability
to	TO	to
cope	VB	cope
with	IN	with
it	PP	it
sure	RB	sure
does	VBZ	do
.	SENT	.
Because	IN	because
all	DT	all
of	IN	of
a	DT	a
sudden	JJ	sudden
,	,	,
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
late	JJ	late
to	TO	to
that	DT	that
job	NN	job
interview	NN	interview
.	SENT	.
All	DT	all
of	IN	of
a	DT	a
sudden	JJ	sudden
,	,	,
you	PP	you
are	VBP	be
not	RB	not
going	VBG	go
to	TO	to
get	VB	get
your	PP$	your
dream	NN	dream
job	NN	job
,	,	,
the	DT	the
one	CD	one
that	WDT	that
was	VBD	be
going	VBG	go
to	TO	to
give	VB	give
you	PP	you
piles	NNS	pile
and	CC	and
piles	NNS	pile
of	IN	of
money	NN	money
.	SENT	.
Somebody	NN	somebody
else	RB	else
is	VBZ	be
going	VBG	go
to	TO	to
get	VB	get
your	PP$	your
dream	NN	dream
job	NN	job
and	CC	and
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
broke	JJ	broke
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
destitute	JJ	destitute
.	SENT	.
Might	MD	might
as	RB	as
well	RB	well
stop	VB	stop
now	RB	now
,	,	,
turn	VB	turn
around	RP	around
,	,	,
move	VB	move
in	IN	in
with	IN	with
your	PP$	your
parents	NNS	parent
.	SENT	.
Why	WRB	why
?	SENT	?
"	''	"
Because	IN	because
of	IN	of
this	DT	this
person	NN	person
in	IN	in
front	NN	front
of	IN	of
me	PP	me
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
a	DT	a
person	NN	person
,	,	,
this	DT	this
is	VBZ	be
a	DT	a
monster	NN	monster
.	SENT	.
"	''	"
And	CC	and
this	DT	this
monster	NN	monster
is	VBZ	be
here	RB	here
just	RB	just
to	TO	to
ruin	VB	ruin
your	PP$	your
life	NN	life
.	SENT	.
Now	RB	now
that	DT	that
thought	NN	thought
process	NN	process
,	,	,
it	PP	it
'	POS	'
s	NN	S
called	VBD	call
catastrophizing	VBG	<unknown>
,	,	,
the	DT	the
one	CD	one
where	WRB	where
we	PP	we
make	VBP	make
the	DT	the
worst	JJS	bad
of	IN	of
things	NNS	thing
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
primary	JJ	primary
types	NNS	type
of	IN	of
thoughts	NNS	thought
that	IN	that
we	PP	we
know	VBP	know
is	VBZ	be
associated	VBN	associate
with	IN	with
chronic	JJ	chronic
anger	NN	anger
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
couple	NN	couple
of	IN	of
others	NNS	other
.	SENT	.
Misattributing	NN	<unknown>
causation	NN	causation
.	SENT	.
Angry	JJ	angry
people	NNS	people
tend	VBP	tend
to	TO	to
put	VB	put
blame	VB	blame
where	WRB	where
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
belong	VBP	belong
.	SENT	.
Not	RB	not
just	RB	just
on	IN	on
people	NNS	people
,	,	,
but	CC	but
actually	RB	actually
inanimate	JJ	inanimate
objects	NNS	object
as	IN	as
well	RB	well
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
think	VBP	think
that	IN	that
sound	JJ	sound
ridiculous	JJ	ridiculous
,	,	,
think	VBP	think
about	IN	about
the	DT	the
last	JJ	last
time	NN	time
you	PP	you
lost	VBD	lose
your	PP$	your
car	NN	car
keys	NNS	key
and	CC	and
you	PP	you
said	VBD	say
,	,	,
"	``	"
Where	WRB	where
did	VBD	do
those	DT	those
car	NN	car
keys	NNS	key
go	VBP	go
?	SENT	?
"	``	"
Because	IN	because
you	PP	you
know	VBP	know
they	PP	they
ran	VBD	run
off	RP	off
on	IN	on
their	PP$	their
own	JJ	own
.	SENT	.
They	PP	they
tend	VBP	tend
to	TO	to
overgeneralize	VB	overgeneralize
,	,	,
they	PP	they
use	VBP	use
words	NNS	word
like	IN	like
"	``	"
always	RB	always
,	,	,
"	''	"
"	''	"
never	RB	never
,	,	,
"	''	"
"	''	"
every	DT	every
,	,	,
"	''	"
"	``	"
this	DT	this
always	RB	always
happens	VBZ	happen
to	TO	to
me	PP	me
,	,	,
"	''	"
"	``	"
I	PP	I
never	RB	never
get	VBP	get
what	WP	what
I	PP	I
want	VBP	want
"	''	"
or	CC	or
"	``	"
I	PP	I
hit	VBD	hit
every	DT	every
stoplight	NN	stoplight
on	IN	on
the	DT	the
way	NN	way
here	RB	here
today	NN	today
.	SENT	.
"	''	"
Demandingness	NN	<unknown>
:	:	:
they	PP	they
put	VBD	put
their	PP$	their
own	JJ	own
needs	NNS	need
ahead	RB	ahead
of	IN	of
the	DT	the
needs	NNS	need
of	IN	of
others	NNS	other
:	:	:
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
care	NN	care
why	WRB	why
this	DT	this
person	NN	person
is	VBZ	be
driving	VBG	drive
so	RB	so
slow	JJ	slow
,	,	,
they	PP	they
need	VBP	need
to	TO	to
speed	VB	speed
up	RP	up
or	CC	or
move	VB	move
over	RP	over
so	IN	so
I	PP	I
can	MD	can
get	VB	get
to	TO	to
this	DT	this
job	NN	job
interview	NN	interview
.	SENT	.
"	''	"
And	CC	and
finally	RB	finally
,	,	,
inflammatory	JJ	inflammatory
labeling	VBG	label
.	SENT	.
They	PP	they
call	VBP	call
people	NNS	people
fools	NNS	fool
,	,	,
idiots	NNS	idiot
,	,	,
monsters	NNS	monster
,	,	,
or	CC	or
a	DT	a
whole	JJ	whole
bunch	NN	bunch
of	IN	of
things	NNS	thing
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
told	VBN	tell
I	PP	I
'	POS	'
m	NN	m
not	RB	not
allowed	VBD	allow
to	TO	to
say	VB	say
during	IN	during
this	DT	this
TED	VBP	ted
Talk	NN	talk
.	SENT	.
So	RB	so
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
,	,	,
psychologists	NNS	psychologist
have	VBP	have
referred	VBN	refer
to	TO	to
these	DT	these
as	RB	as
cognitive	JJ	cognitive
distortions	NNS	distortion
or	CC	or
even	RB	even
irrational	JJ	irrational
beliefs	NNS	belief
.	SENT	.
And	CC	and
yeah	RB	yeah
,	,	,
sometimes	RB	sometimes
they	PP	they
are	VBP	be
irrational	JJ	irrational
.	SENT	.
Maybe	RB	maybe
even	RB	even
most	JJS	most
of	IN	of
the	DT	the
time	NN	time
.	SENT	.
But	CC	but
sometimes	RB	sometimes
,	,	,
these	DT	these
thoughts	NNS	thought
are	VBP	be
totally	RB	totally
rational	JJ	rational
.	SENT	.
There	EX	there
is	VBZ	be
unfairness	NN	unfairness
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
There	EX	there
are	VBP	be
cruel	JJ	cruel
,	,	,
selfish	JJ	selfish
people	NNS	people
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
OK	JJ	OK
to	TO	to
be	VB	be
angry	JJ	angry
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
treated	VBD	treat
poorly	RB	poorly
,	,	,
it	PP	it
'	POS	'
s	NN	S
right	RB	right
to	TO	to
be	VB	be
angry	JJ	angry
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
treated	VBD	treat
poorly	RB	poorly
.	SENT	.
If	IN	if
there	EX	there
'	''	'
s	VBZ	<unknown>
one	CD	one
thing	NN	thing
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
remember	VB	remember
from	IN	from
my	PP$	my
talk	NN	talk
today	NN	today
,	,	,
it	PP	it
'	POS	'
s	NN	S
this	DT	this
:	:	:
your	PP$	your
anger	NN	anger
exists	VBZ	exist
in	IN	in
you	PP	you
as	IN	as
an	DT	an
emotion	NN	emotion
because	IN	because
it	PP	it
offered	VBD	offer
your	PP$	your
ancestors	NNS	ancestor
,	,	,
both	CC	both
human	JJ	human
and	CC	and
nonhuman	NN	nonhuman
,	,	,
with	IN	with
an	DT	an
evolutionary	JJ	evolutionary
advantage	NN	advantage
.	SENT	.
Just	RB	just
as	IN	as
your	PP$	your
fear	NN	fear
alerts	VBZ	alert
you	PP	you
to	TO	to
danger	NN	danger
,	,	,
your	PP$	your
anger	NN	anger
alerts	VBZ	alert
you	PP	you
to	TO	to
injustice	NN	injustice
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
ways	NNS	way
your	PP$	your
brain	NN	brain
communicates	VBZ	communicate
to	TO	to
you	PP	you
that	IN	that
you	PP	you
have	VBP	have
had	VBD	have
enough	JJ	enough
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
more	RBR	more
,	,	,
it	PP	it
energizes	VBZ	energize
you	PP	you
to	TO	to
confront	VB	confront
that	DT	that
injustice	NN	injustice
.	SENT	.
Think	VB	think
for	IN	for
a	DT	a
second	NN	second
about	IN	about
the	DT	the
last	JJ	last
time	NN	time
you	PP	you
got	VBD	get
mad	JJ	mad
.	SENT	.
Your	PP$	your
heart	NN	heart
rate	NN	rate
increased	VBD	increase
.	SENT	.
Your	PP$	your
breathing	NN	breathing
increased	VBD	increase
,	,	,
you	PP	you
started	VBD	start
to	TO	to
sweat	VB	sweat
.	SENT	.
That	IN	that
'	''	'
s	VBG	<unknown>
your	PP$	your
sympathetic	JJ	sympathetic
nervous	JJ	nervous
system	NN	system
,	,	,
otherwise	RB	otherwise
known	VBN	know
as	IN	as
your	PP$	your
fight-or-flight	NN	fight-or-flight
system	NN	system
,	,	,
kicking	VBG	kick
in	IN	in
to	TO	to
offer	VB	offer
you	PP	you
the	DT	the
energy	NN	energy
you	PP	you
need	VBP	need
to	TO	to
respond	VB	respond
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
just	RB	just
the	DT	the
stuff	NN	stuff
you	PP	you
noticed	VBD	notice
.	SENT	.
At	IN	at
the	DT	the
same	JJ	same
time	NN	time
,	,	,
your	PP$	your
digestive	JJ	digestive
system	NN	system
slowed	VBD	slow
down	RB	down
so	RB	so
you	PP	you
could	MD	could
conserve	VB	conserve
energy	NN	energy
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
your	PP$	your
mouth	NN	mouth
went	VBD	go
dry	JJ	dry
.	SENT	.
And	CC	and
your	PP$	your
blood	NN	blood
vessels	NNS	vessel
dilated	VBD	dilate
to	TO	to
get	VB	get
blood	NN	blood
to	TO	to
your	PP$	your
extremities	NNS	extremity
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
why	WRB	why
your	PP$	your
face	NN	face
went	VBD	go
red	JJ	red
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
all	DT	all
part	NN	part
of	IN	of
this	DT	this
complex	JJ	complex
pattern	NN	pattern
of	IN	of
physiological	JJ	physiological
experiences	NNS	experience
that	WDT	that
exist	VBP	exist
today	NN	today
because	IN	because
they	PP	they
helped	VBD	help
your	PP$	your
ancestors	NNS	ancestor
deal	NN	deal
with	IN	with
cruel	JJ	cruel
and	CC	and
unforgiving	VBG	unforgive
forces	NNS	force
of	IN	of
nature	NN	nature
.	SENT	.
And	CC	and
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN	that
the	DT	the
thing	NN	thing
your	PP$	your
ancestors	NNS	ancestor
did	VBD	do
to	TO	to
deal	VB	deal
with	IN	with
their	PP$	their
anger	NN	anger
,	,	,
to	TO	to
physically	RB	physically
fight	VB	fight
,	,	,
they	PP	they
are	VBP	be
no	RB	no
longer	RBR	longer
reasonable	JJ	reasonable
or	CC	or
appropriate	JJ	appropriate
.	SENT	.
You	PP	you
can	MD	can
'	''	'
t	NN	t
and	CC	and
you	PP	you
shouldn	NP	<unknown>
'	POS	'
t	NN	t
swing	VBP	swing
a	DT	a
club	NN	club
every	DT	every
time	NN	time
you	PP	you
'	POS	'
re	NN	re
provoked	VBD	provoke
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
good	JJ	good
news	NN	news
.	SENT	.
You	PP	you
are	VBP	be
capable	JJ	capable
of	IN	of
something	NN	something
your	PP$	your
nonhuman	NN	nonhuman
ancestors	NNS	ancestor
weren	NNS	<unknown>
'	POS	'
t	NN	t
capable	JJ	capable
of	IN	of
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
the	DT	the
capacity	NN	capacity
to	TO	to
regulate	VB	regulate
your	PP$	your
emotions	NNS	emotion
.	SENT	.
Even	RB	even
when	WRB	when
you	PP	you
want	VBP	want
to	TO	to
lash	VB	lash
out	RP	out
,	,	,
you	PP	you
can	MD	can
stop	VB	stop
yourself	PP	yourself
and	CC	and
you	PP	you
can	MD	can
channel	VB	channel
that	DT	that
anger	NN	anger
into	IN	into
something	NN	something
more	RBR	more
productive	JJ	productive
.	SENT	.
So	RB	so
often	RB	often
when	WRB	when
we	PP	we
talk	VBP	talk
about	IN	about
anger	NN	anger
,	,	,
we	PP	we
talk	VBP	talk
about	RB	about
how	WRB	how
to	TO	to
keep	VB	keep
from	IN	from
getting	VBG	get
angry	JJ	angry
.	SENT	.
We	PP	we
tell	VBP	tell
people	NNS	people
to	TO	to
calm	VB	calm
down	RP	down
or	CC	or
relax	VB	relax
.	SENT	.
We	PP	we
even	RB	even
tell	VBP	tell
people	NNS	people
to	TO	to
let	VB	let
it	PP	it
go	VB	go
.	SENT	.
And	CC	and
all	DT	all
of	IN	of
that	WDT	that
assumes	VBZ	assume
that	IN	that
anger	NN	anger
is	VBZ	be
bad	JJ	bad
and	CC	and
that	IN	that
it	PP	it
'	POS	'
s	NN	S
wrong	JJ	wrong
to	TO	to
feel	VB	feel
it	PP	it
.	SENT	.
But	CC	but
instead	RB	instead
,	,	,
I	PP	I
like	VBP	like
to	TO	to
think	VB	think
of	IN	of
anger	NN	anger
as	IN	as
a	DT	a
motivator	NN	motivator
.	SENT	.
The	DT	the
same	JJ	same
way	NN	way
your	PP$	your
thirst	NN	thirst
motivates	VBZ	motivate
you	PP	you
to	TO	to
get	VB	get
a	DT	a
drink	NN	drink
of	IN	of
water	NN	water
,	,	,
the	DT	the
same	JJ	same
way	NN	way
your	PP$	your
hunger	NN	hunger
motivates	VBZ	motivate
you	PP	you
to	TO	to
get	VB	get
a	DT	a
bite	NN	bite
to	TO	to
eat	VB	eat
,	,	,
your	PP$	your
anger	NN	anger
can	MD	can
motivate	VB	motivate
you	PP	you
to	TO	to
respond	VB	respond
to	TO	to
injustice	NN	injustice
.	SENT	.
Because	IN	because
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
think	VB	think
too	RB	too
hard	JJ	hard
to	TO	to
find	VB	find
things	NNS	thing
we	PP	we
should	MD	should
be	VB	be
mad	JJ	mad
about	RB	about
.	SENT	.
When	WRB	when
we	PP	we
go	VBP	go
back	RB	back
to	TO	to
the	DT	the
beginning	NN	beginning
,	,	,
yeah	RB	yeah
,	,	,
some	DT	some
of	IN	of
those	DT	those
things	NNS	thing
,	,	,
they	PP	they
'	POS	'
re	NN	re
silly	RB	silly
and	CC	and
not	RB	not
worth	JJ	worth
getting	VBG	get
angry	JJ	angry
over	RP	over
.	SENT	.
But	CC	but
racism	NN	racism
,	,	,
sexism	NN	sexism
,	,	,
bullying	VBG	bully
,	,	,
environmental	JJ	environmental
destruction	NN	destruction
,	,	,
those	DT	those
things	NNS	thing
are	VBP	be
real	JJ	real
,	,	,
those	DT	those
things	NNS	thing
are	VBP	be
terrible	JJ	terrible
,	,	,
and	CC	and
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
fix	VB	fix
them	PP	them
is	VBZ	be
to	TO	to
get	VB	get
mad	JJ	mad
first	JJ	first
and	CC	and
then	RB	then
channel	VB	channel
that	DT	that
anger	NN	anger
into	IN	into
fighting	VBG	fight
back	RB	back
.	SENT	.
And	CC	and
you	PP	you
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
fight	VB	fight
back	RB	back
with	IN	with
aggression	NN	aggression
or	CC	or
hostility	NN	hostility
or	CC	or
violence	NN	violence
.	SENT	.
There	EX	there
are	VBP	be
infinite	JJ	infinite
ways	NNS	way
that	IN	that
you	PP	you
can	MD	can
express	VB	express
your	PP$	your
anger	NN	anger
.	SENT	.
You	PP	you
can	MD	can
protest	VB	protest
,	,	,
you	PP	you
can	MD	can
write	VB	write
letters	NNS	letter
to	TO	to
the	DT	the
editor	NN	editor
,	,	,
you	PP	you
can	MD	can
donate	VB	donate
to	TO	to
and	CC	and
volunteer	NN	volunteer
for	IN	for
causes	NNS	cause
,	,	,
you	PP	you
can	MD	can
create	VB	create
art	NN	art
,	,	,
you	PP	you
can	MD	can
create	VB	create
literature	NN	literature
,	,	,
you	PP	you
can	MD	can
create	VB	create
poetry	NN	poetry
and	CC	and
music	NN	music
,	,	,
you	PP	you
can	MD	can
create	VB	create
a	DT	a
community	NN	community
that	WDT	that
cares	VBZ	care
for	IN	for
one	CD	one
another	DT	another
and	CC	and
does	VBZ	do
not	RB	not
allow	VB	allow
those	DT	those
atrocities	NNS	atrocity
to	TO	to
happen	VB	happen
.	SENT	.
So	IN	so
the	DT	the
next	JJ	next
time	NN	time
you	PP	you
feel	VBP	feel
yourself	PP	yourself
getting	VBG	get
angry	JJ	angry
,	,	,
instead	RB	instead
of	IN	of
trying	VBG	try
to	TO	to
turn	VB	turn
it	PP	it
off	RP	off
,	,	,
I	PP	I
hope	VBP	hope
you	PP	you
'	''	'
ll	NNS	<unknown>
listen	VBP	listen
to	TO	to
what	WP	what
that	DT	that
anger	NN	anger
is	VBZ	be
telling	VBG	tell
you	PP	you
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
hope	VBP	hope
you	PP	you
'	''	'
ll	NNS	<unknown>
channel	VBP	channel
it	PP	it
into	IN	into
something	NN	something
positive	JJ	positive
and	CC	and
productive	JJ	productive
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
