There	EX	there
choices	NNS	choice
affect	VBP	affect
people	NNS	people
like	IN	like
these	DT	these
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
Also	RB	also
,	,	,
if	IN	if
you	PP	you
follow	VBP	follow
the	DT	the
news	NN	news
,	,	,
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
clear	JJ	clear
that	IN	that
that	DT	that
alone	JJ	alone
isn	NN	isn
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
be	VB	be
enough	JJ	enough
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
take	VB	take
personal	JJ	personal
responsibility	NN	responsibility
by	IN	by
joining	VBG	join
—	:	-
or	CC	or
at	IN	at
very	RB	very
least	JJS	least
,	,	,
actively	RB	actively
supporting	VBG	support
—	:	-
the	DT	the
growing	VBG	grow
ecosystem	NN	ecosystem
of	IN	of
individuals	NNS	individual
and	CC	and
groups	NNS	group
who	WP	who
are	VBP	be
fighting	VBG	fight
for	IN	for
social	JJ	social
justice	NN	justice
,	,	,
environmental	JJ	environmental
sustainability	NN	sustainability
,	,	,
government	NN	government
accountability	NN	accountability
,	,	,
human	JJ	human
rights	NNS	right
,	,	,
freedom	NN	freedom
of	IN	of
the	DT	the
press	NN	press
and	CC	and
a	DT	a
free	JJ	free
and	CC	and
open	JJ	open
internet	NN	Internet
,	,	,
all	RB	all
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
I	PP	I
believe	VBP	believe
that	IN	that
,	,	,
ultimately	RB	ultimately
,	,	,
we	PP	we
can	MD	can
overcome	VB	overcome
the	DT	the
digitally	RB	digitally
empowered	VBN	empower
networks	NNS	network
of	IN	of
extremism	NN	extremism
,	,	,
demagoguery	NN	demagoguery
and	CC	and
hate	NN	hate
.	SENT	.
But	RB	but
.	SENT	.
.	SENT	.
.	SENT	.
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
to	TO	to
do	VB	do
this	DT	this
by	IN	by
really	RB	really
beefing	VBG	beef
up	RP	up
the	DT	the
global	JJ	global
networks	NNS	network
of	IN	of
citizens	NNS	citizen
around	IN	around
the	DT	the
world	NN	world
,	,	,
powered	VBN	power
by	IN	by
people	NNS	people
who	WP	who
are	VBP	be
working	VBG	work
hard	RB	hard
every	DT	every
day	NN	day
,	,	,
and	CC	and
taking	VBG	take
personal	JJ	personal
risk	NN	risk
for	IN	for
a	DT	a
future	JJ	future
world	NN	world
that	WDT	that
is	VBZ	be
more	RBR	more
peaceful	JJ	peaceful
,	,	,
just	RB	just
,	,	,
open	JJ	open
and	CC	and
free	JJ	free
.	SENT	.
Thanks	NNS	thanks
very	RB	very
much	RB	much
for	IN	for
listening	VBG	listen
.	SENT	.
