So	RB	so
that	DT	that
community	NN	community
trust	NN	trust
,	,	,
but	CC	but
we	PP	we
had	VBD	have
to	TO	to
have	VB	have
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
of	IN	of
an	DT	an
honest	JJ	honest
conversation	NN	conversation
also	RB	also
as	IN	as
a	DT	a
community	NN	community
,	,	,
because	IN	because
we	PP	we
had	VBD	have
to	TO	to
get	VB	get
people	NNS	people
to	TO	to
understand	VB	understand
that	IN	that
when	WRB	when
they	PP	they
hand	VBP	hand
those	DT	those
five	CD	five
dollars	NNS	dollar
out	IN	out
the	DT	the
window	NN	window
,	,	,
they	PP	they
might	MD	might
actually	RB	actually
be	VB	be
minimizing	VBG	minimize
their	PP$	their
opportunity	NN	opportunity
to	TO	to
help	VB	help
the	DT	the
person	NN	person
in	IN	in
need	NN	need
,	,	,
and	CC	and
here	RB	here
'	POS	'
s	NN	S
why	NN	why
:	:	:
that	DT	that
five	CD	five
dollars	NNS	dollar
might	MD	might
go	VB	go
to	TO	to
buying	VBG	buy
some	DT	some
fast	JJ	fast
food	NN	food
today	NN	today
—	:	-
a	DT	a
lot	NN	lot
of	IN	of
times	NNS	time
it	PP	it
goes	VBZ	go
to	TO	to
buying	VBG	buy
drugs	NNS	drug
and	CC	and
alcohol	NN	alcohol
.	SENT	.
That	DT	that
same	JJ	same
five	CD	five
dollars	NNS	dollar
,	,	,
if	IN	if
you	PP	you
gave	VBD	give
it	PP	it
to	TO	to
one	CD	one
of	IN	of
our	PP$	our
shelters	NNS	shelter
,	,	,
could	MD	could
feed	VB	feed
seven	CD	seven
people	NNS	people
today	NN	today
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
gave	VBD	give
it	PP	it
to	TO	to
one	CD	one
of	IN	of
our	PP$	our
local	JJ	local
food	NN	food
banks	NNS	bank
or	CC	or
food	NN	food
pantries	NNS	pantry
,	,	,
we	PP	we
could	MD	could
actually	RB	actually
feed	VB	feed
20	CD	@card@
people	NNS	people
with	IN	with
that	DT	that
money	NN	money
.	SENT	.
People	NNS	people
ask	VBP	ask
,	,	,
"	``	"
Well	UH	well
,	,	,
Albuquerque	NP	Albuquerque
is	VBZ	be
600	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
—	:	-
million	CD	million
,	,	,
metro	NN	metro
—	:	-
this	DT	this
wouldn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
in	IN	in
our	PP$	our
city	NN	city
,	,	,
we	PP	we
'	POS	'
re	NN	re
too	RB	too
big	JJ	big
,	,	,
we	PP	we
'	POS	'
re	NN	re
too	RB	too
small	JJ	small
.	SENT	.
"	``	"
I	PP	I
disagree	VBP	disagree
;	:	;
if	IN	if
you	PP	you
have	VBP	have
one	CD	one
panhandler	NN	panhandler
on	IN	on
one	CD	one
city	NN	city
block	NN	block
,	,	,
you	PP	you
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
If	IN	if
you	PP	you
live	VBP	live
in	IN	in
a	DT	a
city	NN	city
of	IN	of
eight-and-half	NN	<unknown>
million	CD	million
people	NNS	people
,	,	,
you	PP	you
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
what	WP	what
you	PP	you
do	VBP	do
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
work	NN	work
that	IN	that
you	PP	you
do	VBP	do
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
dignity	NN	dignity
of	IN	of
the	DT	the
work	NN	work
.	SENT	.
You	PP	you
could	MD	could
do	VB	do
anything	NN	anything
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
any	DT	any
city	NN	city
could	MD	could
do	VB	do
this	DT	this
.	SENT	.
And	CC	and
people	NNS	people
say	VBP	say
to	TO	to
me	PP	me
,	,	,
"	''	"
Mayor	NP	Mayor
,	,	,
that	WDT	that
'	POS	'
s	NN	S
just	RB	just
a	DT	a
little	JJ	little
too	RB	too
simple	JJ	simple
.	SENT	.
It	PP	it
can	MD	can
'	''	'
t	NN	t
work	VB	work
that	DT	that
way	NN	way
.	SENT	.
"	``	"
But	CC	but
I	PP	I
tell	VBP	tell
you	PP	you
what	WP	what
,	,	,
friends	NNS	friend
:	:	:
when	WRB	when
you	PP	you
go	VBP	go
to	TO	to
a	DT	a
street	NN	street
corner	NN	corner
and	CC	and
you	PP	you
engage	VBP	engage
with	IN	with
a	DT	a
panhandler	NN	panhandler
with	IN	with
dignity	NN	dignity
and	CC	and
respect	NN	respect
,	,	,
maybe	RB	maybe
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
years	NNS	year
,	,	,
maybe	RB	maybe
in	IN	in
their	PP$	their
life	NN	life
,	,	,
and	CC	and
you	PP	you
tell	VBP	tell
them	PP	them
that	IN	that
you	PP	you
believe	VBP	believe
in	IN	in
them	PP	them
and	CC	and
that	IN	that
this	DT	this
is	VBZ	be
their	PP$	their
city	NN	city
as	RB	as
much	RB	much
as	IN	as
it	PP	it
'	''	'
s	VBG	<unknown>
your	PP$	your
city	NN	city
,	,	,
and	CC	and
that	IN	that
you	PP	you
actually	RB	actually
need	VBP	need
their	PP$	their
help	NN	help
to	TO	to
make	VB	make
our	PP$	our
place	NN	place
better	RBR	well
,	,	,
and	CC	and
you	PP	you
understand	VBP	understand
that	IN	that
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
the	DT	the
answer	NN	answer
to	TO	to
all	DT	all
their	PP$	their
problems	NNS	problem
,	,	,
but	CC	but
at	IN	at
least	JJS	least
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
start	NN	start
,	,	,
an	DT	an
amazing	JJ	amazing
thing	NN	thing
happens	VBZ	happen
.	SENT	.
When	WRB	when
they	PP	they
get	VBP	get
out	RP	out
on	IN	on
the	DT	the
jobsite	NN	<unknown>
and	CC	and
they	PP	they
start	VBP	start
working	VBG	work
together	RB	together
,	,	,
you	PP	you
start	VBP	start
seeing	VBG	see
amazing	JJ	amazing
things	NNS	thing
happen	VBP	happen
.	SENT	.
They	PP	they
see	VBP	see
teamwork	NN	teamwork
;	:	;
they	PP	they
see	VBP	see
the	DT	the
fact	NN	fact
that	IN	that
they	PP	they
can	MD	can
make	VB	make
a	DT	a
difference	NN	difference
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
when	WRB	when
they	PP	they
get	VBP	get
back	RB	back
to	TO	to
St	NP	St
.	SENT	.
Martin	NP	Martin
'	POS	'
s	NN	S
in	IN	in
that	DT	that
old	JJ	old
Dodge	NP	Dodge
van	NP	van
,	,	,
they	PP	they
'	POS	'
re	NN	re
much	RB	much
more	RBR	more
likely	JJ	likely
to	TO	to
sign	VB	sign
up	RP	up
for	IN	for
whatever	WDT	whatever
services	NNS	service
they	PP	they
need	VBP	need
—	:	-
substance	NN	substance
abuse	NN	abuse
,	,	,
mental	JJ	mental
health	NN	health
counseling	NN	counseling
,	,	,
you	PP	you
name	VBP	name
it	PP	it
.	SENT	.
So	RB	so
far	RB	far
with	IN	with
our	PP$	our
pilot	NN	pilot
program	NN	program
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
offered	VBD	offer
about	IN	about
1	CD	@card@
,	,	,
700	CD	@card@
days	NNS	day
of	IN	of
day	NN	day
work	NN	work
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
connected	VBD	connect
216	CD	@card@
people	NNS	people
to	TO	to
permanent	JJ	permanent
employment	NN	employment
opportunities	NNS	opportunity
.	SENT	.
Twenty	CD	twenty
people	NNS	people
actually	RB	actually
qualified	VBN	qualify
for	IN	for
our	PP$	our
Housing	NP	Housing
First	NP	First
model	NN	model
,	,	,
Heading	VBG	head
Home	NP	Home
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
housed	VBN	house
.	SENT	.
And	CC	and
over	IN	over
150	CD	@card@
people	NNS	people
have	VBP	have
been	VBN	be
connected	VBN	connect
to	TO	to
mental	JJ	mental
health	NN	health
substance	NN	substance
abuse	NN	abuse
services	NNS	service
through	IN	through
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
Better	JJR	good
Way	NN	way
.	SENT	.
This	DT	this
is	VBZ	be
me	PP	me
just	RB	just
two	CD	two
weeks	NNS	week
ago	RB	ago
,	,	,
at	IN	at
St	NP	St
.	SENT	.
Martin	NP	Martin
'	POS	'
s	NN	S
,	,	,
doing	VBG	do
our	PP$	our
point-in-time	JJ	<unknown>
survey	NN	survey
that	IN	that
we	PP	we
do	VBP	do
every	DT	every
two	CD	two
years	NNS	year
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
interviewing	VBG	interview
a	DT	a
gentleman	NN	gentleman
who	WP	who
'	POS	'
s	NN	S
homeless	NN	homeless
,	,	,
like	IN	like
we	PP	we
do	VBP	do
,	,	,
getting	VBG	get
his	PP$	his
information	NN	information
,	,	,
figuring	VBG	figure
out	RP	out
where	WRB	where
he	PP	he
'	POS	'
s	NN	S
from	IN	from
,	,	,
how	WRB	how
he	PP	he
got	VBD	get
there	RB	there
,	,	,
what	WP	what
we	PP	we
can	MD	can
do	VB	do
to	TO	to
help	VB	help
him	PP	him
.	SENT	.
And	CC	and
you	PP	you
notice	VBP	notice
he	PP	he
'	''	'
s	NN	S
holding	VBG	hold
the	DT	the
same	JJ	same
sign	NN	sign
that	IN	that
the	DT	the
guy	NN	guy
was	VBD	be
holding	VBG	hold
in	IN	in
2015	CD	@card@
,	,	,
same	JJ	same
sign	NN	sign
I	PP	I
walked	VBD	walk
out	RP	out
with	IN	with
here	RB	here
today	NN	today
.	SENT	.
So	RB	so
you	PP	you
have	VBP	have
to	TO	to
ask	VB	ask
yourself	PP	yourself
:	:	:
Is	VBZ	be
it	PP	it
really	RB	really
making	VBG	make
a	DT	a
difference	NN	difference
?	SENT	?
Absolutely	RB	absolutely
it	PP	it
'	POS	'
s	NN	S
making	VBG	make
a	DT	a
difference	NN	difference
.	SENT	.
Albuquerque	NP	Albuquerque
is	VBZ	be
now	RB	now
one	CD	one
of	IN	of
the	DT	the
national	JJ	national
leaders	NNS	leader
in	IN	in
combating	VBG	combat
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
stubborn	JJ	stubborn
and	CC	and
persistent	JJ	persistent
social	JJ	social
issues	NNS	issue
that	IN	that
we	PP	we
have	VBP	have
.	SENT	.
Combined	VBN	combine
with	IN	with
Albuquerque	NP	Albuquerque
Heading	VBG	head
Home	NP	Home
,	,	,
the	DT	the
Better	JJR	good
Way	NN	way
program	NN	program
,	,	,
Albuquerque	NP	Albuquerque
has	VBZ	have
reduced	VBN	reduce
unsheltered	JJ	unsheltered
homelessness	NN	homelessness
in	IN	in
our	PP$	our
city	NN	city
by	IN	by
80	CD	@card@
percent	NN	percent
last	JJ	last
year	NN	year
.	SENT	.
Since	IN	since
I	PP	I
took	VBD	take
over	RP	over
as	IN	as
mayor	NN	mayor
,	,	,
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
able	JJ	able
to	TO	to
reduce	VB	reduce
the	DT	the
chronic	JJ	chronic
homeless	JJ	homeless
population	NN	population
in	IN	in
our	PP$	our
city	NN	city
by	IN	by
40	CD	@card@
percent	NN	percent
.	SENT	.
And	CC	and
by	IN	by
HUD	NP	HUD
'	POS	'
s	NN	S
definition	NN	definition
,	,	,
we	PP	we
'	POS	'
ve	NNS	<unknown>
gotten	VBN	get
to	TO	to
functional	JJ	functional
zero	NN	zero
,	,	,
which	WDT	which
means	VBZ	mean
we	PP	we
'	''	'
ve	NNS	<unknown>
literally	RB	literally
ended	VBD	end
veteran	JJ	veteran
homelessness	NN	homelessness
in	IN	in
the	DT	the
city	NN	city
of	IN	of
Albuquerque	NP	Albuquerque
,	,	,
by	IN	by
being	VBG	be
intentional	JJ	intentional
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
happy	JJ	happy
to	TO	to
report	VB	report
that	IN	that
other	JJ	other
cities	NNS	city
are	VBP	be
hearing	VBG	hear
about	IN	about
this	DT	this
,	,	,
other	JJ	other
mayors	NNS	mayor
are	VBP	be
calling	VBG	call
us	PP	us
—	:	-
Chicago	NP	Chicago
,	,	,
Seattle	NP	Seattle
,	,	,
Denver	NP	Denver
,	,	,
Dallas	NP	Dallas
—	:	-
and	CC	and
are	VBP	be
now	RB	now
starting	VBG	start
to	TO	to
implement	VB	implement
programs	NNS	program
where	WRB	where
they	PP	they
bring	VBP	bring
the	DT	the
dignity	NN	dignity
of	IN	of
work	NN	work
to	TO	to
the	DT	the
equation	NN	equation
.	SENT	.
And	CC	and
I	PP	I
can	MD	can
'	''	'
t	NN	t
wait	VB	wait
to	TO	to
learn	VB	learn
from	IN	from
them	PP	them
.	SENT	.
I	PP	I
can	MD	can
'	''	'
t	NN	t
wait	VB	wait
to	TO	to
see	VB	see
what	WP	what
their	PP$	their
experiment	NN	experiment
looks	VBZ	look
like	IN	like
,	,	,
what	WP	what
their	PP$	their
pilot	NN	pilot
project	NN	project
looks	VBZ	look
like	IN	like
,	,	,
so	RB	so
we	PP	we
can	MD	can
start	VB	start
taking	VBG	take
a	DT	a
collective	JJ	collective
approach	NN	approach
nationally	RB	nationally
through	IN	through
the	DT	the
dignity	NN	dignity
of	IN	of
work	NN	work
.	SENT	.
And	CC	and
I	PP	I
want	VBP	want
to	TO	to
commend	VB	commend
them	PP	them
—	:	-
the	DT	the
mayors	NNS	mayor
,	,	,
their	PP$	their
communities	NNS	community
,	,	,
their	PP$	their
nonprofits	NNS	nonprofit
—	:	-
for	IN	for
the	DT	the
work	NN	work
that	IN	that
they	PP	they
'	''	'
re	IN	re
doing	VBG	do
.	SENT	.
So	RB	so
who	WP	who
'	POS	'
s	NNS	<unknown>
next	JJ	next
?	SENT	?
Are	VBP	be
you	PP	you
and	CC	and
your	PP$	your
city	NN	city
ready	JJ	ready
to	TO	to
step	VB	step
up	RP	up
?	SENT	?
Are	VBP	be
you	PP	you
ready	JJ	ready
to	TO	to
think	VB	think
differently	RB	differently
about	IN	about
these	DT	these
persistent	JJ	persistent
social	JJ	social
issues	NNS	issue
?	SENT	?
Are	VBP	be
you	PP	you
ready	JJ	ready
to	TO	to
lift	VB	lift
people	NNS	people
up	RP	up
in	IN	in
your	PP$	your
community	NN	community
through	IN	through
the	DT	the
dignity	NN	dignity
of	IN	of
work	NN	work
,	,	,
and	CC	and
make	VB	make
your	PP$	your
city	NN	city
profoundly	RB	profoundly
better	RBR	well
in	IN	in
many	JJ	many
ways	NNS	way
?	SENT	?
Well	RB	well
,	,	,
if	IN	if
you	PP	you
are	VBP	be
,	,	,
my	PP$	my
friends	NNS	friend
,	,	,
I	PP	I
promise	VBP	promise
you	PP	you
there	EX	there
is	VBZ	be
a	DT	a
better	JJR	good
way	NN	way
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
