Well	RB	well
I	PP	I
came	VBD	come
back	RB	back
with	IN	with
that	DT	that
news	NN	news
to	TO	to
Cambridge	NP	Cambridge
,	,	,
and	CC	and
Bragg	NP	Bragg
said	VBD	say
,	,	,
"	``	"
Build	VB	build
models	NNS	model
.	SENT	.
"	''	"
Well	RB	well
,	,	,
of	IN	of
course	NN	course
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
build	VB	build
models	NNS	model
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
picture	NN	picture
of	IN	of
Rosalind	NP	Rosalind
.	SENT	.
She	PP	she
really	RB	really
,	,	,
you	PP	you
know	VBP	know
,	,	,
in	IN	in
one	PP	one
sense	VBP	sense
she	PP	she
was	VBD	be
a	DT	a
chemist	NN	chemist
,	,	,
but	CC	but
really	RB	really
she	PP	she
would	MD	would
have	VB	have
been	VBN	be
trained	JJ	trained
â	NP	<unknown>
she	PP	she
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
any	DT	any
organic	JJ	organic
chemistry	NN	chemistry
or	CC	or
quantum	NN	quantum
chemistry	NN	chemistry
.	SENT	.
She	PP	she
was	VBD	be
a	DT	a
crystallographer	NN	crystallographer
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
part	NN	part
of	IN	of
the	DT	the
reason	NN	reason
she	PP	she
didn	NP	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
build	VB	build
models	NNS	model
was	VBD	be
,	,	,
she	PP	she
wasn	NNS	<unknown>
'	POS	'
t	NN	t
a	DT	a
chemist	NN	chemist
,	,	,
whereas	IN	whereas
Pauling	NP	Pauling
was	VBD	be
a	DT	a
chemist	NN	chemist
.	SENT	.
And	CC	and
so	IN	so
Crick	NP	Crick
and	CC	and
I	NP	I
,	,	,
you	PP	you
know	VBP	know
,	,	,
started	VBD	start
building	NN	building
models	NNS	model
,	,	,
and	CC	and
I	PP	I
'	POS	'
d	NN	d
learned	VBD	learn
a	DT	a
little	JJ	little
chemistry	NN	chemistry
,	,	,
but	CC	but
not	RB	not
enough	RB	enough
.	SENT	.
Well	RB	well
,	,	,
we	PP	we
got	VBD	get
the	DT	the
answer	NN	answer
on	IN	on
the	DT	the
28th	JJ	28th
February	NP	February
'	POS	'
53	CD	@card@
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
because	IN	because
of	IN	of
a	DT	a
rule	NN	rule
,	,	,
which	WDT	which
,	,	,
to	TO	to
me	PP	me
,	,	,
is	VBZ	be
a	DT	a
very	RB	very
good	JJ	good
rule	NN	rule
:	:	:
Never	RB	never
be	VB	be
the	DT	the
brightest	JJS	bright
person	NN	person
in	IN	in
a	DT	a
room	NN	room
,	,	,
and	CC	and
we	PP	we
weren	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
We	PP	we
weren	NNS	<unknown>
'	POS	'
t	NN	t
the	DT	the
best	JJS	good
chemists	NNS	chemist
in	IN	in
the	DT	the
room	NN	room
.	SENT	.
I	PP	I
went	VBD	go
in	IN	in
and	CC	and
showed	VBD	show
them	PP	them
a	DT	a
pairing	VBG	pair
I	PP	I
'	POS	'
d	NN	d
done	VBN	do
,	,	,
and	CC	and
Jerry	NP	Jerry
Donohue	NP	Donohue
â	NP	<unknown>
he	PP	he
was	VBD	be
a	DT	a
chemist	NN	chemist
â	NP	<unknown>
he	PP	he
said	VBD	say
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
â	NP	<unknown>
the	DT	the
hydrogen	NN	hydrogen
atoms	NNS	atom
are	VBP	be
in	IN	in
the	DT	the
wrong	JJ	wrong
place	NN	place
.	SENT	.
I	PP	I
just	RB	just
put	VBD	put
them	PP	them
down	RP	down
like	IN	like
they	PP	they
were	VBD	be
in	IN	in
the	DT	the
books	NNS	book
.	SENT	.
He	PP	he
said	VBD	say
they	PP	they
were	VBD	be
wrong	JJ	wrong
.	SENT	.
So	IN	so
the	DT	the
next	JJ	next
day	NN	day
,	,	,
you	PP	you
know	VBP	know
,	,	,
after	IN	after
I	PP	I
thought	VBD	think
,	,	,
"	``	"
Well	UH	well
,	,	,
he	PP	he
might	MD	might
be	VB	be
right	JJ	right
.	SENT	.
"	``	"
So	RB	so
I	PP	I
changed	VBD	change
the	DT	the
locations	NNS	location
,	,	,
and	CC	and
then	RB	then
we	PP	we
found	VBD	find
the	DT	the
base	NN	base
pairing	VBG	pair
,	,	,
and	CC	and
Francis	NP	Francis
immediately	RB	immediately
said	VBD	say
the	DT	the
chains	NNS	chain
run	VBN	run
in	IN	in
absolute	JJ	absolute
directions	NNS	direction
.	SENT	.
And	CC	and
we	PP	we
knew	VBD	know
we	PP	we
were	VBD	be
right	JJ	right
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
a	DT	a
pretty	JJ	pretty
,	,	,
you	PP	you
know	VBP	know
,	,	,
it	PP	it
all	RB	all
happened	VBD	happen
in	IN	in
about	RB	about
two	CD	two
hours	NNS	hour
.	SENT	.
From	IN	from
nothing	NN	nothing
to	TO	to
thing	NN	thing
.	SENT	.
And	CC	and
we	PP	we
knew	VBD	know
it	PP	it
was	VBD	be
big	JJ	big
because	IN	because
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
you	PP	you
just	RB	just
put	VBD	put
A	DT	a
next	JJ	next
to	TO	to
T	NN	T
and	CC	and
G	NN	G
next	JJ	next
to	TO	to
C	NP	C
,	,	,
you	PP	you
have	VBP	have
a	DT	a
copying	NN	copying
mechanism	NN	mechanism
.	SENT	.
So	RB	so
we	PP	we
saw	VBD	see
how	WRB	how
genetic	JJ	genetic
information	NN	information
is	VBZ	be
carried	VBN	carry
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
order	NN	order
of	IN	of
the	DT	the
four	CD	four
bases	NNS	base
.	SENT	.
So	RB	so
in	IN	in
a	DT	a
sense	NN	sense
,	,	,
it	PP	it
is	VBZ	be
a	DT	a
sort	NN	sort
of	IN	of
digital-type	NN	<unknown>
information	NN	information
.	SENT	.
And	CC	and
you	PP	you
copy	VBP	copy
it	PP	it
by	IN	by
going	VBG	go
from	IN	from
strand-	NN	<unknown>
separating	VBG	separate
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
if	IN	if
it	PP	it
didn	NN	<unknown>
'	POS	'
t	NN	t
work	NN	work
this	DT	this
way	NN	way
,	,	,
you	PP	you
might	MD	might
as	RB	as
well	RB	well
believe	VB	believe
it	PP	it
,	,	,
because	IN	because
you	PP	you
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
any	DT	any
other	JJ	other
scheme	NN	scheme
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
the	DT	the
way	NN	way
most	JJS	most
scientists	NNS	scientist
think	VBP	think
.	SENT	.
Most	JJS	most
scientists	NNS	scientist
are	VBP	be
really	RB	really
rather	RB	rather
dull	JJ	dull
.	SENT	.
They	PP	they
said	VBD	say
,	,	,
we	PP	we
won	VBD	win
'	''	'
t	NN	t
think	VBP	think
about	IN	about
it	PP	it
until	IN	until
we	PP	we
know	VBP	know
it	PP	it
'	''	'
s	NN	S
right	NN	right
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
thought	VBD	think
,	,	,
well	RB	well
,	,	,
it	PP	it
'	POS	'
s	NN	S
at	IN	at
least	JJS	least
95	CD	@card@
percent	NN	percent
right	NN	right
or	CC	or
99	CD	@card@
percent	NN	percent
right	NN	right
.	SENT	.
So	RB	so
think	VB	think
about	IN	about
it	PP	it
.	SENT	.
The	DT	the
next	JJ	next
five	CD	five
years	NNS	year
,	,	,
there	EX	there
were	VBD	be
essentially	RB	essentially
something	NN	something
like	IN	like
five	CD	five
references	NNS	reference
to	TO	to
our	PP$	our
work	NN	work
in	IN	in
"	``	"
Nature	NP	Nature
"	''	"
â	NP	<unknown>
none	NN	none
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
were	VBD	be
left	VBN	leave
by	IN	by
ourselves	PP	ourselves
,	,	,
and	CC	and
trying	VBG	try
to	TO	to
do	VB	do
the	DT	the
last	JJ	last
part	NN	part
of	IN	of
the	DT	the
trio	NN	trio
:	:	:
how	WRB	how
do	VB	do
you	PP	you
â	NP	<unknown>
what	WDT	what
does	VBZ	do
this	DT	this
genetic	JJ	genetic
information	NN	information
do	VBP	do
?	SENT	?
It	PP	it
was	VBD	be
pretty	RB	pretty
obvious	JJ	obvious
that	IN	that
it	PP	it
provided	VBD	provide
the	DT	the
information	NN	information
to	TO	to
an	DT	an
RNA	NP	RNA
molecule	NN	molecule
,	,	,
and	CC	and
then	RB	then
how	WRB	how
do	VBP	do
you	PP	you
go	VB	go
from	IN	from
RNA	NP	RNA
to	TO	to
protein	NN	protein
?	SENT	?
For	IN	for
about	RB	about
three	CD	three
years	NNS	year
we	PP	we
just	RB	just
â	NP	<unknown>
I	NP	I
tried	VBD	try
to	TO	to
solve	VB	solve
the	DT	the
structure	NN	structure
of	IN	of
RNA	NP	RNA
.	SENT	.
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
yield	NN	yield
.	SENT	.
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
give	VB	give
good	JJ	good
x-ray	NN	x-ray
photographs	NNS	photograph
.	SENT	.
I	PP	I
was	VBD	be
decidedly	RB	decidedly
unhappy	JJ	unhappy
;	:	;
a	DT	a
girl	NN	girl
didn	NN	<unknown>
'	POS	'
t	NN	t
marry	VB	marry
me	PP	me
.	SENT	.
It	PP	it
was	VBD	be
really	RB	really
,	,	,
you	PP	you
know	VBP	know
,	,	,
sort	NN	sort
of	IN	of
a	DT	a
shitty	JJ	shitty
time	NN	time
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
picture	NN	picture
of	IN	of
Francis	NP	Francis
and	CC	and
I	NP	I
before	IN	before
I	PP	I
met	VBD	meet
the	DT	the
girl	NN	girl
,	,	,
so	IN	so
I	PP	I
'	POS	'
m	NN	m
still	RB	still
looking	VBG	look
happy	JJ	happy
.	SENT	.
But	CC	but
there	EX	there
is	VBZ	be
what	WP	what
we	PP	we
did	VBD	do
when	WRB	when
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
where	WRB	where
to	TO	to
go	VB	go
forward	RB	forward
:	:	:
we	PP	we
formed	VBD	form
a	DT	a
club	NN	club
and	CC	and
called	VBD	call
it	PP	it
the	DT	the
RNA	NP	RNA
Tie	NN	tie
Club	NP	Club
.	SENT	.
George	NP	George
Gamow	NP	<unknown>
,	,	,
also	RB	also
a	DT	a
great	JJ	great
physicist	NN	physicist
,	,	,
he	PP	he
designed	VBD	design
the	DT	the
tie	NN	tie
.	SENT	.
He	PP	he
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
members	NNS	member
.	SENT	.
The	DT	the
question	NN	question
was	VBD	be
:	:	:
How	WRB	how
do	VBP	do
you	PP	you
go	VB	go
from	IN	from
a	DT	a
four-letter	NN	four-letter
code	NN	code
to	TO	to
the	DT	the
20-letter	JJ	<unknown>
code	NN	code
of	IN	of
proteins	NNS	protein
?	SENT	?
Feynman	NP	Feynman
was	VBD	be
a	DT	a
member	NN	member
,	,	,
and	CC	and
Teller	NP	Teller
,	,	,
and	CC	and
friends	NNS	friend
of	IN	of
Gamow	NP	<unknown>
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
the	DT	the
only	JJ	only
â	NP	<unknown>
no	RB	no
,	,	,
we	PP	we
were	VBD	be
only	RB	only
photographed	VBN	photograph
twice	RB	twice
.	SENT	.
And	CC	and
on	IN	on
both	DT	both
occasions	NNS	occasion
,	,	,
you	PP	you
know	VBP	know
,	,	,
one	CD	one
of	IN	of
us	PP	us
was	VBD	be
missing	VBG	miss
the	DT	the
tie	NN	tie
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
Francis	NP	Francis
up	RP	up
on	IN	on
the	DT	the
upper	JJ	upper
right	NN	right
,	,	,
and	CC	and
Alex	NP	Alex
Rich	NP	Rich
â	NP	<unknown>
the	DT	the
M	NN	M
.	SENT	.
D	LS	d
.	SENT	.
-turned-crystallographer	NN	-turned-crystallographer
â	NP	<unknown>
is	VBZ	be
next	JJ	next
to	TO	to
me	PP	me
.	SENT	.
This	DT	this
was	VBD	be
taken	VBN	take
in	IN	in
Cambridge	NP	Cambridge
in	IN	in
September	NP	September
of	IN	of
1955	CD	@card@
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
smiling	VBG	smile
,	,	,
sort	NN	sort
of	IN	of
forced	VBN	force
,	,	,
I	PP	I
think	VBP	think
,	,	,
because	IN	because
the	DT	the
girl	NN	girl
I	PP	I
had	VBD	have
,	,	,
boy	UH	boy
,	,	,
she	PP	she
was	VBD	be
gone	VBN	go
.	SENT	.
And	CC	and
so	IN	so
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
get	VB	get
happy	JJ	happy
until	IN	until
1960	CD	@card@
,	,	,
because	IN	because
then	RB	then
we	PP	we
found	VBD	find
out	RP	out
,	,	,
basically	RB	basically
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	IN	that
there	EX	there
are	VBP	be
three	CD	three
forms	NNS	form
of	IN	of
RNA	NP	RNA
.	SENT	.
And	CC	and
we	PP	we
knew	VBD	know
,	,	,
basically	RB	basically
,	,	,
DNA	NP	DNA
provides	VBZ	provide
the	DT	the
information	NN	information
for	IN	for
RNA	NP	RNA
.	SENT	.
RNA	NP	RNA
provides	VBZ	provide
the	DT	the
information	NN	information
for	IN	for
protein	NN	protein
.	SENT	.
And	CC	and
that	WDT	that
let	VBD	let
Marshall	NP	Marshall
Nirenberg	NP	Nirenberg
,	,	,
you	PP	you
know	VBP	know
,	,	,
take	VBP	take
RNA	NP	RNA
â	NP	<unknown>
synthetic	JJ	synthetic
RNA	NP	RNA
â	NP	<unknown>
put	VBD	put
it	PP	it
in	IN	in
a	DT	a
system	NN	system
making	VBG	make
protein	NN	protein
.	SENT	.
He	PP	he
made	VBD	make
polyphenylalanine	NN	polyphenylalanine
,	,	,
polyphenylalanine	NN	polyphenylalanine
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
first	JJ	first
cracking	NN	cracking
of	IN	of
the	DT	the
genetic	JJ	genetic
code	NN	code
,	,	,
and	CC	and
it	PP	it
was	VBD	be
all	RB	all
over	RB	over
by	IN	by
1966	CD	@card@
.	SENT	.
So	RB	so
there	RB	there
,	,	,
that	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
Chris	NP	Chris
wanted	VBD	want
me	PP	me
to	TO	to
do	VB	do
,	,	,
it	PP	it
was	VBD	be
â	NP	<unknown>
so	IN	so
what	WP	what
happened	VBD	happen
since	IN	since
then	RB	then
?	SENT	?
Well	RB	well
,	,	,
at	IN	at
that	WDT	that
time	NN	time
â	NP	<unknown>
I	NP	I
should	MD	should
go	VB	go
back	RB	back
.	SENT	.
When	WRB	when
we	PP	we
found	VBD	find
the	DT	the
structure	NN	structure
of	IN	of
DNA	NP	DNA
,	,	,
I	PP	I
gave	VBD	give
my	PP$	my
first	JJ	first
talk	NN	talk
at	IN	at
Cold	NP	Cold
Spring	NP	Spring
Harbor	NP	Harbor
.	SENT	.
The	DT	the
physicist	NN	physicist
,	,	,
Leo	NP	Leo
Szilard	NP	<unknown>
,	,	,
he	PP	he
looked	VBD	look
at	IN	at
me	PP	me
and	CC	and
said	VBD	say
,	,	,
"	``	"
Are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
patent	VB	patent
this	DT	this
?	SENT	?
"	''	"
And	CC	and
â	NP	<unknown>
but	CC	but
he	PP	he
knew	VBD	know
patent	NN	patent
law	NN	law
,	,	,
and	CC	and
that	IN	that
we	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
patent	NN	patent
it	PP	it
,	,	,
because	IN	because
you	PP	you
couldn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
No	DT	no
use	NN	use
for	IN	for
it	PP	it
.	SENT	.
And	CC	and
so	IN	so
DNA	NP	DNA
didn	NP	<unknown>
'	POS	'
t	NN	t
become	VB	become
a	DT	a
useful	JJ	useful
molecule	NN	molecule
,	,	,
and	CC	and
the	DT	the
lawyers	NNS	lawyer
didn	NN	<unknown>
'	POS	'
t	NN	t
enter	VBP	enter
into	IN	into
the	DT	the
equation	NN	equation
until	IN	until
1973	CD	@card@
,	,	,
20	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
when	WRB	when
Boyer	NP	Boyer
and	CC	and
Cohen	NP	Cohen
in	IN	in
San	NP	San
Francisco	NP	Francisco
and	CC	and
Stanford	NP	Stanford
came	VBD	come
up	RP	up
with	IN	with
their	PP$	their
method	NN	method
of	IN	of
recombinant	JJ	recombinant
DNA	NN	DNA
,	,	,
and	CC	and
Stanford	NP	Stanford
patented	VBD	patent
it	PP	it
and	CC	and
made	VBD	make
a	DT	a
lot	NN	lot
of	IN	of
money	NN	money
.	SENT	.
At	IN	at
least	JJS	least
they	PP	they
patented	VBD	patent
something	NN	something
which	WDT	which
,	,	,
you	PP	you
know	VBP	know
,	,	,
could	MD	could
do	VB	do
useful	JJ	useful
things	NNS	thing
.	SENT	.
And	CC	and
then	RB	then
,	,	,
they	PP	they
learned	VBD	learn
how	WRB	how
to	TO	to
read	VB	read
the	DT	the
letters	NNS	letter
for	IN	for
the	DT	the
code	NN	code
.	SENT	.
And	CC	and
,	,	,
boom	NN	boom
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
,	,	,
you	PP	you
know	VBP	know
,	,	,
had	VBD	have
a	DT	a
biotech	NN	biotech
industry	NN	industry
.	SENT	.
And	CC	and
,	,	,
but	CC	but
we	PP	we
were	VBD	be
still	RB	still
a	DT	a
long	JJ	long
ways	NNS	way
from	IN	from
,	,	,
you	PP	you
know	VBP	know
,	,	,
answering	VBG	answer
a	DT	a
question	NN	question
which	WDT	which
sort	VBP	sort
of	IN	of
dominated	VBN	dominate
my	PP$	my
childhood	NN	childhood
,	,	,
which	WDT	which
is	VBZ	be
:	:	:
How	WRB	how
do	VBP	do
you	PP	you
nature-nurture	NN	nature-nurture
?	SENT	?
And	CC	and
so	IN	so
I	PP	I
'	POS	'
ll	NNS	<unknown>
go	VBP	go
on	IN	on
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
already	RB	already
out	RB	out
of	IN	of
time	NN	time
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
Michael	NP	Michael
Wigler	NP	Wigler
,	,	,
a	DT	a
very	JJ	very
,	,	,
very	RB	very
clever	JJ	clever
mathematician	NN	mathematician
turned	VBD	turn
physicist	NN	physicist
.	SENT	.
And	CC	and
he	PP	he
developed	VBD	develop
a	DT	a
technique	NN	technique
which	WDT	which
essentially	RB	essentially
will	MD	will
let	VB	let
us	PP	us
look	VB	look
at	IN	at
sample	NN	sample
DNA	NN	DNA
and	CC	and
,	,	,
eventually	RB	eventually
,	,	,
a	DT	a
million	CD	million
spots	NNS	spot
along	IN	along
it	PP	it
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
chip	NN	chip
there	RB	there
,	,	,
a	DT	a
conventional	JJ	conventional
one	CD	one
.	SENT	.
Then	RB	then
there	EX	there
'	''	'
s	VBG	<unknown>
one	CD	one
made	VBN	make
by	IN	by
a	DT	a
photolithography	NN	photolithography
by	IN	by
a	DT	a
company	NN	company
in	IN	in
Madison	NP	Madison
called	VBD	call
NimbleGen	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
way	RB	way
ahead	RB	ahead
of	IN	of
Affymetrix	NP	<unknown>
.	SENT	.
And	CC	and
we	PP	we
use	VBP	use
their	PP$	their
technique	NN	technique
.	SENT	.
And	CC	and
what	WP	what
you	PP	you
can	MD	can
do	VB	do
is	VBZ	be
sort	VB	sort
of	IN	of
compare	NN	compare
DNA	NN	DNA
of	IN	of
normal	JJ	normal
segs	NNS	<unknown>
versus	IN	versus
cancer	NN	cancer
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
on	IN	on
the	DT	the
top	NN	top
that	IN	that
cancers	NNS	cancer
which	WDT	which
are	VBP	be
bad	JJ	bad
show	NN	show
insertions	NNS	insertion
or	CC	or
deletions	NNS	deletion
.	SENT	.
So	IN	so
the	DT	the
DNA	NN	DNA
is	VBZ	be
really	RB	really
badly	RB	badly
mucked	VBN	muck
up	RP	up
,	,	,
whereas	IN	whereas
if	IN	if
you	PP	you
have	VBP	have
a	DT	a
chance	NN	chance
of	IN	of
surviving	VBG	survive
,	,	,
the	DT	the
DNA	NP	DNA
isn	NN	isn
'	POS	'
t	NN	t
so	RB	so
mucked	VBN	muck
up	RP	up
.	SENT	.
So	RB	so
we	PP	we
think	VBP	think
that	IN	that
this	DT	this
will	MD	will
eventually	RB	eventually
lead	VB	lead
to	TO	to
what	WP	what
we	PP	we
call	VBP	call
"	``	"
DNA	NN	DNA
biopsies	NNS	biopsy
.	SENT	.
"	``	"
Before	IN	before
you	PP	you
get	VBP	get
treated	VBN	treat
for	IN	for
cancer	NN	cancer
,	,	,
you	PP	you
should	MD	should
really	RB	really
look	VB	look
at	IN	at
this	DT	this
technique	NN	technique
,	,	,
and	CC	and
get	VB	get
a	DT	a
feeling	NN	feeling
of	IN	of
the	DT	the
face	NN	face
of	IN	of
the	DT	the
enemy	NN	enemy
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
â	NP	<unknown>
it	PP	it
'	POS	'
s	NN	S
only	RB	only
a	DT	a
partial	JJ	partial
look	NN	look
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
â	NP	<unknown>
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
very	RB	very
,	,	,
very	RB	very
useful	JJ	useful
.	SENT	.
So	RB	so
,	,	,
we	PP	we
started	VBD	start
with	IN	with
breast	NN	breast
cancer	NN	cancer
because	IN	because
there	EX	there
'	''	'
s	NN	S
lots	NNS	lot
of	IN	of
money	NN	money
for	IN	for
it	PP	it
,	,	,
no	DT	no
government	NN	government
money	NN	money
.	SENT	.
And	CC	and
now	RB	now
I	PP	I
have	VBP	have
a	DT	a
sort	NN	sort
of	IN	of
vested	JJ	vested
interest	NN	interest
:	:	:
I	PP	I
want	VBP	want
to	TO	to
do	VB	do
it	PP	it
for	IN	for
prostate	NN	prostate
cancer	NN	cancer
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
you	PP	you
aren	NNS	<unknown>
'	POS	'
t	NN	t
treated	VBN	treat
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
dangerous	JJ	dangerous
.	SENT	.
But	CC	but
Wigler	NP	Wigler
,	,	,
besides	IN	besides
looking	VBG	look
at	IN	at
cancer	NN	cancer
cells	NNS	cell
,	,	,
looked	VBN	look
at	IN	at
normal	JJ	normal
cells	NNS	cell
,	,	,
and	CC	and
made	VBD	make
a	DT	a
really	RB	really
sort	NN	sort
of	IN	of
surprising	JJ	surprising
observation	NN	observation
.	SENT	.
Which	WDT	which
is	VBZ	be
,	,	,
all	RB	all
of	IN	of
us	PP	us
have	VBP	have
about	RB	about
10	CD	@card@
places	NNS	place
in	IN	in
our	PP$	our
genome	NN	genome
where	WRB	where
we	PP	we
'	POS	'
ve	NN	ve
lost	VBD	lose
a	DT	a
gene	NN	gene
or	CC	or
gained	VBD	gain
another	DT	another
one	CD	one
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
sort	NN	sort
of	IN	of
all	DT	all
imperfect	NN	imperfect
.	SENT	.
And	CC	and
the	DT	the
question	NN	question
is	VBZ	be
well	RB	well
,	,	,
if	IN	if
we	PP	we
'	POS	'
re	NN	re
around	IN	around
here	RB	here
,	,	,
you	PP	you
know	VBP	know
,	,	,
these	DT	these
little	JJ	little
losses	NNS	loss
or	CC	or
gains	NNS	gain
might	MD	might
not	RB	not
be	VB	be
too	RB	too
bad	JJ	bad
.	SENT	.
But	CC	but
if	IN	if
these	DT	these
deletions	NNS	deletion
or	CC	or
amplifications	NNS	amplification
occurred	VBD	occur
in	IN	in
the	DT	the
wrong	JJ	wrong
gene	NN	gene
,	,	,
maybe	RB	maybe
we	PP	we
'	POS	'
ll	NNS	<unknown>
feel	VBP	feel
sick	JJ	sick
.	SENT	.
So	IN	so
the	DT	the
first	JJ	first
disease	NN	disease
he	PP	he
looked	VBD	look
at	IN	at
is	VBZ	be
autism	NN	autism
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
we	PP	we
looked	VBD	look
at	IN	at
autism	NN	autism
is	VBZ	be
we	PP	we
had	VBD	have
the	DT	the
money	NN	money
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
Looking	VBG	look
at	IN	at
an	DT	an
individual	NN	individual
is	VBZ	be
about	RB	about
3	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
.	SENT	.
And	CC	and
the	DT	the
parent	NN	parent
of	IN	of
a	DT	a
child	NN	child
with	IN	with
Asperger	NP	Asperger
'	POS	'
s	NN	S
disease	NN	disease
,	,	,
the	DT	the
high-intelligence	NN	high-intelligence
autism	NN	autism
,	,	,
had	VBD	have
sent	VBN	send
his	PP$	his
thing	NN	thing
to	TO	to
a	DT	a
conventional	JJ	conventional
company	NN	company
;	:	;
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
.	SENT	.
Couldn	NP	<unknown>
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
by	IN	by
conventional	JJ	conventional
genetics	NNS	genetics
,	,	,
but	CC	but
just	RB	just
scanning	VBG	scan
it	PP	it
we	PP	we
began	VBD	begin
to	TO	to
find	VB	find
genes	NNS	gene
for	IN	for
autism	NN	autism
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
here	RB	here
,	,	,
there	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
them	PP	them
.	SENT	.
So	IN	so
a	DT	a
lot	NN	lot
of	IN	of
autistic	JJ	autistic
kids	NNS	kid
are	VBP	be
autistic	JJ	autistic
because	IN	because
they	PP	they
just	RB	just
lost	VBD	lose
a	DT	a
big	JJ	big
piece	NN	piece
of	IN	of
DNA	NP	DNA
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
big	JJ	big
piece	NN	piece
at	IN	at
the	DT	the
molecular	JJ	molecular
level	NN	level
.	SENT	.
We	PP	we
saw	VBD	see
one	CD	one
autistic	JJ	autistic
kid	NN	kid
,	,	,
about	RB	about
five	CD	five
million	CD	million
bases	NNS	base
just	RB	just
missing	VBG	miss
from	IN	from
one	CD	one
of	IN	of
his	PP$	his
chromosomes	NNS	chromosome
.	SENT	.
We	PP	we
haven	NN	haven
'	POS	'
t	NN	t
yet	RB	yet
looked	VBD	look
at	IN	at
the	DT	the
parents	NNS	parent
,	,	,
but	CC	but
the	DT	the
parents	NNS	parent
probably	RB	probably
don	VB	don
'	''	'
t	NN	t
have	VBP	have
that	DT	that
loss	NN	loss
,	,	,
or	CC	or
they	PP	they
wouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
parents	NNS	parent
.	SENT	.
Now	RB	now
,	,	,
so	RB	so
,	,	,
our	PP$	our
autism	NN	autism
study	NN	study
is	VBZ	be
just	RB	just
beginning	VBG	begin
.	SENT	.
We	PP	we
got	VBD	get
three	CD	three
million	CD	million
