Thank	VB	thank
I	NP	I
kind	NN	kind
of	IN	of
thought	NN	thought
,	,	,
"	``	"
Well	UH	well
,	,	,
maybe	RB	maybe
there	RB	there
'	''	'
s	VBG	<unknown>
some	DT	some
obvious	JJ	obvious
explanation	NN	explanation
why	WRB	why
skeletal	JJ	skeletal
muscle	NN	muscle
doesn	NN	<unknown>
'	POS	'
t	NN	t
get	VBP	get
cancer	NN	cancer
—	:	-
at	IN	at
least	JJS	least
not	RB	not
that	IN	that
I	PP	I
know	VBP	know
of	IN	of
.	SENT	.
"	''	"
So	RB	so
,	,	,
I	PP	I
looked	VBD	look
further	JJR	further
into	IN	into
it	PP	it
,	,	,
found	VBN	find
as	IN	as
many	JJ	many
articles	NNS	article
as	IN	as
I	PP	I
could	MD	could
,	,	,
and	CC	and
it	PP	it
was	VBD	be
amazing	JJ	amazing
—	:	-
because	IN	because
it	PP	it
turned	VBD	turn
out	RP	out
that	IN	that
it	PP	it
was	VBD	be
very	RB	very
rare	JJ	rare
.	SENT	.
Some	DT	some
articles	NNS	article
even	RB	even
went	VBD	go
as	RB	as
far	RB	far
as	RB	as
to	TO	to
say	VB	say
that	DT	that
skeletal	JJ	skeletal
muscle	NN	muscle
tissue	NN	tissue
is	VBZ	be
resistant	JJ	resistant
to	TO	to
cancer	NN	cancer
,	,	,
and	CC	and
furthermore	RB	furthermore
,	,	,
not	RB	not
only	RB	only
to	TO	to
cancer	NN	cancer
,	,	,
but	CC	but
of	IN	of
metastases	NNS	metastasis
going	VBG	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
.	SENT	.
And	CC	and
what	WP	what
metastases	NNS	metastasis
are	VBP	be
is	VBZ	be
when	WRB	when
the	DT	the
tumor	NN	tumor
—	:	-
when	WRB	when
a	DT	a
piece	NN	piece
—	:	-
breaks	NNS	break
off	RB	off
and	CC	and
travels	VBZ	travel
through	IN	through
the	DT	the
blood	NN	blood
stream	NN	stream
and	CC	and
goes	VBZ	go
to	TO	to
a	DT	a
different	JJ	different
organ	NN	organ
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
a	DT	a
metastasis	NN	metastasis
is	VBZ	be
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
part	NN	part
of	IN	of
cancer	NN	cancer
that	WDT	that
is	VBZ	be
the	DT	the
most	RBS	most
dangerous	JJ	dangerous
.	SENT	.
If	IN	if
cancer	NN	cancer
was	VBD	be
localized	VBN	localize
,	,	,
we	PP	we
could	MD	could
likely	RB	likely
remove	VB	remove
it	PP	it
,	,	,
or	CC	or
somehow	RB	somehow
—	:	-
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
contained	VBD	contain
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
very	RB	very
contained	VBN	contain
.	SENT	.
But	CC	but
once	RB	once
it	PP	it
starts	VBZ	start
moving	VBG	move
throughout	IN	throughout
the	DT	the
body	NN	body
,	,	,
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
it	PP	it
becomes	VBZ	become
deadly	JJ	deadly
.	SENT	.
So	IN	so
the	DT	the
fact	NN	fact
that	IN	that
not	RB	not
only	RB	only
did	VBD	do
cancer	NN	cancer
not	RB	not
seem	VBP	seem
to	TO	to
originate	VB	originate
in	IN	in
skeletal	JJ	skeletal
muscles	NNS	muscle
,	,	,
but	CC	but
cancer	NN	cancer
didn	NN	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
to	TO	to
go	VB	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
—	:	-
there	RB	there
seemed	VBD	seem
to	TO	to
be	VB	be
something	NN	something
here	RB	here
.	SENT	.
So	IN	so
these	DT	these
articles	NNS	article
were	VBD	be
saying	VBG	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
"	``	"
Skeletal	JJ	skeletal
—	:	-
metastasis	NN	metastasis
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
—	:	-
is	VBZ	be
very	RB	very
rare	JJ	rare
.	SENT	.
"	``	"
But	CC	but
it	PP	it
was	VBD	be
left	VBN	leave
at	IN	at
that	DT	that
.	SENT	.
No	DT	no
one	CD	one
seemed	VBD	seem
to	TO	to
be	VB	be
asking	VBG	ask
why	WRB	why
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
ask	VB	ask
why	WRB	why
.	SENT	.
At	IN	at
first	JJ	first
—	:	-
the	DT	the
first	JJ	first
thing	NN	thing
I	PP	I
did	VBD	do
was	VBD	be
I	PP	I
emailed	VBD	email
some	DT	some
professors	NNS	professor
who	WP	who
specialized	VBD	specialize
in	IN	in
skeletal	JJ	skeletal
muscle	NN	muscle
physiology	NN	physiology
,	,	,
and	CC	and
pretty	RB	pretty
much	RB	much
said	VBD	say
,	,	,
"	``	"
Hey	NP	Hey
,	,	,
it	PP	it
seems	VBZ	seem
like	IN	like
cancer	NN	cancer
doesn	NN	<unknown>
'	POS	'
t	NN	t
really	RB	really
go	VB	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
.	SENT	.
Is	VBZ	be
there	RB	there
a	DT	a
reason	NN	reason
for	IN	for
this	DT	this
?	SENT	?
"	''	"
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
replies	NNS	reply
I	PP	I
got	VBD	get
were	VBD	be
that	DT	that
muscle	NN	muscle
is	VBZ	be
terminally	RB	terminally
differentiated	VBN	differentiate
tissue	NN	tissue
.	SENT	.
Meaning	VBG	mean
that	IN	that
you	PP	you
have	VBP	have
muscle	NN	muscle
cells	NNS	cell
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
not	RB	not
dividing	VBG	divide
,	,	,
so	IN	so
it	PP	it
doesn	NN	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
like	IN	like
a	DT	a
good	JJ	good
target	NN	target
for	IN	for
cancer	NN	cancer
to	TO	to
hijack	VB	hijack
.	SENT	.
But	CC	but
then	RB	then
again	RB	again
,	,	,
this	DT	this
fact	NN	fact
that	IN	that
the	DT	the
metastases	NNS	metastasis
didn	NN	<unknown>
'	POS	'
t	NN	t
go	VB	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
made	VBD	make
that	WDT	that
seem	VBP	seem
unlikely	JJ	unlikely
.	SENT	.
And	CC	and
furthermore	RB	furthermore
,	,	,
that	DT	that
nervous	JJ	nervous
tissue	NN	tissue
—	:	-
brain	NN	brain
—	:	-
gets	VBZ	get
cancer	NN	cancer
,	,	,
and	CC	and
brain	NN	brain
cells	NNS	cell
are	VBP	be
also	RB	also
terminally	RB	terminally
differentiated	VBN	differentiate
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
ask	VB	ask
why	WRB	why
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
some	DT	some
of	IN	of
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
my	PP$	my
hypotheses	NNS	hypothesis
that	IN	that
I	NP	I
'	POS	'
ll	NNS	<unknown>
be	VB	be
starting	VBG	start
to	TO	to
investigate	VB	investigate
this	DT	this
May	NP	May
at	IN	at
the	DT	the
Sylvester	NP	Sylvester
Cancer	NP	Cancer
Institute	NP	Institute
in	IN	in
Miami	NP	Miami
.	SENT	.
And	CC	and
I	PP	I
guess	VBP	guess
I	PP	I
'	''	'
ll	NNS	<unknown>
keep	VBP	keep
investigating	VBG	investigate
until	IN	until
I	PP	I
get	VBP	get
the	DT	the
answers	NNS	answer
.	SENT	.
But	CC	but
I	PP	I
know	VBP	know
that	IN	that
in	IN	in
science	NN	science
,	,	,
once	RB	once
you	PP	you
get	VBP	get
the	DT	the
answers	NNS	answer
,	,	,
inevitably	RB	inevitably
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
more	JJR	more
questions	NNS	question
.	SENT	.
So	RB	so
I	PP	I
guess	VBP	guess
you	PP	you
could	MD	could
say	VB	say
that	IN	that
I	NP	I
'	POS	'
ll	NN	ll
probably	RB	probably
be	VB	be
doing	VBG	do
this	DT	this
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
Some	DT	some
of	IN	of
my	PP$	my
hypotheses	NNS	hypothesis
are	VBP	be
that	IN	that
when	WRB	when
you	PP	you
first	RB	first
think	VBP	think
about	RB	about
skeletal	JJ	skeletal
muscle	NN	muscle
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
blood	NN	blood
vessels	NNS	vessel
going	VBG	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
.	SENT	.
And	CC	and
the	DT	the
first	JJ	first
thing	NN	thing
that	WDT	that
makes	VBZ	make
me	PP	me
think	VBP	think
is	VBZ	be
that	IN	that
blood	NN	blood
vessels	NNS	vessel
are	VBP	be
like	IN	like
highways	NNS	highway
for	IN	for
the	DT	the
tumor	NN	tumor
cells	NNS	cell
.	SENT	.
Tumor	NN	tumor
cells	NNS	cell
can	MD	can
travel	VB	travel
through	IN	through
the	DT	the
blood	NN	blood
vessels	NNS	vessel
.	SENT	.
And	CC	and
you	PP	you
think	VBP	think
,	,	,
the	DT	the
more	JJR	more
highways	NNS	highway
there	EX	there
are	VBP	be
in	IN	in
a	DT	a
tissue	NN	tissue
,	,	,
the	DT	the
more	RBR	more
likely	JJ	likely
it	PP	it
is	VBZ	be
to	TO	to
get	VB	get
cancer	NN	cancer
or	CC	or
to	TO	to
get	VB	get
metastases	NNS	metastasis
.	SENT	.
So	RB	so
first	JJ	first
of	IN	of
all	DT	all
I	PP	I
thought	VBD	think
,	,	,
you	PP	you
know	VBP	know
,	,	,
"	''	"
Wouldn	NP	<unknown>
'	POS	'
t	NN	t
it	PP	it
be	VB	be
favorable	JJ	favorable
to	TO	to
cancer	NN	cancer
getting	VBG	get
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
?	SENT	?
"	''	"
And	CC	and
as	RB	as
well	RB	well
,	,	,
cancer	NN	cancer
tumors	NNS	tumor
require	VBP	require
a	DT	a
process	NN	process
called	VBD	call
angiogenesis	NN	angiogenesis
,	,	,
which	WDT	which
is	VBZ	be
really	RB	really
,	,	,
the	DT	the
tumor	NN	tumor
recruits	VBZ	recruit
the	DT	the
blood	NN	blood
vessels	NNS	vessel
to	TO	to
itself	PP	itself
to	TO	to
supply	VB	supply
itself	PP	itself
with	IN	with
nutrients	NNS	nutrient
so	IN	so
it	PP	it
can	MD	can
grow	VB	grow
.	SENT	.
Without	IN	without
angiogenesis	NN	angiogenesis
,	,	,
the	DT	the
tumor	NN	tumor
remains	VBZ	remain
the	DT	the
size	NN	size
of	IN	of
a	DT	a
pinpoint	NN	pinpoint
and	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
harmful	JJ	harmful
.	SENT	.
So	IN	so
angiogenesis	NN	angiogenesis
is	VBZ	be
really	RB	really
a	DT	a
central	JJ	central
process	NN	process
to	TO	to
the	DT	the
pathogenesis	NN	pathogenesis
of	IN	of
cancer	NN	cancer
.	SENT	.
And	CC	and
one	CD	one
article	NN	article
that	WDT	that
really	RB	really
stood	VBD	stand
out	RP	out
to	TO	to
me	PP	me
when	WRB	when
I	PP	I
was	VBD	be
just	RB	just
reading	VBG	read
about	IN	about
this	DT	this
,	,	,
trying	VBG	try
to	TO	to
figure	VB	figure
out	RP	out
why	WRB	why
cancer	NN	cancer
doesn	NN	<unknown>
'	POS	'
t	NN	t
go	VB	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
,	,	,
was	VBD	be
that	IN	that
it	PP	it
had	VBD	have
reported	VBN	report
16	CD	@card@
percent	NN	percent
of	IN	of
micro-metastases	NNS	micro-metastasis
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
upon	IN	upon
autopsy	NN	autopsy
.	SENT	.
16	CD	@card@
percent	NN	percent
!	SENT	!
Meaning	VBG	mean
that	IN	that
there	EX	there
were	VBD	be
these	DT	these
pinpoint	NN	pinpoint
tumors	NNS	tumor
in	IN	in
skeletal	JJ	skeletal
muscle	NN	muscle
,	,	,
but	CC	but
only	RB	only
.	SENT	.
16	CD	@card@
percent	NN	percent
of	IN	of
actual	JJ	actual
metastases	NNS	metastasis
—	:	-
suggesting	VBG	suggest
that	IN	that
maybe	RB	maybe
skeletal	JJ	skeletal
muscle	NN	muscle
is	VBZ	be
able	JJ	able
to	TO	to
control	VB	control
the	DT	the
angiogenesis	NN	angiogenesis
,	,	,
is	VBZ	be
able	JJ	able
to	TO	to
control	VB	control
the	DT	the
tumors	NNS	tumor
recruiting	VBG	recruit
these	DT	these
blood	NN	blood
vessels	NNS	vessel
.	SENT	.
We	PP	we
use	VBP	use
skeletal	JJ	skeletal
muscles	NNS	muscle
so	RB	so
much	RB	much
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
the	DT	the
one	CD	one
portion	NN	portion
of	IN	of
our	PP$	our
body	NN	body
—	:	-
our	PP$	our
heart	NN	heart
'	POS	'
s	NN	S
always	RB	always
beating	VBG	beat
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
always	RB	always
moving	VBG	move
our	PP$	our
muscles	NNS	muscle
.	SENT	.
Is	VBZ	be
it	PP	it
possible	JJ	possible
that	IN	that
muscle	NN	muscle
somehow	RB	somehow
intuitively	RB	intuitively
knows	VBZ	know
that	IN	that
it	PP	it
needs	VBZ	need
this	DT	this
blood	NN	blood
supply	NN	supply
?	SENT	?
It	PP	it
needs	VBZ	need
to	TO	to
be	VB	be
constantly	RB	constantly
contracting	VBG	contract
,	,	,
so	RB	so
therefore	RB	therefore
it	PP	it
'	POS	'
s	NN	S
almost	RB	almost
selfish	JJ	selfish
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
grabbing	VBG	grab
its	PP$	its
blood	NN	blood
vessels	NNS	vessel
for	IN	for
itself	PP	itself
.	SENT	.
Therefore	RB	therefore
,	,	,
when	WRB	when
a	DT	a
tumor	NN	tumor
comes	VBZ	come
into	IN	into
skeletal	JJ	skeletal
muscle	NN	muscle
tissue	NN	tissue
,	,	,
it	PP	it
can	MD	can
'	''	'
t	NN	t
get	VB	get
a	DT	a
blood	NN	blood
supply	NN	supply
,	,	,
and	CC	and
can	MD	can
'	''	'
t	NN	t
grow	VB	grow
.	SENT	.
So	RB	so
this	DT	this
suggests	VBZ	suggest
that	IN	that
maybe	RB	maybe
if	IN	if
there	EX	there
is	VBZ	be
an	DT	an
anti-angiogenic	JJ	anti-angiogenic
factor	NN	factor
in	IN	in
skeletal	JJ	skeletal
muscle	NN	muscle
—	:	-
or	CC	or
perhaps	RB	perhaps
even	RB	even
more	RBR	more
,	,	,
an	DT	an
angiogenic	JJ	angiogenic
routing	NN	routing
factor	NN	factor
,	,	,
so	RB	so
it	PP	it
can	MD	can
actually	RB	actually
direct	VB	direct
where	WRB	where
the	DT	the
blood	NN	blood
vessels	NNS	vessel
grow	VBP	grow
—	:	-
this	DT	this
could	MD	could
be	VB	be
a	DT	a
potential	JJ	potential
future	JJ	future
therapy	NN	therapy
for	IN	for
cancer	NN	cancer
.	SENT	.
And	CC	and
another	DT	another
thing	NN	thing
that	RB	that
'	POS	'
s	NN	S
really	RB	really
interesting	JJ	interesting
is	VBZ	be
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
whole	NN	whole
—	:	-
the	DT	the
way	NN	way
tumors	NNS	tumor
move	VBP	move
throughout	IN	throughout
the	DT	the
body	NN	body
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
complex	JJ	complex
system	NN	system
—	:	-
and	CC	and
there	EX	there
'	''	'
s	NN	S
something	NN	something
called	VBD	call
the	DT	the
chemokine	NN	<unknown>
network	NN	network
.	SENT	.
And	CC	and
chemokines	NNS	chemokine
are	VBP	be
essentially	RB	essentially
chemical	JJ	chemical
attractants	NNS	attractant
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
the	DT	the
stop	NN	stop
and	CC	and
go	VB	go
signals	NNS	signal
for	IN	for
cancer	NN	cancer
.	SENT	.
So	IN	so
a	DT	a
tumor	NN	tumor
expresses	VBZ	express
chemokine	NN	<unknown>
receptors	NNS	receptor
,	,	,
and	CC	and
another	DT	another
organ	NN	organ
—	:	-
a	DT	a
distant	JJ	distant
organ	NN	organ
somewhere	RB	somewhere
in	IN	in
the	DT	the
body	NN	body
—	:	-
will	MD	will
have	VB	have
the	DT	the
corresponding	JJ	corresponding
chemokines	NNS	chemokine
,	,	,
and	CC	and
the	DT	the
tumor	NN	tumor
will	MD	will
see	VB	see
these	DT	these
chemokines	NNS	chemokine
and	CC	and
migrate	VB	migrate
towards	IN	towards
it	PP	it
.	SENT	.
Is	VBZ	be
it	PP	it
possible	JJ	possible
that	IN	that
skeletal	JJ	skeletal
muscle	NN	muscle
doesn	NN	<unknown>
'	POS	'
t	NN	t
express	VB	express
this	DT	this
type	NN	type
of	IN	of
molecules	NNS	molecule
?	SENT	?
And	CC	and
the	DT	the
other	JJ	other
really	RB	really
interesting	JJ	interesting
thing	NN	thing
is	VBZ	be
that	IN	that
when	WRB	when
skeletal	JJ	skeletal
muscle	NN	muscle
—	:	-
there	EX	there
'	''	'
s	RB	<unknown>
been	VBN	be
several	JJ	several
reports	NNS	report
that	IN	that
when	WRB	when
skeletal	JJ	skeletal
muscle	NN	muscle
is	VBZ	be
injured	VBN	injure
,	,	,
that	IN	that
'	POS	'
s	NN	S
what	WP	what
correlates	VBZ	correlate
with	IN	with
metastases	NNS	metastasis
going	VBG	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
.	SENT	.
And	CC	and
,	,	,
furthermore	RB	furthermore
,	,	,
when	WRB	when
skeletal	JJ	skeletal
muscle	NN	muscle
is	VBZ	be
injured	VBN	injure
,	,	,
that	IN	that
'	POS	'
s	NN	S
what	WP	what
causes	VBZ	cause
chemokines	NNS	chemokine
—	:	-
these	DT	these
signals	NNS	signal
saying	VBG	say
,	,	,
"	''	"
Cancer	NP	Cancer
,	,	,
you	PP	you
can	MD	can
come	VB	come
to	TO	to
me	PP	me
,	,	,
"	''	"
the	DT	the
"	``	"
go	VB	go
signs	NNS	sign
"	''	"
for	IN	for
the	DT	the
tumors	NNS	tumor
—	:	-
it	PP	it
causes	VBZ	cause
them	PP	them
to	TO	to
highly	RB	highly
express	VB	express
these	DT	these
chemokines	NNS	chemokine
.	SENT	.
So	RB	so
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
interplay	NN	interplay
here	RB	here
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
there	EX	there
are	VBP	be
so	RB	so
many	JJ	many
possibilities	NNS	possibility
for	IN	for
why	WRB	why
tumors	NNS	tumor
don	VB	don
'	''	'
t	NN	t
go	VB	go
to	TO	to
skeletal	JJ	skeletal
muscle	NN	muscle
.	SENT	.
But	CC	but
it	PP	it
seems	VBZ	seem
like	IN	like
by	IN	by
investigating	VBG	investigate
,	,	,
by	IN	by
attacking	VBG	attack
cancer	NN	cancer
,	,	,
by	IN	by
searching	VBG	search
where	WRB	where
cancer	NN	cancer
is	VBZ	be
not	RB	not
,	,	,
there	RB	there
has	VBZ	have
got	VBN	get
to	TO	to
be	VB	be
something	NN	something
—	:	-
there	EX	there
'	''	'
s	NNS	<unknown>
got	VBD	get
to	TO	to
be	VB	be
something	NN	something
—	:	-
that	WDT	that
'	POS	'
s	NN	S
making	VBG	make
this	DT	this
tissue	NN	tissue
resistant	JJ	resistant
to	TO	to
tumors	NNS	tumor
.	SENT	.
And	CC	and
can	MD	can
we	PP	we
utilize	VB	utilize
—	:	-
can	MD	can
we	PP	we
take	VB	take
this	DT	this
property	NN	property
,	,	,
this	DT	this
compound	NN	compound
,	,	,
this	DT	this
receptor	NN	receptor
,	,	,
whatever	WDT	whatever
it	PP	it
is	VBZ	be
that	IN	that
'	POS	'
s	NN	S
controlling	VBG	control
these	DT	these
anti-tumor	NN	anti-tumor
properties	NNS	property
and	CC	and
apply	VB	apply
it	PP	it
to	TO	to
cancer	NN	cancer
therapy	NN	therapy
in	IN	in
general	NN	general
?	SENT	?
Now	RB	now
,	,	,
one	CD	one
thing	NN	thing
that	DT	that
kind	NN	kind
of	IN	of
ties	NNS	tie
the	DT	the
resistance	NN	resistance
of	IN	of
skeletal	JJ	skeletal
muscle	NN	muscle
to	TO	to
cancer	NN	cancer
—	:	-
to	TO	to
the	DT	the
cancer	NN	cancer
as	IN	as
a	DT	a
repair	NN	repair
response	NN	response
gone	VBN	go
out	RP	out
of	IN	of
control	NN	control
in	IN	in
the	DT	the
body	NN	body
—	:	-
is	VBZ	be
that	IN	that
skeletal	JJ	skeletal
muscle	NN	muscle
has	VBZ	have
a	DT	a
factor	NN	factor
in	IN	in
it	PP	it
called	VBD	call
"	``	"
MyoD	NP	<unknown>
.	SENT	.
"	''	"
And	CC	and
what	WP	what
MyoD	NP	<unknown>
essentially	RB	essentially
does	VBZ	do
is	VBZ	be
,	,	,
it	PP	it
causes	VBZ	cause
cells	NNS	cell
to	TO	to
differentiate	VB	differentiate
into	IN	into
muscle	NN	muscle
cells	NNS	cell
.	SENT	.
So	IN	so
this	DT	this
compound	NN	compound
,	,	,
MyoD	NP	<unknown>
,	,	,
has	VBZ	have
been	VBN	be
tested	VBN	test
on	IN	on
a	DT	a
lot	NN	lot
of	IN	of
different	JJ	different
cell	NN	cell
types	NNS	type
and	CC	and
been	VBN	be
shown	VBN	show
to	TO	to
actually	RB	actually
convert	VB	convert
this	DT	this
variety	NN	variety
of	IN	of
cell	NN	cell
types	NNS	type
into	IN	into
skeletal	JJ	skeletal
muscle	NN	muscle
cells	NNS	cell
.	SENT	.
So	RB	so
,	,	,
is	VBZ	be
it	PP	it
possible	JJ	possible
that	IN	that
the	DT	the
tumor	NN	tumor
cells	NNS	cell
are	VBP	be
going	VBG	go
to	TO	to
the	DT	the
skeletal	JJ	skeletal
muscle	NN	muscle
tissue	NN	tissue
,	,	,
but	CC	but
once	RB	once
in	IN	in
contact	NN	contact
inside	IN	inside
the	DT	the
skeletal	JJ	skeletal
muscle	NN	muscle
tissue	NN	tissue
,	,	,
MyoD	NP	<unknown>
acts	VBZ	act
upon	IN	upon
these	DT	these
tumor	NN	tumor
cells	NNS	cell
and	CC	and
causes	VBZ	cause
them	PP	them
to	TO	to
become	VB	become
skeletal	JJ	skeletal
muscle	NN	muscle
cells	NNS	cell
?	SENT	?
Maybe	RB	maybe
tumor	NN	tumor
cells	NNS	cell
are	VBP	be
being	VBG	be
disguised	VBN	disguise
as	IN	as
skeletal	JJ	skeletal
muscle	NN	muscle
cells	NNS	cell
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
why	WRB	why
it	PP	it
seems	VBZ	seem
as	RB	as
if	IN	if
it	PP	it
is	VBZ	be
so	RB	so
rare	JJ	rare
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
harmful	JJ	harmful
;	:	;
it	PP	it
has	VBZ	have
just	RB	just
repaired	VBN	repair
the	DT	the
muscle	NN	muscle
.	SENT	.
Muscle	NN	muscle
is	VBZ	be
constantly	RB	constantly
being	VBG	be
used	VBN	use
—	:	-
constantly	RB	constantly
being	VBG	be
damaged	VBN	damage
.	SENT	.
If	IN	if
every	DT	every
time	NN	time
we	PP	we
tore	VBD	tear
a	DT	a
muscle	NN	muscle
or	CC	or
every	DT	every
time	NN	time
we	PP	we
stretched	VBD	stretch
a	DT	a
muscle	NN	muscle
or	CC	or
moved	VBD	move
in	IN	in
a	DT	a
wrong	JJ	wrong
way	NN	way
,	,	,
cancer	NN	cancer
occurred	VBD	occur
—	:	-
I	PP	I
mean	VBP	mean
,	,	,
everybody	NN	everybody
would	MD	would
have	VB	have
cancer	NN	cancer
almost	RB	almost
.	SENT	.
And	CC	and
I	PP	I
hate	VBP	hate
to	TO	to
say	VB	say
that	DT	that
.	SENT	.
But	CC	but
it	PP	it
seems	VBZ	seem
as	RB	as
though	IN	though
muscle	NN	muscle
cell	NN	cell
,	,	,
possibly	RB	possibly
because	IN	because
of	IN	of
all	PDT	all
its	PP$	its
use	NN	use
,	,	,
has	VBZ	have
adapted	VBN	adapt
faster	JJR	fast
than	IN	than
other	JJ	other
body	NN	body
tissues	NNS	tissue
to	TO	to
respond	VB	respond
to	TO	to
injury	NN	injury
,	,	,
to	TO	to
fine-tune	VB	fine-tune
this	DT	this
repair	NN	repair
response	NN	response
and	CC	and
actually	RB	actually
be	VB	be
able	JJ	able
to	TO	to
finish	VB	finish
the	DT	the
process	NN	process
which	WDT	which
the	DT	the
body	NN	body
wants	VBZ	want
to	TO	to
finish	VB	finish
.	SENT	.
I	PP	I
really	RB	really
believe	VBP	believe
that	IN	that
the	DT	the
human	JJ	human
body	NN	body
is	VBZ	be
very	RB	very
,	,	,
very	RB	very
smart	JJ	smart
,	,	,
and	CC	and
we	PP	we
can	MD	can
'	''	'
t	NN	t
counteract	VB	counteract
something	NN	something
the	DT	the
body	NN	body
is	VBZ	be
saying	VBG	say
to	TO	to
do	VB	do
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
different	JJ	different
when	WRB	when
a	DT	a
bacteria	NNS	bacterium
comes	VBZ	come
into	IN	into
the	DT	the
body	NN	body
—	:	-
that	WDT	that
'	POS	'
s	NN	S
a	DT	a
foreign	JJ	foreign
object	NN	object
—	:	-
we	PP	we
want	VBP	want
that	IN	that
out	RB	out
.	SENT	.
But	CC	but
when	WRB	when
the	DT	the
body	NN	body
is	VBZ	be
actually	RB	actually
initiating	VBG	initiate
a	DT	a
process	NN	process
and	CC	and
we	PP	we
'	POS	'
re	NN	re
calling	VBG	call
it	PP	it
a	DT	a
disease	NN	disease
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	POS	'
t	NN	t
seem	VBP	seem
as	RB	as
though	IN	though
elimination	NN	elimination
is	VBZ	be
the	DT	the
right	JJ	right
solution	NN	solution
.	SENT	.
So	RB	so
even	RB	even
to	TO	to
go	VB	go
from	IN	from
there	RB	there
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
possible	JJ	possible
,	,	,
although	IN	although
far-fetched	JJ	far-fetched
,	,	,
that	IN	that
in	IN	in
the	DT	the
future	NN	future
we	PP	we
could	MD	could
almost	RB	almost
think	VB	think
of	IN	of
cancer	NN	cancer
being	VBG	be
used	VBN	use
as	IN	as
a	DT	a
therapy	NN	therapy
.	SENT	.
If	IN	if
those	DT	those
diseases	NNS	disease
where	WRB	where
tissues	NNS	tissue
are	VBP	be
deteriorating	VBG	deteriorate
—	:	-
for	IN	for
example	NN	example
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
,	,	,
where	WRB	where
the	DT	the
brain	NN	brain
,	,	,
the	DT	the
brain	NN	brain
cells	NNS	cell
,	,	,
die	VB	die
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
restore	VB	restore
new	JJ	new
brain	NN	brain
cells	NNS	cell
,	,	,
new	JJ	new
functional	JJ	functional
brain	NN	brain
cells	NNS	cell
—	:	-
what	WP	what
if	IN	if
we	PP	we
could	MD	could
,	,	,
in	IN	in
the	DT	the
future	NN	future
,	,	,
use	NN	use
cancer	NN	cancer
?	SENT	?
A	DT	a
tumor	NN	tumor
—	:	-
put	VB	put
it	PP	it
in	IN	in
the	DT	the
brain	NN	brain
and	CC	and
cause	VB	cause
it	PP	it
to	TO	to
differentiate	VB	differentiate
into	IN	into
brain	NN	brain
cells	NNS	cell
?	SENT	?
That	IN	that
'	POS	'
s	NN	S
a	DT	a
very	RB	very
far-fetched	JJ	far-fetched
idea	NN	idea
,	,	,
but	CC	but
I	PP	I
