Whitney	NP	Whitney
and	CC	and
then	RB	then
also	RB	also
as	IN	as
an	DT	an
organization	NN	organization
?	SENT	?
How	WRB	how
did	VBD	do
it	PP	it
help	VBP	help
you	PP	you
approach	VBP	approach
what	WP	what
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
experiencing	VBG	experience
in	IN	in
this	DT	this
country	NN	country
in	IN	in
the	DT	the
past	JJ	past
few	JJ	few
months	NNS	month
?	SENT	?
RB	NN	RB
:	:	:
So	RB	so
,	,	,
that	WDT	that
was	VBD	be
a	DT	a
real	JJ	real
example	NN	example
of	IN	of
leadership	NN	leadership
and	CC	and
,	,	,
actually	RB	actually
,	,	,
where	WRB	where
Starbucks	NP	Starbucks
had	VBD	have
failed	VBN	fail
in	IN	in
selecting	VBG	select
the	DT	the
right	JJ	right
leadership	NN	leadership
for	IN	for
that	DT	that
store	NN	store
.	SENT	.
And	CC	and
to	TO	to
give	VB	give
you	PP	you
an	DT	an
example	NN	example
,	,	,
the	DT	the
person	NN	person
that	WDT	that
was	VBD	be
running	VBG	run
that	DT	that
store	NN	store
was	VBD	be
a	DT	a
very	RB	very
young	JJ	young
,	,	,
up-and-coming	JJ	up-and-coming
leader	NN	leader
for	IN	for
the	DT	the
company	NN	company
,	,	,
and	CC	and
to	TO	to
put	VB	put
her	PP	her
in	IN	in
a	DT	a
store	NN	store
in	IN	in
18th	JJ	18th
and	CC	and
Spruce	NP	Spruce
in	IN	in
Philadelphia	NP	Philadelphia
was	VBD	be
an	DT	an
opportunity	NN	opportunity
for	IN	for
all	DT	all
of	IN	of
us	PP	us
.	SENT	.
So	RB	so
in	IN	in
retrospect	NN	retrospect
,	,	,
one	CD	one
of	IN	of
the	DT	the
reasons	NNS	reason
why	WRB	why
we	PP	we
did	VBD	do
the	DT	the
antibias	JJ	<unknown>
training	NN	training
was	VBD	be
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
we	PP	we
began	VBD	begin
those	DT	those
conversations	NNS	conversation
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
talk	VBP	talk
about	RB	about
not	RB	not
just	RB	just
training	NN	training
--	:	--
that	DT	that
training	NN	training
was	VBD	be
very	RB	very
unique	JJ	unique
because	IN	because
it	PP	it
was	VBD	be
self-engaged	JJ	self-engaged
.	SENT	.
They	PP	they
weren	NNS	<unknown>
'	POS	'
t	NN	t
being	VBG	be
taught	VBN	teach
by	IN	by
an	DT	an
instructor	NN	instructor
.	SENT	.
They	PP	they
had	VBD	have
to	TO	to
have	VB	have
conversations	NNS	conversation
with	IN	with
their	PP$	their
peer	NN	peer
baristas	NNS	<unknown>
around	IN	around
diversity	NN	diversity
and	CC	and
inclusion	NN	inclusion
amongst	IN	amongst
themselves	PP	themselves
.	SENT	.
So	IN	so
it	PP	it
wasn	NN	<unknown>
'	POS	'
t	NN	t
moderated	VBN	moderate
by	IN	by
any	DT	any
leader	NN	leader
in	IN	in
the	DT	the
company	NN	company
.	SENT	.
It	PP	it
was	VBD	be
self-instructive	JJ	self-instructive
.	SENT	.
And	CC	and
the	DT	the
conversations	NNS	conversation
that	WDT	that
were	VBD	be
created	VBN	create
once	IN	once
we	PP	we
had	VBD	have
that	DT	that
kind	NN	kind
of	IN	of
relationship-building	NN	relationship-building
--	:	--
you	PP	you
know	VBP	know
,	,	,
we	PP	we
had	VBD	have
some	DT	some
of	IN	of
our	PP$	our
baristas	NNS	<unknown>
asking	VBG	ask
us	PP	us
,	,	,
"	``	"
Can	MD	can
I	PP	I
take	VB	take
this	DT	this
home	NN	home
and	CC	and
talk	NN	talk
to	TO	to
my	PP$	my
father	NN	father
,	,	,
who	WP	who
never	RB	never
let	VBP	let
me	PP	me
take	VB	take
the	DT	the
Black	NP	Black
girl	NN	girl
to	TO	to
the	DT	the
prom	NN	prom
?	SENT	?
"	``	"
You	PP	you
know	VBP	know
,	,	,
we	PP	we
started	VBD	start
what	WP	what
we	PP	we
felt	VBD	feel
like	IN	like
a	DT	a
movement	NN	movement
and	CC	and
a	DT	a
discussion	NN	discussion
that	IN	that
we	PP	we
have	VBP	have
been	VBN	be
able	JJ	able
to	TO	to
really	RB	really
use	VB	use
from	IN	from
that	DT	that
point	NN	point
on	IN	on
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
way	NN	way
we	PP	we
want	VBP	want
to	TO	to
escalate	VB	escalate
the	DT	the
conversations	NNS	conversation
and	CC	and
make	VB	make
change	NN	change
happen	VB	happen
at	IN	at
Starbucks	NP	Starbucks
,	,	,
and	CC	and
not	RB	not
only	RB	only
at	IN	at
Starbucks	NP	Starbucks
but	CC	but
in	IN	in
our	PP$	our
communities	NNS	community
,	,	,
because	IN	because
there	EX	there
were	VBD	be
quite	PDT	quite
a	DT	a
few	JJ	few
organizations	NNS	organization
that	IN	that
we	PP	we
reached	VBD	reach
out	RP	out
to	TO	to
that	WDT	that
we	PP	we
'	POS	'
re	NN	re
still	RB	still
engaged	VBN	engage
with	IN	with
today	NN	today
that	WDT	that
are	VBP	be
helping	VBG	help
us	PP	us
build	VB	build
community	NN	community
leadership	NN	leadership
as	IN	as
well	RB	well
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
is	VBZ	be
that	IN	that
the	DT	the
goal	NN	goal
?	SENT	?
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
mentioning	VBG	mention
an	DT	an
employee	NN	employee
who	WP	who
wanted	VBD	want
to	TO	to
take	VB	take
their	PP$	their
learnings	NNS	learning
home	NN	home
.	SENT	.
Is	VBZ	be
the	DT	the
goal	NN	goal
in	IN	in
thinking	VBG	think
about	RB	about
how	WRB	how
you	PP	you
approach	VBP	approach
these	DT	these
issues	NNS	issue
as	IN	as
an	DT	an
organization	NN	organization
for	IN	for
your	PP$	your
employees	NNS	employee
and	CC	and
your	PP$	your
partners	NNS	partner
to	TO	to
see	VB	see
how	WRB	how
they	PP	they
can	MD	can
move	VB	move
this	DT	this
beyond	IN	beyond
just	RB	just
their	PP$	their
work	NN	work
life	NN	life
?	SENT	?
RB	NP	RB
:	:	:
Sure	JJ	sure
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
this	DT	this
starts	NNS	start
at	IN	at
home	NN	home
.	SENT	.
It	PP	it
starts	VBZ	start
with	IN	with
what	WP	what
happens	VBZ	happen
at	IN	at
your	PP$	your
dinner	NN	dinner
table	NN	table
.	SENT	.
Right	RB	right
?	SENT	?
And	CC	and
so	RB	so
we	PP	we
can	MD	can
correct	VB	correct
what	WP	what
happens	VBZ	happen
and	CC	and
we	PP	we
'	POS	'
re	NN	re
responsible	JJ	responsible
for	IN	for
what	WP	what
happens	VBZ	happen
when	WRB	when
you	PP	you
come	VBP	come
to	TO	to
work	VB	work
at	IN	at
Starbucks	NP	Starbucks
,	,	,
but	CC	but
we	PP	we
also	RB	also
realize	VBP	realize
that	IN	that
we	PP	we
can	MD	can
only	RB	only
get	VB	get
them	PP	them
ever	RB	ever
so	RB	so
far	RB	far
,	,	,
but	CC	but
if	IN	if
you	PP	you
'	POS	'
re	NN	re
at	IN	at
the	DT	the
table	NN	table
having	VBG	have
some	DT	some
conversations	NNS	conversation
that	WDT	that
are	VBP	be
counter	JJ	counter
to	TO	to
what	WP	what
you	PP	you
'	POS	'
re	NN	re
learning	VBG	learn
in	IN	in
the	DT	the
workplace	NN	workplace
,	,	,
you	PP	you
can	MD	can
'	''	'
t	NN	t
help	VB	help
but	CC	but
slow	VB	slow
down	RP	down
your	PP$	your
growth	NN	growth
and	CC	and
your	PP$	your
change	NN	change
.	SENT	.
And	CC	and
so	RB	so
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
work	NN	work
that	IN	that
we	PP	we
do	VBP	do
around	IN	around
diversity	NN	diversity
and	CC	and
inclusion	NN	inclusion
is	VBZ	be
open-sourced	JJ	<unknown>
.	SENT	.
So	RB	so
when	WRB	when
we	PP	we
created	VBD	create
the	DT	the
materials	NNS	material
for	IN	for
the	DT	the
work	NN	work
when	WRB	when
we	PP	we
had	VBD	have
the	DT	the
closing	NN	closing
of	IN	of
our	PP$	our
stores	NNS	store
on	IN	on
May	NP	May
28th	JJ	28th
,	,	,
we	PP	we
had	VBD	have
given	VBN	give
that	IN	that
to	TO	to
so	RB	so
many	JJ	many
other	JJ	other
companies	NNS	company
for	IN	for
them	PP	them
to	TO	to
use	VB	use
,	,	,
and	CC	and
even	RB	even
we	PP	we
'	''	'
re	IN	re
doing	VBG	do
some	DT	some
work	NN	work
right	RB	right
now	RB	now
around	IN	around
Courageous	JJ	courageous
Conversations	NNS	conversation
.	SENT	.
And	CC	and
in	IN	in
this	DT	this
remote	JJ	remote
world	NN	world
,	,	,
we	PP	we
'	POS	'
re	NN	re
allowing	VBG	allow
our	PP$	our
partners	NNS	partner
to	TO	to
bring	VB	bring
their	PP$	their
families	NNS	family
onto	IN	onto
the	DT	the
camera	NN	camera
or	CC	or
listen	VB	listen
in	IN	in
the	DT	the
room	NN	room
as	IN	as
we	PP	we
have	VBP	have
courageous	JJ	courageous
conversations	NNS	conversation
on	IN	on
diversity	NN	diversity
.	SENT	.
So	RB	so
if	IN	if
Starbucks	NP	Starbucks
has	VBZ	have
a	DT	a
keynote	NN	keynote
speaker	NN	speaker
on	IN	on
a	DT	a
certain	JJ	certain
diversity	NN	diversity
topic	NN	topic
,	,	,
we	PP	we
invite	VBP	invite
the	DT	the
family	NN	family
in	IN	in
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
really	RB	really
,	,	,
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
great	JJ	great
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
our	PP$	our
senior	JJ	senior
executives	NNS	executive
have	VBP	have
said	VBN	say
,	,	,
"	``	"
This	DT	this
is	VBZ	be
starting	VBG	start
new	JJ	new
conversations	NNS	conversation
with	IN	with
my	PP$	my
teens	NNS	teen
at	IN	at
home	NN	home
,	,	,
"	``	"
who	WP	who
are	VBP	be
either	RB	either
getting	VBG	get
bullied	VBN	bully
.	SENT	.
.	SENT	.
.	SENT	.
These	DT	these
are	VBP	be
changing	VBG	change
the	DT	the
conversations	NNS	conversation
about	RB	about
why	WRB	why
we	PP	we
question	VBP	question
some	DT	some
of	IN	of
the	DT	the
actions	NNS	action
that	IN	that
we	PP	we
had	VBD	have
around	IN	around
our	PP$	our
house	NN	house
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
need	VBP	need
to	TO	to
understand	VB	understand
that	IN	that
to	TO	to
embrace	VB	embrace
this	DT	this
issue	NN	issue
,	,	,
it	PP	it
is	VBZ	be
not	RB	not
as	RB	as
small	JJ	small
as	IN	as
numbers	NNS	number
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
as	RB	as
small	JJ	small
as	IN	as
just	RB	just
the	DT	the
workplace	NN	workplace
.	SENT	.
It	PP	it
is	VBZ	be
very	RB	very
comprehensive	JJ	comprehensive
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
something	NN	something
different	JJ	different
here	RB	here
to	TO	to
change	VB	change
the	DT	the
conversations	NNS	conversation
and	CC	and
then	RB	then
actually	RB	actually
grow	VB	grow
inclusion	NN	inclusion
in	IN	in
a	DT	a
very	JJ	very
,	,	,
very	JJ	very
grassroots	NNS	grassroots
way	NN	way
at	IN	at
Starbucks	NP	Starbucks
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
,	,	,
of	IN	of
course	NN	course
,	,	,
I	PP	I
would	MD	would
imagine	VB	imagine
as	IN	as
a	DT	a
Black	NP	Black
woman	NN	woman
and	CC	and
a	DT	a
business	NN	business
leader	NN	leader
that	IN	that
these	DT	these
issues	NNS	issue
hit	VBP	hit
really	RB	really
close	VB	close
to	TO	to
home	NN	home
for	IN	for
you	PP	you
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
just	RB	just
with	IN	with
your	PP$	your
interactions	NNS	interaction
with	IN	with
colleagues	NNS	colleague
and	CC	and
counterparts	NNS	counterpart
at	IN	at
other	JJ	other
organizations	NNS	organization
that	WDT	that
perhaps	RB	perhaps
there	RB	there
isn	NP	isn
'	POS	'
t	NN	t
that	IN	that
same	JJ	same
level	NN	level
of	IN	of
investment	NN	investment
because	IN	because
it	PP	it
isn	NN	isn
'	POS	'
t	NN	t
something	NN	something
that	RB	that
'	POS	'
s	NN	S
as	IN	as
important	JJ	important
personally	RB	personally
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
curious	JJ	curious
how	WRB	how
you	PP	you
are	VBP	be
able	JJ	able
to	TO	to
begin	VB	begin
those	DT	those
conversations	NNS	conversation
with	IN	with
colleagues	NNS	colleague
and	CC	and
counterparts	NNS	counterpart
who	WP	who
are	VBP	be
in	IN	in
positions	NNS	position
to	TO	to
bring	VB	bring
about	IN	about
this	DT	this
sort	NN	sort
of	IN	of
change	NN	change
in	IN	in
their	PP$	their
own	JJ	own
organizations	NNS	organization
or	CC	or
within	IN	within
Starbucks	NP	Starbucks
.	SENT	.
How	WRB	how
do	VBP	do
you	PP	you
get	VBP	get
them	PP	them
invested	VBD	invest
,	,	,
and	CC	and
how	WRB	how
do	VBP	do
you	PP	you
,	,	,
frankly	RB	frankly
,	,	,
get	VB	get
them	PP	them
to	TO	to
care	VB	care
about	IN	about
this	DT	this
?	SENT	?
RB	NN	RB
:	:	:
Yeah	RB	yeah
,	,	,
that	IN	that
'	POS	'
s	NN	S
a	DT	a
very	RB	very
good	JJ	good
question	NN	question
.	SENT	.
So	RB	so
,	,	,
I	PP	I
have	VBP	have
two	CD	two
children	NNS	child
.	SENT	.
I	PP	I
have	VBP	have
a	DT	a
daughter	NN	daughter
who	WP	who
is	VBZ	be
17	CD	@card@
and	CC	and
a	DT	a
son	NN	son
who	WP	who
is	VBZ	be
25	CD	@card@
.	SENT	.
And	CC	and
quite	RB	quite
honestly	RB	honestly
,	,	,
when	WRB	when
that	DT	that
situation	NN	situation
happened	VBD	happen
in	IN	in
our	PP$	our
Starbucks	NP	Starbucks
stores	NNS	store
back	RB	back
in	IN	in
2018	CD	@card@
,	,	,
my	PP$	my
son	NN	son
was	VBD	be
the	DT	the
same	JJ	same
exact	JJ	exact
age	NN	age
as	IN	as
Donte	NP	Donte
and	CC	and
Rashon	NP	<unknown>
and	CC	and
looks	VBZ	look
a	DT	a
lot	NN	lot
like	IN	like
them	PP	them
,	,	,
by	IN	by
the	DT	the
way	NN	way
,	,	,
and	CC	and
would	MD	would
have	VB	have
been	VBN	be
sitting	VBG	sit
in	IN	in
the	DT	the
Starbucks	NP	Starbucks
dressed	VBD	dress
the	DT	the
same	JJ	same
way	NN	way
they	PP	they
were	VBD	be
.	SENT	.
So	IN	so
that	DT	that
incident	NN	incident
alone	RB	alone
was	VBD	be
deeply	RB	deeply
personal	JJ	personal
to	TO	to
me	PP	me
,	,	,
actually	RB	actually
made	VBD	make
me	PP	me
grab	VB	grab
my	PP$	my
chest	NN	chest
,	,	,
right	RB	right
?	SENT	?
Because	IN	because
I	PP	I
knew	VBD	know
at	IN	at
any	DT	any
given	VBN	give
moment	NN	moment
my	PP$	my
husband	NN	husband
or	CC	or
my	PP$	my
son	NN	son
could	MD	could
get	VB	get
pulled	VBN	pull
over	RP	over
,	,	,
and	CC	and
I	PP	I
'	POS	'
d	NN	d
get	VB	get
that	DT	that
call	NN	call
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
night	NN	night
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
deeply	RB	deeply
personal	JJ	personal
for	IN	for
me	PP	me
,	,	,
and	CC	and
what	WP	what
I	PP	I
try	VBP	try
to	TO	to
do	VB	do
is	VBZ	be
I	CD	@card@
share	NN	share
stories	NNS	story
,	,	,
and	CC	and
I	PP	I
talk	VBP	talk
very	RB	very
openly	RB	openly
about	IN	about
my	PP$	my
family	NN	family
and	CC	and
what	WP	what
we	PP	we
do	VBP	do
on	IN	on
the	DT	the
weekends	NNS	weekend
and	CC	and
our	PP$	our
holiday	NN	holiday
traditions	NNS	tradition
and	CC	and
all	DT	all
of	IN	of
those	DT	those
things	NNS	thing
.	SENT	.
And	CC	and
I	PP	I
have	VBP	have
no	DT	no
issue	NN	issue
with	IN	with
someone	NN	someone
leaning	VBG	lean
over	RP	over
to	TO	to
me	PP	me
,	,	,
maybe	RB	maybe
one	CD	one
of	IN	of
my	PP$	my
white	JJ	white
counterparts	NNS	counterpart
,	,	,
saying	VBG	say
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
understand	VB	understand
that	DT	that
.	SENT	.
What	WP	what
are	VBP	be
they	PP	they
talking	VBG	talk
about	RB	about
?	SENT	?
"	``	"
when	WRB	when
they	PP	they
hear	VBP	hear
something	NN	something
that	RB	that
'	POS	'
s	NN	S
a	DT	a
little	JJ	little
bit	NN	bit
different	JJ	different
than	IN	than
their	PP$	their
culture	NN	culture
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
wide	RB	wide
open	JJ	open
to	TO	to
explain	VB	explain
and	CC	and
have	VBP	have
those	DT	those
conversations	NNS	conversation
,	,	,
because	IN	because
I	PP	I
feel	VBP	feel
like	IN	like
I	PP	I
really	RB	really
want	VBP	want
to	TO	to
be	VB	be
a	DT	a
conduit	NN	conduit
for	IN	for
that	DT	that
.	SENT	.
I	PP	I
always	RB	always
tell	VBP	tell
everyone	NN	everyone
,	,	,
no	DT	no
question	NN	question
'	POS	'
s	NN	S
too	RB	too
small	JJ	small
or	CC	or
too	RB	too
big	JJ	big
.	SENT	.
Even	RB	even
with	IN	with
everything	NN	everything
that	RB	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
right	RB	right
now	RB	now
in	IN	in
our	PP$	our
environment	NN	environment
around	IN	around
social	JJ	social
unrest	NN	unrest
,	,	,
I	PP	I
'	POS	'
ve	JJ	<unknown>
gotten	VBN	get
tons	NNS	ton
of	IN	of
calls	NNS	call
from	IN	from
my	PP$	my
white	JJ	white
peers	NNS	peer
at	IN	at
different	JJ	different
companies	NNS	company
saying	VBG	say
,	,	,
"	''	"
Roz	NP	Roz
,	,	,
what	WP	what
do	VBP	do
you	PP	you
think	VBP	think
?	SENT	?
What	WP	what
are	VBP	be
you	PP	you
hearing	VBG	hear
?	SENT	?
Help	VB	help
me	PP	me
out	RP	out
here	RB	here
.	SENT	.
"	''	"
I	NP	I
'	POS	'
ll	JJ	<unknown>
drop	NN	drop
everything	NN	everything
,	,	,
because	IN	because
if	IN	if
I	PP	I
can	MD	can
help	VB	help
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
tell	VBP	tell
the	DT	the
story	NN	story
,	,	,
and	CC	and
I	PP	I
think	VBP	think
most	JJS	most
people	NNS	people
know	VBP	know
if	IN	if
they	PP	they
'	POS	'
ve	NN	ve
known	VBN	know
me	PP	me
over	IN	over
the	DT	the
years	NNS	year
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
pretty	RB	pretty
frank	JJ	frank
and	CC	and
outspoken	JJ	outspoken
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
also	RB	also
tell	VBP	tell
them	PP	them
when	WRB	when
they	PP	they
'	POS	'
ve	NN	ve
really	RB	really
messed	VBD	mess
up	RB	up
and	CC	and
what	WP	what
they	PP	they
need	VBP	need
to	TO	to
do	VB	do
about	IN	about
it	PP	it
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
I	PP	I
want	VBP	want
more	JJR	more
Black	NP	Black
leaders	NNS	leader
to	TO	to
feel	VB	feel
just	RB	just
as	RB	as
confident	JJ	confident
in	IN	in
doing	VBG	do
that	DT	that
.	SENT	.
I	PP	I
see	VBP	see
no	DT	no
risk	NN	risk
in	IN	in
it	PP	it
.	SENT	.
I	PP	I
do	VBP	do
realize	VB	realize
that	IN	that
it	PP	it
begins	VBZ	begin
a	DT	a
new	JJ	new
relationship	NN	relationship
with	IN	with
some	DT	some
people	NNS	people
,	,	,
and	CC	and
some	DT	some
people	NNS	people
can	MD	can
'	''	'
t	NN	t
take	VB	take
the	DT	the
tough	JJ	tough
conversations	NNS	conversation
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
for	IN	for
tough	JJ	tough
conversations	NNS	conversation
.	SENT	.
WPR	NN	WPR
:	:	:
And	CC	and
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
to	TO	to
that	DT	that
point	NN	point
,	,	,
I	PP	I
imagine	VBP	imagine
there	EX	there
are	VBP	be
probably	RB	probably
also	RB	also
people	NNS	people
who	WP	who
,	,	,
because	IN	because
these	DT	these
conversations	NNS	conversation
are	VBP	be
tough	JJ	tough
and	CC	and
uncomfortable	JJ	uncomfortable
,	,	,
think	VBP	think
maybe	RB	maybe
it	PP	it
'	POS	'
s	JJ	<unknown>
easier	JJR	easy
or	CC	or
better	JJR	good
to	TO	to
just	RB	just
avoid	VB	avoid
having	VBG	have
to	TO	to
do	VB	do
that	IN	that
and	CC	and
to	TO	to
have	VB	have
those	DT	those
conversations	NNS	conversation
and	CC	and
discussions	NNS	discussion
to	TO	to
stir	VB	stir
the	DT	the
pot	NN	pot
in	IN	in
some	DT	some
ways	NNS	way
.	SENT	.
And	CC	and
so	IN	so
what	WP	what
do	VBP	do
you	PP	you
say	VBP	say
to	TO	to
the	DT	the
people	NNS	people
who	WP	who
think	VBP	think
"	``	"
Let	VB	let
'	''	'
s	NNS	<unknown>
just	RB	just
try	VBP	try
to	TO	to
lay	VB	lay
low	JJ	low
,	,	,
"	''	"
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
heard	VBD	hear
some	DT	some
of	IN	of
this	DT	this
,	,	,
too	RB	too
,	,	,
in	IN	in
this	DT	this
moment	NN	moment
,	,	,
"	''	"
Let	VBD	let
the	DT	the
moment	NN	moment
pass	VBP	pass
so	RB	so
that	IN	that
we	PP	we
can	MD	can
get	VB	get
back	RB	back
to	TO	to
business	NN	business
as	RB	as
usual	JJ	usual
"	''	"
?	SENT	?
RB	NN	RB
:	:	:
Yeah	RB	yeah
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
'	POS	'
d	NN	d
first	RB	first
start	VB	start
off	RP	off
by	IN	by
saying	VBG	say
how	WRB	how
disgusted	JJ	disgusted
I	PP	I
am	VBP	be
by	IN	by
that	DT	that
statement	NN	statement
,	,	,
because	IN	because
leaders	NNS	leader
lead	VBP	lead
in	IN	in
the	DT	the
moment	NN	moment
,	,	,
and	CC	and
you	PP	you
never	RB	never
know	VBP	know
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
be	VB	be
called	VBN	call
upon	RP	upon
.	SENT	.
And	CC	and
if	IN	if
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
a	DT	a
calling	NN	calling
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
is	VBZ	be
.	SENT	.
And	CC	and
so	RB	so
when	WRB	when
I	PP	I
get	VBP	get
that	WDT	that
call	VBP	call
and	CC	and
say	VBP	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
I	PP	I
just	RB	just
think	VBP	think
I	PP	I
should	MD	should
take	VB	take
the	DT	the
back	JJ	back
seat	NN	seat
and	CC	and
just	RB	just
kind	RB	kind
of	IN	of
let	VB	let
this	DT	this
brew	NN	brew
here	RB	here
and	CC	and
that	RB	that
calm	VB	calm
down	RP	down
,	,	,
"	``	"
you	PP	you
know	VBP	know
,	,	,
we	PP	we
need	VBP	need
to	TO	to
all	DT	all
--	:	--
it	PP	it
'	POS	'
s	NN	S
an	DT	an
all-in	JJ	all-in
moment	NN	moment
.	SENT	.
And	CC	and
leadership	NN	leadership
is	VBZ	be
not	RB	not
designated	VBN	designate
by	IN	by
your	PP$	your
title	NN	title
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
designated	VBN	designate
about	IN	about
how	WRB	how
great	JJ	great
you	PP	you
can	MD	can
create	VB	create
followership	NN	followership
.	SENT	.
And	CC	and
having	VBG	have
thought	VBN	think
leadership	NN	leadership
,	,	,
people	NNS	people
underestimate	VBP	underestimate
the	DT	the
opportunity	NN	opportunity
to	TO	to
pick	VB	pick
up	RP	up
the	DT	the
phone	NN	phone
and	CC	and
call	NN	call
someone	NN	someone
,	,	,
and	CC	and
say	VBP	say
,	,	,
"	``	"
How	WRB	how
are	VBP	be
you	PP	you
?	SENT	?
How	WRB	how
is	VBZ	be
this	DT	this
affecting	VBG	affect
you	PP	you
?	SENT	?
How	WRB	how
can	MD	can
I	PP	I
help	VB	help
?	SENT	?
"	``	"
That	RB	that
'	''	'
s	NNS	<unknown>
pretty	RB	pretty
simple	JJ	simple
.	SENT	.
You	PP	you
might	MD	might
decide	VB	decide
it	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
I	PP	I
can	MD	can
'	''	'
t	NN	t
help	VB	help
with	IN	with
,	,	,
but	CC	but
you	PP	you
'	POS	'
d	NN	d
better	RBR	well
darn	RB	darn
sure	RB	sure
pick	VB	pick
up	RP	up
the	DT	the
phone	NN	phone
and	CC	and
start	VB	start
feeling	VBG	feel
out	RP	out
the	DT	the
environment	NN	environment
in	IN	in
your	PP$	your
employee	NN	employee
base	NN	base
,	,	,
in	IN	in
your	PP$	your
peers	NNS	peer
,	,	,
in	IN	in
your	PP$	your
leaders	NNS	leader
,	,	,
because	IN	because
the	DT	the
time	NN	time
is	VBZ	be
now	RB	now
,	,	,
and	CC	and
so	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
give	VB	give
them	PP	them
an	DT	an
out	RP	out
.	SENT	.
I	PP	I
actually	RB	actually
try	VB	try
and	CC	and
push	VB	push
them	PP	them
over	IN	over
the	DT	the
edge	NN	edge
,	,	,
because	IN	because
sometimes	RB	sometimes
they	PP	they
are	VBP	be
just	RB	just
kind	NN	kind
of	IN	of
stuck	VBN	stick
,	,	,
like	VB	like
,	,	,
"	''	"
What	WP	what
do	VBP	do
I	PP	I
do	VBP	do
?	SENT	?
"	''	"
And	CC	and
then	RB	then
the	DT	the
other	JJ	other
thing	NN	thing
that	IN	that
I	PP	I
personally	RB	personally
have	VB	have
to	TO	to
do	VB	do
is	VBZ	be
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
they	PP	they
understand	VBP	understand
that	IN	that
because	IN	because
I	PP	I
am	VBP	be
at	IN	at
this	DT	this
level	NN	level
where	WRB	where
I	PP	I
am	VBP	be
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
excluded	VBN	exclude
from	IN	from
these	DT	these
issues	NNS	issue
,	,	,
right	RB	right
?	SENT	?
I	PP	I
know	VBP	know
that	IN	that
when	WRB	when
my	PP$	my
husband	NN	husband
jumps	NNS	jump
in	IN	in
his	PP$	his
vehicle	NN	vehicle
,	,	,
I	PP	I
worry	VBP	worry
every	DT	every
time	NN	time
if	IN	if
he	PP	he
'	POS	'
s	NNS	<unknown>
out	RP	out
in	IN	in
the	DT	the
evening	NN	evening
that	IN	that
he	PP	he
may	MD	may
not	RB	not
come	VB	come
back	RB	back
home	RB	home
the	DT	the
same	JJ	same
way	NN	way
he	PP	he
left	VBD	leave
.	SENT	.
I	PP	I
feel	VBP	feel
that	DT	that
way	NN	way
for	IN	for
my	PP$	my
son	NN	son
and	CC	and
for	IN	for
my	PP$	my
husband	NN	husband
.	SENT	.
I	PP	I
still	RB	still
get	VBP	get
,	,	,
even	RB	even
when	WRB	when
I	PP	I
go	VBP	go
