Hi	NP	Hi
today	NN	today
because	IN	because
he	PP	he
just	RB	just
devastated	VBD	devastate
a	DT	a
whole	JJ	whole
area	NN	area
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
the	DT	the
precedent	NN	precedent
that	WDT	that
gets	VBZ	get
set	VBN	set
for	IN	for
how	WRB	how
the	DT	the
US	NP	US
government	NN	government
treats	VBZ	treat
the	DT	the
Indigenous	JJ	indigenous
peoples	NNS	people
throughout	IN	throughout
the	DT	the
next	JJ	next
century	NN	century
,	,	,
basically	RB	basically
.	SENT	.
So	RB	so
here	RB	here
,	,	,
in	IN	in
our	PP$	our
area	NN	area
,	,	,
the	DT	the
very	RB	very
systematic	JJ	systematic
destruction	NN	destruction
of	IN	of
bison	NN	bison
,	,	,
which	WDT	which
they	PP	they
knew	VBD	know
would	MD	would
hurt	VB	hurt
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
,	,	,
and	CC	and
it	PP	it
did	VBD	do
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
end	NN	end
of	IN	of
the	DT	the
century	NN	century
,	,	,
there	EX	there
was	VBD	be
less	JJR	less
than	IN	than
500	CD	@card@
on	IN	on
the	DT	the
planet	NN	planet
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
very	RB	very
purposeful	JJ	purposeful
.	SENT	.
So	RB	so
.	SENT	.
.	SENT	.
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
what	WP	what
'	POS	'
s	JJ	<unknown>
most	RBS	most
damaging	JJ	damaging
for	IN	for
us	PP	us
and	CC	and
why	WRB	why
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
a	DT	a
lot	NN	lot
of	IN	of
Indigenous	JJ	indigenous
restaurants	NNS	restaurant
out	IN	out
there	EX	there
was	VBD	be
the	DT	the
loss	NN	loss
of	IN	of
our	PP$	our
education	NN	education
,	,	,
because	IN	because
this	DT	this
whole	JJ	whole
generation	NN	generation
,	,	,
like	IN	like
my	PP$	my
great-grandfather	NN	great-grandfather
'	POS	'
s	NN	S
generation	NN	generation
and	CC	and
my	PP$	my
grandfather	NN	grandfather
'	POS	'
s	NN	S
generation	NN	generation
especially	RB	especially
,	,	,
like	VB	like
,	,	,
those	DT	those
generations	NNS	generation
should	MD	should
have	VB	have
been	VBN	be
getting	VBG	get
the	DT	the
full	JJ	full
extent	NN	extent
of	IN	of
Indigenous	JJ	indigenous
education	NN	education
.	SENT	.
They	PP	they
should	MD	should
have	VB	have
been	VBN	be
learning	VBG	learn
everything	NN	everything
their	PP$	their
ancestors	NNS	ancestor
intended	VBD	intend
them	PP	them
to	TO	to
learn	VB	learn
.	SENT	.
How	WRB	how
to	TO	to
fish	VB	fish
,	,	,
how	WRB	how
to	TO	to
hunt	VB	hunt
,	,	,
how	WRB	how
to	TO	to
gather	VB	gather
,	,	,
how	WRB	how
to	TO	to
identify	VB	identify
plants	NNS	plant
,	,	,
how	WRB	how
to	TO	to
live	VB	live
sustainably	RB	<unknown>
,	,	,
utilising	VBG	utilise
plants	NNS	plant
and	CC	and
animals	NNS	animal
around	IN	around
us	PP	us
.	SENT	.
But	CC	but
instead	RB	instead
,	,	,
we	PP	we
went	VBD	go
through	IN	through
a	DT	a
really	RB	really
intense	JJ	intense
assimilation	NN	assimilation
period	NN	period
where	WRB	where
we	PP	we
basically	RB	basically
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
boarding	VBG	board
school	NN	school
systems	NNS	system
stripped	VBD	strip
this	DT	this
whole	JJ	whole
generation	NN	generation
of	IN	of
all	PDT	all
that	DT	that
knowledge	NN	knowledge
and	CC	and
education	NN	education
.	SENT	.
And	CC	and
it	PP	it
became	VBD	become
very	RB	very
traumatic	JJ	traumatic
because	IN	because
this	DT	this
was	VBD	be
not	RB	not
a	DT	a
fun	NN	fun
situation	NN	situation
for	IN	for
these	DT	these
kids	NNS	kid
to	TO	to
go	VB	go
through	RP	through
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
military-style	JJ	military-style
school	NN	school
and	CC	and
they	PP	they
popped	VBD	pop
up	RP	up
all	DT	all
over	IN	over
the	DT	the
US	NP	US
,	,	,
all	DT	all
over	IN	over
Canada	NP	Canada
.	SENT	.
These	DT	these
kids	NNS	kid
being	VBG	be
again	RB	again
forced	VBN	force
to	TO	to
speak	VB	speak
different	JJ	different
languages	NNS	language
,	,	,
forced	VBN	force
to	TO	to
learn	VB	learn
new	JJ	new
religions	NNS	religion
,	,	,
forced	VBN	force
to	TO	to
learn	VB	learn
skills	NNS	skill
that	WDT	that
had	VBD	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
being	VBG	be
forced	VBN	force
to	TO	to
is	VBZ	be
the	DT	the
situation	NN	situation
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
these	DT	these
kids	NNS	kid
perished	VBN	perish
.	SENT	.
We	PP	we
shouldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
worry	VB	worry
about	IN	about
sending	VBG	send
kids	NNS	kid
to	TO	to
school	NN	school
to	TO	to
see	VB	see
if	IN	if
they	PP	they
'	POS	'
ll	NNS	<unknown>
survive	VBP	survive
or	CC	or
not	RB	not
.	SENT	.
But	CC	but
this	DT	this
was	VBD	be
a	DT	a
very	RB	very
harsh	JJ	harsh
situation	NN	situation
for	IN	for
kids	NNS	kid
to	TO	to
go	VB	go
through	RP	through
.	SENT	.
And	CC	and
they	PP	they
went	VBD	go
through	IN	through
physical	JJ	physical
abuse	NN	abuse
,	,	,
sexual	JJ	sexual
abuse	NN	abuse
.	SENT	.
They	PP	they
went	VBD	go
through	IN	through
mental	JJ	mental
abuse	NN	abuse
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
still	RB	still
reeling	VBG	reel
from	IN	from
that	DT	that
in	IN	in
our	PP$	our
communities	NNS	community
today	NN	today
because	IN	because
of	IN	of
this	DT	this
direct	JJ	direct
link	NN	link
to	TO	to
the	DT	the
trauma	NN	trauma
that	WDT	that
happened	VBD	happen
there	RB	there
.	SENT	.
And	CC	and
being	VBG	be
Indigenous	JJ	indigenous
in	IN	in
the	DT	the
1900s	NNS	1900s
wasn	NN	<unknown>
'	POS	'
t	NN	t
much	RB	much
better	RBR	well
.	SENT	.
My	PP$	my
grandparents	NNS	grandparent
were	VBD	be
born	VBN	bear
before	IN	before
they	PP	they
were	VBD	be
even	RB	even
citizens	NNS	citizen
,	,	,
which	WDT	which
doesn	NP	<unknown>
'	POS	'
t	NN	t
happen	VB	happen
until	IN	until
1924	CD	@card@
.	SENT	.
And	CC	and
then	RB	then
in	IN	in
the	DT	the
40s	JJ	<unknown>
and	CC	and
60s	JJ	<unknown>
,	,	,
the	DT	the
US	NP	US
government	NN	government
started	VBD	start
dismantling	VBG	dismantle
a	DT	a
lot	NN	lot
of	IN	of
tribes	NNS	tribe
.	SENT	.
So	RB	so
over	IN	over
100	CD	@card@
tribes	NNS	tribe
got	VBD	get
dismantled	VBN	dismantle
so	IN	so
they	PP	they
could	MD	could
continue	VB	continue
to	TO	to
take	VB	take
over	RP	over
more	JJR	more
land	NN	land
spaces	NNS	space
.	SENT	.
We	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
vote	NN	vote
until	IN	until
1965	CD	@card@
.	SENT	.
We	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
celebrate	VB	celebrate
religions	NNS	religion
until	IN	until
'	POS	'
78	CD	@card@
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
So	RB	so
what	WP	what
does	VBZ	do
it	PP	it
look	VB	look
like	IN	like
for	IN	for
me	PP	me
growing	VBG	grow
up	RP	up
in	IN	in
this	DT	this
?	SENT	?
I	PP	I
was	VBD	be
born	VBN	bear
in	IN	in
the	DT	the
mid-70s	NNS	<unknown>
and	CC	and
growing	VBG	grow
up	RP	up
in	IN	in
postcolonial	JJ	postcolonial
America	NP	America
.	SENT	.
Like	IN	like
,	,	,
what	WP	what
kind	NN	kind
of	IN	of
foods	NNS	food
was	VBD	be
I	PP	I
eating	JJ	eating
?	SENT	?
And	CC	and
I	PP	I
get	VBP	get
asked	VBN	ask
that	IN	that
a	DT	a
lot	NN	lot
because	IN	because
people	NNS	people
in	IN	in
the	DT	the
media	NNS	medium
are	VBP	be
always	RB	always
like	JJ	like
,	,	,
"	''	"
You	PP	you
'	POS	'
re	NN	re
native	NN	native
,	,	,
like	IN	like
what	WP	what
kind	NN	kind
of	IN	of
foods	NNS	food
did	VBD	do
you	PP	you
grow	VB	grow
up	RP	up
with	IN	with
?	SENT	?
"	``	"
Because	IN	because
they	PP	they
want	VBP	want
to	TO	to
hear	VB	hear
a	DT	a
cool	JJ	cool
story	NN	story
like	IN	like
,	,	,
"	''	"
I	NP	I
'	POS	'
d	NN	d
get	VB	get
up	RP	up
in	IN	in
the	DT	the
morning	NN	morning
,	,	,
take	VB	take
down	RP	down
an	DT	an
elk	NN	elk
with	IN	with
a	DT	a
slingshot	NN	slingshot
,	,	,
we	PP	we
'	POS	'
d	NN	d
have	VBP	have
a	DT	a
big	JJ	big
family	NN	family
feast	NN	feast
.	SENT	.
"	''	"
But	CC	but
that	IN	that
wasn	NP	<unknown>
'	POS	'
t	NN	t
the	DT	the
reality	NN	reality
,	,	,
because	IN	because
like	IN	like
I	PP	I
grew	VBD	grow
up	RP	up
with	IN	with
the	DT	the
Commodity	NP	Commodity
Food	NP	Food
Program	NP	Program
because	IN	because
we	PP	we
were	VBD	be
poor	JJ	poor
,	,	,
like	IN	like
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
on	IN	on
the	DT	the
reservation	NN	reservation
.	SENT	.
And	CC	and
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
have	VBP	have
the	DT	the
pretty	JJ	pretty
cans	NNS	can
when	WRB	when
I	PP	I
was	VBD	be
growing	VBG	grow
up	RP	up
.	SENT	.
We	PP	we
just	RB	just
had	VBD	have
,	,	,
you	PP	you
know	VBP	know
,	,	,
these	DT	these
black	JJ	black
and	CC	and
white	JJ	white
cans	NNS	can
,	,	,
beef	NN	beef
with	IN	with
juices	NNS	juice
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
dinner	NN	dinner
,	,	,
you	PP	you
know	VBP	know
,	,	,
and	CC	and
that	DT	that
sucks	VBZ	suck
.	SENT	.
So	RB	so
.	SENT	.
.	SENT	.
.	SENT	.
And	CC	and
Indian	JJ	Indian
tacos	NNS	taco
,	,	,
you	PP	you
know	VBP	know
,	,	,
even	RB	even
when	WRB	when
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
,	,	,
I	PP	I
was	VBD	be
like	JJ	like
,	,	,
why	WRB	why
does	VBZ	do
our	PP$	our
Lakota	NP	Lakota
food	NN	food
taste	NN	taste
like	IN	like
Mexican	JJ	Mexican
food	NN	food
?	SENT	?
It	PP	it
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
make	VB	make
sense	NN	sense
to	TO	to
me	PP	me
at	IN	at
the	DT	the
time	NN	time
.	SENT	.
Because	IN	because
we	PP	we
could	MD	could
do	VB	do
better	JJR	good
than	IN	than
this	DT	this
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
so	RB	so
much	RB	much
more	JJR	more
to	TO	to
learn	VB	learn
and	CC	and
more	JJR	more
to	TO	to
offer	VB	offer
with	IN	with
indigenous	JJ	indigenous
foods	NNS	food
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
understand	VB	understand
what	WP	what
Indigenous	JJ	indigenous
foods	NNS	food
are	VBP	be
.	SENT	.
But	CC	but
first	RB	first
,	,	,
you	PP	you
have	VBP	have
to	TO	to
understand	VB	understand
just	RB	just
like	IN	like
how	WRB	how
diverse	JJ	diverse
our	PP$	our
nation	NN	nation
is	VBZ	be
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
so	RB	so
diverse	JJ	diverse
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
all	DT	all
sorts	NNS	sort
of	IN	of
plants	NNS	plant
and	CC	and
animals	NNS	animal
out	RP	out
there	RB	there
.	SENT	.
And	CC	and
when	WRB	when
you	PP	you
layer	VBP	layer
Indigenous	JJ	indigenous
peoples	NNS	people
on	IN	on
it	PP	it
,	,	,
you	PP	you
can	MD	can
see	VB	see
so	RB	so
much	RB	much
amazing	JJ	amazing
diversity	NN	diversity
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
This	DT	this
is	VBZ	be
a	DT	a
language	NN	language
map	NN	map
.	SENT	.
So	RB	so
just	RB	just
look	VB	look
at	IN	at
all	PDT	all
those	DT	those
huge	JJ	huge
color	NN	color
blocks	NNS	block
and	CC	and
within	IN	within
those	DT	those
color	NN	color
blocks	NNS	block
there	RB	there
'	''	'
s	VBG	<unknown>
all	DT	all
sorts	NNS	sort
of	IN	of
diversity	NN	diversity
within	IN	within
those	DT	those
two	CD	two
,	,	,
right	RB	right
?	SENT	?
Still	RB	still
today	NN	today
,	,	,
we	PP	we
have	VBP	have
634	CD	@card@
tribes	NNS	tribe
in	IN	in
Canada	NP	Canada
,	,	,
573	CD	@card@
in	IN	in
the	DT	the
US	NP	US
and	CC	and
20	CD	@card@
percent	NN	percent
of	IN	of
Mexico	NP	Mexico
identifies	VBZ	identify
as	RB	as
Indigenous	JJ	indigenous
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
immense	JJ	immense
amount	NN	amount
of	IN	of
indigeneity	NN	<unknown>
out	IN	out
there	RB	there
today	NN	today
and	CC	and
we	PP	we
should	MD	should
be	VB	be
celebrating	VBG	celebrate
that	DT	that
diversity	NN	diversity
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
awesome	JJ	awesome
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
just	RB	just
compare	VBP	compare
colonial	JJ	colonial
settler	NN	settler
states	NNS	state
to	TO	to
Indigenous	JJ	indigenous
territories	NNS	territory
and	CC	and
you	PP	you
can	MD	can
see	VB	see
that	DT	that
diversity	NN	diversity
.	SENT	.
It	PP	it
should	MD	should
change	VB	change
everywhere	RB	everywhere
we	PP	we
go	VBP	go
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
the	DT	the
US	NP	US
,	,	,
the	DT	the
food	NN	food
system	NN	system
shouldn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
be	VB	be
hamburgers	NNS	hamburger
across	IN	across
the	DT	the
board	NN	board
,	,	,
or	CC	or
in	IN	in
Canada	NP	Canada
shouldn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
be	VB	be
poutine	JJ	<unknown>
.	SENT	.
We	PP	we
could	MD	could
do	VB	do
so	RB	so
much	RB	much
better	RBR	well
describing	VBG	describe
our	PP$	our
foods	NNS	food
,	,	,
right	RB	right
?	SENT	?
And	CC	and
so	RB	so
we	PP	we
have	VBP	have
to	TO	to
really	RB	really
focus	VB	focus
on	IN	on
Indigenous	JJ	indigenous
education	NN	education
because	IN	because
it	PP	it
'	POS	'
s	NNS	<unknown>
important	JJ	important
for	IN	for
us	PP	us
to	TO	to
learn	VB	learn
.	SENT	.
So	RB	so
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
looking	VBG	look
at	IN	at
Indigenous	JJ	indigenous
education	NN	education
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
study	NN	study
of	IN	of
all	PDT	all
these	DT	these
pieces	NNS	piece
,	,	,
wild	JJ	wild
food	NN	food
,	,	,
permaculture	NN	permaculture
,	,	,
native	JJ	native
agriculture	NN	agriculture
,	,	,
seed	NN	seed
saving	NN	saving
,	,	,
seasonal	JJ	seasonal
lifestyles	NNS	lifestyle
,	,	,
ethno-oceanography	NN	ethno-oceanography
,	,	,
hunting	NN	hunting
,	,	,
fishing	NN	fishing
,	,	,
whole	JJ	whole
animal	JJ	animal
butchery	NN	butchery
,	,	,
mycology	NN	mycology
,	,	,
salt	NN	salt
,	,	,
sugar	NN	sugar
and	CC	and
fat	JJ	fat
productions	NNS	production
,	,	,
crafting	VBG	craft
,	,	,
land	NN	land
stewardship	NN	stewardship
,	,	,
cooking	NN	cooking
,	,	,
metallurgy	NN	metallurgy
,	,	,
Indigenous	JJ	indigenous
history	NN	history
,	,	,
traditional	JJ	traditional
medicines	NNS	medicine
,	,	,
food	NN	food
preservation	NN	preservation
,	,	,
fermentation	NN	fermentation
,	,	,
nutrition	NN	nutrition
,	,	,
health	NN	health
,	,	,
spirituality	NN	spirituality
,	,	,
gender	NN	gender
roles	NNS	role
,	,	,
sustainability	NN	sustainability
--	:	--
all	DT	all
of	IN	of
that	DT	that
stuff	NN	stuff
is	VBZ	be
this	DT	this
really	RB	really
important	JJ	important
education	NN	education
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
learn	VB	learn
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
just	RB	just
break	VB	break
down	RP	down
some	DT	some
foods	NNS	food
real	RB	real
quick	JJ	quick
.	SENT	.
Proteins	NNS	protein
are	VBP	be
easy	JJ	easy
.	SENT	.
We	PP	we
learn	VBP	learn
about	RB	about
how	WRB	how
natives	NNS	native
were	VBD	be
able	JJ	able
to	TO	to
use	VB	use
every	DT	every
single	JJ	single
part	NN	part
of	IN	of
a	DT	a
bison	NN	bison
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
just	RB	just
because	IN	because
we	PP	we
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
the	DT	the
privilege	NN	privilege
to	TO	to
be	VB	be
wasteful	JJ	wasteful
.	SENT	.
We	PP	we
figured	VBD	figure
out	IN	out
how	WRB	how
to	TO	to
be	VB	be
resourceful	JJ	resourceful
with	IN	with
everything	NN	everything
that	IN	that
we	PP	we
had	VBN	have
and	CC	and
we	PP	we
treated	VBD	treat
everything	NN	everything
like	IN	like
that	DT	that
.	SENT	.
But	CC	but
basically	RB	basically
,	,	,
anything	NN	anything
moving	VBG	move
around	RB	around
is	VBZ	be
literally	RB	literally
game	NN	game
.	SENT	.
And	CC	and
we	PP	we
cut	VBD	cut
out	RP	out
beef	NN	beef
,	,	,
pork	NN	pork
and	CC	and
chicken	NN	chicken
because	IN	because
those	DT	those
animals	NNS	animal
didn	NN	<unknown>
'	POS	'
t	NN	t
exist	VBP	exist
here	RB	here
.	SENT	.
And	CC	and
there	EX	there
are	VBP	be
other	JJ	other
animals	NNS	animal
to	TO	to
eat	VB	eat
out	RP	out
there	RB	there
that	IN	that
aren	NNS	<unknown>
'	POS	'
t	NN	t
those	DT	those
three	CD	three
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	NNS	<unknown>
just	RB	just
a	DT	a
ton	NN	ton
of	IN	of
stuff	NN	stuff
out	IN	out
there	RB	there
.	SENT	.
And	CC	and
you	PP	you
shouldn	NN	<unknown>
'	''	'
t	NN	t
be	VB	be
afraid	JJ	afraid
of	IN	of
something	NN	something
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
cow	NN	cow
,	,	,
a	DT	a
pig	NN	pig
or	CC	or
a	DT	a
chicken	NN	chicken
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
cool	JJ	cool
foods	NNS	food
out	IN	out
there	RB	there
,	,	,
and	CC	and
even	RB	even
insects	NNS	insect
,	,	,
it	PP	it
'	POS	'
s	NN	S
so	RB	so
normal	JJ	normal
in	IN	in
so	RB	so
many	JJ	many
parts	NNS	part
of	IN	of
the	DT	the
world	NN	world
and	CC	and
it	PP	it
was	VBD	be
normal	JJ	normal
here	RB	here
,	,	,
too	RB	too
.	SENT	.
But	CC	but
for	IN	for
us	PP	us
,	,	,
our	PP$	our
biggest	JJS	big
love	NN	love
is	VBZ	be
plant	NN	plant
knowledge	NN	knowledge
because	IN	because
you	PP	you
start	VBP	start
to	TO	to
learn	VB	learn
the	DT	the
plants	NNS	plant
around	IN	around
us	PP	us
,	,	,
you	PP	you
just	RB	just
see	VBP	see
food	NN	food
and	CC	and
medicine	NN	medicine
everywhere	RB	everywhere
.	SENT	.
The	DT	the
Western	JJ	Western
diet	NN	diet
has	VBZ	have
never	RB	never
really	RB	really
taken	VBN	take
the	DT	the
time	NN	time
to	TO	to
learn	VB	learn
this	DT	this
amazing	JJ	amazing
biology	NN	biology
that	WDT	that
surround	VBP	surround
us	PP	us
and	CC	and
all	PDT	all
these	DT	these
plants	NNS	plant
all	RB	all
around	IN	around
us	PP	us
.	SENT	.
Because	IN	because
there	EX	there
'	''	'
s	NNS	<unknown>
so	RB	so
much	RB	much
to	TO	to
learn	VB	learn
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
all	DT	all
sorts	NNS	sort
of	IN	of
staples	NNS	staple
out	IN	out
there	RB	there
,	,	,
like	IN	like
the	DT	the
timpsula	NN	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
prairie	NN	prairie
turnip	NN	turnip
which	WDT	which
grows	VBZ	grow
around	IN	around
these	DT	these
plains	NNS	plain
.	SENT	.
Camas	NN	camas
root	NN	root
from	IN	from
the	DT	the
Pacific	NP	Pacific
Northwest	NP	Northwest
,	,	,
wild	JJ	wild
rice	NN	rice
from	IN	from
the	DT	the
Great	NP	Great
Lakes	NPS	Lakes
,	,	,
even	RB	even
just	RB	just
seaweed	NN	seaweed
out	RP	out
there	RB	there
in	IN	in
the	DT	the
oceans	NNS	ocean
,	,	,
which	WDT	which
a	DT	a
lot	NN	lot
of	IN	of
families	NNS	family
were	VBD	be
utilizing	VBG	utilize
,	,	,
or	CC	or
in	IN	in
the	DT	the
deserts	NNS	desert
where	WRB	where
all	PDT	all
the	DT	the
plants	NNS	plant
look	VBP	look
like	IN	like
they	PP	they
want	VBP	want
to	TO	to
hurt	VB	hurt
you	PP	you
or	CC	or
maim	VB	maim
you	PP	you
.	SENT	.
The	DT	the
Indigenous	JJ	indigenous
peoples	NNS	people
knew	VBD	know
how	WRB	how
to	TO	to
live	VB	live
with	IN	with
them	PP	them
.	SENT	.
And	CC	and
another	DT	another
piece	NN	piece
like	IN	like
the	DT	the
domesticated	VBN	domesticate
piece	NN	piece
,	,	,
with	IN	with
all	PDT	all
the	DT	the
agriculture	NN	agriculture
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
,	,	,
because	IN	because
we	PP	we
think	VBP	think
of	IN	of
this	DT	this
as	IN	as
agriculture	NN	agriculture
but	CC	but
we	PP	we
know	VBP	know
how	WRB	how
damaging	JJ	damaging
this	DT	this
is	VBZ	be
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
scary	JJ	scary
when	WRB	when
you	PP	you
see	VBP	see
headlines	NNS	headline
like	VBP	like
,	,	,
"	``	"
What	WP	what
should	MD	should
we	PP	we
do	VB	do
if	IN	if
glyphosate	NP	glyphosate
was	VBD	be
found	VBN	find
in	IN	in
our	PP$	our
Cheerios	NPS	Cheerios
?	SENT	?
"	``	"
You	PP	you
guys	NNS	guy
should	MD	should
be	VB	be
really	RB	really
scared	VBN	scare
about	IN	about
that	DT	that
.	SENT	.
That	DT	that
stuff	NN	stuff
'	POS	'
s	NN	S
really	RB	really
nasty	JJ	nasty
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
just	RB	just
amazing	JJ	amazing
to	TO	to
learn	VB	learn
about	IN	about
Indigenous	JJ	indigenous
agriculture	NN	agriculture
because	IN	because
it	PP	it
goes	VBZ	go
back	RB	back
so	RB	so
far	RB	far
and	CC	and
people	NNS	people
figured	VBD	figure
out	RP	out
all	DT	all
sorts	NNS	sort
of	IN	of
ways	NNS	way
to	TO	to
farm	VB	farm
and	CC	and
build	VB	build
sustained	JJ	sustained
,	,	,
huge	JJ	huge
civilisations	NNS	civilisation
,	,	,
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
desert	NN	desert
,	,	,
whether	IN	whether
they	PP	they
'	POS	'
re	NN	re
on	IN	on
the	DT	the
coastal	JJ	coastal
regions	NNS	region
,	,	,
or	CC	or
way	NN	way
up	RB	up
here	RB	here
in	IN	in
the	DT	the
Dakotas	NPS	Dakota
.	SENT	.
People	NNS	people
were	VBD	be
able	JJ	able
to	TO	to
farm	VB	farm
amazing	JJ	amazing
things	NNS	thing
that	WDT	that
had	VBD	have
an	DT	an
amazing	JJ	amazing
amount	NN	amount
of	IN	of
diversity	NN	diversity
that	IN	that
we	PP	we
need	VBP	need
to	TO	to
protect	VB	protect
.	SENT	.
We	PP	we
are	VBP	be
the	DT	the
stewards	NNS	steward
of	IN	of
what	WP	what
'	POS	'
s	NN	S
left	VBD	leave
of	IN	of
this	DT	this
diversity	NN	diversity
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
it	PP	it
got	VBD	get
wiped	VBN	wipe
off	IN	off
the	DT	the
map	NN	map
in	IN	in
the	DT	the
1800s	JJ	<unknown>
with	IN	with
all	PDT	all
that	DT	that
colonialism	NN	colonialism
that	WDT	that
was	VBD	be
going	VBG	go
on	IN	on
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
to	TO	to
be	VB	be
understanding	VBG	understand
so	IN	so
we	PP	we
can	MD	can
protect	VB	protect
these	DT	these
for	IN	for
the	DT	the
next	JJ	next
generation	NN	generation
because	IN	because
these	DT	these
could	MD	could
disappear	VB	disappear
if	IN	if
we	PP	we
don	NN	don
'	POS	'
t	NN	t
do	VBP	do
anything	NN	anything
about	IN	about
it	PP	it
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
really	RB	really
important	JJ	important
to	TO	to
understand	VB	understand
that	DT	that
.	SENT	.
So	RB	so
to	TO	to
use	VB	use
Indigenous	JJ	indigenous
knowledge	NN	knowledge
in	IN	in
today	NN	today
'	POS	'
s	NN	S
world	NN	world
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
important	JJ	important
to	TO	to
open	VB	open
up	RP	up
your	PP$	your
eyes	NNS	eye
,	,	,
you	PP	you
know	VBP	know
,	,	,
stop	VBP	stop
calling	VBG	call
everything	NN	everything
a	DT	a
weed	NN	weed
because	IN	because
that	WDT	that
just	RB	just
means	VBZ	mean
you	PP	you
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
it	PP	it
is	VBZ	be
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
our	PP$	our
kids	NNS	kid
can	MD	can
name	VB	name
more	JJR	more
K-Pop	NP	<unknown>
bands	NNS	band
than	IN	than
they	PP	they
can	MD	can
trees	NNS	tree
and	CC	and
that	IN	that
'	''	'
s	VBG	<unknown>
your	PP$	your
fault	NN	fault
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
We	PP	we
need	VBP	need
to	TO	to
teach	VB	teach
them	PP	them
things	NNS	thing
that	WDT	that
are	VBP	be
important	JJ	important
.	SENT	.
Because	RB	because
,	,	,
like	VB	like
,	,	,
just	RB	just
look	VB	look
around	RP	around
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
food	NN	food
everywhere	RB	everywhere
and	CC	and
we	PP	we
should	MD	should
be	VB	be
making	VBG	make
pantries	NNS	pantry
,	,	,
like	IN	like
our	PP$	our
grandparents	NNS	grandparent
did	VBD	do
,	,	,
and	CC	and
our	PP$	our
great-grandparents	NNS	great-grandparent
.	SENT	.
They	PP	they
