Good	JJ	good
was	VBD	be
that	IN	that
a	DT	a
Wednesday	NP	Wednesday
?	SENT	?
Yes	UH	yes
!	SENT	!
I	NP	I
'	POS	'
ll	NNS	<unknown>
go	VBP	go
way	NN	way
to	TO	to
the	DT	the
back	RB	back
right	JJ	right
now	RB	now
,	,	,
how	WRB	how
about	RB	about
you	PP	you
?	SENT	?
Yell	VB	yell
it	PP	it
out	RP	out
,	,	,
what	WP	what
year	NN	year
?	SENT	?
Audience	NN	audience
:	:	:
1959	LS	@card@
.	SENT	.
1959	LS	@card@
,	,	,
OK	UH	OK
—	:	-
and	CC	and
the	DT	the
month	NN	month
?	SENT	?
Audience	NN	audience
:	:	:
February	NP	February
.	SENT	.
February	NP	February
what	WP	what
?	SENT	?
Sixth	NP	Sixth
—	:	-
was	VBD	be
that	IN	that
a	DT	a
Friday	NP	Friday
?	SENT	?
Audience	NN	audience
:	:	:
Yes	UH	yes
.	SENT	.
Good	RB	good
,	,	,
how	WRB	how
about	RB	about
the	DT	the
person	NN	person
behind	IN	behind
her	PP	her
?	SENT	?
Call	VB	call
out	RP	out
,	,	,
what	WP	what
year	NN	year
was	VBD	be
it	PP	it
?	SENT	?
Audience	NN	audience
:	:	:
1947	CD	@card@
.	SENT	.
AB	NP	AB
:	:	:
1947	CD	@card@
,	,	,
and	CC	and
the	DT	the
month	NN	month
?	SENT	?
Audience	NN	audience
:	:	:
May	MD	may
.	SENT	.
AB	NP	AB
:	:	:
May	NP	May
what	WP	what
?	SENT	?
Seventh	NP	Seventh
—	:	-
would	MD	would
that	RB	that
be	VB	be
a	DT	a
Wednesday	NP	Wednesday
?	SENT	?
Audience	NN	audience
:	:	:
Yes	UH	yes
.	SENT	.
AB	NP	AB
:	:	:
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Anybody	NN	anybody
here	RB	here
who	WP	who
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
know	VB	know
the	DT	the
day	NN	day
of	IN	of
the	DT	the
week	NN	week
they	PP	they
were	VBD	be
born	VBN	bear
?	SENT	?
We	PP	we
can	MD	can
do	VB	do
it	PP	it
that	DT	that
way	NN	way
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
I	PP	I
could	MD	could
just	RB	just
make	VB	make
up	RP	up
an	DT	an
answer	NN	answer
and	CC	and
you	PP	you
wouldn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
,	,	,
so	RB	so
I	PP	I
come	VBP	come
prepared	VBN	prepare
for	IN	for
that	DT	that
.	SENT	.
I	PP	I
brought	VBD	bring
with	IN	with
me	PP	me
a	DT	a
book	NN	book
of	IN	of
calendars	NNS	calendar
.	SENT	.
It	PP	it
goes	VBZ	go
as	RB	as
far	RB	far
back	RB	back
into	IN	into
the	DT	the
past	NN	past
as	IN	as
1800	CD	@card@
,	,	,
because	IN	because
you	PP	you
never	RB	never
know	VBP	know
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
mean	VBP	mean
to	TO	to
look	VB	look
at	IN	at
you	PP	you
,	,	,
sir	NN	sir
—	:	-
you	PP	you
were	VBD	be
just	RB	just
sitting	VBG	sit
there	RB	there
.	SENT	.
Anyway	RB	anyway
,	,	,
Chris	NP	Chris
,	,	,
you	PP	you
can	MD	can
help	VB	help
me	PP	me
out	RP	out
here	RB	here
,	,	,
if	IN	if
you	PP	you
wouldn	NN	<unknown>
'	POS	'
t	NN	t
mind	NN	mind
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
book	NN	book
of	IN	of
calendars	NNS	calendar
.	SENT	.
Who	WP	who
wanted	VBD	want
to	TO	to
know	VB	know
their	PP$	their
birth	NN	birth
day	NN	day
?	SENT	?
What	WP	what
year	NN	year
was	VBD	be
it	PP	it
,	,	,
first	JJ	first
of	IN	of
all	DT	all
?	SENT	?
Audience	NN	audience
:	:	:
1966	LS	@card@
.	SENT	.
66	LS	@card@
—	:	-
turn	VB	turn
to	TO	to
the	DT	the
calendar	NN	calendar
with	IN	with
1966	CD	@card@
.	SENT	.
And	CC	and
what	WP	what
month	NN	month
?	SENT	?
Audience	NN	audience
:	:	:
April	NP	April
.	SENT	.
AB	NP	AB
:	:	:
April	NP	April
what	WP	what
?	SENT	?
Audience	NN	audience
:	:	:
17th	JJ	17th
.	SENT	.
I	PP	I
believe	VBP	believe
that	WDT	that
was	VBD	be
a	DT	a
Sunday	NP	Sunday
.	SENT	.
Can	MD	can
you	PP	you
confirm	VB	confirm
,	,	,
Chris	NP	Chris
?	SENT	?
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Yes	UH	yes
.	SENT	.
AB	NP	AB
:	:	:
I	PP	I
'	POS	'
ll	NNS	<unknown>
tell	VB	tell
you	PP	you
what	WP	what
,	,	,
Chris	NP	Chris
:	:	:
as	RB	as
long	RB	long
as	IN	as
you	PP	you
have	VBP	have
that	DT	that
book	NN	book
in	IN	in
front	NN	front
of	IN	of
you	PP	you
,	,	,
do	VB	do
me	PP	me
a	DT	a
favor	VBP	favor
,	,	,
turn	VBP	turn
to	TO	to
a	DT	a
year	NN	year
outside	IN	outside
of	IN	of
the	DT	the
1900s	NNS	1900s
,	,	,
either	CC	either
into	IN	into
the	DT	the
1800s	JJ	<unknown>
or	CC	or
way	NN	way
into	IN	into
the	DT	the
2000s	JJ	<unknown>
—	:	-
that	DT	that
'	''	'
ll	NN	ll
be	VB	be
a	DT	a
much	RB	much
greater	JJR	great
challenge	NN	challenge
for	IN	for
me	PP	me
.	SENT	.
AB	NP	AB
:	:	:
What	WP	what
year	NN	year
would	MD	would
you	PP	you
like	VB	like
?	SENT	?
CA	MD	ca
:	:	:
1824	LS	@card@
.	SENT	.
AB	NP	AB
:	:	:
1824	LS	@card@
,	,	,
OK	UH	OK
.	SENT	.
AB	NP	AB
:	:	:
And	CC	and
what	WP	what
month	NN	month
?	SENT	?
CA	MD	ca
:	:	:
June	NP	June
.	SENT	.
AB	NP	AB
:	:	:
June	NP	June
what	WP	what
?	SENT	?
CA	MD	ca
:	:	:
Sixth	JJ	sixth
.	SENT	.
AB	NP	AB
:	:	:
Was	VBD	be
that	IN	that
a	DT	a
Sunday	NP	Sunday
?	SENT	?
CA	MD	ca
:	:	:
It	PP	it
was	VBD	be
.	SENT	.
AB	NP	AB
:	:	:
And	CC	and
it	PP	it
was	VBD	be
cloudy	JJ	cloudy
.	SENT	.
Good	JJ	good
,	,	,
thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
wrap	VB	wrap
things	NNS	thing
up	RB	up
now	RB	now
by	IN	by
alluding	VBG	allude
to	TO	to
something	NN	something
from	IN	from
earlier	JJR	early
in	IN	in
the	DT	the
presentation	NN	presentation
.	SENT	.
There	EX	there
was	VBD	be
a	DT	a
gentleman	NN	gentleman
up	RB	up
here	RB	here
who	WP	who
had	VBD	have
a	DT	a
10-digit	JJ	<unknown>
calculator	NN	calculator
.	SENT	.
Where	WRB	where
is	VBZ	be
he	PP	he
,	,	,
would	MD	would
you	PP	you
stand	VB	stand
up	RP	up
,	,	,
10-digit	JJ	<unknown>
guy	NN	guy
?	SENT	?
OK	UH	OK
,	,	,
stand	VB	stand
up	RP	up
for	IN	for
me	PP	me
just	RB	just
for	IN	for
a	DT	a
second	JJ	second
,	,	,
so	RB	so
I	PP	I
can	MD	can
see	VB	see
where	WRB	where
you	PP	you
are	VBP	be
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
10-digit	JJ	<unknown>
calculator	NN	calculator
,	,	,
sir	NN	sir
,	,	,
as	RB	as
well	RB	well
?	SENT	?
OK	UH	OK
,	,	,
what	WP	what
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
try	VB	try
and	CC	and
do	VB	do
,	,	,
is	VBZ	be
to	TO	to
square	VB	square
in	IN	in
my	PP$	my
head	NN	head
a	DT	a
five-digit	NN	five-digit
number	NN	number
requiring	VBG	require
a	DT	a
10-digit	JJ	<unknown>
calculator	NN	calculator
.	SENT	.
But	CC	but
to	TO	to
make	VB	make
my	PP$	my
job	NN	job
more	RBR	more
interesting	JJ	interesting
for	IN	for
you	PP	you
,	,	,
as	RB	as
well	RB	well
as	RB	as
for	IN	for
me	PP	me
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
do	VB	do
this	DT	this
problem	NN	problem
thinking	VBG	think
out	RP	out
loud	RB	loud
.	SENT	.
So	RB	so
you	PP	you
can	MD	can
actually	RB	actually
,	,	,
honestly	RB	honestly
hear	VB	hear
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
in	IN	in
my	PP$	my
mind	NN	mind
while	IN	while
I	PP	I
do	VBP	do
a	DT	a
calculation	NN	calculation
of	IN	of
this	DT	this
size	NN	size
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
have	VBP	have
to	TO	to
apologize	VB	apologize
to	TO	to
our	PP$	our
magician	NN	magician
friend	NN	friend
Lennart	NP	Lennart
Green	NP	Green
.	SENT	.
I	PP	I
know	VBP	know
as	IN	as
a	DT	a
magician	NN	magician
we	PP	we
'	POS	'
re	NN	re
not	RB	not
supposed	VBN	suppose
to	TO	to
reveal	VB	reveal
our	PP$	our
secrets	NNS	secret
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
not	RB	not
too	RB	too
afraid	JJ	afraid
that	IN	that
people	NNS	people
are	VBP	be
going	VBG	go
to	TO	to
start	VB	start
doing	VBG	do
my	PP$	my
show	NN	show
next	JJ	next
week	NN	week
,	,	,
so	RB	so
—	:	-
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
OK	JJ	OK
.	SENT	.
So	RB	so
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
see	VBP	see
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
different	JJ	different
row	NN	row
of	IN	of
people	NNS	people
,	,	,
starting	VBG	start
with	IN	with
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
get	VBP	get
five	CD	five
digits	NNS	digit
:	:	:
one	CD	one
,	,	,
two	CD	two
,	,	,
three	CD	three
,	,	,
four	CD	four
.	SENT	.
Oh	UH	oh
,	,	,
I	PP	I
did	VBD	do
this	DT	this
row	NN	row
already	RB	already
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
do	VBP	do
the	DT	the
row	NN	row
before	IN	before
you	PP	you
,	,	,
starting	VBG	start
with	IN	with
you	PP	you
:	:	:
one	CD	one
,	,	,
two	CD	two
,	,	,
three	CD	three
,	,	,
four	CD	four
,	,	,
five	CD	five
.	SENT	.
Call	NN	call
out	IN	out
a	DT	a
single	JJ	single
digit	NN	digit
—	:	-
that	WDT	that
will	MD	will
be	VB	be
the	DT	the
five-digit	NN	five-digit
number	NN	number
that	IN	that
I	PP	I
will	MD	will
try	VB	try
to	TO	to
square	VB	square
,	,	,
go	VB	go
ahead	RB	ahead
.	SENT	.
Five	CD	five
.	SENT	.
Seven	CD	seven
.	SENT	.
Six	CD	six
.	SENT	.
Eight	CD	eight
.	SENT	.
Three	CD	three
.	SENT	.
57	CD	@card@
,	,	,
683	CD	@card@
—	:	-
squared	VBN	square
.	SENT	.
Yuck	NP	<unknown>
.	SENT	.
Let	VB	let
me	PP	me
explain	VB	explain
to	TO	to
you	PP	you
how	WRB	how
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
attempt	VB	attempt
this	DT	this
problem	NN	problem
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
break	VB	break
the	DT	the
problem	NN	problem
down	RB	down
into	IN	into
three	CD	three
parts	NNS	part
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
do	VBP	do
57	CD	@card@
,	,	,
000	CD	@card@
squared	VBD	square
,	,	,
plus	CC	plus
683	CD	@card@
squared	VBD	square
,	,	,
plus	CC	plus
57	CD	@card@
,	,	,
000	CD	@card@
times	CC	times
683	CD	@card@
times	CC	times
two	CD	two
.	SENT	.
Add	VB	add
all	PDT	all
those	DT	those
numbers	NNS	number
together	RB	together
,	,	,
and	CC	and
with	IN	with
any	DT	any
luck	NN	luck
,	,	,
arrive	VBP	arrive
at	IN	at
the	DT	the
answer	NN	answer
.	SENT	.
Now	RB	now
,	,	,
let	VB	let
me	PP	me
recap	VB	recap
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
While	IN	while
I	PP	I
explain	VBP	explain
something	NN	something
else	RB	else
—	:	-
—	:	-
I	PP	I
know	VBP	know
,	,	,
that	IN	that
you	PP	you
can	MD	can
use	VB	use
,	,	,
right	RB	right
?	SENT	?
While	IN	while
I	PP	I
do	VBP	do
these	DT	these
calculations	NNS	calculation
,	,	,
you	PP	you
might	MD	might
hear	VB	hear
certain	JJ	certain
words	NNS	word
,	,	,
as	RB	as
opposed	VBN	oppose
to	TO	to
numbers	NNS	number
,	,	,
creep	VBP	creep
into	IN	into
the	DT	the
calculation	NN	calculation
.	SENT	.
Let	VB	let
me	PP	me
explain	VB	explain
what	WP	what
that	DT	that
is	VBZ	be
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
phonetic	JJ	phonetic
code	NN	code
,	,	,
a	DT	a
mnemonic	JJ	mnemonic
device	NN	device
that	IN	that
I	PP	I
use	VBP	use
,	,	,
that	WDT	that
allows	VBZ	allow
me	PP	me
to	TO	to
convert	VB	convert
numbers	NNS	number
into	IN	into
words	NNS	word
.	SENT	.
I	PP	I
store	VBP	store
them	PP	them
as	IN	as
words	NNS	word
,	,	,
and	CC	and
later	RBR	later
on	IN	on
retrieve	VB	retrieve
them	PP	them
as	IN	as
numbers	NNS	number
.	SENT	.
I	PP	I
know	VBP	know
it	PP	it
sounds	VBZ	sound
complicated	JJ	complicated
;	:	;
it	PP	it
'	POS	'
s	NN	S
not	RB	not
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
you	PP	you
to	TO	to
think	VB	think
you	PP	you
'	''	'
re	IN	re
seeing	VBG	see
something	NN	something
out	RP	out
of	IN	of
"	``	"
Rain	NP	Rain
Man	NP	Man
.	SENT	.
"	``	"
There	EX	there
'	''	'
s	NNS	<unknown>
definitely	RB	definitely
a	DT	a
method	NN	method
to	TO	to
my	PP$	my
madness	NN	madness
—	:	-
definitely	RB	definitely
,	,	,
definitely	RB	definitely
.	SENT	.
Sorry	RB	sorry
.	SENT	.
If	IN	if
you	PP	you
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
me	PP	me
about	IN	about
ADHD	NN	<unknown>
afterwards	RB	afterwards
,	,	,
you	PP	you
can	MD	can
talk	VB	talk
to	TO	to
me	PP	me
then	RB	then
.	SENT	.
By	IN	by
the	DT	the
way	NN	way
,	,	,
one	CD	one
last	JJ	last
instruction	NN	instruction
,	,	,
for	IN	for
my	PP$	my
judges	NNS	judge
with	IN	with
the	DT	the
calculators	NNS	calculator
—	:	-
you	PP	you
know	VBP	know
who	WP	who
you	PP	you
are	VBP	be
—	:	-
there	EX	there
is	VBZ	be
at	IN	at
least	JJS	least
a	DT	a
50	CD	@card@
percent	NN	percent
chance	NN	chance
that	IN	that
I	PP	I
will	MD	will
make	VB	make
a	DT	a
mistake	NN	mistake
here	RB	here
.	SENT	.
If	IN	if
I	PP	I
do	VBP	do
,	,	,
don	NN	don
'	POS	'
t	NN	t
tell	VB	tell
me	PP	me
what	WP	what
the	DT	the
mistake	NN	mistake
is	VBZ	be
;	:	;
just	RB	just
say	VBP	say
,	,	,
"	''	"
you	PP	you
'	POS	'
re	NN	re
close	NN	close
,	,	,
"	''	"
or	CC	or
something	NN	something
like	IN	like
that	DT	that
,	,	,
and	CC	and
I	PP	I
'	POS	'
ll	NNS	<unknown>
try	VBP	try
and	CC	and
figure	VBP	figure
out	RP	out
the	DT	the
answer	NN	answer
—	:	-
which	WDT	which
could	MD	could
be	VB	be
pretty	RB	pretty
entertaining	JJ	entertaining
in	IN	in
itself	PP	itself
.	SENT	.
If	IN	if
,	,	,
however	RB	however
,	,	,
I	PP	I
am	VBP	be
right	JJ	right
,	,	,
whatever	WDT	whatever
you	PP	you
do	VBP	do
,	,	,
don	NN	don
'	POS	'
t	NN	t
keep	VB	keep
it	PP	it
to	TO	to
yourself	PP	yourself
,	,	,
OK	UH	OK
?	SENT	?
Make	VB	make
sure	JJ	sure
everybody	NN	everybody
knows	VBZ	know
that	IN	that
I	PP	I
got	VBD	get
the	DT	the
answer	NN	answer
right	NN	right
,	,	,
because	IN	because
this	DT	this
is	VBZ	be
my	PP$	my
big	JJ	big
finish	NN	finish
,	,	,
OK	UH	OK
.	SENT	.
So	RB	so
,	,	,
without	IN	without
any	DT	any
more	JJR	more
stalling	VBG	stall
,	,	,
here	RB	here
we	PP	we
go	VBP	go
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
start	VBP	start
the	DT	the
problem	NN	problem
in	IN	in
the	DT	the
middle	NN	middle
,	,	,
with	IN	with
57	CD	@card@
times	CC	times
683	CD	@card@
.	SENT	.
57	CD	@card@
times	NNS	time
68	NP	@card@
is	VBZ	be
3	CD	@card@
,	,	,
400	CD	@card@
,	,	,
plus	CC	plus
476	CD	@card@
is	VBZ	be
3876	CD	@card@
,	,	,
that	WDT	that
'	POS	'
s	NN	S
38	CD	@card@
,	,	,
760	CD	@card@
plus	CC	plus
171	CD	@card@
,	,	,
38	CD	@card@
,	,	,
760	CD	@card@
plus	CC	plus
171	CD	@card@
is	VBZ	be
38	CD	@card@
,	,	,
931	CD	@card@
.	SENT	.
38	CD	@card@
,	,	,
931	CD	@card@
;	:	;
double	VB	double
that	IN	that
to	TO	to
get	VB	get
77	CD	@card@
,	,	,
862	CD	@card@
.	SENT	.
77	CD	@card@
,	,	,
862	CD	@card@
becomes	VBZ	become
cookie	NN	cookie
fission	NN	fission
,	,	,
cookie	NN	cookie
fission	NN	fission
is	VBZ	be
77	CD	@card@
,	,	,
822	CD	@card@
.	SENT	.
That	DT	that
seems	VBZ	seem
right	RB	right
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
go	VBP	go
on	IN	on
.	SENT	.
Cookie	NN	cookie
fission	NN	fission
,	,	,
OK	UH	OK
.	SENT	.
Next	RB	next
,	,	,
I	PP	I
do	VBP	do
57	CD	@card@
squared	VBN	square
,	,	,
which	WDT	which
is	VBZ	be
3	CD	@card@
,	,	,
249	CD	@card@
,	,	,
so	RB	so
I	PP	I
can	MD	can
say	VB	say
,	,	,
three	CD	three
billion	NNS	billion
.	SENT	.
Take	VB	take
the	DT	the
249	CD	@card@
,	,	,
add	VBP	add
that	IN	that
to	TO	to
cookie	NN	cookie
,	,	,
249	CD	@card@
,	,	,
oops	NP	oops
,	,	,
but	CC	but
I	PP	I
see	VBP	see
a	DT	a
carry	NN	carry
coming	VBG	come
—	:	-
249	CD	@card@
—	:	-
add	VBP	add
that	IN	that
to	TO	to
cookie	NN	cookie
,	,	,
250	CD	@card@
plus	CC	plus
77	CD	@card@
,	,	,
is	VBZ	be
327	CD	@card@
million	CD	million
—	:	-
fission	NN	fission
,	,	,
fission	NN	fission
,	,	,
OK	UH	OK
,	,	,
finally	RB	finally
,	,	,
we	PP	we
do	VBP	do
683	CD	@card@
squared	VBN	square
,	,	,
that	IN	that
'	POS	'
s	NN	S
700	CD	@card@
times	NNS	time
666	CD	@card@
,	,	,
plus	CC	plus
17	CD	@card@
squared	VBN	square
is	VBZ	be
466	CD	@card@
,	,	,
489	CD	@card@
,	,	,
rev	VB	rev
up	RP	up
if	IN	if
I	PP	I
need	VBP	need
it	PP	it
,	,	,
rev	VB	rev
up	RP	up
,	,	,
take	VB	take
the	DT	the
466	CD	@card@
,	,	,
add	VBP	add
that	IN	that
to	TO	to
fission	NN	fission
,	,	,
to	TO	to
get	VB	get
,	,	,
oh	UH	oh
gee	NN	gee
—	:	-
328	CD	@card@
,	,	,
489	CD	@card@
.	SENT	.
Audience	NN	audience
:	:	:
Yeah	RB	yeah
!	SENT	!
AB	NP	AB
:	:	:
Good	JJ	good
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
I	PP	I
hope	VBP	hope
you	PP	you
enjoyed	VBN	enjoy
mathemagics	NNS	mathemagic
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
