Technology	NP	Technology
of	IN	of
which	WDT	which
.	SENT	.
And	CC	and
it	PP	it
means	VBZ	mean
questioning	VBG	question
disciplines	NNS	discipline
like	IN	like
demographics	NNS	demographic
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
they	PP	they
'	POS	'
re	NN	re
based	VBN	base
on	IN	on
assumptions	NNS	assumption
about	IN	about
who	WP	who
we	PP	we
all	RB	all
are	VBP	be
based	VBN	base
on	IN	on
our	PP$	our
gender	NN	gender
and	CC	and
our	PP$	our
age	NN	age
and	CC	and
where	WRB	where
we	PP	we
live	VBP	live
as	RB	as
opposed	VBN	oppose
to	TO	to
data	NNS	datum
on	IN	on
what	WP	what
we	PP	we
actually	RB	actually
think	VBP	think
and	CC	and
do	VBP	do
.	SENT	.
And	CC	and
since	IN	since
we	PP	we
have	VBP	have
this	DT	this
data	NNS	datum
,	,	,
we	PP	we
need	VBP	need
to	TO	to
treat	VB	treat
it	PP	it
with	IN	with
appropriate	JJ	appropriate
privacy	NN	privacy
controls	NNS	control
and	CC	and
consumer	NN	consumer
opt-in	NN	opt-in
,	,	,
and	CC	and
beyond	IN	beyond
that	DT	that
,	,	,
we	PP	we
need	VBP	need
to	TO	to
be	VB	be
clear	JJ	clear
about	IN	about
our	PP$	our
hypotheses	NNS	hypothesis
,	,	,
the	DT	the
methodologies	NNS	methodology
that	WDT	that
we	PP	we
use	VBP	use
,	,	,
and	CC	and
our	PP$	our
confidence	NN	confidence
in	IN	in
the	DT	the
result	NN	result
.	SENT	.
As	IN	as
my	PP$	my
high	JJ	high
school	NN	school
algebra	NN	algebra
teacher	NN	teacher
used	VBN	use
to	TO	to
say	VB	say
,	,	,
show	VB	show
your	PP$	your
math	NN	math
,	,	,
because	IN	because
if	IN	if
I	PP	I
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
steps	VBZ	step
you	PP	you
took	VBD	take
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
steps	VBZ	step
you	PP	you
didn	NN	<unknown>
'	POS	'
t	NN	t
take	NN	take
,	,	,
and	CC	and
if	IN	if
I	PP	I
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
what	WP	what
questions	VBZ	question
you	PP	you
asked	VBD	ask
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
questions	VBZ	question
you	PP	you
didn	NN	<unknown>
'	POS	'
t	NN	t
ask	VB	ask
.	SENT	.
And	CC	and
it	PP	it
means	VBZ	mean
asking	VBG	ask
ourselves	PP	ourselves
,	,	,
really	RB	really
,	,	,
the	DT	the
hardest	JJS	hard
question	NN	question
of	IN	of
all	DT	all
:	:	:
Did	VBD	do
the	DT	the
data	NNS	datum
really	RB	really
show	VBP	show
us	PP	us
this	DT	this
,	,	,
or	CC	or
does	VBZ	do
the	DT	the
result	NN	result
make	VB	make
us	PP	us
feel	VB	feel
more	RBR	more
successful	JJ	successful
and	CC	and
more	RBR	more
comfortable	JJ	comfortable
?	SENT	?
So	IN	so
the	DT	the
Health	NP	Health
Media	NP	Media
Collaboratory	NP	Collaboratory
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
their	PP$	their
project	NN	project
,	,	,
they	PP	they
were	VBD	be
able	JJ	able
to	TO	to
find	VB	find
that	IN	that
87	CD	@card@
percent	NN	percent
of	IN	of
tweets	VBZ	tweet
about	IN	about
those	DT	those
very	RB	very
graphic	JJ	graphic
and	CC	and
disturbing	JJ	disturbing
anti-	NN	<unknown>
smoking	NN	smoking
ads	NNS	ad
expressed	VBD	express
fear	NN	fear
,	,	,
but	CC	but
did	VBD	do
they	PP	they
conclude	VBP	conclude
that	IN	that
they	PP	they
actually	RB	actually
made	VBD	make
people	NNS	people
stop	VB	stop
smoking	NN	smoking
?	SENT	?
No	UH	no
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
science	NN	science
,	,	,
not	RB	not
magic	JJ	magic
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
are	VBP	be
to	TO	to
unlock	VB	unlock
the	DT	the
power	NN	power
of	IN	of
data	NNS	datum
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
go	VB	go
blindly	RB	blindly
into	IN	into
Orwell	NP	Orwell
'	POS	'
s	JJ	<unknown>
vision	NN	vision
of	IN	of
a	DT	a
totalitarian	JJ	totalitarian
future	NN	future
,	,	,
or	CC	or
Huxley	NP	Huxley
'	POS	'
s	JJ	<unknown>
vision	NN	vision
of	IN	of
a	DT	a
trivial	JJ	trivial
one	CD	one
,	,	,
or	CC	or
some	DT	some
horrible	JJ	horrible
cocktail	NN	cocktail
of	IN	of
both	DT	both
.	SENT	.
What	WP	what
we	PP	we
have	VBP	have
to	TO	to
do	VB	do
is	VBZ	be
treat	VB	treat
critical	JJ	critical
thinking	NN	thinking
with	IN	with
respect	NN	respect
and	CC	and
be	VB	be
inspired	VBN	inspire
by	IN	by
examples	NNS	example
like	IN	like
the	DT	the
Health	NP	Health
Media	NP	Media
Collaboratory	NP	Collaboratory
,	,	,
and	CC	and
as	RB	as
they	PP	they
say	VBP	say
in	IN	in
the	DT	the
superhero	NN	superhero
movies	NNS	movie
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
use	VBP	use
our	PP$	our
powers	NNS	power
for	IN	for
good	JJ	good
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
