My	PP$	my
patterns	NNS	pattern
into	IN	into
information	NN	information
.	SENT	.
You	PP	you
can	MD	can
get	VB	get
the	DT	the
tone	NN	tone
and	CC	and
the	DT	the
timbre	NN	timbre
and	CC	and
the	DT	the
pace	NN	pace
of	IN	of
the	DT	the
speech	NN	speech
,	,	,
things	NNS	thing
that	IN	that
you	PP	you
can	MD	can
'	''	'
t	NN	t
get	VB	get
out	RP	out
of	IN	of
closed	VBN	close
captioning	VBG	caption
.	SENT	.
That	DT	that
famous	JJ	famous
scene	NN	scene
in	IN	in
horror	NN	horror
movies	NNS	movie
where	WRB	where
someone	NN	someone
is	VBZ	be
walking	VBG	walk
up	RP	up
from	IN	from
behind	IN	behind
is	VBZ	be
something	NN	something
you	PP	you
can	MD	can
see	VB	see
,	,	,
and	CC	and
I	PP	I
believe	VBP	believe
this	DT	this
information	NN	information
would	MD	would
be	VB	be
something	NN	something
that	WDT	that
is	VBZ	be
useful	JJ	useful
at	IN	at
times	NNS	time
when	WRB	when
the	DT	the
audio	NN	audio
is	VBZ	be
turned	VBN	turn
off	RP	off
or	CC	or
not	RB	not
heard	VBN	hear
at	IN	at
all	DT	all
,	,	,
and	CC	and
I	PP	I
speculate	VBP	speculate
that	IN	that
deaf	JJ	deaf
audiences	NNS	audience
might	MD	might
actually	RB	actually
even	RB	even
be	VB	be
better	JJR	good
at	IN	at
seeing	VBG	see
sound	NN	sound
than	IN	than
hearing	NN	hearing
audiences	NNS	audience
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
theory	NN	theory
right	RB	right
now	RB	now
.	SENT	.
Actually	RB	actually
,	,	,
it	PP	it
'	POS	'
s	NN	S
all	RB	all
just	RB	just
an	DT	an
idea	NN	idea
.	SENT	.
And	CC	and
let	VB	let
me	PP	me
end	VB	end
by	IN	by
saying	VBG	say
that	IN	that
sound	JJ	sound
moves	NNS	move
in	IN	in
all	DT	all
directions	NNS	direction
,	,	,
and	CC	and
so	RB	so
do	VBP	do
ideas	NNS	idea
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
