Imagine	VB	imagine
Well	RB	well
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
already	RB	already
made	VBD	make
a	DT	a
protein	NN	protein
meal	NN	meal
,	,	,
so	RB	so
you	PP	you
can	MD	can
imagine	VB	imagine
something	NN	something
similar	JJ	similar
to	TO	to
a	DT	a
soybean	NN	soybean
meal	NN	meal
,	,	,
or	CC	or
even	RB	even
cornmeal	JJ	cornmeal
,	,	,
or	CC	or
wheat	NN	wheat
flour	NN	flour
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
already	RB	already
made	VBN	make
oils	NNS	oil
,	,	,
so	RB	so
you	PP	you
can	MD	can
imagine	VB	imagine
something	NN	something
similar	JJ	similar
to	TO	to
coconut	JJ	coconut
oil	NN	oil
or	CC	or
olive	JJ	olive
oil	NN	oil
or	CC	or
soybean	NN	soybean
oil	NN	oil
.	SENT	.
So	IN	so
this	DT	this
type	NN	type
of	IN	of
crop	NN	crop
can	MD	can
actually	RB	actually
produce	VB	produce
the	DT	the
nutrients	NNS	nutrient
that	WDT	that
would	MD	would
give	VB	give
us	PP	us
pasta	NN	pasta
and	CC	and
bread	NN	bread
,	,	,
cakes	NNS	cake
,	,	,
nutritional	JJ	nutritional
items	NNS	item
of	IN	of
many	JJ	many
sorts	NNS	sort
.	SENT	.
Furthermore	RB	furthermore
,	,	,
since	IN	since
oil	NN	oil
is	VBZ	be
used	VBN	use
to	TO	to
manufacture	VB	manufacture
multiple	JJ	multiple
other	JJ	other
goods	NNS	good
,	,	,
industrial	JJ	industrial
products	NNS	product
and	CC	and
consumer	NN	consumer
products	NNS	product
,	,	,
you	PP	you
can	MD	can
imagine	VB	imagine
being	VBG	be
able	JJ	able
to	TO	to
make	VB	make
detergents	NNS	detergent
,	,	,
soaps	NNS	soap
,	,	,
lotions	NNS	lotion
,	,	,
etc	FW	etc
.	SENT	.
,	,	,
using	VBG	use
these	DT	these
types	NNS	type
of	IN	of
crops	NNS	crop
.	SENT	.
Not	RB	not
only	RB	only
are	VBP	be
we	PP	we
running	VBG	run
out	RP	out
of	IN	of
space	NN	space
,	,	,
but	CC	but
if	IN	if
we	PP	we
continue	VBP	continue
to	TO	to
operate	VB	operate
under	IN	under
the	DT	the
status	FW	status
quo	FW	quo
with	IN	with
modern	JJ	modern
agriculture	NN	agriculture
,	,	,
we	PP	we
run	VBP	run
the	DT	the
risk	NN	risk
of	IN	of
robbing	VBG	rob
our	PP$	our
progeny	NN	progeny
of	IN	of
a	DT	a
beautiful	JJ	beautiful
planet	NN	planet
.	SENT	.
But	CC	but
it	PP	it
doesn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
this	DT	this
way	NN	way
.	SENT	.
We	PP	we
can	MD	can
imagine	VB	imagine
a	DT	a
future	NN	future
of	IN	of
abundance	NN	abundance
.	SENT	.
Let	VB	let
us	PP	us
create	VB	create
systems	NNS	system
that	WDT	that
keep	VBP	keep
planet	NN	planet
Earth	NN	earth
,	,	,
our	PP$	our
spaceship	NN	spaceship
,	,	,
not	RB	not
only	RB	only
from	IN	from
not	RB	not
crashing	VBG	crash
,	,	,
but	CC	but
let	VB	let
us	PP	us
also	RB	also
develop	VBP	develop
systems	NNS	system
and	CC	and
ways	NNS	way
of	IN	of
living	NN	living
that	WDT	that
will	MD	will
be	VB	be
beneficial	JJ	beneficial
to	TO	to
the	DT	the
lives	NNS	life
of	IN	of
ourselves	PP	ourselves
and	CC	and
the	DT	the
10	CD	@card@
billion	NNS	billion
that	WDT	that
will	MD	will
be	VB	be
on	IN	on
this	DT	this
planet	NN	planet
by	IN	by
2050	CD	@card@
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
