Clearly	RB	clearly
maternal	JJ	maternal
health	NN	health
care	NN	care
to	TO	to
low-income	JJ	low-income
women	NNS	woman
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
so	RB	so
successful	JJ	successful
that	IN	that
it	PP	it
'	POS	'
s	NN	S
currently	RB	currently
building	VBG	build
a	DT	a
new	JJ	new
hospital	NN	hospital
every	DT	every
35	CD	@card@
days	NNS	day
.	SENT	.
And	CC	and
1298	CD	@card@
Ambulances	NNS	ambulance
decided	VBD	decide
that	IN	that
it	PP	it
was	VBD	be
going	VBG	go
to	TO	to
reinvent	VB	reinvent
a	DT	a
completely	RB	completely
broken	VBN	break
industry	NN	industry
,	,	,
building	VBG	build
an	DT	an
ambulance	NN	ambulance
service	NN	service
in	IN	in
Bombay	NP	Bombay
that	WDT	that
would	MD	would
use	VB	use
the	DT	the
technology	NN	technology
of	IN	of
Google	NP	<unknown>
Earth	NP	Earth
,	,	,
a	DT	a
sliding	VBG	slide
scale	NN	scale
pricing	NN	pricing
system	NN	system
so	RB	so
that	IN	that
all	DT	all
people	NNS	people
could	MD	could
have	VB	have
access	NN	access
,	,	,
and	CC	and
a	DT	a
severe	JJ	severe
and	CC	and
public	JJ	public
decision	NN	decision
not	RB	not
to	TO	to
engage	VB	engage
in	IN	in
any	DT	any
form	NN	form
of	IN	of
corruption	NN	corruption
.	SENT	.
So	RB	so
that	IN	that
in	IN	in
the	DT	the
terrorist	JJ	terrorist
attacks	NNS	attack
of	IN	of
November	NP	November
they	PP	they
were	VBD	be
the	DT	the
first	JJ	first
responder	NN	responder
,	,	,
and	CC	and
are	VBP	be
now	RB	now
beginning	VBG	begin
to	TO	to
scale	VB	scale
,	,	,
because	IN	because
of	IN	of
partnership	NN	partnership
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
just	RB	just
won	VBD	win
four	CD	four
government	NN	government
contracts	NNS	contract
to	TO	to
build	VB	build
off	RP	off
their	PP$	their
100	CD	@card@
ambulances	NNS	ambulance
,	,	,
and	CC	and
are	VBP	be
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
and	CC	and
most	RBS	most
effective	JJ	effective
ambulance	NN	ambulance
companies	NNS	company
in	IN	in
India	NP	India
.	SENT	.
This	DT	this
idea	NN	idea
of	IN	of
scale	NN	scale
is	VBZ	be
critical	JJ	critical
.	SENT	.
Because	IN	because
we	PP	we
'	POS	'
re	NN	re
starting	VBG	start
to	TO	to
see	VB	see
these	DT	these
enterprises	NNS	enterprise
reach	VBP	reach
hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
people	NNS	people
.	SENT	.
All	DT	all
of	IN	of
the	DT	the
ones	NNS	one
I	PP	I
discussed	VBD	discuss
have	VB	have
reached	VBN	reach
at	IN	at
least	JJS	least
a	DT	a
quarter	NN	quarter
million	CD	million
people	NNS	people
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
obviously	RB	obviously
not	RB	not
enough	JJ	enough
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
idea	NN	idea
of	IN	of
partnership	NN	partnership
becomes	VBZ	become
so	RB	so
important	JJ	important
.	SENT	.
Whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
by	IN	by
finding	VBG	find
those	DT	those
innovations	NNS	innovation
that	WDT	that
can	MD	can
access	VB	access
the	DT	the
capital	NN	capital
markets	NNS	market
,	,	,
government	NN	government
itself	PP	itself
,	,	,
or	CC	or
partner	NN	partner
with	IN	with
major	JJ	major
corporations	NNS	corporation
,	,	,
there	EX	there
is	VBZ	be
unbelievable	JJ	unbelievable
opportunity	NN	opportunity
for	IN	for
innovation	NN	innovation
.	SENT	.
President	NP	President
Obama	NP	<unknown>
understands	VBZ	understand
that	DT	that
.	SENT	.
He	PP	he
recently	RB	recently
authorized	VBD	authorize
the	DT	the
creation	NN	creation
of	IN	of
a	DT	a
Social	NP	Social
Innovation	NP	Innovation
Fund	NP	Fund
to	TO	to
focus	VB	focus
on	IN	on
what	WP	what
works	VBZ	work
in	IN	in
this	DT	this
country	NN	country
,	,	,
and	CC	and
look	VB	look
at	IN	at
how	WRB	how
we	PP	we
can	MD	can
scale	VB	scale
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
would	MD	would
submit	VB	submit
that	IN	that
it	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
to	TO	to
consider	VB	consider
a	DT	a
global	JJ	global
innovation	NN	innovation
fund	NN	fund
that	WDT	that
would	MD	would
find	VB	find
these	DT	these
entrepreneurs	NNS	entrepreneur
around	IN	around
the	DT	the
world	NN	world
who	WP	who
really	RB	really
have	VBP	have
innovations	NNS	innovation
,	,	,
not	RB	not
only	RB	only
for	IN	for
their	PP$	their
country	NN	country
,	,	,
but	CC	but
ones	NNS	one
that	IN	that
we	PP	we
can	MD	can
use	VB	use
in	IN	in
the	DT	the
developed	VBN	develop
world	NN	world
as	IN	as
well	RB	well
.	SENT	.
Invest	VB	invest
financial	JJ	financial
assistance	NN	assistance
,	,	,
but	CC	but
also	RB	also
management	NN	management
assistance	NN	assistance
.	SENT	.
And	CC	and
then	RB	then
measure	VB	measure
the	DT	the
returns	NNS	return
,	,	,
both	CC	both
from	IN	from
a	DT	a
financial	JJ	financial
perspective	NN	perspective
and	CC	and
from	IN	from
a	DT	a
social	JJ	social
impact	NN	impact
perspective	NN	perspective
.	SENT	.
When	WRB	when
we	PP	we
think	VBP	think
about	IN	about
new	JJ	new
approaches	NNS	approach
to	TO	to
aid	VB	aid
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
impossible	JJ	impossible
not	RB	not
to	TO	to
talk	VB	talk
about	IN	about
Pakistan	NP	Pakistan
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
a	DT	a
rocky	JJ	rocky
relationship	NN	relationship
with	IN	with
that	DT	that
country	NN	country
and	CC	and
,	,	,
in	IN	in
all	DT	all
fairness	NN	fairness
,	,	,
the	DT	the
United	NP	United
States	NPS	States
has	VBZ	have
not	RB	not
always	RB	always
been	VBN	be
a	DT	a
very	RB	very
reliable	JJ	reliable
partner	NN	partner
.	SENT	.
But	CC	but
again	RB	again
I	PP	I
would	MD	would
say	VB	say
that	IN	that
this	DT	this
is	VBZ	be
our	PP$	our
moment	NN	moment
for	IN	for
extraordinary	JJ	extraordinary
things	NNS	thing
to	TO	to
happen	VB	happen
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
take	VBP	take
that	DT	that
notion	NN	notion
of	IN	of
a	DT	a
global	JJ	global
innovation	NN	innovation
fund	NN	fund
,	,	,
we	PP	we
could	MD	could
use	VB	use
this	DT	this
time	NN	time
to	TO	to
invest	VB	invest
not	RB	not
directly	RB	directly
in	IN	in
government	NN	government
,	,	,
though	IN	though
we	PP	we
would	MD	would
have	VB	have
government	NN	government
'	POS	'
s	NN	S
blessing	NN	blessing
,	,	,
nor	CC	nor
in	IN	in
international	JJ	international
experts	NNS	expert
,	,	,
but	CC	but
in	IN	in
the	DT	the
many	JJ	many
existing	JJ	existing
entrepreneurs	NNS	entrepreneur
and	CC	and
civil	JJ	civil
society	NN	society
leaders	NNS	leader
who	WP	who
already	RB	already
are	VBP	be
building	VBG	build
wonderful	JJ	wonderful
innovations	NNS	innovation
that	WDT	that
are	VBP	be
reaching	VBG	reach
people	NNS	people
all	RB	all
across	IN	across
the	DT	the
country	NN	country
.	SENT	.
People	NNS	people
like	IN	like
Rashani	NP	Rashani
Zafar	NP	Zafar
,	,	,
who	WP	who
created	VBD	create
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
microfinance	NN	microfinance
banks	NNS	bank
in	IN	in
the	DT	the
country	NN	country
,	,	,
and	CC	and
is	VBZ	be
a	DT	a
real	JJ	real
role	NN	role
model	NN	model
for	IN	for
women	NNS	woman
inside	IN	inside
and	CC	and
outside	IN	outside
the	DT	the
country	NN	country
.	SENT	.
And	CC	and
Tasneem	NP	<unknown>
Siddiqui	NP	Siddiqui
,	,	,
who	WP	who
developed	VBD	develop
a	DT	a
way	NN	way
called	VBD	call
incremental	JJ	incremental
housing	NN	housing
,	,	,
where	WRB	where
he	PP	he
has	VBZ	have
moved	VBN	move
40	CD	@card@
,	,	,
000	CD	@card@
slum	NN	slum
dwellers	NNS	dweller
into	IN	into
safe	JJ	safe
,	,	,
affordable	JJ	affordable
community	NN	community
housing	NN	housing
.	SENT	.
Educational	JJ	educational
initiatives	NNS	initiative
like	IN	like
DIL	NP	DIL
and	CC	and
The	DT	the
Citizen	NP	Citizen
Foundation	NP	Foundation
that	WDT	that
are	VBP	be
building	VBG	build
schools	NNS	school
across	IN	across
the	DT	the
country	NN	country
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
hyperbole	NN	hyperbole
to	TO	to
say	VB	say
that	IN	that
these	DT	these
civil	JJ	civil
society	NN	society
institutions	NNS	institution
and	CC	and
these	DT	these
social	JJ	social
entrepreneurs	NNS	entrepreneur
are	VBP	be
building	VBG	build
real	JJ	real
alternatives	NNS	alternative
to	TO	to
the	DT	the
Taliban	NP	<unknown>
.	SENT	.
I	NP	I
'	POS	'
ve	NNS	<unknown>
invested	VBN	invest
in	IN	in
Pakistan	NP	Pakistan
for	IN	for
over	IN	over
seven	CD	seven
years	NNS	year
now	RB	now
,	,	,
and	CC	and
those	DT	those
of	IN	of
you	PP	you
who	WP	who
'	POS	'
ve	NN	ve
also	RB	also
worked	VBN	work
there	EX	there
can	MD	can
attest	VB	attest
that	IN	that
Pakistanis	NNS	Pakistani
are	VBP	be
an	DT	an
incredibly	RB	incredibly
hard	JJ	hard
working	VBG	work
population	NN	population
,	,	,
and	CC	and
there	EX	there
is	VBZ	be
a	DT	a
fierce	JJ	fierce
upward	JJ	upward
mobility	NN	mobility
in	IN	in
their	PP$	their
very	JJ	very
nature	NN	nature
.	SENT	.
President	NP	President
Kennedy	NP	Kennedy
said	VBD	say
that	IN	that
those	DT	those
who	WP	who
make	VBP	make
peaceful	JJ	peaceful
revolution	NN	revolution
impossible	JJ	impossible
make	VBP	make
violent	JJ	violent
revolution	NN	revolution
inevitable	JJ	inevitable
.	SENT	.
I	PP	I
would	MD	would
say	VB	say
that	IN	that
the	DT	the
converse	NN	converse
is	VBZ	be
true	JJ	true
.	SENT	.
That	IN	that
these	DT	these
social	JJ	social
leaders	NNS	leader
who	WP	who
really	RB	really
are	VBP	be
looking	VBG	look
at	IN	at
innovation	NN	innovation
and	CC	and
extending	VBG	extend
opportunity	NN	opportunity
to	TO	to
the	DT	the
70	CD	@card@
percent	NN	percent
of	IN	of
Pakistanis	NNS	Pakistani
who	WP	who
make	VBP	make
less	JJR	less
than	IN	than
two	CD	two
dollars	NNS	dollar
a	DT	a
day	NN	day
,	,	,
provide	VB	provide
real	JJ	real
pathways	NNS	pathway
to	TO	to
hope	VB	hope
.	SENT	.
And	CC	and
as	IN	as
we	PP	we
think	VBP	think
about	RB	about
how	WRB	how
we	PP	we
construct	VBP	construct
aid	NN	aid
for	IN	for
Pakistan	NP	Pakistan
,	,	,
while	IN	while
we	PP	we
need	VBP	need
to	TO	to
strengthen	VB	strengthen
the	DT	the
judiciary	NN	judiciary
,	,	,
build	VB	build
greater	JJR	great
stability	NN	stability
,	,	,
we	PP	we
also	RB	also
need	VBP	need
to	TO	to
think	VB	think
about	IN	about
lifting	VBG	lift
those	DT	those
leaders	NNS	leader
who	WP	who
can	MD	can
be	VB	be
role	NN	role
models	NNS	model
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
On	IN	on
one	CD	one
of	IN	of
my	PP$	my
last	JJ	last
visits	NNS	visit
to	TO	to
Pakistan	NP	Pakistan
,	,	,
I	PP	I
asked	VBD	ask
Dr	NP	Dr
.	SENT	.
Sono	NP	Sono
if	IN	if
he	PP	he
would	MD	would
take	VB	take
me	PP	me
to	TO	to
see	VB	see
some	DT	some
of	IN	of
the	DT	the
drip	NN	drip
irrigation	NN	irrigation
in	IN	in
the	DT	the
Thar	NN	thar
Desert	NP	Desert
.	SENT	.
And	CC	and
we	PP	we
left	VBD	leave
Karachi	NP	Karachi
one	CD	one
morning	NN	morning
before	IN	before
dawn	NN	dawn
.	SENT	.
It	PP	it
was	VBD	be
about	RB	about
115	CD	@card@
degrees	NNS	degree
.	SENT	.
And	CC	and
we	PP	we
drove	VBD	drive
for	IN	for
eight	CD	eight
hours	NNS	hour
along	IN	along
this	DT	this
moonscape-like	JJ	<unknown>
landscape	NN	landscape
with	IN	with
very	RB	very
little	JJ	little
color	NN	color
,	,	,
lots	NNS	lot
of	IN	of
heat	NN	heat
,	,	,
very	RB	very
little	JJ	little
discussion	NN	discussion
,	,	,
because	IN	because
we	PP	we
were	VBD	be
exhausted	VBN	exhaust
.	SENT	.
And	CC	and
finally	RB	finally
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
journey	NN	journey
,	,	,
I	PP	I
could	MD	could
see	VB	see
this	DT	this
thin	JJ	thin
little	JJ	little
yellow	JJ	yellow
line	NN	line
across	IN	across
the	DT	the
horizon	NN	horizon
.	SENT	.
And	CC	and
as	IN	as
we	PP	we
got	VBD	get
closer	RBR	closer
,	,	,
its	PP$	its
significance	NN	significance
became	VBD	become
apparent	JJ	apparent
.	SENT	.
That	IN	that
there	RB	there
in	IN	in
the	DT	the
desert	NN	desert
was	VBD	be
a	DT	a
field	NN	field
of	IN	of
sunflowers	NNS	sunflower
growing	VBG	grow
seven	CD	seven
feet	NNS	foot
tall	JJ	tall
.	SENT	.
Because	IN	because
one	CD	one
of	IN	of
the	DT	the
poorest	JJS	poor
farmers	NNS	farmer
on	IN	on
Earth	NP	Earth
had	VBD	have
gotten	VBN	get
access	NN	access
to	TO	to
a	DT	a
technology	NN	technology
that	WDT	that
had	VBD	have
allowed	VBN	allow
him	PP	him
to	TO	to
change	VB	change
his	PP$	his
own	JJ	own
life	NN	life
.	SENT	.
His	PP$	his
name	NN	name
was	VBD	be
Raja	NP	Raja
,	,	,
and	CC	and
he	PP	he
had	VBD	have
kind	NN	kind
,	,	,
twinkly	JJ	twinkly
hazel	JJ	hazel
eyes	NNS	eye
and	CC	and
warm	JJ	warm
expressive	JJ	expressive
hands	NNS	hand
that	WDT	that
reminded	VBD	remind
me	PP	me
of	IN	of
my	PP$	my
father	NN	father
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
it	PP	it
was	VBD	be
the	DT	the
first	JJ	first
dry	JJ	dry
season	NN	season
in	IN	in
his	PP$	his
entire	JJ	entire
life	NN	life
that	IN	that
he	PP	he
hadn	NNS	<unknown>
'	POS	'
t	NN	t
taken	VBN	take
his	PP$	his
12	CD	@card@
children	NNS	child
and	CC	and
50	CD	@card@
grandchildren	NNS	grandchild
on	IN	on
a	DT	a
two	CD	two
day	NN	day
journey	NN	journey
across	IN	across
the	DT	the
desert	NN	desert
to	TO	to
work	VB	work
as	IN	as
day	NN	day
laborers	NNS	laborer
at	IN	at
a	DT	a
commercial	JJ	commercial
farm	NN	farm
for	IN	for
about	RB	about
50	CD	@card@
cents	NNS	cent
a	DT	a
day	NN	day
.	SENT	.
Because	IN	because
he	PP	he
was	VBD	be
building	VBG	build
these	DT	these
crops	NNS	crop
.	SENT	.
And	CC	and
with	IN	with
the	DT	the
money	NN	money
he	PP	he
earned	VBD	earn
he	PP	he
could	MD	could
stay	VB	stay
this	DT	this
year	NN	year
.	SENT	.
And	CC	and
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
ever	RB	ever
in	IN	in
three	CD	three
generations	NNS	generation
,	,	,
his	PP$	his
children	NNS	child
would	MD	would
go	VB	go
to	TO	to
school	NN	school
.	SENT	.
We	PP	we
asked	VBD	ask
him	PP	him
if	IN	if
he	PP	he
would	MD	would
send	VB	send
his	PP$	his
daughters	NNS	daughter
as	RB	as
well	RB	well
as	IN	as
his	PP$	his
sons	NNS	son
.	SENT	.
And	CC	and
he	PP	he
said	VBD	say
,	,	,
"	``	"
Of	IN	of
course	NN	course
I	PP	I
will	MD	will
.	SENT	.
Because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
want	VBP	want
them	PP	them
discriminated	VBD	discriminate
against	IN	against
anymore	RB	anymore
.	SENT	.
"	``	"
When	WRB	when
we	PP	we
think	VBP	think
about	IN	about
solutions	NNS	solution
to	TO	to
poverty	NN	poverty
,	,	,
we	PP	we
cannot	MD	can
deny	VB	deny
individuals	NNS	individual
their	PP$	their
fundamental	JJ	fundamental
dignity	NN	dignity
.	SENT	.
Because	IN	because
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
,	,	,
dignity	NN	dignity
is	VBZ	be
more	RBR	more
important	JJ	important
to	TO	to
the	DT	the
human	JJ	human
spirit	NN	spirit
than	IN	than
wealth	NN	wealth
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NN	S
exciting	JJ	exciting
is	VBZ	be
to	TO	to
see	VB	see
so	IN	so
many	JJ	many
entrepreneurs	NNS	entrepreneur
across	IN	across
sectors	NNS	sector
who	WP	who
are	VBP	be
building	VBG	build
innovations	NNS	innovation
that	WDT	that
recognize	VBP	recognize
that	IN	that
what	WP	what
people	NNS	people
want	VBP	want
is	VBZ	be
freedom	NN	freedom
and	CC	and
choice	NN	choice
and	CC	and
opportunity	NN	opportunity
.	SENT	.
Because	IN	because
that	DT	that
is	VBZ	be
where	WRB	where
dignity	NN	dignity
really	RB	really
starts	VBZ	start
.	SENT	.
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
said	VBD	say
that	DT	that
love	NN	love
without	IN	without
power	NN	power
is	VBZ	be
anemic	JJ	anemic
and	CC	and
sentimental	JJ	sentimental
,	,	,
and	CC	and
that	DT	that
power	NN	power
without	IN	without
love	NN	love
is	VBZ	be
reckless	JJ	reckless
and	CC	and
abusive	JJ	abusive
.	SENT	.
Our	PP$	our
generation	NN	generation
has	VBZ	have
seen	VBN	see
both	DT	both
approaches	NNS	approach
tried	VBD	try
,	,	,
and	CC	and
often	RB	often
fail	VB	fail
.	SENT	.
But	CC	but
I	PP	I
think	VBP	think
our	PP$	our
generation	NN	generation
also	RB	also
might	MD	might
be	VB	be
the	DT	the
first	JJ	first
to	TO	to
have	VB	have
the	DT	the
courage	NN	courage
to	TO	to
embrace	VB	embrace
both	DT	both
love	NN	love
and	CC	and
power	NN	power
.	SENT	.
For	IN	for
that	DT	that
is	VBZ	be
what	WP	what
we	PP	we
'	POS	'
ll	NN	ll
need	NN	need
,	,	,
as	IN	as
we	PP	we
move	VBP	move
forward	RB	forward
to	TO	to
dream	VB	dream
and	CC	and
imagine	VB	imagine
what	WP	what
it	PP	it
will	MD	will
really	RB	really
take	VB	take
to	TO	to
build	VB	build
a	DT	a
global	JJ	global
economy	NN	economy
that	WDT	that
includes	VBZ	include
all	DT	all
of	IN	of
us	PP	us
,	,	,
and	CC	and
to	TO	to
finally	RB	finally
extend	VB	extend
that	DT	that
fundamental	JJ	fundamental
proposition	NN	proposition
that	IN	that
all	DT	all
men	NNS	man
are	VBP	be
created	VBN	create
equal	JJ	equal
to	TO	to
every	DT	every
human	JJ	human
being	NN	being
on	IN	on
the	DT	the
planet	NN	planet
.	SENT	.
The	DT	the
time	NN	time
for	IN	for
us	PP	us
to	TO	to
begin	VB	begin
innovating	VBG	innovate
and	CC	and
looking	VBG	look
for	IN	for
new	JJ	new
solutions	NNS	solution
,	,	,
a	DT	a
cross	NN	cross
sector	NN	sector
,	,	,
is	VBZ	be
now	RB	now
.	SENT	.
I	PP	I
can	MD	can
only	RB	only
talk	VB	talk
from	IN	from
my	PP$	my
own	JJ	own
experience	NN	experience
,	,	,
but	CC	but
in	IN	in
eight	CD	eight
years	NNS	year
of	IN	of
running	VBG	run
Acumen	NN	acumen
fund	NN	fund
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
seen	VBN	see
the	DT	the
power	NN	power
of	IN	of
patient	JJ	patient
capital	NN	capital
.	SENT	.
Not	RB	not
only	RB	only
to	TO	to
inspire	VB	inspire
innovation	NN	innovation
and	CC	and
risk	NN	risk
taking	NN	taking
,	,	,
but	CC	but
to	TO	to
truly	RB	truly
build	VB	build
systems	NNS	system
that	WDT	that
have	VBP	have
created	VBN	create
more	JJR	more
than	IN	than
25	CD	@card@
,	,	,
000	CD	@card@
jobs	NNS	job
and	CC	and
delivered	VBN	deliver
tens	NNS	ten
of	IN	of
millions	NNS	million
of	IN	of
services	NNS	service
and	CC	and
products	NNS	product
to	TO	to
some	DT	some
of	IN	of
the	DT	the
poorest	JJS	poor
people	NNS	people
on	IN	on
the	DT	the
planet	NN	planet
.	SENT	.
I	PP	I
know	VBP	know
it	PP	it
works	VBZ	work
.	SENT	.
But	CC	but
I	PP	I
know	VBP	know
that	IN	that
many	JJ	many
other	JJ	other
kinds	NNS	kind
of	IN	of
innovation	NN	innovation
also	RB	also
work	VB	work
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
urge	VBP	urge
you	PP	you
,	,	,
in	IN	in
whatever	WDT	whatever
sector	NN	sector
you	PP	you
work	VBP	work
,	,	,
in	IN	in
whatever	WDT	whatever
job	NN	job
you	PP	you
do	VBP	do
,	,	,
to	TO	to
start	VB	start
thinking	VBG	think
about	RB	about
how	WRB	how
we	PP	we
might	MD	might
build	VB	build
solutions	NNS	solution
that	WDT	that
start	VBP	start
from	IN	from
the	DT	the
perspective	NN	perspective
of	IN	of
those	DT	those
we	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
help	VB	help
.	SENT	.
Rather	RB	rather
than	IN	than
what	WP	what
we	PP	we
think	VBP	think
that	IN	that
they	PP	they
might	MD	might
need	VB	need
.	SENT	.
It	PP	it
will	MD	will
take	VB	take
embracing	VBG	embrace
the	DT	the
world	NN	world
with	IN	with
both	DT	both
arms	NNS	arm
.	SENT	.
And	CC	and
it	PP	it
will	MD	will
take	VB	take
living	VBG	live
with	IN	with
the	DT	the
spirit	NN	spirit
of	IN	of
generosity	NN	generosity
and	CC	and
accountability	NN	accountability
,	,	,
with	IN	with
a	DT	a
sense	NN	sense
of	IN	of
integrity	NN	integrity
and	CC	and
perseverance	NN	perseverance
.	SENT	.
And	CC	and
yet	RB	yet
these	DT	these
are	VBP	be
the	DT	the
very	JJ	very
qualities	NNS	quality
for	IN	for
which	WDT	which
men	NNS	man
and	CC	and
women	NNS	woman
have	VBP	have
been	VBN	be
honored	VBN	honor
throughout	IN	throughout
the	DT	the
generations	NNS	generation
.	SENT	.
And	CC	and
there	EX	there
is	VBZ	be
so	RB	so
much	RB	much
good	JJ	good
that	IN	that
we	PP	we
can	MD	can
do	VB	do
.	SENT	.
Just	RB	just
think	VB	think
of	IN	of
all	PDT	all
those	DT	those
sunflowers	NNS	sunflower
in	IN	in
the	DT	the
desert	NN	desert
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
