So	RB	so
correct	VB	correct
it	PP	it
,	,	,
and	CC	and
no	DT	no
change	NN	change
whatsoever	RB	whatsoever
in	IN	in
the	DT	the
mental	JJ	mental
workload	NN	workload
.	SENT	.
Not	RB	not
a	DT	a
challenging	JJ	challenging
task	NN	task
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
entirely	RB	entirely
reflexive	JJ	reflexive
.	SENT	.
Now	RB	now
,	,	,
our	PP$	our
data	NNS	datum
processing	VBG	process
on	IN	on
this	DT	this
is	VBZ	be
still	RB	still
preliminary	JJ	preliminary
,	,	,
but	CC	but
it	PP	it
really	RB	really
seems	VBZ	seem
that	IN	that
these	DT	these
phenomenal	JJ	phenomenal
feats	NNS	feat
that	IN	that
the	DT	the
race	NN	race
car	NN	car
drivers	NNS	driver
are	VBP	be
performing	VBG	perform
are	VBP	be
instinctive	JJ	instinctive
.	SENT	.
They	PP	they
are	VBP	be
things	NNS	thing
that	IN	that
they	PP	they
have	VBP	have
simply	RB	simply
learned	VBN	learn
to	TO	to
do	VB	do
.	SENT	.
It	PP	it
requires	VBZ	require
very	RB	very
little	JJ	little
mental	JJ	mental
workload	NN	workload
for	IN	for
them	PP	them
to	TO	to
perform	VB	perform
these	DT	these
amazing	JJ	amazing
feats	NNS	feat
.	SENT	.
And	CC	and
their	PP$	their
actions	NNS	action
are	VBP	be
fantastic	JJ	fantastic
.	SENT	.
This	DT	this
is	VBZ	be
exactly	RB	exactly
what	WP	what
you	PP	you
want	VBP	want
to	TO	to
do	VB	do
on	IN	on
the	DT	the
steering	VBG	steer
wheel	NN	wheel
to	TO	to
catch	VB	catch
the	DT	the
car	NN	car
in	IN	in
this	DT	this
situation	NN	situation
.	SENT	.
Now	RB	now
,	,	,
this	DT	this
has	VBZ	have
given	VBN	give
us	PP	us
tremendous	JJ	tremendous
insight	NN	insight
and	CC	and
inspiration	NN	inspiration
for	IN	for
our	PP$	our
own	JJ	own
autonomous	JJ	autonomous
vehicles	NNS	vehicle
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
started	VBD	start
to	TO	to
ask	VB	ask
the	DT	the
question	NN	question
:	:	:
Can	MD	can
we	PP	we
make	VB	make
them	PP	them
a	DT	a
little	RB	little
less	RBR	less
algorithmic	JJ	algorithmic
and	CC	and
a	DT	a
little	RB	little
more	RBR	more
intuitive	JJ	intuitive
?	SENT	?
Can	MD	can
we	PP	we
take	VB	take
this	DT	this
reflexive	JJ	reflexive
action	NN	action
that	IN	that
we	PP	we
see	VBP	see
from	IN	from
the	DT	the
very	RB	very
best	JJS	good
race	NN	race
car	NN	car
drivers	NNS	driver
,	,	,
introduce	VB	introduce
it	PP	it
to	TO	to
our	PP$	our
cars	NNS	car
,	,	,
and	CC	and
maybe	RB	maybe
even	RB	even
into	IN	into
a	DT	a
system	NN	system
that	WDT	that
could	MD	could
get	VB	get
onto	IN	onto
your	PP$	your
car	NN	car
in	IN	in
the	DT	the
future	NN	future
?	SENT	?
That	DT	that
would	MD	would
take	VB	take
us	PP	us
a	DT	a
long	JJ	long
step	NN	step
along	IN	along
the	DT	the
road	NN	road
to	TO	to
autonomous	JJ	autonomous
vehicles	NNS	vehicle
that	WDT	that
drive	VBP	drive
as	RB	as
well	RB	well
as	IN	as
the	DT	the
best	JJS	good
humans	NNS	human
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
made	VBD	make
us	PP	us
think	VBP	think
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
deeply	RB	deeply
as	IN	as
well	RB	well
.	SENT	.
Do	VB	do
we	PP	we
want	VB	want
something	NN	something
more	JJR	more
from	IN	from
our	PP$	our
car	NN	car
than	IN	than
to	TO	to
simply	RB	simply
be	VB	be
a	DT	a
chauffeur	NN	chauffeur
?	SENT	?
Do	VB	do
we	PP	we
want	VB	want
our	PP$	our
car	NN	car
to	TO	to
perhaps	RB	perhaps
be	VB	be
a	DT	a
partner	NN	partner
,	,	,
a	DT	a
coach	NN	coach
,	,	,
someone	NN	someone
that	WDT	that
can	MD	can
use	VB	use
their	PP$	their
understanding	NN	understanding
of	IN	of
the	DT	the
situation	NN	situation
to	TO	to
help	VB	help
us	PP	us
reach	VB	reach
our	PP$	our
potential	NN	potential
?	SENT	?
Can	NN	can
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
technology	NN	technology
not	RB	not
simply	RB	simply
replace	VB	replace
humans	NNS	human
,	,	,
but	CC	but
allow	VB	allow
us	PP	us
to	TO	to
reach	VB	reach
the	DT	the
level	NN	level
of	IN	of
reflex	NN	reflex
and	CC	and
intuition	NN	intuition
that	IN	that
we	PP	we
'	''	'
re	IN	re
all	DT	all
capable	JJ	capable
of	IN	of
?	SENT	?
So	RB	so
,	,	,
as	IN	as
we	PP	we
move	VBP	move
forward	RB	forward
into	IN	into
this	DT	this
technological	JJ	technological
future	NN	future
,	,	,
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
just	RB	just
pause	VB	pause
and	CC	and
think	VB	think
of	IN	of
that	DT	that
for	IN	for
a	DT	a
moment	NN	moment
.	SENT	.
What	WP	what
is	VBZ	be
the	DT	the
ideal	JJ	ideal
balance	NN	balance
of	IN	of
human	JJ	human
and	CC	and
machine	NN	machine
?	SENT	?
And	CC	and
as	IN	as
we	PP	we
think	VBP	think
about	RB	about
that	IN	that
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
take	VBP	take
inspiration	NN	inspiration
from	IN	from
the	DT	the
absolutely	RB	absolutely
amazing	JJ	amazing
capabilities	NNS	capability
of	IN	of
the	DT	the
human	JJ	human
body	NN	body
and	CC	and
the	DT	the
human	JJ	human
mind	NN	mind
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
