Believe	VB	believe
But	CC	but
the	DT	the
marketplace	NN	marketplace
was	VBD	be
down	RB	down
36	CD	@card@
percent	NN	percent
.	SENT	.
We	PP	we
literally	RB	literally
gained	VBD	gain
market	NN	market
share	NN	share
.	SENT	.
We	PP	we
might	MD	might
not	RB	not
have	VB	have
survived	VBN	survive
that	DT	that
recession	NN	recession
but	CC	but
for	IN	for
the	DT	the
advantages	NNS	advantage
of	IN	of
sustainability	NN	sustainability
.	SENT	.
If	IN	if
every	DT	every
business	NN	business
were	VBD	be
pursuing	VBG	pursue
Interface	NP	Interface
plans	NNS	plan
,	,	,
would	MD	would
that	RB	that
solve	VB	solve
all	PDT	all
our	PP$	our
problems	NNS	problem
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
so	RB	so
.	SENT	.
I	PP	I
remain	VBP	remain
troubled	VBN	trouble
by	IN	by
the	DT	the
revised	VBN	revise
Ehrlich	NP	Ehrlich
equation	NN	equation
,	,	,
I	PP	I
equals	VBZ	equal
P	NN	P
times	NNS	time
A	DT	a
divided	VBN	divide
by	IN	by
T2	NP	<unknown>
.	SENT	.
That	IN	that
A	DT	a
is	VBZ	be
a	DT	a
capital	NN	capital
A	DT	a
,	,	,
suggesting	VBG	suggest
that	IN	that
affluence	NN	affluence
is	VBZ	be
an	DT	an
end	NN	end
in	IN	in
itself	PP	itself
.	SENT	.
But	CC	but
what	WP	what
if	IN	if
we	PP	we
reframed	VBD	reframe
Ehrlich	NP	Ehrlich
further	RBR	further
?	SENT	?
And	CC	and
what	WP	what
if	IN	if
we	PP	we
made	VBD	make
A	NP	A
a	DT	a
lowercase	VB	lowercase
'	''	'
a	DT	a
,	,	,
'	''	'
suggesting	VBG	suggest
that	IN	that
it	PP	it
is	VBZ	be
a	DT	a
means	NN	means
to	TO	to
an	DT	an
end	NN	end
,	,	,
and	CC	and
that	IN	that
end	NN	end
is	VBZ	be
happiness	NN	happiness
—	:	-
more	JJR	more
happiness	NN	happiness
with	IN	with
less	JJR	less
stuff	NN	stuff
.	SENT	.
You	PP	you
know	VBP	know
that	IN	that
would	MD	would
reframe	VB	reframe
civilization	NN	civilization
itself	PP	itself
—	:	-
—	:	-
and	CC	and
our	PP$	our
whole	JJ	whole
system	NN	system
of	IN	of
economics	NNS	economics
,	,	,
if	IN	if
not	RB	not
for	IN	for
our	PP$	our
species	NNS	specie
,	,	,
then	RB	then
perhaps	RB	perhaps
for	IN	for
the	DT	the
one	CD	one
that	WDT	that
succeeds	VBZ	succeed
us	PP	us
:	:	:
the	DT	the
sustainable	JJ	sustainable
species	NN	species
,	,	,
living	VBG	live
on	IN	on
a	DT	a
finite	JJ	finite
earth	NN	earth
,	,	,
ethically	RB	ethically
,	,	,
happily	RB	happily
and	CC	and
ecologically	RB	ecologically
in	IN	in
balance	NN	balance
with	IN	with
nature	NN	nature
and	CC	and
all	PDT	all
her	PP$	her
natural	JJ	natural
systems	NNS	system
for	IN	for
a	DT	a
thousand	CD	thousand
generations	NNS	generation
,	,	,
or	CC	or
10	CD	@card@
,	,	,
000	CD	@card@
generations	NNS	generation
—	:	-
that	WDT	that
is	VBZ	be
to	TO	to
say	VB	say
,	,	,
into	IN	into
the	DT	the
indefinite	JJ	indefinite
future	NN	future
.	SENT	.
But	CC	but
does	VBZ	do
the	DT	the
earth	NN	earth
have	VB	have
to	TO	to
wait	VB	wait
for	IN	for
our	PP$	our
extinction	NN	extinction
as	IN	as
a	DT	a
species	NN	species
?	SENT	?
Well	RB	well
maybe	RB	maybe
so	RB	so
.	SENT	.
But	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
so	RB	so
.	SENT	.
At	IN	at
Interface	NP	Interface
we	PP	we
really	RB	really
intend	VBP	intend
to	TO	to
bring	VB	bring
this	DT	this
prototypical	JJ	prototypical
sustainable	JJ	sustainable
,	,	,
zero-	NN	<unknown>
footprint	NN	footprint
industrial	JJ	industrial
company	NN	company
fully	RB	fully
into	IN	into
existence	NN	existence
by	IN	by
2020	CD	@card@
.	SENT	.
We	PP	we
can	MD	can
see	VB	see
our	PP$	our
way	NN	way
now	RB	now
,	,	,
clear	JJ	clear
to	TO	to
the	DT	the
top	NN	top
of	IN	of
that	DT	that
mountain	NN	mountain
.	SENT	.
And	CC	and
now	RB	now
the	DT	the
challenge	NN	challenge
is	VBZ	be
in	IN	in
execution	NN	execution
.	SENT	.
And	CC	and
as	IN	as
my	PP$	my
good	JJ	good
friend	NN	friend
and	CC	and
adviser	NN	adviser
Amory	NP	Amory
Lovins	NP	Lovins
says	VBZ	say
,	,	,
"	``	"
If	IN	if
something	NN	something
exists	VBZ	exist
,	,	,
it	PP	it
must	MD	must
be	VB	be
possible	JJ	possible
.	SENT	.
"	``	"
If	IN	if
we	PP	we
can	MD	can
actually	RB	actually
do	VB	do
it	PP	it
,	,	,
it	PP	it
must	MD	must
be	VB	be
possible	JJ	possible
.	SENT	.
If	IN	if
we	PP	we
,	,	,
a	DT	a
petro-intensive	JJ	petro-intensive
company	NN	company
can	MD	can
do	VB	do
it	PP	it
,	,	,
anybody	NN	anybody
can	MD	can
.	SENT	.
And	CC	and
if	IN	if
anybody	NN	anybody
can	MD	can
,	,	,
it	PP	it
follows	VBZ	follow
that	IN	that
everybody	NN	everybody
can	MD	can
.	SENT	.
Hawken	NP	Hawken
fulfilled	VBD	fulfill
business	NN	business
and	CC	and
industry	NN	industry
,	,	,
leading	VBG	lead
humankind	NN	humankind
away	RB	away
from	IN	from
the	DT	the
abyss	NN	abyss
because	IN	because
,	,	,
with	IN	with
continued	JJ	continued
unchecked	JJ	unchecked
decline	NN	decline
of	IN	of
the	DT	the
biosphere	NN	biosphere
,	,	,
a	DT	a
very	RB	very
dear	JJ	dear
person	NN	person
is	VBZ	be
at	IN	at
risk	NN	risk
here	RB	here
—	:	-
frankly	RB	frankly
,	,	,
an	DT	an
unacceptable	JJ	unacceptable
risk	NN	risk
.	SENT	.
Who	WP	who
is	VBZ	be
that	DT	that
person	NN	person
?	SENT	?
Not	RB	not
you	PP	you
.	SENT	.
Not	RB	not
I	PP	I
.	SENT	.
But	CC	but
let	VB	let
me	PP	me
introduce	VB	introduce
you	PP	you
to	TO	to
the	DT	the
one	CD	one
who	WP	who
is	VBZ	be
most	JJS	most
at	IN	at
risk	NN	risk
here	RB	here
.	SENT	.
And	CC	and
I	PP	I
myself	PP	myself
met	VBD	meet
this	DT	this
person	NN	person
in	IN	in
the	DT	the
early	JJ	early
days	NNS	day
of	IN	of
this	DT	this
mountain	NN	mountain
climb	NN	climb
.	SENT	.
On	IN	on
a	DT	a
Tuesday	NP	Tuesday
morning	NN	morning
in	IN	in
March	NP	March
of	IN	of
1996	CD	@card@
,	,	,
I	PP	I
was	VBD	be
talking	VBG	talk
to	TO	to
people	NNS	people
,	,	,
as	IN	as
I	PP	I
did	VBD	do
at	IN	at
every	DT	every
opportunity	NN	opportunity
back	RB	back
then	RB	then
,	,	,
bringing	VBG	bring
them	PP	them
along	RP	along
and	CC	and
often	RB	often
not	RB	not
knowing	VBG	know
whether	IN	whether
I	PP	I
was	VBD	be
connecting	VBG	connect
.	SENT	.
But	CC	but
about	RB	about
five	CD	five
days	NNS	day
later	RBR	later
back	RB	back
in	IN	in
Atlanta	NP	Atlanta
,	,	,
I	PP	I
received	VBD	receive
an	DT	an
email	NN	<unknown>
from	IN	from
Glenn	NP	Glenn
Thomas	NP	Thomas
,	,	,
one	CD	one
of	IN	of
my	PP$	my
people	NNS	people
in	IN	in
the	DT	the
California	NP	California
meeting	NN	meeting
.	SENT	.
He	PP	he
was	VBD	be
sending	VBG	send
me	PP	me
an	DT	an
original	JJ	original
poem	NN	poem
that	IN	that
he	PP	he
had	VBD	have
composed	VBN	compose
after	IN	after
our	PP$	our
Tuesday	NP	Tuesday
morning	NN	morning
together	RB	together
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
read	VBP	read
it	PP	it
it	PP	it
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
uplifting	VBG	uplift
moments	NNS	moment
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
Because	IN	because
it	PP	it
told	VBD	tell
me	PP	me
,	,	,
by	IN	by
God	NP	God
,	,	,
one	CD	one
person	NN	person
got	VBD	get
it	PP	it
.	SENT	.
Here	RB	here
is	VBZ	be
what	WP	what
Glenn	NP	Glenn
wrote	VBD	write
.	SENT	.
And	CC	and
here	RB	here
is	VBZ	be
that	DT	that
person	NN	person
,	,	,
most	JJS	most
at	IN	at
risk	NN	risk
.	SENT	.
Please	UH	please
meet	VB	meet
"	``	"
Tomorrow	NP	Tomorrow
'	POS	'
s	NN	S
Child	NN	child
.	SENT	.
"	''	"
"	``	"
Without	IN	without
a	DT	a
name	NN	name
,	,	,
an	DT	an
unseen	JJ	unseen
face	NN	face
,	,	,
and	CC	and
knowing	VBG	know
not	RB	not
your	PP$	your
time	NN	time
or	CC	or
place	NN	place
,	,	,
Tomorrow	NP	Tomorrow
'	POS	'
s	NN	S
child	NN	child
,	,	,
though	RB	though
yet	RB	yet
unborn	JJ	unborn
,	,	,
I	PP	I
met	VBD	meet
you	PP	you
first	JJ	first
last	JJ	last
Tuesday	NP	Tuesday
morn	NN	morn
.	SENT	.
A	DT	a
wise	JJ	wise
friend	NN	friend
introduced	VBD	introduce
us	PP	us
two	CD	two
.	SENT	.
And	CC	and
through	IN	through
his	PP$	his
sobering	JJ	sobering
point	NN	point
of	IN	of
view	NN	view
I	PP	I
saw	VBD	see
a	DT	a
day	NN	day
that	IN	that
you	PP	you
would	MD	would
see	VB	see
,	,	,
a	DT	a
day	NN	day
for	IN	for
you	PP	you
but	CC	but
not	RB	not
for	IN	for
me	PP	me
.	SENT	.
Knowing	VBG	know
you	PP	you
has	VBZ	have
changed	VBN	change
my	PP$	my
thinking	NN	thinking
.	SENT	.
For	IN	for
I	PP	I
never	RB	never
had	VBD	have
an	DT	an
inkling	NN	inkling
that	IN	that
perhaps	RB	perhaps
the	DT	the
things	NNS	thing
I	PP	I
do	VBP	do
might	MD	might
someday	RB	someday
,	,	,
somehow	RB	somehow
threaten	VB	threaten
you	PP	you
.	SENT	.
Tomorrow	NN	tomorrow
'	POS	'
s	NN	S
child	NN	child
,	,	,
my	PP$	my
daughter	NN	daughter
,	,	,
son	NN	son
,	,	,
I	PP	I
'	POS	'
m	NN	m
afraid	JJ	afraid
I	NP	I
'	POS	'
ve	NN	ve
just	RB	just
begun	VBN	begin
to	TO	to
think	VB	think
of	IN	of
you	PP	you
and	CC	and
of	IN	of
your	PP$	your
good	JJ	good
,	,	,
though	IN	though
always	RB	always
having	VBG	have
known	VBN	know
I	PP	I
should	MD	should
.	SENT	.
Begin	VB	begin
,	,	,
I	PP	I
will	MD	will
.	SENT	.
The	DT	the
way	NN	way
the	DT	the
cost	NN	cost
of	IN	of
what	WP	what
I	PP	I
squander	VBP	squander
,	,	,
what	WP	what
is	VBZ	be
lost	VBN	lose
,	,	,
if	IN	if
ever	RB	ever
I	PP	I
forget	VBP	forget
that	IN	that
you	PP	you
will	MD	will
someday	RB	someday
come	VB	come
and	CC	and
live	VB	live
here	RB	here
too	RB	too
.	SENT	.
"	''	"
Well	RB	well
,	,	,
every	DT	every
day	NN	day
of	IN	of
my	PP$	my
life	NN	life
since	IN	since
,	,	,
"	''	"
Tomorrow	NP	Tomorrow
'	POS	'
s	NN	S
Child	NN	child
"	``	"
has	VBZ	have
spoken	VBN	speak
to	TO	to
me	PP	me
with	IN	with
one	CD	one
simple	JJ	simple
but	CC	but
profound	JJ	profound
message	NN	message
,	,	,
which	WDT	which
I	PP	I
presume	VBP	presume
to	TO	to
share	VB	share
with	IN	with
you	PP	you
.	SENT	.
We	PP	we
are	VBP	be
,	,	,
each	DT	each
and	CC	and
every	DT	every
one	CD	one
,	,	,
a	DT	a
part	NN	part
of	IN	of
the	DT	the
web	NN	web
of	IN	of
life	NN	life
.	SENT	.
The	DT	the
continuum	NN	continuum
of	IN	of
humanity	NN	humanity
,	,	,
sure	RB	sure
,	,	,
but	CC	but
in	IN	in
a	DT	a
larger	JJR	large
sense	NN	sense
,	,	,
the	DT	the
web	NN	web
of	IN	of
life	NN	life
itself	PP	itself
.	SENT	.
And	CC	and
we	PP	we
have	VBP	have
a	DT	a
choice	NN	choice
to	TO	to
make	VB	make
during	IN	during
our	PP$	our
brief	JJ	brief
,	,	,
brief	JJ	brief
visit	NN	visit
to	TO	to
this	DT	this
beautiful	JJ	beautiful
blue	JJ	blue
and	CC	and
green	JJ	green
living	VBG	live
planet	NN	planet
:	:	:
to	TO	to
hurt	VB	hurt
it	PP	it
or	CC	or
to	TO	to
help	VB	help
it	PP	it
.	SENT	.
For	IN	for
you	PP	you
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
your	PP$	your
call	NN	call
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
