Back	RB	back
,	,	,
you	PP	you
get	VBP	get
an	DT	an
overall	JJ	overall
score	NN	score
between	IN	between
zero	CD	zero
and	CC	and
a	DT	a
hundred	CD	hundred
.	SENT	.
And	CC	and
so	RB	so
because	IN	because
this	DT	this
is	VBZ	be
TEDxExeter	NP	TEDxExeter
,	,	,
I	PP	I
thought	VBD	think
we	PP	we
would	MD	would
have	VB	have
a	DT	a
quick	JJ	quick
look	NN	look
at	IN	at
the	DT	the
quiz	NN	quiz
for	IN	for
the	DT	the
first	JJ	first
few	JJ	few
questions	NNS	question
of	IN	of
Exeter	NP	Exeter
.	SENT	.
And	CC	and
so	RB	so
the	DT	the
first	JJ	first
question	NN	question
is	VBZ	be
:	:	:
For	IN	for
every	DT	every
100	CD	@card@
people	NNS	people
,	,	,
how	WRB	how
many	JJ	many
are	VBP	be
aged	VBN	age
under	IN	under
16	CD	@card@
?	SENT	?
Now	RB	now
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
Exeter	NP	Exeter
very	RB	very
well	RB	well
at	IN	at
all	DT	all
,	,	,
so	RB	so
I	PP	I
had	VBD	have
a	DT	a
guess	NN	guess
at	IN	at
this	DT	this
,	,	,
but	CC	but
it	PP	it
gives	VBZ	give
you	PP	you
an	DT	an
idea	NN	idea
of	IN	of
how	WRB	how
this	DT	this
quiz	NN	quiz
works	VBZ	work
.	SENT	.
You	PP	you
drag	VBP	drag
the	DT	the
slider	NN	<unknown>
to	TO	to
highlight	VB	highlight
your	PP$	your
icons	NNS	icon
,	,	,
and	CC	and
then	RB	then
just	RB	just
click	VB	click
"	``	"
Submit	VB	submit
"	''	"
to	TO	to
answer	VB	answer
,	,	,
and	CC	and
we	PP	we
animate	VBP	animate
away	RB	away
the	DT	the
difference	NN	difference
between	IN	between
your	PP$	your
answer	NN	answer
and	CC	and
reality	NN	reality
.	SENT	.
And	CC	and
it	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
I	PP	I
was	VBD	be
a	DT	a
pretty	RB	pretty
terrible	JJ	terrible
guess	NN	guess
:	:	:
five	CD	five
.	SENT	.
How	WRB	how
about	RB	about
the	DT	the
next	JJ	next
question	NN	question
?	SENT	?
This	DT	this
is	VBZ	be
asking	VBG	ask
about	IN	about
what	WP	what
the	DT	the
average	JJ	average
age	NN	age
is	VBZ	be
,	,	,
so	RB	so
the	DT	the
age	NN	age
at	IN	at
which	WDT	which
half	NN	half
the	DT	the
population	NN	population
are	VBP	be
younger	JJR	young
and	CC	and
half	PDT	half
the	DT	the
population	NN	population
are	VBP	be
older	JJR	old
.	SENT	.
And	CC	and
I	PP	I
thought	VBD	think
35	NP	@card@
â	NP	<unknown>
that	WDT	that
sounds	VBZ	sound
middle-aged	JJ	middle-aged
to	TO	to
me	PP	me
.	SENT	.
Actually	RB	actually
,	,	,
in	IN	in
Exeter	NP	Exeter
,	,	,
it	PP	it
'	POS	'
s	NN	S
incredibly	RB	incredibly
young	JJ	young
,	,	,
and	CC	and
I	PP	I
had	VBD	have
underestimated	VBN	underestimate
the	DT	the
impact	NN	impact
of	IN	of
the	DT	the
university	NN	university
in	IN	in
this	DT	this
area	NN	area
.	SENT	.
The	DT	the
questions	NNS	question
get	VBP	get
harder	JJR	hard
as	IN	as
you	PP	you
go	VBP	go
through	RP	through
.	SENT	.
So	IN	so
this	DT	this
one	CD	one
'	POS	'
s	NN	S
now	RB	now
asking	VBG	ask
about	IN	about
homeownership	NN	homeownership
:	:	:
For	IN	for
every	DT	every
100	CD	@card@
households	NNS	household
,	,	,
how	WRB	how
many	JJ	many
are	VBP	be
owned	VBN	own
with	IN	with
a	DT	a
mortgage	NN	mortgage
or	CC	or
loan	NN	loan
?	SENT	?
And	CC	and
I	PP	I
hedged	VBD	hedge
my	PP$	my
bets	NNS	bet
here	RB	here
,	,	,
because	IN	because
I	PP	I
didn	NN	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
be	VB	be
more	JJR	more
than	IN	than
50	CD	@card@
out	RB	out
on	IN	on
the	DT	the
answer	NN	answer
.	SENT	.
And	CC	and
actually	RB	actually
,	,	,
these	DT	these
get	VBP	get
harder	RBR	harder
,	,	,
these	DT	these
questions	NNS	question
,	,	,
because	IN	because
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
in	IN	in
an	DT	an
area	NN	area
,	,	,
when	WRB	when
you	PP	you
'	POS	'
re	NN	re
in	IN	in
a	DT	a
community	NN	community
,	,	,
things	NNS	thing
like	IN	like
age	NN	age
â	NP	<unknown>
there	EX	there
are	VBP	be
clues	NNS	clue
to	TO	to
whether	IN	whether
a	DT	a
population	NN	population
is	VBZ	be
old	JJ	old
or	CC	or
young	JJ	young
.	SENT	.
Just	RB	just
by	IN	by
looking	VBG	look
around	RP	around
the	DT	the
area	NN	area
,	,	,
you	PP	you
can	MD	can
see	VB	see
it	PP	it
.	SENT	.
Something	NN	something
like	IN	like
homeownership	NN	homeownership
is	VBZ	be
much	RB	much
more	RBR	more
difficult	JJ	difficult
to	TO	to
see	VB	see
,	,	,
so	RB	so
we	PP	we
revert	VBP	revert
to	TO	to
our	PP$	our
own	JJ	own
heuristics	NNS	heuristic
,	,	,
our	PP$	our
own	JJ	own
biases	NNS	bias
about	IN	about
how	WRB	how
many	JJ	many
people	NNS	people
we	PP	we
think	VBP	think
own	VB	own
their	PP$	their
own	JJ	own
homes	NNS	home
.	SENT	.
Now	RB	now
the	DT	the
truth	NN	truth
is	VBZ	be
,	,	,
when	WRB	when
we	PP	we
published	VBD	publish
this	DT	this
quiz	NN	quiz
,	,	,
the	DT	the
census	NN	census
data	NNS	datum
that	IN	that
it	PP	it
'	POS	'
s	NN	S
based	VBD	base
on	IN	on
was	VBD	be
already	RB	already
a	DT	a
few	JJ	few
years	NNS	year
old	JJ	old
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
online	JJ	online
applications	NNS	application
that	WDT	that
allow	VBP	allow
you	PP	you
to	TO	to
put	VB	put
in	IN	in
a	DT	a
post	NN	post
code	NN	code
and	CC	and
get	VB	get
statistics	NNS	statistic
back	RB	back
for	IN	for
years	NNS	year
.	SENT	.
So	RB	so
in	IN	in
some	DT	some
senses	NNS	sense
,	,	,
this	DT	this
was	VBD	be
all	RB	all
a	DT	a
little	JJ	little
bit	NN	bit
old	JJ	old
and	CC	and
not	RB	not
necessarily	RB	necessarily
new	JJ	new
.	SENT	.
But	CC	but
I	PP	I
was	VBD	be
interested	JJ	interested
to	TO	to
see	VB	see
what	WP	what
reaction	NN	reaction
we	PP	we
might	MD	might
get	VB	get
by	IN	by
gamifying	VBG	<unknown>
the	DT	the
data	NNS	datum
in	IN	in
the	DT	the
way	NN	way
that	IN	that
we	PP	we
have	VBP	have
,	,	,
by	IN	by
using	VBG	use
animation	NN	animation
and	CC	and
playing	VBG	play
on	IN	on
the	DT	the
fact	NN	fact
that	IN	that
people	NNS	people
have	VBP	have
their	PP$	their
own	JJ	own
preconceptions	NNS	preconception
.	SENT	.
It	PP	it
turns	VBZ	turn
out	RP	out
,	,	,
the	DT	the
reaction	NN	reaction
was	VBD	be
,	,	,
um	NNS	<unknown>
.	SENT	.
.	SENT	.
.	SENT	.
was	VBD	be
more	JJR	more
than	IN	than
I	PP	I
could	MD	could
have	VB	have
hoped	VBN	hope
for	IN	for
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
long-held	JJ	long-held
ambition	NN	ambition
of	IN	of
mine	NN	mine
to	TO	to
bring	VB	bring
down	RP	down
a	DT	a
statistics	NNS	statistic
website	NN	website
due	JJ	due
to	TO	to
public	JJ	public
demand	NN	demand
.	SENT	.
This	DT	this
URL	NP	URL
contains	VBZ	contain
the	DT	the
words	NNS	word
"	''	"
statistics	NNS	statistic
,	,	,
"	''	"
"	``	"
gov	NP	Gov
"	''	"
and	CC	and
"	``	"
UK	NP	UK
,	,	,
"	''	"
which	WDT	which
are	VBP	be
three	CD	three
of	IN	of
people	NNS	people
'	POS	'
s	JJ	<unknown>
least	JJS	least
favorite	JJ	favorite
words	NNS	word
in	IN	in
a	DT	a
URL	NN	URL
.	SENT	.
And	CC	and
the	DT	the
amazing	JJ	amazing
thing	NN	thing
about	IN	about
this	DT	this
was	VBD	be
that	IN	that
the	DT	the
website	NN	website
came	VBD	come
down	RP	down
at	IN	at
quarter	NN	quarter
to	TO	to
10	CD	@card@
at	IN	at
night	NN	night
,	,	,
because	IN	because
people	NNS	people
were	VBD	be
actually	RB	actually
engaging	VBG	engage
with	IN	with
this	DT	this
data	NNS	datum
of	IN	of
their	PP$	their
own	JJ	own
free	JJ	free
will	NN	will
,	,	,
using	VBG	use
their	PP$	their
own	JJ	own
personal	JJ	personal
time	NN	time
.	SENT	.
I	PP	I
was	VBD	be
very	RB	very
interested	JJ	interested
to	TO	to
see	VB	see
that	IN	that
we	PP	we
got	VBD	get
something	NN	something
like	IN	like
a	DT	a
quarter	NN	quarter
of	IN	of
a	DT	a
million	CD	million
people	NNS	people
playing	VBG	play
the	DT	the
quiz	NN	quiz
within	IN	within
the	DT	the
space	NN	space
of	IN	of
48	CD	@card@
hours	NNS	hour
of	IN	of
launching	VBG	launch
it	PP	it
.	SENT	.
And	CC	and
it	PP	it
sparked	VBD	spark
an	DT	an
enormous	JJ	enormous
discussion	NN	discussion
online	JJ	online
,	,	,
on	IN	on
social	JJ	social
media	NNS	medium
,	,	,
which	WDT	which
was	VBD	be
largely	RB	largely
dominated	VBN	dominate
by	IN	by
people	NNS	people
having	VBG	have
fun	NN	fun
with	IN	with
their	PP$	their
misconceptions	NNS	misconception
,	,	,
which	WDT	which
is	VBZ	be
something	NN	something
that	IN	that
I	PP	I
couldn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
hoped	VBN	hope
for	IN	for
any	DT	any
better	JJR	good
,	,	,
in	IN	in
some	DT	some
respects	NNS	respect
.	SENT	.
I	PP	I
also	RB	also
liked	VBD	like
the	DT	the
fact	NN	fact
that	IN	that
people	NNS	people
started	VBD	start
sending	VBG	send
it	PP	it
to	TO	to
politicians	NNS	politician
.	SENT	.
How	WRB	how
well	RB	well
do	VB	do
you	PP	you
know	VB	know
the	DT	the
area	NN	area
you	PP	you
claim	VBP	claim
to	TO	to
represent	VB	represent
?	SENT	?
And	CC	and
then	RB	then
just	RB	just
to	TO	to
finish	VB	finish
,	,	,
going	VBG	go
back	RB	back
to	TO	to
the	DT	the
two	CD	two
kinds	NNS	kind
of	IN	of
people	NNS	people
,	,	,
I	PP	I
thought	VBD	think
it	PP	it
would	MD	would
be	VB	be
really	RB	really
interesting	JJ	interesting
to	TO	to
see	VB	see
how	WRB	how
people	NNS	people
who	WP	who
are	VBP	be
good	JJ	good
with	IN	with
numbers	NNS	number
would	MD	would
do	VB	do
on	IN	on
this	DT	this
quiz	NN	quiz
.	SENT	.
The	DT	the
national	JJ	national
statistician	NN	statistician
of	IN	of
England	NP	England
and	CC	and
Wales	NP	Wales
,	,	,
John	NP	John
Pullinger	NP	Pullinger
,	,	,
you	PP	you
would	MD	would
expect	VB	expect
he	PP	he
would	MD	would
be	VB	be
pretty	RB	pretty
good	JJ	good
.	SENT	.
He	PP	he
got	VBD	get
44	CD	@card@
for	IN	for
his	PP$	his
own	JJ	own
area	NN	area
.	SENT	.
Jeremy	NP	Jeremy
Paxman	NP	Paxman
â	NP	<unknown>
admittedly	RB	admittedly
,	,	,
after	IN	after
a	DT	a
glass	NN	glass
of	IN	of
wine	NN	wine
â	NP	<unknown>
36	CD	@card@
.	SENT	.
Even	RB	even
worse	JJR	bad
.	SENT	.
It	PP	it
just	RB	just
shows	VBZ	show
you	PP	you
that	IN	that
the	DT	the
numbers	NNS	number
can	MD	can
inspire	VB	inspire
us	PP	us
all	DT	all
.	SENT	.
They	PP	they
can	MD	can
surprise	VB	surprise
us	PP	us
all	DT	all
.	SENT	.
So	RB	so
very	RB	very
often	RB	often
,	,	,
we	PP	we
talk	VBP	talk
about	IN	about
statistics	NNS	statistic
as	IN	as
being	VBG	be
the	DT	the
science	NN	science
of	IN	of
uncertainty	NN	uncertainty
.	SENT	.
My	PP$	my
parting	NN	parting
thought	VBD	think
for	IN	for
today	NN	today
is	VBZ	be
:	:	:
actually	RB	actually
,	,	,
statistics	NNS	statistic
is	VBZ	be
the	DT	the
science	NN	science
of	IN	of
us	PP	us
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
we	PP	we
should	MD	should
be	VB	be
fascinated	VBN	fascinate
by	IN	by
numbers	NNS	number
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
