Pat	NP	Pat
people	NNS	people
.	SENT	.
We	PP	we
need	VBP	need
to	TO	to
continually	RB	continually
be	VB	be
students	NNS	student
,	,	,
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
why	WRB	why
everybody	NN	everybody
'	POS	'
s	NN	S
here	RB	here
,	,	,
continuing	VBG	continue
to	TO	to
learn	VB	learn
,	,	,
continuing	VBG	continue
to	TO	to
listen	VB	listen
and	CC	and
explore	VB	explore
.	SENT	.
And	CC	and
so	RB	so
,	,	,
there	EX	there
was	VBD	be
so	RB	so
much	JJ	much
in	IN	in
the	DT	the
book	NN	book
that	IN	that
I	PP	I
maybe	RB	maybe
knew	VBD	know
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
,	,	,
or	CC	or
I	PP	I
hadn	NN	<unknown>
'	POS	'
t	NN	t
made	VBD	make
connections	NNS	connection
to	TO	to
.	SENT	.
But	CC	but
almost	RB	almost
every	DT	every
single	JJ	single
thing	NN	thing
about	IN	about
the	DT	the
Dalit	NP	<unknown>
people	NNS	people
in	IN	in
India	NP	India
,	,	,
I	PP	I
had	VBD	have
never	RB	never
heard	VBN	hear
about	RB	about
.	SENT	.
I	PP	I
had	VBD	have
heard	VBN	hear
about	IN	about
"	``	"
untouchables	NNS	untouchable
"	''	"
in	IN	in
India	NP	India
,	,	,
but	CC	but
I	PP	I
thought	VBD	think
that	WDT	that
was	VBD	be
,	,	,
like	VB	like
,	,	,
in	IN	in
feudal	JJ	feudal
,	,	,
ancient	JJ	ancient
India	NP	India
,	,	,
not	RB	not
happening	VBG	happen
now	RB	now
,	,	,
in	IN	in
the	DT	the
ways	NNS	way
that	IN	that
it	PP	it
is	VBZ	be
.	SENT	.
So	RB	so
we	PP	we
explore	VBP	explore
that	IN	that
in	IN	in
the	DT	the
film	NN	film
,	,	,
one	CD	one
of	IN	of
the	DT	the
many	JJ	many
things	NNS	thing
that	WDT	that
,	,	,
hopefully	RB	hopefully
,	,	,
folks	NNS	folk
will	MD	will
take	VB	take
away	RB	away
.	SENT	.
PM	NN	pm
:	:	:
There	EX	there
'	''	'
s	NN	S
so	IN	so
many	JJ	many
things	NNS	thing
that	IN	that
you	PP	you
take	VBP	take
away	RB	away
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
true	JJ	true
of	IN	of
all	DT	all
of	IN	of
your	PP$	your
work	NN	work
.	SENT	.
Ava	NP	Ava
,	,	,
I	PP	I
always	RB	always
feel	VBP	feel
that	IN	that
there	EX	there
'	''	'
s	VBG	<unknown>
some	DT	some
revelatory	JJ	revelatory
truth	NN	truth
that	WDT	that
comes	VBZ	come
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	NN	S
"	``	"
13th	JJ	13th
,	,	,
"	''	"
or	CC	or
"	``	"
When	WRB	when
They	PP	they
See	VB	see
Us	PP	us
"	''	"
--	:	--
AD	NN	ad
:	:	:
You	PP	you
were	VBD	be
the	DT	the
one	CD	one
who	WP	who
watched	VBD	watch
it	PP	it
,	,	,
thank	VB	thank
you	PP	you
,	,	,
ma	NN	ma
'	''	'
am	VBP	be
.	SENT	.
PM	NN	pm
:	:	:
Alright	RB	alright
,	,	,
"	``	"
Selma	NP	Selma
"	''	"
--	:	--
AD	NN	ad
:	:	:
Somebody	NN	somebody
said	VBD	say
"	``	"
Queen	NP	Queen
Sugar	NP	Sugar
"	''	"
?	SENT	?
Hey	UH	hey
.	SENT	.
PM	NN	pm
:	:	:
That	WDT	that
was	VBD	be
my	PP$	my
next	JJ	next
name	NN	name
.	SENT	.
AD	NN	ad
:	:	:
She	PP	she
knows	VBZ	know
,	,	,
Pat	NP	Pat
knows	VBZ	know
"	``	"
Queen	NP	Queen
Sugar	NP	Sugar
.	SENT	.
"	``	"
AD	NN	ad
:	:	:
I	PP	I
know	VBP	know
you	PP	you
do	VBP	do
.	SENT	.
PM	NN	pm
:	:	:
Absolutely	RB	absolutely
.	SENT	.
PM	NN	pm
:	:	:
But	CC	but
that	WDT	that
seems	VBZ	seem
to	TO	to
be	VB	be
at	IN	at
the	DT	the
core	NN	core
,	,	,
that	WDT	that
'	POS	'
s	JJ	<unknown>
something	NN	something
you	PP	you
would	MD	would
say	VB	say
about	IN	about
an	DT	an
Ava	NP	Ava
Duvernay	NP	<unknown>
work	NN	work
,	,	,
right	RB	right
?	SENT	?
AD	NN	ad
:	:	:
I	PP	I
hope	VBP	hope
so	RB	so
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
really	RB	really
just	RB	just
making	VBG	make
what	WP	what
I	PP	I
'	POS	'
m	NN	m
interested	JJ	interested
in	IN	in
,	,	,
what	WP	what
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
,	,	,
and	CC	and
trying	VBG	try
to	TO	to
pass	VB	pass
it	PP	it
along	RP	along
.	SENT	.
When	WRB	when
I	PP	I
learned	VBD	learn
the	DT	the
information	NN	information
on	IN	on
"	``	"
13th	JJ	13th
,	,	,
"	''	"
I	PP	I
wanted	VBD	want
to	TO	to
share	VB	share
it	PP	it
.	SENT	.
When	WRB	when
I	PP	I
understood	VBD	understand
what	WP	what
was	VBD	be
happening	VBG	happen
with	IN	with
Black	JJ	Black
farmers	NNS	farmer
in	IN	in
this	DT	this
country	NN	country
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
make	VB	make
"	``	"
Queen	NP	Queen
Sugar	NP	Sugar
"	''	"
and	CC	and
everything	NN	everything
that	RB	that
'	POS	'
s	NN	S
within	IN	within
it	PP	it
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
a	DT	a
voracious	JJ	voracious
reader	NN	reader
who	WP	who
will	MD	will
then	RB	then
go	VB	go
make	VB	make
a	DT	a
movie	NN	movie
about	IN	about
it	PP	it
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
a	DT	a
beautiful	JJ	beautiful
way	NN	way
to	TO	to
further	VB	further
our	PP$	our
knowledge	NN	knowledge
,	,	,
because	IN	because
I	PP	I
believe	VBP	believe
images	NNS	image
embed	VB	embed
themselves	PP	themselves
in	IN	in
our	PP$	our
imagination	NN	imagination
in	IN	in
a	DT	a
way	NN	way
that	IN	that
words	NNS	word
alone	RB	alone
don	VBP	don
'	POS	'
t	NN	t
.	SENT	.
We	PP	we
think	VBP	think
in	IN	in
picture	NN	picture
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
Your	PP$	your
memories	NNS	memory
are	VBP	be
pictures	NNS	picture
.	SENT	.
And	CC	and
so	RB	so
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
approximate	VB	approximate
that	IN	that
,	,	,
to	TO	to
render	VB	render
that	IN	that
in	IN	in
film	NN	film
,	,	,
is	VBZ	be
such	PDT	such
an	DT	an
honor	NN	honor
that	IN	that
,	,	,
when	WRB	when
I	PP	I
first	RB	first
was	VBD	be
able	JJ	able
to	TO	to
do	VB	do
it	PP	it
and	CC	and
show	VB	show
my	PP$	my
work	NN	work
in	IN	in
a	DT	a
theater	NN	theater
like	IN	like
this	DT	this
and	CC	and
watch	VBP	watch
the	DT	the
back	NN	back
of	IN	of
people	NNS	people
'	POS	'
s	NN	S
heads	VBZ	head
as	IN	as
they	PP	they
were	VBD	be
watching	VBG	watch
the	DT	the
screen	NN	screen
and	CC	and
understand	VB	understand
that	DT	that
emotion	NN	emotion
was	VBD	be
coming	VBG	come
from	IN	from
the	DT	the
images	NNS	image
that	IN	that
I	PP	I
made	VBD	make
,	,	,
it	PP	it
was	VBD	be
highly	RB	highly
addictive	JJ	addictive
and	CC	and
something	NN	something
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
never	RB	never
gotten	VBN	get
over	RP	over
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
one	CD	one
of	IN	of
the	DT	the
other	JJ	other
characteristics	NNS	characteristic
of	IN	of
everything	NN	everything
you	PP	you
'	POS	'
ve	NNS	<unknown>
done	VBN	do
,	,	,
as	IN	as
you	PP	you
'	POS	'
ve	NN	ve
moved	VBD	move
and	CC	and
journeyed	VBD	journey
through	IN	through
Hollywood	NP	Hollywood
'	POS	'
s	JJ	<unknown>
power	NN	power
systems	NNS	system
to	TO	to
become	VB	become
one	CD	one
of	IN	of
its	PP$	its
most	RBS	most
admired	VBN	admire
people	NNS	people
and	CC	and
one	CD	one
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
most	RBS	most
admired	VBN	admire
talents	NNS	talent
,	,	,
Ava	NP	Ava
,	,	,
is	VBZ	be
that	IN	that
you	PP	you
have	VBP	have
also	RB	also
brought	VBN	bring
other	JJ	other
people	NNS	people
with	IN	with
you	PP	you
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
just	RB	just
enough	RB	enough
that	IN	that
you	PP	you
made	VBD	make
the	DT	the
journey	NN	journey
to	TO	to
the	DT	the
top	NN	top
.	SENT	.
AD	NN	ad
:	:	:
Because	IN	because
that	DT	that
'	''	'
s	NNS	<unknown>
not	RB	not
fun	NN	fun
.	SENT	.
Do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
there	RB	there
by	IN	by
yourself	PP	yourself
?	SENT	?
Right	RB	right
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
not	RB	not
fun	NN	fun
.	SENT	.
PM	NN	pm
:	:	:
But	CC	but
you	PP	you
actualized	VBD	actualize
that	IN	that
in	IN	in
creating	VBG	create
your	PP$	your
own	JJ	own
studio	NN	studio
.	SENT	.
Talk	VB	talk
to	TO	to
us	PP	us
about	IN	about
ARRAY	NN	array
,	,	,
what	WDT	what
its	PP$	its
purpose	NN	purpose
is	VBZ	be
and	CC	and
what	WP	what
it	PP	it
has	VBZ	have
done	VBN	do
for	IN	for
people	NNS	people
of	IN	of
color	NN	color
in	IN	in
the	DT	the
film	NN	film
industry	NN	industry
.	SENT	.
AD	NN	ad
:	:	:
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
handmade	JJ	handmade
,	,	,
homemade	JJ	homemade
space	NN	space
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
mom-and-pop	JJ	mom-and-pop
stores	NNS	store
,	,	,
this	DT	this
is	VBZ	be
just	RB	just
a	DT	a
mom	NN	mom
store	NN	store
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
place	NN	place
where	WRB	where
we	PP	we
make	VBP	make
what	WP	what
we	PP	we
want	VBP	want
to	TO	to
make	VB	make
,	,	,
we	PP	we
say	VBP	say
what	WP	what
we	PP	we
want	VBP	want
to	TO	to
say	VB	say
,	,	,
we	PP	we
educate	VBP	educate
ourselves	PP	ourselves
and	CC	and
other	JJ	other
people	NNS	people
,	,	,
we	PP	we
congregate	VBP	congregate
around	RP	around
ideas	NNS	idea
and	CC	and
images	NNS	image
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
really	RB	really
community	NN	community
.	SENT	.
I	PP	I
found	VBD	find
that	IN	that
it	PP	it
'	POS	'
s	NN	S
just	RB	just
boring	JJ	boring
by	IN	by
yourself	PP	yourself
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
as	IN	as
much	JJ	much
fun	NN	fun
to	TO	to
be	VB	be
on	IN	on
the	DT	the
red	JJ	red
carpet	NN	carpet
,	,	,
the	DT	the
awards	NNS	award
show	NN	show
,	,	,
all	PDT	all
those	DT	those
things	NNS	thing
are	VBP	be
not	RB	not
as	RB	as
much	JJ	much
fun	NN	fun
as	IN	as
being	VBG	be
able	JJ	able
to	TO	to
sit	VB	sit
in	IN	in
a	DT	a
theater	NN	theater
and	CC	and
watch	VB	watch
a	DT	a
movie	NN	movie
with	IN	with
folks	NNS	folk
who	WP	who
are	VBP	be
able	JJ	able
to	TO	to
see	VB	see
the	DT	the
movie	NN	movie
for	IN	for
free	JJ	free
or	CC	or
discuss	VB	discuss
a	DT	a
film	NN	film
or	CC	or
talk	NN	talk
about	IN	about
ideas	NNS	idea
or	CC	or
to	TO	to
listen	VB	listen
to	TO	to
a	DT	a
lecture	NN	lecture
.	SENT	.
So	RB	so
we	PP	we
have	VBP	have
a	DT	a
small	JJ	small
campus	NN	campus
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
that	WDT	that
is	VBZ	be
a	DT	a
community	NN	community
space	NN	space
,	,	,
that	WDT	that
has	VBZ	have
a	DT	a
small	JJ	small
theater	NN	theater
.	SENT	.
And	CC	and
we	PP	we
just	RB	just
invite	VB	invite
people	NNS	people
to	TO	to
come	VB	come
in	RP	in
and	CC	and
out	RP	out
and	CC	and
share	VB	share
their	PP$	their
imagination	NN	imagination
and	CC	and
their	PP$	their
ideas	NNS	idea
with	IN	with
us	PP	us
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	NN	ve
created	VBD	create
ARRAY	NN	array
Crew	NP	Crew
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
database	NN	database
so	IN	so
that	DT	that
people	NNS	people
of	IN	of
color	NN	color
,	,	,
women	NNS	woman
of	IN	of
all	DT	all
kinds	NNS	kind
,	,	,
older	JJR	old
people	NNS	people
,	,	,
people	NNS	people
who	WP	who
are	VBP	be
kind	NN	kind
of	IN	of
"	``	"
aged	VBN	age
out	RP	out
"	''	"
of	IN	of
our	PP$	our
industry	NN	industry
and	CC	and
no	RB	no
longer	RBR	longer
called	VBN	call
for	IN	for
crew	NN	crew
jobs	NNS	job
,	,	,
they	PP	they
'	POS	'
re	NN	re
all	RB	all
in	IN	in
a	DT	a
database	NN	database
.	SENT	.
All	DT	all
of	IN	of
the	DT	the
people	NNS	people
that	WDT	that
are	VBP	be
outside	JJ	outside
of	IN	of
the	DT	the
box	NN	box
,	,	,
you	PP	you
can	MD	can
find	VB	find
them	PP	them
and	CC	and
you	PP	you
can	MD	can
hire	VB	hire
them	PP	them
.	SENT	.
On	IN	on
"	``	"
Queen	NP	Queen
Sugar	NP	Sugar
,	,	,
"	''	"
we	PP	we
hired	VBD	hire
all	DT	all
women	NNS	woman
directors	NNS	director
for	IN	for
seven	CD	seven
seasons	NNS	season
.	SENT	.
Whenever	WRB	whenever
you	PP	you
'	POS	'
re	NN	re
doing	VBG	do
the	DT	the
work	NN	work
,	,	,
you	PP	you
'	POS	'
re	NN	re
just	RB	just
finding	VBG	find
ways	NNS	way
--	:	--
Thank	VB	thank
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
just	RB	just
finding	VBG	find
ways	NNS	way
to	TO	to
have	VB	have
good	JJ	good
people	NNS	people
around	RB	around
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
as	RB	as
simple	JJ	simple
as	IN	as
that	DT	that
.	SENT	.
PM	NN	pm
:	:	:
And	CC	and
to	TO	to
show	VB	show
up	RP	up
for	IN	for
other	JJ	other
people	NNS	people
,	,	,
which	WDT	which
you	PP	you
have	VBP	have
clearly	RB	clearly
done	VBN	do
,	,	,
as	IN	as
a	DT	a
role	NN	role
model	NN	model
,	,	,
clearly	RB	clearly
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
that	IN	that
you	PP	you
value	VBP	value
that	RB	that
.	SENT	.
You	PP	you
value	VBP	value
the	DT	the
mentors	NNS	mentor
who	WP	who
have	VBP	have
been	VBN	be
in	IN	in
your	PP$	your
life	NN	life
and	CC	and
the	DT	the
mentorship	NN	<unknown>
that	IN	that
you	PP	you
'	POS	'
ve	NN	ve
offered	VBD	offer
to	TO	to
others	NNS	other
.	SENT	.
And	CC	and
recently	RB	recently
,	,	,
you	PP	you
brought	VBD	bring
back	RB	back
one	CD	one
of	IN	of
your	PP$	your
early	JJ	early
mentors	NNS	mentor
,	,	,
someone	NN	someone
who	WP	who
had	VBD	have
inspired	VBN	inspire
you	PP	you
,	,	,
around	IN	around
a	DT	a
concept	NN	concept
that	IN	that
I	PP	I
found	VBD	find
fascinating	JJ	fascinating
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
d	NN	d
love	VBP	love
you	PP	you
to	TO	to
talk	VB	talk
about	IN	about
it	PP	it
a	DT	a
bit	NN	bit
,	,	,
the	DT	the
idea	NN	idea
that	IN	that
what	WP	what
we	PP	we
all	RB	all
need	VBP	need
to	TO	to
find	VB	find
is	VBZ	be
our	PP$	our
"	``	"
liberated	JJ	liberated
territory	NN	territory
.	SENT	.
"	''	"
AD	NN	ad
:	:	:
Yes	UH	yes
.	SENT	.
PM	NP	PM
:	:	:
What	WP	what
is	VBZ	be
that	RB	that
?	SENT	?
AD	NN	ad
:	:	:
So	RB	so
I	PP	I
don	VB	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
anyone	NN	anyone
here	RB	here
knows	VBZ	know
Haile	NP	Haile
Gerima	NP	<unknown>
.	SENT	.
An	DT	an
extraordinary	JJ	extraordinary
filmmaker	NN	filmmaker
,	,	,
Ethiopian-born	JJ	<unknown>
,	,	,
who	WP	who
studied	VBD	study
at	IN	at
UCLA	NP	UCLA
,	,	,
went	VBD	go
on	RP	on
to	TO	to
be	VB	be
a	DT	a
professor	NN	professor
of	IN	of
film	NN	film
and	CC	and
art	NN	art
at	IN	at
Howard	NP	Howard
University	NP	University
for	IN	for
many	JJ	many
years	NNS	year
,	,	,
has	VBZ	have
a	DT	a
small	JJ	small
bookstore	NN	bookstore
and	CC	and
café	NN	café
called	VBN	call
Sankofa	NP	<unknown>
,	,	,
named	VBN	name
after	IN	after
his	PP$	his
film	NN	film
"	``	"
Sankofa	NP	<unknown>
.	SENT	.
"	``	"
Anybody	NN	anybody
seen	VBN	see
"	``	"
Sankofa	NP	<unknown>
"	''	"
?	SENT	?
"	''	"
Sankofa	NP	<unknown>
,	,	,
"	''	"
the	DT	the
most	RBS	most
sublime	JJ	sublime
,	,	,
exquisite	JJ	exquisite
,	,	,
deeply	RB	deeply
moving	VBG	move
,	,	,
nuanced	JJ	nuanced
rendering	NN	rendering
of	IN	of
any	DT	any
depiction	NN	depiction
of	IN	of
slavery	NN	slavery
of	IN	of
African	JJ	African
people	NNS	people
ever	RB	ever
made	VBN	make
,	,	,
in	IN	in
my	PP$	my
opinion	NN	opinion
.	SENT	.
Now	RB	now
on	IN	on
Netflix	NP	<unknown>
,	,	,
distributed	VBN	distribute
by	IN	by
ARRAY	NN	array
.	SENT	.
And	CC	and
he	PP	he
has	VBZ	have
this	DT	this
idea	NN	idea
,	,	,
that	WDT	that
in	IN	in
order	NN	order
to	TO	to
thrive	VB	thrive
,	,	,
not	RB	not
just	RB	just
as	IN	as
an	DT	an
artist	NN	artist
,	,	,
but	CC	but
as	IN	as
a	DT	a
person	NN	person
,	,	,
you	PP	you
must	MD	must
find	VB	find
and	CC	and
claim	VB	claim
your	PP$	your
liberated	JJ	liberated
territory	NN	territory
.	SENT	.
So	RB	so
for	IN	for
him	PP	him
,	,	,
it	PP	it
was	VBD	be
that	DT	that
bookstore	NN	bookstore
,	,	,
Sankofa	NP	<unknown>
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
my	PP$	my
space	NN	space
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
I	PP	I
work	VBP	work
.	SENT	.
This	DT	this
is	VBZ	be
my	PP$	my
physical	JJ	physical
space	NN	space
where	WRB	where
I	PP	I
can	MD	can
be	VB	be
courageous	JJ	courageous
,	,	,
where	WRB	where
I	PP	I
can	MD	can
dream	VB	dream
and	CC	and
fulfill	VB	fulfill
those	DT	those
dreams	NNS	dream
within	IN	within
my	PP$	my
own	JJ	own
mind	NN	mind
,	,	,
my	PP$	my
own	JJ	own
heart	NN	heart
and	CC	and
with	IN	with
my	PP$	my
own	JJ	own
hands	NNS	hand
.	SENT	.
"	``	"
So	RB	so
I	PP	I
duplicated	VBD	duplicate
that	IN	that
,	,	,
and	CC	and
made	VBD	make
our	PP$	our
ARRAY	NN	array
Campus	NP	Campus
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
very	RB	very
much	RB	much
modeled	VBN	model
after	IN	after
that	DT	that
.	SENT	.
But	CC	but
I	PP	I
continue	VBP	continue
to	TO	to
think	VB	think
about	IN	about
liberated	JJ	liberated
territory	NN	territory
in	IN	in
other	JJ	other
ways	NNS	way
,	,	,
because	IN	because
what	WP	what
if	IN	if
you	PP	you
aren	NNS	<unknown>
'	POS	'
t	NN	t
a	DT	a
filmmaker	NP	filmmaker
,	,	,
what	WP	what
if	IN	if
you	PP	you
can	MD	can
'	''	'
t	NN	t
have	VBP	have
these	DT	these
buildings	NNS	building
,	,	,
what	WP	what
is	VBZ	be
the	DT	the
liberated	JJ	liberated
territory	NN	territory
?	SENT	?
The	DT	the
space	NN	space
where	WRB	where
you	PP	you
feel	VBP	feel
the	DT	the
most	RBS	most
courageous	JJ	courageous
.	SENT	.
Doesn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
have	VBP	have
to	TO	to
be	VB	be
a	DT	a
physical	JJ	physical
space	NN	space
.	SENT	.
It	PP	it
needs	VBZ	need
to	TO	to
be	VB	be
the	DT	the
space	NN	space
that	IN	that
you	PP	you
can	MD	can
go	VB	go
to	TO	to
inside	IN	inside
yourself	PP	yourself
,	,	,
that	WDT	that
is	VBZ	be
your	PP$	your
safe	JJ	safe
place	NN	place
,	,	,
where	WRB	where
you	PP	you
allow	VBP	allow
yourself	PP	yourself
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
ideate	VB	ideate
,	,	,
have	VBP	have
bad	JJ	bad
ideas	NNS	idea
,	,	,
talk	VB	talk
yourself	PP	yourself
into	IN	into
ideas	NNS	idea
,	,	,
talk	VB	talk
yourself	PP	yourself
out	RP	out
of	IN	of
that	DT	that
idea	NN	idea
.	SENT	.
And	CC	and
just	RB	just
cultivate	VB	cultivate
that	IN	that
within	IN	within
yourself	PP	yourself
.	SENT	.
So	RB	so
for	IN	for
me	PP	me
,	,	,
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
just	RB	just
the	DT	the
physical	JJ	physical
space	NN	space
,	,	,
it	PP	it
was	VBD	be
also	RB	also
freeing	VBG	free
my	PP$	my
mind	NN	mind
and	CC	and
freeing	VBG	free
up	RP	up
spaces	NNS	space
within	IN	within
me	PP	me
,	,	,
where	WRB	where
I	PP	I
said	VBD	say
,	,	,
"	``	"
This	DT	this
is	VBZ	be
my	PP$	my
liberated	JJ	liberated
territory	NN	territory
,	,	,
this	DT	this
is	VBZ	be
where	WRB	where
I	PP	I
go	VBP	go
,	,	,
this	DT	this
is	VBZ	be
my	PP$	my
time	NN	time
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
way	NN	way
I	PP	I
do	VBP	do
it	PP	it
,	,	,
to	TO	to
just	RB	just
let	VB	let
my	PP$	my
mind	NN	mind
be	VB	be
free	JJ	free
,	,	,
and	CC	and
have	VB	have
courage	NN	courage
,	,	,
have	VBP	have
courage	NN	courage
.	SENT	.
"	''	"
And	CC	and
so	IN	so
it	PP	it
doesn	NN	<unknown>
'	POS	'
t	NN	t
just	RB	just
come	VBN	come
,	,	,
you	PP	you
have	VBP	have
to	TO	to
create	VB	create
the	DT	the
right	JJ	right
conditions	NNS	condition
.	SENT	.
And	CC	and
that	DT	that
term	NN	term
,	,	,
liberated	JJ	liberated
territory	NN	territory
,	,	,
it	PP	it
stayed	VBD	stay
with	IN	with
both	DT	both
of	IN	of
us	PP	us
,	,	,
when	WRB	when
we	PP	we
talked	VBD	talk
about	IN	about
it	PP	it
.	SENT	.
PM	NP	PM
:	:	:
Yes	UH	yes
.	SENT	.
AD	NN	ad
:	:	:
And	CC	and
it	PP	it
is	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
mantra	NN	mantra
.	SENT	.
I	PP	I
found	VBD	find
mine	NN	mine
in	IN	in
film	NN	film
,	,	,
and	CC	and
the	DT	the
hope	NN	hope
is	VBZ	be
that	IN	that
we	PP	we
can	MD	can
all	RB	all
find	VB	find
ours	PP	ours
,	,	,
in	IN	in
whatever	WDT	whatever
ways	NNS	way
we	PP	we
'	POS	'
re	NN	re
able	JJ	able
to	TO	to
.	SENT	.
PM	NN	pm
:	:	:
You	PP	you
did	VBD	do
find	VB	find
yours	PP	yours
in	IN	in
film	NN	film
,	,	,
and	CC	and
because	IN	because
you	PP	you
found	VBD	find
yours	PP	yours
,	,	,
you	PP	you
'	POS	'
re	NN	re
providing	VBG	provide
liberated	JJ	liberated
territory	NN	territory
for	IN	for
many	JJ	many
of	IN	of
the	DT	the
rest	NN	rest
of	IN	of
us	PP	us
.	SENT	.
And	CC	and
I	PP	I
often	RB	often
think	VBP	think
that	IN	that
when	WRB	when
I	PP	I
look	VBP	look
at	IN	at
such	JJ	such
monumental	JJ	monumental
work	NN	work
--	:	--
and	CC	and
that	WDT	that
really	RB	really
does	VBZ	do
characterize	VB	characterize
all	DT	all
of	IN	of
your	PP$	your
work	NN	work
,	,	,
Ava	NP	Ava
--	:	--
I	PP	I
think	VBP	think
,	,	,
"	``	"
What	WP	what
could	MD	could
be	VB	be
next	JJ	next
?	SENT	?
"	''	"
AD	NN	ad
:	:	:
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
This	DT	this
is	VBZ	be
the	DT	the
first	JJ	first
time	NN	time
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
ever	RB	ever
not	RB	not
known	VBN	know
what	WP	what
my	PP$	my
next	JJ	next
project	NN	project
is	VBZ	be
,	,	,
since	IN	since
I	PP	I
started	VBD	start
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
pick	VB	pick
up	RP	up
a	DT	a
camera	NN	camera
until	IN	until
I	PP	I
was	VBD	be
32	CD	@card@
,	,	,
and	CC	and
so	RB	so
when	WRB	when
I	PP	I
got	VBD	get
the	DT	the
opportunity	NN	opportunity
to	TO	to
make	VB	make
films	NNS	film
,	,	,
I	PP	I
just	RB	just
thought	VBD	think
the	DT	the
door	NN	door
was	VBD	be
going	VBG	go
to	TO	to
close	VB	close
.	SENT	.
"	``	"
I	PP	I
need	VBP	need
to	TO	to
go	VB	go
fast	RB	fast
,	,	,
keep	VB	keep
going	VBG	go
before	IN	before
they	PP	they
figure	VBP	figure
out	RP	out
,	,	,
"	''	"
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
what	WP	what
I	PP	I
'	POS	'
m	NN	m
doing	VBG	do
.	SENT	.
"	''	"
Never	RB	never
went	VBD	go
to	TO	to
film	NN	film
school	NN	school
,	,	,
I	PP	I
just	RB	just
picked	VBD	pick
up	RP	up
the	DT	the
camera	NN	camera
,	,	,
and	CC	and
so	RB	so
I	PP	I
just	RB	just
started	VBD	start
running	VBG	run
as	RB	as
fast	RB	fast
as	IN	as
I	PP	I
can	MD	can
,	,	,
and	CC	and
this	DT	this
really	RB	really
is	VBZ	be
the	DT	the
first	JJ	first
film	NN	film
,	,	,
working	VBG	work
with	IN	with
Aunjanue	NP	<unknown>
,	,	,
working	VBG	work
with	IN	with
the	DT	the
team	NN	team
that	IN	that
I	PP	I
'	''	'
d	SYM	d
been	VBN	be
with	IN	with
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
,	,	,
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
,	,	,
at	IN	at
the	DT	the
end	NN	end
of	IN	of
this	DT	this
process	NN	process
--	:	--
we	PP	we
just	RB	just
finished	VBD	finish
the	DT	the
film	NN	film
a	DT	a
couple	NN	couple
of	IN	of
weeks	NNS	week
ago	RB	ago
--	:	--
say	VBP	say
,	,	,
"	``	"
I	PP	I
don	VBP	don
'	''	'
t	NN	t
