Anjali	NP	Anjali
proteins	NNS	protein
,	,	,
is	VBZ	be
that	IN	that
we	PP	we
'	POS	'
re	NN	re
not	RB	not
seeing	VBG	see
the	DT	the
investment	NN	investment
that	IN	that
we	PP	we
would	MD	would
need	VB	need
in	IN	in
order	NN	order
to	TO	to
make	VB	make
those	DT	those
improvements	NNS	improvement
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
over	IN	over
the	DT	the
last	JJ	last
three	CD	three
years	NNS	year
,	,	,
funding	NN	funding
has	VBZ	have
essentially	RB	essentially
halved	VBN	halve
year	NN	year
over	IN	over
year	NN	year
.	SENT	.
So	IN	so
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
kind	NN	kind
of	IN	of
insatiable	JJ	insatiable
appetite	NN	appetite
for	IN	for
meat	NN	meat
,	,	,
particularly	RB	particularly
beef	NN	beef
,	,	,
that	IN	that
we	PP	we
were	VBD	be
seeing	VBG	see
that	DT	that
demand	NN	demand
from	IN	from
all	DT	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
great	JJ	great
solutions	NNS	solution
on	IN	on
the	DT	the
horizon	NN	horizon
.	SENT	.
So	IN	so
fake	JJ	fake
meat	NN	meat
1	CD	@card@
.	SENT	.
0	CD	@card@
failed	JJ	failed
,	,	,
2	CD	@card@
.	SENT	.
0	CD	@card@
can	NN	can
'	POS	'
t	NN	t
come	VBP	come
soon	RB	soon
enough	RB	enough
,	,	,
and	CC	and
we	PP	we
really	RB	really
need	VBP	need
to	TO	to
pour	VB	pour
more	JJR	more
dollars	NNS	dollar
into	IN	into
this	DT	this
area	NN	area
to	TO	to
better	VB	better
the	DT	the
product	NN	product
and	CC	and
get	VB	get
it	PP	it
to	TO	to
the	DT	the
next	JJ	next
stage	NN	stage
.	SENT	.
DB	NP	DB
:	:	:
Although	IN	although
we	PP	we
could	MD	could
also	RB	also
just	RB	just
eat	VB	eat
less	JJR	less
beef	NN	beef
.	SENT	.
AG	NP	AG
:	:	:
Absolutely	RB	absolutely
,	,	,
and	CC	and
we	PP	we
should	MD	should
.	SENT	.
RP	NN	RP
:	:	:
That	DT	that
recommendation	NN	recommendation
there	EX	there
is	VBZ	be
so	RB	so
simple	JJ	simple
yet	CC	yet
it	PP	it
orients	VBZ	orient
towards	IN	towards
the	DT	the
gigatons	NNS	<unknown>
.	SENT	.
Like	JJ	like
,	,	,
one	CD	one
thing	NN	thing
about	IN	about
the	DT	the
Speed	NP	Speed
and	CC	and
Scale	NP	Scale
plan	NN	plan
is	VBZ	be
that	IN	that
how	WRB	how
do	VBP	do
you	PP	you
take	VB	take
all	PDT	all
the	DT	the
time	NN	time
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
tackle	VB	tackle
this	DT	this
problem	NN	problem
point	VBP	point
it	PP	it
towards	IN	towards
where	WRB	where
you	PP	you
can	MD	can
get	VB	get
the	DT	the
most	JJS	most
leverage	NN	leverage
?	SENT	?
And	CC	and
so	IN	so
you	PP	you
'	POS	'
re	NN	re
absolutely	RB	absolutely
right	RB	right
,	,	,
in	IN	in
food	NN	food
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
after	IN	after
beef	NN	beef
;	:	;
we	PP	we
eat	VBP	eat
less	JJR	less
beef	NN	beef
,	,	,
that	WDT	that
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
primary	JJ	primary
sources	NNS	source
of	IN	of
emissions	NNS	emission
in	IN	in
the	DT	the
food	NN	food
sector	NN	sector
.	SENT	.
So	RB	so
is	VBZ	be
waste	NN	waste
and	CC	and
so	RB	so
is	VBZ	be
improving	VBG	improve
soils	NNS	soil
.	SENT	.
And	CC	and
so	RB	so
yes	RB	yes
,	,	,
it	PP	it
is	VBZ	be
that	DT	that
simple	NN	simple
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
vegan	NN	vegan
.	SENT	.
Eat	VB	eat
a	DT	a
lot	NN	lot
less	JJR	less
beef	NN	beef
.	SENT	.
DB	NP	DB
:	:	:
So	RB	so
what	WP	what
can	MD	can
we	PP	we
learn	VB	learn
from	IN	from
the	DT	the
success	NN	success
stories	NNS	story
?	SENT	?
You	PP	you
mentioned	VBD	mention
EVs	NP	EV
.	SENT	.
AG	NP	AG
:	:	:
The	DT	the
best	JJS	good
news	NN	news
in	IN	in
climate	NN	climate
,	,	,
David	NP	David
,	,	,
is	VBZ	be
cars	NNS	car
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
seen	VBN	see
astronomical	JJ	astronomical
progress	NN	progress
there	RB	there
.	SENT	.
We	PP	we
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
from	IN	from
three	CD	three
percent	NN	percent
of	IN	of
new	JJ	new
vehicle	NN	vehicle
sales	NNS	sale
being	VBG	be
electric	JJ	electric
to	TO	to
17	CD	@card@
percent	NN	percent
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
exponential	JJ	exponential
progress	NN	progress
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
we	PP	we
like	VBP	like
to	TO	to
say	VB	say
is	VBZ	be
if	IN	if
Tesla	NN	tesla
is	VBZ	be
the	DT	the
spark	NN	spark
that	WDT	that
lit	VBD	light
the	DT	the
EV	NP	Ev
revolution	NN	revolution
,	,	,
China	NP	China
has	VBZ	have
been	VBN	be
the	DT	the
TNT	NP	TNT
.	SENT	.
It	PP	it
has	VBZ	have
about	RB	about
60	CD	@card@
percent	NN	percent
market	NN	market
share	NN	share
in	IN	in
EVs	NP	EV
today	NN	today
.	SENT	.
China	NP	China
'	POS	'
s	JJ	<unknown>
leadership	NN	leadership
on	IN	on
this	DT	this
front	NN	front
is	VBZ	be
really	RB	really
something	NN	something
that	IN	that
other	JJ	other
countries	NNS	country
should	MD	should
take	VB	take
note	NN	note
of	IN	of
.	SENT	.
We	PP	we
need	VBP	need
other	JJ	other
countries	NNS	country
to	TO	to
step	VB	step
up	RP	up
.	SENT	.
This	DT	this
can	MD	can
'	''	'
t	NN	t
be	VB	be
a	DT	a
one-country	JJ	one-country
game	NN	game
,	,	,
both	CC	both
for	IN	for
economic	JJ	economic
competitiveness	NN	competitiveness
reasons	NNS	reason
but	CC	but
also	RB	also
for	IN	for
the	DT	the
sake	NN	sake
of	IN	of
the	DT	the
planet	NN	planet
.	SENT	.
DB	NP	DB
:	:	:
The	DT	the
batteries	NNS	battery
that	DT	that
kind	NN	kind
of	IN	of
fuel	NN	fuel
the	DT	the
EV	NP	Ev
industry	NN	industry
can	MD	can
be	VB	be
used	VBN	use
for	IN	for
many	JJ	many
other	JJ	other
purposes	NNS	purpose
.	SENT	.
They	PP	they
get	VBP	get
cheaper	JJR	cheap
as	IN	as
a	DT	a
result	NN	result
of	IN	of
the	DT	the
EVs	NP	EV
,	,	,
and	CC	and
then	RB	then
they	PP	they
'	''	'
re	IN	re
cheaper	JJR	cheap
to	TO	to
put	VB	put
in	IN	in
your	PP$	your
house	NN	house
for	IN	for
storage	NN	storage
,	,	,
for	IN	for
the	DT	the
other	JJ	other
success	NN	success
story	NN	story
.	SENT	.
AG	NP	AG
:	:	:
Absolutely	RB	absolutely
.	SENT	.
RP	NN	RP
:	:	:
Well	RB	well
,	,	,
the	DT	the
nice	JJ	nice
thing	NN	thing
about	IN	about
that	WDT	that
too	RB	too
is	VBZ	be
like	JJ	like
in	IN	in
the	DT	the
recycling	NN	recycling
of	IN	of
them	PP	them
too	RB	too
,	,	,
you	PP	you
also	RB	also
then	RB	then
think	VB	think
about	IN	about
the	DT	the
concerns	NNS	concern
around	IN	around
mining	NN	mining
.	SENT	.
Yes	UH	yes
,	,	,
right	RB	right
now	RB	now
there	EX	there
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
level	NN	level
of	IN	of
extraction	NN	extraction
that	WDT	that
has	VBZ	have
to	TO	to
happen	VB	happen
to	TO	to
create	VB	create
these	DT	these
batteries	NNS	battery
.	SENT	.
But	CC	but
if	IN	if
we	PP	we
can	MD	can
do	VB	do
that	IN	that
more	RBR	more
responsibly	RB	responsibly
,	,	,
if	IN	if
that	WDT	that
can	MD	can
be	VB	be
spread	VBN	spread
more	RBR	more
equitably	RB	equitably
around	IN	around
the	DT	the
world	NN	world
,	,	,
but	CC	but
then	RB	then
think	VBP	think
about	RB	about
what	WP	what
happens	VBZ	happen
when	WRB	when
you	PP	you
can	MD	can
start	VB	start
to	TO	to
recycle	VB	recycle
those	DT	those
batteries	NNS	battery
.	SENT	.
But	CC	but
you	PP	you
'	POS	'
re	NN	re
right	NN	right
.	SENT	.
The	DT	the
other	JJ	other
great	JJ	great
news	NN	news
area	NN	area
is	VBZ	be
the	DT	the
pace	NN	pace
of	IN	of
clean	JJ	clean
energy	NN	energy
deployment	NN	deployment
,	,	,
right	RB	right
?	SENT	?
Right	RB	right
now	RB	now
solar	JJ	solar
and	CC	and
wind	NN	wind
are	VBP	be
at	IN	at
the	DT	the
cheapest	JJS	cheap
they	PP	they
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
.	SENT	.
They	PP	they
are	VBP	be
cost-competitive	JJ	cost-competitive
to	TO	to
coal	NN	coal
and	CC	and
gas	NN	gas
.	SENT	.
We	PP	we
need	VBP	need
storage	NN	storage
to	TO	to
get	VB	get
there	RB	there
as	RB	as
well	RB	well
too	RB	too
,	,	,
but	CC	but
to	TO	to
your	PP$	your
point	NN	point
,	,	,
battery	NN	battery
costs	NNS	cost
are	VBP	be
dropping	VBG	drop
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	VBG	<unknown>
an	DT	an
achievable	JJ	achievable
piece	NN	piece
too	RB	too
.	SENT	.
When	WRB	when
you	PP	you
talk	VBP	talk
about	IN	about
the	DT	the
numbers	NNS	number
,	,	,
the	DT	the
pace	NN	pace
of	IN	of
solar	JJ	solar
deployment	NN	deployment
between	IN	between
this	DT	this
year	NN	year
and	CC	and
last	JJ	last
,	,	,
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
a	DT	a
50	CD	@card@
percent	NN	percent
improvement	NN	improvement
at	IN	at
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NN	S
500	CD	@card@
gigawatts	NNS	gigawatt
of	IN	of
clean	JJ	clean
energy	NN	energy
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
go	VB	go
up	RP	up
next	JJ	next
year	NN	year
and	CC	and
continue	VB	continue
to	TO	to
go	VB	go
up	RP	up
,	,	,
like	VB	like
,	,	,
that	WDT	that
is	VBZ	be
astronomical	JJ	astronomical
.	SENT	.
And	CC	and
so	RB	so
I	PP	I
think	VBP	think
part	NN	part
of	IN	of
the	DT	the
message	NN	message
you	PP	you
want	VBP	want
to	TO	to
carry	VB	carry
is	VBZ	be
not	RB	not
only	RB	only
keep	VB	keep
the	DT	the
hope	NN	hope
that	IN	that
this	DT	this
is	VBZ	be
possible	JJ	possible
,	,	,
but	CC	but
we	PP	we
actually	RB	actually
still	RB	still
do	VBP	do
need	NN	need
to	TO	to
work	VB	work
a	DT	a
lot	NN	lot
harder	RBR	harder
to	TO	to
tackle	VB	tackle
this	DT	this
crisis	NN	crisis
.	SENT	.
DB	NP	DB
:	:	:
So	RB	so
do	VBP	do
you	PP	you
both	CC	both
have	VB	have
hope	NN	hope
?	SENT	?
RP	NN	RP
:	:	:
The	DT	the
hope	NN	hope
comes	VBZ	come
from	IN	from
seeing	VBG	see
the	DT	the
incredible	JJ	incredible
stories	NNS	story
of	IN	of
innovators	NNS	innovator
and	CC	and
policymakers	NNS	policymaker
and	CC	and
investors	NNS	investor
that	WDT	that
are	VBP	be
doing	VBG	do
more	RBR	more
.	SENT	.
And	CC	and
then	RB	then
for	IN	for
me	PP	me
,	,	,
where	WRB	where
I	PP	I
come	VBP	come
from	IN	from
,	,	,
the	DT	the
venture	NN	venture
capital	NN	capital
sector	NN	sector
,	,	,
that	WDT	that
50	CD	@card@
billion	NNS	billion
going	VBG	go
out	RP	out
a	DT	a
year	NN	year
in	IN	in
climate	NN	climate
tech	NN	tech
companies	NNS	company
means	VBZ	mean
that	IN	that
there	EX	there
'	''	'
s	NN	S
I	PP	I
think	VBP	think
,	,	,
like	IN	like
2	CD	@card@
,	,	,
600	CD	@card@
companies	NNS	company
out	RB	out
there	RB	there
,	,	,
David	NP	David
,	,	,
that	WDT	that
are	VBP	be
trying	VBG	try
to	TO	to
build	VB	build
new	JJ	new
solutions	NNS	solution
to	TO	to
tackle	VB	tackle
this	DT	this
crisis	NN	crisis
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
inspiring	JJ	inspiring
.	SENT	.
AG	NP	AG
:	:	:
You	PP	you
know	VBP	know
,	,	,
the	DT	the
climate	NN	climate
story	NN	story
isn	NN	isn
'	POS	'
t	NN	t
yet	RB	yet
written	VBN	write
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
sometimes	RB	sometimes
we	PP	we
tend	VBP	tend
to	TO	to
talk	VB	talk
about	IN	about
it	PP	it
like	VBP	like
it	PP	it
is	VBZ	be
,	,	,
like	IN	like
we	PP	we
know	VBP	know
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
.	SENT	.
I	PP	I
think	VBP	think
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
record	NN	record
achievement	NN	achievement
and	CC	and
progress	NN	progress
that	IN	that
we	PP	we
'	POS	'
ve	NNS	<unknown>
seen	VBN	see
unfold	VBP	unfold
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
shows	VBZ	show
us	PP	us
that	IN	that
we	PP	we
are	VBP	be
making	VBG	make
continuous	JJ	continuous
progress	NN	progress
.	SENT	.
We	PP	we
need	VBP	need
more	JJR	more
speed	NN	speed
and	CC	and
we	PP	we
need	VBP	need
more	JJR	more
scale	NN	scale
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
do	VB	do
this	DT	this
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
to	TO	to
date	VB	date
,	,	,
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
years	NNS	year
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
really	RB	really
focused	VBN	focus
on	IN	on
one	CD	one
side	NN	side
of	IN	of
the	DT	the
equation	NN	equation
,	,	,
which	WDT	which
is	VBZ	be
scaling	VBG	scale
up	RP	up
renewables	NNS	<unknown>
,	,	,
and	CC	and
we	PP	we
'	POS	'
ve	NN	ve
made	VBD	make
a	DT	a
lot	NN	lot
of	IN	of
progress	NN	progress
there	RB	there
.	SENT	.
Now	RB	now
it	PP	it
'	POS	'
s	JJ	<unknown>
time	NN	time
for	IN	for
us	PP	us
to	TO	to
really	RB	really
put	VB	put
our	PP$	our
nose	NN	nose
to	TO	to
the	DT	the
ground	NN	ground
and	CC	and
focus	NN	focus
on	IN	on
how	WRB	how
we	PP	we
phase	VBP	phase
out	RP	out
fossil	JJ	fossil
fuels	NNS	fuel
,	,	,
because	IN	because
we	PP	we
will	MD	will
not	RB	not
get	VB	get
to	TO	to
net	JJ	net
zero	NN	zero
unless	IN	unless
we	PP	we
tackle	VBP	tackle
that	DT	that
piece	NN	piece
of	IN	of
it	PP	it
.	SENT	.
It	PP	it
is	VBZ	be
not	RB	not
enough	JJ	enough
to	TO	to
do	VB	do
one	CD	one
side	NN	side
of	IN	of
this	DT	this
equation	NN	equation
.	SENT	.
RP	NN	RP
:	:	:
We	PP	we
need	VBP	need
to	TO	to
have	VB	have
that	DT	that
1	CD	@card@
.	SENT	.
5-degree	JJ	<unknown>
intensity	NN	intensity
.	SENT	.
But	CC	but
if	IN	if
we	PP	we
miss	VBP	miss
it	PP	it
by	IN	by
just	RB	just
a	DT	a
10th	JJ	10th
of	IN	of
a	DT	a
degree	NN	degree
,	,	,
we	PP	we
'	POS	'
re	NN	re
successful	JJ	successful
.	SENT	.
So	RB	so
I	PP	I
think	VBP	think
the	DT	the
debate	NN	debate
of	IN	of
is	VBZ	be
one	CD	one
and	CC	and
a	DT	a
half	JJ	half
degrees	NNS	degree
possible	JJ	possible
or	CC	or
not	RB	not
,	,	,
the	DT	the
truth	NN	truth
is	VBZ	be
that	IN	that
window	NN	window
is	VBZ	be
closing	VBG	close
.	SENT	.
But	CC	but
if	IN	if
we	PP	we
really	RB	really
care	VBP	care
about	IN	about
this	DT	this
problem	NN	problem
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
still	RB	still
have	VB	have
that	DT	that
same	JJ	same
intensity	NN	intensity
.	SENT	.
