Two	CD	two
watching	VBG	watch
TV	NN	TV
in	IN	in
Paris	NP	Paris
,	,	,
and	CC	and
then	RB	then
I	PP	I
heard	VBD	hear
about	IN	about
this	DT	this
terrible	JJ	terrible
thing	NN	thing
that	WDT	that
happened	VBD	happen
in	IN	in
Rio	NP	Rio
de	NP	de
Janeiro	NP	Janeiro
—	:	-
the	DT	the
first	JJ	first
favela	NP	favela
of	IN	of
Brazil	NP	Brazil
named	VBD	name
Providencia	NP	Providencia
.	SENT	.
Three	CD	three
kids	NNS	kid
—	:	-
that	WDT	that
was	VBD	be
three	CD	three
students	NNS	student
—	:	-
were	VBD	be
[	SYM	[
detained	VBN	detain
]	SYM	]
by	IN	by
the	DT	the
army	NN	army
because	IN	because
they	PP	they
were	VBD	be
not	RB	not
carrying	VBG	carry
their	PP$	their
papers	NNS	paper
.	SENT	.
And	CC	and
the	DT	the
army	NN	army
took	VBD	take
them	PP	them
,	,	,
and	CC	and
instead	RB	instead
of	IN	of
bringing	VBG	bring
them	PP	them
to	TO	to
the	DT	the
police	NN	police
station	NN	station
,	,	,
they	PP	they
brought	VBD	bring
them	PP	them
to	TO	to
an	DT	an
enemy	NN	enemy
favela	NP	favela
where	WRB	where
they	PP	they
get	VBP	get
chopped	VBN	chop
into	IN	into
pieces	NNS	piece
.	SENT	.
I	PP	I
was	VBD	be
shocked	VBN	shock
.	SENT	.
All	DT	all
Brazil	NP	Brazil
was	VBD	be
shocked	VBN	shock
.	SENT	.
I	PP	I
heard	VBD	hear
it	PP	it
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
violent	JJ	violent
favelas	NNS	<unknown>
,	,	,
because	IN	because
the	DT	the
largest	JJS	large
drug	NN	drug
cartel	NN	cartel
controls	VBZ	control
it	PP	it
.	SENT	.
So	RB	so
I	PP	I
decided	VBD	decide
to	TO	to
go	VB	go
there	RB	there
.	SENT	.
When	WRB	when
I	PP	I
arrived	VBD	arrive
—	:	-
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
any	DT	any
contact	NN	contact
with	IN	with
any	DT	any
NGO	NN	Ngo
.	SENT	.
There	EX	there
was	VBD	be
none	NN	none
in	IN	in
place	NN	place
—	:	-
no	DT	no
association	NN	association
,	,	,
no	DT	no
NGOs	NNS	Ngo
,	,	,
nothing	NN	nothing
—	:	-
no	DT	no
eyewitnesses	NNS	eyewitness
.	SENT	.
So	RB	so
we	PP	we
just	RB	just
walked	VBD	walk
around	RP	around
,	,	,
and	CC	and
we	PP	we
met	VBD	meet
a	DT	a
woman	NN	woman
,	,	,
and	CC	and
I	PP	I
showed	VBD	show
her	PP$	her
my	PP$	my
book	NN	book
.	SENT	.
And	CC	and
she	PP	she
said	VBD	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
what	WP	what
?	SENT	?
We	PP	we
'	POS	'
re	NN	re
hungry	JJ	hungry
for	IN	for
culture	NN	culture
.	SENT	.
We	PP	we
need	VBP	need
culture	NN	culture
out	RP	out
there	RB	there
.	SENT	.
"	``	"
So	RB	so
I	PP	I
went	VBD	go
out	RP	out
and	CC	and
I	PP	I
started	VBD	start
with	IN	with
the	DT	the
kids	NNS	kid
.	SENT	.
I	PP	I
just	RB	just
took	VBD	take
a	DT	a
few	JJ	few
photos	NNS	photo
of	IN	of
the	DT	the
kids	NNS	kid
,	,	,
and	CC	and
the	DT	the
next	JJ	next
day	NN	day
I	PP	I
came	VBD	come
with	IN	with
the	DT	the
posters	NNS	poster
and	CC	and
we	PP	we
pasted	VBD	paste
them	PP	them
.	SENT	.
The	DT	the
day	NN	day
after	IN	after
,	,	,
I	PP	I
came	VBD	come
back	RB	back
and	CC	and
they	PP	they
were	VBD	be
already	RB	already
scratched	VBN	scratch
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NN	S
okay	NN	okay
.	SENT	.
I	PP	I
wanted	VBD	want
them	PP	them
to	TO	to
feel	VB	feel
that	IN	that
this	DT	this
art	NN	art
belongs	VBZ	belong
to	TO	to
them	PP	them
.	SENT	.
Then	RB	then
the	DT	the
next	JJ	next
day	NN	day
,	,	,
I	PP	I
held	VBD	hold
a	DT	a
meeting	NN	meeting
on	IN	on
the	DT	the
main	JJ	main
square	NN	square
and	CC	and
some	DT	some
women	NNS	woman
came	VBD	come
.	SENT	.
They	PP	they
were	VBD	be
all	RB	all
linked	VBN	link
to	TO	to
the	DT	the
three	CD	three
kids	NNS	kid
that	WDT	that
got	VBD	get
killed	VBN	kill
.	SENT	.
There	EX	there
was	VBD	be
the	DT	the
mother	NN	mother
,	,	,
the	DT	the
grandmother	NN	grandmother
,	,	,
the	DT	the
best	JJS	good
friend	NN	friend
—	:	-
they	PP	they
all	RB	all
wanted	VBD	want
to	TO	to
shout	VB	shout
the	DT	the
story	NN	story
.	SENT	.
After	IN	after
that	DT	that
day	NN	day
,	,	,
everyone	NN	everyone
in	IN	in
the	DT	the
favela	NP	favela
gave	VBD	give
me	PP	me
the	DT	the
green	JJ	green
light	NN	light
.	SENT	.
I	PP	I
took	VBD	take
more	JJR	more
photos	NNS	photo
,	,	,
and	CC	and
we	PP	we
started	VBD	start
the	DT	the
project	NN	project
.	SENT	.
The	DT	the
drug	NN	drug
lords	NNS	lord
were	VBD	be
kind	JJ	kind
of	IN	of
worried	JJ	worried
about	IN	about
us	PP	us
filming	VBG	film
in	IN	in
the	DT	the
place	NN	place
,	,	,
so	RB	so
I	PP	I
told	VBD	tell
them	PP	them
,	,	,
"	``	"
You	PP	you
know	VBP	know
what	WP	what
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
not	RB	not
interested	JJ	interested
in	IN	in
filming	VBG	film
the	DT	the
violence	NN	violence
and	CC	and
the	DT	the
weapons	NNS	weapon
.	SENT	.
You	PP	you
see	VBP	see
that	IN	that
enough	RB	enough
in	IN	in
the	DT	the
media	NNS	medium
.	SENT	.
What	WP	what
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
is	VBZ	be
the	DT	the
incredible	JJ	incredible
life	NN	life
and	CC	and
energy	NN	energy
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
seeing	VBG	see
it	PP	it
around	IN	around
me	PP	me
the	DT	the
last	JJ	last
few	JJ	few
days	NNS	day
.	SENT	.
"	''	"
So	RB	so
that	RB	that
'	''	'
s	VBG	<unknown>
a	DT	a
really	RB	really
symbolic	JJ	symbolic
pasting	VBG	paste
,	,	,
because	IN	because
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
first	JJ	first
one	CD	one
we	PP	we
did	VBD	do
that	IN	that
you	PP	you
couldn	NNS	<unknown>
'	POS	'
t	NN	t
see	VBP	see
from	IN	from
the	DT	the
city	NN	city
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
three	CD	three
kids	NNS	kid
got	VBD	get
arrested	VBN	arrest
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
grandmother	NN	grandmother
of	IN	of
one	CD	one
of	IN	of
them	PP	them
.	SENT	.
And	CC	and
on	IN	on
that	DT	that
stairs	NNS	stair
,	,	,
that	WDT	that
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
traffickers	NNS	trafficker
always	RB	always
stand	VBP	stand
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
exchange	NN	exchange
of	IN	of
fire	NN	fire
.	SENT	.
Everyone	NN	everyone
there	RB	there
understood	VBD	understand
the	DT	the
project	NN	project
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
pasted	VBD	paste
everywhere	RB	everywhere
—	:	-
the	DT	the
whole	JJ	whole
hill	NN	hill
.	SENT	.
What	WP	what
was	VBD	be
interesting	VBG	interest
is	VBZ	be
that	IN	that
the	DT	the
media	NNS	medium
couldn	NN	<unknown>
'	POS	'
t	NN	t
get	VB	get
in	IN	in
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
you	PP	you
should	MD	should
see	VB	see
that	DT	that
.	SENT	.
They	PP	they
would	MD	would
have	VB	have
to	TO	to
film	VB	film
us	PP	us
from	IN	from
a	DT	a
really	RB	really
long	JJ	long
distance	NN	distance
by	IN	by
helicopter	NN	helicopter
and	CC	and
then	RB	then
have	VB	have
a	DT	a
really	RB	really
long	JJ	long
lens	NN	lens
,	,	,
and	CC	and
we	PP	we
would	MD	would
see	VB	see
ourselves	PP	ourselves
,	,	,
on	IN	on
TV	NN	TV
,	,	,
pasting	VBG	paste
.	SENT	.
And	CC	and
they	PP	they
would	MD	would
put	VB	put
a	DT	a
number	NN	number
:	:	:
"	``	"
Please	UH	please
call	VB	call
this	DT	this
number	NN	number
if	IN	if
you	PP	you
know	VBP	know
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
in	IN	in
Providencia	NP	Providencia
.	SENT	.
"	``	"
We	PP	we
just	RB	just
did	VBD	do
a	DT	a
project	NN	project
and	CC	and
then	RB	then
left	VBN	leave
so	IN	so
the	DT	the
media	NNS	medium
wouldn	NN	<unknown>
'	POS	'
t	NN	t
know	VBP	know
.	SENT	.
So	RB	so
how	WRB	how
can	MD	can
we	PP	we
know	VB	know
about	IN	about
the	DT	the
project	NN	project
?	SENT	?
So	RB	so
they	PP	they
had	VBD	have
to	TO	to
go	VB	go
and	CC	and
find	VB	find
the	DT	the
women	NNS	woman
and	CC	and
get	VB	get
an	DT	an
explanation	NN	explanation
from	IN	from
them	PP	them
.	SENT	.
So	RB	so
you	PP	you
create	VBP	create
a	DT	a
bridge	NN	bridge
between	IN	between
the	DT	the
media	NNS	medium
and	CC	and
the	DT	the
anonymous	JJ	anonymous
women	NNS	woman
.	SENT	.
We	PP	we
kept	VBD	keep
traveling	VBG	travel
.	SENT	.
We	PP	we
went	VBD	go
to	TO	to
Africa	NP	Africa
,	,	,
Sudan	NP	Sudan
,	,	,
Sierra	NP	Sierra
Leone	NP	Leone
,	,	,
Liberia	NP	Liberia
,	,	,
Kenya	NP	Kenya
.	SENT	.
In	IN	in
war-torn	JJ	war-torn
places	NNS	place
like	IN	like
Monrovia	NP	Monrovia
,	,	,
people	NNS	people
come	VBP	come
straight	RB	straight
to	TO	to
you	PP	you
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
they	PP	they
want	VBP	want
to	TO	to
know	VB	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
up	RB	up
to	TO	to
.	SENT	.
They	PP	they
kept	VBD	keep
asking	VBG	ask
me	PP	me
,	,	,
"	``	"
What	WP	what
is	VBZ	be
the	DT	the
purpose	NN	purpose
of	IN	of
your	PP$	your
project	NN	project
?	SENT	?
Are	VBP	be
you	PP	you
an	DT	an
NGO	NN	Ngo
?	SENT	?
Are	VBP	be
you	PP	you
the	DT	the
media	NNS	medium
?	SENT	?
"	''	"
Art	NN	art
.	SENT	.
Just	RB	just
doing	VBG	do
art	NN	art
.	SENT	.
Some	DT	some
people	NNS	people
question	VBP	question
,	,	,
"	``	"
Why	WRB	why
is	VBZ	be
it	PP	it
in	IN	in
black	JJ	black
and	CC	and
white	JJ	white
?	SENT	?
Don	NP	Don
'	POS	'
t	NN	t
you	PP	you
have	VBP	have
color	NN	color
in	IN	in
France	NP	France
?	SENT	?
"	``	"
Or	CC	or
they	PP	they
tell	VBP	tell
you	PP	you
,	,	,
"	``	"
Are	VBP	be
these	DT	these
people	NNS	people
all	RB	all
dead	JJ	dead
?	SENT	?
"	``	"
Some	DT	some
who	WP	who
understood	VBD	understand
the	DT	the
project	NN	project
would	MD	would
explain	VB	explain
it	PP	it
to	TO	to
others	NNS	other
.	SENT	.
And	CC	and
to	TO	to
a	DT	a
man	NN	man
who	WP	who
did	VBD	do
not	RB	not
understand	VB	understand
,	,	,
I	PP	I
heard	VBD	hear
someone	NN	someone
say	VB	say
,	,	,
"	``	"
You	PP	you
know	VBP	know
,	,	,
you	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
here	RB	here
for	IN	for
a	DT	a
few	JJ	few
hours	NNS	hour
trying	VBG	try
to	TO	to
understand	VB	understand
,	,	,
discussing	VBG	discuss
with	IN	with
your	PP$	your
fellows	NNS	fellow
.	SENT	.
During	IN	during
that	DT	that
time	NN	time
,	,	,
you	PP	you
haven	VBP	haven
'	''	'
t	NN	t
thought	VBD	think
about	RB	about
what	WP	what
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
eat	VB	eat
tomorrow	NN	tomorrow
.	SENT	.
This	DT	this
is	VBZ	be
art	NN	art
.	SENT	.
"	``	"
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NN	S
people	NNS	people
'	POS	'
s	NN	S
curiosity	NN	curiosity
that	WDT	that
motivates	VBZ	motivate
them	PP	them
to	TO	to
come	VB	come
into	IN	into
the	DT	the
projects	NNS	project
.	SENT	.
And	CC	and
then	RB	then
it	PP	it
becomes	VBZ	become
more	JJR	more
.	SENT	.
It	PP	it
becomes	VBZ	become
a	DT	a
desire	NN	desire
,	,	,
a	DT	a
need	NN	need
,	,	,
an	DT	an
armor	NN	armor
.	SENT	.
On	IN	on
this	DT	this
bridge	NN	bridge
that	RB	that
'	POS	'
s	NN	S
in	IN	in
Monrovia	NP	Monrovia
,	,	,
ex-rebel	NP	ex-rebel
soldiers	NNS	soldier
helped	VBD	help
us	PP	us
pasting	VBG	paste
a	DT	a
portrait	NN	portrait
of	IN	of
a	DT	a
woman	NN	woman
that	WDT	that
might	MD	might
have	VB	have
been	VBN	be
raped	VBN	rape
during	IN	during
the	DT	the
war	NN	war
.	SENT	.
Women	NNS	woman
are	VBP	be
always	RB	always
the	DT	the
first	JJ	first
ones	NNS	one
targeted	VBN	target
during	IN	during
conflict	NN	conflict
.	SENT	.
This	DT	this
is	VBZ	be
Kibera	NP	<unknown>
,	,	,
Kenya	NP	Kenya
,	,	,
one	CD	one
of	IN	of
the	DT	the
largest	JJS	large
slums	NNS	slum
of	IN	of
Africa	NP	Africa
.	SENT	.
You	PP	you
might	MD	might
have	VB	have
seen	VBN	see
images	NNS	image
about	IN	about
the	DT	the
post-election	NN	post-election
violence	NN	violence
that	WDT	that
happened	VBD	happen
there	RB	there
in	IN	in
2008	CD	@card@
.	SENT	.
This	DT	this
time	NN	time
we	PP	we
covered	VBD	cover
the	DT	the
roofs	NNS	roof
of	IN	of
the	DT	the
houses	NNS	house
,	,	,
but	CC	but
we	PP	we
didn	NP	<unknown>
'	POS	'
t	NN	t
use	NN	use
paper	NN	paper
,	,	,
because	IN	because
paper	NN	paper
doesn	NN	<unknown>
'	POS	'
t	NN	t
prevent	VB	prevent
the	DT	the
rain	NN	rain
from	IN	from
leaking	VBG	leak
inside	IN	inside
the	DT	the
house	NN	house
—	:	-
vinyl	NN	vinyl
does	VBZ	do
.	SENT	.
Then	RB	then
art	NN	art
becomes	VBZ	become
useful	JJ	useful
.	SENT	.
So	IN	so
the	DT	the
people	NNS	people
kept	VBD	keep
it	PP	it
.	SENT	.
You	PP	you
know	VBP	know
what	WP	what
I	PP	I
love	VBP	love
is	VBZ	be
,	,	,
for	IN	for
example	NN	example
,	,	,
when	WRB	when
you	PP	you
see	VBP	see
the	DT	the
biggest	JJS	big
eye	NN	eye
there	RB	there
,	,	,
there	EX	there
are	VBP	be
so	RB	so
[	SYM	[
many	RB	many
]	SYM	]
houses	VBZ	house
inside	RB	inside
.	SENT	.
And	CC	and
I	PP	I
went	VBD	go
there	RB	there
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
—	:	-
photos	NNS	photo
are	VBP	be
still	RB	still
there	RB	there
—	:	-
and	CC	and
it	PP	it
was	VBD	be
missing	VBG	miss
a	DT	a
piece	NN	piece
of	IN	of
the	DT	the
eye	NN	eye
.	SENT	.
So	RB	so
I	PP	I
asked	VBD	ask
the	DT	the
people	NNS	people
what	WP	what
happened	VBD	happen
.	SENT	.
"	``	"
Oh	UH	oh
,	,	,
that	DT	that
guy	NN	guy
just	RB	just
moved	VBD	move
.	SENT	.
"	``	"
When	WRB	when
the	DT	the
roofs	NNS	roof
were	VBD	be
covered	VBN	cover
,	,	,
a	DT	a
woman	NN	woman
said	VBD	say
as	IN	as
a	DT	a
joke	NN	joke
,	,	,
"	''	"
Now	RB	now
God	NP	God
can	MD	can
see	VB	see
me	PP	me
.	SENT	.
"	``	"
When	WRB	when
you	PP	you
look	VBP	look
at	IN	at
Kibera	NP	<unknown>
now	RB	now
,	,	,
they	PP	they
look	VBP	look
back	RB	back
.	SENT	.
Okay	RB	okay
,	,	,
India	NP	India
.	SENT	.
Before	IN	before
I	PP	I
start	VBP	start
that	IN	that
,	,	,
just	RB	just
so	IN	so
you	PP	you
know	VBP	know
,	,	,
each	DT	each
time	NN	time
we	PP	we
go	VBP	go
to	TO	to
a	DT	a
place	NN	place
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
authorization	NN	authorization
,	,	,
so	RB	so
we	PP	we
set	VBD	set
up	RP	up
like	IN	like
commandos	NNS	commando
—	:	-
we	PP	we
'	POS	'
re	NN	re
a	DT	a
group	NN	group
of	IN	of
friends	NNS	friend
who	WP	who
arrive	VBP	arrive
there	RB	there
,	,	,
and	CC	and
we	PP	we
try	VBP	try
to	TO	to
paste	VB	paste
on	IN	on
the	DT	the
walls	NNS	wall
.	SENT	.
But	CC	but
there	EX	there
are	VBP	be
places	NNS	place
where	WRB	where
you	PP	you
just	RB	just
can	MD	can
'	''	'
t	NN	t
paste	NN	paste
on	IN	on
a	DT	a
wall	NN	wall
.	SENT	.
In	IN	in
India	NP	India
it	PP	it
was	VBD	be
just	RB	just
impossible	JJ	impossible
to	TO	to
paste	VB	paste
.	SENT	.
I	PP	I
heard	VBD	hear
culturally	RB	culturally
and	CC	and
because	IN	because
of	IN	of
the	DT	the
law	NN	law
,	,	,
they	PP	they
would	MD	would
just	RB	just
arrest	VB	arrest
us	PP	us
at	IN	at
the	DT	the
first	JJ	first
pasting	VBG	paste
.	SENT	.
So	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
paste	VB	paste
white	JJ	white
,	,	,
white	JJ	white
on	IN	on
the	DT	the
walls	NNS	wall
.	SENT	.
So	RB	so
imagine	VB	imagine
white	JJ	white
guys	NNS	guy
pasting	VBG	paste
white	JJ	white
papers	NNS	paper
.	SENT	.
So	RB	so
people	NNS	people
would	MD	would
come	VB	come
to	TO	to
us	PP	us
and	CC	and
ask	VB	ask
us	PP	us
,	,	,
"	''	"
Hey	NP	Hey
,	,	,
what	WP	what
are	VBP	be
you	PP	you
up	RP	up
to	TO	to
?	SENT	?
"	''	"
"	``	"
Oh	UH	oh
,	,	,
you	PP	you
know	VBP	know
,	,	,
we	PP	we
'	POS	'
re	NN	re
just	RB	just
doing	VBG	do
art	NN	art
.	SENT	.
"	''	"
"	``	"
Art	NN	art
?	SENT	?
"	''	"
Of	IN	of
course	NN	course
,	,	,
they	PP	they
were	VBD	be
confused	VBN	confuse
.	SENT	.
But	CC	but
you	PP	you
know	VBP	know
how	WRB	how
India	NP	India
has	VBZ	have
a	DT	a
lot	NN	lot
of	IN	of
dust	NN	dust
in	IN	in
the	DT	the
streets	NNS	street
,	,	,
and	CC	and
the	DT	the
more	JJR	more
dust	NN	dust
you	PP	you
would	MD	would
have	VB	have
going	VBG	go
up	RP	up
in	IN	in
the	DT	the
air	NN	air
,	,	,
on	IN	on
the	DT	the
white	JJ	white
paper	NN	paper
you	PP	you
can	MD	can
almost	RB	almost
see	VB	see
,	,	,
but	CC	but
there	EX	there
is	VBZ	be
this	DT	this
sticky	JJ	sticky
part	NN	part
like	IN	like
when	WRB	when
you	PP	you
reverse	VB	reverse
a	DT	a
sticker	NN	sticker
.	SENT	.
So	RB	so
the	DT	the
more	JJR	more
dust	NN	dust
you	PP	you
have	VBP	have
,	,	,
the	DT	the
more	RBR	more
it	PP	it
will	MD	will
reveal	VB	reveal
the	DT	the
photo	NN	photo
.	SENT	.
So	RB	so
we	PP	we
could	MD	could
just	RB	just
walk	VB	walk
in	IN	in
the	DT	the
street	NN	street
during	IN	during
the	DT	the
next	JJ	next
days	NNS	day
and	CC	and
the	DT	the
photos	NNS	photo
would	MD	would
get	VB	get
revealed	VBN	reveal
by	IN	by
themselves	PP	themselves
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
So	IN	so
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
get	VB	get
caught	VBN	catch
this	DT	this
time	NN	time
.	SENT	.
Each	DT	each
project	NN	project
—	:	-
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
film	NN	film
from	IN	from
Women	NP	Women
Are	NP	Are
Heroes	NNS	hero
.	SENT	.
Okay	JJ	okay
.	SENT	.
For	IN	for
each	DT	each
project	NN	project
we	PP	we
do	VBP	do
a	DT	a
film	NN	film
.	SENT	.
And	CC	and
most	JJS	most
of	IN	of
what	WP	what
you	PP	you
see	VBP	see
—	:	-
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
trailer	NN	trailer
from	IN	from
"	``	"
Women	NNS	woman
Are	VBP	be
Heroes	NNS	hero
"	''	"
—	:	-
its	PP$	its
images	NNS	image
,	,	,
photography	NN	photography
,	,	,
taken	VBN	take
one	CD	one
after	IN	after
the	DT	the
other	JJ	other
.	SENT	.
And	CC	and
the	DT	the
photos	NNS	photo
kept	VBD	keep
traveling	VBG	travel
even	RB	even
without	IN	without
us	PP	us
.	SENT	.
Hopefully	RB	hopefully
,	,	,
you	PP	you
'	POS	'
ll	NNS	<unknown>
see	VBP	see
the	DT	the
film	NN	film
,	,	,
and	CC	and
you	PP	you
'	POS	'
ll	NNS	<unknown>
understand	VBP	understand
the	DT	the
scope	NN	scope
of	IN	of
the	DT	the
project	NN	project
and	CC	and
what	WP	what
the	DT	the
people	NNS	people
felt	VBD	feel
when	WRB	when
they	PP	they
saw	VBD	see
those	DT	those
photos	NNS	photo
.	SENT	.
Because	IN	because
that	DT	that
'	''	'
s	VBG	<unknown>
a	DT	a
big	JJ	big
part	NN	part
of	IN	of
it	PP	it
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
layers	NNS	layer
behind	IN	behind
each	DT	each
photo	NN	photo
.	SENT	.
Behind	IN	behind
each	DT	each
image	NN	image
is	VBZ	be
a	DT	a
story	NN	story
.	SENT	.
Women	NNS	woman
Are	VBP	be
Heroes	NNS	hero
created	VBD	create
a	DT	a
new	JJ	new
dynamic	NN	dynamic
in	IN	in
each	DT	each
of	IN	of
the	DT	the
communities	NNS	community
,	,	,
and	CC	and
the	DT	the
women	NNS	woman
kept	VBD	keep
that	IN	that
dynamic	JJ	dynamic
after	IN	after
we	PP	we
left	VBD	leave
.	SENT	.
For	IN	for
example	NN	example
,	,	,
we	PP	we
did	VBD	do
books	NNS	book
—	:	-
not	RB	not
for	IN	for
sale	NN	sale
—	:	-
that	IN	that
all	PDT	all
the	DT	the
community	NN	community
would	MD	would
get	VB	get
.	SENT	.
But	CC	but
to	TO	to
get	VB	get
it	PP	it
,	,	,
they	PP	they
would	MD	would
have	VB	have
to	TO	to
[	SYM	[
get	VBP	get
]	SYM	]
it	PP	it
signed	VBD	sign
by	IN	by
one	CD	one
of	IN	of
the	DT	the
women	NNS	woman
.	SENT	.
We	PP	we
did	VBD	do
that	IN	that
in	IN	in
most	JJS	most
of	IN	of
the	DT	the
places	NNS	place
.	SENT	.
We	PP	we
go	VBP	go
back	RB	back
regularly	RB	regularly
.	SENT	.
And	CC	and
so	RB	so
in	IN	in
Providencia	NP	Providencia
,	,	,
for	IN	for
example	NN	example
,	,	,
in	IN	in
the	DT	the
favela	NP	favela
,	,	,
we	PP	we
have	VBP	have
a	DT	a
cultural	JJ	cultural
center	NN	center
running	VBG	run
there	RB	there
.	SENT	.
In	IN	in
Kibera	NP	<unknown>
,	,	,
each	DT	each
year	NN	year
we	PP	we
cover	VBP	cover
more	JJR	more
roofs	NNS	roof
.	SENT	.
Because	IN	because
of	IN	of
course	NN	course
,	,	,
when	WRB	when
we	PP	we
left	VBD	leave
,	,	,
the	DT	the
people	NNS	people
who	WP	who
were	VBD	be
just	RB	just
at	IN	at
the	DT	the
edge	NN	edge
of	IN	of
the	DT	the
project	NN	project
said	VBD	say
,	,	,
"	``	"
Hey	NP	Hey
,	,	,
what	WP	what
about	RB	about
my	PP$	my
roof	NN	roof
?	SENT	?
"	``	"
So	RB	so
we	PP	we
decided	VBD	decide
to	TO	to
come	VB	come
the	DT	the
year	NN	year
after	IN	after
and	CC	and
keep	VB	keep
doing	VBG	do
the	DT	the
project	NN	project
.	SENT	.
A	DT	a
really	RB	really
important	JJ	important
point	NN	point
for	IN	for
me	PP	me
is	VBZ	be
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
use	VB	use
any	DT	any
brand	NN	brand
or	CC	or
corporate	JJ	corporate
sponsors	NNS	sponsor
.	SENT	.
So	RB	so
I	PP	I
have	VBP	have
no	DT	no
responsibility	NN	responsibility
to	TO	to
anyone	NN	anyone
but	CC	but
myself	PP	myself
and	CC	and
the	DT	the
subjects	NNS	subject
.	SENT	.
And	CC	and
that	DT	that
is	VBZ	be
for	IN	for
me	PP	me
one	CD	one
of	IN	of
the	DT	the
more	JJR	more
important	JJ	important
things	NNS	thing
in	IN	in
the	DT	the
work	NN	work
.	SENT	.
I	PP	I
think	VBP	think
,	,	,
today	NN	today
,	,	,
as	RB	as
important	JJ	important
as	IN	as
the	DT	the
result	NN	result
is	VBZ	be
the	DT	the
way	NN	way
you	PP	you
do	VBP	do
things	NNS	thing
.	SENT	.
And	CC	and
that	WDT	that
has	VBZ	have
always	RB	always
been	VBN	be
a	DT	a
central	JJ	central
part	NN	part
of	IN	of
the	DT	the
work	NN	work
.	SENT	.
And	CC	and
what	WP	what
'	POS	'
s	NN	S
interesting	JJ	interesting
is	VBZ	be
that	IN	that
fine	JJ	fine
line	NN	line
that	IN	that
I	PP	I
have	VBP	have
with	IN	with
images	NNS	image
and	CC	and
advertising	NN	advertising
.	SENT	.
We	PP	we
just	RB	just
did	VBD	do
some	DT	some
pasting	VBG	paste
in	IN	in
Los	NP	Los
Angeles	NP	Angeles
on	IN	on
another	DT	another
project	NN	project
in	IN	in
the	DT	the
last	JJ	last
weeks	NNS	week
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
even	RB	even
invited	VBN	invite
to	TO	to
cover	VB	cover
the	DT	the
MOCA	NP	MOCA
museum	NN	museum
.	SENT	.
But	CC	but
yesterday	RB	yesterday
the	DT	the
city	NN	city
called	VBD	call
them	PP	them
and	CC	and
said	VBD	say
,	,	,
"	``	"
Look	VB	look
,	,	,
you	PP	you
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
tear	VB	tear
it	PP	it
down	RP	down
.	SENT	.
Because	IN	because
this	DT	this
can	MD	can
be	VB	be
taken	VBN	take
for	IN	for
advertising	NN	advertising
,	,	,
and	CC	and
because	IN	because
of	IN	of
the	DT	the
law	NN	law
,	,	,
it	PP	it
has	VBZ	have
to	TO	to
be	VB	be
taken	VBN	take
down	RP	down
.	SENT	.
"	''	"
But	CC	but
tell	VB	tell
me	PP	me
,	,	,
advertising	VBG	advertise
for	IN	for
what	WP	what
?	SENT	?
The	DT	the
people	NNS	people
I	PP	I
photograph	VBP	photograph
were	VBD	be
proud	JJ	proud
to	TO	to
participate	VB	participate
in	IN	in
the	DT	the
project	NN	project
and	CC	and
to	TO	to
have	VB	have
their	PP$	their
photo	NN	photo
in	IN	in
the	DT	the
community	NN	community
.	SENT	.
But	CC	but
they	PP	they
asked	VBD	ask
me	PP	me
for	IN	for
