Chris chris
terms term
of of
what what
China china
did do
, ,
you you
know know
, ,
there there
is be
, ,
as as
you you
mentioned mention
, ,
suppression suppression
of of
information information
is be
one one
thing thing
, ,
one one
major major
criticism criticism
of of
how how
China china
handled handle
this this
. .
And and
hearing hear
that that
maybe maybe
there there
was be
knowledge knowledge
of of
something something
as as
early early
as as
November november
, ,
if if
that that
might might
have have
played play
a a
role role
in in
how how
we we
were be
able able
to to
control control
and and
contain contain
this this
a a
lot lot
sooner sooner
. .
GL gl
: :
I i
do do
want want
to to
clarify clarify
, ,
from from
what what
we we
understand understand
, ,
officials official
were be
not not
notified notify
about about
this this
until until
mid-December mid-december
. .
It it
wasn wasn
' '
t t
-- --
So so
it it
was be
really really
a a
couple couple
of of
weeks week
between between
officials official
realizing realize
that that
there there
was be
a a
SARS-like sars-like
pneumonia pneumonia
going go
around around
to to
when when
the the
first first
case case
was be
reported report
to to
the the
World world
Health health
Organization organization
. .
It it
wasn wasn
' '
t t
all all
the the
way way
back back
to to
November november
17 @card@
. .
That that
was be
retroactively retroactively
backdated backdate
, ,
but but
that that
has have
not not
been be
made make
public public
by by
the the
government government
. .
We we
published publish
it it
because because
we we
' '
ve ve
seen see
the the
data datum
that that
actually actually
backdates backdate
the the
first first
case case
. .
From from
a a
misstep misstep
point point
of of
view view
, ,
again again
, ,
it it
' '
s s
a a
couple couple
of of
weeks week
compared compare
to to
what what
happened happen
in in
SARS sars
, ,
which which
was be
a a
long long
time time
of of
locking lock
down down
on on
information information
. .
This this
was be
much much
shorter short
, ,
the the
period period
of of
time time
that that
the the
government government
wasn wasn
' '
t t
in in
complete complete
shutdown shutdown
mode mode
. .
But but
then then
, ,
after after
that that
, ,
of of
course course
, ,
there there
was be
still still
continued continue
censorship censorship
on on
the the
internet internet
, ,
especially especially
within within
the the
Great great
Firewall firewall
of of
China china
, ,
for for
communications communication
between between
Chinese chinese
citizens citizen
. .
And and
you you
know know
, ,
surprisingly surprisingly
to to
some some
, ,
I i
think think
for for
a a
lot lot
of of
China china
watchers watcher
not not
so so
surprisingly surprisingly
, ,
is be
that that
the the
government government
has have
-- --
the the
central central
government government
-- --
over over
the the
course course
of of
the the
last last
several several
weeks week
, ,
actually actually
, ,
I i
should should
say say
probably probably
the the
last last
two two
months month
, ,
has have
started start
to to
change change
their their
tone tone
and and
to to
some some
degree degree
admit admit
that that
there there
needed need
to to
be be
better well
free free
flow flow
of of
information information
. .
They they
' '
ve ve
changed change
the the
official official
narrative narrative
of of
a a
couple couple
of of
different different
things thing
, ,
including include
this this
initial initial
whistleblower whistleblower
, ,
Dr dr
. .
Li li
, ,
who who
unfortunately unfortunately
ended end
up up
passing pass
away away
from from
the the
virus virus
, ,
they they
actually actually
now now
refer refer
to to
him him
as as
a a
national national
hero hero
, ,
they they
have have
officially officially
removed remove
the the
reprimand reprimand
, ,
the the
Wuhan wuhan
police police
have have
apologized apologize
to to
Dr dr
. .
Li li
' '
s s
family family
, ,
and and
they they
have have
actually actually
been be
-- --
a a
couple couple
of of
policemen policeman
-- --
have have
been be
punished punish
in in
Wuhan wuhan
for for
the the
way way
that that
they they
handled handle
the the
situation situation
. .
So so
there there
has have
definitely definitely
been be
an an
internal internal
shift shift
and and
there there
is be
a a
lot lot
more more
sharing sharing
of of
data datum
and and
information information
. .
I i
can can
tell tell
you you
, ,
from from
Hong hong
Kong kong
' '
s s
point point
of of
view view
, ,
without without
the the
open open
sharing sharing
of of
information information
between between
the the
authorities authority
, ,
between between
Hong hong
Kong kong
and and
mainland mainland
China china
, ,
I i
think think
Hong hong
Kong kong
' '
s s
response response
would would
have have
been be
much much
more more
different different
and and
I i
think think
Hong hong
Kong kong
would would
have have
suffered suffer
because because
of of
that that
. .
So so
that that
much much
more more
open open
sharing sharing
of of
information information
has have
benefited benefit
this this
city city
for for
sure sure
. .
WPR wpr
: :
And and
we we
have have
Chris chris
here here
who who
has have
a a
question question
, ,
I i
think think
, ,
from from
the the
audience audience
. .
CA ca
: :
Hey hey
, ,
Gary gary
. .
The the
online online
audience audience
, ,
loving love
what what
you you
' '
re re
saying say
. .
It it
' '
s s
so so
interesting interesting
, ,
you you
' '
re re
giving give
us us
amazing amazing
new new
insights insight
here here
. .
Just just
in in
the the
current current
situation situation
where where
much much
of of
-- --
you you
know know
, ,
there there
have have
been be
these these
very very
few few
reports report
of of
new new
cases case
. .
How how
much much
does do
it it
feel feel
like like
life life
is be
getting get
back back
to to
normal normal
? ?
Do do
people people
really really
believe believe
that that
this this
problem problem
has have
been be
successfully successfully
tackled tackle
elsewhere elsewhere
? ?
GL gl
: :
I i
think think
the the
sentiment sentiment
in in
mainland mainland
China china
is be
that that
yes yes
, ,
in in
China china
, ,
the the
problem problem
has have
been be
tackled tackle
. .
And and
people people
are be
looking look
forward forward
to to
going go
back back
to to
normal normal
life life
. .
A a
lot lot
of of
the the
other other
major major
cities city
, ,
Shanghai shanghai
, ,
Beijing beijing
, ,
are be
starting start
to to
get get
back back
to to
work work
. .
Many many
of of
the the
factories factory
have have
now now
been be
reopened reopen
. .
The the
last last
stat stat
that that
I i
saw see
was be
that that
90 @card@
percent percent
of of
the the
businesses business
that that
had have
been be
shut shut
down down
are be
now now
reopened reopen
in in
China china
. .
So so
generally generally
speaking speak
, ,
life life
is be
getting get
back back
to to
normal normal
. .
Wuhan wuhan
and and
Hubei hubei
are be
really really
the the
last last
places place
that that
are be
still still
shut shut
down down
, ,
with with
Wuhan wuhan
being be
the the
city city
that that
is be
shut shut
down down
until until
April april
8 @card@
. .
Hong hong
Kong kong
is be
a a
little little
bit bit
different different
. .
Hong hong
Kong kong
has have
actually actually
gone go
back back
into into
a a
second second
wave wave
of of
social social
isolation isolation
and and
distancing distancing
. .
A a
bunch bunch
of of
different different
companies company
, ,
us us
included include
, ,
as as
well well
as as
the the
Hong hong
Kong kong
government government
and and
the the
civil civil
service service
has have
now now
gone go
back back
to to
work work
from from
home home
. .
And and
it it
' '
s s
because because
we we
are be
starting start
to to
see see
a a
second second
wave wave
, ,
but but
for for
us us
, ,
honestly honestly
, ,
is be
the the
first first
time time
that that
we we
' '
ve ve
had have
a a
spike spike
of of
infections infection
, ,
and and
it it
' '
s s
because because
of of
imported import
cases case
. .
It it
' '
s s
because because
a a
lot lot
of of
Hong hong
Kong kong
residents resident
who who
left leave
Hong hong
Kong kong
prior prior
to to
, ,
well well
, ,
actually actually
when when
the the
virus virus
first first
came come
into into
the the
city city
, ,
are be
now now
returning return
, ,
because because
oddly oddly
enough enough
, ,
the the
places place
they they
escaped escape
to to
are be
now now
more more
dangerous dangerous
than than
Hong hong
Kong kong
. .
And and
as as
they they
' '
re re
coming come
back back
, ,
a a
lot lot
of of
them them
are be
actually actually
bringing bring
the the
virus virus
back back
with with
them them
. .
And and
so so
we we
' '
re re
starting start
to to
see see
a a
spike spike
. .
Before before
this this
week week
, ,
the the
highest high
infection infection
day day
that that
Hong hong
Kong kong
had have
during during
the the
first first
two two
months month
of of
this this
was be
10 @card@
infections infection
in in
one one
day day
. .
Now now
the the
highest high
that that
we we
' '
ve ve
seen see
in in
the the
last last
week week
was be
48 @card@
. .
So so
this this
is be
really really
the the
first first
spike spike
that that
we we
' '
re re
seeing see
, ,
and and
so so
Hong hong
Kong kong
is be
returning return
back back
to to
a a
state state
of of
alertness alertness
, ,
to to
a a
state state
of of
caution caution
, ,
and and
more more
and and
more more
people people
are be
holed hole
up up
at at
home home
. .
CA ca
: :
Is be
it it
possible possible
, ,
in in
mainland mainland
China china
, ,
that that
because because
of of
this this
redefinition redefinition
that that
you you
spoke speak
about about
, ,
where where
if if
someone someone
tests test
positive positive
, ,
but but
they they
' '
re re
not not
showing show
symptoms symptom
, ,
that that
is be
not not
reported report
as as
a a
case case
. .
That that
seems seem
significant significant
to to
me me
. .
Is be
that that
part part
of of
the the
explanation explanation
for for
why why
new new
reports report
have have
gone go
nearly nearly
to to
zero zero
? ?
GL gl
: :
I i
don don
' '
t t
know know
if if
that that
' '
s s
the the
answer answer
to to
it it
, ,
but but
I i
do do
actually actually
think think
that that
even even
with with
-- --
and and
remember remember
, ,
these these
are be
folks folk
that that
are be
tested test
, ,
so so
the the
data data
that that
we we
have have
is be
that that
these these
folks folk
have have
been be
tested test
, ,
the the
tests test
have have
come come
back back
positive positive
, ,
but but
have have
not not
been be
added add
to to
the the
official official
number number
of of
infections infection
, ,
because because
they they
' '
re re
asymptomatic asymptomatic
. .
But but
they they
have have
still still
gone go
through through
the the
process process
that that
is be
part part
of of
China china
' '
s s
containment containment
strategy strategy
, ,
which which
has have
worked work
extraordinarily extraordinarily
well well
. .
Which which
is be
, ,
first first
of of
all all
, ,
lots lot
and and
lots lot
of of
people people
have have
been be
tested test
. .
And and
then then
once once
-- --
if if
there there
is be
a a
positive positive
test test
return return
, ,
regardless regardless
of of
whether whether
or or
not not
they they
' '
re re
symptomatic symptomatic
or or
asymptomatic asymptomatic
, ,
regardless regardless
of of
whether whether
or or
not not
they they
' '
re re
added add
to to
official official
numbers number
, ,
what what
happens happen
next next
is be
that that
they they
are be
quarantined quarantine
, ,
they they
' '
re re
isolated isolate
, ,
and and
contact contact
tracing tracing
happens happen
. .
Contact contact
tracing tracing
is be
a a
key key
, ,
key key
, ,
key key
action action
. .
And and
so so
they they
go go
and and
figure figure
out out
where where
this this
person person
has have
been be
moving move
, ,
where where
they they
' '
ve ve
been be
, ,
who who
they they
' '
ve ve
been be
in in
contact contact
with with
, ,
and and
all all
those those
folks folk
that that
they they
' '
ve ve
been be
in in
close close
contact contact
with with
, ,
they they
get get
tested test
. .
And and
if if
they they
come come
back back
with with
a a
positive positive
test test
, ,
then then
they they
' '
re re
also also
isolated isolate
and and
they they
go go
through through
the the
process process
again again
. .
So so
China china
has have
not not
been be
testing test
people people
, ,
finding find
that that
they they
' '
re re
asymptomatic asymptomatic
and and
then then
just just
releasing release
them them
and and
letting let
them them
go go
home home
. .
That that
' '
s s
not not
the the
case case
. .
WPR wpr
: :
I i
think think
to to
that that
point point
too too
, ,
Gary gary
, ,
what what
you you
mentioned mention
about about
this this
trace-testing trace-testing
and and
being be
able able
to to
figure figure
out out
who who
people people
have have
been be
in in
contact contact
with with
to to
figure figure
out out
who who
may may
also also
have have
been be
infected infect
, ,
you you
know know
, ,
when when
you you
look look
at at
what what
' '
s s
happening happen
in in
other other
parts part
of of
the the
world world
, ,
you you
hear hear
in in
the the
United united
States states
, ,
where where
Chris chris
and and
I i
are be
based base
right right
now now
, ,
you you
' '
re re
hearing hearing
that that
people people
who who
are be
experiencing experience
symptoms symptom
, ,
have have
symptoms symptom
cannot can
get get
tested test
. .
You you
know know
, ,
how how
does do
China china
' '
s s
ability ability
to to
test test
so so
many many
people people
affect affect
the the
way way
that that
they they
can can
respond respond
to to
this this
and and
control control
this this
virus virus
? ?
GL gl
: :
It it
really really
matters matter
. .
Without without
the the
significant significant
testing testing
and and
without without
the the
contact contact
tracing tracing
that that
comes come
afterwards afterwards
, ,
I i
don don
' '
t t
think think
there there
' '
s s
a a
way way
that that
China china
could could
have have
contained contain
it it
the the
way way
that that
they they
did do
. .
The the
same same
thing thing
here here
in in
Hong hong
Kong kong
. .
If if
we we
didn didn
' '
t t
have have
both both
of of
those those
, ,
as as
minimum minimum
requirements requirement
in in
a a
health health
system system
, ,
Hong hong
Kong kong
could could
not not
have have
contained contain
it it
. .
And and
this this
is be
actually actually
the the
reason reason
why why
South south
Korea korea
is be
the the
only only
other other
country country
besides besides
China china
that that
has have
managed manage
to to
flatten flatten
the the
curve curve
, ,
is be
because because
they they
aggressively aggressively
tested test
. .
I i
think think
by by
far far
the the
highest high
per per
capita caput
testing test
anywhere anywhere
in in
the the
world world
, ,
as as
far far
as as
we we
know know
right right
now now
. .
And and
they they
aggressively aggressively
did do
contact contact
tracing tracing
. .
And and
because because
of of
that that
, ,
even even
though though
South south
Korea korea
had have
this this
huge huge
spike spike
, ,
and and
we we
thought think
that that
it it
was be
going go
to to
get get
out out
of of
hand hand
, ,
they they
were be
able able
to to
suppress suppress
it it
, ,
control control
it it
, ,
and and
now now
they they
' '
re re
in in
a a
much much
, ,
much much
better good
place place
. .
WPR wpr
: :
One one
thing thing
you you
mentioned mention
earlier earlier
that that
I i
' '
d d
love love
to to
talk talk
about about
, ,
too too
, ,
is be
SARS sars
and and
the the
impact impact
of of
going go
through through
that that
in in
2002 @card@
and and
2003 @card@
for for
China china
, ,
other other
countries country
in in
Asia asia
, ,
Hong hong
Kong kong
. .
You you
know know
, ,
what what
effect effect
did do
that that
have have
on on
everyone everyone
' '
s s
preparedness preparedness
in in
that that
part part
of of
the the
world world
for for
the the
COVID-19 covid-19
outbreak outbreak
? ?
GL gl
: :
It it
was be
significant significant
. .
I i
think think
the the
institutional institutional
and and
social social
memory memory
of of
SARS sars
matters matter
a a
heck heck
of of
a a
lot lot
, ,
when when
you you
look look
at at
China china
, ,
Hong hong
Kong kong
, ,
South south
Korea korea
, ,
Singapore singapore
, ,
Taiwan taiwan
, ,
Japan japan
, ,
a a
lot lot
of of
these these
countries country
in in
Asia asia
have have
dealt deal
with with
COVID-19 covid-19
. .
Let let
me me
use use
Hong hong
Kong kong
as as
an an
example example
, ,
because because
it it
' '
s s
the the
one one
that that
I i
know know
the the
most most
intimately intimately
. .
But but
a a
lot lot
of of
what what
I i
' '
m m
about about
to to
say say
actually actually
does do
apply apply
to to
those those
other other
areas area
of of
Asia asia
. .
So so
for for
context context
, ,
SARS sars
, ,
November november
2002 @card@
to to
July july
2003 @card@
, ,
very very
, ,
very very
similar similar
coronavirus coronavirus
to to
COVID-19 covid-19
, ,
I i
think think
there there
' '
s s
about about
an an
80 @card@
percent percent
similarity similarity
to to
those those
two two
viruses virus
. .
The the
global global
infected infected
number number
was be
a a
little little
over over
8 @card@
, ,
000 @card@
, ,
774 @card@
deaths death
. .
So so
by by
percentage percentage
, ,
deadlier deadly
than than
COVID-19 covid-19
is be
but but
far far
less less
infectious infectious
than than
COVID-19 covid-19
is be
. .
Now now
here here
' '
s s
why why
it it
impacted impact
Hong hong
Kong kong
so so
much much
, ,
and and
why why
the the
memory memory
is be
so so
deep deep
, ,
and and
actually actually
it it
tells tell
you you
a a
lot lot
about about
Hong hong
Kong kong
' '
s s
reaction reaction
to to
COVID-19 covid-19
. .
Of of
the the
8 @card@
, ,
000 @card@
infected infected
, ,
22 @card@
percent percent
were be
here here
in in
the the
city city
of of
7 @card@
. .
5 @card@
million million
, ,
and and
40 @card@
percent percent
, ,
actually actually
39 @card@
percent percent
of of
the the
deaths death
, ,
299 @card@
people people
died die
in in
Hong hong
Kong kong
. .
Thirty-nine thirty-nine
percent percent
of of
the the
global global
deaths death
happened happen
in in
Hong hong
Kong kong
. .
And and
SARS sars
did do
not not
start start
in in
Hong hong
Kong kong
, ,
it it
was be
imported import
into into
Hong hong
Kong kong
from from
southern southern
China china
. .
And and
so so
SARS sars
, ,
again again
, ,
deep deep
, ,
deep deep
memory memory
, ,
but but
it it
was be
a a
massive massive
turning turn
point point
in in
the the
Hong hong
Kong kong
health health
care care
system system
and and
also also
the the
social social
practices practice
of of
the the
city city
. .
And and
let let
me me
walk walk
through through
some some
of of
that that
impact impact
, ,
because because
you you
can can
actually actually
still still
see see
it it
, ,
even even
before before
COVID-19 covid-19
, ,
you you
see see
it it
every every
day day
. .
The the
health health
care care
system system
was be
able able
to to
really really
, ,
very very
quickly quickly
, ,
ramp ramp
up up
in in
capacity capacity
, ,
because because
of of
preparation preparation
post-SARS post-sars
. .
So so
after after
SARS sars
, ,
the the
Hong hong
Kong kong
health health
care care
authorities authority
started start
preparing prepare
for for
greater great
capacity capacity
, ,
especially especially
for for
infectious infectious
diseases disease
. .
There there
were be
new new
health health
alert alert
systems system
, ,
warnings warning
and and
treatment treatment
protocols protocol
put put
in in
place place
. .
I i
can can
tell tell
you you
that that
a a
lot lot
of of
folks folk
that that
were be
here here
before before
SARS sars
will will
tell tell
you you
that that
in in
Hong hong
Kong kong
hospitals hospital
, ,
before before
SARS sars
, ,
it it
was be
actually actually
rare rare
to to
see see
even even
medical medical
professionals professional
wear wear
face face
masks mask
. .
And and
now now
surgical surgical
masks mask
are be
ubiquitous ubiquitous
, ,
not not
only only
in in
hospitals hospital
, ,
but but
across across
the the
entire entire
city city
. .
Anytime anytime
, ,
anywhere anywhere
, ,
it it
seems seem
, ,
especially especially
right right
now now
. .
New new
channels channel
of of
communication communication
and and
data datum
and and
information information
exchange exchange
were be
opened open
up up
with with
mainland mainland
Chinese chinese
authorities authority
, ,
and and
technology technology
was be
implemented implement
, ,
including include
now now
a a
supercomputer supercomputer
that that
actually actually
does do
contact contact
tracing tracing
in in
Hong hong
Kong kong
. .
You you
could could
trace trace
the the
existence existence
of of
the the
supercomputer supercomputer
and and
this this
contact-tracing contact-tracing
ability ability
back back
to to
changes change
that that
happened happen
post-SARS post-sars
. .
On on
the the
social social
side side
, ,
there there
was be
also also
a a
huge huge
change change
. .
The the
first first
thing thing
I i
have have
to to
talk talk
about about
is be
, ,
of of
course course
, ,
masks mask
. .
Now now
, ,
I i
know know
that that
there there
is be
still still
not not
consensus consensus
everywhere everywhere
in in
the the
world world
about about
whether whether
or or
not not
masks mask
actually actually
help help
in in
this this
situation situation
. .
I i
know know
that that
the the
World world
Health health
Organization organization
as as
well well
as as
governments government
like like
the the
US us
, ,
as as
well well
as as
Singapore singapore
, ,
say say
that that
only only
medical medical
personnel personnel
as as
well well
as as
people people
who who
are be
actually actually
sick sick
and and
showing show
symptoms symptom
need need
to to
be be
wearing wear
masks mask
. .
In in
Hong hong
Kong kong
, ,
everyone everyone
wears wear
masks mask
. .
And and
the the
government government
, ,
even even
though though
they they
flip-flopped flip-flop
a a
little little
bit bit
during during
this this
epidemic epidemic
, ,
the the
general general
, ,
the the
guidance guidance
is be
that that
everyone everyone
should should
be be
wearing wear
masks mask
. .
That that
started start
in in
SARS sars
. .
Ninety ninety
percent percent
of of
Hong hong
Kongers kongers
during during
SARS sars
wore wear
masks mask
, ,
and and
that that
habit habit
actually actually
stayed stay
with with
Hong hong
Kongers kongers
, ,
and and
so so
generally generally
speaking speak
, ,
even even
outside outside
of of
the the
pandemic pandemic
, ,
when when
people people
are be
sick sick
and and
coughing cough
, ,
you you
' '
ll ll
see see
them them
wear wear
masks mask
out out
in in
public public
. .
On on
top top
of of
that that
, ,
there there
was be
-- --
it it
became become
systemic systemic
, ,
or or
I i
should should
say say
systematic systematic
controls control
for for
hygiene hygiene
in in
social social
and and
public public
spaces space
. .
So so
if if
you you
visit visit
Hong hong
Kong kong
, ,
again again
, ,
before before
all all
of of
this this
happened happen
, ,
you you
would would
have have
noticed notice
that that
public public
spaces space
are be
constantly constantly
being be
disinfected disinfect
. .
One one
good good
example example
that that
everyone everyone
notices notice
is be
that that
when when
you you
go go
into into
an an
elevator elevator
in in
public public
spaces space
, ,
in in
buildings building
, ,
they they
will will
either either
have have
one one
of of
two two
things thing
, ,
potentially potentially
both both
. .
They they
' '
ll ll
either either
have have
a a
sign sign
that that
tells tell
you you
how how
often often
the the
elevator elevator
buttons button
are be
disinfected disinfect
, ,
or or
there there
will will
be be
a a
plastic plastic
, ,
piece piece
of of
sticky sticky
plastic plastic
, ,
like like
a a
plastic plastic
sheet sheet
over over
the the
buttons button
so so
it it
effectively effectively
becomes become
a a
flat flat
surface surface
. .
When when
you you
eat eat
out out
, ,
Hong hong
Kong kong
is be
obviously obviously
famous famous
for for
its its
dim dim
sum sum
, ,
and and
one one
of of
the the
most most
famous famous
things thing
about about
Hong hong
Kong kong
dim dim
sum sum
are be
the the
dim dim
sum sum
carts cart
, ,
which which
are be
also also
very very
popular popular
in in
New new
York york
' '
s s
Chinatown chinatown
, ,
as as
an an
example example
. .
Those those
dim dim
sum sum
carts cart
, ,
they they
pretty pretty
much much
went go
away away
after after
SARS sars
. .
And and
so so
most most
dim dim
sum sum
restaurants restaurant
that that
you you
' '
ll ll
go go
to to
in in
Hong hong
Kong kong
now now
, ,
the the
vast vast
majority majority
of of
them them
, ,
you you
have have
to to
order order
off off
of of
a a
menu menu
, ,
you you
don don
' '
t t
have have
public public
carts cart
going go
around around
because because
of of
hygiene hygiene
issues issue
. .
In in
most most
nice nice
Chinese chinese
restaurants restaurant
in in
Hong hong
Kong kong
now now
you you
will will
get get
, ,
when when
you you
sit sit
down down
, ,
two two
pairs pair
of of
chopsticks chopstick
per per
person person
. .
And and
those those
two two
pairs pair
of of
chopsticks chopstick
are be
different different
colored color
, ,
because because
one one
is be
used use
to to
grab grab
food food
from from
the the
center center
of of
the the
table table
to to
your your
plate plate
, ,
and and
the the
other other
one one
is be
for for
you you
to to
take take
the the
food food
and and
put put
it it
in in
your your
mouth mouth
. .
And and
honestly honestly
, ,
there there
are be
hand hand
sanitizers sanitizers
and and
hand-washing hand-washing
notices notice
literally literally
everywhere everywhere
, ,
and and
this this
is be
just just
part part
of of
the the
social social
behavior behavior
after after
SARS sars
. .
Safety safety
protocols protocol
in in
offices office
, ,
everyone everyone
knows know
how how
to to
shut shut
down down
an an
office office
and and
control control
traffic traffic
really really
well well
. .
Most most
major major
offices office
have have
temperature-check temperature-check
machines machine
at at
the the
very very
least least
available available
, ,
and and
then then
, ,
of of
course course
, ,
social social
distancing distancing
. .
People people
understand understand
social social
distancing distancing
is be
important important
, ,
and and
so so
the the
moment moment
there there
was be
fear fear
of of
what what
was be
happening happen
across across
the the
border border
, ,
naturally naturally
, ,
people people
started start
social-distancing social-distancing
activities activity
and and
self-quarantine self-quarantine
became become
pretty pretty
normal normal
. .
So so
those those
are be
all all
the the
social social
things thing
as as
well well
as as
the the
health health
system system
things thing
that that
kind kind
of of
changed change
, ,
and and
because because
of of
that that
, ,
Hong hong
Kong kong
was be
able able
to to
react react
really really
, ,
really really
fast fast
, ,
not not
just just
the the
government government
, ,
not not
just just
the the
health health
authorities authority
but but
the the
people people
of of
Hong hong
Kong kong
, ,
and and
I i
think think
that that
' '
s s
the the
most most
important important
part part
, ,
is be
that that
the the
entire entire
city city
, ,
that that
the the
community community
reacted react
and and
went go
into into
this this
mode mode
where where
you you
wore wear
masks mask
, ,
you you
washed wash
your your
hands hand
, ,
you you
carried carry
hand hand
sanitizer sanitizer
, ,
you you
stopped stop
going go
to to
public public
places place
. .
WPR wpr
: :
I i
' '
m m
curious curious
then then
, ,
I i
think think
a a
lot lot
of of
people people
who who
are be
listening listen
at at
home home
and and
figuring figure
out out
how how
can can
we we
apply apply
some some
of of
those those
things thing
here here
, ,
and and
from from
where where
you you
sit sit
, ,
and and
when when
you you
see see
what what
' '
s s
going go
on on
in in
other other
parts part
of of
the the
world world
, ,
where where
maybe maybe
people people
are be
struggling struggle
to to
make make
some some
of of
these these
changes change
. .
You you
know know
, ,
what what
are be
some some
of of
the the
specific specific
things thing
you you
think think
folks folk
can can
adapt adapt
in in
their their
own own
cultures culture
, ,
in in
their their
own own
countries country
? ?
GL gl
: :
I i
think think
communication communication
is be
a a
huge huge
deal deal
. .
If if
you you
talk talk
to to
local local
Hong hong
Kongers kongers
, ,
they they
will will
likely likely
opine opine
that that
the the
communication communication
from from
the the
Hong hong
Kong kong
government government
has have
not not
been be
top top
notch notch
. .
But but
thankfully thankfully
, ,
there there
have have
been be
other other
authorities authority
and and
certainly certainly
even even
just just
person-to-person person-to-person
communication communication
has have
been be
pretty pretty
strong strong
. .
A a
lot lot
of of
corporates corporate
have have
done do
an an
incredible incredible
job job
in in
Hong hong
Kong kong
in in
communicating communicate
very very
transparently transparently
with with
their their
employees employee
and and
insurance insurance
companies company
have have
also also
been be
making make
available available
all all
sorts sort
of of
webinars webinars
and and
materials material
and and
made make
it it
actually actually
quite quite
easy easy
for for
people people
to to
understand understand
how how
to to
get get
tested test
, ,
where where
to to
get get
tested test
, ,
who who
to to
get get
tested test
. .
And and
so so
that that
communication communication
, ,
I i
think think
, ,
has have
centralized centralize
, ,
to to
some some
degree degree
, ,
the the
messaging message
. .
In in
a a
city city
like like
Hong hong
Kong kong
, ,
everyone everyone
generally generally
believes believe
the the
same same
thing thing
, ,
and and
what what
they they
believe believe
is be
generally generally
true true
. .
Of of
course course
, ,
there there
' '
s s
still still
misinformation misinformation
issues issue
, ,
as as
there there
are be
everywhere everywhere
. .
But but
I i
think think
, ,
possibly possibly
also also
because because
of of
SARS sars
, ,
because because
over over
the the
course course
of of
the the
17 @card@
years year
, ,
a a
lot lot
of of
the the
misinformation misinformation
has have
now now
been be
vetted vet
, ,
everyone everyone
knows know
what what
is be
true true
, ,
so so
there there
is be
already already
, ,
sort sort
of of
, ,
an an
internal internal
radar radar
or or
at at
least least
alarm alarm
bell bell
for for
things thing
that that
seem seem
to to
be be
wrong wrong
. .
So so
I i
think think
communication communication
is be
really really
important important
, ,
from from
government government
, ,
from from
corporates corporate
anywhere anywhere
in in
the the
world world
. .
And and
I i
think think
if if
there there
is be
a a
recommendation recommendation
for for
health health
systems system
, ,
I i
know know
getting get
tests test
is be
really really
difficult difficult
. .
One one
of of
the the
things thing
that that
has have
made make
testing testing
in in
China china
and and
Hong hong
Kong kong
certainly certainly
so so
effective effective
, ,
is be
that that
there there
is be
point-of-care point-of-care
testing testing
, ,
that that
still still
really really
doesn doesn
' '
t t
exist exist
, ,
or or
at at
least least
doesn doesn
' '
t t
exist exist
in in
volume volume
in in
the the
US us
. .
And and
so so
they they
have have
to to
save save
these these
tests test
and and
only only
a a
certain certain
number number
of of
people people
can can
get get
tested test
, ,
the the
triage triage
system system
then then
becomes become
overflowing overflow
. .
Whereas whereas
here here
, ,
generally generally
speaking speak
, ,
everyone everyone
can can
get get
tested test
, ,
and and
then then
of of
course course
, ,
the the
contact contact
tracing tracing
. .
Everyone everyone
knows know
that that
if if
somebody somebody
that that
you you
' '
ve ve
been be
in in
contact contact
with with
tests test
positive positive
, ,
you you
' '
re re
going go
to to
be be
called call
in in
by by
the the
hospital hospital
authorities authority
and and
you you
' '
re re
going go
to to
be be
tested test
, ,
and and
then then
if if
you you
' '
re re
positive positive
, ,
everyone everyone
you you
' '
ve ve
been be
in in
contact contact
with with
for for
the the
last last
two two
weeks week
will will
also also
be be
called call
in in
. .
And and
people people
don don
' '
t t
really really
see see
it it
as as
an an
annoyance annoyance
, ,
it it
' '
s s
just just
what what
needs need
to to
be be
done do
. .
And and
I i
think think
because because
of of
that that
, ,
again again
, ,
the the
containment containment
has have
been be
effective effective
. .
WPR wpr
: :
Great great
. .
And and
we we
have have
a a
question question
from from
Chris chris
here here
. .
CA ca
: :
Gary gary
, ,
it it
actually actually
builds build
on on
the the
point point
you you
just just
made make
, ,
people people
are be
puzzled puzzle
online online
, ,
how how
is be
it it
that that
China china
avoided avoid
the the
explosion explosion
of of
cases case
in in
big big
cities city
like like
Beijing beijing
, ,
Shanghai shanghai
, ,
where where
people people
were be
coming come
there there
from from
Wuhan wuhan
. .
How how
on on
earth earth
did do
some some
of of
those those
cases case
not not
explode explode
? ?
Was be
it it
just just
down down
to to
really really
diligent diligent
contact contact
tracing tracing
? ?
GL gl
: :
I i
think think
it it
was be
a a
combination combination
of of
things thing
. .
First first
of of
all all
, ,
the the
shutdown shutdown
of of
Hubei hubei
province province
certainly certainly
helped help
. .
And and
then then
, ,
the the
major major
cities city
actually actually
went go
into into
isolation isolation
and and
quarantine quarantine
as as
well well
. .
Remember remember
, ,
it it
was be
Chinese chinese
New new
Year year
, ,
so so
there there
was be
no no
one one
working work
that that
week week
. .
And and
so so
everyone everyone
just just
went go
home home
. .
And and
generally generally
speaking speak
, ,
in in
most most
major major
cities city
, ,
they they
locked lock
their their
doors door
and and
they they
didn didn
' '
t t
leave leave
. .
Now now
, ,
China china
is be
very very
prepared prepare
for for
this this
, ,
because because
the the
technology technology
stack stack
in in
China china
, ,
including include
