Bruno bruno
said say
that that
they they
' '
re re
cutting cut
off off
oil oil
import import
from from
Russia russia
, ,
but but
those those
are be
nominal nominal
numbers number
, ,
so so
they they
don don
' '
t t
matter matter
very very
much much
to to
the the
markets market
. .
The the
Europeans europeans
, ,
as as
I i
said say
, ,
want want
to to
decouple decouple
themselves themselves
as as
quickly quickly
as as
possible possible
, ,
but but
they they
believe believe
that that
doing do
that that
this this
year year
would would
be be
economic economic
suicide suicide
. .
So so
there there
isn isn
' '
t t
, ,
despite despite
everything everything
we we
see see
from from
Russia russia
, ,
they they
' '
re re
using use
thermobaric thermobaric
weapons weapon
now now
against against
the the
Ukrainian ukrainian
people people
, ,
the the
Americans americans
are be
warning warn
that that
they they
could could
use use
chemical chemical
, ,
biological biological
weapons weapon
against against
Ukraine ukraine
. .
I i
mean mean
, ,
you you
know know
, ,
you you
even even
have have
some some
people people
saying say
, ,
what what
if if
they they
use use
a a
tactical tactical
nuclear nuclear
weapon weapon
? ?
I i
mean mean
. .
. .
. .
God god
willing willing
, ,
none none
of of
these these
things thing
come come
to to
pass pass
. .
But but
it it
is be
very very
hard hard
to to
see see
a a
military military
scenario scenario
in in
Ukraine ukraine
that that
leads lead
the the
Europeans europeans
to to
completely completely
cut cut
off off
their their
inbound inbound
gas gas
from from
Russia russia
this this
year year
. .
It it
' '
s s
very very
hard hard
to to
see see
. .
And and
also also
, ,
I i
would would
say say
, ,
it it
' '
s s
very very
hard hard
to to
see see
any any
level level
of of
economic economic
sanction sanction
that that
would would
change change
the the
mind mind
of of
the the
Russians russians
in in
terms term
of of
their their
military military
decision decision
making make
on on
the the
ground ground
in in
Ukraine ukraine
. .
Now now
, ,
I i
think think
there there
are be
a a
lot lot
of of
things thing
that that
the the
West west
is be
doing do
in in
terms term
of of
providing provide
weapons weapon
for for
the the
Ukrainians ukrainians
that that
are be
having have
an an
impact impact
on on
the the
ground ground
. .
A a
lot lot
more more
Russians russians
are be
getting get
killed kill
. .
It it
won win
' '
t t
prevent prevent
them them
from from
taking take
to to
Kyiv kyiv
, ,
again again
in in
my my
mind mind
I i
feel feel
quite quite
confident confident
about about
that that
. .
But but
it it
' '
s s
quite quite
possible possible
, ,
perhaps perhaps
even even
likely likely
, ,
that that
the the
west west
of of
Ukraine ukraine
will will
remain remain
in in
Ukrainian ukrainian
hands hand
, ,
which which
means mean
that that
, ,
you you
know know
, ,
after after
this this
fighting fighting
is be
" "
over over
, ,
" "
that that
a a
rump rump
Ukrainian ukrainian
state state
in in
exile exile
exists exist
in in
the the
West west
, ,
run run
by by
Zelenskyy zelenskyy
or or
someone someone
that that
' '
s s
aligned align
with with
him him
, ,
and and
that that
they they
continue continue
to to
get get
enormous enormous
economic economic
and and
military military
support support
from from
all all
of of
the the
NATO nato
countries country
. .
So so
even even
though though
I i
don don
' '
t t
think think
that that
the the
energy energy
situation situation
will will
become become
so so
parlous parlous
that that
it it
would would
affect affect
Putin putin
' '
s s
decision decision
making make
, ,
I i
do do
think think
that that
the the
West west
' '
s s
response response
does do
matter matter
on on
the the
ground ground
. .
BG bg
: :
The the
war war
is be
kind kind
of of
having have
radiating radiate
economic economic
shock shock
waves wave
around around
the the
world world
now now
, ,
ripple ripple
effects effect
on on
food food
markets market
, ,
for for
example example
and and
food food
security security
. .
We we
talk talk
a a
lot lot
about about
energy energy
security security
, ,
what what
about about
food food
security security
? ?
IB ib
: :
Well well
, ,
you you
have have
the the
largest large
grain grain
producer producer
in in
the the
world world
invading invade
the the
fifth fifth
largest large
grain grain
producer producer
in in
the the
world world
on on
the the
back back
of of
a a
two-year two-year
pandemic pandemic
that that
' '
s s
still still
ongoing ongoing
. .
We we
don don
' '
t t
talk talk
about about
it it
much much
anymore anymore
, ,
but but
it it
' '
s s
still still
there there
. .
And and
of of
course course
, ,
this this
hit hit
the the
poorest poor
countries country
in in
the the
world world
the the
hardest hard
. .
The the
level level
of of
indebtedness indebtedness
and and
the the
unsustainability unsustainability
of of
paying pay
that that
debt debt
off off
was be
already already
becoming become
a a
massive massive
problem problem
for for
so so
many many
of of
the the
developing develop
countries country
in in
the the
world world
. .
And and
the the
IMF imf
provided provide
a a
lot lot
of of
relief relief
in in
special special
drawing drawing
rights right
and and
direct direct
aid aid
over over
the the
course course
of of
the the
past past
12 @card@
months month
, ,
but but
that that
money money
is be
now now
running run
to to
an an
end end
. .
And and
what what
happens happen
when when
commodity commodity
prices price
spike spike
up up
and and
we we
have have
severe severe
supply supply
chain chain
challenges challenge
with with
energy energy
and and
food food
, ,
and and
those those
things thing
are be
obviously obviously
very very
related relate
. .
What what
happens happen
is be
that that
a a
lot lot
of of
people people
die die
. .
What what
happens happen
is be
we we
see see
a a
lot lot
more more
starvation starvation
. .
The the
World world
Food food
Organization organization
says say
about about
10 @card@
million million
people people
a a
year year
die die
of of
starvation starvation
. .
That that
number number
in in
the the
next next
12 @card@
months month
is be
going go
to to
be be
a a
lot lot
higher high
than than
it it
otherwise otherwise
would would
have have
been be
. .
The the
number number
of of
people people
who who
are be
food food
stressed stress
in in
the the
world world
is be
going go
to to
go go
way way
up up
in in
sub-Saharan sub-saharan
Africa africa
, ,
in in
Yemen yemen
, ,
in in
Afghanistan afghanistan
, ,
in in
Bangladesh bangladesh
. .
It it
' '
s s
going go
to to
go go
way way
up up
. .
And and
you you
know know
, ,
it it
' '
s s
horrible horrible
to to
think think
about about
, ,
but but
the the
massive massive
impact impact
of of
this this
Russia russia
crisis crisis
is be
going go
to to
be be
much much
more more
global global
inequality inequality
. .
And and
this this
is be
, ,
of of
course course
, ,
a a
direct direct
consequence consequence
of of
the the
end end
of of
the the
peace peace
dividend dividend
more more
structurally structurally
. .
That that
over over
the the
last last
30 @card@
years year
of of
globalization globalization
, ,
what what
did do
you you
have have
? ?
A a
lot lot
of of
people people
were be
left leave
behind behind
, ,
but but
the the
biggest big
thing thing
you you
had have
was be
the the
explosion explosion
of of
a a
single single
global global
middle middle
class class
. .
On on
the the
back back
of of
the the
pandemic pandemic
and and
now now
this this
Russia-Ukraine russia-ukraine
war war
and and
the the
decoupling decoupling
of of
the the
Russian russian
economy economy
from from
the the
West west
, ,
which which
doesn doesn
' '
t t
matter matter
so so
much much
in in
terms term
of of
the the
size size
of of
the the
Russian russian
economy economy
, ,
but but
it it
matters matter
immensely immensely
in in
terms term
of of
commodities commodity
globally globally
and and
supply supply
chain chain
, ,
those those
two two
things thing
are be
going go
to to
seriously seriously
unwind unwind
the the
growth growth
of of
this this
global global
middle middle
class class
, ,
and and
they they
' '
re re
going go
to to
stress stress
developing develop
countries country
to to
a a
much much
greater great
degree degree
. .
They they
will will
lead lead
to to
financial financial
crises crisis
in in
countries country
like like
Turkey turkey
, ,
for for
example example
, ,
that that
will will
no no
longer longer
be be
able able
to to
service service
their their
debt debt
. .
You you
' '
ll ll
see see
more more
Lebanons lebanon
out out
there there
. .
You you
' '
ll ll
see see
some some
in in
Latin latin
America america
, ,
you you
' '
ll ll
see see
some some
in in
sub-Saharan sub-saharan
Africa africa
. .
Those those
are be
the the
knock-on knock-on
effects effect
and and
so so
, ,
so so
many many
people people
that that
have have
been be
saying say
over over
the the
last last
few few
weeks week
, ,
" "
Why why
are be
we we
paying pay
so so
much much
attention attention
to to
Ukraine ukraine
? ?
It it
' '
s s
because because
they they
' '
re re
white white
people people
, ,
because because
they they
' '
re re
European european
. .
We we
wouldn wouldn
' '
t t
pay pay
that that
much much
attention attention
if if
they they
were be
Afghans afghan
or or
if if
they they
were be
, ,
you you
know know
, ,
Afghanis afghani
or or
if if
they they
were be
Yemenis yemeni
. .
We we
wouldn wouldn
' '
t t
. .
" "
I i
mean mean
, ,
first first
of of
all all
, ,
you you
' '
ve ve
got get
millions million
and and
millions million
of of
Ukrainian ukrainian
refugees refugee
, ,
and and
we we
' '
re re
not not
paying pay
as as
much much
attention attention
to to
them them
as as
we we
did do
to to
the the
Syrian syrian
refugees refugee
precisely precisely
because because
of of
race race
, ,
precisely precisely
because because
the the
Europeans europeans
are be
more more
willing willing
to to
integrate integrate
millions million
and and
millions million
of of
" "
fellow fellow
Europeans european
" "
into into
Europe europe
. .
But but
we we
are be
paying pay
much much
more more
attention attention
to to
the the
Ukraine ukraine
crisis crisis
and and
we we
should should
, ,
because because
the the
impact impact
on on
the the
poorest poor
people people
around around
the the
world world
is be
vastly vastly
greater great
from from
this this
conflict conflict
than than
anything anything
that that
we we
' '
ve ve
seen see
in in
any any
of of
those those
smaller small
economies economy
with with
less less
impact impact
, ,
despite despite
all all
of of
the the
human human
depredation depredation
that that
' '
s s
happened happen
over over
the the
past past
30 @card@
years year
. .
BG bg
: :
Ian ian
, ,
I i
want want
to to
talk talk
for for
a a
second second
about about
climate climate
because because
another another
crisis crisis
that that
has have
, ,
kind kind
of of
, ,
disappeared disappear
from from
the the
headlines headline
is be
the the
climate climate
crisis crisis
, ,
right right
? ?
Ten ten
days day
ago ago
, ,
the the
IPCC ipcc
released release
a a
report report
that that
the the
secretary secretary
general general
of of
the the
UN un
described describe
as as
an an
" "
atlas atlas
of of
human human
suffering suffering
, ,
" "
if if
I i
remember remember
correctly correctly
. .
And and
it it
has have
been be
basically basically
ignored ignore
. .
Over over
the the
last last
several several
years year
, ,
much much
of of
the the
world world
had have
started start
to to
embark embark
, ,
with with
more more
or or
less less
enthusiasm enthusiasm
, ,
on on
a a
process process
of of
transitioning transitioning
away away
from from
oil oil
and and
gas gas
and and
into into
kind kind
of of
a a
clean clean
energy energy
future future
. .
And and
now now
the the
war war
comes come
in in
and and
we we
look look
at at
what what
you you
just just
described describe
, ,
the the
unraveling unraveling
of of
global global
supply supply
chains chain
, ,
the the
dependency dependency
on on
energy energy
and and
so so
on on
. .
And and
there there
are be
kind kind
of of
two two
schools school
of of
thought thought
here here
. .
One one
says say
this this
war war
is be
going go
to to
accelerate accelerate
the the
adoption adoption
of of
clean clean
energy energy
because because
we we
need need
to to
diminish diminish
dependence dependence
from from
Russia russia
and and
these these
fossil fossil
fuels fuel
. .
And and
the the
other other
says say
, ,
the the
other other
school school
of of
thought thought
says say
it it
' '
s s
going go
to to
derail derail
the the
transition transition
to to
clean clean
energy energy
because because
suddenly suddenly
the the
priority priority
is be
no no
longer long
decarbonization decarbonization
, ,
suddenly suddenly
the the
priority priority
is be
energy energy
security security
, ,
energy energy
supply supply
. .
IB ib
: :
The the
Europeans europeans
are be
largely largely
in in
the the
first first
camp camp
, ,
and and
they they
will will
move move
towards towards
faster fast
decoupling decoupling
and and
investment investment
accordingly accordingly
. .
The the
Americans americans
are be
largely largely
in in
the the
second second
camp camp
, ,
and and
they they
will will
move move
towards towards
" "
Let let
' '
s s
focus focus
more more
on on
fossil fossil
fuels fuel
and and
partisan partisan
divide divide
on on
this this
issue issue
, ,
" "
accordingly accordingly
. .
The the
Chinese chinese
, ,
who who
are be
the the
largest large
carbon carbon
emitter emitter
in in
the the
world world
by by
a a
long long
margin margin
, ,
though though
not not
per per
capita capita
and and
not not
historically historically
, ,
but but
still still
in in
terms term
of of
every every
year year
totals total
, ,
they they
will will
continue continue
on on
the the
same same
path path
they they
' '
ve ve
been be
on on
, ,
which which
is be
a a
net-zero net-zero
target target
but but
without without
yet yet
a a
very very
strong strong
plan plan
on on
how how
to to
get get
there there
and and
not not
feeling feel
a a
lot lot
of of
pressure pressure
to to
provide provide
that that
plan plan
, ,
because because
they they
think think
the the
Americans americans
are be
completely completely
incoherent incoherent
and and
incapable incapable
of of
effectuating effectuating
a a
strategic strategic
long-term long-term
plan plan
on on
climate climate
themselves themselves
. .
So so
I i
mean mean
, ,
what what
we we
have have
is be
a a
lot lot
of of
progress progress
on on
climate climate
and and
, ,
of of
course course
, ,
technology technology
around around
renewable renewable
energies energy
and and
around around
electric electric
batteries battery
and and
supply supply
chain chain
continue continue
to to
get get
cheaper cheap
and and
cheaper cheap
as as
more more
money money
is be
being be
invested invest
in in
it it
. .
And and
that that
does do
make make
me me
long-term long-term
more more
optimistic optimistic
that that
by by
2045 @card@
, ,
a a
majority majority
of of
the the
world world
' '
s s
energy energy
will will
probably probably
be be
coming come
from from
renewables renewables
. .
And and
five five
years year
ago ago
, ,
I i
wouldn wouldn
' '
t t
have have
said say
that that
. .
But but
still still
, ,
I i
mean mean
, ,
when when
the the
news news
today today
is be
that that
the the
Americans americans
are be
sending send
a a
high-level high-level
delegation delegation
to to
Caracas caracas
to to
figure figure
out out
if if
we we
can can
reopen reopen
relations relation
with with
Venezuela venezuela
to to
get get
them them
to to
produce produce
more more
oil oil
again again
. .
With with
the the
Iranians iranian
, ,
let let
' '
s s
do do
any any
deal deal
possible possible
to to
get get
back back
into into
the the
JCPOA jcpoa
, ,
the the
nuclear nuclear
deal deal
, ,
so so
that that
we we
can can
get get
that that
oil oil
on on
the the
market market
. .
Calling call
the the
Saudis saudis
, ,
calling call
the the
Emiratis emiratis
, ,
and and
they they
' '
re re
not not
willing willing
to to
take take
Biden biden
' '
s s
phone phone
call call
on on
this this
issue issue
while while
they they
' '
re re
talking talk
to to
Putin putin
. .
Those those
are be
warning warn
signals signal
that that
in in
the the
near near
term term
, ,
we we
' '
ve ve
got get
some some
big big
challenges challenge
and and
a a
lot lot
of of
those those
challenges challenge
are be
going go
to to
be be
filled fill
with with
fossil fossil
fuels fuel
and and
fossil fossil
fuel fuel
development development
. .
And and
so so
I i
do do
think think
that that
the the
fact fact
that that
both both
of of
the the
answers answer
to to
your your
question question
are be
true true
in in
different different
places place
on on
net-net net-net
is be
more more
negative negative
for for
how how
quickly quickly
we we
can can
transition transition
. .
BG bg
: :
Let let
' '
s s
talk talk
a a
bit bit
about about
China china
. .
Brigid brigid
, ,
I i
think think
, ,
who who
' '
s s
listening listen
in in
asks ask
, ,
" "
What what
do do
you you
believe believe
Xi xi
Jinping jinping
is be
learning learn
from from
the the
world world
' '
s s
response response
to to
the the
crisis crisis
, ,
to to
the the
Ukrainian ukrainian
war war
? ?
" "
IB ib
: :
Well well
, ,
certainly certainly
learning learn
that that
this this
was be
a a
red red
line line
for for
the the
West west
. .
And and
I i
think think
that that
this this
would would
have have
surprised surprise
, ,
it it
obviously obviously
surprised surprise
Putin putin
, ,
I i
think think
it it
would would
have have
surprised surprise
Xi xi
Jinping jinping
as as
well well
. .
Xi xi
Jinping jinping
saw see
Afghanistan afghanistan
. .
He he
saw see
that that
Merkel merkel
was be
out out
. .
He he
saw see
that that
Macron macron
is be
focused focus
on on
strategic strategic
autonomy autonomy
. .
He he
sees see
Biden biden
as as
much much
more more
focused focus
on on
China china
and and
Asia asia
. .
I i
think think
that that
this this
is be
a a
surprise surprise
to to
Xi xi
Jinping jinping
. .
But but
Xi xi
Jinping jinping
also also
sees see
that that
a a
lot lot
of of
the the
world world
is be
not not
with with
NATO nato
on on
this this
issue issue
. .
141 @card@
countries country
, ,
if if
I i
remember remember
correctly correctly
, ,
voted vote
to to
censor censor
the the
Russians russians
for for
their their
invasion invasion
of of
Ukraine ukraine
at at
the the
United united
Nations nations
General general
Assembly assembly
. .
But but
very very
large large
numbers number
of of
that that
141 @card@
are be
not not
on on
board board
with with
all all
of of
these these
sanctions sanction
against against
Russia russia
. .
They they
' '
re re
happy happy
with with
the the
diplomatic diplomatic
censure censure
, ,
but but
they they
need need
to to
continue continue
to to
work work
with with
the the
Russians russians
. .
The the
Chinese chinese
see see
that that
too too
. .
The the
Chinese chinese
see see
just just
how how
much much
more more
fragmented fragmented
the the
global global
order order
is be
. .
I i
thought think
the the
most most
significant significant
thing thing
that that
we we
' '
ve ve
seen see
from from
the the
Chinese chinese
so so
far far
two two
issues issue
. .
The the
first first
is be
, ,
of of
course course
, ,
when when
Putin putin
went go
to to
Beijing beijing
and and
Xi xi
Jinping jinping
made make
the the
public public
announcement announcement
that that
" "
this this
is be
our our
best good
friend friend
on on
the the
global global
stage stage
, ,
and and
we we
will will
work work
much much
more more
strategically strategically
with with
them them
economically economically
, ,
diplomatically diplomatically
and and
militarily militarily
going go
forward forward
. .
" "
And and
Xi xi
Jinping jinping
knew know
very very
well well
where where
Ukraine ukraine
was be
heading head
at at
that that
point point
and and
also also
knew know
that that
the the
likelihood likelihood
of of
an an
invasion invasion
was be
coming come
. .
Didn didn
' '
t t
stop stop
him him
from from
making make
that that
announcement announcement
in in
the the
slightest slight
. .
And and
then then
after after
the the
invasion invasion
, ,
and and
it it
' '
s s
going go
badly badly
, ,
I i
mean mean
, ,
if if
you you
watch watch
Chinese chinese
social social
media medium
, ,
the the
fact fact
is be
that that
the the
censorship censorship
is be
all all
about about
Ukraine ukraine
. .
I i
mean mean
, ,
the the
Chinese chinese
media media
space space
is be
pursuing pursue
a a
relentlessly relentlessly
pro-Putin pro-putin
policy policy
. .
They they
have have
media medium
embedded embed
with with
Russian russian
troops troop
on on
the the
ground ground
in in
Ukraine ukraine
. .
Now now
, ,
publicly publicly
, ,
the the
Chinese chinese
government government
wants want
to to
be be
seen see
as as
: :
" "
We we
' '
re re
neutral neutral
, ,
we we
like like
the the
Russians russians
, ,
we we
like like
the the
Ukrainians ukrainians
, ,
we we
still still
want want
to to
work work
with with
everybody everybody
. .
" "
But but
the the
fact fact
is be
that that
China china
feels feel
no no
problem problem
being be
publicly publicly
completely completely
aligned align
with with
Putin putin
, ,
despite despite
the the
fact fact
that that
they they
are be
invading invade
a a
democratic democratic
government government
with with
44 @card@
million million
people people
in in
the the
middle middle
of of
Europe europe
. .
That that
' '
s s
a a
pretty pretty
astonishing astonishing
statement statement
from from
the the
Chinese chinese
. .
And and
there there
' '
s s
no no
question question
that that
they they
have have
learned learn
that that
they they
' '
re re
in in
a a
vastly vastly
better well
economic economic
position position
than than
they they
used use
to to
be be
, ,
and and
that that
gives give
them them
influence influence
. .
They they
are be
a a
government government
who who
projects project
its its
power power
primarily primarily
through through
economic economic
and and
technological technological
means mean
, ,
as as
opposed oppose
to to
Russia russia
that that
projects project
it it
primarily primarily
through through
military military
means mean
. .
And and
the the
Chinese chinese
believe believe
that that
there there
is be
a a
level level
of of
decoupling decoupling
that that
is be
already already
going go
on on
as as
the the
Americans americans
focus focus
on on
more more
industrial industrial
policy policy
, ,
as as
they they
focus focus
on on
America america
first first
for for
American american
workers worker
. .
A a
US us
foreign foreign
policy policy
for for
the the
American american
middle middle
class class
, ,
as as
Biden biden
put put
it it
, ,
is be
one one
that that
really really
pushes push
a a
lot lot
of of
capital capital
to to
leave leave
a a
country country
like like
China china
, ,
which which
had have
served serve
as as
the the
factory factory
for for
the the
world world
, ,
but but
at at
the the
expense expense
of of
a a
lot lot
of of
labor labor
coming come
out out
of of
advanced advanced
industrial industrial
economies economy
. .
And and
now now
, ,
yes yes
, ,
there there
are be
definitely definitely
some some
dangers danger
that that
come come
from from
the the
Chinese chinese
being be
perceived perceive
as as
too too
close close
to to
Russia russia
, ,
and and
they they
won win
' '
t t
want want
that that
, ,
and and
they they
' '
ll ll
want want
to to
make make
sure sure
that that
they they
' '
re re
engaging engage
diplomatically diplomatically
with with
the the
Europeans europeans
to to
try try
to to
minimize minimize
that that
damage damage
. .
But but
I i
thought think
it it
was be
very very
interesting interesting
, ,
and and
I i
' '
m m
not not
sure sure
this this
is be
public public
yet yet
, ,
that that
the the
Chinese chinese
ambassador ambassador
to to
Russia russia
recently recently
, ,
in in
the the
last last
few few
days day
, ,
organized organize
a a
meeting meeting
of of
a a
lot lot
of of
the the
top top
investors investor
Chinese chinese
investors investor
in in
Russia russia
, ,
saying say
, ,
" "
This this
is be
a a
unique unique
opportunity opportunity
, ,
the the
West west
is be
leaving leave
, ,
we we
should should
be be
going go
in in
and and
doing do
more more
. .
Because because
they they
' '
re re
going go
to to
be be
completely completely
reliant reliant
on on
us us
going go
forward forward
. .
" "
That that
is be
not not
a a
message message
that that
the the
Chinese chinese
ambassador ambassador
delivers deliver
unless unless
he he
is be
told tell
directly directly
to to
from from
Beijing beijing
. .
BG bg
: :
Ian ian
, ,
I i
' '
m m
going go
to to
jump jump
from from
topic topic
to to
topic topic
because because
there there
are be
several several
questions question
in in
the the
chat chat
. .
Nancy nancy
is be
asking ask
about about
whether whether
Putin putin
can can
be be
removed remove
from from
power power
. .
There there
' '
s s
been be
a a
lot lot
of of
discussion discussion
lately lately
about about
regime regime
change change
in in
Russia russia
, ,
either either
endogenous endogenous
, ,
like like
a a
palace palace
coup coup
, ,
or or
provoked provoke
by by
sanctions sanction
and and
other other
policies policy
. .
And and
so so
she she
asks ask
, ,
" "
How how
likely likely
is be
that that
Putin putin
will will
face face
a a
challenge challenge
from from
inside inside
Russia russia
, ,
whether whether
a a
popular popular
uprising uprising
, ,
a a
coup coup
or or
other other
? ?
" "
IB ib
: :
It it
' '
s s
very very
, ,
very very
unlikely unlikely
until until
it it
happens happen
. .
I i
mean mean
, ,
in in
the the
sense sense
that that
there there
is be
absolutely absolutely
no no
purpose purpose
in in
trying try
to to
say say
, ,
oh oh
, ,
I i
mean mean
, ,
you you
know know
, ,
there there
are be
rumors rumor
that that
Defense defense
Minister minister
Shoigu shoigu
is be
unhappy unhappy
and and
, ,
you you
know know
, ,
he he
might might
be be
making make
a a
move move
. .
And and
I i
' '
ve ve
seen see
these these
from from
relatively relatively
credible credible
analysts analyst
, ,
I i
' '
m m
like like
, ,
no no
, ,
no no
, ,
if if
there there
are be
such such
rumors rumor
, ,
then then
we we
know know
it it
' '
s s
not not
happening happen
because because
that that
' '
s s
the the
end end
of of
Shoigu shoigu
and and
his his
family family
. .
But but
it it
' '
s s
very very
clear clear
that that
there there
is be
more more
pressure pressure
on on
Putin putin
now now
than than
at at
any any
point point
since since
he he
' '
s s
been be
president president
. .
Domestic domestic
pressure pressure
on on
Putin putin
. .
About about
10 @card@
, ,
000 @card@
Russians russian
have have
been be
arrested arrest
so so
far far
, ,
detained detain
, ,
most most
of of
them them
have have
been be
released release
, ,
for for
nonviolent nonviolent
anti-war anti-war
protests protest
. .
The the
Russians russians
have have
shut shut
down down
all all
the the
Western western
media medium
. .
They they
' '
ve ve
shut shut
down down
all all
the the
Russian russian
opposition opposition
and and
independent independent
media medium
. .
So so
Putin putin
has have
control control
of of
the the
space space
, ,
though though
if if
you you
look look
at at
Russian russian
conversations conversation
on on
Telegram telegram
, ,
you you
' '
ll ll
still still
see see
a a
bunch bunch
of of
people people
that that
are be
seriously seriously
, ,
seriously seriously
anti-war anti-war
. .
But but
, ,
you you
know know
, ,
once once
the the
economy economy
starts start
truly truly
imploding implode
and and
you you
can can
' '
t t
find find
goods good
on on
shelves shelf
in in
Russia russia
in in
major major
cities city
, ,
and and
this this
is be
coming come
, ,
you you
know know
, ,
very very
soon soon
, ,
this this
is be
a a
matter matter
of of
days day
, ,
in in
many many
of of
these these
cities city
, ,
those those
demonstrations demonstration
will will
likely likely
become become
greater great
, ,
some some
of of
them them
can can
become become
violent violent
. .
You you
know know
, ,
that that
' '
ll ll
increase increase
the the
pressure pressure
. .
Then then
you you
have have
the the
issue issue
of of
how how
the the
Russians russians
are be
fighting fight
on on
the the
ground ground
. .
I i
mean mean
, ,
what what
happens happen
if if
you you
get get
a a
lot lot
of of
desertions desertion
? ?
We we
haven haven
' '
t t
seen see
that that
so so
far far
. .
What what
happens happen
if if
you you
get get
orders order
to to
bomb bomb
Kyiv kyiv
and and
a a
whole whole
bunch bunch
of of
Russian russian
fighter fighter
pilots pilot
, ,
bomber bomber
pilots pilot
, ,
decide decide
not not
to to
and and
they they
defect defect
to to
Poland poland
, ,
to to
Germany germany
. .
That that
would would
have have
a a
big big
impact impact
on on
morale morale
. .
That that
has have
not not
happened happen
so so
far far
. .
I i
mean mean
, ,
do do
be be
aware aware
of of
the the
fact fact
that that
the the
Ukrainians ukrainians
are be
winning win
the the
war war
on on
information information
, ,
and and
that that
means mean
that that
the the
information information
that that
you you
are be
getting get
in in
the the
West west
about about
the the
war war
is be
much much
more more
pro-Ukrainian pro-ukrainian
-- --
morale morale
, ,
enthusiasm enthusiasm
, ,
how how
well well
the the
military military
is be
doing do
-- --
than than
what what
' '
s s
actually actually
happening happen
on on
the the
ground ground
. .
And and
also also
be be
aware aware
of of
the the
fact fact
that that
the the
Russians russians
completely completely
control control
the the
war war
on on
information information
inside inside
Russia russia
. .
BG bg
: :
Exactly exactly
. .
IB ib
: :
They they
' '
re re
not not
getting get
a a
balanced balanced
view view
. .
They they
' '
re re
getting get
a a
completely completely
pro-Putin pro-putin
view view
. .
And and
most most
of of
them them
actually actually
believe believe
it it
in in
the the
same same
way way
that that
most most
people people
that that
voted vote
for for
Trump trump
in in
the the
US us
believe believe
that that
the the
election election
was be
stolen steal
and and
Trump trump
is be
still still
president president
. .
I i
mean mean
, ,
it it
' '
s s
much much
worse bad
in in
Russia russia
in in
that that
regard regard
than than
it it
is be
in in
the the
United united
States states
, ,
and and
I i
think think
that that
that that
' '
s s
underappreciated underappreciated
in in
the the
West west
. .
So so
even even
though though
I i
think think
there there
' '
s s
pressure pressure
, ,
I i
really really
don don
' '
t t
think think
that that
it it
' '
s s
super super
likely likely
that that
Putin putin
is be
out out
anytime anytime
imminently imminently
. .
BG bg
: :
Ed ed
is be
asking ask
whether whether
you you
see see
any any
off-ramp off-ramp
for for
Putin putin
. .
IB ib
: :
I i
think think
that that
the the
most most
likely likely
off-ramp off-ramp
for for
Putin putin
is be
after after
Kyiv kyiv
is be
taken take
and and
Zelenskyy zelenskyy
is be
removed remove
one one
way way
or or
the the
other other
, ,
at at
that that
point point
, ,
the the
possibility possibility
of of
the the
Russians russians
accepting accept
a a
frozen frozen
conflict conflict
or or
a a
cease cease
fire fire
that that
could could
lead lead
to to
ongoing ongoing
negotiations negotiation
is be
a a
lot lot
higher high
because because
Putin putin
can can
sell sell
that that
as as
a a
win win
back back
home home
much much
more more
easily easily
. .
But but
also also
because because
further further
Russian russian
attacks attack
at at
that that
point point
serve serve
much much
less less
purpose purpose
for for
the the
Russians russians
, ,
are be
much much
harder harder
to to
bring bring
about about
, ,
and and
potentially potentially
have have
much much
more more
negative negative
consequences consequence
. .
So so
for for
me me
, ,
that that
would would
be be
the the
near-term near-term
potential potential
break break
where where
we we
could could
at at
least least
freeze freeze
issues issue
largely largely
where where
they they
are be
. .
Now now
whether whether
that that
could could
then then
eventually eventually
lead lead
to to
a a
climbdown climbdown
or or
not not
, ,
I i
mean mean
, ,
the the
Russians russians
have have
been be
very very
happy happy
with with
frozen frozen
conflicts conflict
on on
their their
borders border
for for
years year
and and
years year
and and
years year
. .
I i
' '
m m
thinking thinking
about about
Nagorno-Karabakh nagorno-karabakh
between between
Armenia armenia
and and
Azerbaijan azerbaijan
, ,
which which
basically basically
stayed stay
in in
place place
until until
the the
Azeris azeris
, ,
over over
the the
course course
of of
a a
decade decade
got get
enough enough
military military
capacity capacity
that that
they they
could could
forcibly forcibly
change change
the the
situation situation
on on
the the
ground ground
. .
Which which
, ,
by by
the the
way way
, ,
the the
Ukrainians ukrainians
might might
also also
be be
eventually eventually
thinking think
about about
because because
the the
West west
will will
be be
supplying supply
them them
with with
advanced advanced
weapons weapon
all all
the the
way way
through through
. .
I i
' '
m m
thinking think
South south
Ossetia ossetia
in in
Georgia georgia
. .
I i
' '
m m
also also
, ,
of of
course course
, ,
thinking think
about about
the the
two two
pieces piece
of of
Ukraine ukraine
they they
took take
back back
in in
2014 @card@
. .
So so
be be
aware aware
of of
the the
fact fact
that that
a a
negotiation negotiation
that that
creates create
a a
cease cease
fire fire
does do
not not
mean mean
you you
' '
re re
anywhere anywhere
close close
to to
a a
resolution resolution
or or
an an
end end
of of
the the
fighting fighting
that that
we we
' '
re re
seeing see
. .
BG bg
: :
Someone someone
else else
in in
the the
chat chat
, ,
who who
didn didn
' '
t t
sign sign
by by
his his
or or
her her
name name
, ,
is be
asking ask
about about
the the
nuclear nuclear
fear fear
that that
hangs hang
over over
the the
