Alisa	NP	Alisa
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
.	SENT	.
And	CC	and
that	IN	that
this	DT	this
,	,	,
of	IN	of
course	NN	course
,	,	,
one	CD	one
of	IN	of
the	DT	the
themes	NNS	theme
for	IN	for
us	PP	us
is	VBZ	be
that	IN	that
we	PP	we
think	VBP	think
that	IN	that
candor	NN	candor
and	CC	and
brutal	JJ	brutal
honesty	NN	honesty
is	VBZ	be
critical	JJ	critical
to	TO	to
us	PP	us
collectively	RB	collectively
being	VBG	be
great	JJ	great
parents	NNS	parent
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
hard	RB	hard
not	RB	not
to	TO	to
think	VB	think
that	DT	that
part	NN	part
of	IN	of
what	WP	what
leads	VBZ	lead
to	TO	to
this	DT	this
sense	NN	sense
of	IN	of
isolation	NN	isolation
is	VBZ	be
our	PP$	our
modern	JJ	modern
world	NN	world
.	SENT	.
So	RB	so
Alisa	NP	Alisa
'	POS	'
s	NN	S
experience	NN	experience
is	VBZ	be
not	RB	not
isolated	VBN	isolate
.	SENT	.
So	IN	so
your	PP$	your
58	CD	@card@
percent	NN	percent
of	IN	of
mothers	NNS	mother
surveyed	VBN	survey
report	NN	report
feelings	NNS	feeling
of	IN	of
loneliness	NN	loneliness
.	SENT	.
Of	IN	of
those	DT	those
,	,	,
67	CD	@card@
percent	NNS	percent
are	VBP	be
most	RBS	most
lonely	JJ	lonely
when	WRB	when
their	PP$	their
kids	NNS	kid
are	VBP	be
zero	CD	zero
to	TO	to
five	CD	five
â	NP	<unknown>
probably	RB	probably
really	RB	really
zero	CD	zero
to	TO	to
two	CD	two
.	SENT	.
In	IN	in
the	DT	the
process	NN	process
of	IN	of
preparing	VBG	prepare
this	DT	this
,	,	,
we	PP	we
looked	VBD	look
at	IN	at
how	WRB	how
some	DT	some
other	JJ	other
cultures	NNS	culture
around	IN	around
the	DT	the
world	NN	world
deal	NN	deal
with	IN	with
this	DT	this
period	NN	period
of	IN	of
time	NN	time
,	,	,
because	IN	because
here	RB	here
in	IN	in
the	DT	the
Western	JJ	Western
world	NN	world
,	,	,
less	JJR	less
than	IN	than
50	CD	@card@
percent	NN	percent
of	IN	of
us	PP	us
live	VBP	live
near	IN	near
our	PP$	our
family	NN	family
members	NNS	member
,	,	,
which	WDT	which
I	PP	I
think	VBP	think
is	VBZ	be
part	NN	part
of	IN	of
why	WRB	why
this	DT	this
is	VBZ	be
such	PDT	such
a	DT	a
tough	JJ	tough
period	NN	period
.	SENT	.
So	RB	so
to	TO	to
take	VB	take
one	CD	one
example	NN	example
among	IN	among
many	JJ	many
:	:	:
in	IN	in
Southern	NP	Southern
India	NP	India
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
practice	NN	practice
known	VBN	know
as	IN	as
jholabhari	NNS	<unknown>
,	,	,
in	IN	in
which	WDT	which
the	DT	the
pregnant	JJ	pregnant
woman	NN	woman
,	,	,
when	WRB	when
she	PP	she
'	POS	'
s	NN	S
seven	CD	seven
or	CC	or
eight	CD	eight
months	NNS	month
pregnant	JJ	pregnant
,	,	,
moves	NNS	move
in	IN	in
with	IN	with
her	PP$	her
mother	NN	mother
and	CC	and
goes	VBZ	go
through	IN	through
a	DT	a
series	NN	series
of	IN	of
rituals	NNS	ritual
and	CC	and
ceremonies	NNS	ceremony
,	,	,
give	VB	give
birth	NN	birth
and	CC	and
returns	NNS	return
home	NN	home
to	TO	to
her	PP$	her
nuclear	JJ	nuclear
family	NN	family
several	JJ	several
months	NNS	month
after	IN	after
the	DT	the
child	NN	child
is	VBZ	be
born	VBN	bear
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
one	CD	one
of	IN	of
many	JJ	many
ways	NNS	way
that	IN	that
we	PP	we
think	VBP	think
other	JJ	other
cultures	NNS	culture
offset	VBP	offset
this	DT	this
kind	NN	kind
of	IN	of
lonely	JJ	lonely
period	NN	period
.	SENT	.
AV	NP	AV
:	:	:
So	RB	so
taboo	JJ	taboo
number	NN	number
three	CD	three
:	:	:
you	PP	you
can	MD	can
'	''	'
t	NN	t
talk	NN	talk
about	IN	about
your	PP$	your
miscarriage	NN	miscarriage
â	NP	<unknown>
but	CC	but
today	NN	today
I	NP	I
'	POS	'
ll	JJ	<unknown>
talk	NN	talk
about	IN	about
mine	NN	mine
.	SENT	.
So	RB	so
after	IN	after
we	PP	we
had	VBD	have
Declan	NP	Declan
,	,	,
we	PP	we
kind	RB	kind
of	IN	of
recalibrated	JJ	<unknown>
our	PP$	our
expectations	NNS	expectation
.	SENT	.
We	PP	we
thought	VBD	think
we	PP	we
actually	RB	actually
could	MD	could
go	VB	go
through	IN	through
this	DT	this
again	RB	again
and	CC	and
thought	VBD	think
we	PP	we
knew	VBD	know
what	WP	what
we	PP	we
would	MD	would
be	VB	be
up	RP	up
against	IN	against
.	SENT	.
And	CC	and
we	PP	we
were	VBD	be
grateful	JJ	grateful
that	IN	that
I	PP	I
was	VBD	be
able	JJ	able
to	TO	to
get	VB	get
pregnant	JJ	pregnant
,	,	,
and	CC	and
I	PP	I
soon	RB	soon
learned	VBD	learn
that	IN	that
we	PP	we
were	VBD	be
having	VBG	have
a	DT	a
boy	NN	boy
,	,	,
and	CC	and
then	RB	then
when	WRB	when
I	PP	I
was	VBD	be
five	CD	five
months	NNS	month
,	,	,
we	PP	we
learned	VBD	learn
that	IN	that
we	PP	we
had	VBD	have
lost	VBN	lose
our	PP$	our
child	NN	child
.	SENT	.
This	DT	this
is	VBZ	be
actually	RB	actually
the	DT	the
last	JJ	last
little	JJ	little
image	NN	image
we	PP	we
have	VBP	have
of	IN	of
him	PP	him
.	SENT	.
And	CC	and
it	PP	it
was	VBD	be
obviously	RB	obviously
a	DT	a
very	RB	very
difficult	JJ	difficult
time	NN	time
â	NP	<unknown>
really	RB	really
painful	JJ	painful
.	SENT	.
As	IN	as
I	PP	I
was	VBD	be
working	VBG	work
through	IN	through
that	DT	that
mourning	JJ	mourning
process	NN	process
,	,	,
I	PP	I
was	VBD	be
amazed	VBN	amaze
that	IN	that
I	PP	I
didn	NNS	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
see	VB	see
anybody	NN	anybody
.	SENT	.
I	PP	I
really	RB	really
wanted	VBD	want
to	TO	to
crawl	VB	crawl
into	IN	into
a	DT	a
hole	NN	hole
,	,	,
and	CC	and
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
really	RB	really
know	VB	know
how	WRB	how
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
work	VB	work
my	PP$	my
way	NN	way
back	RB	back
into	IN	into
my	PP$	my
surrounding	JJ	surrounding
community	NN	community
.	SENT	.
And	CC	and
I	PP	I
realize	VBP	realize
,	,	,
I	PP	I
think	VBP	think
,	,	,
the	DT	the
way	NN	way
I	PP	I
was	VBD	be
feeling	VBG	feel
that	DT	that
way	NN	way
,	,	,
is	VBZ	be
on	IN	on
a	DT	a
really	RB	really
deep	JJ	deep
gut	NN	gut
level	NN	level
,	,	,
I	PP	I
was	VBD	be
feeling	VBG	feel
a	DT	a
lot	NN	lot
of	IN	of
shame	NN	shame
and	CC	and
embarrassed	JJ	embarrassed
,	,	,
frankly	RB	frankly
,	,	,
that	IN	that
,	,	,
in	IN	in
some	DT	some
respects	NNS	respect
,	,	,
I	PP	I
had	VBD	have
failed	VBN	fail
at	IN	at
delivering	VBG	deliver
what	WP	what
I	PP	I
'	POS	'
m	NN	m
genetically	RB	genetically
engineered	VBN	engineer
to	TO	to
do	VB	do
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
it	PP	it
made	VBD	make
me	PP	me
question	VBP	question
,	,	,
if	IN	if
I	PP	I
wasn	NN	<unknown>
'	POS	'
t	NN	t
able	JJ	able
to	TO	to
have	VB	have
another	DT	another
child	NN	child
,	,	,
what	WP	what
would	MD	would
that	RB	that
mean	VB	mean
for	IN	for
my	PP$	my
marriage	NN	marriage
,	,	,
and	CC	and
just	RB	just
me	PP	me
as	IN	as
a	DT	a
woman	NN	woman
.	SENT	.
So	RB	so
it	PP	it
was	VBD	be
a	DT	a
very	RB	very
difficult	JJ	difficult
time	NN	time
.	SENT	.
As	IN	as
I	PP	I
started	VBD	start
working	VBG	work
through	IN	through
it	PP	it
more	RBR	more
,	,	,
I	PP	I
started	VBD	start
climbing	VBG	climb
out	RP	out
of	IN	of
that	DT	that
hole	NN	hole
and	CC	and
talking	VBG	talk
with	IN	with
other	JJ	other
people	NNS	people
.	SENT	.
I	PP	I
was	VBD	be
really	RB	really
amazed	VBN	amaze
by	IN	by
all	PDT	all
the	DT	the
stories	NNS	story
that	WDT	that
started	VBD	start
flooding	VBG	flood
in	IN	in
.	SENT	.
People	NNS	people
I	PP	I
interacted	VBD	interact
with	IN	with
daily	JJ	daily
,	,	,
worked	VBN	work
with	IN	with
,	,	,
was	VBD	be
friends	NNS	friend
with	IN	with
,	,	,
family	NN	family
members	NNS	member
that	IN	that
I	PP	I
had	VBD	have
known	VBN	know
a	DT	a
long	JJ	long
time	NN	time
,	,	,
had	VBD	have
never	RB	never
shared	VBN	share
with	IN	with
me	FW	me
their	PP$	their
own	JJ	own
stories	NNS	story
.	SENT	.
And	CC	and
I	PP	I
just	RB	just
remember	VBP	remember
feeling	VBG	feel
all	PDT	all
these	DT	these
stories	NNS	story
came	VBD	come
out	RP	out
of	IN	of
the	DT	the
woodwork	NN	woodwork
,	,	,
and	CC	and
I	PP	I
felt	VBD	feel
like	IN	like
I	PP	I
happened	VBD	happen
upon	IN	upon
this	DT	this
secret	JJ	secret
society	NN	society
of	IN	of
women	NNS	woman
that	IN	that
I	PP	I
now	RB	now
was	VBD	be
a	DT	a
part	NN	part
of	IN	of
,	,	,
which	WDT	which
was	VBD	be
reassuring	JJ	reassuring
and	CC	and
also	RB	also
really	RB	really
concerning	VBG	concern
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
,	,	,
miscarriage	NN	miscarriage
is	VBZ	be
an	DT	an
invisible	JJ	invisible
loss	NN	loss
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
not	RB	not
really	RB	really
a	DT	a
lot	NN	lot
of	IN	of
community	NN	community
support	NN	support
around	IN	around
it	PP	it
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
really	RB	really
no	DT	no
ceremony	NN	ceremony
,	,	,
rituals	NNS	ritual
,	,	,
or	CC	or
rites	NNS	rite
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
,	,	,
with	IN	with
a	DT	a
death	NN	death
,	,	,
you	PP	you
have	VBP	have
a	DT	a
funeral	NN	funeral
,	,	,
you	PP	you
celebrate	VBP	celebrate
the	DT	the
life	NN	life
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
community	NN	community
support	NN	support
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
women	NNS	woman
don	VB	don
'	''	'
t	NN	t
have	VBP	have
with	IN	with
miscarriage	NN	miscarriage
.	SENT	.
RG	NP	RG
:	:	:
Which	WDT	which
is	VBZ	be
too	RB	too
bad	JJ	bad
because	IN	because
,	,	,
of	IN	of
course	NN	course
,	,	,
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
common	JJ	common
and	CC	and
very	RB	very
traumatic	JJ	traumatic
experience	NN	experience
.	SENT	.
Fifteen	CD	fifteen
to	TO	to
20	CD	@card@
percent	NN	percent
of	IN	of
all	DT	all
pregnancies	NNS	pregnancy
result	NN	result
in	IN	in
miscarriage	NN	miscarriage
,	,	,
and	CC	and
I	PP	I
find	VBP	find
this	DT	this
astounding	VBG	astound
.	SENT	.
In	IN	in
a	DT	a
survey	NN	survey
,	,	,
74	CD	@card@
percent	NN	percent
of	IN	of
women	NNS	woman
said	VBD	say
that	DT	that
miscarriage	NN	miscarriage
,	,	,
they	PP	they
felt	VBD	feel
,	,	,
was	VBD	be
partly	RB	partly
their	PP$	their
fault	NN	fault
,	,	,
which	WDT	which
is	VBZ	be
awful	JJ	awful
.	SENT	.
And	CC	and
astoundingly	RB	astoundingly
,	,	,
22	CD	@card@
percent	NN	percent
said	VBD	say
they	PP	they
would	MD	would
hide	VB	hide
a	DT	a
miscarriage	NN	miscarriage
from	IN	from
their	PP$	their
spouse	NN	spouse
.	SENT	.
So	IN	so
taboo	JJ	taboo
number	NN	number
four	CD	four
:	:	:
you	PP	you
can	MD	can
'	''	'
t	NN	t
say	VBP	say
that	IN	that
your	PP$	your
average	JJ	average
happiness	NN	happiness
has	VBZ	have
declined	VBN	decline
since	IN	since
having	VBG	have
a	DT	a
child	NN	child
.	SENT	.
The	DT	the
party	NN	party
line	NN	line
is	VBZ	be
that	IN	that
every	DT	every
single	JJ	single
aspect	NN	aspect
of	IN	of
my	PP$	my
life	NN	life
has	VBZ	have
just	RB	just
gotten	VBN	get
dramatically	RB	dramatically
better	RBR	well
ever	RB	ever
since	IN	since
I	PP	I
participated	VBD	participate
in	IN	in
the	DT	the
miracle	NN	miracle
that	WDT	that
is	VBZ	be
childbirth	NN	childbirth
and	CC	and
family	NN	family
.	SENT	.
I	NP	I
'	POS	'
ll	NNS	<unknown>
never	RB	never
forget	VBP	forget
,	,	,
I	PP	I
remember	VBP	remember
vividly	RB	vividly
to	TO	to
this	DT	this
day	NN	day
,	,	,
our	PP$	our
first	JJ	first
son	NN	son
,	,	,
Declan	NP	Declan
,	,	,
was	VBD	be
nine	CD	nine
months	NNS	month
old	JJ	old
,	,	,
and	CC	and
I	PP	I
was	VBD	be
sitting	VBG	sit
there	RB	there
on	IN	on
the	DT	the
couch	NN	couch
,	,	,
and	CC	and
I	PP	I
was	VBD	be
reading	VBG	read
Daniel	NP	Daniel
Gilbert	NP	Gilbert
'	POS	'
s	JJ	<unknown>
wonderful	JJ	wonderful
book	NN	book
,	,	,
"	''	"
Stumbling	VBG	stumble
on	IN	on
Happiness	NN	happiness
.	SENT	.
"	``	"
And	CC	and
I	PP	I
got	VBD	get
about	IN	about
two-thirds	NNS	two-third
of	IN	of
the	DT	the
way	NN	way
through	IN	through
,	,	,
and	CC	and
there	EX	there
was	VBD	be
a	DT	a
chart	NN	chart
on	IN	on
the	DT	the
right-hand	JJ	right-hand
side	NN	side
â	NP	<unknown>
on	IN	on
the	DT	the
right-hand	JJ	right-hand
page	NN	page
â	NP	<unknown>
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
labeled	VBD	label
here	RB	here
"	``	"
The	DT	the
Most	RBS	most
Terrifying	JJ	terrifying
Chart	NN	chart
Imaginable	JJ	imaginable
for	IN	for
a	DT	a
New	NP	New
Parent	NP	Parent
.	SENT	.
"	``	"
This	DT	this
chart	NN	chart
is	VBZ	be
comprised	VBN	comprise
of	IN	of
four	CD	four
completely	RB	completely
independent	JJ	independent
studies	NNS	study
.	SENT	.
Basically	RB	basically
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
this	DT	this
precipitous	JJ	precipitous
drop	NN	drop
of	IN	of
marital	JJ	marital
satisfaction	NN	satisfaction
,	,	,
which	WDT	which
is	VBZ	be
closely	RB	closely
aligned	VBN	align
,	,	,
we	PP	we
all	RB	all
know	VBP	know
,	,	,
with	IN	with
broader	JJR	broad
happiness	NN	happiness
,	,	,
that	DT	that
doesn	NN	<unknown>
'	POS	'
t	NN	t
rise	NN	rise
again	RB	again
until	IN	until
your	PP$	your
first	JJ	first
child	NN	child
goes	VBZ	go
to	TO	to
college	NN	college
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
sitting	VBG	sit
here	RB	here
looking	VBG	look
at	IN	at
the	DT	the
next	JJ	next
two	CD	two
decades	NNS	decade
of	IN	of
my	PP$	my
life	NN	life
,	,	,
this	DT	this
chasm	NN	chasm
of	IN	of
happiness	NN	happiness
that	IN	that
we	PP	we
'	''	'
re	IN	re
driving	VBG	drive
our	PP$	our
proverbial	JJ	proverbial
convertible	NN	convertible
straight	RB	straight
into	IN	into
.	SENT	.
We	PP	we
were	VBD	be
despondent	JJ	despondent
.	SENT	.
AV	NP	AV
:	:	:
So	RB	so
you	PP	you
can	MD	can
imagine	VB	imagine
,	,	,
I	PP	I
mean	VBP	mean
again	RB	again
,	,	,
the	DT	the
first	JJ	first
few	JJ	few
months	NNS	month
were	VBD	be
difficult	JJ	difficult
,	,	,
but	CC	but
we	PP	we
'	POS	'
d	NN	d
come	VBN	come
out	RP	out
of	IN	of
it	PP	it
,	,	,
and	CC	and
were	VBD	be
really	RB	really
shocked	VBN	shock
to	TO	to
see	VB	see
this	DT	this
study	NN	study
.	SENT	.
So	RB	so
we	PP	we
really	RB	really
wanted	VBD	want
to	TO	to
take	VB	take
a	DT	a
deeper	JJR	deep
look	NN	look
at	IN	at
it	PP	it
in	IN	in
hopes	NNS	hope
that	IN	that
we	PP	we
would	MD	would
find	VB	find
a	DT	a
silver	JJ	silver
lining	NN	lining
.	SENT	.
RG	NP	RG
:	:	:
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
it	PP	it
'	POS	'
s	NN	S
great	JJ	great
to	TO	to
be	VB	be
running	VBG	run
a	DT	a
website	NN	website
for	IN	for
parents	NNS	parent
,	,	,
because	IN	because
we	PP	we
got	VBD	get
this	DT	this
incredible	JJ	incredible
reporter	NN	reporter
to	TO	to
go	VB	go
and	CC	and
interview	VB	interview
all	PDT	all
the	DT	the
scientists	NNS	scientist
who	WP	who
conducted	VBD	conduct
these	DT	these
four	CD	four
studies	NNS	study
.	SENT	.
We	PP	we
said	VBD	say
,	,	,
something	NN	something
is	VBZ	be
wrong	JJ	wrong
here	RB	here
.	SENT	.
There	EX	there
'	POS	'
s	JJ	<unknown>
something	NN	something
missing	VBG	miss
from	IN	from
these	DT	these
studies	NNS	study
.	SENT	.
It	PP	it
can	MD	can
'	''	'
t	NN	t
possibly	RB	possibly
be	VB	be
that	RB	that
bad	JJ	bad
.	SENT	.
So	IN	so
Liz	NP	Liz
Mitchell	NP	Mitchell
did	VBD	do
a	DT	a
wonderful	JJ	wonderful
job	NN	job
with	IN	with
this	DT	this
piece	NN	piece
,	,	,
and	CC	and
she	PP	she
interviewed	VBD	interview
four	CD	four
scientists	NNS	scientist
,	,	,
and	CC	and
she	PP	she
also	RB	also
interviewed	VBD	interview
Daniel	NP	Daniel
Gilbert	NP	Gilbert
,	,	,
and	CC	and
we	PP	we
did	VBD	do
indeed	RB	indeed
find	VB	find
a	DT	a
silver	JJ	silver
lining	NN	lining
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
our	PP$	our
guess	NN	guess
as	IN	as
to	TO	to
what	WP	what
this	DT	this
baseline	NN	baseline
of	IN	of
average	JJ	average
happiness	NN	happiness
arguably	RB	arguably
looks	VBZ	look
like	IN	like
throughout	IN	throughout
life	NN	life
.	SENT	.
Average	JJ	average
happiness	NN	happiness
is	VBZ	be
,	,	,
of	IN	of
course	NN	course
,	,	,
inadequate	JJ	inadequate
,	,	,
because	IN	because
it	PP	it
doesn	NN	<unknown>
'	POS	'
t	NN	t
speak	VBP	speak
to	TO	to
the	DT	the
moment-by-moment	NN	moment-by-moment
experience	NN	experience
,	,	,
and	CC	and
so	RB	so
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
think	VBP	think
it	PP	it
looks	VBZ	look
like	IN	like
when	WRB	when
you	PP	you
layer	VBP	layer
in	IN	in
moment-to-moment	NN	moment-to-moment
experience	NN	experience
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
all	RB	all
remember	VBP	remember
as	IN	as
children	NNS	child
,	,	,
the	DT	the
tiniest	JJS	tiny
little	JJ	little
thing	NN	thing
â	NP	<unknown>
and	CC	and
we	PP	we
see	VBP	see
it	PP	it
on	IN	on
the	DT	the
faces	NNS	face
of	IN	of
our	PP$	our
children	NNS	child
â	NP	<unknown>
the	DT	the
teeniest	JJS	teeny
little	JJ	little
thing	NN	thing
can	MD	can
just	RB	just
rocket	VB	rocket
them	PP	them
to	TO	to
these	DT	these
heights	NNS	height
of	IN	of
just	RB	just
utter	JJ	utter
adulation	NN	adulation
,	,	,
and	CC	and
then	RB	then
the	DT	the
next	JJ	next
teeniest	JJS	teeny
little	JJ	little
thing	NN	thing
can	MD	can
cause	VB	cause
them	PP	them
just	RB	just
to	TO	to
plummet	VB	plummet
to	TO	to
the	DT	the
depths	NNS	depth
of	IN	of
despair	NN	despair
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
just	RB	just
extraordinary	JJ	extraordinary
to	TO	to
watch	VB	watch
,	,	,
and	CC	and
we	PP	we
remember	VBP	remember
it	PP	it
ourselves	PP	ourselves
.	SENT	.
And	CC	and
then	RB	then
,	,	,
of	IN	of
course	NN	course
,	,	,
as	IN	as
you	PP	you
get	VBP	get
older	JJR	old
,	,	,
it	PP	it
'	POS	'
s	NN	S
almost	RB	almost
like	IN	like
age	NN	age
is	VBZ	be
a	DT	a
form	NN	form
of	IN	of
lithium	NN	lithium
.	SENT	.
As	IN	as
you	PP	you
get	VBP	get
older	JJR	old
,	,	,
you	PP	you
become	VBP	become
more	RBR	more
stable	JJ	stable
.	SENT	.
And	CC	and
part	NN	part
of	IN	of
what	WP	what
happens	VBZ	happen
,	,	,
I	PP	I
think	VBP	think
,	,	,
in	IN	in
your	PP$	your
'	POS	'
20s	NNS	20s
and	CC	and
'	POS	'
30s	NNS	30s
,	,	,
is	VBZ	be
you	PP	you
start	VBP	start
to	TO	to
learn	VB	learn
to	TO	to
hedge	VB	hedge
your	PP$	your
happiness	NN	happiness
.	SENT	.
You	PP	you
start	VBP	start
to	TO	to
realize	VB	realize
that	IN	that
"	``	"
Hey	NP	Hey
,	,	,
I	PP	I
could	MD	could
go	VB	go
to	TO	to
this	DT	this
live	JJ	live
music	NN	music
event	NN	event
and	CC	and
have	VB	have
an	DT	an
utterly	RB	utterly
transforming	VBG	transform
experience	NN	experience
that	WDT	that
will	MD	will
cover	VB	cover
my	PP$	my
entire	JJ	entire
body	NN	body
with	IN	with
goosebumps	NNS	goosebump
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NNS	<unknown>
more	RBR	more
likely	JJ	likely
that	IN	that
I	NP	I
'	POS	'
ll	NNS	<unknown>
feel	VBP	feel
claustrophobic	JJ	claustrophobic
and	CC	and
I	PP	I
won	VBD	win
'	''	'
t	NN	t
be	VB	be
able	JJ	able
to	TO	to
get	VB	get
a	DT	a
beer	NN	beer
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
go	VB	go
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
good	JJ	good
stereo	NN	stereo
at	IN	at
home	NN	home
.	SENT	.
So	RB	so
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
go	VB	go
.	SENT	.
"	''	"
So	IN	so
your	PP$	your
average	JJ	average
happiness	NN	happiness
goes	VBZ	go
up	RP	up
,	,	,
but	CC	but
you	PP	you
lose	VBP	lose
those	DT	those
transcendent	JJ	transcendent
moments	NNS	moment
.	SENT	.
AV	NP	AV
:	:	:
Yeah	RB	yeah
,	,	,
and	CC	and
then	RB	then
you	PP	you
have	VBP	have
your	PP$	your
first	JJ	first
child	NN	child
,	,	,
and	CC	and
then	RB	then
you	PP	you
really	RB	really
resubmit	VBP	resubmit
yourself	PP	yourself
to	TO	to
these	DT	these
highs	NNS	high
and	CC	and
lows	NNS	low
â	NP	<unknown>
the	DT	the
highs	NNS	high
being	VBG	be
the	DT	the
first	JJ	first
steps	NNS	step
,	,	,
the	DT	the
first	JJ	first
smile	NN	smile
,	,	,
your	PP$	your
child	NN	child
reading	NN	reading
to	TO	to
you	PP	you
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
â	NP	<unknown>
the	DT	the
lows	NNS	low
being	VBG	be
,	,	,
our	PP$	our
house	NN	house
,	,	,
any	DT	any
time	NN	time
from	IN	from
six	CD	six
to	TO	to
seven	CD	seven
every	DT	every
night	NN	night
.	SENT	.
But	CC	but
you	PP	you
realize	VBP	realize
you	PP	you
resubmit	VB	resubmit
yourself	PP	yourself
to	TO	to
losing	VBG	lose
control	NN	control
in	IN	in
a	DT	a
really	RB	really
wonderful	JJ	wonderful
way	NN	way
,	,	,
which	WDT	which
we	PP	we
think	VBP	think
provides	VBZ	provide
a	DT	a
lot	NN	lot
of	IN	of
meaning	VBG	mean
to	TO	to
our	PP$	our
lives	NNS	life
and	CC	and
is	VBZ	be
quite	RB	quite
gratifying	JJ	gratifying
.	SENT	.
RG	NP	RG
:	:	:
And	CC	and
so	RB	so
in	IN	in
effect	NN	effect
,	,	,
we	PP	we
trade	VBP	trade
average	JJ	average
happiness	NN	happiness
.	SENT	.
We	PP	we
trade	VBP	trade
the	DT	the
sort	NN	sort
of	IN	of
security	NN	security
and	CC	and
safety	NN	safety
of	IN	of
a	DT	a
certain	JJ	certain
level	NN	level
of	IN	of
contentment	NN	contentment
for	IN	for
these	DT	these
transcendent	JJ	transcendent
moments	NNS	moment
.	SENT	.
So	RB	so
where	WRB	where
does	VBZ	do
that	RB	that
leave	VB	leave
the	DT	the
two	CD	two
of	IN	of
us	PP	us
as	IN	as
a	DT	a
family	NN	family
with	IN	with
our	PP$	our
three	CD	three
little	JJ	little
boys	NNS	boy
in	IN	in
the	DT	the
thick	JJ	thick
of	IN	of
all	PDT	all
this	DT	this
?	SENT	?
There	EX	there
'	''	'
s	VBG	<unknown>
another	DT	another
factor	NN	factor
in	IN	in
our	PP$	our
case	NN	case
.	SENT	.
We	PP	we
have	VBP	have
violated	VBN	violate
yet	RB	yet
another	DT	another
taboo	NN	taboo
in	IN	in
our	PP$	our
own	JJ	own
lives	NNS	life
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
bonus	NN	bonus
taboo	NN	taboo
.	SENT	.
AV	NP	AV
:	:	:
A	DT	a
quick	JJ	quick
bonus	NN	bonus
taboo	NN	taboo
for	IN	for
you	PP	you
,	,	,
that	IN	that
we	PP	we
should	MD	should
not	RB	not
be	VB	be
working	VBG	work
together	RB	together
,	,	,
especially	RB	especially
with	IN	with
three	CD	three
children	NNS	child
â	NP	<unknown>
and	CC	and
we	PP	we
are	VBP	be
.	SENT	.
RG	NP	RG
:	:	:
And	CC	and
we	PP	we
had	VBD	have
reservations	NNS	reservation
about	IN	about
this	DT	this
on	IN	on
the	DT	the
front	JJ	front
end	NN	end
.	SENT	.
Everybody	NN	everybody
knows	VBZ	know
,	,	,
you	PP	you
should	MD	should
absolutely	RB	absolutely
not	RB	not
work	VB	work
with	IN	with
your	PP$	your
spouse	NN	spouse
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
when	WRB	when
we	PP	we
first	RB	first
went	VBD	go
out	RP	out
to	TO	to
raise	VB	raise
money	NN	money
to	TO	to
start	VB	start
Babble	NN	babble
,	,	,
the	DT	the
venture	NN	venture
capitalists	NNS	capitalist
said	VBD	say
,	,	,
"	``	"
We	PP	we
categorically	RB	categorically
don	VBP	don
'	POS	'
t	NN	t
invest	VB	invest
in	IN	in
companies	NNS	company
founded	VBN	found
by	IN	by
husbands	NNS	husband
and	CC	and
wives	NNS	wife
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
extra	JJ	extra
point	NN	point
of	IN	of
failure	NN	failure
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
bad	JJ	bad
idea	NN	idea
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
.	SENT	.
"	``	"
And	CC	and
we	PP	we
obviously	RB	obviously
went	VBD	go
forward	RB	forward
