Let	NP	Let
we	PP	we
can	MD	can
put	VB	put
it	PP	it
out	RP	out
of	IN	of
our	PP$	our
minds	NNS	mind
,	,	,
and	CC	and
people	NNS	people
like	IN	like
Jenny	NP	Jenny
McCarthy	NP	McCarthy
can	MD	can
go	VB	go
around	IN	around
preaching	VBG	preach
messages	NNS	message
of	IN	of
fear	NN	fear
and	CC	and
illiteracy	NN	illiteracy
from	IN	from
platforms	NNS	platform
like	IN	like
"	``	"
Oprah	NP	Oprah
"	''	"
and	CC	and
"	``	"
Larry	NP	Larry
King	NP	King
Live	NP	Live
.	SENT	.
"	``	"
And	CC	and
they	PP	they
can	MD	can
do	VB	do
it	PP	it
because	IN	because
they	PP	they
don	NN	don
'	POS	'
t	NN	t
link	NN	link
causation	NN	causation
and	CC	and
correlation	NN	correlation
.	SENT	.
They	PP	they
don	VBP	don
'	''	'
t	NN	t
understand	VBP	understand
that	IN	that
these	DT	these
things	NNS	thing
seem	VBP	seem
the	DT	the
same	JJ	same
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
almost	RB	almost
never	RB	never
the	DT	the
same	JJ	same
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
we	PP	we
need	VBP	need
to	TO	to
learn	VB	learn
,	,	,
and	CC	and
we	PP	we
need	VBP	need
to	TO	to
learn	VB	learn
it	PP	it
really	RB	really
soon	RB	soon
.	SENT	.
This	DT	this
guy	NN	guy
was	VBD	be
a	DT	a
hero	NN	hero
,	,	,
Jonas	NP	Jonas
Salk	NP	Salk
.	SENT	.
He	PP	he
took	VBD	take
one	CD	one
of	IN	of
the	DT	the
worst	JJS	bad
scourges	NNS	scourge
of	IN	of
mankind	NN	mankind
away	RB	away
from	IN	from
us	PP	us
.	SENT	.
No	DT	no
fear	NN	fear
,	,	,
no	DT	no
agony	NN	agony
.	SENT	.
Polio	NN	polio
—	:	-
puff	NN	puff
,	,	,
gone	VBN	go
.	SENT	.
That	DT	that
guy	NN	guy
in	IN	in
the	DT	the
middle	NN	middle
,	,	,
not	RB	not
so	RB	so
much	JJ	much
.	SENT	.
His	PP$	his
name	NN	name
is	VBZ	be
Paul	NP	Paul
Offit	NP	Offit
.	SENT	.
He	PP	he
just	RB	just
developed	VBD	develop
a	DT	a
rotavirus	NN	rotavirus
vaccine	NN	vaccine
with	IN	with
a	DT	a
bunch	NN	bunch
of	IN	of
other	JJ	other
people	NNS	people
.	SENT	.
It	PP	it
'	POS	'
ll	NNS	<unknown>
save	VB	save
the	DT	the
lives	NNS	life
of	IN	of
400	CD	@card@
to	TO	to
500	CD	@card@
,	,	,
000	CD	@card@
kids	NNS	kid
in	IN	in
the	DT	the
developing	VBG	develop
world	NN	world
every	DT	every
year	NN	year
.	SENT	.
Pretty	RB	pretty
good	JJ	good
,	,	,
right	RB	right
?	SENT	?
Well	RB	well
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
good	JJ	good
,	,	,
except	IN	except
that	WDT	that
Paul	NP	Paul
goes	VBZ	go
around	IN	around
talking	VBG	talk
about	IN	about
vaccines	NNS	vaccine
and	CC	and
says	VBZ	say
how	WRB	how
valuable	JJ	valuable
they	PP	they
are	VBP	be
and	CC	and
that	IN	that
people	NNS	people
ought	MD	ought
to	TO	to
just	RB	just
stop	VB	stop
the	DT	the
whining	VBG	whine
.	SENT	.
And	CC	and
he	PP	he
actually	RB	actually
says	VBZ	say
it	PP	it
that	DT	that
way	NN	way
.	SENT	.
So	RB	so
,	,	,
Paul	NP	Paul
'	POS	'
s	NNS	<unknown>
a	DT	a
terrorist	NN	terrorist
.	SENT	.
When	WRB	when
Paul	NP	Paul
speaks	VBZ	speak
in	IN	in
a	DT	a
public	JJ	public
hearing	NN	hearing
,	,	,
he	PP	he
can	MD	can
'	''	'
t	NN	t
testify	VB	testify
without	IN	without
armed	JJ	armed
guards	NNS	guard
.	SENT	.
He	PP	he
gets	VBZ	get
called	VBN	call
at	IN	at
home	NN	home
because	IN	because
people	NNS	people
like	VBP	like
to	TO	to
tell	VB	tell
him	PP	him
that	IN	that
they	PP	they
remember	VB	remember
where	WRB	where
his	PP$	his
kids	NNS	kid
go	VB	go
to	TO	to
school	NN	school
.	SENT	.
And	CC	and
why	WRB	why
?	SENT	?
Because	IN	because
Paul	NP	Paul
made	VBD	make
a	DT	a
vaccine	NN	vaccine
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
need	VBP	need
to	TO	to
say	VB	say
this	DT	this
,	,	,
but	CC	but
vaccines	NNS	vaccine
are	VBP	be
essential	JJ	essential
.	SENT	.
You	PP	you
take	VBP	take
them	PP	them
away	RP	away
,	,	,
disease	NN	disease
comes	VBZ	come
back	RB	back
,	,	,
horrible	JJ	horrible
diseases	NNS	disease
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
happening	NN	happening
.	SENT	.
We	PP	we
have	VBP	have
measles	NN	measles
in	IN	in
this	DT	this
country	NN	country
now	RB	now
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
getting	VBG	get
worse	JJR	bad
,	,	,
and	CC	and
pretty	RB	pretty
soon	RB	soon
kids	NNS	kid
are	VBP	be
going	VBG	go
to	TO	to
die	VB	die
of	IN	of
it	PP	it
again	RB	again
because	IN	because
it	PP	it
'	POS	'
s	NN	S
just	RB	just
a	DT	a
numbers	NNS	number
game	NN	game
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
not	RB	not
just	RB	just
going	VBG	go
to	TO	to
die	VB	die
of	IN	of
measles	NN	measles
.	SENT	.
What	WP	what
about	IN	about
polio	NN	polio
?	SENT	?
Let	NP	Let
'	POS	'
s	NNS	<unknown>
have	VBP	have
that	DT	that
.	SENT	.
Why	WRB	why
not	RB	not
?	SENT	?
A	DT	a
college	NN	college
classmate	NN	classmate
of	IN	of
mine	PP	mine
wrote	VBD	write
me	PP	me
a	DT	a
couple	NN	couple
weeks	NNS	week
ago	RB	ago
and	CC	and
said	VBD	say
she	PP	she
thought	VBD	think
I	PP	I
was	VBD	be
a	DT	a
little	RB	little
strident	JJ	strident
.	SENT	.
No	DT	no
one	CD	one
'	POS	'
s	NN	S
ever	RB	ever
said	VBD	say
that	IN	that
before	IN	before
.	SENT	.
She	PP	she
wasn	NP	<unknown>
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
vaccinate	VB	vaccinate
her	PP$	her
kid	NN	kid
against	IN	against
polio	NN	polio
,	,	,
no	DT	no
way	NN	way
.	SENT	.
Fine	NN	fine
.	SENT	.
Why	WRB	why
?	SENT	?
Because	IN	because
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
polio	NN	polio
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
We	PP	we
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
polio	NN	polio
in	IN	in
this	DT	this
country	NN	country
yesterday	NN	yesterday
.	SENT	.
Today	NN	today
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
,	,	,
maybe	RB	maybe
a	DT	a
guy	NN	guy
got	VBD	get
on	IN	on
a	DT	a
plane	NN	plane
in	IN	in
Lagos	NP	Lagos
this	DT	this
morning	NN	morning
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
flying	VBG	fly
to	TO	to
LAX	JJ	lax
,	,	,
right	RB	right
now	RB	now
he	PP	he
'	POS	'
s	NN	S
over	IN	over
Ohio	NP	Ohio
.	SENT	.
And	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
land	VB	land
in	IN	in
a	DT	a
couple	NN	couple
of	IN	of
hours	NNS	hour
,	,	,
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
rent	VB	rent
a	DT	a
car	NN	car
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
come	VB	come
to	TO	to
Long	NP	Long
Beach	NP	Beach
,	,	,
and	CC	and
he	PP	he
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
attend	VB	attend
one	CD	one
of	IN	of
these	DT	these
fabulous	JJ	fabulous
TED	VB	ted
dinners	NNS	dinner
tonight	RB	tonight
.	SENT	.
And	CC	and
he	PP	he
doesn	NP	<unknown>
'	POS	'
t	NN	t
know	VBP	know
that	IN	that
he	PP	he
'	POS	'
s	NNS	<unknown>
infected	VBN	infect
with	IN	with
a	DT	a
paralytic	JJ	paralytic
disease	NN	disease
,	,	,
and	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
either	CC	either
because	IN	because
that	DT	that
'	''	'
s	VBG	<unknown>
the	DT	the
way	NN	way
the	DT	the
world	NN	world
works	VBZ	work
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
the	DT	the
planet	NN	planet
we	PP	we
live	VBP	live
on	IN	on
.	SENT	.
Don	NP	Don
'	POS	'
t	NN	t
pretend	VB	pretend
it	PP	it
isn	NN	isn
'	POS	'
t	NN	t
.	SENT	.
Now	RB	now
,	,	,
we	PP	we
love	VBP	love
to	TO	to
wrap	VB	wrap
ourselves	PP	ourselves
in	IN	in
lies	NNS	lie
.	SENT	.
We	PP	we
love	VBP	love
to	TO	to
do	VB	do
it	PP	it
.	SENT	.
Everyone	NN	everyone
take	VB	take
their	PP$	their
vitamins	NNS	vitamin
this	DT	this
morning	NN	morning
?	SENT	?
Echinacea	NP	<unknown>
,	,	,
a	DT	a
little	JJ	little
antioxidant	NN	antioxidant
to	TO	to
get	VB	get
you	PP	you
going	VBG	go
.	SENT	.
I	PP	I
know	VBP	know
you	PP	you
did	VBD	do
because	IN	because
half	NN	half
of	IN	of
Americans	NPS	Americans
do	VBP	do
every	DT	every
day	NN	day
.	SENT	.
They	PP	they
take	VBP	take
the	DT	the
stuff	NN	stuff
,	,	,
and	CC	and
they	PP	they
take	VBP	take
alternative	JJ	alternative
medicines	NNS	medicine
,	,	,
and	CC	and
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
how	WRB	how
often	RB	often
we	PP	we
find	VBP	find
out	RP	out
that	IN	that
they	PP	they
'	POS	'
re	NN	re
useless	JJ	useless
.	SENT	.
The	DT	the
data	NN	data
says	VBZ	say
it	PP	it
all	PDT	all
the	DT	the
time	NN	time
.	SENT	.
They	PP	they
darken	VBP	darken
your	PP$	your
urine	NN	urine
.	SENT	.
They	PP	they
almost	RB	almost
never	RB	never
do	VBP	do
more	JJR	more
than	IN	than
that	DT	that
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
okay	NN	okay
,	,	,
you	PP	you
want	VBP	want
to	TO	to
pay	VB	pay
28	CD	@card@
billion	NN	billion
dollars	NNS	dollar
for	IN	for
dark	JJ	dark
urine	NN	urine
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
totally	RB	totally
with	IN	with
you	PP	you
.	SENT	.
Dark	JJ	dark
urine	NN	urine
.	SENT	.
Dark	JJ	dark
.	SENT	.
Why	WRB	why
do	VBP	do
we	PP	we
do	VBP	do
that	RB	that
?	SENT	?
Why	WRB	why
do	VBP	do
we	PP	we
do	VBP	do
that	RB	that
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
think	VBP	think
I	PP	I
understand	VBP	understand
,	,	,
we	PP	we
hate	VBP	hate
Big	NP	Big
Pharma	NP	Pharma
.	SENT	.
We	PP	we
hate	VBP	hate
Big	NP	Big
Government	NP	Government
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
trust	NN	trust
the	DT	the
Man	NN	man
.	SENT	.
And	CC	and
we	PP	we
shouldn	NP	<unknown>
'	POS	'
t	NN	t
:	:	:
Our	PP$	our
health	NN	health
care	NN	care
system	NN	system
sucks	VBZ	suck
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
cruel	JJ	cruel
to	TO	to
millions	NNS	million
of	IN	of
people	NNS	people
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
absolutely	RB	absolutely
astonishingly	RB	astonishingly
cold	JJ	cold
and	CC	and
soul-bending	VBG	soul-bend
to	TO	to
those	DT	those
of	IN	of
us	PP	us
who	WP	who
can	MD	can
even	RB	even
afford	VB	afford
it	PP	it
.	SENT	.
So	RB	so
we	PP	we
run	VBP	run
away	RB	away
from	IN	from
it	PP	it
,	,	,
and	CC	and
where	WRB	where
do	VBP	do
we	PP	we
run	VBP	run
?	SENT	?
We	PP	we
leap	VBP	leap
into	IN	into
the	DT	the
arms	NNS	arm
of	IN	of
Big	JJ	big
Placebo	NN	placebo
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
fantastic	NN	fantastic
.	SENT	.
I	PP	I
love	VBP	love
Big	JJ	big
Placebo	NN	placebo
.	SENT	.
But	CC	but
,	,	,
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
a	DT	a
serious	JJ	serious
thing	NN	thing
because	IN	because
this	DT	this
stuff	NN	stuff
is	VBZ	be
crap	NN	crap
,	,	,
and	CC	and
we	PP	we
spend	VBP	spend
billions	NNS	billion
of	IN	of
dollars	NNS	dollar
on	IN	on
it	PP	it
.	SENT	.
And	CC	and
I	PP	I
have	VBP	have
all	DT	all
sorts	NNS	sort
of	IN	of
little	JJ	little
props	NNS	prop
here	RB	here
.	SENT	.
None	NN	none
of	IN	of
it	PP	it
.	SENT	.
.	SENT	.
.	SENT	.
ginkgo	NN	ginkgo
,	,	,
fraud	NN	fraud
;	:	;
echinacea	NN	<unknown>
,	,	,
fraud	NN	fraud
;	:	;
acai	NN	<unknown>
—	:	-
I	PP	I
don	VBP	don
'	''	'
t	NN	t
even	RB	even
know	VBP	know
what	WP	what
that	RB	that
is	VBZ	be
but	CC	but
we	PP	we
'	POS	'
re	NN	re
spending	NN	spending
billions	NNS	billion
of	IN	of
dollars	NNS	dollar
on	IN	on
it	PP	it
—	:	-
it	PP	it
'	POS	'
s	NN	S
fraud	NN	fraud
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
When	WRB	when
I	PP	I
say	VBP	say
this	DT	this
stuff	NN	stuff
,	,	,
people	NNS	people
scream	VBP	scream
at	IN	at
me	PP	me
,	,	,
and	CC	and
they	PP	they
say	VBP	say
,	,	,
"	''	"
What	WP	what
do	VBP	do
you	PP	you
care	VBP	care
?	SENT	?
Let	NN	let
people	NNS	people
do	VBP	do
what	WP	what
they	PP	they
want	VBP	want
to	TO	to
do	VB	do
.	SENT	.
It	PP	it
makes	VBZ	make
them	PP	them
feel	VBP	feel
good	JJ	good
.	SENT	.
"	``	"
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
You	PP	you
'	POS	'
re	NN	re
wrong	JJ	wrong
.	SENT	.
Because	IN	because
I	PP	I
don	NN	don
'	POS	'
t	NN	t
care	NN	care
if	IN	if
it	PP	it
'	POS	'
s	NNS	<unknown>
the	DT	the
secretary	NN	secretary
of	IN	of
HHS	NP	HHS
who	WP	who
'	POS	'
s	NN	S
saying	VBG	say
,	,	,
"	``	"
Hmm	UH	hmm
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
take	VB	take
the	DT	the
evidence	NN	evidence
of	IN	of
my	PP$	my
experts	NNS	expert
on	IN	on
mammograms	NNS	mammogram
,	,	,
"	''	"
or	CC	or
some	DT	some
cancer	NN	cancer
quack	NN	quack
who	WP	who
wants	VBZ	want
to	TO	to
treat	VB	treat
his	PP$	his
patient	NN	patient
with	IN	with
coffee	NN	coffee
enemas	NNS	enema
.	SENT	.
When	WRB	when
you	PP	you
start	VBP	start
down	RP	down
the	DT	the
road	NN	road
where	WRB	where
belief	NN	belief
and	CC	and
magic	NN	magic
replace	VBP	replace
evidence	NN	evidence
and	CC	and
science	NN	science
,	,	,
you	PP	you
end	VBP	end
up	RP	up
in	IN	in
a	DT	a
place	NN	place
you	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
be	VB	be
.	SENT	.
You	PP	you
end	VBP	end
up	RP	up
in	IN	in
Thabo	NP	Thabo
Mbeki	NP	Mbeki
South	NP	South
Africa	NP	Africa
.	SENT	.
He	PP	he
killed	VBD	kill
400	CD	@card@
,	,	,
000	CD	@card@
of	IN	of
his	PP$	his
people	NNS	people
by	IN	by
insisting	VBG	insist
that	DT	that
beetroot	NN	beetroot
,	,	,
garlic	NN	garlic
and	CC	and
lemon	JJ	lemon
oil	NN	oil
were	VBD	be
much	RB	much
more	RBR	more
effective	JJ	effective
than	IN	than
the	DT	the
antiretroviral	JJ	antiretroviral
drugs	NNS	drug
we	PP	we
know	VBP	know
can	MD	can
slow	VB	slow
the	DT	the
course	NN	course
of	IN	of
AIDS	NP	AIDS
.	SENT	.
Hundreds	NNS	hundred
of	IN	of
thousands	NNS	thousand
of	IN	of
needless	JJ	needless
deaths	NNS	death
in	IN	in
a	DT	a
country	NN	country
that	WDT	that
has	VBZ	have
been	VBN	be
plagued	VBN	plague
worse	JJR	bad
than	IN	than
any	DT	any
other	JJ	other
by	IN	by
this	DT	this
disease	NN	disease
.	SENT	.
Please	UH	please
,	,	,
don	NN	don
'	POS	'
t	NN	t
tell	VB	tell
me	PP	me
there	RB	there
are	VBP	be
no	DT	no
consequences	NNS	consequence
to	TO	to
these	DT	these
things	NNS	thing
.	SENT	.
There	EX	there
are	VBP	be
.	SENT	.
There	EX	there
always	RB	always
are	VBP	be
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
most	RBS	most
mindless	JJ	mindless
epidemic	NN	epidemic
we	PP	we
'	POS	'
re	NN	re
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
right	NN	right
now	RB	now
is	VBZ	be
this	DT	this
absurd	JJ	absurd
battle	NN	battle
between	IN	between
proponents	NNS	proponent
of	IN	of
genetically	RB	genetically
engineered	VBN	engineer
food	NN	food
and	CC	and
the	DT	the
organic	JJ	organic
elite	NN	elite
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
an	DT	an
idiotic	JJ	idiotic
debate	NN	debate
.	SENT	.
It	PP	it
has	VBZ	have
to	TO	to
stop	VB	stop
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
debate	NN	debate
about	IN	about
words	NNS	word
,	,	,
about	IN	about
metaphors	NNS	metaphor
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
ideology	NN	ideology
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
science	NN	science
.	SENT	.
Every	DT	every
single	JJ	single
thing	NN	thing
we	PP	we
eat	VBP	eat
,	,	,
every	DT	every
grain	NN	grain
of	IN	of
rice	NN	rice
,	,	,
every	DT	every
sprig	NN	sprig
of	IN	of
parsley	NN	parsley
,	,	,
every	DT	every
Brussels	NP	Brussels
sprout	NN	sprout
has	VBZ	have
been	VBN	be
modified	VBN	modify
by	IN	by
man	NN	man
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
there	RB	there
weren	NNS	<unknown>
'	POS	'
t	NN	t
tangerines	NNS	tangerine
in	IN	in
the	DT	the
garden	NN	garden
of	IN	of
Eden	NP	Eden
.	SENT	.
There	RB	there
wasn	NP	<unknown>
'	POS	'
t	NN	t
any	DT	any
cantaloupe	NN	cantaloupe
.	SENT	.
There	RB	there
weren	NNS	<unknown>
'	POS	'
t	NN	t
Christmas	NN	Christmas
trees	NNS	tree
.	SENT	.
We	PP	we
made	VBD	make
it	PP	it
all	DT	all
.	SENT	.
We	PP	we
made	VBD	make
it	PP	it
over	IN	over
the	DT	the
last	JJ	last
11	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
.	SENT	.
And	CC	and
some	DT	some
of	IN	of
it	PP	it
worked	VBD	work
,	,	,
and	CC	and
some	DT	some
of	IN	of
it	PP	it
didn	NN	<unknown>
'	POS	'
t	NN	t
.	SENT	.
We	PP	we
got	VBD	get
rid	JJ	rid
of	IN	of
the	DT	the
stuff	NN	stuff
that	IN	that
didn	NP	<unknown>
'	POS	'
t	NN	t
.	SENT	.
Now	RB	now
we	PP	we
can	MD	can
do	VB	do
it	PP	it
in	IN	in
a	DT	a
more	RBR	more
precise	JJ	precise
way	NN	way
—	:	-
and	CC	and
there	EX	there
are	VBP	be
risks	NNS	risk
,	,	,
absolutely	RB	absolutely
—	:	-
but	CC	but
we	PP	we
can	MD	can
put	VB	put
something	NN	something
like	IN	like
vitamin	NN	vitamin
A	DT	a
into	IN	into
rice	NN	rice
,	,	,
and	CC	and
that	IN	that
stuff	NN	stuff
can	MD	can
help	VB	help
millions	NNS	million
of	IN	of
people	NNS	people
,	,	,
millions	NNS	million
of	IN	of
people	NNS	people
,	,	,
prolong	VB	prolong
their	PP$	their
lives	NNS	life
.	SENT	.
You	PP	you
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
do	VB	do
that	DT	that
?	SENT	?
I	PP	I
have	VBP	have
to	TO	to
say	VB	say
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
understand	VB	understand
it	PP	it
.	SENT	.
We	PP	we
object	VBP	object
to	TO	to
genetically	RB	genetically
engineered	JJ	engineered
food	NN	food
.	SENT	.
Why	WRB	why
do	VBP	do
we	PP	we
do	VBP	do
that	RB	that
?	SENT	?
Well	RB	well
,	,	,
the	DT	the
things	NNS	thing
I	PP	I
constantly	RB	constantly
hear	VBP	hear
are	VBP	be
:	:	:
Too	RB	too
many	JJ	many
chemicals	NNS	chemical
,	,	,
pesticides	NNS	pesticide
,	,	,
hormones	NNS	hormone
,	,	,
monoculture	NN	monoculture
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
giant	JJ	giant
fields	NNS	field
of	IN	of
the	DT	the
same	JJ	same
thing	NN	thing
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
companies	NNS	company
patenting	VBG	patent
life	NN	life
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
companies	NNS	company
owning	VBG	own
seeds	NNS	seed
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
my	PP$	my
response	NN	response
to	TO	to
all	DT	all
of	IN	of
that	WDT	that
is	VBZ	be
?	SENT	?
Yes	UH	yes
,	,	,
you	PP	you
'	POS	'
re	NN	re
right	NN	right
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
fix	VB	fix
it	PP	it
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
huge	JJ	huge
food	NN	food
problem	NN	problem
,	,	,
but	CC	but
this	DT	this
isn	NN	isn
'	POS	'
t	NN	t
science	NN	science
.	SENT	.
This	DT	this
has	VBZ	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
science	NN	science
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
law	NN	law
,	,	,
it	PP	it
'	POS	'
s	NN	S
morality	NN	morality
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
patent	NN	patent
stuff	NN	stuff
.	SENT	.
You	PP	you
know	VBP	know
science	NN	science
isn	NN	isn
'	POS	'
t	NN	t
a	DT	a
company	NN	company
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
a	DT	a
country	NN	country
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
even	RB	even
an	DT	an
idea	NN	idea
;	:	;
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
process	NN	process
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
process	NN	process
,	,	,
and	CC	and
sometimes	RB	sometimes
it	PP	it
works	VBZ	work
and	CC	and
sometimes	RB	sometimes
it	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
,	,	,
but	CC	but
the	DT	the
idea	NN	idea
that	IN	that
we	PP	we
should	MD	should
not	RB	not
allow	VB	allow
science	NN	science
to	TO	to
do	VB	do
its	PP$	its
job	NN	job
because	IN	because
we	PP	we
'	POS	'
re	NN	re
afraid	JJ	afraid
,	,	,
is	VBZ	be
really	RB	really
very	RB	very
deadening	VBG	deaden
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NNS	<unknown>
preventing	VBG	prevent
millions	NNS	million
of	IN	of
people	NNS	people
from	IN	from
prospering	VBG	prosper
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
in	IN	in
the	DT	the
next	JJ	next
50	CD	@card@
years	NNS	year
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
have	VB	have
to	TO	to
grow	VB	grow
70	CD	@card@
percent	NN	percent
more	JJR	more
food	NN	food
than	IN	than
we	PP	we
do	VBP	do
right	RB	right
now	RB	now
,	,	,
70	CD	@card@
percent	NN	percent
.	SENT	.
This	DT	this
investment	NN	investment
in	IN	in
Africa	NP	Africa
over	IN	over
the	DT	the
last	JJ	last
30	CD	@card@
years	NNS	year
.	SENT	.
Disgraceful	JJ	disgraceful
.	SENT	.
Disgraceful	JJ	disgraceful
.	SENT	.
They	PP	they
need	VBP	need
it	PP	it
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
not	RB	not
giving	VBG	give
it	PP	it
to	TO	to
them	PP	them
.	SENT	.
And	CC	and
why	WRB	why
?	SENT	?
Genetically	RB	genetically
engineered	VBN	engineer
food	NN	food
.	SENT	.
We	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
to	TO	to
encourage	VB	encourage
people	NNS	people
to	TO	to
eat	VB	eat
that	DT	that
rotten	JJ	rotten
stuff	NN	stuff
,	,	,
like	IN	like
cassava	NN	cassava
for	IN	for
instance	NN	instance
.	SENT	.
Cassava	NN	cassava
'	POS	'
s	JJ	<unknown>
something	NN	something
that	IN	that
half	PDT	half
a	DT	a
billion	NN	billion
people	NNS	people
eat	VBP	eat
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
like	IN	like
a	DT	a
potato	NN	potato
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
a	DT	a
bunch	NN	bunch
of	IN	of
calories	NNS	calorie
.	SENT	.
It	PP	it
sucks	VBZ	suck
.	SENT	.
It	PP	it
doesn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
nutrients	NNS	nutrient
,	,	,
it	PP	it
doesn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
protein	NN	protein
,	,	,
and	CC	and
scientists	NNS	scientist
are	VBP	be
engineering	VBG	engineer
all	RB	all
of	IN	of
that	DT	that
into	IN	into
it	PP	it
right	RB	right
now	RB	now
.	SENT	.
And	CC	and
then	RB	then
people	NNS	people
would	MD	would
be	VB	be
able	JJ	able
to	TO	to
eat	VB	eat
it	PP	it
and	CC	and
they	PP	they
'	POS	'
d	NN	d
be	VB	be
able	JJ	able
to	TO	to
not	RB	not
go	VB	go
blind	JJ	blind
.	SENT	.
They	PP	they
wouldn	NP	<unknown>
'	POS	'
t	NN	t
starve	VB	starve
,	,	,
and	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
That	DT	that
would	MD	would
be	VB	be
nice	JJ	nice
.	SENT	.
It	PP	it
wouldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
Chez	NP	Chez
Panisse	NP	Panisse
,	,	,
but	CC	but
it	PP	it
would	MD	would
be	VB	be
nice	JJ	nice
.	SENT	.
And	CC	and
all	RB	all
I	PP	I
can	MD	can
say	VB	say
about	RB	about
this	DT	this
is	VBZ	be
