Look	VB	look
,	,	,
and	CC	and
we	PP	we
will	MD	will
by	IN	by
the	DT	the
end	NN	end
of	IN	of
this	DT	this
year	NN	year
,	,	,
have	VBP	have
about	IN	about
half	PDT	half
a	DT	a
million	CD	million
stories	NNS	story
,	,	,
many	RB	many
priced	VBN	price
at	IN	at
under	IN	under
a	DT	a
dollar	NN	dollar
.	SENT	.
Most	JJS	most
of	IN	of
our	PP$	our
readers	NNS	reader
love	VBP	love
reading	VBG	read
and	CC	and
trying	VBG	try
out	RP	out
authors	NNS	author
they	PP	they
'	POS	'
ve	NN	ve
never	RB	never
,	,	,
ever	RB	ever
heard	VBN	hear
of	IN	of
before	RB	before
.	SENT	.
Thirty	CD	thirty
percent	NN	percent
of	IN	of
our	PP$	our
home	NN	home
page	NN	page
reads	VBZ	read
comes	VBZ	come
out	RP	out
of	IN	of
the	DT	the
writing	NN	writing
that	WDT	that
comes	VBZ	come
from	IN	from
our	PP$	our
writer	NN	writer
'	POS	'
s	NN	S
platform	NN	platform
.	SENT	.
By	IN	by
being	VBG	be
everywhere	RB	everywhere
,	,	,
by	IN	by
being	VBG	be
accessible	JJ	accessible
and	CC	and
relevant	JJ	relevant
,	,	,
I	PP	I
hope	VBP	hope
to	TO	to
make	VB	make
reading	VBG	read
a	DT	a
daily	JJ	daily
habit	NN	habit
,	,	,
as	IN	as
easy	JJ	easy
and	CC	and
effortless	JJ	effortless
as	IN	as
checking	VBG	check
your	PP$	your
email	NN	<unknown>
,	,	,
as	IN	as
booking	VBG	book
a	DT	a
ticket	NN	ticket
online	JJ	online
or	CC	or
ordering	VBG	order
your	PP$	your
groceries	NNS	grocery
.	SENT	.
And	CC	and
as	RB	as
for	IN	for
me	PP	me
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
discovered	VBD	discover
that	IN	that
as	IN	as
I	PP	I
entered	VBD	enter
the	DT	the
six-inch	JJ	six-inch
world	NN	world
of	IN	of
the	DT	the
smartphone	NN	smartphone
,	,	,
my	PP$	my
own	JJ	own
world	NN	world
just	RB	just
got	VBD	get
very	RB	very
,	,	,
very	RB	very
big	JJ	big
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
