Hey	UH	hey
s	NN	S
no	RB	no
longer	RBR	longer
serving	VBG	serve
and	CC	and
then	RB	then
how	WRB	how
do	VBP	do
we	PP	we
peel	VB	peel
it	PP	it
off	RP	off
,	,	,
which	WDT	which
is	VBZ	be
the	DT	the
scary	JJ	scary
part	NN	part
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
do	VBP	do
think	VB	think
that	IN	that
as	IN	as
I	PP	I
peeled	VBD	peel
mine	PP	mine
off	RP	off
and	CC	and
that	DT	that
was	VBD	be
work	NN	work
I	PP	I
did	VBD	do
with	IN	with
a	DT	a
therapist	NN	therapist
,	,	,
and	CC	and
now	RB	now
I	NP	I
'	POS	'
m	NN	m
constantly	RB	constantly
trying	VBG	try
new	JJ	new
things	NNS	thing
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
know	VBP	know
whether	IN	whether
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
be	VB	be
good	JJ	good
at	IN	at
or	CC	or
not	RB	not
.	SENT	.
And	CC	and
I	PP	I
am	VBP	be
failing	VBG	fail
,	,	,
you	PP	you
know	VBP	know
,	,	,
on	IN	on
occasion	NN	occasion
,	,	,
you	PP	you
know	VBP	know
,	,	,
but	CC	but
feels	VBZ	feel
but	CC	but
now	RB	now
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
changed	VBD	change
the	DT	the
goal	NN	goal
to	TO	to
stretching	VBG	stretch
and	CC	and
learning	VBG	learn
instead	RB	instead
of	IN	of
proving	VBG	prove
and	CC	and
perfecting	VBG	perfect
.	SENT	.
It	PP	it
feels	VBZ	feel
so	RB	so
different	JJ	different
.	SENT	.
Does	NNS	doe
that	WDT	that
make	VBP	make
sense	NN	sense
?	SENT	?
It	PP	it
does	VBZ	do
it	PP	it
it	PP	it
resonates	VBZ	resonate
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
ve	NN	ve
I	PP	I
guess	VBP	guess
I	PP	I
'	''	'
ve	VBG	<unknown>
I	PP	I
'	POS	'
ve	NNS	<unknown>
gone	VBN	go
through	IN	through
a	DT	a
similar	JJ	similar
shift	NN	shift
in	IN	in
saying	VBG	say
,	,	,
look	VB	look
,	,	,
I	PP	I
want	VBP	want
to	TO	to
be	VB	be
the	DT	the
kind	NN	kind
of	IN	of
person	NN	person
who	WP	who
takes	VBZ	take
on	IN	on
projects	NNS	project
that	DT	that
matter	NN	matter
.	SENT	.
Yes	UH	yes
.	SENT	.
And	CC	and
where	WRB	where
I	PP	I
have	VBP	have
the	DT	the
potential	NN	potential
to	TO	to
contribute	VB	contribute
something	NN	something
meaningful	JJ	meaningful
.	SENT	.
And	CC	and
even	RB	even
if	IN	if
I	PP	I
fail	VBP	fail
,	,	,
at	IN	at
least	JJS	least
I	PP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
fail	VBP	fail
to	TO	to
try	VB	try
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
right	NN	right
.	SENT	.
Yes	UH	yes
.	SENT	.
And	CC	and
I	PP	I
have	VBP	have
let	VBN	let
me	PP	me
tell	VBP	tell
you	PP	you
,	,	,
I	PP	I
have	VBP	have
I	PP	I
have	VBP	have
taken	VBN	take
on	IN	on
a	DT	a
couple	NN	couple
of	IN	of
things	NNS	thing
in	IN	in
the	DT	the
last	JJ	last
several	JJ	several
years	NNS	year
where	WRB	where
I	PP	I
have	VBP	have
just	RB	just
failed	VBN	fail
.	SENT	.
But	CC	but
I	PP	I
don	VBP	don
'	''	'
t	NN	t
regret	VB	regret
it	PP	it
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
regret	VB	regret
it	PP	it
.	SENT	.
It	PP	it
'	POS	'
s	VBG	<unknown>
such	PDT	such
a	DT	a
great	JJ	great
place	NN	place
to	TO	to
be	VB	be
and	CC	and
part	NN	part
of	IN	of
I	PP	I
guess	VBP	guess
part	NN	part
of	IN	of
what	WP	what
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
wondering	VBG	wonder
is	VBZ	be
,	,	,
as	IN	as
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
applying	VBG	apply
applying	VBG	apply
your	PP$	your
work	NN	work
to	TO	to
my	PP$	my
own	JJ	own
life	NN	life
and	CC	and
also	RB	also
talking	VBG	talk
in	IN	in
class	NN	class
about	IN	about
it	PP	it
quite	RB	quite
a	DT	a
bit	NN	bit
.	SENT	.
So	RB	so
just	RB	just
just	RB	just
as	IN	as
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
back	JJ	back
story	NN	story
,	,	,
every	DT	every
year	NN	year
,	,	,
I	PP	I
have	VBP	have
students	NNS	student
at	IN	at
the	DT	the
undergrad	NN	<unknown>
level	NN	level
apply	VB	apply
to	TO	to
my	PP$	my
class	NN	class
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
questions	NNS	question
is	VBZ	be
,	,	,
what	WP	what
'	''	'
s	VBG	<unknown>
your	PP$	your
favorite	NN	favorite
TED	VB	ted
talk	NN	talk
?	SENT	?
Yours	PP	yours
is	VBZ	be
every	DT	every
year	NN	year
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
topics	NNS	topic
I	PP	I
think	VBP	think
one	PP	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
jumped	VBD	jump
out	RP	out
at	IN	at
me	PP	me
after	IN	after
the	DT	the
first	JJ	first
few	JJ	few
years	NNS	year
was	VBD	be
it	PP	it
was	VBD	be
mostly	RB	mostly
women	NNS	woman
who	WP	who
were	VBD	be
naming	VBG	name
you	PP	you
as	IN	as
their	PP$	their
favorite	JJ	favorite
talk	NN	talk
.	SENT	.
And	CC	and
and	CC	and
I	PP	I
'	POS	'
m	NN	m
wondering	VBG	wonder
,	,	,
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
some	RB	some
of	IN	of
this	DT	this
,	,	,
of	IN	of
course	NN	course
,	,	,
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
men	NNS	man
tend	VBP	tend
to	TO	to
choose	VB	choose
male	JJ	male
role	NN	role
models	NNS	model
.	SENT	.
Women	NNS	woman
tend	VBP	tend
to	TO	to
choose	VB	choose
female	JJ	female
.	SENT	.
But	CC	but
it	PP	it
also	RB	also
seems	VBZ	seem
like	IN	like
vulnerability	NN	vulnerability
is	VBZ	be
easier	JJR	easy
for	IN	for
women	NNS	woman
to	TO	to
process	NN	process
and	CC	and
maybe	RB	maybe
adopt	VB	adopt
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	JJ	<unknown>
something	NN	something
men	NNS	man
struggle	VBP	struggle
a	DT	a
lot	NN	lot
more	JJR	more
with	IN	with
.	SENT	.
And	CC	and
I	PP	I
wondered	VBD	wonder
if	IN	if
you	PP	you
could	MD	could
talk	VB	talk
about	RB	about
what	WP	what
you	PP	you
found	VBD	find
in	IN	in
your	PP$	your
research	NN	research
there	RB	there
and	CC	and
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
the	DT	the
psychology	NN	psychology
of	IN	of
why	WRB	why
men	NNS	man
struggle	VBP	struggle
so	RB	so
much	RB	much
with	IN	with
vulnerability	NN	vulnerability
.	SENT	.
I	PP	I
have	VBP	have
moved	VBN	move
from	IN	from
talking	VBG	talk
about	IN	about
men	NNS	man
and	CC	and
women	NNS	woman
just	RB	just
to	TO	to
talking	VBG	talk
about	IN	about
folks	NNS	folk
who	WP	who
are	VBP	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
trying	VBG	try
to	TO	to
meet	VB	meet
masculine	JJ	masculine
norms	NNS	norm
and	CC	and
folks	NNS	folk
trying	VBG	try
to	TO	to
meet	VB	meet
feminine	JJ	feminine
norms	NNS	norm
just	RB	just
to	TO	to
be	VB	be
more	RBR	more
inclusive	JJ	inclusive
.	SENT	.
But	CC	but
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
thing	NN	thing
.	SENT	.
In	IN	in
terms	NNS	term
of	IN	of
masculine	JJ	masculine
norms	NNS	norm
,	,	,
the	DT	the
biggest	JJS	big
shame	NN	shame
trigger	NN	trigger
is	VBZ	be
do	VB	do
not	RB	not
be	VB	be
perceived	VBN	perceive
as	IN	as
weak	JJ	weak
.	SENT	.
So	RB	so
just	RB	just
think	VB	think
about	IN	about
that	DT	that
calculus	NN	calculus
for	IN	for
a	DT	a
second	NN	second
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
asking	VBG	ask
people	NNS	people
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
.	SENT	.
Ninety	CD	ninety
nine	CD	nine
percent	NN	percent
of	IN	of
them	PP	them
are	VBP	be
raised	VBN	raise
to	TO	to
believe	VB	believe
that	DT	that
vulnerability	NN	vulnerability
is	VBZ	be
weakness	NN	weakness
,	,	,
and	CC	and
they	PP	they
know	VBP	know
in	IN	in
their	PP$	their
heart	NN	heart
that	IN	that
they	PP	they
'	POS	'
ll	JJ	<unknown>
experience	NN	experience
shame	NN	shame
if	IN	if
they	PP	they
'	POS	'
re	NN	re
perceived	VBD	perceive
as	RB	as
weak	JJ	weak
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
so	IN	so
it	PP	it
becomes	VBZ	become
a	DT	a
very	RB	very
big	JJ	big
ask	VBP	ask
for	IN	for
.	SENT	.
People	NNS	people
who	WP	who
really	RB	really
value	VBP	value
complying	VBG	comply
with	IN	with
masculine	JJ	masculine
norms	NNS	norm
in	IN	in
terms	NNS	term
of	IN	of
women	NNS	woman
and	CC	and
feminine	JJ	feminine
norms	NNS	norm
,	,	,
the	DT	the
number	NN	number
one	CD	one
shame	NN	shame
trigger	NN	trigger
is	VBZ	be
.	SENT	.
Perfection	NN	perfection
do	VBP	do
not	RB	not
be	VB	be
perceived	VBN	perceive
as	IN	as
imperfect	JJ	imperfect
,	,	,
do	VBP	do
it	PP	it
all	DT	all
,	,	,
do	VB	do
it	PP	it
.	SENT	.
Well	RB	well
,	,	,
never	RB	never
let	VBP	let
them	PP	them
see	VBP	see
you	PP	you
sweat	VBP	sweat
.	SENT	.
So	RB	so
now	RB	now
I	NP	I
'	POS	'
m	NN	m
saying	VBG	say
,	,	,
hey	UH	hey
,	,	,
I	PP	I
want	VBP	want
you	PP	you
to	TO	to
be	VB	be
vulnerable	JJ	vulnerable
about	IN	about
your	PP$	your
setbacks	NNS	setback
and	CC	and
your	PP$	your
failures	NNS	failure
and	CC	and
where	WRB	where
you	PP	you
'	POS	'
re	NN	re
struggling	VBG	struggle
and	CC	and
your	PP$	your
emotions	NNS	emotion
.	SENT	.
So	RB	so
really	RB	really
the	DT	the
biggest	JJS	big
barrier	NN	barrier
to	TO	to
vulnerability	NN	vulnerability
.	SENT	.
Is	VBZ	be
shame	NN	shame
the	DT	the
fear	NN	fear
of	IN	of
shame	NN	shame
?	SENT	?
The	DT	the
fear	NN	fear
that	IN	that
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
put	VB	put
myself	PP	myself
out	RP	out
there	RB	there
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
find	VB	find
myself	PP	myself
experiencing	VBG	experience
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
definition	NN	definition
we	PP	we
use	VBP	use
it	PP	it
for	IN	for
,	,	,
shame	NN	shame
is	VBZ	be
the	DT	the
incredibly	RB	incredibly
painful	JJ	painful
experience	NN	experience
of	IN	of
believing	VBG	believe
or	CC	or
feeling	VBG	feel
that	IN	that
we	PP	we
are	VBP	be
unworthy	JJ	unworthy
,	,	,
that	IN	that
we	PP	we
'	''	'
re	IN	re
flawed	JJ	flawed
and	CC	and
unworthy	JJ	unworthy
of	IN	of
love	NN	love
and	CC	and
belonging	NN	belonging
and	CC	and
connection	NN	connection
.	SENT	.
And	CC	and
so	RB	so
you	PP	you
can	MD	can
see	VB	see
how	WRB	how
vulnerability	NN	vulnerability
is	VBZ	be
a	DT	a
really	RB	really
big	JJ	big
ask	VB	ask
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
a	DT	a
really	RB	really
big	JJ	big
ask	VB	ask
you	PP	you
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	RB	so
interesting	JJ	interesting
.	SENT	.
Your	PP$	your
analysis	NN	analysis
reminds	VBZ	remind
me	PP	me
of	IN	of
the	DT	the
Boston	NP	Boston
and	CC	and
Vandeleur	NP	<unknown>
work	NN	work
on	IN	on
precarious	JJ	precarious
manhood	NN	manhood
,	,	,
which	WDT	which
it	PP	it
basically	RB	basically
says	VBZ	say
,	,	,
look	VB	look
,	,	,
you	PP	you
know	VBP	know
,	,	,
the	DT	the
problem	NN	problem
with	IN	with
most	JJS	most
definitions	NNS	definition
of	IN	of
masculinity	NN	masculinity
or	CC	or
masculine	JJ	masculine
cultures	NNS	culture
is	VBZ	be
we	PP	we
have	VBP	have
to	TO	to
demonstrate	VB	demonstrate
it	PP	it
over	RP	over
and	CC	and
over	RP	over
and	CC	and
over	RP	over
again	RB	again
.	SENT	.
And	CC	and
so	RB	so
no	DT	no
matter	NN	matter
how	WRB	how
many	JJ	many
times	NNS	time
you	PP	you
'	POS	'
ve	RB	<unknown>
proven	VBN	prove
your	PP$	your
strength	NN	strength
,	,	,
if	IN	if
you	PP	you
show	VBP	show
just	RB	just
one	CD	one
tiny	JJ	tiny
bit	NN	bit
of	IN	of
weakness	NN	weakness
,	,	,
then	RB	then
all	RB	all
of	IN	of
a	DT	a
sudden	JJ	sudden
you	PP	you
'	''	'
re	IN	re
no	DT	no
longer	RBR	longer
a	DT	a
man	NN	man
or	CC	or
you	PP	you
'	POS	'
re	NN	re
no	RB	no
longer	RBR	longer
strong	JJ	strong
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
.	SENT	.
Have	VBP	have
you	PP	you
been	VBN	be
reading	VBG	read
any	DT	any
of	IN	of
that	DT	that
work	NN	work
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
.	SENT	.
I	PP	I
found	VBD	find
it	PP	it
by	IN	by
asking	VBG	ask
some	DT	some
folks	NNS	folk
on	IN	on
my	PP$	my
research	NN	research
team	NN	team
what	WP	what
is	VBZ	be
an	DT	an
alternative	NN	alternative
to	TO	to
toxic	JJ	toxic
masculinity	NN	masculinity
.	SENT	.
Interesting	JJ	interesting
as	IN	as
a	DT	a
phrase	NN	phrase
,	,	,
because	IN	because
I	PP	I
'	POS	'
m	NN	m
not	RB	not
sure	JJ	sure
that	IN	that
phrase	NN	phrase
is	VBZ	be
helpful	JJ	helpful
.	SENT	.
I	PP	I
am	VBP	be
so	RB	so
with	IN	with
you	PP	you
.	SENT	.
I	PP	I
hate	VBP	hate
the	DT	the
phrase	NN	phrase
.	SENT	.
It	PP	it
'	''	'
s	VBG	<unknown>
it	PP	it
'	POS	'
s	NN	S
always	RB	always
bothered	VBD	bother
me	PP	me
just	RB	just
at	IN	at
a	DT	a
basic	JJ	basic
level	NN	level
,	,	,
because	IN	because
it	PP	it
seems	VBZ	seem
to	TO	to
imply	VB	imply
that	DT	that
masculinity	NN	masculinity
is	VBZ	be
inherently	RB	inherently
toxic	JJ	toxic
as	RB	as
opposed	VBN	oppose
to	TO	to
what	WP	what
you	PP	you
said	VBD	say
,	,	,
which	WDT	which
is	VBZ	be
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
there	RB	there
'	''	'
s	VBG	<unknown>
a	DT	a
brand	NN	brand
or	CC	or
a	DT	a
flavor	NN	flavor
of	IN	of
masculinity	NN	masculinity
that	WDT	that
can	MD	can
be	VB	be
toxic	JJ	toxic
.	SENT	.
And	CC	and
I	PP	I
guess	VBP	guess
I	PP	I
came	VBD	come
to	TO	to
wondering	VBG	wonder
,	,	,
is	VBZ	be
that	DT	that
part	NN	part
of	IN	of
the	DT	the
reason	NN	reason
why	WRB	why
why	WRB	why
you	PP	you
see	VBP	see
so	RB	so
many	JJ	many
men	NNS	man
motivated	VBN	motivate
to	TO	to
armor	VB	armor
up	RP	up
at	IN	at
work	NN	work
because	IN	because
they	PP	they
have	VBP	have
to	TO	to
keep	VB	keep
proving	VBG	prove
their	PP$	their
strength	NN	strength
over	RP	over
and	CC	and
over	RP	over
again	RB	again
?	SENT	?
This	DT	this
is	VBZ	be
super	NN	super
interesting	JJ	interesting
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
I	NP	I
'	POS	'
m	NN	m
like	IN	like
,	,	,
this	DT	this
is	VBZ	be
me	PP	me
thinking	VBG	think
out	RP	out
loud	RB	loud
with	IN	with
you	PP	you
just	RB	just
spit	VBD	spit
balling	VBG	ball
right	RB	right
now	RB	now
.	SENT	.
Why	WRB	why
is	VBZ	be
vulnerability	NN	vulnerability
?	SENT	?
So	RB	so
much	RB	much
.	SENT	.
More	RBR	more
difficult	JJ	difficult
to	TO	to
talk	VB	talk
about	RB	about
with	IN	with
men	NNS	man
in	IN	in
suits	NNS	suit
.	SENT	.
In	IN	in
organizations	NNS	organization
or	CC	or
hoodies	NNS	<unknown>
and	CC	and
jeans	NNS	jean
,	,	,
because	IN	because
I	PP	I
work	VBP	work
in	IN	in
Silicon	NP	Silicon
Valley	NP	Valley
a	DT	a
lot	NN	lot
,	,	,
right	RB	right
.	SENT	.
Why	WRB	why
is	VBZ	be
it	PP	it
more	RBR	more
difficult	JJ	difficult
to	TO	to
talk	VB	talk
about	RB	about
with	IN	with
them	PP	them
than	IN	than
it	PP	it
is	VBZ	be
with	IN	with
.	SENT	.
Trauma	NN	trauma
surgeons	NNS	surgeon
and	CC	and
firefighters	NNS	firefighter
and	CC	and
military	JJ	military
and	CC	and
professional	JJ	professional
athletes	NNS	athlete
,	,	,
and	CC	and
I	PP	I
guess	VBP	guess
this	DT	this
hypothesis	NN	hypothesis
that	RB	that
'	POS	'
s	NNS	<unknown>
forming	VBG	form
in	IN	in
my	PP$	my
head	NN	head
right	RB	right
now	RB	now
,	,	,
which	WDT	which
,	,	,
you	PP	you
know	VBP	know
,	,	,
who	WP	who
knows	VBZ	know
if	IN	if
it	PP	it
'	POS	'
s	NN	S
right	NN	right
or	CC	or
not	RB	not
,	,	,
would	MD	would
be	VB	be
.	SENT	.
Where	WRB	where
masculinity	NN	masculinity
is	VBZ	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
where	WRB	where
where	WRB	where
that	DT	that
kind	NN	kind
of	IN	of
strength	NN	strength
is	VBZ	be
seen	VBN	see
every	DT	every
day	NN	day
on	IN	on
the	DT	the
pitch	NN	pitch
or	CC	or
on	IN	on
the	DT	the
football	NN	football
field	NN	field
or	CC	or
in	IN	in
their	PP$	their
jobs	NNS	job
,	,	,
they	PP	they
'	POS	'
re	IN	re
not	RB	not
having	VBG	have
to	TO	to
prove	VB	prove
it	PP	it
so	RB	so
often	RB	often
because	IN	because
it	PP	it
'	POS	'
s	JJ	<unknown>
part	NN	part
of	IN	of
what	WP	what
they	PP	they
do	VBP	do
.	SENT	.
Wow	NN	wow
.	SENT	.
But	CC	but
they	PP	they
'	POS	'
re	NN	re
more	RBR	more
open	JJ	open
to	TO	to
those	DT	those
conversations	NNS	conversation
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
what	WP	what
I	PP	I
'	POS	'
m	NN	m
saying	NN	saying
?	SENT	?
That	DT	that
is	VBZ	be
so	RB	so
fascinating	JJ	fascinating
.	SENT	.
Right	RB	right
.	SENT	.
So	RB	so
if	IN	if
I	PP	I
'	POS	'
m	NN	m
if	IN	if
I	PP	I
'	POS	'
m	NN	m
a	DT	a
firefighter	NN	firefighter
,	,	,
everybody	NN	everybody
knows	VBZ	know
I	PP	I
'	''	'
m	NN	m
a	DT	a
badass	NN	<unknown>
.	SENT	.
So	RB	so
if	IN	if
you	PP	you
if	IN	if
I	PP	I
if	IN	if
I	PP	I
break	VBP	break
down	RB	down
outside	JJ	outside
of	IN	of
a	DT	a
burning	NN	burning
building	NN	building
into	IN	into
tears	NNS	tear
,	,	,
I	PP	I
'	POS	'
ve	JJ	<unknown>
I	NP	I
'	POS	'
ve	VBG	<unknown>
I	PP	I
'	POS	'
ve	NN	ve
established	VBD	establish
already	RB	already
that	IN	that
I	NP	I
'	POS	'
m	NN	m
tough	JJ	tough
and	CC	and
I	PP	I
can	MD	can
I	PP	I
can	MD	can
handle	VB	handle
extreme	JJ	extreme
crises	NNS	crisis
and	CC	and
difficult	JJ	difficult
situations	NNS	situation
,	,	,
whereas	IN	whereas
if	IN	if
I	PP	I
'	POS	'
m	NN	m
a	DT	a
software	NN	software
engineer	NN	engineer
in	IN	in
Silicon	NP	Silicon
Valley	NP	Valley
or	CC	or
I	NP	I
'	POS	'
m	NN	m
a	DT	a
trader	NN	trader
on	IN	on
Wall	NP	Wall
Street	NP	Street
,	,	,
I	NP	I
haven	NN	haven
'	POS	'
t	NN	t
been	VBN	be
able	JJ	able
to	TO	to
demonstrate	VB	demonstrate
my	PP$	my
strength	NN	strength
in	IN	in
the	DT	the
same	JJ	same
way	NN	way
as	IN	as
that	WDT	that
is	VBZ	be
.	SENT	.
Is	VBZ	be
that	IN	that
what	WP	what
you	PP	you
'	POS	'
re	NN	re
getting	VBG	get
at	IN	at
?	SENT	?
Yeah	RB	yeah
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
'	POS	'
m	NN	m
getting	VBG	get
at	IN	at
because	IN	because
,	,	,
I	PP	I
mean	VBP	mean
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
totally	RB	totally
what	WP	what
I	PP	I
get	VBP	get
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
getting	VBG	get
that	IN	that
because	IN	because
I	PP	I
'	POS	'
m	NN	m
thinking	VBG	think
to	TO	to
this	DT	this
moment	NN	moment
where	WRB	where
I	PP	I
'	POS	'
m	NN	m
on	IN	on
an	DT	an
Air	NP	Air
Force	NP	Force
base	NN	base
,	,	,
talking	VBG	talk
to	TO	to
a	DT	a
general	NN	general
,	,	,
doing	VBG	do
a	DT	a
lot	NN	lot
of	IN	of
work	NN	work
with	IN	with
and	CC	and
these	DT	these
are	VBP	be
like	IN	like
serious	JJ	serious
,	,	,
serious	JJ	serious
ass	NN	ass
people	NNS	people
like	IN	like
these	DT	these
are	VBP	be
fighter	NN	fighter
pilot	JJ	pilot
kind	NN	kind
of	IN	of
folks	NNS	folk
.	SENT	.
Right	RB	right
.	SENT	.
And	CC	and
before	IN	before
we	PP	we
got	VBD	get
started	VBN	start
,	,	,
he	PP	he
and	CC	and
I	PP	I
are	VBP	be
talking	VBG	talk
about	IN	about
the	DT	the
work	NN	work
.	SENT	.
And	CC	and
I	PP	I
said	VBD	say
,	,	,
you	PP	you
know	VBP	know
,	,	,
one	CD	one
of	IN	of
the	DT	the
things	NNS	thing
that	WDT	that
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
really	RB	really
interesting	JJ	interesting
is	VBZ	be
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
care	NN	care
and	CC	and
connection	NN	connection
are	VBP	be
irreducible	JJ	irreducible
needs	NNS	need
when	WRB	when
we	PP	we
lead	VBP	lead
,	,	,
meaning	VBG	mean
we	PP	we
have	VBP	have
to	TO	to
care	VB	care
for	IN	for
and	CC	and
be	VB	be
connected	VBN	connect
to	TO	to
the	DT	the
people	NNS	people
we	PP	we
lead	VBP	lead
are	VBP	be
we	PP	we
can	MD	can
'	''	'
t	NN	t
do	VBP	do
it	PP	it
effectively	RB	effectively
.	SENT	.
And	CC	and
up	RB	up
until	IN	until
that	DT	that
point	NN	point
,	,	,
I	PP	I
had	VBD	have
had	VBN	have
so	RB	so
much	JJ	much
pushback	NN	<unknown>
from	IN	from
people	NNS	people
like	VBP	like
,	,	,
that	IN	that
'	POS	'
s	NN	S
bullshit	NN	bullshit
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
here	RB	here
to	TO	to
like	VB	like
you	PP	you
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
lead	VB	lead
you	PP	you
.	SENT	.
And	CC	and
this	DT	this
general	NN	general
turned	VBD	turn
toward	IN	toward
me	PP	me
and	CC	and
said	VBD	say
from	IN	from
the	DT	the
highest	JJS	high
ranks	NNS	rank
of	IN	of
the	DT	the
Air	NP	Air
Force	NP	Force
,	,	,
we	PP	we
believe	VBP	believe
you	PP	you
cannot	MD	can
lead	VB	lead
people	NNS	people
that	IN	that
you	PP	you
do	VBP	do
not	RB	not
feel	VB	feel
affection	NN	affection
toward	IN	toward
.	SENT	.
Which	WDT	which
I	PP	I
think	VBP	think
takes	VBZ	take
care	NN	care
in	IN	in
connection	NN	connection
a	DT	a
little	JJ	little
another	DT	another
step	NN	step
affections	NNS	affection
,	,	,
a	DT	a
bigger	JJR	big
word	NN	word
right	NN	right
in	IN	in
my	PP$	my
book	NN	book
and	CC	and
I	PP	I
said	VBD	say
,	,	,
Huh	NP	Huh
?	SENT	?
And	CC	and
he	PP	he
goes	VBZ	go
,	,	,
Yeah	RB	yeah
,	,	,
that	IN	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NN	S
just	RB	just
common	JJ	common
.	SENT	.
If	IN	if
you	PP	you
cannot	MD	can
find	VB	find
a	DT	a
way	NN	way
to	TO	to
feel	VB	feel
affection	NN	affection
for	IN	for
people	NNS	people
you	PP	you
lead	VBP	lead
,	,	,
then	RB	then
we	PP	we
need	VBP	need
to	TO	to
move	VB	move
them	PP	them
out	RP	out
of	IN	of
your	PP$	your
direct	JJ	direct
report	NN	report
line	NN	line
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
as	IN	as
you	PP	you
as	IN	as
you	PP	you
walk	VBP	walk
through	IN	through
some	DT	some
of	IN	of
these	DT	these
stories	NNS	story
and	CC	and
examples	NNS	example
,	,	,
what	WP	what
seems	VBZ	seem
to	TO	to
set	VB	set
apart	RP	apart
the	DT	the
contexts	NNS	context
where	WRB	where
even	RB	even
tough	JJ	tough
,	,	,
masculine	JJ	masculine
leaders	NNS	leader
appreciate	VBP	appreciate
the	DT	the
importance	NN	importance
of	IN	of
vulnerability	NN	vulnerability
and	CC	and
affection	NN	affection
,	,	,
is	VBZ	be
there	RB	there
doing	VBG	do
work	NN	work
with	IN	with
with	IN	with
heavy	JJ	heavy
emotional	JJ	emotional
demands	NNS	demand
?	SENT	?
Yes	UH	yes
,	,	,
whereas	IN	whereas
I	PP	I
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
I	PP	I
can	MD	can
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
you	PP	you
know	VBP	know
,	,	,
and	CC	and
I	PP	I
also	RB	also
know	VBP	know
some	DT	some
some	DT	some
very	RB	very
successful	JJ	successful
people	NNS	people
in	IN	in
knowledge	NN	knowledge
work	NN	work
who	WP	who
have	VBP	have
managed	VBN	manage
to	TO	to
pull	VB	pull
off	RP	off
a	DT	a
,	,	,
you	PP	you
know	VBP	know
,	,	,
a	DT	a
pretty	RB	pretty
extraordinary	JJ	extraordinary
career	NN	career
without	IN	without
ever	RB	ever
really	RB	really
having	VBG	have
to	TO	to
to	TO	to
take	VB	take
off	RP	off
the	DT	the
mask	NN	mask
and	CC	and
show	VB	show
what	WP	what
they	PP	they
'	POS	'
re	NN	re
really	RB	really
feeling	VBG	feel
.	SENT	.
And	CC	and
so	RB	so
is	VBZ	be
is	VBZ	be
there	RB	there
something	NN	something
also	RB	also
built	VBN	build
into	IN	into
their	PP$	their
work	NN	work
in	IN	in
addition	NN	addition
to	TO	to
the	DT	the
fact	NN	fact
that	IN	that
you	PP	you
get	VBP	get
