So	IN	so
can	MD	can
invest	VB	invest
in	IN	in
it	PP	it
now	RB	now
,	,	,
do	VBP	do
the	DT	the
research	NN	research
and	CC	and
development	NN	development
and	CC	and
get	VB	get
them	PP	them
down	RP	down
the	DT	the
cost	NN	cost
curve	NN	curve
to	TO	to
make	VB	make
them	PP	them
affordable	JJ	affordable
.	SENT	.
It	PP	it
worked	VBD	work
for	IN	for
solar	JJ	solar
power	NN	power
;	:	;
it	PP	it
worked	VBD	work
for	IN	for
wind	NN	wind
;	:	;
it	PP	it
can	MD	can
work	VB	work
for	IN	for
carbon	NN	carbon
removals	NNS	removal
,	,	,
too	RB	too
.	SENT	.
Remember	VB	remember
,	,	,
we	PP	we
have	VBP	have
to	TO	to
get	VB	get
to	TO	to
very	RB	very
big	JJ	big
scale	NN	scale
:	:	:
billions	NNS	billion
of	IN	of
tonnes	NNS	tonne
of	IN	of
carbon	NN	carbon
removals	NNS	removal
by	IN	by
2050	CD	@card@
.	SENT	.
But	CC	but
we	PP	we
can	MD	can
all	RB	all
help	VB	help
by	IN	by
reducing	VBG	reduce
our	PP$	our
emissions	NNS	emission
as	RB	as
much	RB	much
as	IN	as
possible	JJ	possible
and	CC	and
figuring	VBG	figure
out	RP	out
how	WRB	how
to	TO	to
remove	VB	remove
the	DT	the
rest	NN	rest
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
talking	VBG	talk
conventional	JJ	conventional
offsets	NNS	offset
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
I	PP	I
put	VBD	put
a	DT	a
tonne	NN	tonne
of	IN	of
CO2	NP	<unknown>
in	IN	in
the	DT	the
air	NN	air
,	,	,
and	CC	and
I	PP	I
pay	VBP	pay
you	PP	you
not	RB	not
to	TO	to
put	VB	put
your	PP$	your
tonne	NN	tonne
in	IN	in
the	DT	the
air	NN	air
,	,	,
but	CC	but
my	PP$	my
tonne	NN	tonne
'	POS	'
s	NN	S
still	RB	still
there	RB	there
.	SENT	.
No	UH	no
,	,	,
what	WP	what
I	PP	I
mean	VBP	mean
is	VBZ	be
I	PP	I
put	VBP	put
a	DT	a
tonne	NN	tonne
of	IN	of
CO2	NP	<unknown>
in	IN	in
the	DT	the
air	NN	air
,	,	,
I	PP	I
pay	VBP	pay
someone	NN	someone
to	TO	to
take	VB	take
a	DT	a
tonne	NN	tonne
out	RP	out
of	IN	of
the	DT	the
air	NN	air
,	,	,
now	RB	now
or	CC	or
in	IN	in
the	DT	the
near	JJ	near
future	NN	future
,	,	,
and	CC	and
we	PP	we
can	MD	can
get	VB	get
to	TO	to
zero	VB	zero
and	CC	and
beyond	IN	beyond
.	SENT	.
What	WP	what
goes	VBZ	go
up	RB	up
must	MD	must
now	RB	now
come	VB	come
down	RP	down
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
all	RB	all
do	VBP	do
that	IN	that
,	,	,
if	IN	if
we	PP	we
all	RB	all
make	VBP	make
that	DT	that
commitment	NN	commitment
,	,	,
then	RB	then
the	DT	the
people	NNS	people
trying	VBG	try
to	TO	to
make	VB	make
removals	NNS	removal
happen	VB	happen
will	MD	will
have	VB	have
the	DT	the
finance	NN	finance
and	CC	and
the	DT	the
courage	NN	courage
and	CC	and
the	DT	the
confidence	NN	confidence
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
get	VB	get
to	TO	to
the	DT	the
scale	NN	scale
that	IN	that
we	PP	we
need	VBP	need
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VB	know
which	WDT	which
of	IN	of
all	DT	all
of	IN	of
these	DT	these
approaches	NNS	approach
,	,	,
in	IN	in
the	DT	the
end	NN	end
,	,	,
are	VBP	be
going	VBG	go
to	TO	to
be	VB	be
the	DT	the
ones	NNS	one
that	IN	that
we	PP	we
'	POS	'
ll	NNS	<unknown>
have	VBP	have
to	TO	to
use	VB	use
to	TO	to
get	VB	get
us	PP	us
to	TO	to
the	DT	the
scale	NN	scale
we	PP	we
need	VBP	need
.	SENT	.
But	CC	but
I	PP	I
do	VBP	do
know	VB	know
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
need	VB	need
a	DT	a
whole	JJ	whole
spread	NN	spread
of	IN	of
them	PP	them
,	,	,
with	IN	with
nature	NN	nature
and	CC	and
technology	NN	technology
working	VBG	work
hand	NN	hand
in	IN	in
hand	NN	hand
to	TO	to
take	VB	take
CO2	NP	<unknown>
out	RP	out
of	IN	of
the	DT	the
sky	NN	sky
and	CC	and
keep	VB	keep
it	PP	it
out	RP	out
.	SENT	.
Which	WDT	which
brings	VBZ	bring
me	PP	me
neatly	RB	neatly
back	RB	back
.	SENT	.
.	SENT	.
.	SENT	.
to	TO	to
the	DT	the
woolly	JJ	woolly
pigs	NNS	pig
.	SENT	.
Now	RB	now
,	,	,
these	DT	these
woolly	JJ	woolly
pigs	NNS	pig
live	VBP	live
on	IN	on
an	DT	an
estate	NN	estate
on	IN	on
the	DT	the
Isle	NP	Isle
of	IN	of
Mull	NP	Mull
,	,	,
which	WDT	which
is	VBZ	be
owned	VBN	own
by	IN	by
Jim	NP	Jim
Mann	NP	Mann
'	POS	'
s	NN	S
Future	NP	Future
Forest	NP	Forest
Company	NP	Company
.	SENT	.
And	CC	and
I	PP	I
know	VBP	know
they	PP	they
don	VB	don
'	''	'
t	NN	t
look	VBP	look
very	RB	very
dangerous	JJ	dangerous
,	,	,
but	CC	but
they	PP	they
are	VBP	be
actually	RB	actually
the	DT	the
closest	JJS	close
you	PP	you
can	MD	can
get	VB	get
to	TO	to
a	DT	a
native	JJ	native
Scottish	JJ	Scottish
wild	JJ	wild
boar	NN	boar
without	IN	without
having	VBG	have
to	TO	to
have	VB	have
a	DT	a
dangerous	JJ	dangerous
animals	NNS	animal
license	NN	license
.	SENT	.
And	CC	and
they	PP	they
do	VBP	do
what	WP	what
the	DT	the
Scottish	JJ	Scottish
wild	JJ	wild
boars	NNS	boar
used	VBN	use
to	TO	to
do	VB	do
.	SENT	.
They	PP	they
rootle	VBP	rootle
up	RP	up
the	DT	the
undergrowth	NN	undergrowth
left	VBD	leave
over	RP	over
from	IN	from
selective	JJ	selective
grazing	NN	grazing
.	SENT	.
They	PP	they
let	VBD	let
the	DT	the
seed	NN	seed
bank	NN	bank
come	VBN	come
to	TO	to
the	DT	the
surface	NN	surface
so	IN	so
that	DT	that
native	JJ	native
trees	NNS	tree
can	MD	can
start	VB	start
to	TO	to
grow	VB	grow
and	CC	and
start	VB	start
to	TO	to
take	VB	take
up	RP	up
CO2	NP	<unknown>
from	IN	from
the	DT	the
sky	NN	sky
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
also	RB	also
planting	VBG	plant
trees	NNS	tree
in	IN	in
this	DT	this
lovely	JJ	lovely
place	NN	place
.	SENT	.
Native	JJ	native
broadleaf	NN	broadleaf
like	IN	like
oak	NN	oak
and	CC	and
this	DT	this
beech	NN	beech
tree	NN	tree
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
plenty	NN	plenty
wet	VBN	wet
enough	RB	enough
on	IN	on
the	DT	the
Isle	NP	Isle
of	IN	of
Mull	NP	Mull
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
likely	JJ	likely
to	TO	to
burn	VB	burn
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NNS	<unknown>
so	RB	so
far	RB	far
,	,	,
so	RB	so
natural	JJ	natural
But	CC	but
they	PP	they
also	RB	also
have	VBP	have
machines	NNS	machine
.	SENT	.
This	DT	this
one	CD	one
is	VBZ	be
getting	VBG	get
ready	JJ	ready
to	TO	to
cook	VB	cook
wood	NN	wood
for	IN	for
biochar	NN	<unknown>
to	TO	to
go	VB	go
on	IN	on
the	DT	the
soils	NNS	soil
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
also	RB	also
got	VBD	get
a	DT	a
quarry	NN	quarry
with	IN	with
basalt	NN	basalt
.	SENT	.
They	PP	they
'	''	'
re	IN	re
quarrying	VBG	quarry
basalt	NN	basalt
rock	NN	rock
.	SENT	.
They	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
machines	NNS	machine
to	TO	to
grind	VB	grind
up	RP	up
the	DT	the
rock	NN	rock
,	,	,
and	CC	and
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
machines	NNS	machine
to	TO	to
spread	VB	spread
it	PP	it
on	IN	on
the	DT	the
fields	NNS	field
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
three	CD	three
carbon	NN	carbon
removals	NNS	removal
approaches	NNS	approach
in	IN	in
one	CD	one
beautiful	JJ	beautiful
place	NN	place
.	SENT	.
Now	RB	now
,	,	,
it	PP	it
'	POS	'
s	NN	S
just	RB	just
one	CD	one
estate	NN	estate
,	,	,
but	CC	but
all	DT	all
of	IN	of
these	DT	these
approaches	NNS	approach
and	CC	and
more	JJR	more
are	VBP	be
hugely	RB	hugely
scalable	JJ	scalable
.	SENT	.
The	DT	the
world	NN	world
is	VBZ	be
full	JJ	full
of	IN	of
places	NNS	place
where	WRB	where
you	PP	you
can	MD	can
plant	VB	plant
trees	NNS	tree
and	CC	and
put	VB	put
carbon	NN	carbon
in	IN	in
soil	NN	soil
and	CC	and
grind	VB	grind
up	RP	up
rock	NN	rock
and	CC	and
spread	VB	spread
it	PP	it
and	CC	and
capture	VB	capture
CO2	NP	<unknown>
from	IN	from
the	DT	the
air	NN	air
and	CC	and
find	VB	find
places	NNS	place
to	TO	to
store	VB	store
it	PP	it
underground	RB	underground
.	SENT	.
All	DT	all
of	IN	of
those	DT	those
things	NNS	thing
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NN	S
hundreds	NNS	hundred
--	:	--
thousands	NNS	thousand
of	IN	of
people	NNS	people
working	VBG	work
right	RB	right
now	RB	now
to	TO	to
get	VB	get
those	DT	those
carbon	NN	carbon
removals	NNS	removal
approaches	VBZ	approach
out	RP	out
of	IN	of
the	DT	the
textbook	NN	textbook
and	CC	and
into	IN	into
practice	NN	practice
,	,	,
and	CC	and
to	TO	to
help	VB	help
us	PP	us
--	:	--
God	NP	God
help	VB	help
us	PP	us
--	:	--
reverse	VB	reverse
the	DT	the
damage	NN	damage
we	PP	we
have	VBP	have
done	VBN	do
and	CC	and
start	VB	start
the	DT	the
process	NN	process
of	IN	of
climate	NN	climate
healing	NN	healing
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
sat	VBD	sit
on	IN	on
that	DT	that
hillside	NN	hillside
,	,	,
and	CC	and
I	PP	I
saw	VBD	see
the	DT	the
pigs	NNS	pig
rootling	VBG	rootle
and	CC	and
the	DT	the
trees	NNS	tree
growing	VBG	grow
and	CC	and
the	DT	the
machines	NNS	machine
getting	VBG	get
ready	JJ	ready
to	TO	to
cook	VB	cook
and	CC	and
grind	VB	grind
,	,	,
I	PP	I
loved	VBD	love
it	PP	it
.	SENT	.
.	SENT	.
.	SENT	.
because	IN	because
I	PP	I
experienced	VBD	experience
an	DT	an
emotion	NN	emotion
that	IN	that
those	DT	those
of	IN	of
us	PP	us
who	WP	who
work	NN	work
on	IN	on
climate	NN	climate
change	NN	change
very	RB	very
rarely	RB	rarely
experience	VB	experience
.	SENT	.
I	PP	I
felt	VBD	feel
hope	NN	hope
.	SENT	.
Thank	VB	thank
you	PP	you
.	SENT	.
